{'descr': '比较不错，性价比较高', 'star': 5}
{'descr': '很不错的一家酒店！位置不错、交通不错、环境不错，最主要的是服务不错、设施配备不错、安全防护不错！对于出门在外的人来说有归家的感觉。回来后大力向周围的人推荐。也因第一次感觉不错而成为会员，因而肯定会常来。', 'star': 5}
{'descr': '已经入住了，锦江的风格依然，房间很干净！', 'star': 3}
{'descr': '很不错的酒店，很舒适，很适合出差居住，下次还会过来住，也会推荐给朋友。如果早餐能免费就更加完美了。不过还是很不错的。 \n', 'star': 5}
{'descr': '感觉住着很舒服 也很安静 比较方便 总之还是很划得来的 是个短期旅游住的好地方 感觉住着很舒服 也很安静 比较方便 总之还是很划得来的 是个短期旅游住的好地方 ', 'star': 5}
{'descr': '酒店干净，清静，对面夜间还有步行街。闹中取静，很不错，就是再降30元就好了~酒店干净，清静，对面夜间还有步行街。闹中取静，很不错，就是再降30元就好了~', 'star': 5}
{'descr': '锦江之星真的不错，值得入住真的推荐，干净，整洁，卫生。', 'star': 3}
{'descr': '干净，整洁，就是房间阳光不够充足，光线不好', 'star': 5}
{'descr': '很赞。\n1.服务态度好；\n2.早餐种类丰富；\n3.周边吃的地方比较多；\n4.周边有人人乐，乐购，购物方便；\n5.网速不错；\n6.出门不远有地铁。\n\n不好的地方就是。。。麻烦给洗澡间的布帘换了吧，都发霉了多少。。。。', 'star': 5}
{'descr': '位置不错，很好找，只可惜附近的服装街什么也没了，破破烂烂的啦', 'star': 5}
{'descr': '总体感觉不错，房间面积还行，温度也适中，厕所太小了', 'star': 5}
{'descr': '服务不错。早上赶火车，忘了手机在床上。给他们打了个电话，还真寄来了', 'star': 5}
{'descr': '在天津一家算是干净的了，吃的楼下就有，非常方便', 'star': 5}
{'descr': '只能說酒店太一般了,房間太小了...............', 'star': 5}
{'descr': '手续办理非常快…地理位置方便~以后还会考虑再住', 'star': 3}
{'descr': '还是很不错的，以后还是会经常过来住。以后向朋友推荐！', 'star': 5}
{'descr': '帮同事预定的房间，闹中取静的位置，周边吃饭也特别便宜！', 'star': 5}
{'descr': '酒店附近的交通非常方便,地铁公交都在步行5分钟内范围，推荐！', 'star': 5}
{'descr': '交通很便利,周遍吃饭很方便,到食品街步行20钟.', 'star': 5}
{'descr': '觉得价位也算适中，朋友过来住也说还好，可以作为选择的一家酒店^^', 'star': 5}
{'descr': '很干净也很新的一家店，标间的房子还不错，大床间有点小，地理位置也还好，不算闹市，但吃饭很方便', 'star': 5}
{'descr': '刚入住,感觉还好', 'star': 3}
{'descr': '挺干净的挺好的..就是厕所小了点..本来差几步就找到了..结果打的找.那的哥居然说自己没发现那边有锦江之星.还兜了一圈.白搭了的费.最后还是自己找到的.气死人了.和司机说朝园里他也没反应', 'star': 5}
{'descr': '中规中矩吧。房间不大，但也可以。网线和无线接上都没法用。郁闷，很快有人来修，不过弄半天也没弄好，没有紧急的事要上网，所以就算了。其他的都还好！打车到火车站12元吧，也有几路公车到，下车走个5分钟吧。 到南市食品街走着去就可以了。酒店旁边就有商场，大超市，MM，牛肉面，还有个叫什么大··什么的台资的快餐店，牛腩饭很好说的！~', 'star': 5}
{'descr': '还行吧这个酒店 这是家不错的酒店啊 还会去的应该', 'star': 5}
{'descr': '不错，信价比高，吃饭的地方也还有，超市附近到没有，很干净，很整洁的锦江之星这个价位全国不多的，很划算的。', 'star': 5}
{'descr': '地理位置不错，吃喝玩乐都很方便。就是房间小点，总体还算很好，可以推荐~！', 'star': 5}
{'descr': '位置不错！可是房间的隔音太差。房间大小差异很大，下午洗澡时水忽凉忽热。\n', 'star': 5}
{'descr': '环境不错', 'star': 3}
{'descr': '条件不错', 'star': 3}
{'descr': '环境很好，服务态度不错，24小时的热水我最喜欢，下次还要去。', 'star': 5}
{'descr': '附近交通还算比较方便，周围环境也不是很嘈杂。只是这里的床单，毛巾都比较旧，有些发黄了，不知道是不是用的时间太长了，建议更换批新的，这毕竟代表一个宾馆的基本形象。', 'star': 5}
{'descr': '酒店设施不错，被褥又暖和、又舒服、又干净。唯一的缺点就是浴室有点小，下次还会再来的，还会介绍朋友们来试试的。', 'star': 5}
{'descr': '环境安静，床舒服 去哪儿都有公交很方便。离火车站就3站', 'star': 5}
{'descr': '酒店很干净，价格也不贵，客房服务也很好，周围很繁华，有麦当劳必胜客大超市，还有家牛排店也非常好吃，非常值得推荐。', 'star': 5}
{'descr': '房间算是干净整洁 每日都会有人主动打扫房间 \n空调热风还算可以 洗澡水很舒服 \n但是隔音不敢恭维 隔壁声音听的很真切。。\n', 'star': 5}
{'descr': '服务有待提高，check in 的时候告诉我没有得到通知，虽然最后还有以会员价格入住了，但是房间质量很差，墙壁很脏，床单也有脏的地方，隔音还很差。', 'star': 1}
{'descr': '还行住着不错，空调一般，晚上不是很热', 'star': 3}
{'descr': '是我住过的锦江之星最不好的，没有暖气，冷死了，打开空调睡觉，噪音大、干燥，一个晚上没睡好！', 'star': 1}
{'descr': '无论是住宿条件还是环境都不错~下次还会选择这里的~', 'star': 5}
{'descr': '非常好', 'star': 3}
{'descr': '没有热水，放了N久，还是不热，郁闷坏了～～', 'star': 1}
{'descr': '要保证质量，又要不超过报销标准，就这里了，对面的羊汤馆很便宜，味道一般般，没什么特点。附近的拉面馆不要去吃，不信你去吃了回来告诉我。', 'star': 5}
{'descr': '酒店干净舒适，交通便利，性价比不错，下次来还会选择入住', 'star': 5}
{'descr': '酒店地理位置很好，交通方便，设施还不错，性价比较高，值得推荐。', 'star': 5}
{'descr': '很不错，很舒适，锦江之星一贯的风格，服务很热情。', 'star': 5}
{'descr': '挺好的，很暖和。锦江之星一贯的风格。服务很好的很热情的。', 'star': 5}
{'descr': '已经入住两次   服务质量不错 房间设施也不错  交通很方便 有公交地铁  酒店位置也很好找  周围有各种档次的饭店  还有万达影城  大型游戏厅  感觉还是不错的', 'star': 5}
{'descr': '优点：房间干净，热水很大，服务人员态度好\n缺点：房间太小，外面比较吵，一次性杯子显得很简陋', 'star': 1}
{'descr': '房间很不错，位置也很好找，服务态度也很好！', 'star': 5}
{'descr': '不错挺满意的', 'star': 3}
{'descr': '这家店以前住过一次，这次没想到这么差劲。到前台办理入住的时候电脑瘫痪了，等了半天没能办好手续。住进去之后，发现网线插进电脑后，网卡灯不亮，打电话问前台说无线网络可以，打开无线网络，显示连通了，然而任何一个网站都上不去。退房的时候在前天等候了将近二十分钟才办好结账。受不了，不再住这里！！！失望！！！', 'star': 1}
{'descr': '酒店总体上不错,也比较安静,但前台服务态度一般', 'star': 3}
{'descr': '前臺某服務員態度不佳!其他大致上都可以!整理房間的服務員每個都很有禮貌也很勤奮!!', 'star': 5}
{'descr': '不错，服务和房间都还可以，就是隔音效果一般。', 'star': 5}
{'descr': '地理位置优越，交通便利，环境也不错，关键是价格亲民，值得推荐。', 'star': 5}
{'descr': '房间比较干净，离地铁站很近，退房免查房。', 'star': 5}
{'descr': '周围有点混乱，竟然有卖菜的，毕竟是老酒店了。。。。', 'star': 5}
{'descr': '很舒适的小空间,就是前台某服务员对一外地旅客的问题态度冷淡,让人看了很不舒服', 'star': 3}
{'descr': '离地铁站还是蛮近的！交通还蛮方便的！就是网络信号不太好！', 'star': 5}
{'descr': '不错的地方 不错的环境 就是平米数稍微小点', 'star': 3}
{'descr': '不错啊不错', 'star': 5}
{'descr': '我觉得不错的，在西南角地铁边上，锦江之星还是快捷酒店里设施最好的一家吧，我比较喜欢', 'star': 5}
{'descr': '还不错的快捷酒店 离火车站和南市食品街也比较近！', 'star': 5}
{'descr': '不错，就是房间有点小！！环境可以的 离地铁西南角也很近，公交也多，还有商场和吃饭的地方！', 'star': 3}
{'descr': '很干净，值得推荐', 'star': 5}
{'descr': '总的来说还不错～\n\n锦江之星还是值得信赖的～', 'star': 3}
{'descr': '锦江之星在快捷酒店中性价比最高，房间设计比较好，很舒适！', 'star': 3}
{'descr': '不错很干净位置也好', 'star': 5}
{'descr': '周边比较乱，周围环境不是很好，但是酒店内整体感觉不错，性价比比较高', 'star': 5}
{'descr': '出门口走几步路就是天津商场，天津商场站的公交很多，挺方便~~酒店性价比很高~推荐入住！~', 'star': 5}
{'descr': '我喜欢酒店对面那个很夜的那个烧烤店~  \r\n酒店隔音效果一般般~   感觉洗浴间真的很小 ，不过价格不是很贵，，所以 也认了', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '加一句，锦江的早餐15一位一贯不错噢~强烈推荐！！！', 'star': 3}
{'descr': '很不错啊~边上就是劝业场西南角店~离地铁也很近~地段很好~挺繁华的~房间没觉得隔音有什么不好~装修很现代~很干净~灰常推荐这家店！！！', 'star': 5}
{'descr': '价格很好  地理位置也不错 硬件非常好 但前台服务欠佳，特别是挂着实习牌子的前台 拽的跟二五八万似的 由于连住两天 第一天出去后 房间竟没打扫！很郁闷  东西还得自己找前台要。。。。。', 'star': 5}
{'descr': '还可以，位置好，比较方便，下一次再来还信这里吧，旁边有个叫杨巴的饭店里的水铰很不错，建议去一下。', 'star': 5}
{'descr': ' 很干净，就是隔音效果不是很好。', 'star': 5}
{'descr': '这家店总体环境还是挺好的，标准间169一间也算性价比不错。占地面积也不小。美中不足就是叫“鼓楼店”，但是距离鼓楼其实还有一段距离呢。对我们这种来旅游的旅客来讲，初来乍到容易找不到地。另外就是早晨太差劲了，15元/位是真的不值。总的来说这个价位，不能说无可非议，也能算做无可厚非了。', 'star': 3}
{'descr': '订的单人间，房间真不小，周围吃饭很方便。性价比很好的。', 'star': 5}
{'descr': '地点不错，离南市食品街和古文化街都很近，很干净。好评！', 'star': 5}
{'descr': '+还不错,就是位置难找啊', 'star': 5}
{'descr': '条件不错', 'star': 5}
{'descr': '条件在商务酒店中真是算挺好了,非常满意!', 'star': 5}
{'descr': '离天津火车站打车15块钱，还算近吧。 没在这坐过地铁和公交，方便与否不是很清楚。 离旅游区似乎有点远。 房间很干净，设施也算齐全，价格也很公道，推荐！', 'star': 5}
{'descr': '除了不太好找外，其他还行！周围新建的商场还不错，快餐的西方也多，性价比很好', 'star': 5}
{'descr': '挺不錯的一個酒店，鄰近津勸業，吃飯逛街都方便。服務員都還不錯', 'star': 3}
{'descr': '可能是时间有些久了，设施老化没有及时更新，床单被子浴巾之类的都发黑了，一看就是洗的太多次了，不太舒服，不过位置性价比还是很好的', 'star': 1}
{'descr': '位置可以', 'star': 5}
{'descr': 'clean and tidy, delicious breakfast, smiling reception', 'star': 5}
{'descr': '符合要求,满意！', 'star': 5}
{'descr': '酒店刚刚重新翻新过…干净…没有油漆味…只是店外正在修路…去时有点堵车…但总体还是不错滴', 'star': 5}
{'descr': '不错，还会来地理位置离地铁很近。宾馆卫生也不错！', 'star': 5}
{'descr': '旅馆很好，但是位置有点偏僻，下了公交车站之后要走一段距离才能到', 'star': 5}
{'descr': '装修简单，反而显得更漂亮。整体很整洁。阳光很充足。', 'star': 5}
{'descr': '环境很好，简直可以说是“物美价廉”啊，很超值', 'star': 5}
{'descr': '这家酒店地理位置不错', 'star': 3}
{'descr': '住过很多次了', 'star': 5}
{'descr': '这家酒店性价比还是蛮高的，地理位置不错，比较好找', 'star': 5}
{'descr': '很不错。', 'star': 5}
{'descr': '酒店外观较新，位置还不错，从天津杨柳青站乘坐便民六号线可直达酒店，去鼓楼、食品街步行即可。但是刚到房间就发现枕头上有一根头发，床单上有类似脚印的黑色痕迹，通知前台后安排服务员进行更换，换好后发现枕头上有两根头发，床单上也有污渍，服务员解释说是洗衣厂的问题。毛巾已经发黑，床单旧得起毛且有污渍，洗手间墙壁上贴有双眼皮贴，这些都有违锦江一贯的作风。', 'star': 1}
{'descr': '位置不错，离南市挺近的，就是洗漱用品中洗发水给的太少，头发长的人根本不够用', 'star': 5}
{'descr': '浴巾比较旧', 'star': 5}
{'descr': '卫生比起其他店真是差点意思，毛巾颜色都成灰色了，从来都没住过这样的锦江', 'star': 3}
{'descr': '毛巾颜色都成灰色的了，真是“节约”！！位置还算可以，就是去哪都要打车，附近公交不发达！', 'star': 1}
{'descr': '总体感觉很好！', 'star': 3}
{'descr': '很好的设施和服务！', 'star': 3}
{'descr': '很好的', 'star': 5}
{'descr': '离地铁站步行5分钟，方便', 'star': 5}
{'descr': '干净,整洁,性价比好.住着挺舒服的.', 'star': 5}
{'descr': '卫生间有点小，总体来说还是不错~价位偏高~', 'star': 5}
{'descr': '还不错，价格便宜，房间大', 'star': 5}
{'descr': '位置很好，到哪都近，公交车站也近', 'star': 5}
{'descr': '离南市食品街和地铁很近\n酒店附近楼区很旧\n卫生间很小\n觉得性价比一般\n', 'star': 5}
{'descr': '位置还算不错，房间也还算舒服，不太喜欢的是临近一个医院，附近有修路', 'star': 1}
{'descr': '位置不太好，淋浴水量太小，其它都不错', 'star': 5}
{'descr': '挺不错的酒店啊 。虽然附近正在修路。', 'star': 5}
{'descr': 'N次入住了\r\n好的地方：地角便利，好几个前台服务员都认识她们了，服务还行，上班时间太长了，好像是连续上16个小时休息2天。\r\n不好地方：熨斗，熨衣板不能及时提供，星餐厅21点左右很忙服务员就一个人忙不过来，想要房间订餐门都没有。\r\n建议改善，同时给服务员加些工资，奖金！', 'star': 5}
{'descr': ' 位置不错，楼下的豆腐脑很好喝呵呵，性价比也很高，如果自带洗漱用品的话还可以省10块钱每天...总之不错', 'star': 5}
{'descr': '环境很好', 'star': 5}
{'descr': '住的商务房  感觉还不错  除了卫生间有点小   ', 'star': 5}
{'descr': '住了很多次了', 'star': 5}
{'descr': '网速没有上一次住的时候快。房子也没有上一次住的那间宽敞，少了一张桌子。', 'star': 5}
{'descr': '上次建议增加一些日用品选购还没有采纳', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '还可以吧！房间还算蛮新的！', 'star': 3}
{'descr': '比想象的差一点，走廊里飘着楼下饭店炒菜的味道，希望能有改善', 'star': 5}
{'descr': '各方面都还可以。', 'star': 3}
{'descr': '很不错!', 'star': 5}
{'descr': '物美价廉', 'star': 5}
{'descr': '都还不错。', 'star': 5}
{'descr': '距离地铁站步行约5分多钟，非常方便', 'star': 5}
{'descr': '离地铁站不到800米，位于天津商场后身，关键是价格很合算', 'star': 5}
{'descr': '位置还算不错，价格也还可以，但房间太小，上一个客人抽烟，留下的烟味大。', 'star': 5}
{'descr': '位置很好，交通便利，出门就是天津商场站站点，乘公交非常方便，出门习惯入住锦江之星了，而且还有会员卡，只不过这次的门卡有点问题，每天都要重置一下，总打不开门～～挺郁闷的，总体来说还算不错，性价比很好的酒店～～', 'star': 5}
{'descr': '服务态度不行', 'star': 5}
{'descr': '不错，就是价格稍微贵了点，其他的都很满意', 'star': 5}
{'descr': '总体还是可以的 环境啊 卫生啊 都还可以 不过就是房间没有水 还要自己做... 想做时看到电水壶那么脏... 还是去买水比较直接...', 'star': 5}
{'descr': '服务太差了', 'star': 1}
