{'descr': '居住环境舒适，设施齐全完善，服务态度优秀!', 'star': 5}
{'descr': '实在没办法只能住这个，谁叫离一汽近呢。。。。。。。毛巾是黑的', 'star': 1}
{'descr': '房间条件还可以，就算达不到三星，也是准三星了，因为没去别人家比条件，所以对于条件我是可以接受的，不过定价过高，在西塘转了好几圈，没有这个价位的住宿，都很低，建议去了再找宾馆就足够了，另外，问路怎么走，也没人来接啊，电话指挥怎么走，其他宾馆去汽车站接住宿客人的很多，就连三轮司机都说定宾馆了，让宾馆人来接吧，他们不拉客了。', 'star': 1}
{'descr': '房间条件还可以，就算达不到三星，也是准三星了，因为没去别人家比条件，所以对于条件我是可以接受的，不过定价过高，在西塘转了好几圈，没有这个价位的住宿，都很低，建议去了再找宾馆就足够了，另外，问路怎么走，也没人来接啊，电话指挥怎么走，其他宾馆去汽车站接住宿客人的很多，就连三轮司机都说定宾馆了，让宾馆人来接吧，他们不拉客了。', 'star': 1}
{'descr': '我们到嘉善后，是乘的公家车到的西塘景区，打电话问旅店住处的时候，漂亮前台姐姐很热情地给我们讲路线，后来干脆找个车来接我们的。（当然，是收费的）说到旅店，就位于景区内哦，很放便，而且环境很优雅，别致精巧，浴室和卫生间还是分开的，这样两个人就很方便。还有无线网络哦，真的是很棒的一家旅店。', 'star': 5}
{'descr': '我们到嘉善后，是乘的公家车到的西塘景区，打电话问旅店住处的时候，漂亮前台姐姐很热情地给我们讲路线，后来干脆找个车来接我们的。（当然，是收费的）说到旅店，就位于景区内哦，很放便，而且环境很优雅，别致精巧，浴室和卫生间还是分开的，这样两个人就很方便。还有无线网络哦，真的是很棒的一家旅店。', 'star': 5}
{'descr': '在当地环境中比较可以，略显简陋，开发票要加钱', 'star': 5}
{'descr': '在当地环境中比较可以，略显简陋，开发票要加钱', 'star': 5}
{'descr': '房间小,设施有些旧了,所以下次还是住汽配城那家比较好', 'star': 1}
{'descr': '很温馨舒服！干净！很新，房间明亮。位置中心，安静。下次还会住。值得推荐！', 'star': 5}
{'descr': '很温馨舒服！干净！很新，房间明亮。位置中心，安静。下次还会住。值得推荐！', 'star': 5}
{'descr': '，酒店照片是真实的，但也是唯一的亮点，事实没有想象中好，性价比远不如如家，我是不会再去了。', 'star': 3}
{'descr': '，酒店照片是真实的，但也是唯一的亮点，事实没有想象中好，性价比远不如如家，我是不会再去了。', 'star': 3}
{'descr': '还是旧了点点', 'star': 3}
{'descr': '对于很多酒店没吹风机感到很疑惑！地毯上很多头发，希望能注意。能上网，离吉大非常近，这是主要优点。', 'star': 3}
{'descr': '差差差，什么酒店啊，别忽悠人了，电视没几个台，打电话说自己搜，房间旧有味道，桌上都是灰。', 'star': 1}
{'descr': '东西太陈旧了，毛巾发黑，都不敢用，不过服务很周到，工作人员很有耐心，也很负责。', 'star': 1}
{'descr': '交通方便，服务好，酒店设施比较好且干净。', 'star': 5}
{'descr': '卫生部好 卫生间淋浴喷头很不好用 也显得很脏 前台态度也不是很好 价格便宜 位置不错 除此之外 没别的优点了·', 'star': 1}
{'descr': '还不错，住的还行，视野也挺好，价格不贵 ，总之，值得推荐', 'star': 5}
{'descr': '第一次在网上订，怕到时候订不到房间。后来发现去了有很多房间可以定的。额，总的来说这家旅店还是不错的。我们定的是法式田园，环境确实很温馨，就是和我想象中的小了些，旅店有无线覆盖，虽然也很周到，但我希望房间里要是有台式机就更好了，因为自己带笔记本毕竟不是很多哈，我个人意见，店里的人都是很年轻漂亮的女孩，服务态度也不错的，还有就是秘密花园果然秘密很难找哈，而且晚上不开灯的话那条小巷有点小害怕的，不过开了', 'star': 5}
{'descr': '第一次在网上订，怕到时候订不到房间。后来发现去了有很多房间可以定的。额，总的来说这家旅店还是不错的。我们定的是法式田园，环境确实很温馨，就是和我想象中的小了些，旅店有无线覆盖，虽然也很周到，但我希望房间里要是有台式机就更好了，因为自己带笔记本毕竟不是很多哈，我个人意见，店里的人都是很年轻漂亮的女孩，服务态度也不错的，还有就是秘密花园果然秘密很难找哈，而且晚上不开灯的话那条小巷有点小害怕的，不过开了', 'star': 5}
{'descr': '酒店名位置如其名，很秘密，在一个狭小的过道的最里边，没有三轮车师傅的带路还是真找不到。可以称为精品，楼外有天的感觉，越过不足一米宽的弄堂，酒店的入口豁然开朗，还有一个雅致的迷你园哦，很喜欢。有机会还会入住！', 'star': 5}
{'descr': '酒店名位置如其名，很秘密，在一个狭小的过道的最里边，没有三轮车师傅的带路还是真找不到。可以称为精品，楼外有天的感觉，越过不足一米宽的弄堂，酒店的入口豁然开朗，还有一个雅致的迷你园哦，很喜欢。有机会还会入住！', 'star': 5}
{'descr': '位置很隐秘，入口狭小，但是酒店很时尚，令人惊喜！', 'star': 5}
{'descr': '位置很隐秘，入口狭小，但是酒店很时尚，令人惊喜！', 'star': 5}
{'descr': '酒店避开了闹区，很安静，里面不大，可能一共几间房间而已，但是很干净很舒服呢～真的比普通民宅放心安全太多了～大力推荐一下～～', 'star': 5}
{'descr': '酒店避开了闹区，很安静，里面不大，可能一共几间房间而已，但是很干净很舒服呢～真的比普通民宅放心安全太多了～大力推荐一下～～', 'star': 5}
{'descr': '推荐！店主的后期跟踪服务也很好！值得推崇！希望他们做的越来越好！', 'star': 5}
{'descr': '推荐！店主的后期跟踪服务也很好！值得推崇！希望他们做的越来越好！', 'star': 5}
{'descr': '由于到店时间很晚了，车子七拐八拐来到秘密花园，老板娘人很nice，提早帮空调打开，房间不错的', 'star': 5}
{'descr': '由于到店时间很晚了，车子七拐八拐来到秘密花园，老板娘人很nice，提早帮空调打开，房间不错的', 'star': 5}
{'descr': '服务挺好，也挺好找的，房间很干净，不像有些家里改出来的一样，喜欢东情西韵的小阳台，一张桌子，两把椅子，喝喝茶聊聊天感觉很好！推荐入住！', 'star': 5}
{'descr': '服务挺好，也挺好找的，房间很干净，不像有些家里改出来的一样，喜欢东情西韵的小阳台，一张桌子，两把椅子，喝喝茶聊聊天感觉很好！推荐入住！', 'star': 5}
{'descr': '家庭式的旅馆，最大的优点是有停车场，很适合自驾。入住的客房小了一些，适合小资情调的朋友选择。', 'star': 5}
{'descr': '家庭式的旅馆，最大的优点是有停车场，很适合自驾。入住的客房小了一些，适合小资情调的朋友选择。', 'star': 5}
{'descr': '雕花大床房，在二层半，楼梯比较陡，很有年头的家具，镜子也是朦朦胧胧，卫生间和洗澡间分别是2个小小的房间，大概是老房子改建的缘故，床也比较古代，坐上去会吱吱呀呀地响，中间还有点塌陷了，因为是冬天，卫生间里显得冷冰冰的。尽管如此，挤在这个小小的雕花大床上（宽度似乎不足1.5米），我们一家三口仍然非常喜欢，一人占据一头，笑称就像塞在鞋盒子里，享受着雨点打落在窗户上的滴滴答答的声音......想找的似乎就', 'star': 5}
{'descr': '雕花大床房，在二层半，楼梯比较陡，很有年头的家具，镜子也是朦朦胧胧，卫生间和洗澡间分别是2个小小的房间，大概是老房子改建的缘故，床也比较古代，坐上去会吱吱呀呀地响，中间还有点塌陷了，因为是冬天，卫生间里显得冷冰冰的。尽管如此，挤在这个小小的雕花大床上（宽度似乎不足1.5米），我们一家三口仍然非常喜欢，一人占据一头，笑称就像塞在鞋盒子里，享受着雨点打落在窗户上的滴滴答答的声音......想找的似乎就', 'star': 5}
{'descr': '江南记忆，在一层，总台旁边，安全，我父母住。对比了景区内的其他客栈，条件算不错的。总台接待我们的女孩非常热情，态度很好。总体感觉不错，温馨！\n', 'star': 5}
{'descr': '江南记忆，在一层，总台旁边，安全，我父母住。对比了景区内的其他客栈，条件算不错的。总台接待我们的女孩非常热情，态度很好。总体感觉不错，温馨！\n', 'star': 5}
{'descr': '服务员态度相当好，不仅提前为我们打开空调，还非常耐心地电话指导我们如何找到酒店。客房也相当的整洁温馨。', 'star': 5}
{'descr': '服务员态度相当好，不仅提前为我们打开空调，还非常耐心地电话指导我们如何找到酒店。客房也相当的整洁温馨。', 'star': 5}
{'descr': '秘密花园绝对是非常小资的地方，很适合情侣。老板很热情，服务员也非常有礼貌，客房干净整洁安静，赞一个', 'star': 3}
{'descr': '秘密花园绝对是非常小资的地方，很适合情侣。老板很热情，服务员也非常有礼貌，客房干净整洁安静，赞一个', 'star': 3}
{'descr': '小巷弄里的精致小旅馆，总体还不错！干净舒适，服务也挺好的，就是价格有点偏高。', 'star': 5}
{'descr': '小巷弄里的精致小旅馆，总体还不错！干净舒适，服务也挺好的，就是价格有点偏高。', 'star': 5}
{'descr': '除了地理位置好，没什么优点。插头居然都没有电。。。。', 'star': 5}
{'descr': '房间陈旧，毛巾黑，5年未换，不敢用。中央空调噪音大，夜不能眠。第一个房间淋喷头坏，不能用，换房后，水温不可调，未能舒服洗澡。没有放电脑的桌。。。。今生再住这个酒店，就是我贱。极品了。', 'star': 1}
{'descr': '天馨速8酒店干净整洁，服务优良，因为天很冷，前台特意给我和女儿挑了间朝阳的房，以后来长春就住这里喽！', 'star': 3}
{'descr': '标准间总体还行，就是晚上太冷，被子很薄～～', 'star': 3}
{'descr': '房间很小，卫生间也很小，没有独立洗澡的地方，就是洗脸池上面接着的莲蓬头。房间装修的不错，法式田园。后院有停车场，挺方便的。空调外机声音比较大。其他还可以吧', 'star': 5}
{'descr': '房间很小，卫生间也很小，没有独立洗澡的地方，就是洗脸池上面接着的莲蓬头。房间装修的不错，法式田园。后院有停车场，挺方便的。空调外机声音比较大。其他还可以吧', 'star': 5}
{'descr': '茶鸡蛋好吃,服务员热情,去各景点很方便', 'star': 3}
{'descr': '茶鸡蛋好吃,服务员热情,去各景点很方便', 'star': 3}
{'descr': '西唐的淡季,其实最适合旅游。酒店还好,房间漂亮', 'star': 3}
{'descr': '西唐的淡季,其实最适合旅游。酒店还好,房间漂亮', 'star': 3}
{'descr': '应着西塘特色，选了这家雕花大床房，感觉还行，也较卫生，开车进去不太好找，有指示图就好了，价格小贵。', 'star': 5}
{'descr': '应着西塘特色，选了这家雕花大床房，感觉还行，也较卫生，开车进去不太好找，有指示图就好了，价格小贵。', 'star': 5}
{'descr': '酒店服务态度很好，房间也挺干净的，就是设备比较旧，总体来说还可以。', 'star': 5}
{'descr': '服务很好啊，房间也很舒服，最最最让我满意的是，我有一条很重要的围巾忘在了酒店里，然后他们给我邮寄回来了！！还是他们给我付得邮费呢~~~~  超级感谢！！！！', 'star': 5}
{'descr': '服务很好啊，房间也很舒服，最最最让我满意的是，我有一条很重要的围巾忘在了酒店里，然后他们给我邮寄回来了！！还是他们给我付得邮费呢~~~~  超级感谢！！！！', 'star': 5}
{'descr': '设施那些还不错，主要有大浴缸，但是就是位置不是太热闹！晚上女生自己回去会有点怕黑！1', 'star': 5}
{'descr': '设施那些还不错，主要有大浴缸，但是就是位置不是太热闹！晚上女生自己回去会有点怕黑！1', 'star': 5}
{'descr': '没有热水啊…洗澡的水流好小，但是房间很明亮很宽敞！服务也不错！', 'star': 3}
{'descr': '已入住长春天馨速8，房间干净，热水充足，很满意。', 'star': 3}
{'descr': '在吉大前卫校区旁 酒店很好找 环境还可以 冬天暖气给的不太足哦 ', 'star': 5}
{'descr': '入住很失望，屋子放衣服的地方都没有啊！价格398元和设施太不匹配', 'star': 3}
{'descr': '入住很失望，屋子放衣服的地方都没有啊！价格398元和设施太不匹配', 'star': 3}
{'descr': '还行，推荐。', 'star': 3}
{'descr': '厕所马桶的抽水龙头是坏的，马桶也没固定，浴缸也是坏的，厕所漏水漏得一塌糊涂，但是房间面积还挺大，房间还可以！', 'star': 1}
{'descr': '很干净很干净的旅店~装修也很喜欢~就是住在一楼， 早上被游客谈话声吵醒了= =,\n一开始很担心卫生间不干净，去了之后完全打消了这个念头，就是马桶抽了2次坏掉了= =\n下次来西塘还会来住的，只是西塘除了吃就没有什么特色了T T', 'star': 5}
{'descr': '很干净很干净的旅店~装修也很喜欢~就是住在一楼， 早上被游客谈话声吵醒了= =,\n一开始很担心卫生间不干净，去了之后完全打消了这个念头，就是马桶抽了2次坏掉了= =\n下次来西塘还会来住的，只是西塘除了吃就没有什么特色了T T', 'star': 5}
{'descr': ' 酒店環境不錯\r\n房间也很舒適', 'star': 3}
{'descr': ' 酒店環境不錯\r\n房间也很舒適', 'star': 3}
{'descr': '环境很不错,服务员MM都很热情,儿子特喜欢,呵呵!', 'star': 5}
{'descr': '环境很不错,服务员MM都很热情,儿子特喜欢,呵呵!', 'star': 5}
{'descr': '挺干净的一家客栈，服务员的态度也很赞，wifi覆盖得比一些大酒店都好，感觉不太好的就是上二楼的那个楼梯比较陡，提着很大的箱子上下就比较麻烦。。。', 'star': 5}
{'descr': '挺干净的一家客栈，服务员的态度也很赞，wifi覆盖得比一些大酒店都好，感觉不太好的就是上二楼的那个楼梯比较陡，提着很大的箱子上下就比较麻烦。。。', 'star': 5}
{'descr': '这个速8整体一般，设备陈旧，我住的房门都是坏的，房间内的陈设大多都已成破烂了，洗漱间空间狭小，淋浴在马桶边，很不方便。除非在附近办事，不建议选择。', 'star': 1}
{'descr': '订的奥斯卡之夜，风格我很喜欢，房间很大很干净，比起沿河那些客栈好太多了。下次来还继续选择秘密花园。', 'star': 3}
{'descr': '订的奥斯卡之夜，风格我很喜欢，房间很大很干净，比起沿河那些客栈好太多了。下次来还继续选择秘密花园。', 'star': 3}
{'descr': '很小资的地方,比起西塘其他酒店也干净很多.老板人很好.', 'star': 3}
{'descr': '很小资的地方,比起西塘其他酒店也干净很多.老板人很好.', 'star': 3}
{'descr': '秘密花园后院有停车场，和店里MM电话沟通之后找到。把车停好，秘密花园真的挺隐秘的，不过很安静，也很干净。以后如果去西塘还会选这家。', 'star': 5}
{'descr': '秘密花园后院有停车场，和店里MM电话沟通之后找到。把车停好，秘密花园真的挺隐秘的，不过很安静，也很干净。以后如果去西塘还会选这家。', 'star': 5}
{'descr': '订的奥斯卡之夜非常满意，房间很大，也很干净，通过官网提供的路线过去的，挺好找的，店家姐姐态度很好呢，虽然西塘到处都是临河的大床房，但是住宿条件都不怎么样，看着脏脏的而且很吵的样子，秘密花园就在西塘进口那边，所以很安静，真的很不错，就是周末房价小贵了点，以后住西塘都住秘密花园了', 'star': 5}
{'descr': '订的奥斯卡之夜非常满意，房间很大，也很干净，通过官网提供的路线过去的，挺好找的，店家姐姐态度很好呢，虽然西塘到处都是临河的大床房，但是住宿条件都不怎么样，看着脏脏的而且很吵的样子，秘密花园就在西塘进口那边，所以很安静，真的很不错，就是周末房价小贵了点，以后住西塘都住秘密花园了', 'star': 5}
{'descr': '性价比还是比较可以的，以后如果去那里的话还会入住此酒店。', 'star': 5}
{'descr': '环境设施都不错，紧邻吉林大学南校区，位于前进大街，轻轨前进站附近，交通方便', 'star': 5}
{'descr': '当时订这家就是看了网上别人的推荐。住下来感觉还是不错的，跟周围破破烂烂的民居相比，干净，也很新，床很舒服。每个房间一个主题。我这间是“东情西韵”，带一个阳台，有桌有椅，下午在暖洋洋的阳光下，喝两杯清茶，惬意~~~\n不过，没有一次性梳子，去住的要记得自己带好。我们没带只好去街上买了。还有就是没有挂衣服的地方，有点不太方便。', 'star': 5}
{'descr': '当时订这家就是看了网上别人的推荐。住下来感觉还是不错的，跟周围破破烂烂的民居相比，干净，也很新，床很舒服。每个房间一个主题。我这间是“东情西韵”，带一个阳台，有桌有椅，下午在暖洋洋的阳光下，喝两杯清茶，惬意~~~\n不过，没有一次性梳子，去住的要记得自己带好。我们没带只好去街上买了。还有就是没有挂衣服的地方，有点不太方便。', 'star': 5}
{'descr': '酒店很好，干净整洁，环境很美，前台的小妹也很美，热情好客，下次还会住这里。', 'star': 5}
{'descr': '酒店很好，干净整洁，环境很美，前台的小妹也很美，热情好客，下次还会住这里。', 'star': 5}
{'descr': '地方不错，房间也挺大，但是里面的设施太陈旧，毛巾浴巾陈旧的有点不敢碰的感觉。同时入住房间的浴盆被人踩坏了一个大洞也不修理就安排入住，洗脸间比公厕气味还浓。不敢再去了。不过前台的服务态度还算行。', 'star': 1}
{'descr': '服务很好，设施一般，主要因为距离吉林大学比较近才住的。', 'star': 5}
{'descr': '非常不错的一个酒店。相对于西塘其他的家庭式客栈，无论酒店的装修，设施还是服务都是相当不错的。虽然不临水，但是环境不错。', 'star': 5}
{'descr': '非常不错的一个酒店。相对于西塘其他的家庭式客栈，无论酒店的装修，设施还是服务都是相当不错的。虽然不临水，但是环境不错。', 'star': 5}
{'descr': '服务很好，位置像他们说的还是蛮难找的。不过可以打电话问。唯一不满意的是拖鞋等于没有。。。。。', 'star': 5}
{'descr': '服务很好，位置像他们说的还是蛮难找的。不过可以打电话问。唯一不满意的是拖鞋等于没有。。。。。', 'star': 5}
{'descr': '不错，挺干净的，就是房间小点，离镇中心稍偏一些，当然，它是今年新开业的，地理位置肯定会不及年头长的客栈地理位置好，小姑娘们的服务真的非常好！', 'star': 5}
{'descr': '不错，挺干净的，就是房间小点，离镇中心稍偏一些，当然，它是今年新开业的，地理位置肯定会不及年头长的客栈地理位置好，小姑娘们的服务真的非常好！', 'star': 5}
{'descr': '很好很满意，酒店干净，服务态度好', 'star': 3}
{'descr': '住的还算舒服，觉得是西塘级别较高的一家店了，前台很热情，服务很好，下次还会选择入住。', 'star': 5}
{'descr': '住的还算舒服，觉得是西塘级别较高的一家店了，前台很热情，服务很好，下次还会选择入住。', 'star': 5}
{'descr': '很安静，很温馨，很舒适，东情西韵的小阳台很雅致~', 'star': 5}
{'descr': '很安静，很温馨，很舒适，东情西韵的小阳台很雅致~', 'star': 5}
{'descr': '环境不错，地方宽敞，空间大，采光好，服务态度不错，值得一住', 'star': 5}
{'descr': '地点的确和酒店的名字很像，走进去之后，拐了几个弯才找到，总体感觉还行，比较干净，价格有点小贵，一楼的房间有些吵，入住时发现有点小问题，前台很快给解决了。', 'star': 5}
{'descr': '地点的确和酒店的名字很像，走进去之后，拐了几个弯才找到，总体感觉还行，比较干净，价格有点小贵，一楼的房间有些吵，入住时发现有点小问题，前台很快给解决了。', 'star': 5}
{'descr': ' ＋房间有味道，特别狭窄，性价比不高，前台服务人员还粗心大意', 'star': 3}
{'descr': '还行吧,其实也比较好找的,就在喝咖啡的LILLY对面的小弄堂向里走.房间里面的陈设十分简单,放衣服的地方也没有,我定了两间,水乡风情和祥云瑞气.水乡的性价比比较高,有纱窗,有挂衣服的,两个1.5米的床,房间超级大,是西塘宾馆里面不太有的大房型.服务非常好,回去要去长途汽车站,店主还帮忙定了车,价格很公道', 'star': 5}
{'descr': '还行吧,其实也比较好找的,就在喝咖啡的LILLY对面的小弄堂向里走.房间里面的陈设十分简单,放衣服的地方也没有,我定了两间,水乡风情和祥云瑞气.水乡的性价比比较高,有纱窗,有挂衣服的,两个1.5米的床,房间超级大,是西塘宾馆里面不太有的大房型.服务非常好,回去要去长途汽车站,店主还帮忙定了车,价格很公道', 'star': 5}
{'descr': ' 很好的酒店,就是卫生间太小, 洗澡不舒服。', 'star': 3}
{'descr': '好地方，推荐！富含小资情怀！', 'star': 3}
{'descr': '好地方，推荐！富含小资情怀！', 'star': 3}
{'descr': '很新很干净，小妹很热情，老板很随和，推荐(适合喜欢安静的朋友）', 'star': 5}
{'descr': '很新很干净，小妹很热情，老板很随和，推荐(适合喜欢安静的朋友）', 'star': 5}
{'descr': '抱歉，点评太晚了！中秋节入住的，很好，干净整洁，上海老板也很亲切与体贴。性价比非常好，尤其与国庆期间在其他城市的体会相比较而言！', 'star': 5}
{'descr': '抱歉，点评太晚了！中秋节入住的，很好，干净整洁，上海老板也很亲切与体贴。性价比非常好，尤其与国庆期间在其他城市的体会相比较而言！', 'star': 5}
{'descr': '闹中取静的地儿，服务热情，好评。', 'star': 3}
{'descr': '闹中取静的地儿，服务热情，好评。', 'star': 3}
{'descr': '酒店有点难找，但穿过小巷就别有洞天了', 'star': 3}
{'descr': '酒店有点难找，但穿过小巷就别有洞天了', 'star': 3}
{'descr': '位置就是比較深入至可找出來,但環境不錯,員工很有禮貌,在西塘,秘密花园精品旅店是一個好選擇,下次再去西塘,都會選擇秘密花园精品旅店', 'star': 5}
{'descr': '位置就是比較深入至可找出來,但環境不錯,員工很有禮貌,在西塘,秘密花园精品旅店是一個好選擇,下次再去西塘,都會選擇秘密花园精品旅店', 'star': 5}
{'descr': '很有风格的一家客栈，虽然不是很好找，但是您给客栈电话，会有美女来接您哦o(∩_∩)o ~~客栈服务超好的，房间也非常干净，应该算古镇中比较不错的规格了。不管怎样，是非常值得推荐的。绝对值得一住。！', 'star': 5}
{'descr': '很有风格的一家客栈，虽然不是很好找，但是您给客栈电话，会有美女来接您哦o(∩_∩)o ~~客栈服务超好的，房间也非常干净，应该算古镇中比较不错的规格了。不管怎样，是非常值得推荐的。绝对值得一住。！', 'star': 5}
