{'descr': '太差 不如如家', 'star': 2}
{'descr': '如家就是比较贵，交通也挺好的，南京小吃对北方人来说还是比较甜淡', 'star': 5}
{'descr': '还不错！', 'star': 3}
{'descr': '干净。便捷。比较满意，离地铁很近。就是位置不显眼，有点难找，外部环境有点杂乱。', 'star': 5}
{'descr': '公司附近 交通方便 周围有好多好吃的 还不错', 'star': 5}
{'descr': '除了楼上有些吵外。。都很好，房间很大很干净 设备齐全，值得一住。', 'star': 5}
{'descr': '在这家店住了好几次，总的感觉不错。\n但是这次运气不好，隔壁房间的客人整夜不睡，还把电视声音开得大非常，害得我一整夜没睡', 'star': 5}
{'descr': '其他都还不错!就是电视频道太少了,特别是没有体育频道,很多比赛不能看.很郁闷,希望尽快解决!', 'star': 5}
{'descr': '还不错,房间挺大得.环境还可以.在这个档次里算是不错的了.', 'star': 5}
{'descr': '···················晚上比较吵。', 'star': 5}
{'descr': '价钱合理，环境舒适。但是电视节目有点少，清洁员不敲门就直接进房间，不够重视客人的隐私。', 'star': 5}
{'descr': '酒店内部装修与设施还可以，就是酒店没有早餐，停车场地较小，没有一定的倒车技术停车出车很难搞定。离总统府比较近，步行几分钟就到。', 'star': 5}
{'descr': '服务态度很好，离地铁站很近，很方便，下次还会来。', 'star': 5}
{'descr': '酒店位置比较偏僻，不过放假还不错，周围吃的也比较多', 'star': 5}
{'descr': '酒店位置略偏僻点了，但是房间不错，周围吃的也多', 'star': 5}
{'descr': '优点：房间面积大，电视超大，交通方便！\n缺点：电视节目没有体育台。晚上12点后就洗澡水很不热，洗得我浑身发抖！\n整体上性价比很高！', 'star': 5}
{'descr': '  交通方便，房间 非常干净，但设施比较简陋，特别是一次性用品。', 'star': 5}
{'descr': '很不错,靠近地铁,旁边有小吃店早餐方便.', 'star': 5}
{'descr': '房间方正面积很大，但是热水供应不行，大冬天的不能洗冷水呀。', 'star': 3}
{'descr': '不错就是贵了点', 'star': 3}
{'descr': '比较垃圾，卫生很差，地上都是白色的粉末 不知道是什么，电梯人也很多，十几楼都用一部电梯，最最最主要的是洗澡没热水，洗脸也没热水。丫丫的冬天呀！', 'star': 1}
{'descr': '地理位置便利，，服务也很不错，，值得推荐！', 'star': 5}
{'descr': '房间很大，设施都很不错，床非常大，周边交通也方便。唯一不太好的是客房上层就是ktv，晚上睡觉有点吵', 'star': 5}
{'descr': '酒店整体环境很好，除了楼上是ktv会有一点吵，不过还好', 'star': 5}
{'descr': '酒店与卡拉OK在一起,喧哗杂乱.内部设施极差,不建议入住.', 'star': 3}
{'descr': '给父母定的房间，虽然在六楼，但是晚上还是能听到楼上ktv的声嘶力竭的嚎叫声，年轻人住住还行，不适合浅眠和上了年纪的同志呀', 'star': 3}
{'descr': '电视有点飘雪 抽水马桶声音较大 其余都还不错', 'star': 5}
{'descr': '楼上是KTV，很吵，晚上三点多才睡着…', 'star': 3}
{'descr': '酒店离地铁站很近，出行很方便，对面就是KFC，酒店底楼有小食卖，偶尔饿了可以充饥一下，房间很宽敞，床很大，液晶屏也很大～', 'star': 5}
{'descr': '价格合理,房间宽大,交通方便,清洁工作好,宽带非常实用. 只是周末KTV人员流动比较多, 晚上音乐声会比较大影响7层的房客睡觉. 一部电梯周末常不够用. 见意; KTV和酒店前台应分开,并且酒店卫生间下水道味道比较重应改良. \n总之, 酒店性价比较高, 下次来上海还愿意住此店. ', 'star': 5}
{'descr': '新开的还不错，价格也比较适中，就是睡觉有点吵，因为沿着大连路四平路，而且上面是ktv', 'star': 5}
{'descr': '房间比较大，出行也方便，就是电梯要等比较长时间。', 'star': 5}
{'descr': '不错，会向朋友推荐，并且下回还来。主要是交通方便，卫生不错，性价比很好', 'star': 5}
{'descr': '虽然说位置在四平路上，但是找起来还是有点小小的问题的！名字的标识不是很清楚！', 'star': 5}
{'descr': '在10号/8号地铁口，交通很方便，只是房间一看就是Ktv包间改装的，不舒服', 'star': 3}
{'descr': '不错，第二次入住', 'star': 3}
{'descr': '还挺干净，楼下就是肯德基很方便', 'star': 3}
{'descr': '房间很大，总得不错，很干净', 'star': 3}
{'descr': '房间挺大 服务不错 性价比挺好        然后20个字啊啊啊', 'star': 5}
{'descr': '酒店硬件条件不错 房间大 前台服务比较一般', 'star': 5}
{'descr': '很干净,卫生间也是,窗小了点,属于商务里不错的,价格稍高了', 'star': 3}
{'descr': '刚入住，还不清楚', 'star': 3}
{'descr': '里面比较干净，住的也蛮舒服的，交通也便利', 'star': 5}
{'descr': '酒店挺舒适的', 'star': 3}
{'descr': '交通特别方便 地铁10号 8号 在门口 特别干净 卫生   隔音效果比较好 服务态度也还行', 'star': 5}
{'descr': '第三次住了，推荐！建议住5楼，楼上自由港的歌声还是有点影响的。不过还好。', 'star': 5}
{'descr': '感觉比想像中的好，性价比很高~~~', 'star': 3}
{'descr': '交通很方便，就在地铁8号线和10号线口，去主要景点很便利。\n房间宽敞，装修新，也很卫生，感觉很好，很温馨。\n楼上的KTV对我们并没有造成很大影响，没怎么听到噪音，就第一晚唱K的人比较多，电梯很挤，之后就不挤了。\n周围有便利店也有KFC。\n总体很满意，以后还会考虑入住这里。\n', 'star': 5}
{'descr': '很不错的酒店！~\n设备装修都很新哈！~\n会和朋友推荐的哈！~', 'star': 5}
{'descr': '很不错的酒店~！\n下次再来！~\n服务也很好哦！~', 'star': 5}
{'descr': '不错，出路很方便，地铁8号线和10号线就在旁边。房间也干净，每天还有咖啡和矿泉水免费供应，真的不错，下次还会去住。', 'star': 5}
{'descr': '房间比较安静，液晶电视很大，能看到凤凰和星空卫视。还送两瓶纯净水和两包咖啡，如果可以刷信用卡就更方便了。', 'star': 5}
{'descr': '很不错的哈～！\n很干净哦！～\n房间也很新！～\n很不错哈！～', 'star': 5}
{'descr': '房间内环境很好，设计很不错，电视因为是挂式的，所以很大，看起来不错，感觉很简洁、干净。上网也很方便，最主要的交通很方便！旁边就是8号线和10号线四平路站的4号出口。去哪里都方便。服务态度也不错，下次还会住这里！值得推荐！！！', 'star': 5}
{'descr': '房间内环境很好，卫浴都很干净。设计很不错，镜子、玻璃门和挂式电视的使用让人感觉空间不是那么小。电视因为是挂式的，所以够大，看起来挺爽~酒店主色调是紫色、白色和黑色，感觉很简洁、干净。上网也很方便~交通特方便！旁边就是8号线和10号线的四平路站。服务态度也不错~下次还住这儿了！推荐推荐！', 'star': 5}
{'descr': '还是很不错的…', 'star': 3}
{'descr': '地点便利，价格便宜，房间内部还可以，就是不能刷卡，外面KTV有点吵，电梯等的时间很长，还比较慢，房卡需要每天做一下才能用，基本上这家酒店还可以。', 'star': 5}
{'descr': '很好很强大。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '又来住了又来住了又来住了又来住了又来住了又来住了', 'star': 5}
{'descr': '多次来入住了，啥也不说了，你懂的～～～～～ \n', 'star': 5}
{'descr': '建议早上电梯运完垃圾以后及时清理一下，里面味道太大了，偶尔还碰到大垃圾筒在里面，影响一天的心情', 'star': 5}
{'descr': '多次来入住了，啥也不说了，你懂的～～～～～', 'star': 5}
{'descr': '6楼很安静，交通极方便，电视有点大，电梯有点挤。', 'star': 5}
{'descr': '房间很大，也蛮干净的，性价比蛮高的～\n以后还会去', 'star': 5}
{'descr': '设备都比较新，性价比不错，交通也方便，网速也可以', 'star': 5}
{'descr': '总体还不错，就是不能只能用现金，不太爽，\n还有就是每天要去前台刷卡，忘了的话还要特意跑下去一趟', 'star': 5}
{'descr': '房间挺大的，楼层也挺好，挺好的，电视也很大', 'star': 5}
{'descr': '酒店不错。', 'star': 3}
{'descr': '房间不错，大又干净，电视特给力，可以推荐入住的！！！', 'star': 5}
{'descr': '性价比还凑合.唯一觉得不太好的地方就是楼上就是KTV,从早到晚的低音还是很震撼人的', 'star': 5}
{'descr': '酒店还可以。', 'star': 3}
{'descr': '隔音稍差,性价比还不错', 'star': 3}
{'descr': '  房间很大，装潢明亮。设施很齐全。就是热水不太好，也不知道是不是太晚了没有热水了。', 'star': 5}
{'descr': '交通方便价格实惠周边饮食可选比较多能增加电脑房更加好', 'star': 5}
{'descr': ' 酒店不错，挺舒服的，推荐。\n但住在7楼离KTV仅一层之隔，难免有点嘈杂。', 'star': 5}
{'descr': '干净卫生，交通便利，服务也很好，就是有时有点吵，楼上是KTV', 'star': 5}
{'descr': '房间还不错，一开始去的那间719没有网络，不过后来帮我们换了一间～房间蛮大～', 'star': 5}
{'descr': '酒店各方面还可以，就是紧挨着KTV晚上比较吵', 'star': 1}
{'descr': '不错的一个酒店，很干净，服务态度不错，就是有一点点的吵，不过能接受。以后还会选择这家酒店的。', 'star': 5}
{'descr': '房间床很大，设施一般，值得一提的是卫生间挺大。\n有免费瓶装水和咖啡，但没有电脑\n电视机频道不多，但有凤凰和东风。。。\n没有电脑的晚上看看这2个台还是可以的。', 'star': 5}
{'descr': '环境不错，房间也可以，性价比可以，地铁口就是', 'star': 5}
{'descr': '位置非常好，在10号线四平路站，从1号出口出来，路对面就是。宾馆和KTV在一起，晚上没有听到什么噪音。宾馆对面是四平影院和KFC，吃饭娱乐都很方便。宾馆内部设施很好，特惠大床房内有42寸液晶电视，床也很大，卫生间很干净，没有异味，用的是袋装的飘柔洗发膏和拉芳沐浴露，热水很足。房间有宽带，提供免费矿泉水和2包咖啡，很人性化。非常超值！', 'star': 5}
{'descr': '房间很大～大床房也蛮舒服\n不过就是隔音不太好，住的是7楼，离KTV很近，比较吵', 'star': 5}
{'descr': '房间舒适，收拾的干净整洁，酒店距离地铁10号线蛮近的，出行方便，住宿环境还是蛮好的', 'star': 5}
{'descr': '住宿环境很好的酒店，服务很到位，房间硬件设施很齐全，也很宽敞，卫生条件不错', 'star': 5}
{'descr': '设施还可以但是房间隔音不好因为楼下面有个ktv特别吵，位置倒是很好，服务态度也不差不过酒店前台不能刷卡，价格还是比较合理', 'star': 1}
{'descr': '还不错，距离同济还是很近的，方便考试，房间面积比较大，液晶电视还是比较给力的', 'star': 5}
{'descr': '环境不错。价格很给力。就是电梯太少不方便上下楼', 'star': 3}
{'descr': '硬件不错，房间挺宽敞，电视机特别大。楼下是卡拉OK也不觉得吵，只可惜不能刷卡。', 'star': 5}
{'descr': '先说好的地方：\n离地铁10号，8号线很近，4号出口，比较方便。周边饮食方便齐全，对面还有四平电影院。房间设置还不错，可以方便上网。\n不好的地方：\n此处8－10楼是卡拉ok等娱乐场所，但是只有一部电梯，要等很久，楼梯间非常脏。\n服务员服务一般，最让人不爽的是我想该一个比较便宜的房型，无论什么时候查都不查就说没有。\n', 'star': 1}
{'descr': '大床房房间宽敞 24小时热水、宽带 近地铁10号线 ', 'star': 5}
{'descr': '蛮干净的，大床也很舒适，唯一美中不足的是厕所气味有点大', 'star': 5}
{'descr': '地方还算干净，交通便利，只是有点吵', 'star': 3}
{'descr': '还可以', 'star': 3}
{'descr': '1.酒店位置靠近地铁四环路站出口，出行方便\n2.房间不错，大且通透，服务人员态度很好，推荐\n3.房间配套设施齐全。', 'star': 5}
{'descr': '外出一般都选择如家。因为感觉有些三星四星的酒店，设施陈旧的话，还不如如家比较有家的感觉。喜欢她家的小花被子……服务生的服务很热情！', 'star': 5}
{'descr': '酒店位置不错，就是没有中餐和晚餐供应，比较不方便', 'star': 5}
{'descr': '美国品牌的风格！', 'star': 5}
{'descr': '对于第一次来南京的我来说，很棒，是个值得栖身的地方。\r\n\r\n很干净，隔音效果也不错。\r\n\r\n温馨。只是我住的629，空调声音稍微有些大。\r\n\r\n值得推荐', 'star': 5}
{'descr': '環境房間都不錯,就是洗澡時熱水一會熱一會冷 ,有點吃不消的', 'star': 5}
{'descr': '位置非常好 紧靠小吃街', 'star': 5}
{'descr': '地点位置不错，公车站点杨公井，大行宫都很近。所以不行去总统府的话，大概也就几分钟的事情，走到新街口稍微远些，但也是不超过10分钟，而且远离核心位置晚上还算安静，公交到南京各大旅游景点也很方便，值得入住的酒店。经济型酒店过多追求设施什么的，我觉得没啥必要，我觉得这家如家设施还行', 'star': 5}
{'descr': '位置还是很好找的。从南京火车站坐1路到杨公井下1分钟就到了。太平南路上公交车站比较多，旅游2路也有的。附近住的方面和网上图片一致，卫生情况良好。住的蛮舒服的。性价比高。下次去别的城市也会选择如家。', 'star': 5}
{'descr': '酒店位置很好，不过有的房间靠太平南路，晚上蛮吵的，总体不错', 'star': 5}
{'descr': '酒店位置不错 服务不错 就是在小巷子里面 第一次去有点不太好找', 'star': 3}
{'descr': '酒店不错  就是第一次去不太好找', 'star': 3}
{'descr': '酒店不错    就是位置不太好找  ', 'star': 5}
{'descr': '一般出差都住如家,价格适中,经济实惠,性价比高,很适合我们经常出差的人选择.', 'star': 3}
{'descr': '还行', 'star': 5}
{'descr': '位置还行但是这家酒店的门不是太显眼找了好半天才找到,房间的卫生还不错就是当时想借个吹风机都没有,价格还是有些贵了性价比还是挺一般的,总体感觉还行.', 'star': 3}
{'descr': '不是第一次住这了，不过这次感觉不是很好。因为，这次的房间是个角落，结果就是房间很畸形。进门的走道很长，可卫生间很小，床和电视靠在一起，窗子在马路边。不隔音，很吵。 没有第一次住的那房间舒服。', 'star': 5}
{'descr': '很好，很喜欢如家。我和我老公不管到哪里都喜欢住如家', 'star': 3}
{'descr': '就是无物品租借.....连吹风机都没有', 'star': 5}
{'descr': '还是比较不错的酒店,房间的卫生和设施还是挺不错的,地理位置挺好的就是位置不是太好找再一个小巷子里,性价比还是比较不错的,挺不错的一家酒店.', 'star': 3}
{'descr': '地段不错，服务挺好！只是酒店在文昌巷里面 第一次到的人 不容易找', 'star': 5}
{'descr': '比较实惠', 'star': 5}
{'descr': '一直出行都会选择如家,环境好,卫生干净,住着很舒适,性价比高,很值得推荐.', 'star': 3}
{'descr': '酒店环境还可以，但是房间有点小，位置还可以，要是价格在低点就更合适了 ', 'star': 3}
{'descr': '酒店的环境硬件设施都比较不错，卫生服务也很好，价格合理适中。出行交通方便，值得推荐入住。', 'star': 3}
{'descr': '位置不太好找，在巷子里，现在呢已经有路标指示牌了，但也不是很醒目，其它都还好', 'star': 3}
{'descr': '还不错~', 'star': 5}
{'descr': '基本还可以，交通嘛一般，门口倒是有公交车站点，离新街口地铁站蛮远的，房间卫生间较小，有点小味道', 'star': 5}
{'descr': '酒店硬件设施很好。条件性价比很高。而且就在新街口旁边，地铁附近。确实很不错。就是服务方面，提前预定后，去了还是没有房间，还要换房型。值得沟通。', 'star': 3}
{'descr': '酒店是很好。但是服务么，明明提前2个星期预定的。但是到了那，还是通知没有预定的房间，要换房型。还好是2点去的，要是晚点，是不是连房间都没有啦', 'star': 5}
{'descr': '酒店各方面与一般的酒店感觉都差不多,没有什么特别的地方,基本上都还可以吧!', 'star': 3}
{'descr': '这家店除了不太好找以外,其他的都是很好的,房间的卫生很干净设施也很新.逛街也很方便.总之,这家店给我的印象很好,下次去南京我还会住这家店的.', 'star': 5}
{'descr': '优点是卫生和服务很好。设施也一如其他如家，性价比很好。\r\n缺点是地理位置离火车站有点远，打车大概要30分钟，但20元以内也够了。\r\n总体说很不错，下次还会去住。\r\n顺便鄙视一下之前订的汉庭快捷，空调很差，几乎是坏的。服务员还忽悠我，打了4次电话等了1个小时，都没解决问题。幸亏没办他家会员卡。', 'star': 5}
{'descr': '虽然位置有些隐蔽，但是总体位置还比较好，交通方便。\r\n卫生相当好~服务也很好~非常推荐哦~', 'star': 5}
{'descr': '还不错，就是早餐的品种太少了，呵呵。', 'star': 5}
{'descr': '以前在南京出差，我就住过如家，三牌楼店，这回住在太平南路店服务也是一样好，可见如家不但做到了硬件统一，软件也一样高水准。性价比还不错，如果办张会员卡，据说会更优惠', 'star': 3}
{'descr': 'very good to stay here for a rest and vacation.', 'star': 3}
{'descr': '出行方便,工作人员热情礼貌.房间设施简洁但使用方便,设置合理.适合旅行者.', 'star': 5}
{'descr': '如回家一般的感觉，性价比高，服务态度也好，强烈推荐！', 'star': 5}
{'descr': '酒店的整体感觉很好，卫生服务都很好，交通方便。值得推荐！', 'star': 3}
{'descr': '卫生非常干净,服务态度简直没的说.地理位置也不错.坐门口的游二基本很多景点都到,就是早饭难吃一点.', 'star': 5}
{'descr': '适合商旅', 'star': 5}
{'descr': '之前定的时候看评论说地方难找，可能是酒店已经看到了最开始入住用户的评论吧，我今年8月去的时候，路口处有几处很明显的标志，比较好找，离新街口和夫子庙也近，坐车很方便。我们仨姐们一起去的，本来想着要个单间挤挤算了，没想到床很大完全没觉得挤，房间收拾的也很干净，服务不错。推荐！', 'star': 5}
{'descr': '酒店的位置还算是方便的，环境也还可以，这个价格也不贵，总的来说还算不错的。', 'star': 3}
{'descr': '很不错的，地理位置方便，商铺也多，坐车也方便。房间干净卫生通风舒适，壁纸颜色很好看。', 'star': 5}
{'descr': '酒店房间环境很好，墙面的颜色我很喜欢，酒店的服务也很好，交通也很便利，离旅游景点很近', 'star': 5}
{'descr': '5/28--5/30和我老婆到南京旅游，住的如家太平南路店，订了一间商务大床房。两天的住宿感受就好像它的名字一样，如家。不管是进还是出服务台都会亲切的和你打招呼，感觉不错。房间是如家统一的明黄色，床单是粉红的小碎花，给人很温馨的感觉，虽然房间不是很大，但对于2个人来说戳戳有余，房间设施也很新，早餐价格12元，我认为有点贵，但品种还是很丰富的。地理位置不错，到新街口步行只要10分钟，到夫子庙，湖南路', 'star': 5}
{'descr': '基本还是满意的，和其他的如家酒店差不多。就是外面有施工，一到晚上就开工……吵的很！', 'star': 5}
{'descr': '位置有些偏,其他都很好', 'star': 5}
{'descr': '如家快捷酒店来说，他们这个店整体的环境卫生情况，硬件设施呀，包括人员的服务都还是不错的，价格也可以接受，就是太不好找了，虽然交通还可以，但是第一次去太不方便了', 'star': 1}
{'descr': '除了交通不太方便,其它方面都还是不错的了.', 'star': 5}
{'descr': '位置虽然在市中心，但是还有点难找。的哥找了好久，哈哈，主要是标识不太明显。其他都很满意了，推荐去南京玩的朋友住', 'star': 5}
{'descr': '离总统府很近，步行10分钟，吃饭可以考虑四川酒家。', 'star': 5}
{'descr': '酒店很不错,干净舒适;价格也能接受;就是酒店要从后门进去,所以不是很好找;提示牌也不是很明显;其他方便还是很好的;', 'star': 5}
{'descr': '不错，就是房间没窗户。', 'star': 5}
{'descr': '还不错，离新街口近，但价格却便宜很多，值得推荐', 'star': 5}
{'descr': '卫生条件很好,服务也到位,交通也不错,主要是价格经济实惠,很适合出差或旅游的客人', 'star': 5}
{'descr': '酒店的服务非常好，房间干净、舒适，位置也不错，交通挺方便的。', 'star': 5}
{'descr': '酒店距离新街口步行15分钟,环境卫生很好,硬件舒适度也很达标.价格比较合适.', 'star': 5}
{'descr': '服务人员挺热情周到的，价格也挺实惠的，是一家性价比不错的酒店。', 'star': 5}
{'descr': '如家的设施都一样，但就是地方不好找，标志不明显！！！', 'star': 5}
{'descr': '酒店的位置很不错，很方便，服务和环境卫生也不错。', 'star': 5}
{'descr': '酒店新装修的设施都比较新。服务卫生方面也不错。就是大厅小了点，酒店也没有餐厅很不方便。', 'star': 5}
{'descr': '酒店大门不明显，不太好找，而且酒店当时没法开发票，但是服务很好，很干净。', 'star': 5}
{'descr': '位置不是很好找；在设施方面，床头灯坏了一个，没有及时维修；', 'star': 5}
{'descr': '如家住过很多了,南京的,外地的,此家是国庆期间入住,十月二日,比平时加价格五十,这个就算了,谁让是过节呢,但是这家如家快捷的缺点却和优点一样明显:&lt;br /&gt;\n缺点&lt;br /&gt;\n1、店址很难找，虽然在大街上，但是开门却是在街道的背面，而且还是在建筑的较高楼层，要不是坐车路过看到蓝黄相间的如家标志色还真找不到，建议在街道外侧做明显的标志引导；&lt;br /&gt;\n2、该店', 'star': 1}
{'descr': '一直认为如家不错，现在终于知道什么叫如家，什么叫宾至如归，虽然只住了一天，但是我充分感觉到了如家全体工作人员的热情与诚意。下次一定还住如家', 'star': 5}
