{'descr': '挺好的', 'star': 5}
{'descr': ' 环境还可以吧，房间有点挤。', 'star': 3}
{'descr': ' 环境还可以吧，房间有点挤。', 'star': 3}
{'descr': '屋内特别脏，圆床的屋子又小又潮，还没有窗户，电视的信号也不太稳定，总之特别一般', 'star': 5}
{'descr': '回来飞机太晚了，又在浦东机场，所以果断订个公司附近的酒店凑合睡一晚。就便宜，其他也没什么特别的地方', 'star': 5}
{'descr': '回来飞机太晚了，又在浦东机场，所以果断订个公司附近的酒店凑合睡一晚。就便宜，其他也没什么特别的地方', 'star': 5}
{'descr': '挺不错的 房间也满干净的 就是空调声音太大了 影响睡觉 总体不错', 'star': 5}
{'descr': '挺不错的 房间也满干净的 就是空调声音太大了 影响睡觉 总体不错', 'star': 5}
{'descr': '酒店服务员的服务态度很好,周边有很多消费场所,非常便利.', 'star': 5}
{'descr': '酒店服务员的服务态度很好,周边有很多消费场所,非常便利.', 'star': 5}
{'descr': '经济型的酒店,设施有点陈旧,但是还可以,卫生比较好.', 'star': 5}
{'descr': '经济型的酒店,设施有点陈旧,但是还可以,卫生比较好.', 'star': 5}
{'descr': '价格比较便宜,地段很不错,出入很方便,下次还会考虑入住.', 'star': 5}
{'descr': '价格比较便宜,地段很不错,出入很方便,下次还会考虑入住.', 'star': 5}
{'descr': '干净舒适，吃饭购物方便。', 'star': 3}
{'descr': '干净舒适，吃饭购物方便。', 'star': 3}
{'descr': '第二次入住  感觉房间比较温馨  服务还满意', 'star': 5}
{'descr': '第二次入住  感觉房间比较温馨  服务还满意', 'star': 5}
{'descr': '酒店设施可以温馨，交通比较便利，就是临近公路比较吵，影响休息。', 'star': 3}
{'descr': '酒店设施可以温馨，交通比较便利，就是临近公路比较吵，影响休息。', 'star': 3}
{'descr': '酒店位置尚可,也靠近居民区,比较方便,就是坐地铁不大方便,有走一段距离', 'star': 5}
{'descr': '酒店位置尚可,也靠近居民区,比较方便,就是坐地铁不大方便,有走一段距离', 'star': 5}
{'descr': '距离八佰伴还是有点远，最近的地铁是4号线塘桥站(4出口）。房间价格还算便宜，附件吃饭公交也方便。', 'star': 5}
{'descr': '距离八佰伴还是有点远，最近的地铁是4号线塘桥站(4出口）。房间价格还算便宜，附件吃饭公交也方便。', 'star': 5}
{'descr': '酒店位置还可以  只是靠近路边有点吵  设施不错 ', 'star': 5}
{'descr': '酒店位置还可以  只是靠近路边有点吵  设施不错 ', 'star': 5}
{'descr': '离八佰伴有点距离，但是还是比较近比较方便的，打个车就起步价，环境也还不错', 'star': 5}
{'descr': '离八佰伴有点距离，但是还是比较近比较方便的，打个车就起步价，环境也还不错', 'star': 5}
{'descr': '一楼的房间明显没有楼上好，地砖就很明显了\n环境还比较舒适，以后再住住楼上了', 'star': 5}
{'descr': '一楼的房间明显没有楼上好，地砖就很明显了\n环境还比较舒适，以后再住住楼上了', 'star': 5}
{'descr': '交通方便，距离陆家嘴较近，有多条公交转地铁，卫生较好，但没有免费早餐，靠近马路，声音较吵。', 'star': 5}
{'descr': '交通方便，距离陆家嘴较近，有多条公交转地铁，卫生较好，但没有免费早餐，靠近马路，声音较吵。', 'star': 5}
{'descr': '环境不错，已经的多次入住了，总体感觉挺好的。还会光顾的。', 'star': 5}
{'descr': '环境不错，已经的多次入住了，总体感觉挺好的。还会光顾的。', 'star': 5}
{'descr': '卫生比较好，服务也不错。就是早晚会比较吵。', 'star': 5}
{'descr': '卫生比较好，服务也不错。就是早晚会比较吵。', 'star': 5}
{'descr': '住得还好！', 'star': 3}
{'descr': '住得还好！', 'star': 3}
{'descr': '＋还可以，洗澡的龙头漏水。满意', 'star': 3}
{'descr': '＋还可以，洗澡的龙头漏水。满意', 'star': 3}
{'descr': '这已经是第二次入住这家酒店了，服务还是那么好，很及时，员工态度很亲切！', 'star': 5}
{'descr': '这已经是第二次入住这家酒店了，服务还是那么好，很及时，员工态度很亲切！', 'star': 5}
{'descr': '位置可以，我住的特价大床放房间有点吵，窗口总有工作人员经过，隔音也不太好，不过房间比较大，设备比较齐全', 'star': 5}
{'descr': '位置可以，我住的特价大床放房间有点吵，窗口总有工作人员经过，隔音也不太好，不过房间比较大，设备比较齐全', 'star': 5}
{'descr': '太吵了   在路边晚上就没消停过  千万不要房间面向马路  ！！！', 'star': 1}
{'descr': '太吵了   在路边晚上就没消停过  千万不要房间面向马路  ！！！', 'star': 1}
{'descr': '比较安静，房间也比较大，就是交通不方便。', 'star': 5}
{'descr': '比较安静，房间也比较大，就是交通不方便。', 'star': 5}
{'descr': '这家酒店的地理位置很好找，交通又方便。酒店里的服务很及时，很到位，态度也很好！', 'star': 5}
{'descr': '这家酒店的地理位置很好找，交通又方便。酒店里的服务很及时，很到位，态度也很好！', 'star': 5}
{'descr': '己入住，环境不错，卫生干净，就是面积小点。', 'star': 3}
{'descr': '己入住，环境不错，卫生干净，就是面积小点。', 'star': 3}
{'descr': '追加点评:4月1日—3日住宿豪标两晚，第一天赠送“莫泰168”瓶水2个，第二天却没有了，问及总台，一男生告知我赠水仅商务客房才有，无语……\n既然“赠水仅商务客房”，第一天的赠水是操作失误还是别的怎么回事呢？\n', 'star': 5}
{'descr': '追加点评:4月1日—3日住宿豪标两晚，第一天赠送“莫泰168”瓶水2个，第二天却没有了，问及总台，一男生告知我赠水仅商务客房才有，无语……\n既然“赠水仅商务客房”，第一天的赠水是操作失误还是别的怎么回事呢？\n', 'star': 5}
{'descr': '朋友推荐的酒店，闹中取静，离江边也很近，只是浴巾等有些老化了，还望及时更新……', 'star': 5}
{'descr': '朋友推荐的酒店，闹中取静，离江边也很近，只是浴巾等有些老化了，还望及时更新……', 'star': 5}
{'descr': '酒店的停车场有点小，房间还可以，不算是很吵，电视相当的不给力！！！！', 'star': 5}
{'descr': '酒店的停车场有点小，房间还可以，不算是很吵，电视相当的不给力！！！！', 'star': 5}
{'descr': '房间不隔音，另外这间大床房在一楼，不是在评价上面酒店服务人员所说的大床房都在2楼以上。其他还好，各种设施很齐全，很好，很干净，交通方便，周围买东西方便。', 'star': 5}
{'descr': '房间不隔音，另外这间大床房在一楼，不是在评价上面酒店服务人员所说的大床房都在2楼以上。其他还好，各种设施很齐全，很好，很干净，交通方便，周围买东西方便。', 'star': 5}
{'descr': '这酒店一般般…性价比不高', 'star': 3}
{'descr': '这酒店一般般…性价比不高', 'star': 3}
{'descr': '不错，很干净', 'star': 3}
{'descr': '不错，很干净', 'star': 3}
{'descr': '酒店虽然设施比较陈旧，不过床品，热水，环境温度，特别是服务人员态度很好，值得大力推荐。。。', 'star': 3}
{'descr': '酒店虽然设施比较陈旧，不过床品，热水，环境温度，特别是服务人员态度很好，值得大力推荐。。。', 'star': 3}
{'descr': '因为住的是商务大床房 房间还是挺大的 有窗户 空调制热也还可以 早餐是单买的 15块钱一份 可以开票入房费 ', 'star': 5}
{'descr': '因为住的是商务大床房 房间还是挺大的 有窗户 空调制热也还可以 早餐是单买的 15块钱一份 可以开票入房费 ', 'star': 5}
{'descr': '不错不错，我每次来合肥都住这个~~~~~~~', 'star': 5}
{'descr': '不错不错，我每次来合肥都住这个~~~~~~~', 'star': 5}
{'descr': '环境还可以', 'star': 3}
{'descr': '环境还可以', 'star': 3}
{'descr': '特价放在一楼，位置很差，这个没有事先告知，我已经担保了，去办方卡的时候才被告知，很不爽', 'star': 1}
{'descr': '特价放在一楼，位置很差，这个没有事先告知，我已经担保了，去办方卡的时候才被告知，很不爽', 'star': 1}
{'descr': '其他都还好，就是网络有跟没有一样一样的\n开个网页都卡', 'star': 5}
{'descr': '其他都还好，就是网络有跟没有一样一样的\n开个网页都卡', 'star': 5}
{'descr': '房间挺干净的，隔音效果也不错，就是房间小了点，不知道是不是特价房的关系。', 'star': 5}
{'descr': '房间挺干净的，隔音效果也不错，就是房间小了点，不知道是不是特价房的关系。', 'star': 5}
{'descr': '真的不错,在上海算是干净整洁的酒店,,,,,,', 'star': 5}
{'descr': '真的不错,在上海算是干净整洁的酒店,,,,,,', 'star': 5}
{'descr': '除了房间有点小，其他都很好，卫生间很干净，很喜欢。', 'star': 5}
{'descr': '除了房间有点小，其他都很好，卫生间很干净，很喜欢。', 'star': 5}
{'descr': '特价160大床房还是比较实惠的，房间大小还行，比较干净，总体挺不错的。', 'star': 5}
{'descr': '特价160大床房还是比较实惠的，房间大小还行，比较干净，总体挺不错的。', 'star': 5}
{'descr': '经济实惠，距中科大很近很方便，希望卫生工作提高点。', 'star': 5}
{'descr': '经济实惠，距中科大很近很方便，希望卫生工作提高点。', 'star': 5}
{'descr': '方便，容易找。性价比高。唯一缺点是有点陈旧。', 'star': 5}
{'descr': '方便，容易找。性价比高。唯一缺点是有点陈旧。', 'star': 5}
{'descr': '还算干净，自助早餐也还行，就是热水和暖气不给力。', 'star': 5}
{'descr': '还算干净，自助早餐也还行，就是热水和暖气不给力。', 'star': 5}
{'descr': '住的是标准间，房间有点小，入住的时候有股味道，但是总体的服务不错，下次还会选择这家', 'star': 5}
{'descr': '住的是标准间，房间有点小，入住的时候有股味道，但是总体的服务不错，下次还会选择这家', 'star': 5}
{'descr': '还不错 房间很干净，卫生间设备也不错，性价比很高。就是周围没有地铁站', 'star': 5}
{'descr': '还不错 房间很干净，卫生间设备也不错，性价比很高。就是周围没有地铁站', 'star': 5}
{'descr': '不错，交通便利，离地铁站近，逛街也方便，闹中取静', 'star': 5}
{'descr': '不错，交通便利，离地铁站近，逛街也方便，闹中取静', 'star': 5}
{'descr': '干净卫生，服务热情。', 'star': 3}
{'descr': '干净卫生，服务热情。', 'star': 3}
{'descr': '服务好，热情。', 'star': 3}
{'descr': '服务好，热情。', 'star': 3}
{'descr': '第一次入住这家酒店,服务生的态度不错,房间不是很大,出差时候随意住住也足够了.下次还会选择住这家酒店.', 'star': 5}
{'descr': '第一次入住这家酒店,服务生的态度不错,房间不是很大,出差时候随意住住也足够了.下次还会选择住这家酒店.', 'star': 5}
{'descr': '酒店属于经济型酒店,卫生状况比较好,就是设施有点陈旧.', 'star': 5}
{'descr': '酒店属于经济型酒店,卫生状况比较好,就是设施有点陈旧.', 'star': 5}
{'descr': '虽然称为八百伴店，但是距离八百伴还是有些距离的，不过酒店的性价比还是比较高的。', 'star': 5}
{'descr': '虽然称为八百伴店，但是距离八百伴还是有些距离的，不过酒店的性价比还是比较高的。', 'star': 5}
{'descr': '酒店位置还可以，就是有点陈旧，价格还是比较便宜，下次还会住这家酒店。', 'star': 5}
{'descr': '酒店位置还可以，就是有点陈旧，价格还是比较便宜，下次还会住这家酒店。', 'star': 5}
{'descr': '位置方便，不错', 'star': 3}
{'descr': '位置方便，不错', 'star': 3}
{'descr': ' 还不错 房间小了点 ', 'star': 3}
{'descr': ' 还不错 房间小了点 ', 'star': 3}
{'descr': '地理位置很好，早餐非常丰富，工作人员也很耐心~', 'star': 5}
{'descr': '地理位置很好，早餐非常丰富，工作人员也很耐心~', 'star': 5}
{'descr': '酒店还是不错的，只要不住在靠马路的一边还是非常安静的！', 'star': 5}
{'descr': '酒店还是不错的，只要不住在靠马路的一边还是非常安静的！', 'star': 5}
{'descr': '总体还行，订的是经济单人间，就是中央空调有些吵，经济实惠。。。', 'star': 5}
{'descr': '总体还行，订的是经济单人间，就是中央空调有些吵，经济实惠。。。', 'star': 5}
{'descr': '不错  很好  住的很值 ！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '不错  很好  住的很值 ！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '房间和适合居住。。。。。。。。。。早餐不错', 'star': 5}
{'descr': '房间和适合居住。。。。。。。。。。早餐不错', 'star': 5}
{'descr': '经济单人间很舒服，就是隔音效果不太好，两个房间的门距离太近了，有时外面有人敲门都不知道是在敲自己门还是在敲隔壁房间的门~~其他都很好啦~~~', 'star': 5}
{'descr': '经济单人间很舒服，就是隔音效果不太好，两个房间的门距离太近了，有时外面有人敲门都不知道是在敲自己门还是在敲隔壁房间的门~~其他都很好啦~~~', 'star': 5}
{'descr': '房间住得很舒服，而且一些细节上也做得比较到位。服务员态度很好，下次来应该还会再选择这里。', 'star': 5}
{'descr': '房间住得很舒服，而且一些细节上也做得比较到位。服务员态度很好，下次来应该还会再选择这里。', 'star': 5}
{'descr': '服务还是一如既往的好！每天都会打扫，住得也让人很舒心~', 'star': 5}
{'descr': '服务还是一如既往的好！每天都会打扫，住得也让人很舒心~', 'star': 5}
{'descr': '宾馆位置很好，但是房间隔音太差了。隔壁房间发出的声音都能听到。', 'star': 3}
{'descr': '宾馆位置很好，但是房间隔音太差了。隔壁房间发出的声音都能听到。', 'star': 3}
{'descr': '很好，环境不错，做的挺温馨的，一点不足之处在于门的隔音效果差了点。', 'star': 5}
{'descr': '很好，环境不错，做的挺温馨的，一点不足之处在于门的隔音效果差了点。', 'star': 5}
{'descr': '＋酒店不错  就是房间小  靠路边  噪音有点大', 'star': 3}
{'descr': '＋酒店不错  就是房间小  靠路边  噪音有点大', 'star': 3}
{'descr': '不错，无论是环境还是设施都很不错，值得下次再住！', 'star': 5}
{'descr': '不错，无论是环境还是设施都很不错，值得下次再住！', 'star': 5}
{'descr': '经济单人间小了点，但是设施还不错，就是装修有点旧了~', 'star': 5}
{'descr': '经济单人间小了点，但是设施还不错，就是装修有点旧了~', 'star': 5}
{'descr': '不错 物美价廉 哈哈哈 干净 整洁 热情周到，，，，，，，，，', 'star': 5}
{'descr': '不错 物美价廉 哈哈哈 干净 整洁 热情周到，，，，，，，，，', 'star': 5}
{'descr': '位置不错，靠近八佰伴，房间内放东西的地方小了点', 'star': 5}
{'descr': '位置不错，靠近八佰伴，房间内放东西的地方小了点', 'star': 5}
{'descr': '地理位置很好 房间较小 经济型酒店 满足基本需求没有问题 没特别好也没特别差', 'star': 5}
{'descr': '地理位置很好 房间较小 经济型酒店 满足基本需求没有问题 没特别好也没特别差', 'star': 5}
{'descr': '总体感觉性价比还行，要是在细节处再注意点，就能上个层次。 \n', 'star': 5}
{'descr': '总体感觉性价比还行，要是在细节处再注意点，就能上个层次。 \n', 'star': 5}
{'descr': '酒店很乾淨 離市區中心也很近 卻很安靜不吵雜.', 'star': 5}
{'descr': '酒店很乾淨 離市區中心也很近 卻很安靜不吵雜.', 'star': 5}
{'descr': '很超值，非常满意!!!!!!!\n每次来合肥肯定住这家店。', 'star': 5}
{'descr': '很超值，非常满意!!!!!!!\n每次来合肥肯定住这家店。', 'star': 5}
{'descr': '房间电视太差，还是那种老式的。希望更换个液晶的', 'star': 1}
{'descr': '房间电视太差，还是那种老式的。希望更换个液晶的', 'star': 1}
{'descr': '靠近路边，隔音效果不是很好，希望能够有所改进', 'star': 5}
{'descr': '靠近路边，隔音效果不是很好，希望能够有所改进', 'star': 5}
{'descr': '价格合适，服务周到。送有早餐券，早餐很丰盛，是自助式的。坐公交车也很方便，真的很不错。', 'star': 3}
{'descr': '价格合适，服务周到。送有早餐券，早餐很丰盛，是自助式的。坐公交车也很方便，真的很不错。', 'star': 3}
{'descr': '服务还行 有些吵', 'star': 3}
{'descr': '服务还行 有些吵', 'star': 3}
{'descr': '中央空调坏了，房间冷。地面显的脏脏的。性价比还不错', 'star': 3}
{'descr': '中央空调坏了，房间冷。地面显的脏脏的。性价比还不错', 'star': 3}
{'descr': '从08年开始，一直住这个酒店。\n这次是时隔一年后再次入住，酒店老很多了，应该重新装潢了。\n首先酒店的淋浴和床铺与墙之间有很重的发霉；墙壁已经很不整洁，各种脚印；\n用马桶的时候竟然坏掉，无法冲水。\n而且酒店隔音一直不是太好，我住的2503房间，竟然可以清晰的听见对面房间女孩和男友撒娇的呢喃声，让我们这些单身入住的情何以堪。', 'star': 1}
{'descr': '从08年开始，一直住这个酒店。\n这次是时隔一年后再次入住，酒店老很多了，应该重新装潢了。\n首先酒店的淋浴和床铺与墙之间有很重的发霉；墙壁已经很不整洁，各种脚印；\n用马桶的时候竟然坏掉，无法冲水。\n而且酒店隔音一直不是太好，我住的2503房间，竟然可以清晰的听见对面房间女孩和男友撒娇的呢喃声，让我们这些单身入住的情何以堪。', 'star': 1}
{'descr': '常来住的酒店，没什么说的。。。。。。。。。。。。。', 'star': 5}
{'descr': '常来住的酒店，没什么说的。。。。。。。。。。。。。', 'star': 5}
{'descr': '感觉挺不错的，只是没去吃早餐，不知道如何', 'star': 5}
{'descr': '感觉挺不错的，只是没去吃早餐，不知道如何', 'star': 5}
{'descr': '挺好的，只是这次住的房间和隔壁只有一墙之隔，不太隔音', 'star': 5}
{'descr': '挺好的，只是这次住的房间和隔壁只有一墙之隔，不太隔音', 'star': 5}
{'descr': '从价钱上来说，房价不是很高，还有早餐可以吃。但早餐的服务员很少，有些食物或餐具跟不上，且有一次，基本上所有的桌子上都是吃完的餐具，无人清理。总体上还行吧。', 'star': 5}
{'descr': '从价钱上来说，房价不是很高，还有早餐可以吃。但早餐的服务员很少，有些食物或餐具跟不上，且有一次，基本上所有的桌子上都是吃完的餐具，无人清理。总体上还行吧。', 'star': 5}
{'descr': ' 环境还可以，就是靠马路太吵了', 'star': 3}
{'descr': ' 环境还可以，就是靠马路太吵了', 'star': 3}
{'descr': '不错，经常住，性价比 很高！！！！！！！！！！！', 'star': 5}
{'descr': '不错，经常住，性价比 很高！！！！！！！！！！！', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '交通方便，环境卫生还行，已经多次入住了！', 'star': 5}
{'descr': '交通方便，环境卫生还行，已经多次入住了！', 'star': 5}
{'descr': '酒店服务 比较满意，上网便捷。', 'star': 3}
{'descr': '酒店服务 比较满意，上网便捷。', 'star': 3}
{'descr': '还不错，性价比很高，值得住。以后出差会经常住在这边的', 'star': 5}
{'descr': '还不错，性价比很高，值得住。以后出差会经常住在这边的', 'star': 5}
{'descr': '没有无线网，只有有线  宾馆描述中没有体现去了才发现我的平板用不了……有点郁闷……\n\n其他都还好~前台态度很好~但是房间只能留到晚上8点，和之前描述说房间留到23：59不符~\n希望能改过来~\n\n环境木的说~非常舒服~而且很安静，离学校也很近~', 'star': 5}
{'descr': '没有无线网，只有有线  宾馆描述中没有体现去了才发现我的平板用不了……有点郁闷……\n\n其他都还好~前台态度很好~但是房间只能留到晚上8点，和之前描述说房间留到23：59不符~\n希望能改过来~\n\n环境木的说~非常舒服~而且很安静，离学校也很近~', 'star': 5}
{'descr': '酒店服务态度很好!', 'star': 3}
{'descr': '酒店服务态度很好!', 'star': 3}
{'descr': '中规中矩吧，上海的经济型酒店就这相样子吧', 'star': 5}
{'descr': '中规中矩吧，上海的经济型酒店就这相样子吧', 'star': 5}
{'descr': '服务很好，工作人员很热情~~\n但是晚上高峰期的浴室水温偏低，其他都很满意~~', 'star': 5}
{'descr': '服务很好，工作人员很热情~~\n但是晚上高峰期的浴室水温偏低，其他都很满意~~', 'star': 5}
{'descr': '设施比较旧了，刚住进去，发现若干问题：浴室没有浴帘，发现一只爬来爬去的不知名的虫子，还有一包只剩空壳的付费商品包装盒~~~\n\n但是酒店服务态度还是很好的，要求更换一个房间，前台经理很快就给换了一间，换的房间明显好很多。后来值班经理还专门打了电话来道歉，态度很诚恳。想来最先遇到的房间是个例吧。', 'star': 5}
{'descr': '设施比较旧了，刚住进去，发现若干问题：浴室没有浴帘，发现一只爬来爬去的不知名的虫子，还有一包只剩空壳的付费商品包装盒~~~\n\n但是酒店服务态度还是很好的，要求更换一个房间，前台经理很快就给换了一间，换的房间明显好很多。后来值班经理还专门打了电话来道歉，态度很诚恳。想来最先遇到的房间是个例吧。', 'star': 5}
{'descr': '属于性价比比较高的那种，早餐很丰盛，卫生也不错，价格公道，设施也很完善，虽然阿姨收拾的时候忘记把顾客的回馈及时收掉，反应了宾馆在服务上还需提高的地方，不过该酒店位于科技大学边上，校门口的小吃挺不错的，闲来也可以去科大逛逛，门口就有售票处，比较方便。下回还会来的。赞一个。', 'star': 5}
{'descr': '属于性价比比较高的那种，早餐很丰盛，卫生也不错，价格公道，设施也很完善，虽然阿姨收拾的时候忘记把顾客的回馈及时收掉，反应了宾馆在服务上还需提高的地方，不过该酒店位于科技大学边上，校门口的小吃挺不错的，闲来也可以去科大逛逛，门口就有售票处，比较方便。下回还会来的。赞一个。', 'star': 5}
{'descr': ' 房间干净，服务也不错，就是小点，而且早餐太简单', 'star': 5}
{'descr': ' 房间干净，服务也不错，就是小点，而且早餐太简单', 'star': 5}
{'descr': '住房还干净整洁，就是有一股味道。服务态度还好。特别保安很热情。', 'star': 5}
{'descr': '住房还干净整洁，就是有一股味道。服务态度还好。特别保安很热情。', 'star': 5}
{'descr': '交通比较方便，距外滩和世博较近', 'star': 3}
{'descr': '交通比较方便，距外滩和世博较近', 'star': 3}
{'descr': 'hao!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'star': 5}
{'descr': 'hao!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'star': 5}
{'descr': '不错~性价比挺高的~就是门锁有点怪~~~~~', 'star': 5}
{'descr': '不错~性价比挺高的~就是门锁有点怪~~~~~', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '很好', 'star': 3}
{'descr': '大床房空间不错，床180*200的真的很不错', 'star': 5}
{'descr': '大床房空间不错，床180*200的真的很不错', 'star': 5}
{'descr': '很好，还有双早，订的111的，当晚还给安排了个158元的房间', 'star': 5}
{'descr': '很好，还有双早，订的111的，当晚还给安排了个158元的房间', 'star': 5}
{'descr': '卫生条件还算不错，比较干净，服务还可以。 只是房间太小。', 'star': 5}
{'descr': '卫生条件还算不错，比较干净，服务还可以。 只是房间太小。', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '网速好，电视还行 网速好，电视还行 网速好，电视还行', 'star': 5}
{'descr': '网速好，电视还行 网速好，电视还行 网速好，电视还行', 'star': 5}
{'descr': '还算可以，就是感觉房间比较小，酒店大堂也比较小，自助餐厅也挺小的。不过交通很方便。离世博园也很近。 \n', 'star': 5}
{'descr': '还算可以，就是感觉房间比较小，酒店大堂也比较小，自助餐厅也挺小的。不过交通很方便。离世博园也很近。 \n', 'star': 5}
{'descr': '房间比较小，装修陈旧，但很清洁。空调效果不太好，换了一个房间制冷效果仍然不太明显。', 'star': 3}
{'descr': '房间比较小，装修陈旧，但很清洁。空调效果不太好，换了一个房间制冷效果仍然不太明显。', 'star': 3}
{'descr': '空调不行，太热', 'star': 3}
{'descr': '空调不行，太热', 'star': 3}
{'descr': '经济房虽小但五脏俱全,早餐一如既往的好,只是紫薯似乎还欠点火候哦', 'star': 3}
{'descr': '经济房虽小但五脏俱全,早餐一如既往的好,只是紫薯似乎还欠点火候哦', 'star': 3}
{'descr': '性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！', 'star': 5}
{'descr': '性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！性价比高！', 'star': 5}
{'descr': '服务态度很好！酒店硬件略显陈旧，但是整体感觉非常好！\n服务态度很好！酒店硬件略显陈旧，但是整体感觉非常好！', 'star': 5}
{'descr': '服务态度很好！酒店硬件略显陈旧，但是整体感觉非常好！\n服务态度很好！酒店硬件略显陈旧，但是整体感觉非常好！', 'star': 5}
{'descr': '地处市中心，交通便利，住房干净整洁，环境安静，服务人员有礼貌，性价比较适中。上网电脑业挺好用，推荐。', 'star': 5}
{'descr': '地处市中心，交通便利，住房干净整洁，环境安静，服务人员有礼貌，性价比较适中。上网电脑业挺好用，推荐。', 'star': 5}
{'descr': '已经是第N次了，不错，就是感觉办会员卡好像更划算，呵呵。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '已经是第N次了，不错，就是感觉办会员卡好像更划算，呵呵。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '服务态度不错', 'star': 3}
{'descr': '服务态度不错', 'star': 3}
{'descr': '不错哈哈哈和哈哈哈哈哈哈哈哈哈和哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈', 'star': 5}
{'descr': '不错哈哈哈和哈哈哈哈哈哈哈哈哈和哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈', 'star': 5}
{'descr': '    已经来过3次了，感觉很不错的，会再来。\r\n     餐厅也不错的，自助很丰盛。\r\n     上次来的时候碰到德国学生过来交流，看他们打太极，挺有意思的啊', 'star': 1}
{'descr': '    已经来过3次了，感觉很不错的，会再来。\r\n     餐厅也不错的，自助很丰盛。\r\n     上次来的时候碰到德国学生过来交流，看他们打太极，挺有意思的啊', 'star': 1}
