{'短评内容': '过夜没感觉。空调太差', '短评打分': 4}
{'短评内容': '早上起得很早在酒店逛了一圈，确实很不错，适合度假的酒店~', '短评打分': 5}
{'短评内容': '去宋城是不错的选择，离西湖也不远。性价比还不错。', '短评打分': 5}
{'短评内容': '装修有点旧了，但是不影响入住的心情，呵呵，还会再来的', '短评打分': 5}
{'短评内容': '环境很不错，室内泳池也很大，总体还不错，如果早餐再丰盛点就好了', '短评打分': 5}
{'短评内容': '酒店很大，环境很好。但是房间内部不太满意，不太干净，地毯有被污染的痕迹，许久了一直没换。晚上被子睡的有点冷。卫生间各方面还可以。早餐很拥挤，丰富，不够精致，但总体来说，对得起这个价位。\n值得称道的是酒店的环境真的很好，鸟语花香，很大的度假酒店~下次还是会选择入住', '短评打分': 5}
{'短评内容': '环境不错，就在宋城旁边。房间设施一般。', '短评打分': 3}
{'短评内容': '杭州的郊区', '短评打分': 3}
{'短评内容': '该酒店在设施方面来说，还是很不错的。性价比比较高，偌大的庭院，幽雅的环境，以及阳台上的躺椅，都很让女儿喜欢，尤其是喷水池。', '短评打分': 3}
{'短评内容': '很好，很不错\n喜欢这里\n如果装修好点就太perfect了', '短评打分': 5}
{'短评内容': '在这样阳光明媚的春天入住杭州云栖海航度假酒店是个很不错的选择\n周围鸟语花香\n风景很美\n', '短评打分': 5}
{'短评内容': '酒店环境还不错，适合旅游度假\n钥匙装修好点就好了', '短评打分': 5}
{'短评内容': '酒店位置有点偏，胜在够安静。早餐可以，但不算丰富，房间旧了，还可以，价位再低点才合理啊！！！', '短评打分': 5}
{'短评内容': '酒店一般，离市中心和西湖较远', '短评打分': 3}
{'短评内容': '灯光略暗,房间很大,环境很优美.服务很好.', '短评打分': 5}
{'短评内容': '觉得一般，在过年期间，价格还是算高的了！', '短评打分': 5}
{'短评内容': '除了电视机不太满意，其他都不错~ 游泳池很棒！', '短评打分': 5}
{'短评内容': '云栖海航是个性价比很高的度假酒店，度假休闲很不错，就是早餐偏贵了，嘿嘿', '短评打分': 3}
{'短评内容': '帮朋友订的，住的挺开心的 ，酒店环境还是很不错的，就是有点复古哇~', '短评打分': 5}
{'短评内容': '看来促销活真的很不错· 希望经常有类似的活动', '短评打分': 5}
{'短评内容': '酒店坐落于钱塘江边，离梅家坞很近。典型的依山傍水。酒店被茂密的竹林簇拥着，空气格外清新。\n但是，由于酒店建于90年代初，许多设施已老化陈旧，虽然建造时是按五星标准建造，但经不起岁月的蹉跎。\n床单边缘已经拉毛；地板有烟头烫的洞；沙发也有洞；壁橱壁柜都已老旧；电视机是26寸的，类似于长虹国产品牌的厚的机型；茶叶用的是袋泡茶（就在梅家坞边上，也不选一些价廉的自己可以冲泡的，那样更能表现地域特色。', '短评打分': 5}
{'短评内容': '如果这也可以评为五星级酒店，那就是评价机构的问题了。本来要度假的，住了一晚，实在忍受不了，第二天就换到别的地方了，总的来说：脏（被子，褥子，房间）乱（管理混乱，叫了无数次也没有满意的答复）差（服务，早餐）等，这是我住过的最差的酒店了。', '短评打分': 1}
{'短评内容': '环境优美，空气清新，服务很好，为考生考虑的很细，就是大巴车费用贵了些。', '短评打分': 5}
{'短评内容': '服务好，卫生条件好，标准间比较宽敞，酒店环境优美，值得一住。', '短评打分': 5}
{'短评内容': '相对于偏了一些，环境还不很不错的，很安静', '短评打分': 5}
{'短评内容': '还可以吧，\n价格有点偏高了。\n要是能优惠点就好了', '短评打分': 5}
{'短评内容': '不错的酒店！！！\n酒店大堂的鱼缸很有特点', '短评打分': 5}
{'短评内容': '第一次入住，总体感觉还不错，就是空调温度不够高，调了几次也没调好~', '短评打分': 5}
{'短评内容': '环境很好，价格很优惠，学生也能承受，听前台的姐姐說的促销价，很不错哦', '短评打分': 5}
{'短评内容': '总体感觉还不错~环境优美的地方，价格也还算合理~', '短评打分': 5}
{'短评内容': '如果酒店的装修再好点就好了，有点旧，电视机不是液晶的啊！其它的还是很满意的~', '短评打分': 5}
{'短评内容': '还不错哦~\n下次来杭州的话应该还会入住的~', '短评打分': 5}
{'短评内容': '还不错的酒店，前台服务人员很热情，还送了红苹果便签纸，预祝我考试成功。在住的几天还算满意~', '短评打分': 5}
{'短评内容': '房间装修有些旧了，\n但是楼上视野很开阔，\n比较适合度假', '短评打分': 5}
{'短评内容': '环境不错，很喜欢~就是早餐品种太少了，要是稍微改进一下可能会更好', '短评打分': 5}
{'短评内容': '酒店环境很幽静，服务也周到，很好！', '短评打分': 3}
{'短评内容': '房间有点小', '短评打分': 3}
{'短评内容': '很愉快的一次旅途！', '短评打分': 3}
{'短评内容': '环境不错，靠近一个别墅区。服务很好，档次也不低，稍显旧了点，可以接受的', '短评打分': 5}
{'短评内容': '这家酒店对我这次短暂旅行起很大作用。总体来讲有优质的服务具有安静良好的环境，有利于晚间休息睡眠。离宋城极近步行10分钟，交通还是较方便的---乘公交简单不复杂。不足的是客房桌椅、电器设施有些老旧，但卫生设施是好的干净有效，大冬天的热水供给非常好。', '短评打分': 5}
{'短评内容': '还是挺好的一家酒店，住着很舒服！', '短评打分': 3}
{'短评内容': '没有早餐..不过这个价钱也很实惠了，大堂的鱼缸很漂亮..', '短评打分': 5}
{'短评内容': '促销价来入住的，很实惠~ 下次还有这样的活动會再来的·', '短评打分': 5}
{'短评内容': '前臺服務很不錯,行李員很熱心~ 酒店整體感覺不錯.', '短评打分': 5}
{'短评内容': '酒店还不错，就是洗澡水漂白粉味道太浓，哈哈', '短评打分': 3}
{'短评内容': '环境倒是很不错，就是设施稍微陈旧了 ，还是很满意的~ ', '短评打分': 5}
{'短评内容': '酒店风景很好，室外泳池很漂亮，要是夏天来一定更好~！', '短评打分': 5}
{'短评内容': '设施旧了,但是住的很舒服,服务也不错,很安静,休闲度假不错', '短评打分': 5}
{'短评内容': '绿化环境不错，夏天住这边应该很凉爽，房间设施有点旧了', '短评打分': 5}
{'短评内容': '房间内的温度非常事宜而且很舒服，通透落地的窗户是我最喜欢的', '短评打分': 5}
{'短评内容': '不错的度假酒店，杭州真不愧是绿色环保城市，在市区都有这么好环境的度假酒店，如果在其他城市肯定是建在郊区了，在酒店餐厅吃了一顿正宗的杭帮菜，地道，可口，美味，真是不错。', '短评打分': 5}
{'短评内容': '喜欢该酒店的环境，房间设施有点陈旧，但对这个价格还不错', '短评打分': 5}
{'短评内容': '酒店很好，服务也满意', '短评打分': 3}
{'短评内容': '酒店设施相对老了些，但是环境很不错，很安静。', '短评打分': 5}
{'短评内容': '新春促销很给力。可以直接买到宋城的门票很方便。还不错。', '短评打分': 3}
{'短评内容': '酒店春节的促销活动很划算，住得很开心。', '短评打分': 3}
{'短评内容': '酒店的早餐不错，环境很好， 服务员态度很满意，新年快乐 ', '短评打分': 5}
{'短评内容': '很适合度假··休闲的好去吃·室内泳池很好，总体感觉都还不错', '短评打分': 5}
{'短评内容': '这是个适合休闲度假的酒店，设施虽然有点陈旧，但是环境还不错！', '短评打分': 5}
{'短评内容': '房间很很安静，风景很好的~\n也很明亮很干净\n感觉还不错哦', '短评打分': 5}
{'短评内容': '酒店的景色很漂亮，环境很幽静，户外的设施似乎很完善，只是因为季节的原因无法享受室外游泳的乐趣。不错的地方，服务也不错，一进门就有行李员热情的帮助提行李，就是早餐还是不够丰富 .\n', '短评打分': 5}
{'短评内容': '设施有点陈旧 但是酒店不错。\n环境不错\n地理位置也不错，去梅家乌很近。', '短评打分': 5}
{'短评内容': '连住两晚的活动很好， 很实惠啊~ 春节期间会考虑过来，', '短评打分': 5}
{'短评内容': '酒店的格局很好，我很喜欢，服务也挺不错的，下次去要选个带浴缸的房间。', '短评打分': 5}
{'短评内容': '酒店除了地方比较偏远，房间稍微旧了点，其他都还不错的。', '短评打分': 5}
{'短评内容': '酒店很大环境很好，前台办理入住也很速度，安排了4号楼的房间，车子可以直接停在下面很方便，下次还会考虑入住。', '短评打分': 5}
{'短评内容': '酒店很漂亮，周围环境很好，有泰姬陵的感觉~前台接待人员也很热情，总体感觉还是很好的~下次还会再来入住的~', '短评打分': 5}
{'短评内容': '气氛很好··价格也比较公道，环境很好··还会继续入住', '短评打分': 5}
{'短评内容': '前台的服务员很热情，酒店的风景很像我去过的海南很好，下次还会选择住这里。', '短评打分': 3}
{'短评内容': '感觉还不错哦！', '短评打分': 3}
{'短评内容': '环境很好，服务也还不错，尤其是价格实惠', '短评打分': 3}
{'短评内容': '云栖海航环境优雅，空气清晰。下次入住首选', '短评打分': 3}
{'短评内容': '游泳池水温不错，冬季房间温度不够暖和，不是羽绒被，要盖两层才行，早歺品种少，太一般了', '短评打分': 3}
{'短评内容': '酒店不错，性价比很高，下次还会来的。房间 有点旧了', '短评打分': 5}
{'短评内容': '总体感觉还不错，酒店挺热闹的，早餐再丰富点就好了！', '短评打分': 5}
{'短评内容': '活动价和平时相差一大半，很给力啊，服务不错~', '短评打分': 5}
{'短评内容': '圣诞节带女儿过来玩的，价位可以，环境也不错，入住还送了女儿小礼物。', '短评打分': 5}
{'短评内容': '环境很优美，设施有点陈旧，服务非常到位，是度假的好去处', '短评打分': 5}
{'短评内容': '房间舒适，风景好。价格公道。有自备车是很不错的选择。', '短评打分': 5}
{'短评内容': '酒店环境不错，适合度假避暑。靠近梅家坞，自驾比较方便', '短评打分': 5}
{'短评内容': '服务挺好的，这次过节前台没有以前拥挤，入住井然有序', '短评打分': 5}
{'短评内容': '这个价位还不错吧，说是活动价，入住还有小礼物赠送，开心~', '短评打分': 5}
{'短评内容': '酒店大堂已有圣诞气氛了，去房间的路上冷啊', '短评打分': 5}
{'短评内容': '总体来说还不错，房间离大堂稍微远了点，走过去有点冷，还好有行李生拖行李', '短评打分': 5}
{'短评内容': '先說好的，前台服務人員及門房都很親切，也能提供所需的資訊。但是硬件方面是完全跟不上潮流的，首先，大堂給客人等待的沙發座椅只有兩張，其餘都是消費座，晚上回酒店時室內幾乎沒有什麼燈光，暗到忍不住要稱讚酒店的節能減碳做得真是好!房內的電視機上盒老是有問題，都得等維修人員來才能開得了，浴室沒有暖氣。早餐很普通。離巿區約30分鐘車程，是車程哦，不是網上講的腳程哦!去那兒都不是很方便，交通方面要付出比較多的成', '短评打分': 1}
{'短评内容': '环境很好呀，很喜欢大堂的布置，服务员都很热情', '短评打分': 5}
{'短评内容': '位置偏是预料之中的，但房间设施之差却出乎我的意料之外，门上、墙上到处掉漆，空调毫无用处，房间还不停的漏风，12月的杭州，那么冷的天气，如果不是我再加了一床被子，估计就冻成冰棍了。进门后居然还发现浴缸里有头发，上个客人用过的牙膏都没有收拾干净。这样贵的价格对比这样偏的位置、这样差的设施和服务还号称度假酒店，简直就是宰人，坚决不推荐！！！', '短评打分': 1}
{'短评内容': '大堂很漂亮呢，已经有圣诞节的气氛了！住得很愉快。', '短评打分': 3}
{'短评内容': '酒店很不错，现在弄了很多圣诞节的装饰，气氛很好，前台比我以前来好像变样了，格调很好。', '短评打分': 5}
{'短评内容': '还不错吧，房间是老点儿，出去逛逛空气很好。', '短评打分': 5}
{'短评内容': '酒店挺安静，但是设施有点旧了。环境和位置都还可以，杭州服务总体都不是很好。', '短评打分': 5}
{'短评内容': '现在很喜欢度假型的酒店，阳台景色很好，环境真的不错。', '短评打分': 5}
{'短评内容': '住着感觉还行吧，酒店的落叶别有一番风味。。。', '短评打分': 5}
{'短评内容': '酒店位置有点偏僻，是自驾车当然方便的很，离宋城很近，酒店内有代购宋城票还便宜。环境很安逸，早餐丰盛。房间陈设略显旧。没的都还可以，推荐……', '短评打分': 5}
{'短评内容': '酒店的停车位很多，很方便，还有为客人洗车的地方。真的很适合自驾游。出行坐公交也很方便。', '短评打分': 5}
{'短评内容': '很喜欢酒店的泳池和健身房， 住房免费感觉很棒·', '短评打分': 5}
{'短评内容': '房间没有电脑，上网不方便，望改善的呀。电视机很旧，现在还是很大的老式电视机，很无奈', '短评打分': 5}
{'短评内容': '依然很棒。下次还会来的，设施旧了点，房间有些潮', '短评打分': 5}
{'短评内容': '因为要工作，上网网速很慢，希望改善呀，还是顶下。', '短评打分': 5}
{'短评内容': '入住了好几次了，单位在这边有工作，所以经常来，已经有一种回家的感觉了，不错', '短评打分': 5}
{'短评内容': '酒店的环境很好，服务员还帮我订了返程的机票，很周到。', '短评打分': 5}
{'短评内容': '到杭州下雨了，路上也有点疲惫，来到大堂前台服务员入住效率很高!\n...回房间路程有点远啊', '短评打分': 5}
{'短评内容': '适合度假，夏天室外泳池开放，冬天室内泳池也还可以，健健身啊，挺好。', '短评打分': 5}
{'短评内容': '总体感觉还可以吧，早餐品种再丰富点就更好了.', '短评打分': 5}
{'短评内容': '服务态度很好，朋友来就推荐这个酒店。', '短评打分': 3}
{'短评内容': '还不错，好像有很多会议在这开，适合度假吧', '短评打分': 5}
{'短评内容': '大堂挺气派的，已进门就看到一面很大的鱼缸，前台服务也很热情，很亲切。房间，稍微旧了。', '短评打分': 5}
{'短评内容': '朋友推荐的，很喜欢，尤其是花园，逛了一圈还发现有小兔子呢，真是独特！', '短评打分': 5}
{'短评内容': '环境相当不错啊，房间稍微旧了 期待装修 下次还会再来！', '短评打分': 5}
{'短评内容': '该酒店环境优美，性价比高，三五知己短时间前往度假非常合适！建议酒店前台出租自行车按每天50元或每小时5元计算（目前是每小时20元，借了10个小时的钱就可以买一辆自行车了），这样对前来度假而又不想乘车，同时对该酒店地处远离西湖而又希望四处浏览美景的人来说更加人具有性化！', '短评打分': 5}
{'短评内容': '来住了好几次，很不错，酒店的室内泳池超喜欢，服务人员很热情，只是晚上想去公园里逛下，但是灯光很暗。不方便走', '短评打分': 5}
{'短评内容': '酒店的游泳池真心的喜欢，夏天来应该会更好，很期待，明年夏天。', '短评打分': 5}
{'短评内容': '环境很好·空气清新，是个度假旅游的好去处，很喜欢。服务态度也很好，会在来的', '短评打分': 5}
{'短评内容': '帮朋友订的，朋友说还可以、酒店有点东南亚的风格，不错。', '短评打分': 5}
{'短评内容': '总体来说很满意，前台办入住很快，有行李生帮着拿行李回房间，就是房间有点旧，应该要装修下了', '短评打分': 5}
{'短评内容': '推荐朋友入住~ 很安静，前台服务不错。 设施需改进一下，还是很满意的', '短评打分': 5}
{'短评内容': '前台服务很好，环境也很不错，就是房间有点旧，下次还会来住的', '短评打分': 5}
{'短评内容': '前台的服务很好··到商务中心帮忙订房·态度超好。值得一来的度假酒店', '短评打分': 5}
{'短评内容': '朋友过来玩都推荐这个酒店，很满意。', '短评打分': 3}
{'短评内容': '喜欢酒店的东南亚风格花园，房间很安静，酒店服务员很热情哦。', '短评打分': 3}
{'短评内容': '内容 满意', '短评打分': 3}
{'短评内容': '环境很好，设施也不错，喜欢阳台，干净很好。还会再去的', '短评打分': 5}
{'短评内容': '酒店环境不错，像个小园林，房间大，床大，可惜不是景观房。', '短评打分': 3}
{'短评内容': '环境不错，地点有些偏。房间设施有些旧，感觉和该酒店档次不相配。', '短评打分': 5}
{'短评内容': '酒店在之江路边，到宋城蛮近的，风景很好，只是早餐不怎么丰富，服务还是不错的', '短评打分': 5}
{'短评内容': '服务态度比较好，早餐品种也比较多，房间很宽敞，但房间装修有点陈旧', '短评打分': 5}
{'短评内容': '环境超好，放假也很大，有阳台，有浴缸，很有感觉。', '短评打分': 5}
{'短评内容': '来之前还是看过部分评价，总体的印象还是非常好的，员工的主动服务意思强，服务真诚早餐的女经理很热情，这次还是非常的满意，装修需要维护，总之很开心啦，下次还会再来。', '短评打分': 5}
{'短评内容': '酒店外部环境很好 服务也很热情 就是内部环境太差', '短评打分': 1}
{'短评内容': '酒店的环境及地点都不错，但是感觉性价比不高，房间内的设施还是比较老化的，与定价不符。\n服务及早餐也还可以。\n总体来说一般。', '短评打分': 1}
{'短评内容': '环境很好，有些设施有待更新，不过就是自助餐的规定有些不合理，1.3米以上的小孩就是全价了，现在的小孩个子长得高，但是绝对不会像大人一样能吃，所以希望可以改进。还有就是卫生间的化装小圆镜后面，由于湿气较重，所以有些霉点，要处理一下，这样会更好，不发因为一些小瑕疵影响了大局。再有一点，就是你们的前台服务人员，等我已经回家了，居然还打电话来问房费的事，实际上是他自己没有记清楚，我2间房，一间刷卡的，一间', '短评打分': 5}
{'短评内容': '酒店离宋城和九溪都很近。酒店内部很有东南亚度假村的装修味道。\n早餐很普通，不值78一位的价格。员工的服务也不错。', '短评打分': 5}
{'短评内容': '挺好的```在宋城边上```早餐很不错！~``就是酒店有些旧了...', '短评打分': 5}
{'短评内容': '周围环境很好，离火车站打的将近40元（前提是要选对路，因为有两条路，不要选择Y4公车那条线路）。早餐挺丰富的，并且赠送果盘（之前看评价说酒店没有主动送，不过我们入住后很快就主动送到我们房间了）。房间也挺干净、舒适的，本来定的是无窗房，不过酒店帮忙自动升级了，服务态度也挺好的。', '短评打分': 5}
{'短评内容': '\n酒店设施陈旧，早餐差，性价比不高。', '短评打分': 3}
{'短评内容': '酒店门口，就有接待员帮忙推行李，很热情，办理入住比较快还送了孩子一个小礼物，外部环境很好，安静，适合度假，全家出行', '短评打分': 5}
{'短评内容': 'This hotel is a bit far from downtown, but I had a very clean air from the mountain behind the hotel.\n\nSwimming pool looked perferct for children. But it was closed in the middle of September. \n\nOne b', '短评打分': 5}
{'短评内容': '一到酒店··行李员就马上来给我们开门·拿行李，感觉很不错。办理入住前台的服务很快很好，大堂副理还亲自送我们去房间，非常细心。很满意这次度假，下次还会来光顾', '短评打分': 5}
{'短评内容': '很适合度假的一个酒店，环境很好，很美，服务也不错', '短评打分': 5}
{'短评内容': '位置就在杭州宋城门口，带孩子去野生动物园也很近。酒店较旧，设施等都很旧，但处于度假观光区环境还不错。服务一般，大集团经营的通病，不怎么把一般客户当回事。12点多到酒店入住，说房间尚未打扫也理解了，带着孩子们就在酒店餐厅吃午饭（饭菜一般）；吃饭大约一个钟头后去房间，竟然仍未打扫，前一位住客的狼藉一片，真不知道这个前台都是怎么安排的，岂有此理。好在要带孩子们出去玩，歇也不歇（没法歇息）就出去了。', '短评打分': 1}
{'短评内容': 'Nice hotel, but a little bit old, needs cleaning work or remodeling.  Nice service, and all staffs are very nice too.  I like this hotel, and would like to come back for relexing couple days in future', '短评打分': 5}
{'短评内容': '酒店前台服务非常好，房间安排得也很满意，晚上睡觉很安静，值得推荐。', '短评打分': 5}
{'短评内容': '环境不错，交通差了些，酒店很热情，但部分硬件偏旧了。', '短评打分': 5}
{'短评内容': '性价比极高的酒店，房间超大，恒温泳池不错，室外泳池超大，只是现在天凉游不了了，作为度假酒店再增加些运动和娱乐设施更好。', '短评打分': 3}
{'短评内容': '酒店环境真不错，房间设施有点陈旧。酒店有免费室内恒温游泳池，给孩子带来很多乐趣。', '短评打分': 3}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '酒店周边的自然环境确实没得说，是度假放松的好地方。但是酒店的设施维护感觉比五星的其它酒店有差距。酒店的绿化倒是非常不错，特别是在这个季节在回房间的路上还可以闻到醉人的桂花香，但是酒店的服务感觉很有问题，1号晚上大概11点到酒店叫了送餐结果一直没有送来，去电话询问结果告诉我还没有找到厨师，我立即崩溃。作为五星级酒店出现这个问题不应该，就算出现应该马上给我电话结果没有。\n不过后来酒店的服务和解释还是跟', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '还不错,这个档次,这个价格,感觉性价比很高了,不过交通是个问题,最好自己开车', '短评打分': 5}
{'短评内容': '酒店的环境是非常地好。服务也很不错。就是离市区有点距离。不过要是出来度假还是很推荐这里的。', '短评打分': 3}
{'短评内容': '酒店总体服务很好，接待引领工作很新颖还给了小礼品，尤其是房务总监杨鑫先生亲自接待并带我们去房间，还电话询问我们在店期间的感受并帮助设计线路，为我们省了很多游玩的时间，很贴心，再次赞一下。酒店的设施有点陈旧，但贴心的服务，才是让我们真正满意的原因，希望酒店继续保持，适当装修维护，事业蒸蒸日上。', '短评打分': 5}
{'短评内容': '酒店就在宋城附近，地理位置好。还有酒店是仿三亚模式的度假酒店，整体环境不错。房间空间还算大，就是没有浴缸可惜。', '短评打分': 5}
{'短评内容': '总台到房间每次要走不少的路，就这点不是太好。其他还行，很安静，早餐品种和质量一般般，一定要自驾才行，公交不是很方便。', '短评打分': 5}
{'短评内容': '有行李生帮我带去房间，路上会穿过一条长廊，江南园林的风格，让我感觉自己选对了这家酒店。特别是晚间，跳进那碧波的室外泳池中，听着园中传来鸟雀虫鸣，特别惬意。也让我忘记了这一天赶路的辛劳。房间打扫得挺干净，从房间往外望，园林、小路、楼台，我想置身其中漫步，也是一大享受。这家酒店的设施很全，早餐品种和口味让人满意，服务人员很到位，跟餐勤快。总体来说这个酒店的性价比很高，以后来杭州还是会选这家酒店的。\n', '短评打分': 5}
{'短评内容': '基本上过得去，        就是离市区较远，适合自驾。\n\n\n基本上过得去，        就是离市区较远，适合自驾。', '短评打分': 5}
{'短评内容': '这家酒店确实不错！房间大，卫生间也大，设施完备，服务周到，居住舒适。特别是天冷了室内游泳池开放了，条件不错，人不多，游得很痛快！总之，这次中秋房价优惠450元，性价比很高。推荐大家选住。', '短评打分': 5}
{'短评内容': '酒店电视要更新了', '短评打分': 3}
{'短评内容': '酒店周边环境很漂亮，可惜到店半夜了，没时间到处转转。', '短评打分': 5}
