{'短评内容': '位置离厦鼓码头很近', '短评打分': 4}
{'短评内容': '酒店综合情况还行，感觉比快捷酒店好一点，门口不远就有公交站到中山路，码头，厦大胡里山炮台等景点都较方便。价格合适毕竟是旅游城市早饭次了点，厦门机场坐84路可直接到酒店（东渡站），朋友们如果讲实惠的话是可以选择它的。', '短评打分': 5}
{'短评内容': '酒店不错，性价比高', '短评打分': 3}
{'短评内容': '非常好，是我住的最物美价廉的快捷酒店，强烈推荐。', '短评打分': 5}
{'短评内容': '干净卫生，交通方便，但感觉像快捷酒店，应改进早餐。', '短评打分': 5}
{'短评内容': '酒店隔音不理想，楼上的用水时楼下的水声非常大，不然整体来讲还是不错的，', '短评打分': 5}
{'短评内容': '酒店还可以，跃层的，儿子很喜欢，就是楼上没有厕所，有点不方便。', '短评打分': 5}
{'短评内容': '酒店还是比较舒服的，也比较干净，坐公交也比较方便。就是离景点都有点远。', '短评打分': 5}
{'短评内容': ' 酒店环境好，去厦门各大风景区都看一部车能到', '短评打分': 3}
{'短评内容': '酒店一般般了，虽然是精品酒店，但细节做得很不到位，缺少真正精品的东西，早餐么，别提了，建议出去吃吧！酒店有点吵，周边也没啥东西！建议住到厦大附近去，环境好！这里只是价格稍微占点优势了！', '短评打分': 1}
{'短评内容': '酒店的交通非常方便，出门不远的邮局就有公交站台，但是出租车要稍微等等。酒店距离轮渡码头打车的话10多块，到机场打车的话30不到。早餐大家就算了，还是找找厦门特色小吃去吧，前厅服务员非常热情，特别提出表扬，非常感谢！', '短评打分': 5}
{'短评内容': ' 房间比较大也整洁 但临大路 吵得没法睡觉 28元的早餐实际最多值8元', '短评打分': 3}
{'短评内容': '精品尚须努力哦', '短评打分': 3}
{'短评内容': '酒店地理位置不错，交通很方便，酒店给我们安排的房间也很舒服，也很安静，整体来说性价比很不错。', '短评打分': 5}
{'短评内容': '酒店房间对比其他的还可以，早餐实在是很难吃。基本上除了炒饭没有其他的了。', '短评打分': 1}
{'短评内容': '对<都市精品酒店（厦门东渡店）>的对<都市精品酒店（厦门东渡店）>的对<都市精品酒店（厦门东渡店）>的对<都市精品酒店（厦门东渡店）>的', '短评打分': 5}
{'短评内容': '房间有特色，也干静，只是周边不太热闹，不错的酒店', '短评打分': 3}
{'短评内容': '很好很干净！如果洗手间的门不是玻璃门就更好了！服务员很热情赞一个！很好的酒店！！真的不舍得走！', '短评打分': 5}
{'短评内容': '非常的好！我住在酒店不想出门了·····', '短评打分': 5}
{'短评内容': '＋商务大床房，整体不错，比较敞亮干净，就是电脑不好使', '短评打分': 3}
{'短评内容': '酒店很干净…交通还算方便…挺好的！', '短评打分': 3}
{'短评内容': '酒店的电脑 很差劲  用起来  很恼火!', '短评打分': 1}
{'短评内容': '地理位置居中，小跃的房间构造是我最喜欢的。十分浪漫温馨。', '短评打分': 5}
{'短评内容': '还是蛮不错的  ，继续支持！卫生干净呵呵 总的来说挺好', '短评打分': 5}
{'短评内容': '酒店的服务还是比较可以，就是电脑用起来很恼火，建议换配置！  ', '短评打分': 3}
{'短评内容': '，还行，总体感觉不错，卫生也还可以!', '短评打分': 3}
{'短评内容': '刚到店。房间还挺大的，也挺干净的，就是周围环境一般，', '短评打分': 5}
{'短评内容': '终于可以点评了：我是元旦期间住的，开始：酒店的地理位置还是不错的，离轮渡，海边都挺近的，附件的公交站还是重要的枢纽，去哪都很方便，满意。房间-因为一开始报的希望太大了,四星级啊，其实下来觉得也就挂牌三星吧，这样的价位就和等级靠谱了。住的豪华双床，房间确实没有网上写的那么大，但我在意的是有电脑，所以就还可以了。服务确实挺好的，可以打满分的。早餐是不及格的，住在这里就勉强吃吃。总体来说我们是比较满意的', '短评打分': 5}
{'短评内容': '房屋舒适，清洁，宽畅，造合入住。 ', '短评打分': 3}
{'短评内容': '非常一般，很难打车，早餐非常烂。。。房间旧，网线在床头，非常 不方便', '短评打分': 1}
{'短评内容': '里面很漂亮 床很舒服呢 离鼓浪屿不远 喜欢下次去有机会还住', '短评打分': 5}
{'短评内容': '很精致的酒店 又便宜噢 里面也很漂亮 床很舒服 去厦门住这不错 离鼓浪屿也不远', '短评打分': 5}
{'短评内容': '不错，性价比高,离机场市区都近。有复式房。', '短评打分': 5}
{'短评内容': '又住了一天复式，两个电视，床垫比大床房的好，但楼上无卫生间，起夜不方便。', '短评打分': 5}
{'短评内容': '不是很好的酒店，当然就价格而言还可以，但是不管是配套设施还是房间硬件都存在不足的地方', '短评打分': 1}
{'短评内容': '又来了，舒服的房间。', '短评打分': 3}
{'短评内容': '楼道很乱，有蛟子', '短评打分': 3}
{'短评内容': '酒店很干净，不过细节方面和星级酒店还是有差距！', '短评打分': 3}
{'短评内容': '第二次入住，这次只住两天。主要是因为住的时间短又带了老婆，位置对我来说就比较便利了，为公事要去货轮码头，分公司同事过来接我方便，为私事跑去海湾公园、中山路和渡口乘公交方便。房间风格时尚，279的房间上加4%的服务费后，价格还是偏高的，这次房间的电脑故障，自带了也没交酒店修，床比较软，卫浴无遮掩。早餐无牛奶、无糕点，水果只有杨桃一种。如果专门来玩的话我会选中山路附件的公寓式酒店100一天，专门公事的', '短评打分': 1}
{'短评内容': '不错的酒店，性价比很高！如果有无线网络就更好了！', '短评打分': 3}
{'短评内容': '性价比挺高的酒店，地理位置也还可以 。 就是周围没什么可以逛的', '短评打分': 5}
{'短评内容': '总体较干净，服务人员也较人情，复式房看着满漂亮，细节处还略显粗糙，早餐很一般。', '短评打分': 5}
{'短评内容': '酒店的住宿条件很好配套齐全，服务周到，方便快捷,很适合旅游朋友们外出居住', '短评打分': 5}
{'短评内容': '我住的复式大床，房间挺好。但今早9点30去吃早餐发现已没有了，希望可以改进…', '短评打分': 3}
{'短评内容': '二层的套房，感觉还不错，挺好的，卫生也蛮好的，周围没什么好逛的，不过交通还是蛮方便的，出入坐坐公车，也很悠闲。', '短评打分': 5}
{'短评内容': '什麼都很好  東西也不錯  可惜沒冰箱  啤酒買太多  沒地方冰  女朋友也喜歡  所以下次會再去  不過附近吃的東西真的太少', '短评打分': 5}
{'短评内容': '什麼都很好  東西也不錯  可惜沒冰箱  啤酒買太多  沒地方冰', '短评打分': 5}
{'短评内容': '酒店房间挺大，周围没什么小吃，整体还可以，早餐很丰富。', '短评打分': 3}
{'短评内容': '还不错就是有点吵', '短评打分': 3}
{'短评内容': '还不错，很干净，很满意，去轮渡很方便，去中山路步行街也很近', '短评打分': 5}
{'短评内容': '价格跟三星级差不多，但是设施比三星级还差很远', '短评打分': 1}
{'短评内容': '十一期间住这家酒店，位置比较适合，去机场、中山路、轮渡都不算远，酒店附近就有个公交站台，出行比较方便。\n', '短评打分': 5}
{'短评内容': '不错的地方，很方便。下次去的话·还是会住的', '短评打分': 5}
{'短评内容': '酒店不錯只是前台人員態度稍差 早餐很一般 不過性價比很好', '短评打分': 5}
{'短评内容': '性价比较高的经济型酒店，内部用餐也较实惠，有一些缺点，但可以接受。建议把按摩拖鞋换掉，受不了，太痛了。另外工作人员晚上作业，比如说拿东西，开门应该轻一点，隔音不太好，较易受影响。不过还是可以推荐。有电脑，较方便，可惜没有USB口，想通过电脑充电没有实现。', '短评打分': 5}
{'短评内容': '   条件还不错   不知早餐如何', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '不像网上说的是四星级标准。感觉就是如家宾馆没两样。卫浴设备不好，空间很小，总之很失望。唯一感觉还好的是床够宽。早餐也很一般，但因为是免费，所以不能要求太多，下次还是多花点钱，住真正星级酒店吧！', '短评打分': 1}
{'短评内容': '酒店提供免费长途电话还是不错的，按摩拖鞋几乎让人脚痛得不敢走路；早餐太差，唯一可以恭维的是素菜种类有不少', '短评打分': 1}
{'短评内容': '还可以，大床很舒服', '短评打分': 3}
{'短评内容': '房间比较干净，服务也不错。就是位置有点偏僻。但是空调不是很好控制，后来酒店人员过来解决了。早餐也不错。感觉要比一般的快捷酒店略好。', '短评打分': 5}
{'短评内容': '是几个来厦门玩的朋友入住，比较满意\n房间不错，位置也还好，去轮渡去机场都比较方便，公交也多，就是附近吃的较少，只好外面玩了吃了再回酒店\n', '短评打分': 5}
{'短评内容': '连锁酒店大同小异，电视有点诡异', '短评打分': 3}
{'短评内容': '性价比不错，虽然不处于厦门最繁华的地方，但是距离筼筜咖啡一条街和海湾公园都非常近，门口就是主干道，交通比较方便。\n服务人员似乎操作不太熟练，结账时不能手动取消授权，还非得再把信用卡拿过去刷', '短评打分': 5}
{'短评内容': '酒店还不错，干净整洁，比较舒适，房间还配有电脑。但是地理位置稍偏，去火车站、轮渡比较远，好在门口有公交。', '短评打分': 5}
{'短评内容': '入住的复式房，不错，下次还来', '短评打分': 3}
{'短评内容': '挺时尚的一个酒店，性价比挺高,位置也还不错。下次还住，', '短评打分': 5}
{'短评内容': '精品酒店很不错,值得入住', '短评打分': 3}
{'短评内容': '酒店很不错，很温馨', '短评打分': 3}
{'短评内容': '床软还不说，最讨厌的是床的中间是坑。睡的我一整天都直不起腰来....', '短评打分': 1}
{'短评内容': '酒店的房间还不错，干净、面积也大，但离市中心有点远，出去玩不是很方便', '短评打分': 5}
{'短评内容': '住的是双层套件式的房间，卫生还不错~~\n自助餐还不错~~~\n出酒店打车也很方便~', '短评打分': 5}
{'短评内容': '免费长途电话很给力，服务还成，住的比较舒服。 \n', '短评打分': 5}
{'短评内容': '离轮渡站也不远，新装修不久，可以停车，服务也不错，早餐也行，比一般的快捷酒店高一个档次，价格也不算太高，厦门这个季节价格你知道的，是个不错的选择。', '短评打分': 5}
{'短评内容': '很喜欢。数字电视和免费长途电话都很给力。住的很舒服。', '短评打分': 5}
{'短评内容': '很不错的酒店，以后还会来的，房间很大气，条件不错', '短评打分': 5}
{'短评内容': '會推薦,但是商務人士不適合,因為網線在床頭,只能坐在地板上使用NB了,超不方便', '短评打分': 5}
{'短评内容': '非常好，推荐，只不过早餐不是很丰富，下次还会入住', '短评打分': 5}
{'短评内容': '复式房很特别，但是大床的客厅视乎没有双床的大，床不错，没有想象中的那么软，还有就是大床的没有配电脑，这点比较不满意，总体还可以，下次还会入住', '短评打分': 5}
{'短评内容': '酒店所处的位置交通不是太方便,设施和四星的标准差距太大,标双的淋浴房设计不合理,隐私性太差,早餐基本没有什么吃的,很少几样东西,服务人员态度一般,床垫实在太软,休息不舒服,总体上感觉不是很好,价格也没有什么优势,所以个人不建议推荐!', '短评打分': 1}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '还不错！就是房间小点，遮光差点！', '短评打分': 3}
{'短评内容': '下房间感觉很好，干净整洁，交通方便服务质量还是需要提高一.', '短评打分': 5}
{'短评内容': '房间还可以。早餐也还可以。单是有个女前台态度很差！没有原因就说话口气恶劣！一下子感觉差很多。', '短评打分': 3}
{'短评内容': '＋酒店总体来说还行 就是网络太烂 不停的断', '短评打分': 3}
{'短评内容': '其实这家店的性价比很高，出酒店步行5分钟就有车站、银行。而且不管是去集美还是机场还是市中心都会有那么一辆公交车让我直接到达。\n而且酒店的房间空间很大。电脑和IPTV都很实用的。不管是出去玩还是商务都性价比都很高\n但是我觉得服务质量还是需要提高一下，当天下午一点半到达酒店登记入住，结果30分种之后房间还没有打扫完毕。好不容易房间打扫完毕，结果房间的空调遥控器还是失效。。', '短评打分': 5}
{'短评内容': 'My room is very clean and looks like new remodeled. 5 minutes can walk to bus station and 15 minutes to International ocean transportation center.', '短评打分': 5}
{'短评内容': '房间感觉很好，干净整洁，交通方便，如果能有团购就更好了。', '短评打分': 3}
{'短评内容': '除了床太软不太适应其它都很好', '短评打分': 3}
{'短评内容': '干净，整洁，不错。朝北的房间有点闷，早餐差了点。下次去还会选择入住。', '短评打分': 5}
{'短评内容': '环境不错，就是外围差点！服务员态度也很好！', '短评打分': 5}
{'短评内容': '   feel not bad', '短评打分': 3}
{'短评内容': '这个宾馆很舒服，前台服务员很热情也很漂亮。宾馆很好。尤其是浴室，圆筒形的。很温馨。', '短评打分': 3}
{'短评内容': '蛮好的，交通便利，就是附近吃饭地方难找。', '短评打分': 3}
{'短评内容': '感觉环境还行', '短评打分': 3}
{'短评内容': '房間算是不錯，就是住的複式房設計比較奇怪，全房居然沒一張桌子，網線安排在床頭，只能趴著或跪著上網！', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '除了早餐简单点了，其它都不错！特别是电视可以点播，很好。', '短评打分': 5}
{'短评内容': '位置还可以，房间较小，早餐种类不多。价格便宜。', '短评打分': 5}
{'短评内容': '酒店离机场和市中心都不是很远，而且打车很方便。早餐比较简单，但有一个优点就是打长途不收费。总体来说还是不错的。', '短评打分': 5}
{'短评内容': '房间挺大，安静，性价比较好，早餐太简单了，希望改进！', '短评打分': 5}
{'短评内容': '离国际码头很近，交通方便，房间很大，服务还不错。。', '短评打分': 5}
{'短评内容': '酒店住房满舒适的，房间很大，服务不错，早餐有些欠缺了。', '短评打分': 5}
{'短评内容': '大致上还是可以接受的酒店，复式套房挺特别的', '短评打分': 5}
{'短评内容': '还不错哦~~~地理位置和店里的人都不错~', '短评打分': 5}
{'短评内容': '酒店貌似不在市中心，但是公交很方便，去哪里都有线路直达。房间面积够大，还配备了电脑，不错。但是早餐品种很少，太简单了。', '短评打分': 5}
{'短评内容': '地理位置说不上好，但只要熟悉了还是很方便的，尤其东渡公交车站，熟悉后很方便。\n酒店也就是经济型酒店的服务，不要期望太高，都过得去。特别是浴巾的更换，住了4天，有两天都是脏的。\n关于前面有人说的床垫问题，我家里睡得是记忆棉，所以还算适应这里软床垫。再有，我们离店时，看到他们的工作人员再逐一的更换弹簧床垫。\n早点简单了些，虽是免费含在房价里的但还是觉得不值。可能是南北方生活差异吧。\n\n需要特别赞的是，', '短评打分': 5}
{'短评内容': '酒店很干净温馨', '短评打分': 3}
{'短评内容': '实地没有网上介绍的好', '短评打分': 3}
{'短评内容': '4楼以下房间建议大家不要选择，床太软了，对于睡惯了硬床垫的人来说会很不习惯。', '短评打分': 5}
{'短评内容': '酒店挺好，房间舒适，交通方便，1楼的餐饮也很不错，物有所值，下一次到厦门还来这家酒店。', '短评打分': 5}
{'短评内容': '很不错的酒店，特别是服务员的态度都很好，早餐也很合口味。非常满意，下次有机会还会住那里。', '短评打分': 5}
{'短评内容': '从武夷山回来还住这里 就说明不错\n可惜没直接订3天 没房间了 住一天又要搬家了', '短评打分': 5}
{'短评内容': '服務還不錯,早餐一般般,交通比較便利,位置稍微偏一點,價格較高', '短评打分': 5}
{'短评内容': '很不错的酒店，前台的态度很友善，地理位置很好，到机场大概30元不到的出租车费，出门就有公交车站，基本要去的景点一部车都可以搞定，房间很干净，楼层很高，灯光也很明亮，不会有压抑的感觉，住过很多酒店，这个是我最满意的，如果给我一个可以晒太阳的房间，就更好了，只有一个小问题，我住的8810房，淋浴房的水会溢出来，造成使用洗手台不方便，可能是没有密封好的缘故，关于酒店房间最贵的床垫，老公觉得太软，睡了腰疼', '短评打分': 5}
{'短评内容': '房间设计很怪异，感觉一进门就到了卫生间。\n没一次性的刮胡刀。\n床是那种海绵的，其实不太舒服。\n电视机超级小。22 23寸的样子。\n没有干洗和熨烫服务？至少在服务列表里没看到。\n\n还有早点很糟糕...\n\n', '短评打分': 1}
{'短评内容': '还可以 应该不到4星标准 有点吵 别的都很值 早餐不错 ', '短评打分': 5}
{'短评内容': '很干净的地方，非常舒服，还有免费长途可以打', '短评打分': 5}
{'短评内容': '位置还可以，设施很新，服务也很好，网速很快，就是离马路近的房间隔音不太好，走廊上声音也比较大。', '短评打分': 5}
{'短评内容': '房间的水流很冲，洗澡很棒！房间面积也够大，不错！只是床不是常见的弹簧床，而是厚海绵的，一般人有点不适应。其他都还不错啦！还有一点就是对早餐有点意见，我们是不到八点去吃的，好多东西没了也不及时补充，特别是橙汁、咖啡之类的一直都是空的。', '短评打分': 5}
{'短评内容': '这个酒店在东渡路上，我们四次打车有三次司机不知道酒店的位置。酒店服务还不错，但房间较小。临街的房间有点吵，后来换了一间，安静多了。服务生的态度蛮热情，反应也很快。', '短评打分': 5}
{'短评内容': '服务不错，房间干净', '短评打分': 3}
{'短评内容': '重点是床不舒服，其他还可以。......', '短评打分': 1}
{'短评内容': '房間乾淨,是複式房\n隔音不錯 不過位置有點難找', '短评打分': 5}
{'短评内容': '地点及服务均可， 就是商务房的电脑及网络不行， 试了很久却还是不行,相当失望。', '短评打分': 5}
{'短评内容': '住的是精品复式套房,感觉很好,可惜正月初一开始房价调高了好多.如果价格能实惠点,那就更好了.', '短评打分': 5}
{'短评内容': '服務很好,就是床超軟到有些睡不著,還有浴室為什麼要在中間???', '短评打分': 5}
{'短评内容': '房间不错,很干净,也很简洁/温馨,员工都很亲近,敬业,酒店门口公交车很多,但该酒店更适合自驾游客入住.美中不足的,是床垫太软 没有配备电吹风.', '短评打分': 5}
{'短评内容': '房间干净，温馨。客服人员态度好，待人热情。', '短评打分': 5}
{'短评内容': '越层小复式 大床房 床超软 很舒服！ 环境也不错！是个不错的酒店！ ', '短评打分': 5}
{'短评内容': ' 感觉还可以 但是没有三星半酒店的气派！', '短评打分': 3}
{'短评内容': '酒店很新，装修风格也很新颖。床很软很舒适，下次如果来厦门还会选。', '短评打分': 5}
{'短评内容': '房间比较干净，够大。就是早上不好打的，总体感觉不错。', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '环境还不错，虽然靠近马路，但是总台给了间比较安静的房间，完全没有噪音，房间也挺干净的，就是卫生间和淋浴室的设计估计不是人人都能适应的。', '短评打分': 5}
{'短评内容': '房间面积挺大的 还配有电脑（不太好用） 卫生条件不错 很干净 洗澡的稍微小了点 不过还能接受', '短评打分': 5}
{'短评内容': '环境不错，房间干净，但大床太软，不是弹簧席梦思，感觉不好。', '短评打分': 1}
{'短评内容': '酒店设施新且洁净齐全，房间大，有旅行社驻点一楼，旅游出行方便', '短评打分': 5}
{'短评内容': '酒店设施很新、简单、有潮流感，免费打国内长途，早餐也很好，推荐', '短评打分': 5}
{'短评内容': '接待服务好，早饭还好，浴室不象照片， 电视不回打开', '短评打分': 1}
{'短评内容': '交通便利,卫生条件好,个人认为性价比高,如果再去厦门，会考虑这家酒店的！', '短评打分': 5}
{'短评内容': '四星级的价格，经济酒店的服务和配套，不划算，性价比太低了。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '离机场较近，去轮渡稍远。物品新，房间净，设施齐全，上网方便。服务反应快速。美中不足就是周边环境不太好，沿马路较吵；早餐标准较低。总体评价：物有所值。', '短评打分': 5}
{'短评内容': '酒店环境很好，地理位置也不错，相比周边酒店价格也比较合适。', '短评打分': 5}
{'短评内容': '房間馬馬虎虎.早餐沒有地方坐.服務態度還可以', '短评打分': 1}
{'短评内容': '挺好，房间干净，网速很快，早餐不错，就是热水不太稳定。', '短评打分': 5}
{'短评内容': '设施比较好，房间干净，网速很快，就是热水不太稳定。', '短评打分': 5}
{'短评内容': '酒店干净整洁，设备还行，就是热水温度不太稳定。', '短评打分': 5}
{'短评内容': '酒店设施不错，床有点软，网速有点慢。其它还可以。', '短评打分': 3}
{'短评内容': '不错的酒店 服务态度很好~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '酒店很干净，距离海沧大桥比较近，  交通很方便。 值得入住 !', '短评打分': 5}
{'短评内容': '非常喜欢,此次入住预订两个房间,有年龄大些的还有小孩,都感觉非常的舒适,床很大,住3个有OK的,房内用品齐全,很推荐的', '短评打分': 5}
{'短评内容': ' 已经入住 不错', '短评打分': 3}
{'短评内容': '整体不错', '短评打分': 3}
{'短评内容': '酒店性价比较高,硬件设施需提高', '短评打分': 3}
