{'descr': '帮朋友订的。交通挺方便的，离家也近。。出行方便', 'star': 5}
{'descr': '酒店不错，就是电梯小了点。房间卫生还行。在上海住这么便宜的就算可以了', 'star': 5}
{'descr': '酒店不错，就是电梯小了点。房间卫生还行。在上海住这么便宜的就算可以了', 'star': 5}
{'descr': '预定的大床房木有啦，免费换了个家庭房，服务设施很周到', 'star': 3}
{'descr': '预定的大床房木有啦，免费换了个家庭房，服务设施很周到', 'star': 3}
{'descr': '预定了特价大床房结果空调坏了，换了间单床的。但被子薄的很，床睡着搁人，就睡在弹簧上一样。', 'star': 1}
{'descr': '预定了特价大床房结果空调坏了，换了间单床的。但被子薄的很，床睡着搁人，就睡在弹簧上一样。', 'star': 1}
{'descr': '不错，价格便宜，而且条件也可以，如果下次到上海，肯定要住在这里', 'star': 5}
{'descr': '不错，价格便宜，而且条件也可以，如果下次到上海，肯定要住在这里', 'star': 5}
{'descr': '地理位置好,性价比高,下次还会住', 'star': 3}
{'descr': '地理位置好,性价比高,下次还会住', 'star': 3}
{'descr': '优点：地理位置不错，便宜，双层窗户使得隔音效果很好。\n缺点：但硬件设施实在是不敢恭维……无线有线都上不了网；看个电视还一卡一卡的；空调停一会响一会；可能是潮的原因，屋里总有点味儿。\n总结：仅仅是能当个地理位置不错，又便宜地方睡一觉，还想要别的，那趁早换个地儿吧', 'star': 1}
{'descr': '优点：地理位置不错，便宜，双层窗户使得隔音效果很好。\n缺点：但硬件设施实在是不敢恭维……无线有线都上不了网；看个电视还一卡一卡的；空调停一会响一会；可能是潮的原因，屋里总有点味儿。\n总结：仅仅是能当个地理位置不错，又便宜地方睡一觉，还想要别的，那趁早换个地儿吧', 'star': 1}
{'descr': '总体还行，房间有点小，毛巾有破洞，电视遥控有点失灵…只能说一般般吧…', 'star': 3}
{'descr': '性价比不错, 特价房房间较小，但是比较温馨。', 'star': 5}
{'descr': '从中山公园站出来得走15分钟左右吧，要是没有行李还可以。位于上海虹桥火车站和南京东路的中间点，如果是来玩儿的，交通还算是方便。房间不算大，但是这个价位的也算是不错的了。总体不错。', 'star': 5}
{'descr': '很喜欢,交通方便', 'star': 3}
{'descr': '还不错，挺实惠的。住了三个晚上，服务态度也不错。', 'star': 5}
{'descr': '实惠，在中山公园附近，离地铁站近。交通方便，旁边有乐购超市，买东西也方便。房间虽小，但是这个价格值了。', 'star': 5}
{'descr': '特意点的窗户朝里的房子 安静房间也不错 比如家类要好', 'star': 5}
{'descr': '特惠时间入住 性价比还是不错的 可是毛巾 浴巾破洞太多了 居然不更换 幸好我自带了 ', 'star': 5}
{'descr': '酒店性价比还是很高的，目前比开业时环境稍差，但其价格实惠，该有的都有，对于临时住宿要求不高的人还是值得选择的', 'star': 5}
{'descr': '房间很小，订的两间，其中一间味道很大！！！！！！', 'star': 1}
{'descr': '不大但是比较干净，新春特惠还不到100块，很划算', 'star': 3}
{'descr': '外环境还可以，里面有点破，但是这价格在上海还是很难找的，不错不错啦', 'star': 5}
{'descr': '房间有点小，有点压抑，不过99块钱，还不错啦', 'star': 3}
{'descr': '基本上挺好的 挺实惠  空间比较小 但还是网路电视  不过很不足的是  毛巾全身破洞的 洗浴间的 沐浴露啥的全是空的  虽然不是用来洗澡 但是 洗手还是不错的  叫前台加 叫了几次都没加  近马路 开窗的话 会嘈杂  幸好是冬天 不敢咋开窗   总的说还是不错的  ', 'star': 5}
{'descr': '定的是99元的大床房 虽说房间是小了点 但是床比较大 睡得舒服 挺干净的 性价比高', 'star': 5}
{'descr': '一般的商务酒店，但位置方便。方便去中山公园和延安西路地铁站。', 'star': 5}
{'descr': '物超所值，很方便的。就是房间有点小味道。', 'star': 5}
{'descr': '酒店功能齐全电视为网络电视赞一个', 'star': 3}
{'descr': '店面实在很小，环境一般。。。有点后悔没定汉庭', 'star': 1}
{'descr': '不错的商务旅行酒店 有些上海风格 比较务实 门面很小 但住着舒服 春节期间服务人员较少 但还是尽其可能在进出时与客人招呼 出入也比较方面 附近地铁 公交 沪朱等线路很多 附近餐馆也方便 会推荐朋友来住', 'star': 5}
{'descr': ' 酒店很好，物超所值。就是隔音很不好', 'star': 3}
{'descr': '1,w位置偏僻2，毛巾有破洞3，服务还可以', 'star': 1}
{'descr': '酒店设施不是很好，环境一般吧', 'star': 3}
{'descr': '这个宾馆真的很烂服务都很差，下次坚决不住了。', 'star': 3}
{'descr': '环境很好，很舒服', 'star': 3}
{'descr': '恩恩，真还不错，这价格这房间，性价比很高，就是隔音效果不是很好，位置不是很好找，多不错的呢！不错不错！', 'star': 5}
{'descr': '房价比较干净，交通非常便利，性价比高，就是隔音不是很好', 'star': 5}
{'descr': ' 酒店还不错，就是空调是坏的，比较蛋疼。', 'star': 3}
{'descr': '不知道是运气不好呢还是酒店实在让人很无语，竟然没热水，而且是一滴都没。2点入住时问前台，说半小时就有热水，结果到了晚上还没，又问，回答再过一小时有热水。一小时后还是没，再问，答最早要到明天中午才会有热水。\n彻底无语。。。。。。', 'star': 1}
{'descr': '房间比较小，网络老是不行，不知道是什么原因，不过价格实惠，性价比还不错。', 'star': 5}
{'descr': '经济实惠，不错', 'star': 3}
{'descr': '实惠，但有噪音', 'star': 3}
{'descr': '网速太差 房间一般 再也不住这里了', 'star': 3}
{'descr': '价格便宜。卫生也不错。。出去交通都很方便', 'star': 5}
{'descr': '蛮不错的。好评。就是窗户是内窗这一点不大爽，如果在网站上说清楚会更容易让人理解。', 'star': 3}
{'descr': '环境很好   房间也很舒适', 'star': 3}
{'descr': '干净卫生，有一张大床我很喜欢，简约的设计风格，时尚', 'star': 5}
{'descr': '不错干净卫生，特别设计的淋浴是玻璃结构，简洁时尚', 'star': 3}
{'descr': '干净舒适 整体还可以 有iptv可以点播 这点我很喜欢 服务也挺好 总之都还挺好的 物美价廉', 'star': 5}
{'descr': '距离长宁体操中心真的很近啊！\n总体不错，就是隔音不大好！', 'star': 5}
{'descr': '千万千万别住 定的是有窗的 结果第一次给了没窗的 我问价钱 还说是一样的价钱 后来换了有窗的 房间一股怪味道 床太小了 被单也是脏的。。。阿姨态度不错给换了 可是还是心里不舒服 如果不是因为第二天就走了 肯定住不下去的。。。', 'star': 1}
{'descr': '就是靠近高架桥。有点吵。不过环境还挺好的。', 'star': 5}
{'descr': '房间没有网上说的那么大，房间隔音效果不好。', 'star': 1}
{'descr': '空气混浊 很不舒服 反正晚上没睡好 隔音效果不好 外面很吵 空调效果也是几乎没有作用 电视根本看不清楚 而且换台一下子跳两下 ', 'star': 1}
{'descr': '电梯太小，太压抑', 'star': 3}
{'descr': '很小，东西陈旧，洗手盆漏水，浴室门也漏水的。不过前台管理很好，安全不错，晚上回酒店还被问哪个房间。。。', 'star': 1}
{'descr': '酒店位置一般，号称是豪华单间，但房间阴暗，面积也不大。实际上也就是一招待所的水平。', 'star': 1}
{'descr': '酒店不怎么样，和介绍的有差距', 'star': 3}
{'descr': '水床墊很舒服哦。离地鐵站也不算遠。不錯的酒店!', 'star': 3}
{'descr': '便宜，没别的，这个价格在那地方，已经不错了，经济实惠', 'star': 5}
{'descr': '交通方便，前台服务很热情，酒店设施虽有些老，但出差，路过，入住性价比还是比较高的！', 'star': 5}
{'descr': '不错，性价比非常高，已经不是第一次入住了', 'star': 5}
{'descr': '房间太小，位置并不好找，网速慢得要死，再不会去了', 'star': 1}
{'descr': '前台态度很不怎么样,,房间的床超级小..', 'star': 1}
{'descr': '豪华大床房的“水床垫”性能太差，沒办法入睡。', 'star': 1}
{'descr': '物有所值！服务态度很好，周边环境比较清幽~·', 'star': 5}
{'descr': '远离商业街 但离地铁站距离还好 交通算是便利 居住环境还好', 'star': 5}
{'descr': 'Mini的世界，有希腊风情的油画，特别温馨！', 'star': 5}
{'descr': '其他都挺好的，就是没有吹风机。早晨顶着一头刚洗完的头发，出门了。10月的风吹来，头着实有点疼。', 'star': 5}
{'descr': '床很整洁作为单纯睡觉可以了，前台服务很好，但是浴室沐浴露和洗发露没有及时补充让我觉得有点缺憾，总体来说还不错。因为靠近马路所以噪音有点大，隔音也不太好', 'star': 5}
{'descr': '距离地铁还要走15分钟，稍微有点远。房间比较小。', 'star': 5}
{'descr': '挺经济的~就是在房间和厕所是玻璃隔的。。洗澡都看的一清二楚。。', 'star': 5}
{'descr': '之前是汉庭管理还行现在就是小旅店，不推荐入住\n', 'star': 1}
{'descr': '都不错 位置比较合适 比较好找  房间挺大  就是隔音差点', 'star': 5}
{'descr': '小巧，设施全，干净，价格合适。服务人员也随和，在那住了几天，还是很满意的。', 'star': 5}
{'descr': '地段不错，出行很方便，房间不错，值得推荐，', 'star': 5}
{'descr': '电视很差，不搞就坏，希望改进！\n空调也不好控制方向，某些直接对床吹，不好！', 'star': 5}
{'descr': '还可以啊， 我订的时候好评是100%   到我评价的时候到了百分之五十几 不知为什么  我觉得还可以   可以向大家推荐     交通便利 地铁 公交都还算便利   旁边还有个大乐购超市。周围就餐也方便  可以啊     老板要找找原因哦    这种好评比率可不太有利哦', 'star': 5}
{'descr': '一句话吧，一分价格一分活，在上海住酒店，千万不能住便宜的 ', 'star': 1}
{'descr': '整体蛮干净的,就是枕头很黄,有血渍,房间比较小,这个价格在上海还算可以,WIFI不稳定,建议入住的朋友最好选有窗户的房间,因为我住的时候房间满了。住了没窗户的，很闷！', 'star': 1}
{'descr': '房间隔音效果很好，床很大很舒服，离地铁中山公园站很近，周边有两个大型商场，下次还住', 'star': 3}
{'descr': '酒店挺不错的 满舒服', 'star': 3}
{'descr': '房间内的和汉庭是一样的，听服务员说原来就是汉庭的房间，价格还是比汉庭要便宜的，上海的梅雨季节，很潮湿！', 'star': 5}
{'descr': '价格还算合理，比较干净，但房间是在太小，网速真的好慢！', 'star': 5}
{'descr': '   九点服务很好', 'star': 3}
{'descr': '房间小了点，其他都还不错，离地铁站还比较近', 'star': 5}
{'descr': '在上海性价比还行，挺卫生的，房间小了些，', 'star': 5}
{'descr': '双层玻璃隔音很好，唔，水龙头关水的时候有点纠结，其他都挺好的，除了网速实在是有点慢啊……', 'star': 5}
