{'descr': '只能临时居住，电梯都没有', 'star': 4}
{'descr': '该店靠近火车站，步行十几分钟可到火车站站前广场。酒店设施一般。大多数服务员及保安态度较好。', 'star': 5}
{'descr': '刚住下,今天因为公务员考试,到处都没房间,幸亏提前预定了.房间挺干净,很满意,不过早餐七点才供应,我明天六点多就要走,怎么吃早餐呢', 'star': 3}
{'descr': '刚住下,今天因为公务员考试,到处都没房间,幸亏提前预定了.房间挺干净,很满意,不过早餐七点才供应,我明天六点多就要走,怎么吃早餐呢', 'star': 3}
{'descr': '服务很好，最重要的是有早餐，很方便，下次一定再去', 'star': 5}
{'descr': '服务很好，最重要的是有早餐，很方便，下次一定再去', 'star': 5}
{'descr': '设备太陈旧 房间涂料都脱落了 不值得推荐', 'star': 1}
{'descr': '设备太陈旧 房间涂料都脱落了 不值得推荐', 'star': 1}
{'descr': '还行吧！服务态度不错，就是感觉环境有点乱', 'star': 3}
{'descr': '还行吧！服务态度不错，就是感觉环境有点乱', 'star': 3}
{'descr': '酒店环境还是不错的，离火车站打车只要10元，比较方便就是房间有点小', 'star': 5}
{'descr': '酒店环境还是不错的，离火车站打车只要10元，比较方便就是房间有点小', 'star': 5}
{'descr': '酒店的服务态度蛮好的。不过浴室没有挂塑料围帘，一洗澡，卫生间就都是水。建议改进。这也导致房间比较潮湿。', 'star': 5}
{'descr': '酒店的服务态度蛮好的。不过浴室没有挂塑料围帘，一洗澡，卫生间就都是水。建议改进。这也导致房间比较潮湿。', 'star': 5}
{'descr': '房间比较小，设备旧，但还干净~提供早餐种类不多，味道还不错，交通也挺方便', 'star': 5}
{'descr': '房间比较小，设备旧，但还干净~提供早餐种类不多，味道还不错，交通也挺方便', 'star': 5}
{'descr': '总体还可以。没有想象中好。不如同等价位的其他酒店', 'star': 1}
{'descr': '总体还可以。没有想象中好。不如同等价位的其他酒店', 'star': 1}
{'descr': '还不错 就是有点远', 'star': 3}
{'descr': '还不错 就是有点远', 'star': 3}
{'descr': '服务态度还行 就是窗外的景色不是很好 还有就是卫生间不是很整洁', 'star': 5}
{'descr': '服务态度还行 就是窗外的景色不是很好 还有就是卫生间不是很整洁', 'star': 5}
{'descr': '感谢，我很满意！', 'star': 3}
{'descr': '感谢，我很满意！', 'star': 3}
{'descr': '位置不错的酒店，到周边的景点可以做门口和对面的公交车即可到达，开车的朋友也有专门的停车场（就是比较小），早餐的花式不多，或许是过年店里值班的厨师的原因。比较适合到南京旅游的朋友入住。', 'star': 5}
{'descr': '位置不错的酒店，到周边的景点可以做门口和对面的公交车即可到达，开车的朋友也有专门的停车场（就是比较小），早餐的花式不多，或许是过年店里值班的厨师的原因。比较适合到南京旅游的朋友入住。', 'star': 5}
{'descr': '距离火车站近,交通便利,干净整洁,经济实惠,是旅行好住处.', 'star': 5}
{'descr': '距离火车站近,交通便利,干净整洁,经济实惠,是旅行好住处.', 'star': 5}
{'descr': '满意', 'star': 3}
{'descr': '满意', 'star': 3}
{'descr': '服务态度良好，安全，卫生，就是离那火车站有点远，不太好找', 'star': 5}
{'descr': '服务态度良好，安全，卫生，就是离那火车站有点远，不太好找', 'star': 5}
{'descr': '房间设施比较旧，服务很好', 'star': 3}
{'descr': '房间设施比较旧，服务很好', 'star': 3}
{'descr': '天啊！o(︶︿︶)o 唉~~~~~~~~~~~~~~~~', 'star': 1}
{'descr': '天啊！o(︶︿︶)o 唉~~~~~~~~~~~~~~~~', 'star': 1}
{'descr': '服务不错，环境一般。房间偏小,早饭比较简单。', 'star': 5}
{'descr': '服务不错，环境一般。房间偏小,早饭比较简单。', 'star': 5}
{'descr': '还行...................', 'star': 5}
{'descr': '还行...................', 'star': 5}
{'descr': '整体不错，性价比还是可以的！就是隔音效果不太好！', 'star': 5}
{'descr': '整体不错，性价比还是可以的！就是隔音效果不太好！', 'star': 5}
{'descr': '我昨晚住的是511房，其它的还好就是空调躁音太大，搞的一夜没怎么睡好！', 'star': 3}
{'descr': '我昨晚住的是511房，其它的还好就是空调躁音太大，搞的一夜没怎么睡好！', 'star': 3}
{'descr': '酒店环境舒适，交通便利，房间隔音效果较好，干净卫生，值得推荐！', 'star': 5}
{'descr': '酒店环境舒适，交通便利，房间隔音效果较好，干净卫生，值得推荐！', 'star': 5}
{'descr': '一般般，住起来感觉挺空旷的，离火车站不算远', 'star': 5}
{'descr': '一般般，住起来感觉挺空旷的，离火车站不算远', 'star': 5}
{'descr': '比较干净，服务也可以，住了几次了，就是离地铁站有点远。', 'star': 5}
{'descr': '比较干净，服务也可以，住了几次了，就是离地铁站有点远。', 'star': 5}
{'descr': '还不错，就是去火车站不太方便，虽然很近，却没有公交车，到地铁还要15分钟。', 'star': 5}
{'descr': '还不错，就是去火车站不太方便，虽然很近，却没有公交车，到地铁还要15分钟。', 'star': 5}
{'descr': '还可以，离车站近，但是感觉出来打车不好打。', 'star': 5}
{'descr': '还可以，离车站近，但是感觉出来打车不好打。', 'star': 5}
{'descr': '不错  很好   太整洁了    环境好', 'star': 5}
{'descr': '不错  很好   太整洁了    环境好', 'star': 5}
{'descr': '总体还是不错，就是价格稍高点了。酒店有点旧了', 'star': 5}
{'descr': '总体还是不错，就是价格稍高点了。酒店有点旧了', 'star': 5}
{'descr': '+环境很好\u3000卫生干净\u3000服务态度超好!还有早点\u3000很不错!', 'star': 5}
{'descr': '+环境很好\u3000卫生干净\u3000服务态度超好!还有早点\u3000很不错!', 'star': 5}
{'descr': '酒店设施陈旧,特别是空调配置差,噪音特别让人难受!总的来说除了地理位置配得上这个价格之外,其它的性价比都不高!', 'star': 5}
{'descr': '酒店设施陈旧,特别是空调配置差,噪音特别让人难受!总的来说除了地理位置配得上这个价格之外,其它的性价比都不高!', 'star': 5}
{'descr': '、房间卫生比较干净，离火站较近', 'star': 5}
{'descr': '、房间卫生比较干净，离火站较近', 'star': 5}
{'descr': '早参胎插hjjmfyjcbxdfhjnxdfgbxfg', 'star': 1}
{'descr': '早参胎插hjjmfyjcbxdfhjnxdfgbxfg', 'star': 1}
{'descr': '还可以吧！各方面都还好！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '还可以吧！各方面都还好！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '距离中央门汽车站还是有点远，打车10元钱，条件各方便还可以吧，因为第一次来，所以周围环境不清楚，没敢出去逛', 'star': 5}
{'descr': '距离中央门汽车站还是有点远，打车10元钱，条件各方便还可以吧，因为第一次来，所以周围环境不清楚，没敢出去逛', 'star': 5}
{'descr': '晚上如住后被安排在六楼，没有热水洗澡，总台告知水压不够等几分钟就来水，可一直没来，最后只能用冷水简单冲了一下！', 'star': 5}
{'descr': '普通的旅馆，没有什么特色，酒店也比较老。', 'star': 1}
{'descr': '大堂太小，会客没带身份证也进不去，在大堂会客连凳子也没得座！', 'star': 1}
{'descr': '设施旧了点，价格倒不算便宜。住嘛，还可以。交通马马虎虎。\r\n', 'star': 3}
{'descr': '可以', 'star': 5}
{'descr': '房间陈设太旧，卫生间没有沐浴房，洗澡差点滑倒。一般一般。', 'star': 1}
{'descr': '设施很旧，价钱不便宜，地理位置马马虎虎。只是住住没问题，但是总觉得不满意。', 'star': 1}
{'descr': '不错 住的是顶层 就是太热 其他还行                             ', 'star': 3}
{'descr': '+还可以，不错', 'star': 5}
{'descr': '房间的卫生设施都还不错，位置还行，服务还是挺好的，价格也很适中。整体看起来还不错。', 'star': 5}
{'descr': '卫生一般，房间小，灯很暗。服务也不怎么样，门口告示上的40元优惠券也不主动给，回头去问，才给。', 'star': 3}
{'descr': ' 很早就订的房间，结果给我留的是最差的房价，房间小的连卫生间都不会超过10个平方，床放的紧巴巴的，两侧的过道连一个人都走不过。晕，除了还算干净，大小真的和30的小旅馆差不多，实在失望，这样的房间，也叫大床房，也叫16平方左右。后来换到6楼，水不好，房间也就稍微大了一点，怕麻烦 就将就住下了，下次不会再去。怎么好意思把10个平方不到的小房间要148元。', 'star': 1}
{'descr': '卫生条件需要完善', 'star': 5}
{'descr': '房间宽敞舒适，服务热情周到，环境比较达标的一家连锁。', 'star': 5}
{'descr': '一般', 'star': 1}
{'descr': '前台很小.室内有蚊子但是酒店没有提供驱蚊设备这点不太好.周边交通不是很方便,去火车站和地铁都不是很方便需要打车过去,不过打车还挺方便的起步价.', 'star': 5}
{'descr': '床不错，但是没有中餐服务', 'star': 3}
{'descr': '一般，性价比一般', 'star': 3}
{'descr': '早餐一般', 'star': 1}
{'descr': '住着很舒服，环境也很好，交通也很方便，有机会一定会再次来住的。', 'star': 5}
{'descr': '下次还来', 'star': 3}
{'descr': '物有所值', 'star': 5}
{'descr': '无语。。。。', 'star': 1}
{'descr': '价位比较适中，连锁酒店性价比还是蛮高的，不过硬件设施一般当然也不能要求太高，比较是商务型酒店.总体感觉还不错.', 'star': 5}
{'descr': '床很舒服，不过，卫生间设施不太好，灯光也太暗，房间没有大窗只有气窗，味道很大，而且隔音太差，从晚上睡觉就一直有人入住开关门就没消停过，好不容易睡着了早上6点就一直有两个本地口音的女人在走廊大声说话直到8点（严重怀疑是服务人员），也没人提醒，如果不是太累实在爬不起来，估计我都要开门理论去了，酒店位置不太好，好像是正在拆迁的区域，从车站出来都没有出租愿意去，总之，下次不会再住。', 'star': 1}
{'descr': '除了交通有点不方便，别的都很好，前台的服务很热情', 'star': 5}
{'descr': '值得推荐', 'star': 5}
{'descr': '只适合睡几小时觉。。。。', 'star': 5}
{'descr': '房間內的燈光還滿暗的，淋浴的水有點小，其他部分都還不錯! 床很舒服!!\n早餐普普通通而已~~ 感覺東西有點少，可以再加強!', 'star': 5}
{'descr': '住了一次5楼，结果给告知不能洗澡，一直等到第二天早上8点才能洗澡，说是热水供应满足不了这么多旅客。\n第二天领了张餐劵去食堂吃早饭，结果什么东西都没有了，而且我觉得那一餐我顶多2块钱就能吃下来，总之非常不好！', 'star': 1}
{'descr': '还有他们所谓的特价房 是没有热水 不开发票  厕所味很大 不刷卡 不能网络预定', 'star': 3}
{'descr': '人间炼狱一样的旅馆 价格居然是178 加个电脑还是坏的另外加20 房间一股烟味 毛巾上有血渍 最可怕的是晚上洗澡根本就没有热水，零下2&#176;的天气叫我们用冷水洗澡，如此的快捷酒店实在是差，根本就没有服务员，所谓的服务员就是一个老头保安。我为金一村有这样的酒店感到汗颜', 'star': 1}
{'descr': '房间的卫生很一般，设施既简单有陈旧，服务也不好，态度很冷淡，也不专业，位置倒是不错，出行是很方便的', 'star': 3}
{'descr': '酒店的环境硬件设施都还不错，卫生服务也很达标，位置也很不错，价格也算是合理适中的。值得推荐入住的酒店。', 'star': 3}
{'descr': '地段有点偏，虽然离中央门比较近，倒是在5分钟步行范围内没有什么可以吃饭的地方，交通还是比较方便的，门口就有公交站台，但是整体楼内装修比较一般，虽然屋内装修还行', 'star': 5}
{'descr': '酒店的服务很不错，也挺干净的，房间里家具和用品的配备也不错，位置还可以，出租打车都还算方便。', 'star': 5}
