{'短评内容': '非常不错，经常入住', '短评打分': 5}
{'短评内容': '位置偏，网速够慢火车站打车去花30块，厕所马桶太温柔了；酒店服务太牵强，不能给叫出租车，问有没有公交公司电话，答曰：没有；问路也回答说：不清楚。从这个酒店凌晨5点打车到机场花了120，因为司机不给打表，实际车程才20多分钟。其实大巴已经有了的，只是顾客不熟此地段情况，酒店人员应当换位置为客户着想下的。\n总之，不推荐了。', '短评打分': 1}
{'短评内容': '还可以，挺干净的', '短评打分': 3}
{'短评内容': '好，干净卫生，价格便宜，交通方便，还可免费停车。这儿就是我在济南的家！', '短评打分': 5}
{'短评内容': '很不错哦 很喜欢 比较干净呢 呵呵 下次还要来   ', '短评打分': 5}
{'短评内容': '环境很好！服务不错！非常满意！', '短评打分': 3}
{'短评内容': '不错。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店各方面还是不错的。但有2点太让人不爽了。\n1.服务员一大早老叫门要不要打扫，人家都还在睡觉啊。。你积极打扫也中午边再来敲门问啊。。\n2.房间电视居然是摆设，不能看。。。\n还有房间隔音太差了，隔壁嘿咻叫声清晰啊', '短评打分': 5}
{'短评内容': '总体不错，干净卫生，服务不错，\n缺点：房间的隔音效果一般，并且房间内的网线比较短。', '短评打分': 5}
{'短评内容': '嗯，不错，……细细，', '短评打分': 3}
{'短评内容': '总体房间设施还不错，尤其是服务比较到位。不过，就是不是太靠近繁华地段。', '短评打分': 5}
{'短评内容': '酒店挺干净的 环境不错', '短评打分': 3}
{'短评内容': '很好  很安静  也很舒服~~~~~感觉不错', '短评打分': 5}
{'短评内容': '服务都还好，就是位置有点不好找。我从火车站下车，出租车司机竟然都不知道具体位置，害我打车花了30元，又找了朋友，才找到。', '短评打分': 5}
{'短评内容': '很好，位置离办事的地方也很近，住了银座的两个店总体感觉约强于那些号称全国门店数量最多的快捷酒店，到山东就支持银座', '短评打分': 5}
{'短评内容': '第二次入住了 ，性价比很高 依然很干净，服务态度不错!也很安静', '短评打分': 5}
{'短评内容': '很不错啊~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '很不错啊~~~~干净~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '＋条件很满意，要是能含早就好了', '短评打分': 3}
{'短评内容': '  非常好 推荐', '短评打分': 3}
{'短评内容': '很干净，服务不错。稍微有点吵，但不影响入睡', '短评打分': 5}
{'短评内容': '很不错的酒店 比较安静 交通也方便 推荐', '短评打分': 5}
{'短评内容': '很不错的宾馆，室内干净，安静。服务态度也很好。而且价格很便宜，超值！', '短评打分': 5}
{'短评内容': '性价比还行，就是交通不太方便，离高架环路太近', '短评打分': 5}
{'短评内容': '房间很好，打车的时候司机一般不知道这个酒店，因为银座在济南开了好几家店。', '短评打分': 5}
{'短评内容': '我们感觉都还好，就是房间有点小，交通不是很便利。', '短评打分': 5}
{'短评内容': '除了水不热，别的都很好，下次去还会去的，不错', '短评打分': 5}
{'短评内容': '房间很干净，服务也还可以，就是不好找，很多出租司机都不认识', '短评打分': 5}
{'短评内容': '房间不错 各方面都不错..下次还会过来的  价格也很便宜..', '短评打分': 5}
{'短评内容': '卫生很好 服务很热情 唯一就是位置比较不好找 很多出租车不认识', '短评打分': 5}
{'短评内容': '还不错，只不过位置有点偏。至于价格相比火车站周围这个价位就有点偏高了', '短评打分': 5}
{'短评内容': '环境还不错，离火车站比较远', '短评打分': 5}
{'短评内容': '环境很不错，房间性价比较高，就是觉得位置不太方便', '短评打分': 5}
{'短评内容': '很不错，服务态度很好。就是位置不是很好找，其他都可以\r\n', '短评打分': 5}
{'短评内容': '性价比很好，但是，位置不太好，出租车公交车都不大方便，去泉城广场还有直达的公交，但是别的地方就不行了。', '短评打分': 5}
{'短评内容': '前一段时间住过几天，感觉非常不错，性价比很高。十月七号又去济南出差，赶上济南在开全国糖酒会，结果128元的房间涨到了358元，实在是不地道，抢钱呢？！', '短评打分': 5}
{'短评内容': '  房间干净卫生', '短评打分': 5}
{'短评内容': '+酒店干净，离火车站较运。', '短评打分': 5}
{'短评内容': '+很不错,干净舒适', '短评打分': 5}
{'短评内容': '感觉还不错', '短评打分': 5}
{'短评内容': '   性价比是很高     原来打算在这里住4天的    可是地方太远。\r\n   总之值得推荐。\r\n   ', '短评打分': 5}
{'短评内容': '    虽然地理位置不是很好找  但是最后还是找到了 \n    酒店很安静   出门在外有个良好的睡眠是最重要的  这点不错', '短评打分': 3}
{'短评内容': '就是感觉那边买东西什么的不太方便，房间卫生，设施什么的，我感觉比汉庭要好，推荐', '短评打分': 5}
{'短评内容': '酒店的位置并不算偏，只是新开的缘故不太好找，当地出租车司机有些也不太清楚。但是酒店内部色调装饰很温馨，服务也不错，在网上预定的话性价比还是不错的', '短评打分': 5}
{'短评内容': '酒店的卫生还算好啊，但是网速实在太差，但是找人来修理了，说其他的房间没问题，他说可以换一间，但是总台不给换，郁闷坏了', '短评打分': 1}
{'短评内容': '房间不错，就是没有电吹风~~卫生设施什么的还不错', '短评打分': 5}
{'短评内容': '很干净，选择离闹事区远点的有助于休息~而且服务不错，宽带速度也很快', '短评打分': 5}
{'短评内容': '房间干净，离火车站有点远，3路车要做40多分钟，远离闹市换来清静', '短评打分': 3}
{'短评内容': '地方是偏了点，但是离火车站蛮近，周围有小吃的店，对面的刀削面太好吃了。说说住房条件吧，房间非常新，是刚开的旅馆，床单白的好像从来没用过似的，装修风格我也非常喜欢，一点也不亚于锦江之星。卫生间就更不用说了，洗手台非常干净，淋浴室的玻璃也都很干净，热水不是太热，我嫌麻烦也没跟服务员说。总之强力推荐！！是我住过最经济实惠干净的旅馆！', '短评打分': 5}
{'短评内容': '酒店的位置让我这半个济南人头疼了半天 本来我是半夜飞机到达的济南 然后就坐机场大巴到达济南市里的玉泉森信酒店（那里是大巴的终点） 然后就打车来这个酒店 但是连司机这个地道的济南人都不知道这个地方 酒店真的有点偏了 在达到这个酒店的途中我们看到了很多酒店 像7天 如家等 都比他离着火车站近 并且酒店周围到了晚上都没有便利店 很让人头疼！', '短评打分': 1}
{'短评内容': '干净.简洁.感觉舒适.', '短评打分': 5}
{'短评内容': '都不错 就是离车站闹市远了点，酒店对面几家小餐馆还不错！', '短评打分': 5}
{'短评内容': '还可以、 比较温馨 价位合适。位置不错，但是、服务态度一般', '短评打分': 5}
{'短评内容': '环境不错，卫生也很好，住在里面非常舒服，有种家的感觉', '短评打分': 5}
{'短评内容': '除了位置有点偏外,其他都不错.我从火车站出发,走了二十多分钟.后来才知道可以坐三路公车', '短评打分': 5}
{'短评内容': '酒店很好～服务也不错', '短评打分': 5}
{'短评内容': '虽然设施很简单，但是干净舒适，性价比很高，早餐也不错。推荐', '短评打分': 5}
{'短评内容': '8错', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': 'henhao', '短评打分': 3}
{'短评内容': '狠安静 挺干净 床挺软', '短评打分': 5}
{'短评内容': '不错，很好', '短评打分': 5}
{'短评内容': '连锁商务酒店价格划算', '短评打分': 5}
{'短评内容': '服务挺好   各方面都不错。', '短评打分': 5}
{'短评内容': '与一般的商务酒店差不多，没有太大的特色，旁边有大型的超市，比较方便，晚上还有一个小型的夜市，都可以逛逛', '短评打分': 5}
{'短评内容': '干净卫生，服务态度很不错。就是位置有点偏交通不是很便利，其它方面都是很好，下次来济南还会选择住这间酒店', '短评打分': 5}
{'短评内容': '总体不错、就是房间只有一把椅子不方便、网速好慢、、、', '短评打分': 3}
{'短评内容': '总体不错、就是大床间只有一把椅子比较不方便', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店环境优雅，服务周到，安全安静，有回家的感觉，只是地理位置有些偏', '短评打分': 5}
{'短评内容': '8错，后楼噪音有点大！', '短评打分': 5}
{'短评内容': '整体来说，算是一家很不错的连锁酒店了，特别是服务和舒适度而言，下次还会选择这家酒店，但是会考虑离火车站近的那家。呵呵', '短评打分': 5}
{'短评内容': '蛮好', '短评打分': 5}
{'短评内容': '非常卫生，是个很干净很舒服的旅馆。', '短评打分': 5}
{'短评内容': '还可以吧，地理位置有点偏', '短评打分': 5}
{'短评内容': '位置有点偏，但是房间很舒服，感觉挺大的。装修不错。性价比比较好。唯一的不满就是网速太慢了。。。。。', '短评打分': 5}
{'短评内容': '除了网速慢到要命以外，其它都挺不错的。', '短评打分': 5}
{'短评内容': '这个酒店的装修太好了，非常时尚和实用，卫生非常好，如果国内的商务酒店都是这种硬件设施的话就太 好了，就是位置偏了点，不过挺值得。对了，前台服务很一般。', '短评打分': 5}
{'短评内容': '物廉价美。我顶', '短评打分': 5}
{'短评内容': '不错的酒店，卫生间显得非常干净舒服。网速也够快。前台服务也好，毛巾每天都有换。就是洗澡热水不够热~', '短评打分': 5}
{'短评内容': '房间很温馨，也很干净，下次有机会还会入住', '短评打分': 3}
{'短评内容': '真的很不错，以后去山东还住银座佳驿', '短评打分': 5}
{'短评内容': '地理位置离著名的景点稍微有点远，不过交通还是比较便利的，酒店的服务态度很好，而且酒店的舒适性很好，里面的装修简约大方，总之很舒适，性价比比较高', '短评打分': 5}
{'短评内容': '很不错，就是位置有点偏，但是交通还是挺方便的', '短评打分': 5}
{'短评内容': '房间很温馨，而且很干净，感觉物有所值！下次还会住这家', '短评打分': 5}
{'短评内容': '如果不是开车去的话，位置有点偏，但是性价比还可以。', '短评打分': 5}
{'短评内容': '位置还算可以，在历山路北园路交叉口东边一点，就是好像不是很好找到，开车的话是个很好的经济型酒店作为很舒适的休息的地方。', '短评打分': 5}
{'短评内容': '地理位置很偏', '短评打分': 1}
{'短评内容': '很不错。就是位置远了一点。但从价格上来看，就算是打车来回都是很划算的。', '短评打分': 5}
{'短评内容': '性价比很好', '短评打分': 5}
{'短评内容': '很好很不错经常住~~~', '短评打分': 5}
{'短评内容': '性价比很好', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '非常不错的酒店。性价比很高。酒店房间宽敞，整洁，很温馨。床很舒服。前台服务也很好。下次还会选择这家酒店的。', '短评打分': 3}
{'短评内容': '性价比非常高的一家酒店。酒店整体装修十分温馨，前台服务人员也很热情，很耐心。室内非常干净。最喜欢的是这个酒店的床，很舒服，隔音效果也不错。总体来说非常满意。下次还会再选择这家酒店的。\r\n', '短评打分': 5}
{'短评内容': '性价比超高！我定的是98元/晚的大床房。', '短评打分': 5}
{'短评内容': '酒店环境较好比较舒服，性价比非常好。', '短评打分': 5}
{'短评内容': '年前住了两天 感觉相当不错 设施挺新 服务台小哥挺帅 态度也不错 印象很好 虽然入住时碰到一点小问题 但前台解决的方案很有诚意 唯一不足就是位置稍偏辟了点 下次还会去住！ ', '短评打分': 5}
{'短评内容': '没啥说的，就一个字---好！', '短评打分': 5}
{'短评内容': '比较好的选择 下次还住那里', '短评打分': 5}
{'短评内容': '交通还算挺方便的', '短评打分': 3}
{'短评内容': '性价比很高的一家酒店，赞一个。。。。', '短评打分': 5}
{'短评内容': '挺不错的', '短评打分': 3}
{'短评内容': '经济型酒店，我去的时候刚开业不久，设施很新，卫生条件很好。但是位置不太明显，但是车位很充足。', '短评打分': 5}
{'短评内容': '总体来说，不错', '短评打分': 5}
{'短评内容': '干净、卫生、新', '短评打分': 5}
{'短评内容': '挺不错', '短评打分': 5}
{'短评内容': '98元的价格堪比198的商务标准，非常合适', '短评打分': 5}
{'短评内容': '性价比很高的一家酒店，干净卫生舒适！美中不足的就是位置稍偏……', '短评打分': 5}
{'短评内容': '一般一般位置太差', '短评打分': 1}
{'短评内容': '感觉大床很舒服，就是位置稍微偏了一小点点。不错的，顶下', '短评打分': 5}
{'短评内容': '挺不错的 ', '短评打分': 3}
{'短评内容': '这家店是我住过的性价比最高的快捷酒店，服务不错，卫生和舒适度都非常好，美中不足的事位置偏了点，再就是她的空调温度恒定24度（冬季），不知道是所有房间都是还是偏巧就我住的那间是那样，但也还好，不是很影响，室内温度还是不错的，综合起来讲银座佳驿还是一家很不错的快捷酒店的，比七天、如家都要实惠，性价比很高。推荐！！！', '短评打分': 5}
{'短评内容': '我帮助朋友预订的，我们一起去的，环境很不错，价格很优惠，才98块', '短评打分': 3}
{'短评内容': '挺干净的环境，价钱很便宜，就是位置有点偏，大力推荐入住，床是1.8M的，很大，呵呵', '短评打分': 5}
{'短评内容': '位置比较偏，离市中心比较远，当时住的标间98元，非常便宜', '短评打分': 3}
{'短评内容': '房间的卫生和设施还不错,服务态度也挺好的,位置不是太好找,性价比挺不错的,还是比较好的酒店我感觉也是值得推荐的.', '短评打分': 3}
{'短评内容': '前台不是很专业，房间偏小了些，但是性价比还好吧', '短评打分': 1}
{'短评内容': '酒店的设施还算可以，服务也还行，不过位置一般，周边环境不好，污染比较严重，但是总体还算可以。', '短评打分': 3}
{'短评内容': '酒店的位置有点偏，但是交通很方便，内部的硬件设施配备也很完善，服务态度很不错。', '短评打分': 3}
{'短评内容': '很干净~~住起来很舒适~~~非常好的酒店', '短评打分': 5}
{'短评内容': '环境舒适 干净卫生 房间面积较大 灯光很好 位置稍微有点偏 但很安静 无法上网比较遗憾 ', '短评打分': 5}
{'短评内容': '交通很方便，BRT1、3号线从酒店门口经过。酒店热水很热，卫生很好，房间采光也是没的说。酒店设施很新，附近有统一银座，华联超市，而且饭店也不少，高中低档都有，总之很好就是了。', '短评打分': 5}
{'短评内容': '性价比高 干净 服务热情', '短评打分': 5}
{'短评内容': '非常不错，性价比很高。唯一的缺点就是位置不好，有点偏了。总之，很推荐', '短评打分': 5}
{'短评内容': '性价比不错 比起北园别的门店要便宜许多 但是设施很好 比周围其他的酒店都好  很满意 很不错 保持保持 下次还去 ', '短评打分': 5}
{'短评内容': '还可以！不错', '短评打分': 5}
{'短评内容': '除了不太好找以外，其他都蛮好的，只是屋内没有地毯，走廊有', '短评打分': 5}
{'短评内容': '酒店房间很干净，很宽敞，就是电视有的台不清楚，其他的都很满意', '短评打分': 5}
{'短评内容': '很好！', '短评打分': 5}
{'短评内容': '性价比 可以', '短评打分': 5}
{'短评内容': '干净卫生，舒适。价格还行。BRT1 和 BRT 3经过。', '短评打分': 5}
{'短评内容': '性价比 可以', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
