{'descr': '房间大，干净，视野开阔，总台服务和早餐很一般', 'star': 5}
{'descr': '1.前台的服务员态度极其热情，有问必答，有求必应。\n2.房间很大，很敞亮，窗外就是外滩，海景房啊！~\n3.楼层服务员态度特别号，很亲切。\n4.早餐很好吃，很丰富。\n5.整个酒店（包括房间）很干净明亮。', 'star': 5}
{'descr': ' 环境很好！', 'star': 3}
{'descr': '交通便利，就在外滩边上，下次还会去住。', 'star': 3}
{'descr': ' 不错', 'star': 3}
{'descr': '地理位置很便利,景色不错,但早餐一般,家具较陈旧,尚可', 'star': 5}
{'descr': '酒店地理位置非常不错，房间也很大，整体感觉很舒服！推荐！', 'star': 5}
{'descr': '地理位置、房间设施都非常不错的一家酒店。对面就是外滩公园，周围饭店商铺挺多的，离商场圈也挺近的。早餐样式不太多，但味道还可以。客人需要注意是的卫生间内的洗漱用品基本上都是需要消费的，牙刷那个套装也是要五元钱的，所以如果不想花这个钱最好自己带好。另外提个意见，电梯里的红毯太破旧了，和整体大方整洁的格调太不搭配，最好能换一下。', 'star': 5}
{'descr': '房间很大，位置很好，服务一般，晚上打客房服务中心电话一直无人接。\n\n不过，这个价格，这个位置，还是无可替代的，早餐特别一般，不如如家的10元早餐。\n\n屋子里的陈设比较老套，虽然是液晶电视，但是家具什么的都很一般。\n\n综合来看，家人都很喜欢，毕竟住着还可以，窗外就是海河外滩公园，其他的可以忽略。', 'star': 5}
{'descr': '服务很差，床单有一些酱油污渍，就强行索要50元洗涤费，后来只能报警，才得以解决。建议大家不要去，床单弄脏就会被黑钱！！', 'star': 1}
{'descr': '这家酒店的设施就比较旧了，没有中央热水，用的是电热水器，当然，水压不稳也就在所难免的咯。地板是木地板的，只是相当陈旧了...不看也就罢了~~\n唯一值得推荐的就是窗户面向外滩（入住时要知道，不是所有的房间都对着外滩的，记得向前台提要求哦），晚上的夜景还是值得欣赏的。', 'star': 5}
{'descr': '比较干净，但是隔音设施不好，早定只送一个人的，不过周围环境还可以，紧邻外滩。', 'star': 5}
{'descr': '窗外景色不错 问题是蚊子太多了  去广场也方便 总的来说还可以吧', 'star': 5}
{'descr': '房间很大，床也很舒服，早饭也很好。总之很满意的说', 'star': 5}
{'descr': '我给朋友订的，朋友住后反馈给我的意见是，设施还是不全，希望房间里配备一个吹风机，以便浴后将头吹干，当晚洗的小件衣物可以将其吹干。', 'star': 5}
{'descr': '酒店装修比较陈旧，由于提供棋牌室，所以有点小吵。\n房间没有书桌，也没有无线宽带。早餐也非常简单，几乎没有什么可吃。\n个人感觉性价比远不及经济连锁酒店。', 'star': 1}
{'descr': ',我们入住的是能看见外滩的房间，景色不错，卫生间的条件不错，比网上点评的要好。', 'star': 3}
{'descr': '\u3000\u3000\u3000环境不错', 'star': 3}
{'descr': '房间够大，还算可以，但早餐太简单了', 'star': 3}
{'descr': '酒店的房间的床有些硬，卫生间内已使用一次性洗浴套装。但是原来的洗发水和沐浴露的盒子还在淋浴的喷头下面，未拆除一按盖子都飞了起来。里面的沐浴露是臭的，洗发水都是水。后来打到酒店前台才知道改用了一次性洗浴的套装。既然不用原来的洗浴用品了就别在喷头底下了，这样给住客的感觉不好。早餐比起去年入住的品种还要少，去年我入住的时候还有西瓜。我看到网上的酒店回复其他客人点评时说把早餐的品种丰富了，才又选择了这家酒', 'star': 1}
{'descr': '景色好，服务较好，性价比不错，购物及交通便利。', 'star': 5}
{'descr': '非常好', 'star': 3}
{'descr': '房间太小，不配蚊香很不好，没啥太可取的地方，价钱还算便宜吧', 'star': 1}
{'descr': '交通及购物方便，早餐有待丰富。', 'star': 3}
{'descr': '房间够大，很舒服，但卫生间有些味，不过酒店位置优越，处在外滩，这是最大的优点，总之值得一住。', 'star': 3}
{'descr': '还不错   位置好   房间大   下回还能住', 'star': 5}
{'descr': '交通及购物非常便利，服务较好，房型方正，早餐有待改进。', 'star': 3}
{'descr': '一进屋，有味道，估计是卫生间出来的。\n房间蛮大，服务一般。早餐也很一般。\n好在地点方便，就在外滩。', 'star': 1}
{'descr': '房间出奇的大,标准间内是两张标准大小的双人床,住的很舒服.服务也比较满意.\n唯一一点不足的是早餐的质量不太好,可选性不多而且补充不及时.', 'star': 5}
{'descr': '不错，房间很宽敞，可以直接看到外滩，不贵，登记也很快。', 'star': 3}
{'descr': '这次是14楼的房间，晚上有噪音呀，是不是顶楼的制冷系统呀？\n一进房间，味道特别大，估计是卫生间出来的味道。\n服务态度也是很一般呀！', 'star': 1}
{'descr': '房间有味道。晚上有噪音。也涨价了！\n早餐比以前好一点点！\n就是地里位置好，近公司班车站，不然不会选。', 'star': 1}
{'descr': '房间挺大，床也不错，只是设施有点儿老，但总体来说性价比还是很不错的。', 'star': 5}
{'descr': '性价比还可以，在外滩公园边上。不满意的是房间卫生做得很粗糙，希望酒店改进。', 'star': 5}
{'descr': '位置、价格不错，硬件还是可以提高点。就是早餐太差了点，服务员说提供的只是早点。', 'star': 5}
{'descr': '交通很便捷，环境也不错，离极地海世界、步行街、洋货市场非常近', 'star': 5}
{'descr': '非常满意', 'star': 3}
{'descr': '地理位置不错，交通方便，价格适中，房间设施不错。', 'star': 5}
{'descr': '位置很好，在塘沽外滩口，风景好，交通、购物、观光都方便。', 'star': 5}
{'descr': '酒店房间设施和装修有些陈旧，但空间很大，服务人员也很周到，重要的是交通便利，去洋货市场、极地海洋馆、吃海鲜等地方，打车都是8元就能到', 'star': 5}
{'descr': '早餐种类很少，房间装修简陋,房间内电器插座太少，手机充电还要到卫生间.......', 'star': 1}
{'descr': '还可以', 'star': 3}
{'descr': '酒店位置不错，靠近外滩，环境也很好，就是隔音稍差', 'star': 5}
{'descr': '很好的酒店 装修很别致 空间也很大 赞一个', 'star': 3}
{'descr': '地点不错，对着外滩，房间很大，网线够长可以拉到床边。', 'star': 3}
{'descr': '服务有待提高，早餐种类少的可怜。房间没有办公桌。', 'star': 1}
{'descr': '已经是第二次入住了，大圆床很舒服，就是前台服务态度不好', 'star': 3}
{'descr': '房间景观很好，不过，空调有些问题，温度不够', 'star': 3}
{'descr': '酒店内部设施不错～挺卫生的，离外滩公园好近的哦～', 'star': 5}
{'descr': '酒店整体设施不错，很干净，住起来很舒服，性价比很不错…好评！', 'star': 3}
{'descr': '相当不错的圆床，超级大，地方超级大。。。。。。。。。。。', 'star': 5}
{'descr': '太烂了，脏乱差，位置也不好 停车场也小，', 'star': 1}
{'descr': '就在外滩边上，离海洋馆非常近\n\n房间不错  但是不隔音\n\n想要住的私密安静一点的  不推荐住这儿', 'star': 5}
{'descr': ' 房间干净，靠马路的房间需要加强隔音', 'star': 3}
{'descr': '一般', 'star': 3}
{'descr': '位置很好，靠近外滩和步行街。\n屋里很暖和，很宽敞。\n早点一般~', 'star': 5}
{'descr': '地理位置很好，方便。早餐较差，前台服务态度一般般。有待改进！', 'star': 5}
{'descr': '离外滩很近很好，下次还是会去那里！希望服务再完善一些', 'star': 5}
{'descr': '能看外滩全貌，房间也很宽畅，就是屋里酶味太重，家居也该换了。', 'star': 3}
{'descr': '很暖和，这次好像感觉比以前来屋里的环境好些了！\n', 'star': 5}
{'descr': '洒店位置很好,房间温度很好,购物很方便.', 'star': 3}
{'descr': '环境不错的就是卫生间装修比较简陋还有电视小些房间很大的，有两个前台的服务不是太好，主要就是酒店的位置特别好就在外滩门口，价格也是可以接受。', 'star': 5}
{'descr': '房间里的家俱摆设毫无风格可言，拼凑感，让人很失望。', 'star': 1}
{'descr': '一个所有同事都不愿再次入住的酒店。很低廉的酒店所共有的特性，卫生间反味儿，家具陈旧。', 'star': 1}
{'descr': '房间空旷的感觉，与陈旧的家具的感觉，反差很大。', 'star': 1}
{'descr': '酒店下水有问题，卫生间反味儿。家具老旧。', 'star': 1}
{'descr': '不错,房间很大', 'star': 3}
{'descr': '感觉酒店不是特别正规,虽然服务感觉挺像自家人的.到了酒店发现圆床的房间很大,而且一定是冲着海河(外滩公园)的,相比较之下觉得床好小(其实后来发现已经够大了).\n一开始的时候房间里没有网线,电话是坏的,不过提出之后改进的速度很快.后来发现没有吹风机跟服务员说,竟然会抱怨没有早点告诉她这样就可以一起拿上来.如果有专业素养的话应该不会这样的.\n空调的声音有点大,厕所有点小(热水是电热水器的,这倒是没什么', 'star': 5}
{'descr': '很差很差，房间设备极其破旧，卫生设施简陋肮脏，还不及如家客栈、锦江之星，我住了一天就吓跑了。', 'star': 1}
{'descr': '虽然有点潮味，但是很喜欢这家酒店，特别方便。还在海边', 'star': 5}
{'descr': '很好，窗外就是海河外滩。视野好。房间挺大。圆床有点意思。', 'star': 5}
{'descr': '酒店位置不错，房间挺大，卫生不错。离商业街很近，购物方便。床有点硬。', 'star': 5}
{'descr': '房间很大，干净明亮。服务态度一般，但物有所值。', 'star': 5}
{'descr': '相对经济型酒店而言，其设施及服务应是蛮不错的了。', 'star': 5}
{'descr': '总体不错的酒店，性价比还行吧，下次来还值得考虑入住', 'star': 5}
{'descr': '感觉不错，房间大，位置好。', 'star': 3}
{'descr': '在这住了好几次了~ 感觉很好~ 同位置同价位的首选~', 'star': 5}
{'descr': '预定了两个房间是一样的，安排入住的房间有一间很小，连个电脑桌也放不下，反应以后酒店那边给更换了房间。', 'star': 3}
{'descr': '每个房间设施都不一样 有的竟然没有让人休息的椅子 就只有一张大床 来客人咋么办？', 'star': 1}
{'descr': '床太硬', 'star': 3}
{'descr': '桔子酒店不是第一次去了，很方便,下次还要去', 'star': 5}
{'descr': '位置是外滩最好的一个酒店了吧，价位也正合适，不过没住到对着海河的那面，房间足够大', 'star': 1}
{'descr': '给同事定的，同事感觉挺好的！圆床房感觉还不错！', 'star': 3}
{'descr': '位置是外滩最好的一个酒店了吧，价位也正合适，不过没住到对着海河的那面，房间足够大，隔音效果不好，总的来说还可以吧 ', 'star': 3}
{'descr': '这里的环境很不错 ，晚上看夜景实在是 好地方。早点很温馨！！', 'star': 3}
{'descr': '外滩附近，购物，逛街都很方便，服务还是有待提高，住过酒店的都说服务需提高些，住过好几次了，前台还是一样', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '除了早餐没什么之外，其他都还可以。总体感觉不错。', 'star': 5}
{'descr': '位置是外滩最好的一个了吧，不过没住到对着海河的那面，房间足够大，隔音效果不好，总的来说还可以吧', 'star': 5}
{'descr': '硬件还是不错，不过管理需要加强。而且白天下面的道路有点吵。', 'star': 3}
{'descr': '第二次住了，感觉挺好的！圆床房感觉还不错！', 'star': 5}
{'descr': '不错就是早餐简单点', 'star': 5}
{'descr': '前台服务一般，餐厅和客房还可以，感觉沙发不太干净，设施不是很新，豪华圆床房的床舒适度很好。', 'star': 5}
{'descr': '1,一进房间，便闻到房间内有一股下水道的恶臭，后来发现卫生间的地漏是用一小块透明胶盖住，估计是没有U型管导致下水道臭气充塞了整个房间，打开窗也散不去。\r\n2，房间很小，床尾离电视柜大约30cm，电视很低，在床上看电视就被自己的脚挡住了。窗户也很小很矮，在房间往外看就像在碉堡里面往外看一样。\r\n3，卫生极差，床单毛巾被铺都不干净，很旧，很粘粘的，好像没洗过。\r\n4，最后是，服务质量极差，服务员态度恶', 'star': 1}
{'descr': '位置不错，交通便利，风景也好，很有性价比的酒店', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '房间很大，对面就是外滩，太近了！环境确实很好', 'star': 5}
{'descr': '住的还可以，风景很好，条件很不错，很舒服', 'star': 3}
{'descr': '性价比很好哦~下次去天津还会入住鸿福外滩酒店！', 'star': 5}
{'descr': '总体来讲不错！~位置挺好 服务也可以 早餐一直没吃过', 'star': 3}
{'descr': '位置非常不错，服务业很好！就是床稍微硬了点别的都很满意的！~打算下次还去这个酒店！', 'star': 5}
{'descr': '总体感觉还成，位置很好，交通很方便，价格合理，', 'star': 5}
{'descr': '朋友来开发区一直订这家酒店,其他的都不错，就是同价位的房间有时候面积差很多.如果只一间房的时候还好,开一个以上房间的时候，两间房的大小经常不一样,搞的朋友有点不开心.', 'star': 3}
{'descr': '188的单人房 是180*200的大床 很大的窗户 可惜不是正对着海河外滩。。屋子很大 网速不错 住的1110 中央空调 屋内的自主调节 赠了早餐也还不错 酒店餐厅价格适中 但是没有尝  酒店看上去很豪华 性价比很高 位置也非常好 推荐！', 'star': 5}
{'descr': '住在14楼窗外风景很好！圆床很不错！硬件设施也还算可以！ 性价比很高！', 'star': 5}
{'descr': '+房间可以，就是今天早餐主食面点都是甜的。', 'star': 5}
{'descr': '总体来讲酒店还凑合，但是，让人很费解的是房间里竟然没有桌子和凳子。询问服务员，答案是酒店几乎就是没有。所以住了三天，我天天趴在一个很小的床头柜上办公，累的很！', 'star': 1}
{'descr': '性价比很好，位置也不错，出门就是外滩公园，离解放路步行街也不远。房间很干净。算是自家旅游出行一个比较经济实惠的选择。', 'star': 3}
{'descr': '性价比很好，位置也不错，出门就是外滩公园，离解放路步行街也不远。房间很干净。算是自家旅游出行一个比较经济实惠的选择。', 'star': 5}
{'descr': '位置还不错，面对外滩公园。就是玻璃不干净。房间高度不行。', 'star': 5}
{'descr': '这间还好，大床房，父母住着挺满意，加个椅子或凳子都没有，我看是嫌太麻烦吧？枕头太软，下次建议自带。', 'star': 3}
{'descr': '这次太让我们失望：房间小的进门就是床（距离2米）卫生间有异味（据说是园景房，不是花园、公园，是看到小区的楼顶、停车场），请求加个枕头还被拒绝！7025，倒霉到家了，想要调换被告之‘没房了’，可酒店清洁员说还有空房并让我们参观。偶见电梯对面的同样标间同时住进四个游客，加被等要求均满足，下次大家也这样，定一个标间，集体住宿得了。旅游旺季也不能这么操作啊，想想你们刚开业时的热情，没有顾客的支持能火成这样', 'star': 5}
{'descr': '+房间干净，面积也不小，热水很好，总之是一家不错的酒店。', 'star': 5}
{'descr': '酒店的房间挺大，大床睡着不舒服，服务也不怎么样，早点太单调。', 'star': 5}
{'descr': '酒店位置确实不错。就是建议酒店老板把服务搞上去。从早餐到卫生等。', 'star': 3}
{'descr': '地理位置相当好，方便。服务很一般。早餐很差。卫生很一般', 'star': 3}
{'descr': '经济型酒店的不错选择。地段较好，出入方便。只是前台（包括餐饮部）的服务意识较差。', 'star': 3}
{'descr': '位置很好。早餐较差，以前还有煎蛋，现在只有煮蛋了。服务也很一般。', 'star': 5}
{'descr': '这是我们来塘沽的唯一选择的酒店，谢谢所有的服务人员。', 'star': 5}
{'descr': '酒店位置正在外滩公园门口,晚上散散步挺好.周边吃饭购物也方便.', 'star': 5}
{'descr': '外滩酒店的房间非常大，而且有两张1.5米的大床，全景的大窗，住起来非常宽敞舒适，而且房间隔音效果比较好，地理位置非常优越，是一家值得推荐的酒店！', 'star': 5}
{'descr': '纱窗是坏的，换了一间还是坏的。卫生差，床头桌上有脏东西。卫生员态度差。', 'star': 5}
{'descr': '挺便宜', 'star': 5}
{'descr': '酒店可以看到海,应该是一个不错的酒店,价格也不高,酒店装潢也还可以.', 'star': 5}
{'descr': '环境确实不错，从窗内观景美，卫生间有异味，早餐券按床提供，大床也是一份，加一份需付10元。', 'star': 5}
{'descr': '很好，位置很好，晚上外滩公园很漂亮，还有两瓶免费青岛', 'star': 5}
{'descr': '+还好，', 'star': 5}
{'descr': '房间挺大、干净，但前台接待显冷！', 'star': 5}
{'descr': '房间内有一股下水道的恶臭，始终不散。连换两间房都如此，今天还得换。', 'star': 5}
{'descr': ' 房间宽敞，格局陈设独特，有一两面环绕的大窗户。采光很好！', 'star': 5}
{'descr': '如果是来塘沽游玩，这里真的非常不错，交通非常便利，外滩公园就在旁边', 'star': 5}
{'descr': '没有住到靠外滩的一侧，不过房间比较大，比较满意。', 'star': 5}
{'descr': '停车位紧张，不好停车', 'star': 5}
{'descr': '很好，下次还会住这里。', 'star': 5}
{'descr': '酒店特别的不错，位置好，房间大、舒适。所以特别推荐客人入住。 \r\n', 'star': 3}
{'descr': '酒店特别的不错，位置好，房间大、舒适。前台态度不太好，但是和酒店价格比起来微不足道，所以特别推荐客人入住。 \r\n', 'star': 3}
{'descr': '前台服务能再热情些最好，在外滩边上，晚上风景很好', 'star': 5}
{'descr': '这家挺好的。物美价廉算是。这家挺好的。物美价廉算是。这家挺好的。物美价廉算是。这家挺好的。物美价廉算是。这家挺好的。物美价廉算是。这家挺好的。物美价廉算是。这家挺好的。物美价廉算是。这家挺好的。物美价廉算是。这家挺好的。物美价廉算是。这家挺好的。物美价廉算是。这家挺好的。物美价廉算是。这家挺好的。物美价廉算是。这家挺好的。物美价廉算是。', 'star': 3}
{'descr': '酒店特别的不错，位置好，房间大、舒适。虽然早餐品种少，但是和酒店价格比起来微不足道，所以特别推荐客人入住。', 'star': 5}
{'descr': '说实话，鸿福外滩各方面真得都很不错，就有两个美中不足：一，床真的很不舒服，可能是住店的男男女女们太多了吧，床品的使用率太高了，床中间的的弹簧有些软，睡着有些累！建意酒店及时更新或修复一下。二，停车是个问题，好停不好走，真是急死人，那里有串糖葫芦式停车场的！我们愣是两个小时没走了，我晕死了。', 'star': 5}
{'descr': '位置超好，出门就是海河外滩公园。对面就是商业街，旁边就是长途汽车站，空调613路40分钟左右一趟，5元直达天津市区劝业场，交通很方便。打车到火车站不过6公里，到洋货市场也就8元基价。房间也很大，标准间面朝海河外滩公园，风景很美。早餐10元，品种很少。', 'star': 3}
{'descr': '很好的酒店 服务还可以 就是早点稍微再好点儿就行了 哈哈', 'star': 5}
{'descr': '我很喜欢这个酒店 晚上可以透过窗子看到外滩的美景 服务也很好', 'star': 5}
{'descr': '本酒店位置好，服务，卫生，性价比均可，但设施比较差：我住14楼2天，电梯坏了2次（27号下午--28号中午），住宿卡2次进不去门（27号下午，28号上午）！电视总坏！28号下午故障，问其原因，被告知是天津电视台原因！28号晚至29号上午我离店电视第二次故障一直未修好！', 'star': 5}
{'descr': '酒店位置相当好，不过服务水平不高。早餐品种比较少。', 'star': 5}
{'descr': '这家酒店在外滩旁边，交通非常便利，房间很大，总体感觉很超值。', 'star': 5}
{'descr': '这家酒店第一：位置绝佳。紧邻海河外滩公园，海河风景尽收眼底。过马路就是中心商业街，购物吃饭都很方便。第二：交通便利。距洋货市场打车也就一个基价。酒店大门外的长途汽车站内，就有塘沽至劝业场的空调613路公交车，车票5元，40分钟左右一趟，一天7趟，去天津市区方便至极。酒店房间和床都很大。', 'star': 5}
{'descr': '房间宽敞，位置超好，价格适中。', 'star': 5}
{'descr': '服务员的服务水平差啊', 'star': 3}
{'descr': '服务员的服务水平差啊', 'star': 1}
{'descr': '服务员的服务水平差啊', 'star': 3}
{'descr': '早餐服务态度一般。室内超级宽敞，只是没有吹风机。床也够大。不到200块，总体很好了。', 'star': 5}
{'descr': '绝对是离外滩最近的酒店，应该也是附近最好的酒店吧。房间很大，浴室很大，装修很普通很一般', 'star': 5}
{'descr': '房间不小~设施比较新~就是灯光太少~推荐', 'star': 5}
{'descr': '位置相当好，临水，不错。楼下餐厅也不错', 'star': 5}
{'descr': '外观不佳，里面还蛮好', 'star': 5}
{'descr': '酒店的位置非常好，交通便利，附近风景有外滩，距离商业金街很近。酒店设施还好，楼层地毯很柔软，踩上去很舒服。房间里也不错，很大很敞亮，有木地板，很舒服。最喜欢房间内的大床，1.8*2.0米，很大很舒服，两人带个孩子睡也没问题，我住的房窗外是居民区，看不到风景，有点遗憾。不过到挺安静的。另外酒店的宣传图片里有加长脚凳，就是两米的大个子也能睡的那种床前长凳，实际没有，容易误会。桌前小凳，可能是损坏了，竟', 'star': 5}
{'descr': '早餐还好吧', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '位置很好，出行购物都很方便，不过前台服务态度真的很差劲，总的说还不错。', 'star': 3}
{'descr': '位置很好，出行购物都很方便，不过前台服务态度真的很差劲，总的说还不错。', 'star': 5}
{'descr': '位置很好，出行购物都很方便，不过前台服务态度真的很差劲，总的说还不错。', 'star': 3}
{'descr': '位置非常好。服务较好。早餐很一般，有时没到点就没 有了。', 'star': 5}
{'descr': '房间宽敞，很舒适，就是空调不太好用。', 'star': 3}
{'descr': '房间很宽敞，我住的是圆床房。还不错。就是前台服务员比较冷酷，和大家的感觉一样，哈哈。', 'star': 5}
{'descr': '位置，服务，设施，舒适度都很好，不好的地方是，那么大的卫生间，不弄个浴缸浪费了。还有沙发不错，就是有点脏啊。', 'star': 5}
{'descr': '酒店位置没的说，相当不错~~过个小马路就是外滩公园，走十几分钟就是洋货市场~~窗外就能看见外滩，景色不错~就是屋内的设备有的有点不灵光，不过服务员来的速度的还是相当快的，服务也不错~', 'star': 3}
{'descr': '房间很宽敞，舒适。', 'star': 5}
{'descr': '位置非常的便利，过个马路就到外滩公园，走个一刻钟就到洋货市场，非常的方便，就是酒店设施有点微微不灵光，不过服务员来的速度还是蛮快的~~服务也不错~~', 'star': 5}
{'descr': '前台美女脸色不大好哦。。', 'star': 5}
{'descr': '酒店不错,值得住,下次再来.', 'star': 5}
{'descr': '服务员很热情,表明带小孩希望房间大一些,马上给出一间两张1.5米床的看海大房.交通便利,周遍的大型超市和餐厅都一应俱全,附近还有加油站,比北京油价便宜.我们喜欢这里,这里是我们来塘沽渡假的首选之地,谢谢前台及房间清洁员!', 'star': 5}
{'descr': '酒店的位置不错，餐饮也还可以', 'star': 5}
{'descr': '地理位置很好，紧邻外滩公园，就是停车位较少。房间很大、很舒适，入住的第二天还赶上有对新人结婚，很热闹，下次去天津还会选择', 'star': 5}
{'descr': '不错 ', 'star': 5}
{'descr': '整体非常满意', 'star': 5}
{'descr': '位置非常好。早餐一般！经常都没有菜了！', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '位置的确如其他住友介绍的一流，但服务上需要改进的地方太多了。不能为客人提供哪怕是简单的旅游目的地的推荐，前台连酒店自身的地理位置都不能给客人介绍清楚。', 'star': 5}
{'descr': '住的单人房，实际上是大床，可以住两人，房间也比较大，前台的服务实在是一般。地理位置很不错，就在外滩旁边。', 'star': 5}
{'descr': '位置很好，就在外滩公园边上，房间较大', 'star': 5}
{'descr': '床垫很差,不舒服!卫生不好,没椅子.', 'star': 3}
{'descr': '刚刚 评论过了很不错的 酒店！超值', 'star': 3}
{'descr': '酒店的整体环境有点差', 'star': 1}
{'descr': '房间是大,可惜硬件较差,床垫里的弹簧躺在上面都能感觉到个个凸起,极为不舒服,把被子铺一半盖一半才勉强睡着;毛巾感觉也很不干净,有一条上甚至还有头发在上面;208的大床房里连把椅子都没有,电脑只能放在电视柜上坐地上上网;14楼水龙头的水象在挤水,接一壶想烧开水竟然接了将近三分钟才接满;来游玩的位置还算不错,就在外滩公园旁边,来商务的就另外找地方吧!一到休息过节之类的想出去打车都很难打到,拥挤嘈杂不堪', 'star': 1}
{'descr': '不得不说的是这家酒店的位置超一流，推窗真的是可以看见海河和外滩公园啊！！景色超靓，而且单人房的空间无比巨大，无比舒服。不过可以看见景色的代价是马路的噪音比较大……早餐相当一般。服务仍然有待改进，服务员不是很熟练。如果不稀罕美丽的景色的话，住在不远的汉庭也许可以得到更好和更标准的服务。', 'star': 5}
{'descr': '果然跟传说的一样，硬件非常好，软件非常差。。。。', 'star': 5}
{'descr': '就在海河附近，条件也不错，服务态度不错', 'star': 5}
{'descr': '能不能在推出无早餐的158的房间啊？', 'star': 3}
{'descr': '没有158的房间了，挺可惜的。', 'star': 3}
{'descr': '酒店不错，房间面积很大。还可以看见外滩。', 'star': 5}
{'descr': '房间很大，位置不错...', 'star': 5}
{'descr': '卫生设施位置都不错。。住过很多次了\r\n新改的价格和新设置的早餐自助餐比较差强人意。。。\r\n服务态度不好。。说早餐按实际人数配送，结果只送了一个。太差劲！', 'star': 3}
{'descr': '不错，服务很好，夜景很美', 'star': 3}
{'descr': '不错就好像在海上的酒店，但是很难订到离外滩近的客房', 'star': 5}
{'descr': '卫生设施位置都不错。。住过很多次了，，可是优惠太少，，新改的价格和新设置的早餐自助餐比较差强人意。。。服务态度一般。。前台服务员不会灵活处事。', 'star': 5}
{'descr': '地段好,服务和硬件设施需要提高.停车困难.', 'star': 1}
{'descr': '硬件措施相当不错，但前台服务人员能力太差，她们根本没有对工作进行分类划分，混乱极了。望酒店至少能对此前台服务人员的能力提高。更至关重要的是在交接班期间，前台服务员让客人感到她们的不和谐，我个人认为这在服务业届来说是十分重要的。', 'star': 5}
{'descr': '值得推荐', 'star': 5}
{'descr': '好', 'star': 3}
{'descr': '我喜欢这家酒店，性价比很高', 'star': 3}
{'descr': '物超所值', 'star': 5}
{'descr': '服务态度很好。即使住进去后也很快的帮我调换了更好的房间。', 'star': 5}
{'descr': '入住非常快捷，性价比比较高，好！', 'star': 5}
{'descr': '性价比真的很高', 'star': 5}
{'descr': '性价比非常高的一家酒店，强烈推荐。', 'star': 5}
{'descr': '酒店没有地图\r\n还得自己买，好像别的酒店都有（我住过的）\r\n服务也不很好\r\n不是每天给整理卫生', 'star': 1}
{'descr': '地点景色都很好，服务业到位，最重要的是性价比非常好，强烈推荐，绝对不是托！', 'star': 5}
{'descr': '位置不错，离火车站不远，离步行街也很近。但是入住时服务员说只能每天24点至6点刷卡结账其他时间只能现金结账。后来在问题他服务员不是这样。该服务员不会刷卡。这样的服务员怎么也能上岗那？', 'star': 3}
{'descr': '还不错', 'star': 5}
{'descr': '就在外滩公园边上，高层房间的风景很好。有公交总站在楼下。房间大，卫生条件也不错。', 'star': 5}
