{'短评内容': '莫名其妙被退单', '短评打分': 2}
{'短评内容': '我觉得酒店还是比较方便和舒适的。', '短评打分': 5}
{'短评内容': '又是第二次入住这个酒店，觉得比上海的莫泰酒店差多了。性价比严重不足，我住的388的房子，连矿泉水也只送一瓶。总之各方面都叫人非常不满意。今后看来不会入住这个酒店了。', '短评打分': 1}
{'短评内容': '方便', '短评打分': 3}
{'短评内容': '台湾饭店装修，但换个地方住又不习惯了。所以就住在隔壁的这个莫泰268酒店。真不怎么样，房间很一般，每个房间只送一瓶矿泉水。性价比不高。', '短评打分': 1}
{'短评内容': '处于繁华位置，但是走到地铁有点远，适合来北京旅游的人住，出门就是王府井。其他条件和服务都还好，总体上满意。', '短评打分': 5}
{'短评内容': '地理位置不错，不过性价比一般。一个人订的大床房，早餐是双份，有点浪费呀~不过总比两个人订大床房时得知只有一人早餐要舒心的多~', '短评打分': 5}
{'短评内容': '房间还可以打扫的也挺干净的,服务还行,位置还是挺好找的,性价比还行.', '短评打分': 3}
{'短评内容': '太老太久房间太小，不建议住，住过最差的酒店', '短评打分': 1}
{'短评内容': '地理位置不错，性价比还可以', '短评打分': 3}
{'短评内容': '房间还算可以的卫生和设施方面都挺不错的,服务也还行,位置还是可以的离王府井很近,性价比还不错.', '短评打分': 3}
{'短评内容': '地理位置很好，服务很不错，早餐味道我喜欢，呵呵！房间稍微有点小，隔音不是很好，毛巾我会闻到有烟味！不过总的来说还是不错的！去北京以后还是会继续支持并入住！', '短评打分': 5}
{'短评内容': '房间有些小,价格有些贵,性价比不好,设施很一般,卫生服务基本满意,就是位置好出行方便.', '短评打分': 3}
{'短评内容': '整体来说不错哦，就是价格跨度有点大，能优惠些会更好', '短评打分': 3}
{'短评内容': '习惯安排客户住在这里，地段，服务都不错', '短评打分': 5}
{'短评内容': '交通非常方便, 房间不象一般经济型酒店很MINI, 大小刚好很舒适.', '短评打分': 5}
{'短评内容': '总体感觉性价比不高', '短评打分': 3}
{'短评内容': '在入住期间，被虫子咬了腿了，好长时间都没消肿，不知道是哪类的昆虫。', '短评打分': 1}
{'短评内容': '感觉卫生很差，门下面好大一条缝，漏风，而且洗澡水忽冷忽热', '短评打分': 1}
{'短评内容': '酒店的硬件条件我觉得在经济型酒店算是比较不错的，房间干净位置好，比较方便快捷，价格还可以。', '短评打分': 3}
{'短评内容': '对于北京这个城市来说，性价比还是很高的', '短评打分': 5}
{'短评内容': '价格有些贵,里面的设施和卫生和其他的相类似的酒店比起来都差不多,也没有不好的地方,位置还不错,出行都挺方便,总体还是比较满意的,价格要是在便宜些就更好了.', '短评打分': 3}
{'短评内容': '多次入住 位置很好 很方便 楼下餐厅服务极差 美林阁抹黑 都是大床不太方便', '短评打分': 3}
{'短评内容': '房间太小 有点吵 位置 卫生很好', '短评打分': 5}
{'短评内容': '管订票服务的工作人员态度恶劣,给订火车票时傲慢无理,先要求交钱并且告诉我们已经出票,结果晚上11点了突然告诉我们是站票,我们想自己去买已经错过了时间,害得第二天在车站买的高价票.要不是可怜她在北京打工不容易怕她丢掉工作真想投诉她.', '短评打分': 1}
{'短评内容': '酒店的服务环境都不错，地理位置也很好，挺方便的，但是他们所有房间都是朝马路的，比较吵，房价也偏贵。', '短评打分': 5}
{'短评内容': '我以前也住过这，感觉还是挺不错的，而且这次主要是购物去了，这个位置是非常好的，很近，交通又方便，整个酒店干净整洁，就是感觉比上次住显得旧一点，但是总体来说还可以。', '短评打分': 5}
{'短评内容': '酒店的卫生方面还是不错的,周边环境交通也挺方便的,价格还是比较合适的.', '短评打分': 5}
{'短评内容': '酒店路段比较好,交通之类的都很方便.就是感觉有的房间有些潮湿,后来让酒店前台调换一下房间感觉还可以了.', '短评打分': 3}
{'短评内容': '交通还是比较方便的，整体卫生不错', '短评打分': 5}
{'短评内容': '房间太小了', '短评打分': 5}
{'短评内容': '觉得酒店房间太小了，服务环境还不错', '短评打分': 5}
{'短评内容': '酒店的服务卫生方面还是很不错的,价格方面也蛮合适的.', '短评打分': 5}
{'短评内容': '酒店就在王府井所以周边的环境不错，购物很方便，酒店内部的环境很好，服务也不错', '短评打分': 5}
{'短评内容': '总的来说，在这个地段，性价比不错。\r\n硬件尚可，主要缺点：房间偏小，供热水不稳定，水温变化大。\r\n服务总体不错，但一些细节没注意：服务人员和客人一起乘电梯时不会让客人先上下电梯等等。', '短评打分': 5}
{'短评内容': '交通非常方便，隔音差点，就酒店价位而言还是值得推荐的。', '短评打分': 5}
{'短评内容': '就位置而言非常好，但是房间的隔音差了点，另外空调的噪声很大，床硬了点，躺在上面甚至能感觉到弹簧和类似塑料布。不过相对于这样的地理位置和价格，还是可以推荐的。', '短评打分': 5}
{'短评内容': '房间稍微有点挤,不过还是很干净的。位置很好,就在金鱼胡同,王府井的最中心.餐厅的暖气很差,吃早饭的时候冻坏啦.', '短评打分': 5}
{'短评内容': '价格很实惠,服务很好,位置也不错', '短评打分': 5}
{'短评内容': '各别房间没窗户，而且卫生间旁边的地毯也非常潮湿，被子感觉也很潮湿，怀疑都没换过', '短评打分': 1}
{'短评内容': '酒店周边环境不错，比较繁华，周边出租车很多，公交地铁很多，还有地铁', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '地脚没得说，房间很小，这个地点这个价格还好啦。', '短评打分': 3}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '1】王府井附近修建噪音很大，24小时施工。\r\n2】王府井这里没有夜生活，晚上9：30以后马路上没什么人了。\r\n3】附近没有什么好的便利店，相当不方便。\r\n莫泰在这里开店真的损失惨重~~~', '短评打分': 3}
{'短评内容': '该用户未发表文字评论', '短评打分': 1}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '房间的灯源可以再明亮点，会使得房间的压抑感减少。', '短评打分': 5}
{'短评内容': '虽然是临时预定，但入住之后发现房间确实物有所值，感觉很舒服，卫生比较好，设施齐全，强力推荐！', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '感觉很不错，重要的是干净，可以免费上网，网速还可以（就是运行了PPLIVE别的就运行不了的那种，商务足够用了）。&lt;br /&gt;\n地理位置也可以，就在王府井步行街旁边。晚上去旁边的小吃街很方便。&lt;br /&gt;\n不过328元的房间没窗户，如果价格再低些性价比会好些。&lt;br /&gt;\n还有下面可以签单的餐厅以上海菜为主，很好吃，但是要注意消费能力。不过送的早餐也是这家的，挺好', '短评打分': 3}
