{'短评内容': '很不错。', '短评打分': 5}
{'短评内容': '什么样的价钱，什么的环境与服务；房间小，一个人住足也；', '短评打分': 5}
{'短评内容': '客房太脏,隔音效果很差,尤其靠马路的房间,噪音很大,被酒店外观欺骗了,强烈建议先看房间再办入住', '短评打分': 3}
{'短评内容': '特价大床房有些窄,一个人还可以,毕竟价格在这摆着了吗,性价比还是可以吧.', '短评打分': 5}
{'短评内容': '个人觉得其实一切装备很简陋，而且好像转承包了。双床显的很小。看来连锁酒店都快变成旅馆了。不过随便主住还行', '短评打分': 1}
{'短评内容': '离地铁比较近，周边设置还不错，房间比较安静！', '短评打分': 5}
{'短评内容': '房间太小，床也小！被子不是很干净的说，卫生间也小', '短评打分': 1}
{'短评内容': '酒店环境比较安静，离地铁站稍微有点距离，总的来说还过的去。', '短评打分': 5}
{'短评内容': '我住了4天，酒店地段较好，价格便宜，餐厅干净，但前台态度较差，总台电话竟然多次无人接听，房间内有异味。', '短评打分': 3}
{'短评内容': '不错，酒店挺干净的，很愉快', '短评打分': 3}
{'短评内容': '房间虽然小了点,不过总体来看还算干净整洁,价位也比较适中.不过房间里面的电视机就有点不敢恭维了.屏幕小的可以,看起来比较费劲.出差啥的入住还是比较划算的.', '短评打分': 5}
{'短评内容': '位置还不错,离外滩打的起步价就可以了,特价房挺小的,还有很多色情小广告塞进来呀,希望加强管理~', '短评打分': 3}
{'短评内容': '房间比较小，设施也比较陈旧了，离四号线还是有点距离的', '短评打分': 5}
{'短评内容': '经济实惠！干净舒适，交通便利，出差人员首选！推荐', '短评打分': 5}
{'短评内容': '前台服务的那个男的不咋地,其他酒店各方面都还可以,交通距离公司近,如果旅游的话,就不建议了', '短评打分': 5}
{'短评内容': '要的特价房，在二楼朝马路有点吵，其他的还不错，奇怪的就是前台不让存贵重物品，说公安局要求的，很奇怪。', '短评打分': 5}
{'短评内容': '总的还行，就是二楼采光不行，有点暗。其他的都还好', '短评打分': 5}
{'短评内容': '房间涨价了，但是没有及时通知，总体来说中规中举', '短评打分': 5}
{'短评内容': '挺安静的，可以看到远处的上海环球金融中心和金茂呢，夜景不错！', '短评打分': 5}
{'短评内容': '我住的是大床房，环境跟普通的旅馆差不多，空调基本没用，还有就是隔音效果特别差。一晚上都没怎么睡着。', '短评打分': 1}
{'短评内容': '第二次住的房间，我感觉还不如第一次住的好。', '短评打分': 5}
{'短评内容': '环境很差，没有优惠，住了三天感觉真的很差', '短评打分': 3}
{'短评内容': '虽然便宜，但在我住过的几家莫泰里算环境不怎么样的了，空调虽然能用但很破了，电视也不怎么好，沙发脏兮兮的……', '短评打分': 1}
{'短评内容': '房间空调不怎么好。别的还可以。离外滩也挺近的', '短评打分': 5}
{'短评内容': '硬件条件基本符合信价比吧，问题是前台服务质量不高，冷冷的，电话问路指的不明细，让人很难找；再一点中晚餐要有的话就方便了。希望改进。', '短评打分': 1}
{'短评内容': '特价房有点差，被子太短，不舒服。晚上空调关了由点冷', '短评打分': 5}
{'短评内容': '不错，性价比还是挺高的，交通也方便，就是服务员的管理差了点。。。\n', '短评打分': 5}
{'短评内容': '性价比挺高的！', '短评打分': 3}
{'短评内容': '环境还可以，空调相当不给力，很冷！！价格很实惠，。其他都OK', '短评打分': 1}
{'短评内容': '空调不够给力，有点冷', '短评打分': 3}
{'短评内容': '马桶是坏的，冲都冲不了，要一直按着大概10秒之后才会出水。浴室的淋浴头也是坏的。也不知道去修修，空调也是，如果不是餐巾纸顶着的话一点风都吹不到。总体来说很差', '短评打分': 1}
{'短评内容': '蛮安静的地方，也很干净。当时订房是无窗的，不过工作人员在我入住的时候还特意帮我选了有窗子的，很热情。', '短评打分': 5}
{'短评内容': '门面地方不大，服务还好！但是手机信号很差！', '短评打分': 5}
{'短评内容': '太舒服了，当满身寒气走进房间，打开空调，冲个热水澡，这是多么舒服呀！而且价钱超实惠，交通也很方便。', '短评打分': 5}
{'短评内容': '服务不错，房间卫生都还可以。性价比挺好的，下次还会选择这里。', '短评打分': 5}
{'短评内容': '环境，服务都不错，我会一直光顾，推荐好友!', '短评打分': 5}
{'短评内容': '179的价格住的12楼，隔音效果不好，环境一般，相对于价格感觉很一般。以前也住MOTEL168，环境要比这里的好。', '短评打分': 1}
{'短评内容': '外观、大堂都不错，服务人员一般，特价大床房床不大，靠马路，有点吵，卫生为良', '短评打分': 5}
{'短评内容': '很不错，环境还可以，房间尽管不是很新，但是卫生还不错，热水给力，空调给力！服务也不错', '短评打分': 5}
{'短评内容': '酒店房间不小，可是床太小，根本不能称为大床，毛巾好像都是用过很多年的，真的很像路边那种小旅社的感觉，感觉非常的失望！', '短评打分': 1}
{'短评内容': '该酒店总台服务主动、热情，楼层服务较好，我订的是临马路的房间，晚上有点吵，但该酒店性价比较高，值得推荐。', '短评打分': 5}
{'短评内容': '该酒店楼层较高，标志醒目，但其所在位置离地铁站有一段距离，该酒店内部设施尚好，在经济型连锁酒店中属中等。该酒店服务主动、热情，且管理规范。', '短评打分': 5}
{'短评内容': '环境不错,离外滩也近.晚上还能隐约的看到船呢(在房间窗外上)', '短评打分': 3}
{'短评内容': '＋很满意', '短评打分': 3}
{'短评内容': '很好…', '短评打分': 3}
{'短评内容': '不错，交通方便。', '短评打分': 3}
{'短评内容': '不错！', '短评打分': 3}
{'短评内容': '房间干净整洁，安排的是临街的房间，不是很吵，就是早餐差了点。', '短评打分': 5}
{'短评内容': '服务好，一切都很好', '短评打分': 3}
{'短评内容': '在上海这里的价格还算不高的，但酒店装修有点旧了，房间也不大。', '短评打分': 5}
{'短评内容': '酒店比较安全，舒适度还可以,价格公道，服务态度比较好。', '短评打分': 5}
{'短评内容': '说起莫泰168酒店呵呵 又便宜又好~~ 客户和老板最喜欢的一家酒店之一，去到哪都说要预定这一家酒店，非常的推荐。', '短评打分': 5}
{'短评内容': '我订两房间，怎么只有一间', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '大床房房间太小。', '短评打分': 3}
{'短评内容': '位置很偏僻，尤其是到晚上，~但离人民广场，外滩什么的很近~很正常的连锁酒店', '短评打分': 5}
{'短评内容': '地理位置很一般，房间也很一般，洗澡热水倒挺快。', '短评打分': 5}
{'短评内容': '＋很好', '短评打分': 3}
{'短评内容': '距离地铁四号线还比较方便，地理位置也还可以。', '短评打分': 5}
{'短评内容': '这家酒店地理位置比较好，离地铁站10分钟，比较方便出行\n', '短评打分': 5}
{'短评内容': '原来价钱很便宜，但现在价钱涨了，房间设施凑合但服务跟不上，', '短评打分': 1}
{'短评内容': '交通方便，卫生不错，可以停车。', '短评打分': 3}
{'短评内容': '环境不错,比较安静,卫生也好,下次来上海出差应该还会来住', '短评打分': 5}
{'短评内容': '非常不错的酒店,服务到位,世博会期间入住把钱包忘到前台,让前台服务人员捡到并还给我,十分感谢', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '这个酒很好!', '短评打分': 3}
{'短评内容': '房间小，窗靠马路，杂音不断，影响睡眠', '短评打分': 3}
{'短评内容': '太小了！', '短评打分': 3}
{'短评内容': '房间有点破旧，也不是在地铁一出来的地方。挂168的牌，卖价268的价，房间不比其他莫泰的好。哎，世博期间去住的，也没办法。', '短评打分': 1}
{'短评内容': '空调不制暖。', '短评打分': 3}
{'短评内容': '条件还可以，就是我住的房间电视看上去太小了', '短评打分': 5}
{'短评内容': '真是是非常不错的 哦！！！！！！！！！!!!!!!!!!!!!!!!!!!!!!!1', '短评打分': 5}
{'短评内容': '还好，就是房间卫生一般', '短评打分': 3}
{'短评内容': '一般..........................................', '短评打分': 5}
{'短评内容': '酒店服务不好，我们并不是当地人，肯定要问路的啊，这么不耐心，怎么当服务员。', '短评打分': 5}
{'短评内容': '第一次来到这里，感觉还是不错的，如果以后有机会，还是要住这里。', '短评打分': 5}
{'短评内容': '除了交通还比较方便 简直一无可取之处 如大家所言 房间小 不隔音 走廊上经过的人平常讲话的音量都听得一清二楚 床挺硬的 被子也不咋地 过了世博会 谁还会去住！', '短评打分': 1}
{'短评内容': '还可以。', '短评打分': 5}
{'短评内容': '位置不错，但是可能因为酒店比较久了，有些设施比较久了，而且没有无线信号上网啊，呜呜，不过总体性价比还可以，住的街边位置，不是特别吵', '短评打分': 5}
{'短评内容': '+交通还算方便\n', '短评打分': 5}
{'短评内容': '由于本人很在乎房间的窗子，因此我专门定了一间有窗子的房间。但是房间还是有异味，被套的颜色很难看，电视太小。看着很费劲。早餐关闭时间太早。考虑到在世博期间，因此对288的房价没有太多异议。其房间的舒适度远远差于如家、汉庭、7天。', '短评打分': 1}
{'短评内容': '+满意。', '短评打分': 5}
{'短评内容': '其他方面还好，就是服务态度差了点！！！！！！', '短评打分': 5}
{'短评内容': '标准间相对于来说，比较宽敞。房间设施总的来说还可以。出门比较方便：公交、地铁乘坐都比较方便。(地铁四号线如果根据总台人员提供的信息，相对于路程也比较远，其实从酒店出门，第一个红绿灯左转，然后向前走，有个三叉路口走中间的一个，到了路口过马路，左走到达红绿灯路口，过马路右走就到达地铁4号线入口。）比志愿者提供的路线近了很多，大家可以试试。性价比方面就不怎么理想了。可能是世博，相对于以前的价位高了很多。', '短评打分': 3}
{'短评内容': '这家酒店以前住过，但这次住后感觉很不好。大床房的房间及其小。房间总有股味道，空气不清新。', '短评打分': 1}
{'短评内容': '服务太差了，订房和退房的速度太慢了。吃早餐竟然没有喝的郁闷啊。', '短评打分': 3}
{'短评内容': '位置方便&#183;交通便利&#183;就是床小了点，性价比相对来说还是不错的', '短评打分': 5}
{'短评内容': '开房时间太慢。 服务态度太差。早餐竟然没有喝的，太垃圾了。。。以后不住了', '短评打分': 1}
{'短评内容': '经济连锁酒店保持一贯的中庸作风，价格ok，离公司近，位置很好，就是有2个前台，有点不明白该去那个，在2个前台中游走~~~', '短评打分': 5}
{'短评内容': '+房间很小，说是大床才一米五的，空调翻盖坏了，电视是迷你的，看看真累，这样的房价，哎！只有世博会才会创造出来', '短评打分': 5}
{'短评内容': '居然不给存包，害得我拖着行李去火车站，那么热的天！太让人失望了，而且居然涨价了…', '短评打分': 3}
{'短评内容': '+还不错。', '短评打分': 5}
{'短评内容': '特价房比霍山路的好多了。虽然离地铁稍微有点路。但是晚上有三轮车，5块钱到门口，还不错，去世博可以考虑住这里', '短评打分': 5}
{'短评内容': '还可以！交通较好，这个是主要的，其他方面也还可以吧！', '短评打分': 3}
{'短评内容': '很好，交通方便，就是房间有点小', '短评打分': 3}
{'短评内容': '.还好', '短评打分': 5}
{'短评内容': '挺好的，浴室比较干净', '短评打分': 5}
{'短评内容': '酒店的总体感觉不错，服务也好，就是早餐味道差了点，没有电吹风，卫生算及格吧！交通挺方便的！', '短评打分': 5}
{'短评内容': '房间面积小了一点，真是寸土寸金啊，设施比较老旧，可能是装修的时间比较早。\r\n\r\n工作人员的服务态度不错，弥补了硬件的不足，另外，离4号线的临平路站比较近，这就是我选择它的地方，比较适合去上海玩的时候住，出行方便', '短评打分': 5}
{'短评内容': '位置很好，交通方便，房间内设施一般，性价比是可以的，特别是在世博期间~', '短评打分': 5}
{'短评内容': '房间太小，相对来说性价比太低，而且不是很舒适。', '短评打分': 1}
{'短评内容': '性价比还不错呢~ 上海的的士也很不错哦 不会带着你乱兜，不过这家酒店貌似还是有挺久的历史了。。', '短评打分': 5}
{'短评内容': ' 還不錯。就是地理上為絕佳…', '短评打分': 5}
{'短评内容': '卫生差服务一般\n', '短评打分': 5}
{'短评内容': ' 房间就是小了点 总体不错 值得推荐', '短评打分': 5}
{'短评内容': '...........................................', '短评打分': 5}
{'短评内容': '还不错。。交通方便。。。。。。。。。。。。。。。。。', '短评打分': 3}
{'短评内容': '服务太多超好，很喜欢。就是床小了点，离外滩也很进。下次还来。', '短评打分': 5}
{'短评内容': '交通方便，经济，世博期间的好选择。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '可以呀！', '短评打分': 5}
{'短评内容': '位置一流, 距离地铁站临平路站只是10分钟步行路程. 服务一般, 登记入住时, 竟然要在前台等职员回来.不过, 总体来说, 尚算一个好选择.', '短评打分': 5}
{'短评内容': '餐厅太小气，午餐没有餐巾纸，早餐对于散客太次，太乱，都没有什么吃的，餐厅服务也不好，态度太次，就是房价性价比还可以', '短评打分': 1}
{'短评内容': '首先房间内卫生极差，床上的枕头枕芯竟然为黑色（又照片为证），床板下有烟头未清理，房间内充满异味；第二服务上因为父母腰间盘突出不能躺软床，希望撤去床垫，而服务员因为感觉麻烦而十分不配合，在客人5次打电话到前台催促后才与更换，同时态度极其恶劣；第三设施上，该酒店大床房房间面积加洗手间不及9平，大床宽度仅为1.5米（实测，有照片），不知所谓其大床为何物？且房间内椅子背面竟然全部烂掉（有照片）问过前台，回', '短评打分': 1}
{'短评内容': '价格不贵，位置也还可以，服务比较抠，早餐餐巾纸都只有两张。世博期间，都这样吗？还有，房间小。', '短评打分': 3}
{'短评内容': '价格不贵，位置也还可以，其它一般了', '短评打分': 5}
{'短评内容': '性价比高，不错', '短评打分': 5}
{'短评内容': '环境不怎么样，服务态度还可以', '短评打分': 5}
{'短评内容': '前台服务不热情，而且不能寄存半天的行李，搞的我背着行李溜了半天', '短评打分': 1}
{'短评内容': '地方不错，大床房房子有些小了', '短评打分': 5}
{'短评内容': '服务不太好，大房内为什么只有一个沐浴乳，一个洗发液？！', '短评打分': 5}
{'短评内容': '房间小，设备差，临街吵闹，通宵失眠。', '短评打分': 1}
{'短评内容': '大床房的床只有四尺半，而且很硬。早餐的服务很差。', '短评打分': 1}
{'短评内容': '床太硬了！\r\n另外，我入住的那天晚上10点多，来了团队客人，在10楼从10点一直吵到12点多，所以房间门都开着，都在大声讲话，哄闹，吵的无法入睡，打了2次前台电话，才有保安来干预。第二天早上5点，有是这样，被吵醒，打了2次电话到前台，也没有看到人来干预一下，原来还要住一天的，我当天就退房了，实在无法忍受！', '短评打分': 1}
{'短评内容': '房间蛮小的~不过总体还过得去', '短评打分': 1}
{'短评内容': '还可以，房间比较温馨', '短评打分': 3}
{'短评内容': '干净舒适，交通便利', '短评打分': 3}
{'短评内容': '还是不错的 总体感觉很好 以后还会去', '短评打分': 5}
{'短评内容': '交通蛮方便的，隔音有点差，可能和我住的那次靠马路的房间关系吧，比较吵，总体来说还可以啦，在上海这个大都市性价比蛮高的', '短评打分': 3}
{'短评内容': '很好，值得推荐，以这样的价位入住这样的酒店，性价比还是比较高的。', '短评打分': 3}
{'短评内容': '交通比较便利，房间比较安静', '短评打分': 5}
{'短评内容': '还不错 实惠', '短评打分': 5}
{'短评内容': '很差，绝对不会再去，打死都不去了\n', '短评打分': 3}
{'短评内容': '酒店工作人员素质不高，前台服务速度慢不说，还老是出错，连朋友上来坐一会都要登记身份证。早餐品种少，巨难吃。晚上还有搔扰电话。', '短评打分': 5}
{'短评内容': '性价比很高，这样的价位入住，值得推荐', '短评打分': 3}
{'短评内容': '这种价位住这样的酒店，性价比非常高。', '短评打分': 5}
{'短评内容': '一般般吧 房间小 电视还不如我笔记本大', '短评打分': 3}
{'短评内容': '房间小 特价房 电视机还没我笔记本大 不过还算温馨', '短评打分': 1}
{'短评内容': '这家酒店的服务是我住过最差的一家，几人住需出示几张身份证，女友带的是暂住证，酒店说可以作为有效证件。结果晚上打电话上来说暂住证不可以作为有效证件要下来用身份证登记，女友之前在前台就说过身份证没带只有暂住证。酒店居然跟我说如果没有的话就要退房，我直接挂了电话不理他们了。住过这么多酒店没有一家这样服务的，由酒店员工工作上的差错导致的后果居然要酒店的客人来负责，真荒谬！这家酒店根本不配给客人提供良好的服', '短评打分': 1}
{'短评内容': '不错的酒店一般出门都爱住', '短评打分': 3}
{'短评内容': '不错的酒店一般出门都爱住', '短评打分': 5}
{'短评内容': '莫泰是快捷酒店里比较好的，装潢各种的都是不错的', '短评打分': 5}
{'短评内容': '还不错。房间小小但是很干净', '短评打分': 5}
{'短评内容': '这次住的是特价大床房 房间不是很大，床也就1米5宽 但是足够了，因为靠周家嘴路所以晚上比较吵，总体来说还可以，性价比啦', '短评打分': 5}
{'短评内容': '恩~还过得去~周边吃东西的地方较少', '短评打分': 3}
{'短评内容': '不推荐。。。。。。。真的没别的说了，除了地段还可以以外，房间真的太差劲了', '短评打分': 3}
{'短评内容': '见过的168最小的房间莫过于此了\r\n\r\n晚上睡觉冷死我了，跟老婆2人是你抱我呀，我抱你，冷的要死，空调还间接性的，反正以后是不会再去了', '短评打分': 1}
{'短评内容': '只能说很普通~大众化服务大众化消费&#183;&#183;一切都很大众~整体环境还算整洁~随便住住OK', '短评打分': 3}
{'短评内容': '帮同事订的，去七浦路和火车站非常方便，性价比比天目路上的莫泰好！', '短评打分': 5}
{'短评内容': '各方面都一般，第二天公务员考试结果晚上12点还被里面有按摩的电话吵醒火死了呢~~郁闷', '短评打分': 1}
{'短评内容': '交通便利，停车也方便，很好。', '短评打分': 5}
{'短评内容': '很一般的连锁酒店~环境和价钱成正比。卫生条件也还行~', '短评打分': 1}
{'短评内容': '我下次还会住的！很好！！！！！！', '短评打分': 3}
{'短评内容': '一句话: 一塌糊涂', '短评打分': 1}
{'短评内容': '我去上海办事，都住这家酒店，只是就餐不方便！', '短评打分': 5}
{'短评内容': '酒店离机场有点远,交通还算方便,当时住的特价房,烟味比较大,而且房间面积小,价格倒是挺便宜.下次要住会住更好的房型了.', '短评打分': 3}
{'短评内容': '超级烂的宾馆', '短评打分': 1}
{'短评内容': '总的来说还是挺好的,房间很干净,而且价格也蛮便宜的。', '短评打分': 5}
{'短评内容': '酒店挺经济实惠的,位置也不错,交通购物都挺方便的,值得推荐', '短评打分': 5}
{'短评内容': '性价比高，服务环境也不错，地理位置也很好', '短评打分': 5}
{'短评内容': '酒店卫生方面还是不错的,周边交通也挺方便的,价格也比较合适.', '短评打分': 5}
{'短评内容': '酒店就是比较标准的商务型酒店环境硬件设施都很不错,卫生很好很干净,价格也很合适.', '短评打分': 5}
{'短评内容': '总的来说还是挺好的,房间很干净,而且价格也蛮便宜的,但是房间隔音效果很差,连隔壁说话都能听得到', '短评打分': 5}
{'短评内容': '酒店各方面感觉都挺好的,就是人员服务态度有待于提高了!', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '我29号回的,价格还不错,隔音很差,地理位置不算太方便,到地铁1号线还要座公交145路到人民广场去转.', '短评打分': 1}
{'短评内容': '总体不错，在上海市区有这样的一个店还是不错的，价格也不错', '短评打分': 3}
{'短评内容': '床特硬，房间隔音极差，晚上3点多外面有人大声喧哗1个多小时把我吵醒了，电视就几个台，晚上有骚扰电话。打死我也不再住了 &amp;lt;BR&amp;gt;', '短评打分': 1}
{'短评内容': '&amp;lt;P&amp;gt;这家酒店总体来说:无论位还是环境都不好,&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;用差形容还不能表达,应该是特别差,特别前台服务还有吃饭,什么都不如意,吃饭价格高不说,连起码电视总得有台吧,只有七八个基本台,其他都要付费,前台问个问题都不耐凡,空调嘛,有很大的噪音,床唷,硬得不得了.我本人住过两次莫泰,觉得都不', '短评打分': 1}
{'短评内容': '单人间房间很小，而且临街太吵。设施也还马虎，早餐一般，性价比不高。不会再住。', '短评打分': 1}
{'短评内容': '一个字 差 ! 我是从来不会来留言什么的 因为觉得留了也无意 只是这次实在太过气愤 莫泰周家嘴店的服务质量的确值得考证 首先酒店说有叫醒服务 由于第二天有重要会议 所以设了叫醒服务 服务员接起电话时的态度就有问题 更可气的是 第二天根本就没什么叫醒服务 我X 火简直大死 一点没有责任感 既然做不到 搞什么叫醒服务 耽误别人事情不说 简直就没有服务道德 更可气的事还在后头 后来是怎么醒的知道吗 我设', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;大床房非常的拥挤，床也不是席梦丝，硬邦邦的，反正跟房价不是很相称&amp;lt;/P&amp;gt;', '短评打分': 3}
{'短评内容': '大床房只有通到天井的窗户，却贵十块，看不懂', '短评打分': 5}
{'短评内容': '高层朝南的房间环境很好，可以看到相邻高层住宅区的花园。', '短评打分': 5}
{'短评内容': '很干净，大床间很小，卫生间也小，浴室要是向外开门就好了。价格不贵。早餐很一般。', '短评打分': 5}
{'短评内容': '总体感觉一般般.首先是提供一条不可以上网的网线,而且看电视,里面包含很多收钱的陷阱,叫人打扫卫生一次15元,我靠!哪有如此贪钱的.', '短评打分': 3}
{'短评内容': '很干净，卫生间虽小，但很舒服。价格不贵。不在地铁沿线，打的到南京东路步行街上的河南中路地铁站12元。我私人出行在这住了2次了。', '短评打分': 5}
{'短评内容': '大床间靠近停车厂很吵， 早餐全部是廉价的东西，餐厅的服务很不好', '短评打分': 3}
{'短评内容': '3月26日,带我们全家人住在周家嘴店,感觉很是不错~房间很温馨,也很干净.我们订了一间标间,一间大床房,大床房略小一点~总的来说,性价比很高,推荐大家来,下回来上海肯定还会住在这里~', '短评打分': 3}
{'短评内容': '在‘莫泰’住了不下5次了，总的来说性价比很高，最起码上网是免费的，只是房间太小了，也不是中央空调，房间也没有方便面之类的点心，要事先自己买好，不然到了半夜只好对不起自己了。另外隔音效果很差，服务员打扫卫生的声音很响，大床房的用具老是只有一套。', '短评打分': 3}
{'短评内容': '这实在是我在上海住过的性价比最好的一个旅店。虽然门面不大，但内部设施出奇的整洁、干净，住在里面真的有宾至如归的感觉。而且美林小橱的早餐和其他的菜都非常好吃，我每天早晨都吃得饱饱的，而且离走哪天还特地点菜大吃了一顿。从车站打车过去才不到20块钱，很便宜。当然了，有一天下雨我的确是打了20分钟才打上车，不过大部分时间里打车还是很方便的。&lt;br /&gt;\n唯一不方便的就是附近没看见超市，其实上海', '短评打分': 3}
{'短评内容': '前两天刚刚去过，找了个大床房，进去以后看到房间奇小，因为很晚了（凌晨以后）所以就没有计较了，然后等我白天醒来以后，竟然发现有个小小强睡在我的枕头边，晕倒啊~~因为那天有客户，所以没有多计较结账就离开了，以后么...', '短评打分': 3}
{'短评内容': '前面那几位说的没错，，床实在太硬，而且大床房小的可怕，不过服务态度还算热情，200块的价格在上海也就值这点了，，走的时候还看见有顾客和前台人员在吵架，，听说弄脏地毯竟然还要赔钱，真是不知所谓啊~~~', '短评打分': 3}
{'短评内容': '第一次通过网络选择入住的酒店，本来不抱特别的奢望能找到自己喜欢而满意的。但当我真正入住莫泰时，我相信了虚幻的网络也同样能给我们想要的帮助。首先感谢ELONG。由于莫泰的经济清洁，温馨舒适，地理条件优越，我给他打88分。如果服务人员的服务热情再高涨些，莫泰对于出游者来说是一个好的选择。相信我，相信ELONG 。', '短评打分': 3}
{'短评内容': '前几天刚刚住过,标准房和大床房都感觉了一下,大床房全都是靠近天井的,房间太小,采光不好,可能常年见不到阳光的原因,地毯散发出浓烈的异味,说是大床,其实就比标准房的床大一点点而已.两人睡有点挤.价格还比标准房贵10元,不知道他们是怎么定的价格.大家如果要住,还是住标准房比较好.走廊无地毯,噪音很大,服务员在打扫房间的时候总是大声喧哗.总体来说这个酒店还算不错,下次去还有可能考虑住这里.', '短评打分': 3}
{'短评内容': '这个酒店是不是和ELONG有关系啊，竟然把我的留言给删除了，如果再删除，我肯定要找ELONG了。里面写东西的全是托，床哪是一点点硬啊，根本就是不能睡。房间小得没光线。交通也不方便。哎，消费者啊', '短评打分': 3}
{'短评内容': '我在圣诞节和朋友一起去的，环境很好，很温馨，厕所很小，但是干净、淋浴水很大，有空调，房间里面很暖和，被子很舒适，但是床有点硬，不过这个价位，感觉还不错', '短评打分': 3}
{'短评内容': '总体来说，可以，要不然就不会住那么多天了，房间干净。&lt;br /&gt;\n但是也有几个缺点：房间小，我住的大床房好小；走廊的消音效果太差，唱歌好象在唱山歌似的。还有窗户外面的空间好象一个天井，底下是酒店的停车场，马路上的噪音就这样传到房间来了。门的隔音效果不好，走廊上面有什么声音都听见，走廊无地毯。&lt;br /&gt;\n可能大家不知道这里吧，人气很少！&lt;br /&gt;\n但是它的价格', '短评打分': 5}
{'短评内容': '前几天刚住过,的确和网上介绍的那样,温馨干净,我很满意,下次去上海我还会考虑莫泰.还有早餐也不错.', '短评打分': 3}
{'短评内容': '“莫泰”说是旅店其实就是酒店，在上海这个地段、能用现在这个价位入住莫泰这样的酒店，只能用一个字来形容，那就是“值”。&lt;br /&gt;\n初次到这家酒店，第一感觉酒店的内墙颜色特别的温馨，设施也很新，人气挺旺的，闻名来这里的上海小情侣也不在少数；2次入住周家嘴店，因为同来的同事行程有变，所以只能到酒店前台把事先预定我一人入住的大床房改成了标房，前台服务员的态度也非常好。第2天办完事同事去酒店附', '短评打分': 5}
