{'descr': '就那样', 'star': 3}
{'descr': '离地铁站很近呢，交通方便。选的是背马路的房间，刚进去时感觉空气不是很好，通一会气很安静，也没有电话打进来哦，你懂的。', 'star': 5}
{'descr': '不错的酒店', 'star': 3}
{'descr': '用捉襟见肘来描述房型结构很恰当。交通出行很方便', 'star': 5}
{'descr': '很满意，不仅是价格，而且酒店来回接机也让我们省了一百元~以后还会在这里订的！\n', 'star': 5}
{'descr': '给了我们家庭房 打车去机场 70块钱.还可以其实', 'star': 5}
{'descr': '一句话：超值，比先前在世博会附近那个汉庭还要好，特价100，房间很大，给力啊！位置也很好，坐地铁到飞机场很方便，剩下坐磁悬浮的钱了', 'star': 5}
{'descr': '离地铁站近，行动方便，其他没什么好的，淋浴挺差', 'star': 5}
{'descr': ' 给朋友定的, 还不错, 房间还行, 服务也还可以, 川沙的位置不错', 'star': 5}
{'descr': '淋浴设施不好，床也一般，总体算干净，离地铁站近', 'star': 5}
{'descr': '周边交通、饮食环境挺方便，服务也可以。', 'star': 3}
{'descr': '位置很好，离地铁站很近，但是房间及其的小，而且只有一个人的备品。', 'star': 5}
{'descr': '价格合适，交通方便，下次还会入住。价格合适，交通方便，下次还会入住', 'star': 5}
{'descr': '房间较小，环境一般，关键服务态度很差，所谓的酒店接送浦东机场都是骗人的，必须在早上6点前的才送，很垃圾。如果不是要赶早，或者实在时间不允许，还是不要轻易的住，会弄得心情不愉悦的', 'star': 1}
{'descr': '汉庭嘛，没什么可评价的，就是汉庭罗，没特点，住住而已', 'star': 5}
{'descr': '因为第2天一大早就要去浦东机场, 所以选择了这个酒店. 离地铁近是我的第一要求, 大概走路5分钟就到了. 附近商场餐厅很多, 非常方便', 'star': 5}
{'descr': '酒店很干净，下次来浦东还会来。我一定会向我的朋友和同事推荐', 'star': 5}
{'descr': '这酒店的价格还算廉宜，因我们订到RMB100的促销价格。地点很好，有接机服务，而且乘搭地铁2号线就可以到达市中心。服务员的态度也非常满意。', 'star': 5}
{'descr': '离浦东机场大约30分钟路程，比较安静，环境也还不错吧！', 'star': 5}
{'descr': '位置不错，买东西吃饭很方便。坐地铁去机场也很方便。', 'star': 5}
{'descr': '挺好的，推荐住宿。。。。。。。。。。。。。', 'star': 5}
{'descr': '酒店挺干净的，交通方便，离地铁二号线站100多米，住的高级大床房，对着路边，有点吵。', 'star': 5}
{'descr': '交通方便，离二号线地铁近，出门很方便就能打到的士了，还有往返浦东机场的接送车哦，当然有时间规定的，具体我也不是很清楚，没用过，因为时间都没能配合得上，房间还算可以，简洁', 'star': 5}
{'descr': '＋酒店还不错，挺干净的，也挺安静，要是能送早餐就更爽了，如果准备乘早班飞机可以选择，25元打车直奔机场。 ', 'star': 3}
{'descr': '已经入住,离地铁很近,房间还算干净,就是房间太小了', 'star': 3}
{'descr': '空调噪音特别大。整个酒店看起来不怎么卫生。', 'star': 1}
{'descr': '酒店房间太小。。。', 'star': 3}
{'descr': '不错，去机场很方便', 'star': 3}
{'descr': '安静干净…还会入住', 'star': 3}
{'descr': '房间蛮大，蛮干净。。。\n就是对着路边有点吵，窗户隔音不怎么好', 'star': 5}
{'descr': '家庭房很宽敞，就是靠马路晚上有点吵；总台的服务员很有礼貌，保安的服务态度也不错，但酒店的服务细节及效率有待提高，如我们三个成年人（身份证登记）订了家庭房，房内只有两套洗漱用品，要求了三次才给补上；枕套上有鞋底印，希望能改进。', 'star': 5}
{'descr': '入住的是家庭房，两张床，一大一小，比较人性化。卫生情况良好，虽然临街，但双层玻璃隔音效果不错。不足之处就是没有停车场。只能停在门口。有没有停车位只能碰运气', 'star': 5}
{'descr': '本来两个人定的大床房，到了以后前台说大床房太小，推荐了高级大床，多家了30块，不过的确比大床房好，物有所值了。只是不解为啥大床房那么小呢？ 热水很热，卫生间不是很干净，不过离机场很近，有付费的接送机服务，很方便。下次有机会还会入住。', 'star': 5}
{'descr': '住进去断水，到晚上凌晨才来的水了。\n网络不行，一直无法登入', 'star': 5}
{'descr': '酒店干净，早上提供送机服务，对于赶早上飞机非常便利。', 'star': 5}
{'descr': '交通便利，出了地铁站就到，去浦东机场也方便，酒店提供接送服务。\n虽然是经济型酒店，但大床间足够大了，就卫生间小点，其他真的都挺满意的。\n前台服务员很热情，就是第二天居然忘记叫早了，交接班有问题。', 'star': 5}
{'descr': '除了房间小点～服务都挺好～～～～～～~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '忘了一件衣服，客服还给保留着了，等我5天后又住的那里，取回的衣服。很不错，就是房间小了点，没别的缺点了。离地铁站还很近。', 'star': 5}
{'descr': '免费宽带上网速度极慢，联通3G也时断时续。不好。', 'star': 1}
{'descr': '因为要赶早上的飞机所以选择住在这里。离市区稍微有些远，但交通还是很方便的。离地铁口很近，门口就是公交站。服务也很好。很安静', 'star': 5}
{'descr': '房间有点小，酒店的早餐没其它汉庭来的好，服务还可以', 'star': 5}
{'descr': '特别小，住着挺压抑的。。。。而且还挺贵～～～～～', 'star': 1}
{'descr': '地理位置不錯，近地鐵站，附近又是商圈相當方便。', 'star': 5}
{'descr': '很方便找,房间虽然小了点但一应俱全~而且很干净.前台服务也不错~我是第一次入住汉庭,我觉得挺不错的~就是隔音稍稍差了点~', 'star': 5}
{'descr': '位置不错，距离地铁也很近，当时就是为了坐地铁去世博。', 'star': 5}
{'descr': '稀烂，隔音不好，房间装修有点烂，隔壁的人打呼吵得我一晚没睡好', 'star': 1}
{'descr': '酒店挺不错的，已经不是第一次入住了，下次还是会选择的。\n住了两次，第二次点评了。', 'star': 5}
{'descr': '酒店挺不错的，已经不是第一次入住了，下次还是会选择的。', 'star': 5}
{'descr': '汉庭快捷酒店（上海川沙店）服务挺好。环境不错。', 'star': 5}
{'descr': '服务态度不错，离浦东近，下次一定会再利用的~', 'star': 5}
{'descr': '这里的设施虽然简单但是很舒适，特别是空调和电视比其它地方都要好。下次还会选择这里', 'star': 5}
{'descr': '因为晚班飞机到上海浦东，一家3口预订了家庭房，房间不算小，且干净整洁。唯一就是那房间的电视也太小了点。', 'star': 5}
{'descr': '这里比较安静，而且价格也不错的，值得推荐', 'star': 5}
{'descr': '酒店位子很不错，出地铁就是，房间没想象中的好，不是很宽畅', 'star': 3}
{'descr': '房间很小，噪音很大，洗漱用品不齐全', 'star': 3}
{'descr': '服务周到，为人亲切。愿汉庭快捷酒店（上海川沙店）越办越好！', 'star': 5}
{'descr': '干净，交通方便，离轨道交通2号线仅一步之遥。', 'star': 5}
{'descr': '房间整洁，各种物品标志清晰，就是隔音稍不足，总体很满意', 'star': 3}
{'descr': '还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以', 'star': 5}
{'descr': '可以可以可以可以可以可以可以可以可以可以可以可以可以可以', 'star': 5}
{'descr': '可以可以可以可以可以可以可以可以可以可以可以可以可以', 'star': 5}
{'descr': '还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以', 'star': 3}
{'descr': '还不错，下次还是会选它。加钱的早饭也还可以。', 'star': 3}
{'descr': ' 透明的浴室哦。房间好小', 'star': 5}
{'descr': '满意！', 'star': 5}
{'descr': '还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错', 'star': 5}
{'descr': '还不错,下次还是会入住的。就是要预先信用卡担保有点麻烦。', 'star': 5}
{'descr': '床还行，房间太小，比较紧凑。这季节了，房间还有蚊子不知怎么回事。', 'star': 5}
{'descr': '距地铁2号线非常近，出行方便。房间设施一般，但很干净，前台服务也很好，推荐住宿。 大床房间有点小，有车接送机场.', 'star': 5}
{'descr': '距地铁2号线非常近，出行方便。房间设施一般，但很干净，早餐15元自助还不错，前台服务也很好，推荐住宿。', 'star': 5}
{'descr': '房间和电视都太小了，不过酒店所处的地理位置倒是挺方便！', 'star': 5}
{'descr': '高级大床房真是小的可怜。。。电视机都不清楚 都是雪花 床单还不干净。。。不推荐', 'star': 3}
{'descr': '+高级大床房房间小的跟什么似的 床单有污垢 卫生间超小', 'star': 5}
{'descr': '酒店地理位置主要离地铁二号线川沙站很近，走路过去200米远。去浦东机场很方便。酒店门口就有一个车站，有很多交通路线，有直达上海火车站，上海南站、人民广场等地方公交车。在酒店出门往左手边往地铁口方向一直往前走，有一个新开的绿地东海岸购物广场，里面吃喝玩乐一应俱全。酒店出口往右手边走，离川沙城中心也很近，有好几家商场，还有步行街。购物吃饭逛街都很方便。酒店的房间（大床房）真的比较小，床紧贴着两墙。隔音', 'star': 5}
{'descr': '服务不错，位置也不错，适合转机的朋友，推荐', 'star': 5}
{'descr': '汉庭快捷酒店（上海川沙店）同事说不错，设施和卫生都挺不错的。可能还有车接送机场，很方便 \r\n', 'star': 3}
{'descr': '同事说不错，设施和卫生都挺不错的。可能还有车接送机场，很方便', 'star': 5}
{'descr': '房间小、价略高、服务好', 'star': 5}
{'descr': '世博期间，近地铁的酒店里面，这家算性价比比较高的了。主要问题是隔音不好', 'star': 5}
{'descr': '貌似还不错啊！服务态度还是不错的！！下次还来这里住', 'star': 5}
{'descr': '距离地铁站近，生活也很方便，看世博会可以坐川沙世博专线，还挺好的。', 'star': 5}
{'descr': '就是世博期间太贵了', 'star': 5}
{'descr': '设施各个方面都很不错，服务蛮到位的，性价比还可以。', 'star': 5}
{'descr': '酒店不错。', 'star': 5}
{'descr': '大床房间有点小', 'star': 5}
{'descr': '1电梯坏了，爬到7楼的房间。2高级大床房间没有挂衣服的地方。\r\n以前住在虹桥机场店房间比川沙店大，前台服务态度也好。这家汉庭有些让人失望。', 'star': 1}
{'descr': '感觉还可以，特别是离地铁站很近...', 'star': 5}
{'descr': '如果第二天去浦东机场，这是理想的选择。', 'star': 5}
{'descr': '房间太小，停车场太小', 'star': 1}
{'descr': '有些味道', 'star': 1}
{'descr': '整体装潢很不错。只是目前地铁通行时间只是0900-1600。如果从最近地铁站广兰站回来也要约 rmb50。', 'star': 5}
{'descr': '其它都好， 就是隔音效果很差', 'star': 5}
{'descr': '很不错，交通方便', 'star': 3}
{'descr': '性价比，总体还比较好，餐厅服务还应该再主动周到些。', 'star': 3}
{'descr': '总体还可以，只是希望餐厅服务再主动热情些。', 'star': 5}
{'descr': '很不错 安全措施非常好 上楼坐电梯要刷卡 上楼要用身份证登记 查得很严\r\n住得十分舒适 但川沙站的地铁只有9-16点有 其它时间没有办法乘坐地铁!\r\n房间条件很好 就是隔音一般 夜里能听到旁边房间的人OOXX...十分汗啊...', 'star': 5}
{'descr': '帮同事预定的，说还不错', 'star': 5}
{'descr': '因为入住比较晚,早上又走得比较早,所以酒店提供了免费的接送机场的服务,非常人性化。只是在晚上到达机场时，因为第一次去机场，不太熟悉，跟司机的沟通上出现了点问题，浪费了些时间。建议下周酒店直接告之客人在哪个位置等，这样可能会更方便些。', 'star': 1}
{'descr': '送機服務只有在地鐵營運外時間 其餘時間皆須收費一人二十五元 這樣的規定應該在旅館簡介時 詳細告知 以免發生誤解', 'star': 5}
{'descr': '对于第二天大早赶飞机的人入住这家酒店非常方便，\r\n本来以为很偏的，结果发现那边很热闹，第二天起个大早打车也很方便，我早上五点结账的，门口保安帮我拦了辆的士，非常周到。\r\n就是隔音效果不好，这个需要改善', 'star': 3}
{'descr': '对于第二天大早赶飞机的人入住这家酒店非常方便，\r\n本来以为很偏的，结果发现那边很热闹，第二天起个大早打车也很方便，我早上五点结账的，门口保安帮我拦了辆的士，非常周到。\r\n就是隔音效果不好，这个需要改善', 'star': 5}
{'descr': '很不错。价格便宜。很容易定到了百元房。服务也很好', 'star': 5}
{'descr': '100块的百元房绝对物超所值。很干净。酒店还提供浦东机场的接送机服务。推荐', 'star': 5}
{'descr': '房间太小了，可能是特价房的缘故', 'star': 5}
{'descr': '房间设施还好，服务态度不差。', 'star': 5}
{'descr': '百元房比较超值,还有接机,很好,以后会再入住.', 'star': 5}
{'descr': '因为要赶早班飞机，选择前一天晚上入住，酒店不错，很新很干净，周围也比较热闹，吃饭什么的都挺方便的。但是服务一般：\r\n1. 前台小姐服务态度一般，早上领班的态度非常好\r\n2. 答应顾客的事情没有落实到位（我们想早一点搭乘班车去机场，前台答应了，司机却因为临时有事换了，根本没有提早）\r\n3. Check out以后发现大堂竟然没有洗手间，询问前台，回答说只有客房有，竟然要我们走出去自己找，难道她们自己', 'star': 1}
{'descr': '总体感觉还不错', 'star': 5}
