{'短评内容': '一般，还行', '短评打分': 3}
{'短评内容': '酒店的网线有毒，我电脑插上网线就中招了，建议网管多维护。环境不是很好，卫生还算可以，价格比起同级酒店还是算一般。', '短评打分': 1}
{'短评内容': '宾馆位于郑州闹市区红旗路，门前是条单行线，交通相对还是比较顺畅的，房间设施不太新了，但是还是挺干净的，环境安静，服务好，价格适中，美中不足是酒店不提供上网电脑，如要上网需自备电脑。', '短评打分': 5}
{'短评内容': '酒店有良好的管理，从员工的表现就可以看出，每位员工对客人都很有礼貌，而且工作态度良好，客人遇到要解决的事，员工不分份内外都会帮忙解决。门口那位值班看守，对客人停车等都安排的很好。', '短评打分': 5}
{'短评内容': '这个价格还是比较实惠，房间空间的大小和 卫生也可以  附近离公交车站也比较近还有很多餐馆儿 并且酒店还有早餐 推荐', '短评打分': 5}
{'短评内容': '虽然有点偏，但房间卫生干净。', '短评打分': 3}
{'短评内容': '整体不错，价格低。房间干净，舒适，环境安静。早餐不错。地址稍偏。', '短评打分': 3}
{'短评内容': '洗澡水流量太小了，半天冲不干净，其他都很好,交通方便，房间非常大，采光也好，几个比较适中，其他设施也非常齐全', '短评打分': 5}
{'短评内容': '硬件条件差点，不过服务态度很好，加上有早餐和地理位置，性价比不错，可小住一两天！', '短评打分': 5}
{'短评内容': '服务不错…', '短评打分': 3}
{'短评内容': '位置一般，酒店挨着路边，晚上过大车，还有警报器声，有点吵，早餐还行。', '短评打分': 5}
{'短评内容': '房间整体比较干净，就是空调制冷不好，可能使用时间长乐的原因，其他设施如隔音什么的都挺不错的，推荐', '短评打分': 5}
{'短评内容': '总体不错，如果能够更加注意细节问题就好了 \n', '短评打分': 5}
{'短评内容': '总体不错，如果能够更加注意细节问题就好了', '短评打分': 5}
{'短评内容': '房间卫生有点差', '短评打分': 3}
{'短评内容': '条件一般，但是价格便宜还含餐，最关键的是离办事的地方近，呵呵', '短评打分': 5}
{'短评内容': 'henhao  性价比不错  但是位置稍微偏了点', '短评打分': 5}
{'短评内容': '我已入住.', '短评打分': 3}
{'短评内容': '环境可以，房间隔音不好。早餐还可以，说明上市宽带免费的，入住时服务员说房间没有网线，也没有深究。', '短评打分': 5}
{'短评内容': '服务挺好，环境不错，还有免费早餐供应', '短评打分': 3}
{'短评内容': '酒店风格很朴素，房间设施一般，就是有股难闻的味道，喷了清新剂也难闻，窗户难打开。早餐比以前有加强。\n结帐的时候很慢很慢，三个服务员结一个人的帐，蜗牛一样慢。说她几句还瞪眼。\n门前红旗路单行线，打车坐车都不很方便。', '短评打分': 5}
{'短评内容': '总体来说，还是可以的，没有什么特别的地方。', '短评打分': 5}
{'短评内容': '酒店还是挺不错的  值得一住。价格不高 就是位置不太好  有点偏，坐车打车都有点麻烦', '短评打分': 5}
{'短评内容': '酒店还是挺不错的  值得一住。价格不高 就是位置不太好  有点偏', '短评打分': 5}
{'短评内容': '早餐比百纳连锁酒店（郑州红旗路店）丰富，而且送了份水果（2个香蕉5个李子），床也舒服，关键价格也便宜点，百纳连锁酒店住了3天，实在不行就换了这家，走路20分钟，都是在红旗路上的', '短评打分': 5}
{'短评内容': '总体感觉还行，早餐还比较丰富，不过得早点去吃，卫生间的马桶抽水效果不是很好，有些房间空调制热效果不是很好', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '室内整洁', '短评打分': 3}
{'短评内容': '早餐没什么东西吃，没有太多选择，而且天天如此', '短评打分': 5}
{'短评内容': '早餐喜欢吃的东西太少，没有什么喜欢吃，希望能丰富早餐', '短评打分': 5}
{'短评内容': '服务还可以，只是网络速度太慢，做不了什么事情', '短评打分': 5}
{'短评内容': '除了网络不稳定、网速比较慢以外，其他方面都挺好的', '短评打分': 5}
{'短评内容': '夜里到的，位置不错，交通方便，火车站打车15元到，比较安静，但硬件较旧，总体还可以。', '短评打分': 3}
{'短评内容': '促销还可以，只是不知道为什么我的消费券还是0', '短评打分': 5}
{'短评内容': '没有一次性拖鞋', '短评打分': 3}
{'短评内容': '距离郑州火车站不是很远,出租车大概15元左右.室内卫生还不错,自助的早餐也不错.不能外带.\n\n酒店门口的路是单行线,建议在以后注明附近道路的交通管理限制', '短评打分': 5}
{'短评内容': ',已入住', '短评打分': 3}
{'短评内容': '酒店很经济', '短评打分': 3}
{'短评内容': '住七楼,房间有点味道,窗户上没有纱窗,住那房间门不很严实,服务员态度还行,餐厅有点挤,青菜只有一个,少了点。', '短评打分': 3}
{'短评内容': '蛮不错的  价格划算\n早餐忘记去吃了 呵呵 ', '短评打分': 5}
{'短评内容': '房间卫生一般，靠近城中村。', '短评打分': 3}
{'短评内容': '环境不错服务也挺好就是临街房有点吵。明天考试估计今晚睡不太好。不过标间都是临街的也只能这样了。总的来说还不错', '短评打分': 3}
{'短评内容': '服务员态度不错\n房间设备太陈旧\n酒店流程比较混乱', '短评打分': 1}
{'短评内容': ' 大床不错，交通便利，干净，就是洗手间设施老点。', '短评打分': 3}
{'短评内容': '挺好，房间大小适中，床铺很干净，卫生间很整洁，全天热水，个人感觉暖气不是很暖和，其他还都不错 \n', '短评打分': 5}
{'短评内容': '酒店不咋地 很老的酒店 窗户关不上 而且 卫生间味道很大也很冲 ', '短评打分': 1}
{'短评内容': '价钱比较实惠，但设施比较简陋，没有衣柜和信纸，沐浴露和洗发水都洗不出泡沫，这可能是郑州特色吧。', '短评打分': 3}
{'短评内容': '很干净有停车位不错', '短评打分': 3}
{'短评内容': '服务良好，卫生良好，早餐和其它同住宿价位快捷酒店相比，要丰富一些。推荐住宿。', '短评打分': 3}
{'短评内容': '挺好，房间大小适中，床铺很干净，卫生间很整洁，全天热水，个人感觉暖气不是很暖和，其他还都不错', '短评打分': 5}
{'短评内容': '整体效果还不错,只是房间稍小,卫生情况有待进一步提高', '短评打分': 5}
{'短评内容': ' \n这个价位算不错的了\n周围有几家饭店  还可以\n\n', '短评打分': 5}
{'短评内容': '  酒店不错，就是交通不太好', '短评打分': 3}
{'短评内容': '房间的设备有些旧，周围的环境不太好，价格还可以，只是感觉这个价的房间在如家等一些酒店也可以接受的，希望酒店在这些方面有所改进。', '短评打分': 1}
{'短评内容': '酒店虽然地段偏僻了点，但是周边小吃，药店，生活设施还是比较多的，而且离红专路小吃街比较近。早上的早餐也比较丰富，138的价格超值的！', '短评打分': 5}
{'短评内容': '作为短期或中转是很不错的酒店，卫生还好，设备比较简单，这个价位很不错了。', '短评打分': 5}
{'短评内容': '干净卫生,性价比高.周遍交通方便,地处郑州市中心.是旅游商务不错的选择.', '短评打分': 5}
{'短评内容': '＋初次入住，感觉在此价格段中性价比还不错！', '短评打分': 3}
{'短评内容': '比较干净，交通也方便，服务态度不错，只是房间有点小', '短评打分': 5}
{'短评内容': '环境不错，比较干净，希望下次还去那里住，好像还有水果赠送', '短评打分': 5}
{'短评内容': '还不错了，绝对对的起这个价位！下次去，还可以住的', '短评打分': 5}
{'短评内容': '很好，会向朋友推荐这家酒店;会向朋友推荐这家酒店', '短评打分': 5}
{'短评内容': '很干净，还提供免费的水果，但是隔音效果好像不是很好，两外电话也不能提供国内长途服务', '短评打分': 5}
{'短评内容': '还行，挺干净，服务热情，就是位置有点偏，郑州的特点就是爱堵车', '短评打分': 5}
{'短评内容': '交通不便', '短评打分': 3}
{'短评内容': '酒店不错,交通不便', '短评打分': 3}
{'短评内容': '还不错了，绝对对的起这个价位！下次去，还可以住的。', '短评打分': 5}
{'短评内容': '环境还好，位置不好，价格一般，服务还好，设备一般', '短评打分': 5}
{'短评内容': '位置还好，其他一般,相比七天来说没有什么特别大的优势。', '短评打分': 5}
{'短评内容': '一般般吧    隔音效果 不好    早餐 不丰盛', '短评打分': 5}
{'短评内容': '价格公道，就是早餐品种太少，床垫也有些过硬了，没有弹性，可能是个别情况。', '短评打分': 5}
{'短评内容': '交通不方便，条件也差点，卫生感觉也不是很好。', '短评打分': 1}
{'短评内容': '房间简单了些，特别是卫生间就像招待所，但是早餐不错，性价比挺高，值得推荐。', '短评打分': 5}
{'短评内容': '服务很周到，地址很好，到哪里都很方便。服务很周到，地址很好，到哪里都很方便。', '短评打分': 5}
{'短评内容': '该地段比较偏，出入乘坐出租车不是很方便，周边小吃比较多。', '短评打分': 1}
{'短评内容': '这个价位的酒店，这家算好的，干净，服务态度好。就是偏了点', '短评打分': 5}
{'短评内容': '第一次住这里，个方面都不错，周围餐馆也多，口味不错，就是交通不太方便，单行线，打车麻烦点。', '短评打分': 5}
{'短评内容': '很好、就是早餐不是很好吃，不过服务态度还行。', '短评打分': 3}
{'短评内容': '位置不错服务业不错  就是里面环境 有点小问题', '短评打分': 3}
{'短评内容': '很好、', '短评打分': 5}
{'短评内容': '性价比很高，可以使用优惠券，去火车站很方便。', '短评打分': 5}
{'短评内容': '卫生间有恶臭问到，条件很次不如如家七天等', '短评打分': 1}
{'短评内容': '房间不小哈，早餐也算过得去啊，周围也方便，不错哦', '短评打分': 5}
{'短评内容': '性价比不错的酒店，干净整洁，门头需要装饰一下', '短评打分': 1}
{'短评内容': '+郑州悦来酒店价格便宜住宿条件良好卫生可以早餐也好。', '短评打分': 5}
{'短评内容': '老爸老妈要凌晨去机场，酒店主动帮忙叫来出租车送到可以坐机场大巴的地方。父母对酒店的服务赞不绝口，非常满意，说下次回老家还是住这里。', '短评打分': 5}
{'短评内容': '较老的酒店，窗户关不上，卫生间返味挺重的，服务态度不错，不过前台服务员只一个，忙的时候招呼不过来。', '短评打分': 3}
{'短评内容': '房间还可以，较干净，早参也干错，性价比高', '短评打分': 3}
{'短评内容': '去郑州投标的时候，定的两间房，干净卫生，有早餐，性价比高', '短评打分': 5}
{'短评内容': '这是去郑州投标时住的，酒店很干净，虽然洁具旧了些，但是房间还是很干净的。', '短评打分': 5}
{'短评内容': '还好啦，设施比较齐全，周边吃的喝的也不错喽', '短评打分': 5}
{'短评内容': '总理来说还不错，酒店西边有个大夜市，吃饭很方便，就是晚上电梯有点吵。', '短评打分': 5}
{'短评内容': '房间宽敞，卫生间太小气了，马桶的位置居然碍洗手池的事，洗手要拧着身。', '短评打分': 5}
{'短评内容': '离火车站还不远，比较方便。房间比较大，还可以；服务态度也很好。不过在结账的时候也提出了个意见，洗手间热水不是很热，放了半天都是温水，浪费水不说还差点弄感冒了。不过总体还是很不错的，价格便宜还有早点，下次来还住这里！', '短评打分': 3}
{'短评内容': '环境还可以，就是网络一会暴快一会可比乌龟', '短评打分': 5}
{'短评内容': '卫生条件还行，抽水马桶和排水应该改善，对于大床房希望给个小桌子，像双人间一样', '短评打分': 5}
{'短评内容': '设施服务一般，但对于快捷酒店来说还可以了，位置和性价比很好', '短评打分': 5}
{'短评内容': '位置还可以，早餐在这种等级的酒店里还算可以，房间是新装修的，用了抵用券入住性价比还可以', '短评打分': 5}
{'短评内容': '没有异味 很好 位置也不错  就是水龙头旧了', '短评打分': 3}
{'短评内容': '环境还是不错的，离博物馆很近，在市中心，我觉得挺好的。', '短评打分': 3}
{'短评内容': '很好，比较家居，位置优越，闹中取静，房间大，卫生好，理想选择', '短评打分': 3}
{'短评内容': '十分满意，位置方便，管理整齐，很理想。郑州的朋友们也说很好。', '短评打分': 3}
{'短评内容': '在北面，总体来说值得一百多的价格，就是早饭一般。但是没有很多宾馆的怪味，还算干净。', '短评打分': 5}
{'短评内容': '第一天忘记送果盘了，但是第二天送了，还不错吧，会向我的朋友推荐这家酒店。', '短评打分': 5}
{'短评内容': 'ddddddddddddddddddddd', '短评打分': 5}
{'短评内容': '我觉得还可以吧，会向朋友推荐这家酒店的。', '短评打分': 5}
{'短评内容': '物超所值', '短评打分': 3}
{'短评内容': '卫生可以，设施齐全，床上用品有点老化，门口道路是单行道', '短评打分': 5}
{'短评内容': '很好!房间大而整洁,地点方便宁静!', '短评打分': 5}
{'短评内容': '酒店位置有些偏，比较干净，设施有些陈旧，总体来说还算可以', '短评打分': 5}
{'短评内容': '环境不错，地理位置也好，就是洗手间把手坏了，不方便啊！', '短评打分': 3}
{'短评内容': '环境很好。地理位置也好。', '短评打分': 5}
{'短评内容': '环境还行，交通一般。', '短评打分': 5}
{'短评内容': '+不错！', '短评打分': 5}
{'短评内容': '很好的一家快捷酒店，性价比很高，地理位置还可以。', '短评打分': 5}
{'短评内容': '服务态度很好，环境整洁。就是床有点硬还凹凸不平的，房间里有一种味儿，像是刚装修过。', '短评打分': 5}
{'短评内容': '卫生状况一般，下水道稍臭，淋浴房有点堵水，不严重，毛巾建议自带。路边的房子噪音还算好，因为街道车辆不太多，但隔音一般，本人睡觉很沉，所以没什么大感觉；早餐推荐，不错，即使小孩子5元一份，本人觉得性价比还可以接受，八个月大的外甥没收费，多谢了！', '短评打分': 5}
{'短评内容': '有点旧了，位置还不错，早餐还行，物有所值吧', '短评打分': 3}
{'短评内容': '酒店不错，就是位置在单行道，不太方便。', '短评打分': 5}
{'短评内容': '不太好，周边环境也不是很好。', '短评打分': 3}
{'短评内容': '条件一般，但是位置在行政区，周边什么都方便', '短评打分': 5}
{'短评内容': '门锁不住，还要加把力推；窗户锁不住，服务员绝对没问题，回答令人惊奇！网络链接度奇差，普通网页都很难打开。服务员对于素质低客人没有反映（本人住的时间每早早餐是自助形式，有位年纪大的住客居然用自己的筷子去夹食物，服务员也不制止）。无语！！！下次应该不会再住了。', '短评打分': 1}
{'短评内容': '很一般', '短评打分': 1}
{'短评内容': '位置稍微差了点 性价比比较高', '短评打分': 5}
{'短评内容': '设施老旧，房间空气不清新。。。。。。', '短评打分': 1}
{'短评内容': '总体感觉性价比不错\r\n位置还可以\r\n离市中心不太远\r\n\r\n下次还考虑', '短评打分': 3}
{'短评内容': '整体感觉不错，附近吃饭很方便，酒店的早餐比较适合我，味道也不错。卫生条件我感觉不错。酒店地点也比较好，特别是里河南博物院只有1公里，我就是步行去的。服务员态度也很好，我入住时要求能上网，马上就给换了有网络的房间。', '短评打分': 3}
