{'短评内容': '不错，就是隔音效果一般', '短评打分': 5}
{'短评内容': '在海淀南路和海淀中街的交汇处，到中关村各大公司各电子市场都在10分钟步行内，地点很不错。房间面积蛮大，比如家、7天等宽敞些，上网速度尚可。\n\n厕所反味，需长时间开着排气扇才行。', '短评打分': 5}
{'短评内容': '环境挺好，挺干净的，价格也很实惠，隔音一般吧。以后会经常入住。', '短评打分': 5}
{'短评内容': '酒店光線良好,服務態度也不錯,交通非常便利.下次還要來住.', '短评打分': 5}
{'短评内容': '很多房间都没有窗，光线不好，就是价格实惠', '短评打分': 5}
{'短评内容': '不错、卫生很好、态度也不错、下次还会来。', '短评打分': 5}
{'短评内容': ' 还不错！服务态度很好。', '短评打分': 3}
{'短评内容': '离地铁比较近，交通方便，房间也挺干净，服务质量好。以后还会来住的。', '短评打分': 5}
{'短评内容': '挺干净的，不错，服务也还可以，虽然房间有点小，但一般住一两个人也够用了。不过就是价格有点贵啊。', '短评打分': 5}
{'短评内容': '交通比较方便，房间也挺干净，房间隔音效果还可以。\n', '短评打分': 5}
{'短评内容': '住过很多次了.商务酒店交通还算方便.附近就有地铁.', '短评打分': 5}
{'短评内容': '地点不错，交通很方便。不过阳面的房间，阳光虽然灿烂，但是略微有点吵，临街的房间，免不了的。', '短评打分': 5}
{'短评内容': '服务、房间都不错哦，价钱也合理，值得大家考虑选择的暂居处。', '短评打分': 5}
{'短评内容': '房间小 而且有滴水声 睡不太好', '短评打分': 3}
{'短评内容': ' 房间很干净，交通便利。', '短评打分': 3}
{'短评内容': '交通方便，价格较好，服务周到，讲礼貌。房间安静，干净整洁。对于到人大、中关村一带办事出差的人来说，很经济。', '短评打分': 5}
{'短评内容': '整体感觉还不错有窝居的感觉!隔音不好!', '短评打分': 3}
{'短评内容': '此酒店环境太差  于实际说的距离也不对', '短评打分': 3}
{'短评内容': '不错，有点难找吗，找了一会才找到的，住着感觉还可以，挺温馨的', '短评打分': 5}
{'短评内容': '地理位置很好，距离中关村的一些公司和一些大学都很近，但卫生一般，淋浴没有淋浴房', '短评打分': 5}
{'短评内容': '价格还可以 硬件和服务很一般', '短评打分': 3}
{'短评内容': '经济型，不错', '短评打分': 3}
{'短评内容': '实用型酒店，位置好，服务态度好，价格适中。', '短评打分': 5}
{'短评内容': '酒店服务不错', '短评打分': 3}
{'短评内容': '酒店环境很好，干净，硬件也不错，三楼的早餐味道也不错，喜欢', '短评打分': 5}
{'短评内容': '很不错，好像高考就住的这。又回来了。。。', '短评打分': 5}
{'短评内容': '总体住宿感觉不错 环境很好 也很干净 地点也可以', '短评打分': 5}
{'短评内容': '房间挺简单的,然后就是太冷了,冬天来住的,从洗手间到床的这段距离都要哆哆嗦嗦的走,不敢再去了', '短评打分': 1}
{'短评内容': '#条件一般', '短评打分': 3}
{'短评内容': '隔间太差了，房间设施太陈旧，被单太薄，晚上睡起来有点儿冷。如不是办事地方较近，应该不会作为首选！', '短评打分': 5}
{'短评内容': '房间面积过小，卫生间太简单，设施较落后，房价却不低。不过卫生还可以。', '短评打分': 1}
{'短评内容': '已经是第二次入住了，很方便，也挺便宜的，总之挺好的，性价比较高！', '短评打分': 5}
{'短评内容': '还行，就是房间的墙壁太薄了。没有安全感。。', '短评打分': 5}
{'短评内容': '交通方便，楼下穆斯林餐厅的饭不错，离地铁近，就是房间的隔音不太好。', '短评打分': 5}
{'短评内容': '一般，不太干净，还算卫生，北京也就这价格了，交通方便', '短评打分': 5}
{'短评内容': '住的非常安静,价格比教合理,房间也非常整洁,在经济型酒店里算不错', '短评打分': 5}
{'短评内容': '位置好交通方便', '短评打分': 3}
{'短评内容': '位置好方便位置好方便位置好方便位置好方便位置好方便位置好方便位置好方便位置好方便', '短评打分': 5}
{'短评内容': '卫生太差，早餐台烂;看到厕所的毛巾脏兮兮的想吐，洗涑的用具很差，跟个小旅馆没啥区别，还叫酒店了///无语了', '短评打分': 1}
{'短评内容': '很一般~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '很一般，就是交通方便而已！~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '卫生条件好，服务一流，位置优越，虽小确很温馨。唯一缺点是隔音不好。', '短评打分': 5}
{'短评内容': '还不错，周围环境也很方便，很干净', '短评打分': 5}
{'短评内容': '位置不错 但是隔音很差...好像实木板的地板 房间还可以 ', '短评打分': 3}
{'短评内容': '还可以~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 3}
{'短评内容': '总体上感觉还是不错的，就是隔墙太薄了，隔壁有点声音就能听到！如果能做好隔音就完美了！', '短评打分': 5}
{'短评内容': '酒店除了交通方便以外其他的就没有什么了。楼面和墙面都是木头的，走起来非常的响', '短评打分': 1}
{'短评内容': '酒店条件一般，但是位置非常好，离新东方跟地铁都很近。出行非常方便。', '短评打分': 5}
{'短评内容': '+酒店干净整洁，位置也不错，值得推荐。', '短评打分': 5}
{'短评内容': '房间隔音很差 走廊走路都会被吵醒.. 位置还算是不错 靠近地铁站 但是性价比真的没有很高', '短评打分': 1}
{'短评内容': '位置很好，设施有些陈旧，隔音效果不好。离地铁很近，楼下的新疆餐厅味道不错。', '短评打分': 5}
{'短评内容': ' 价格相对比较便宜不过环境确实不怎么样，不隔音，太吵', '短评打分': 5}
{'短评内容': '还算干净，房间有点小， 设施简单 ， 就是很方便。 ', '短评打分': 5}
{'短评内容': '+夜间前台服务超差，房间破旧，阁音差，楼上走路都听的到。', '短评打分': 3}
{'短评内容': '各方面还不错，就是水有点凉，卫生间没做隔断，水很容易蔓延出来，冬天踩到了会比较凉', '短评打分': 5}
{'短评内容': '真的不好 热水都不是24小时供应的 其他就不说了 房间超级小  水也很小', '短评打分': 3}
{'短评内容': '很不错~', '短评打分': 5}
{'短评内容': '交通便利，位置较好，旁边就有玛依拉、宏状元等吃饭的地方，不远处有711便利店，卫生较好。\r\n不足是，屋内空间较小，除了床和卫生间之外没有太多空间，只能上床呆着，另外隔音效果不太好，墙壁较淡薄。\r\n整体还好，和价位相比比较合适，适合对价格比较关注的人士居住。', '短评打分': 5}
{'短评内容': '房间不是一般的小 宾馆很不怎么样 不过连24小时热水都没有真的让人很无语 热水极其不稳定忽有忽无 很小', '短评打分': 5}
{'短评内容': '隔音不好;有点嘈,不过早餐很好的,很丰富的,性嫁比一般的.', '短评打分': 5}
{'短评内容': '很好，很干净,环境不错，交通便利，在两个地铁站之间。。。。。。。。', '短评打分': 5}
{'短评内容': '卫生干净，房间偏小', '短评打分': 5}
{'短评内容': '己入住', '短评打分': 5}
{'短评内容': '酒店隔音很差，卫生间条件差，房间空间很小，房间内设施一般，上网可以', '短评打分': 1}
{'短评内容': '环境很不错，温馨而且舒适，地理位置非常合适，前台服务也不错。就是有点小小的遗憾，晚上有新旅客入住时总会有一定的声音影响，隔音不太好。不过有机会，下次还会光顾的，性价比很高啊，嘿嘿~~\r\n\r\n', '短评打分': 3}
{'短评内容': '地方很好，屋子没有窗，中央空调开着，很难受。', '短评打分': 3}
{'短评内容': '房间没窗感觉不好, 空调太冷了.调到最高温度感觉没差 .. 不过在中关村那边位置不错..', '短评打分': 1}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': ' 最先安排的是转角的房间,房间很大,很漂亮,临街的一面几乎都是窗户.200多的标间绝对值得,但是呆了2分钟之后意识到,窗外的空调声音非常之大,基本是没办法睡觉的.后来要求改换了房间,前台所说的小窗户房间,窗户确实小,不到一个门宽,房间也非常小,感观上和上一个压根不能比,还好就是噪音比较小了.\r\n  位置确实好,整体房间性价比一般.', '短评打分': 5}
{'短评内容': '上网很快。所有客房都是免打扰客房，方便休息。地理位置非常不错。', '短评打分': 5}
{'短评内容': '房间宽敞安满意', '短评打分': 5}
{'短评内容': '一般吧，性价比还可以，交通比较发达~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 3}
{'短评内容': '一般吧，性价比还可以，交通比较发达~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 3}
{'短评内容': '位置还可以，在海淀黄庄和苏州街地铁站的中间。房间是中央空调，冷到不行！建议酒店改进。\r\n这个价位住这个酒店还不错。', '短评打分': 5}
{'短评内容': '对于 这个地段的 房子. 这个价位 也就这样了', '短评打分': 1}
{'短评内容': '性价比还是不错的，隔音有点差，有些设备有点旧了，最好能及时更新~~~', '短评打分': 5}
{'短评内容': '位置挺好，这个价格也可以了，有些房间没有窗户是硬伤', '短评打分': 5}
{'短评内容': '不错，交通很方便，干净整齐，价格便宜。\r\n在中关村核心区，离人大也很近', '短评打分': 5}
{'短评内容': '还不错。。。就是隔音一般，天花板有点儿低', '短评打分': 3}
{'短评内容': '大家说的，都很对呀。卫生、设施、位置都还行，就是墙面太薄了。我看都是用三合板，分割成一间一间的。晚上的时候，打鼾声，打电话的声音此起彼伏。。。但是性价比还是不错。', '短评打分': 5}
{'短评内容': '离地铁站很近，周围也比较热闹，房间稍小，卫生不错', '短评打分': 3}
{'短评内容': '室内空调噪音大/桌上加个台灯为好!淋浴水温很好水足!发票应有会议费项.', '短评打分': 3}
{'短评内容': '空调噪音太响/建议桌上加个台灯/淋浴水温很好', '短评打分': 5}
{'短评内容': '位置不错，内部装修还可以，就是隔音很不好！！！ ', '短评打分': 5}
{'短评内容': '干净，位置好~隔音效果一般~但是服务态度不错~中央空调温度低了麻烦他们调高好几次~', '短评打分': 5}
{'短评内容': '位置很不错，内部装修也不错，就是隔音很不好', '短评打分': 5}
{'短评内容': '性价比不错 位置也不错 入住中关村的话 推荐', '短评打分': 5}
{'短评内容': '地方离地铁站挺近的，而且屋里的设施比较齐全，通光度也挺好的，就是我住的那间房空调制冷效果不是很好，很喜欢他家的窗帘', '短评打分': 5}
{'短评内容': '房间到没什么问题，就是隔音效果太差了 早上人还睡着觉呢 门口工作人员就和其他客人大声说话 吵得别人无法休息 望注意 ', '短评打分': 5}
{'短评内容': '还不错，就是位置好，每次都来这，性价比可以，', '短评打分': 3}
{'短评内容': '还不错，就是位置好，每次都来这，性价比可以，', '短评打分': 3}
{'短评内容': '还不错，就是位置好，每次都来这，性价比可以，', '短评打分': 5}
{'短评内容': '房间网线是坏的。酒店锅炉坏了，入住的时候不告诉我们，晚上洗了个冷水澡！', '短评打分': 1}
{'短评内容': '房间隔音效果不理想,部分设备有些老化,其他没有什么', '短评打分': 5}
{'短评内容': '饮食比较方便，交通比较好，离中关村比较近，卫生也比较好', '短评打分': 3}
{'短评内容': '饮食比较方便，交通比较好，离中关村比较近', '短评打分': 3}
{'短评内容': '酒店性价比较差，房间过小，电梯小，电视小，房间硬件设施太差，', '短评打分': 1}
{'短评内容': '房间还好，大厅和楼道太差，让人觉得是低档旅店。', '短评打分': 5}
{'短评内容': '早餐品种单一，房间隔音效果差，被子有点潮，感觉性价比实在不算高。', '短评打分': 3}
{'短评内容': '隔音效果不好，卫生还不错。离中关村很近 交通很方便', '短评打分': 3}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '永正商务酒店（海淀南路店）房间比较小，空调效果也不咋地，床上用品潮湿，卫生还可以，性价比很一般。\r\n', '短评打分': 3}
{'短评内容': '房间设置还算可以,卫生也不错.', '短评打分': 5}
{'短评内容': '主要是床的舒适度很差，卫生一般。位置不错。', '短评打分': 1}
{'短评内容': '墙壁地板有些薄。别的没什么，都不错。服务态度很好。下午2：00退房，这点非常好！', '短评打分': 5}
{'短评内容': '位置不错，隔音差了点，设施有点旧,交通还是蛮方便的。', '短评打分': 5}
{'短评内容': '地点位于海淀黄庄地铁站附近，卫生不错，但早餐相对较单调，而且当天用餐时间稍晚，只剩包子和咸菜', '短评打分': 5}
{'短评内容': '酒店的位置非常好，距离4号线和10号线都非常近，晚间也不吵闹，就是相对来说设施比较陈旧，房间隔音不大好。', '短评打分': 5}
{'短评内容': '挺好的，交通超级方便，服务不错。就是宾馆设施有点陈旧，不过能看出来是翻新装修过的', '短评打分': 3}
{'短评内容': '房间不错，还会入住', '短评打分': 5}
{'短评内容': '其他的都还好啦…就是隔音很差…然后早餐餐厅小…', '短评打分': 5}
{'短评内容': '卫生状况和服务态度都很好，性价比较高，房间隔音效果较差。', '短评打分': 5}
{'短评内容': '交通方便，服务好，就是酒店有一点老旧，但是能看出来重新装修的影子。', '短评打分': 5}
{'短评内容': '酒店很一般', '短评打分': 1}
{'短评内容': '离地铁口很近，吃和行都很方便，最大的问题是隔音不太好，房间有点小了', '短评打分': 5}
