{'descr': '房间挺好的，如果你要是想吃早餐得早点去。', 'star': 5}
{'descr': '价格较同档次酒店高了点,餐馆的菜样少了点.房间隔音不好.', 'star': 5}
{'descr': '感觉还行。。建议酒店房间内给配备电吹风机', 'star': 5}
{'descr': '感觉还行。。建议酒店房间内给配备电吹风机', 'star': 5}
{'descr': '一贯如家的风格，没有什么出奇的地方，连锁酒店', 'star': 5}
{'descr': '一贯如家的风格，没有什么出奇的地方，连锁酒店', 'star': 5}
{'descr': '房间比较小，隔音效果不是很好，网速很慢，而且不是无限的', 'star': 5}
{'descr': '房间比较小，隔音效果不是很好，网速很慢，而且不是无限的', 'star': 5}
{'descr': '服务很好，\n但在廊坊较贵，卫生很好，网速较慢', 'star': 5}
{'descr': '服务很好，\n但在廊坊较贵，卫生很好，网速较慢', 'star': 5}
{'descr': '位置较偏！其他还算不错，性价比还是很好的！', 'star': 5}
{'descr': '位置较偏！其他还算不错，性价比还是很好的！', 'star': 5}
{'descr': '挺好的酒店，感觉很卫生，大部分时间也很安静。', 'star': 5}
{'descr': '挺好的酒店，感觉很卫生，大部分时间也很安静。', 'star': 5}
{'descr': '性价比一般吧。可能离京太近了的原因。附近有一排小吃店。吃饭还行。四楼餐厅12块钱一位吃饭，没去吃，无法评价。', 'star': 5}
{'descr': '性价比一般吧。可能离京太近了的原因。附近有一排小吃店。吃饭还行。四楼餐厅12块钱一位吃饭，没去吃，无法评价。', 'star': 5}
{'descr': '酒店干净舒服很满意下次还住', 'star': 3}
{'descr': '酒店干净舒服很满意下次还住', 'star': 3}
{'descr': '总台服务超滥，对于客人的预订竟然搞错了预订渠道。', 'star': 1}
{'descr': '总台服务超滥，对于客人的预订竟然搞错了预订渠道。', 'star': 1}
{'descr': '还好环境还不错，下次去廊坊还会选择此家酒店', 'star': 5}
{'descr': '还好环境还不错，下次去廊坊还会选择此家酒店', 'star': 5}
{'descr': '环境安逸舒适，服务员很有礼貌到了酒店有种家的感觉', 'star': 5}
{'descr': '环境安逸舒适，服务员很有礼貌到了酒店有种家的感觉', 'star': 5}
{'descr': '环境很好很安静，这次又是订的这家酒店 。性比价高，值得选定', 'star': 5}
{'descr': '环境很好很安静，这次又是订的这家酒店 。性比价高，值得选定', 'star': 5}
{'descr': '还不错的店 离我要去的地方比较近 下次去还会住那里', 'star': 5}
{'descr': '还不错的店 离我要去的地方比较近 下次去还会住那里', 'star': 5}
{'descr': '除了有点偏 其他都很不错 不过影响不大 经常来廊坊 以后就来这家了', 'star': 5}
{'descr': '除了有点偏 其他都很不错 不过影响不大 经常来廊坊 以后就来这家了', 'star': 5}
{'descr': '与其他的如家酒店不同的是设备太陈旧，价格还高，不值》', 'star': 5}
{'descr': '与其他的如家酒店不同的是设备太陈旧，价格还高，不值》', 'star': 5}
{'descr': '一如既往，不过我入住房间的时候有非常大的抽烟的味道，空气不好，希望下回做房，也能把窗户打开，', 'star': 5}
{'descr': '一如既往，不过我入住房间的时候有非常大的抽烟的味道，空气不好，希望下回做房，也能把窗户打开，', 'star': 5}
{'descr': '+很好', 'star': 5}
{'descr': '+很好', 'star': 5}
{'descr': '环境很好', 'star': 5}
{'descr': '环境很好', 'star': 5}
{'descr': '总的来说服务不错，只是信用卡担保的钱至今没有返还，快半个月了。', 'star': 3}
{'descr': '总的来说服务不错，只是信用卡担保的钱至今没有返还，快半个月了。', 'star': 3}
{'descr': '我的保证金什么时候返回信用卡？', 'star': 5}
{'descr': '我的保证金什么时候返回信用卡？', 'star': 5}
{'descr': '位置太差 早晨打扫卫生的在走廊里非常吵 ', 'star': 1}
{'descr': '位置太差 早晨打扫卫生的在走廊里非常吵 ', 'star': 1}
{'descr': '十一假期入住，床单上有污点。。。。。。价格有点贵', 'star': 1}
{'descr': '十一假期入住，床单上有污点。。。。。。价格有点贵', 'star': 1}
{'descr': '+早点种类少,其它还行', 'star': 5}
{'descr': '+早点种类少,其它还行', 'star': 5}
{'descr': '很一般吧！窗帘都漏光！隔音不好，位置较偏！', 'star': 5}
{'descr': '很一般吧！窗帘都漏光！隔音不好，位置较偏！', 'star': 5}
{'descr': '性价比不错，可以住，每次都住这边，省事了', 'star': 5}
{'descr': '性价比不错，可以住，每次都住这边，省事了', 'star': 5}
{'descr': '已经是第二次住这家如家了，位置不错，交通方便，环境不错，房间很干净！美中不足的是隔音效果欠佳。', 'star': 5}
{'descr': '已经是第二次住这家如家了，位置不错，交通方便，环境不错，房间很干净！美中不足的是隔音效果欠佳。', 'star': 5}
{'descr': '很不错的酒店，在廊坊200元以内可以选的好酒店不多，可能是因为离北京天津太近了，很多人不会住在廊坊。', 'star': 5}
{'descr': '很不错的酒店，在廊坊200元以内可以选的好酒店不多，可能是因为离北京天津太近了，很多人不会住在廊坊。', 'star': 5}
{'descr': '+服务周到', 'star': 5}
{'descr': '+服务周到', 'star': 5}
{'descr': '环境不错！住的很开心！', 'star': 5}
{'descr': '环境不错！住的很开心！', 'star': 5}
{'descr': '价格上调了，不过性价比还是不错的', 'star': 5}
{'descr': '价格上调了，不过性价比还是不错的', 'star': 5}
{'descr': '各位方面都值得推荐，只是对于我来说位置有些偏，好在廊坊不大，呵呵，推荐一下', 'star': 5}
{'descr': '各位方面都值得推荐，只是对于我来说位置有些偏，好在廊坊不大，呵呵，推荐一下', 'star': 5}
{'descr': '非常干净，就是位置偏了一点', 'star': 5}
{'descr': '非常干净，就是位置偏了一点', 'star': 5}
{'descr': '每次过来都是住这里', 'star': 5}
{'descr': '每次过来都是住这里', 'star': 5}
{'descr': '隔音效果太差，网速太慢，其他还可以', 'star': 5}
{'descr': '隔音效果太差，网速太慢，其他还可以', 'star': 5}
{'descr': '暖气太热，太干燥，隔音效果差了点', 'star': 5}
{'descr': '暖气太热，太干燥，隔音效果差了点', 'star': 5}
{'descr': '除了位置偏远，其他的还是不错的！', 'star': 5}
{'descr': '除了位置偏远，其他的还是不错的！', 'star': 5}
{'descr': '位置有点偏 环境还是不错的 自己有餐厅 也挺方便的', 'star': 3}
{'descr': '位置有点偏 环境还是不错的 自己有餐厅 也挺方便的', 'star': 3}
{'descr': '前台的某些服务员态度有待提高', 'star': 5}
{'descr': '前台的某些服务员态度有待提高', 'star': 5}
{'descr': '酒店早餐不错，中午和晚餐较贵。服务还行，发票居然是定额手撕票，好大一碟', 'star': 5}
{'descr': '酒店早餐不错，中午和晚餐较贵。服务还行，发票居然是定额手撕票，好大一碟', 'star': 5}
{'descr': '其它还可以，就是位置差一点', 'star': 5}
{'descr': '其它还可以，就是位置差一点', 'star': 5}
{'descr': '总体感觉一般！不是很好。', 'star': 5}
{'descr': '总体感觉一般！不是很好。', 'star': 5}
{'descr': '酒店新开的，很干净，离中街不远，就是早餐不大好', 'star': 5}
{'descr': '酒店新开的，很干净，离中街不远，就是早餐不大好', 'star': 5}
{'descr': 'hao', 'star': 3}
{'descr': 'hao', 'star': 3}
{'descr': '不错，下次还住这里', 'star': 5}
{'descr': '不错，下次还住这里', 'star': 5}
{'descr': '不错\r\n', 'star': 3}
{'descr': '不错\r\n', 'star': 3}
{'descr': '还不错感觉', 'star': 5}
{'descr': '还不错感觉', 'star': 5}
{'descr': '综合条件不错，餐厅不如沧州如家', 'star': 5}
{'descr': '综合条件不错，餐厅不如沧州如家', 'star': 5}
