{'短评内容': '挺好的，干净，卫生', '短评打分': 5}
{'短评内容': '地处火车站旁，有点偏市区，房间设备偏旧，服务意识有待提高', '短评打分': 3}
{'短评内容': '前台服务一般', '短评打分': 3}
{'短评内容': '离火车站很近，交通方便。房间较大。不错！', '短评打分': 5}
{'短评内容': '房间大堂装修还行，就是房间地板很脏，床不舒服，靠近火车站，比较吵', '短评打分': 1}
{'短评内容': '酒店靠近南昌火车站，有点吵，房间地板很脏', '短评打分': 1}
{'短评内容': '設施陳舊，房費太高。還不如品牌連鎖酒店。唯一優點就是近火車站。', '短评打分': 1}
{'短评内容': '環境還可以的', '短评打分': 3}
{'短评内容': '住了好几次了，感觉除了离火车站、八一广场比较近，其他的都很一般，设施比较陈旧了。', '短评打分': 1}
{'短评内容': '客房还不错，卫生较好，就是有点老旧，开业时间太长了。', '短评打分': 5}
{'短评内容': '房间比较小，最靠近火车站那边比较吵，东西陈旧。比较干净安全，没有什么优点。', '短评打分': 5}
{'短评内容': '离火车站很近，服务不错，卫生。', '短评打分': 3}
{'短评内容': '不错。交通方便，经常住。只是房间有些旧了，该装修了。', '短评打分': 5}
{'短评内容': '位置应该是非常方便，而且并不在主路上。但是注意一定要安排背对马路的房间(安静)，否则你会很痛苦。', '短评打分': 5}
{'短评内容': '大厅很漂亮，里面房间地毯破旧，准备洗澡去，发现水龙头出不了热水，打电话去服务台，说今天此款房间没了。结果当晚没洗澡，一早退房走人。', '短评打分': 1}
{'短评内容': '位置不错，靠近火车站。早上的早点有些简单，只能是将就一下了。\n靠马路的房子有些吵。', '短评打分': 5}
{'短评内容': '还不错，交通方便，离火车站和老福山公交站都很近，楼下还附带有中西餐店', '短评打分': 5}
{'短评内容': '价格比较实惠，距离火车站也不远。周围餐饮吃饭都很方便！', '短评打分': 5}
{'短评内容': '不含早不好！', '短评打分': 3}
{'短评内容': '卫生间太小，电源及网线使用不方便，和窗帘打架，外面车噪音太大，窗户隔音效果太差，房间还干静整洁。', '短评打分': 3}
{'短评内容': '卫生不行，房间还有异味，感觉很不爽！下次不住了……', '短评打分': 1}
{'短评内容': '就是交通便利，其它的都是说一般，价格也偏高一点', '短评打分': 5}
{'短评内容': '内容', '短评打分': 3}
{'短评内容': '位置好，对面的小吃不错。房间干净，就是卫生间有点小。', '短评打分': 5}
{'短评内容': '地理位置好，离机场大巴站很近。干净卫生，不错！', '短评打分': 5}
{'短评内容': '離火車站很近，要出行離集合地點也近；要到遠一點地方坐個摩的很快就能到了~~', '短评打分': 5}
{'短评内容': '大厅和餐厅环境部错，但是客房环境不好，晚上太吵，外面车辆声音很大。', '短评打分': 5}
{'短评内容': '服务态度良好，交通便利，但是不在主干道上，早餐不是很丰盛，房间太小，相对于这种环境，有点偏贵，再没有更好的选择的时候，也可以考虑下。', '短评打分': 5}
{'短评内容': ' 凌晨4.5点多到的酒店提前入住 值班的人员没另行收费 服务不错 干净 温馨 门缝下也没有乱七八糟的名片', '短评打分': 5}
{'短评内容': '多次住该酒店，出行方便。周边美食也较多，对面就是“饭是钢”。', '短评打分': 5}
{'短评内容': '酒店还不错。', '短评打分': 3}
{'短评内容': '带同事一起来的，同事说总体还可以，下次来南昌还住这。我住的房间小了点，有味道。距离火车站步行5分钟。自助餐比锦江的差点。', '短评打分': 5}
{'短评内容': '带同事来住的，同事说总体还可以，下次来南昌还住这。房间大小合适，大床房挺舒服距离火车站步行5分钟。自助餐比锦江的差点。', '短评打分': 5}
{'短评内容': '酒店房间有异味，总体一般吧！晚上睡的时候边上还有施工，不知道是怎么管理的，不过还算是对的起这个价吧！', '短评打分': 5}
{'短评内容': '硬件条件还行，算准4星吧。服务比较好。由于地理问题，视野风景不是很好。总体不错~服务员的微笑给人的感觉蛮好，就是送报纸的阿姨板着个脸……额，还不错啦！', '短评打分': 5}
{'短评内容': ' 还行吧', '短评打分': 3}
{'短评内容': '离火车站很近，环境不错，室内整洁、安静，设施较新。', '短评打分': 5}
{'短评内容': '我是8月19日入住的，性价比还可以，如果要选择火车站附近和价格应该都可以，交通比较方便。就餐也很方便呢，本酒店的不错，对门的饭是钢也很好。\n但也有些不愉快，因为不知道那里的实际情况，入住时被安排在10楼，大家要注意，一是9搂到10楼是没有电梯，要爬楼梯；二是10楼是顶层走廊里面没有空调，很热，三是还有好多房间在装修不安全。另外，在第二天结账时，收银台的服务人员态度很不好，在那里捙捙打打的让客人感觉', '短评打分': 5}
{'短评内容': '什么酒店哦，吓人，开始的时候给我4楼的，那个窗台脏啊，吃东西也吃不下。后来要求换到6楼，好多了', '短评打分': 1}
{'短评内容': '环境还不错，前台小姐态度不错！就是电脑网速太差劲！', '短评打分': 5}
{'短评内容': '在这个价位的酒店这还算还行了，不能要求太高，空调很旧，不是很制冷，地毯比较脏，总的还行。', '短评打分': 5}
{'短评内容': '位置不错，离火车站挺近的，卫生也干净，前台态度好，就是房间有点小', '短评打分': 5}
{'短评内容': '宾馆设备太老旧啦！！！！前台结账速度很慢，正好赶上要赶火车，真急人！！！', '短评打分': 1}
{'短评内容': ' 酒店大厅环境不错 安静  ，门缝下没有塞乱七八糟的小名片，  前台服务也很好 唯一缺憾这次房间床铺卫生  床单该更新换代了。 没有十全十美的 有朋友要住还是会推荐的', '短评打分': 5}
{'短评内容': '性价比还是不错的，但是房间硬件设施有点老化了', '短评打分': 5}
{'短评内容': '不错，现在前台服务态度比较以前有了很大的进步，办理速度也快了。', '短评打分': 5}
{'短评内容': '位置不错，但是前台服务员的服务质量还应该提高。', '短评打分': 5}
{'短评内容': '很不错，同事来出差我也帮他定了相同酒店，他的评价也一样好', '短评打分': 5}
{'短评内容': '距离火车站很近，酒店环境也很不错，房间很整洁，工作人员服务态度也不错，来南昌出差就住这家', '短评打分': 5}
{'短评内容': '酒店一般,房间内有蚊子小虫子,', '短评打分': 3}
{'短评内容': '除了靠近火车站外，别无长处。晚上楼下有烧烤，还不错。', '短评打分': 1}
{'短评内容': '服务态度很好干净温馨离火车站很近我住的是普通单间唯一不足的就是房间很小', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '离火车站很近，楼下有老树咖啡，很方便，就是最近在修路，路不好走，比较堵。', '短评打分': 5}
{'短评内容': ' 环境不错，离火车站很近，合适初次来找不到好地方住的人，一切都很方便，网络速度也飞快，总之好评', '短评打分': 3}
{'短评内容': '靠近火车站，要乘火车比较方便。性价比较高，就是房间不大，特别是卫生间很小。', '短评打分': 5}
{'短评内容': '总体印象一般。', '短评打分': 3}
{'短评内容': '跟图片上的豪华表间完全不一样', '短评打分': 3}
{'短评内容': '酒店服务还不错，卫生间也好，离火车站还是远了点，拿着行李要走十多分钟。', '短评打分': 3}
{'短评内容': '整体来说还可以，推荐入住。位置比较方便，房间还算干净，就是年代有点长，设施有些陈旧。服务还行，蛮客气的。', '短评打分': 5}
{'短评内容': '不错的经济型酒店,对得起这个价钱。但是现在天佑路交通不方便。', '短评打分': 3}
{'短评内容': '其它都好，就是没早餐，电视信号不好。', '短评打分': 3}
{'短评内容': '整体还不错吧，就是镜子正对着床，太不吉利了，让人感觉不好，其他的就是隔音不是很好，还是值得入住的，下次还会去吧', '短评打分': 5}
{'短评内容': '离火车站很近，价格也实惠，适合出差办事的人，但是早餐很糟糕\n', '短评打分': 5}
{'短评内容': '良好', '短评打分': 3}
{'短评内容': '交通方便，旁边有施工，有点吵', '短评打分': 3}
{'短评内容': '酒店整体不错，但很多细节、卫生和服务都还比较粗糙，和正规的星级酒店相比还有距离。酒店距离火车站不远，相对方便是最大的优点。', '短评打分': 5}
{'短评内容': '还不错,.好好好好好好好好好好好好好好好', '短评打分': 5}
{'短评内容': '这家的环境还算不错了，价格稍微贵了一点点。', '短评打分': 5}
{'短评内容': '我住的是豪华单间，设计很不合理，卫生间竟然是玻璃隔的，外面能看到，另外卫生间的窗户没有窗帘，一到早上光线很强', '短评打分': 1}
{'短评内容': '来这里住了几次了，我比较满意，基本成了我的定点酒店', '短评打分': 5}
{'短评内容': '靠近火车站，交通很方便，房间还蛮大，就是稍微旧了点，其它都不错。', '短评打分': 5}
{'短评内容': '服务太差，电视不能看向服务中心反映，竞然说这是这样了，没办法，马上一推了之，叫我打电话到前台去问退房事宜，向值班经理投诉，结果一个多小时没反应，中途宽带又给断了，住这样环境的酒店，真让人感受到恐怖。除了位置靠火车站近的优势外，设备陈旧，服务恶劣，主管不作为，附近酒店多的是，建议别订，本人还在等候明天酒店给我的投诉的处理结果，但愿能给我一个满意的答复。', '短评打分': 1}
{'短评内容': '太吵，隔音不太好，房间布局一般，挺憋屈，名不副实', '短评打分': 1}
{'短评内容': '南昌米兰假日酒店，地理位置比较好，距南昌火车站、汽车站一步之遥，地处闹市然而幽静致远，是个歇脚住宿的好地方。酒店房间舒适，饭菜可口，好。', '短评打分': 5}
{'短评内容': '晚上到南昌，离火车站近，方便。服务不错，但房间设施较为陈旧。', '短评打分': 5}
{'短评内容': '地毯脏得一塌糊涂，连椅子都黑漆漆的，房间一直开着窗都还臭哄哄的。要求换房，结果看了另一间房也还是半斤八两，就不换将就一个晚上。酒店的解释是生意一直很好，没时间洗地毯。\n\n简直100元一间都觉得贵了，还卖这么贵！超级不值。', '短评打分': 1}
{'短评内容': '卫生条件不错，服务相当周到！交通也方便！价位也公道！', '短评打分': 3}
{'短评内容': '给朋友订酒店几次都在这里，就是因为离火车站近，设施也不错。不过2月7日这晚糟糕透了，酒店水管爆裂，房间里都没水，第二天中午退房时都没来水。。。', '短评打分': 5}
{'短评内容': '酒店所处位置交通很方便，就在火车站边上，离机场大巴下车处也就50米，所以比较适合出差住', '短评打分': 5}
{'短评内容': '晚上到南昌，离火车站近，方便。服务不错，但房间设施较为陈旧。', '短评打分': 5}
{'短评内容': '酒店位置很好，如果赶火车相当方便，步行三两分钟即可到车站。床有点硬，大厅看起来舒服。四星有点夸大，相比一般商务酒店还是好点。', '短评打分': 3}
{'短评内容': '周边环境很差，房间不是那么干净，但服务太度很好。', '短评打分': 1}
{'短评内容': '酒店位置－般，在南昌有好多价格相同的酒店可住', '短评打分': 1}
{'短评内容': '还不错，离火车站非常近,房间隔音不好，其他尚可，有点吵', '短评打分': 5}
{'短评内容': '可能是因为春节期间，人手不足，入住后房间居然还没收拾好，近半个小时才来人收拾。不过离火车站近，离机场大巴起点站很近，还是很方便的。', '短评打分': 5}
{'短评内容': '位置70分(火车站附近，人杂)；卫生85分；服务75分（在酒店见到客人不会问好，更何况在过年期间）', '短评打分': 5}
{'短评内容': '米兰酒店硬件尚可，但房内有异味，考虑标间188元一间，交通便利，可以推荐入住', '短评打分': 3}
{'短评内容': '本人于1月29日晚入住南昌米兰假日酒店，昨天离开，谢谢', '短评打分': 3}
{'短评内容': '房间厕所很小，灯光很暗，总体不是很满意，宾馆里的餐厅味道还行，家常菜还不错', '短评打分': 3}
{'短评内容': '不错，比较安静整洁。交通方便。', '短评打分': 3}
{'短评内容': '环境还不错', '短评打分': 3}
{'短评内容': '前台服务太差，我2011年1月17日上午9时就预订了房间，晚上到的时候，前台服务员让我选择：你需要的单间，一是4楼，离桑拿近，你怕吵不。二是5楼有，没有网。三是8楼有，但是没有窗子。呵呵，大家说让我怎么选择，后来在没有办法选择的情况下，只有自己要求换标准间，加钱就是了。我现在都不知道预订的目的是什么？希望能够改进，否则，再好的宾馆也会失去顾客的哦。', '短评打分': 1}
{'短评内容': '酒店还不错，不过附近比较难打车，居住环境还不错，服务也不错', '短评打分': 5}
{'短评内容': '性价比不错，坐火车也很方便。只是那天早餐开放的时间比承诺的七点迟了些，只能匆忙吃了点心就去赶火车了。', '短评打分': 5}
{'短评内容': '酒店设施比较老旧了，地毯不干净，并且前台态度傲慢', '短评打分': 1}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '酒店位置很好, 紧邻火车站,性价比高, 可惜没有早餐', '短评打分': 5}
{'短评内容': '空调不热，卫生情况不是很好，早饭也不是很好，唯一好的就是地段，但是性价比非常低，不推荐！', '短评打分': 1}
{'短评内容': 'sffffffffffffffffffffffffffffffffffffffffffff', '短评打分': 5}
{'短评内容': '位置很好找，里面也很干净，交通方便，赶火车赶飞机都很便利', '短评打分': 5}
{'短评内容': '酒店地理位置不错靠近火车站步行十分钟路程，到市中心也只有一个起步价。房间环境干净整洁。夜间无骚扰电话，就是前台的动作太慢，到达的当天在大堂办理入住等候了近半小时。', '短评打分': 5}
{'短评内容': '地理位置不错，服务态度也很好，特别是14:00以前退房，给顾客带来方便。', '短评打分': 5}
{'短评内容': '位置离火车站很近,各方面都还不错, 可惜没有房价不含早餐', '短评打分': 5}
{'短评内容': '己入住。', '短评打分': 3}
{'短评内容': '我感觉挺好的，下一次还是会入住的。当然希望服务方面更好！', '短评打分': 5}
{'短评内容': '还可以，物超所值，也挺干净的！!!!!!', '短评打分': 5}
{'短评内容': '还不错,就是电视的信号不是很好,整体还是蛮好的', '短评打分': 5}
{'短评内容': '地理位置还好，离近火车站。门口的饭店很火爆，每次都去吃。', '短评打分': 5}
{'短评内容': '地理位置很好，就在火车站附近。周围餐饮设施也很多，离机场大巴的终点站也很近。', '短评打分': 5}
{'短评内容': '离火车站近，但设施简陋，我住的509的取电开关还是坏的，靠走廊较吵。', '短评打分': 1}
{'短评内容': '离火车站很方便。不过，酒店的设施还是觉得偏简陋了点，没有照片上那么好，而且我住的还是豪华单间，普通单间估计就更差了，这个价格在南昌还是贵了。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': ' 不错', '短评打分': 3}
{'短评内容': '位子不错，就在火车站旁边，但是房屋的硬件比较一般，而且在路边，比较吵。中评。', '短评打分': 5}
{'短评内容': '酒店离火车站比较近，适合即将上火车的旅客。酒店设施还可以，性价比不错，就是服务员的素质还有待提高。', '短评打分': 5}
{'短评内容': '很好，谢谢！', '短评打分': 5}
{'短评内容': '早饭不错，房间一般。电视不是液晶。', '短评打分': 5}
{'短评内容': '+交通方便，性价比高，就是房间小蟑螂有些', '短评打分': 5}
{'短评内容': '位置好，二楼的中餐厅还行，西餐厅的那个老树咖啡太差，牛排都是过期的，到现在还没消化。198的豪华间也一般，总的服务还行', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '酒店环境还是可以的，很安静，交通也挺便利的，就是床太硬了，都能感觉到它的弹簧！！', '短评打分': 5}
{'短评内容': '时尚单间太小了..换了一个豪华单间.就贵二十元.感觉还行', '短评打分': 3}
{'短评内容': '网上订房给的房间不行，房间太小，光线太暗。', '短评打分': 1}
{'短评内容': '离火车站近，位置便利，看到了针线包，个人护理包两个小东西，感觉服务方面想的很细致，提点意见的话，装修设备显得比较旧了。', '短评打分': 5}
{'短评内容': '酒店服务真的超级棒，前台小姐很好，借给我们订书机，订好了在公司来不及装订的一大推资料。\r\n\r\n酒店服务员也很棒，很友好，很有礼貌，服务体贴入微。', '短评打分': 5}
{'短评内容': '时尚单人房太小了,进去有点失望.后面换了间豪单还不错.', '短评打分': 5}
{'短评内容': '地理位置不错，环境一般，服务还行', '短评打分': 5}
{'短评内容': '环境、卫生差强人意；', '短评打分': 5}
{'短评内容': '没性价比,相对来讲比较差,以后再不会住了.', '短评打分': 1}
{'短评内容': '酒店不错，装饰偏旧', '短评打分': 5}
{'短评内容': '不错.11111111111111111111111111111111', '短评打分': 3}
{'短评内容': '很好.经常住', '短评打分': 5}
{'短评内容': '＋大堂不错，房间设备比较旧，但价格便宜。', '短评打分': 5}
{'短评内容': '位置很好，离火车站和机场大巴的终点都很近，周围餐饮很多，酒店的早餐性价比不错。', '短评打分': 5}
{'短评内容': '房间太小，卫生也不行，价格还挺贵！房间太小，卫生也不行，价格还挺贵！房间太小，卫生也不行，价格还挺贵！', '短评打分': 1}
{'短评内容': '哎，酒店设施太陈旧了，全是他妈破烂不堪的毛巾和家具。\r\n好像旧货市场淘来的', '短评打分': 1}
{'短评内容': '感觉还可以，性价比不错。', '短评打分': 5}
{'短评内容': '酒店离火车站挺近，旁边吃饭挺方便。不过酒店服务很差，前台办理手续速度很慢，一大堆人在排队也没人理采。退房时还硬要说是我把它的空调弄环了，什么罪证齐全，“尸体”还在。硬想让你赔偿的样子，非要上房去看“尸体”，到房间后“尸体”没看到，客户服务员硬说是我们搞坏的，后来问半天后才说之前就是坏的。退个房花了半个多小时，害到我飞机晚点。\r\n在前台退房时，还见到说另一位客人把房间的台灯搞坏了，又是说台灯很大的碎', '短评打分': 1}
{'短评内容': '还可以，性价比还行', '短评打分': 3}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '设施有点陈旧，而且我住的那个房间的下水道好像有点堵。。总体还不错吧', '短评打分': 5}
{'短评内容': '位置很不错，距离火车站很近。不过毛巾有点旧了，该换代了。', '短评打分': 5}
{'短评内容': '前台服务太差，卫生也一般', '短评打分': 1}
{'短评内容': '地理位置优越,因客房多数临街,略嫌吵闹;服务与设施亟待改进提高。', '短评打分': 5}
{'短评内容': '地毯太脏, 毛巾又脏又破. ', '短评打分': 1}
{'短评内容': '位置不错。离车站不远但不嘈杂', '短评打分': 3}
{'短评内容': '性价比还可以，只是前台服务意识有待加强。退房时4.5个人等着退房，只有一个人在处理，其他3个前台人员闲着无事也不帮忙，实在没有服务意识。', '短评打分': 5}
{'短评内容': '酒店不错，离火车站很近', '短评打分': 3}
{'短评内容': '离火车站很近，性价比较高', '短评打分': 5}
{'短评内容': '坐火车很方便，但是这个位置很难打的，出租车很少有空的经过！', '短评打分': 5}
{'短评内容': '酒店的大堂很漂亮，周围餐饮设施也很多，总体来说，性价比还不错。', '短评打分': 5}
{'短评内容': 'very very lousy breakfast', '短评打分': 3}
{'短评内容': 'good basic room', '短评打分': 5}
{'短评内容': '早餐太差', '短评打分': 5}
{'短评内容': '只要通过Elong住一次，酒店销售就叫你办酒店卡了。优惠的不少呵呵', '短评打分': 5}
{'短评内容': '前台接待还不错，就是客房旧了点', '短评打分': 3}
{'短评内容': '地理位置不错，因为靠近火车站所以可以到达的车很多。\r\n房间设施比较旧。', '短评打分': 5}
{'短评内容': '服务一般，房间太脏', '短评打分': 3}
{'短评内容': '接待团队的酒店，设施太旧。房间太吵。', '短评打分': 1}
{'短评内容': '位置还算可以,房间小了一点,等车可以考虑', '短评打分': 5}
{'短评内容': '离火车站很近，步行即可。\r\n价格也不高，100多元其他设施等一般。\r\n性价比还可以。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '房间地毯太旧了，看起来不是很舒服。也没有一次性拖鞋。隔音设备差。其他的都很好。', '短评打分': 5}
{'短评内容': '房间一开始没有一次性拖鞋，后来打电话才拿来。第二天早上竟然停电，而且POS机也不能用了。', '短评打分': 1}
{'短评内容': '酒店一般，房间比较小。', '短评打分': 1}
{'短评内容': '178的所谓时尚单人间..完全看不出时尚在哪里...房间很小..卫生间很小...', '短评打分': 1}
{'短评内容': '位置不错，酒店性价比高，下次还住那里', '短评打分': 5}
{'短评内容': '感觉还不错', '短评打分': 5}
{'短评内容': '酒店离火车站很近，坐火车很方便。酒店性价比高', '短评打分': 5}
{'短评内容': '酒店总体不错,就是早餐差了点.', '短评打分': 5}
{'短评内容': '位置不错，离火车站挺近的。不过不值这个价格，而且住得的很不舒服。', '短评打分': 1}
{'短评内容': 'Good for those arrive by train at night as that is within walking distance.', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '按4星的标准来评价，设施跟不上，房间的设备以及卫生设施，装修水平都很一般，只能算三星。唯一可取的就是地段还行，价格也还能接受。不过南昌的酒店价格总体不高，所以价格也不算很有优势，旁边的酒店价格才100元。', '短评打分': 5}
{'短评内容': '还好', '短评打分': 5}
{'短评内容': '感觉还行吧，就是烧水的水壶出水嘴那生锈了。', '短评打分': 5}
{'短评内容': '水龙头花洒坏了，放衣服的柜子是和隔壁公用的板，隔音差，其他还行。', '短评打分': 3}
{'短评内容': '各方面还可以，对得起这个价格。位置稍微难找，不在街边，但是比较安静。', '短评打分': 5}
{'短评内容': '毛巾、床单很脏、还有污渍！', '短评打分': 1}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '烧水壶坏掉，其他还好。', '短评打分': 5}
{'短评内容': '适合商旅', '短评打分': 3}
{'短评内容': '酒店里火车站比较近，坐车比较方便', '短评打分': 5}
{'短评内容': '适合商旅', '短评打分': 3}
{'短评内容': '设施较好', '短评打分': 5}
{'短评内容': '半夜检修电力，突然停电，也不事前通知，不太好。', '短评打分': 5}
{'短评内容': '环境不错，楼下的咖啡店也很好，就是前台还需要加强业务培训，提高速度。', '短评打分': 3}
{'短评内容': '前台的服务需要改进了，我到的时候，预定的标房说是大床房，还好后来经理升级了房间。退房的时候，前台速度也很慢，感觉不熟练，还是管理疏忽？总体还是好的，希望积极改进，我经常出差，以后还会来的。', '短评打分': 5}
{'短评内容': '是有点吵', '短评打分': 1}
{'短评内容': '位置很不错，适合商旅人士\r\n大厅很漂亮\r\n可惜房间垃圾了一点', '短评打分': 5}
{'短评内容': '房间不隔音。', '短评打分': 1}
{'短评内容': '第二次来了，基本上蛮满意的，特别赞一下前台服务~态度相当不错~', '短评打分': 5}
{'短评内容': '较舒适', '短评打分': 5}
{'短评内容': '房间不错，还会入住', '短评打分': 3}
{'短评内容': '酒店性价比不错，隔音差了些。今后还会入住', '短评打分': 5}
{'短评内容': '地点、设施都还不错', '短评打分': 5}
{'短评内容': '很好的酒店，离火车站很近', '短评打分': 5}
{'短评内容': '房间没有放行李的台子，衣橱太窄', '短评打分': 3}
{'短评内容': '前台速度慢', '短评打分': 5}
{'短评内容': '位置好 推荐', '短评打分': 5}
{'短评内容': '性价比还不错', '短评打分': 3}
{'短评内容': '地点不错，没有早餐，环境还可以。那天去的比较早，酒点还没有整理房间，服务员态度还可以。但前台结帐速度超慢。', '短评打分': 1}
{'短评内容': '每次去南昌都住这家，因为离火车站近很方便。 酒店的外观室内感觉都不错，就是隔音不太好，而且这次入住的房间正好在服务员房间对面，有点吵。', '短评打分': 3}
{'短评内容': '每次去南昌都住这家，因为离火车站近很方便。 酒店的外观室内感觉都不错，就是隔音不太好，而且这次入住的房间正好在服务员房间对面，有点吵。', '短评打分': 5}
{'短评内容': 'check in/out等的时间太长\r\n', '短评打分': 3}
{'短评内容': '靠马路太吵，check in/out等的时间太长', '短评打分': 3}
{'短评内容': '前台等待时间太长，房间没有衣柜', '短评打分': 1}
{'短评内容': '离火车站很近，交通方便，酒店设施齐全。\r\n装修不错，但是隔音效果不好，尤其比邻交通要道车流量大晚上睡眠会受影响。', '短评打分': 5}
{'短评内容': '酒店还可以!', '短评打分': 5}
{'短评内容': '没按预定时间交付', '短评打分': 5}
{'短评内容': '酒店离火车站比较近，房间环境还可以，不过有点吵', '短评打分': 3}
{'短评内容': '价格方面我觉得还是蛮合适的,酒店的环境一般了.', '短评打分': 3}
{'短评内容': '酒店的房间比较小,而且里面的设施也不是很好,感觉不值这个价钱,服务和卫生环境还可以,最主要的是离火车站蛮近的,蛮方便.', '短评打分': 3}
{'短评内容': '还行，离火车站大概几百米吧，出行还比较方便，价格也便宜', '短评打分': 3}
