{'短评内容': '整体还不错', '短评打分': 4}
{'短评内容': '周末去住了2天。还不错。人少，安静。不足之处就是早餐自助品种不够丰富。周一早上来时一看，很多明显是前一日 早餐剩下的。', '短评打分': 5}
{'短评内容': '客房服务非常好，及时又有礼，要了几次小东西都两分钟内送来。房间和阳台都很干净，阳台上的椅子没有灰尘，消除了我的担心，小朋友一到房间就直接坐阳台上吃零食去了。结帐时出了个小疏忽，晚上在健身房打乒乓球多算了时间，前台结帐时我发现了，指出后，等了十分钟，查清楚了，纠正过来。\n不满意的是月湖轩中餐厅。1、食物不新鲜。点了个鲜虾云吞面，小朋友吃了一口就不要吃，连面也不肯吃了。大人接过来吃，发现虾一点不新鲜，', '短评打分': 5}
{'短评内容': ' 不错的度假酒店房间很大卫浴空间设计很棒', '短评打分': 3}
{'短评内容': '很好的度假酒店，房间宽敞舒适。交通便捷，就算坐公交也很方便。酒店内环境美，大片绿地和湖水......还会再去！想必春秋季节会更美啊！', '短评打分': 5}
{'短评内容': '五星酒店，很幽静。但大堂不够气派，房间的卫生间门是坏的，浴缸出水也坏的，影响使用。其他布局设施都还可以，湖景房的风景也不错', '短评打分': 5}
{'短评内容': '入住后感觉和以前一样，没什么变化，推荐！', '短评打分': 3}
{'短评内容': '价格高，质量差，房间里面的毛巾旧，卫生间没有打扫干净，郁闷的是还没有冰块提供，很失望！', '短评打分': 1}
{'短评内容': '造型很独特的房间，椭圆形状的卫生间隔断，风景也不错。早饭厅有儿童区域，每个孩子还送小面人。结账速度也很快。', '短评打分': 5}
{'短评内容': '酒店的设施还是很棒的，一家玩的很开心。虽然天气有点冷了，室外活动少了点，但圣诞前夕的活动（点灯啊什么的）也不错。', '短评打分': 5}
{'短评内容': '   再次到艾美酒店度周末，这次的感受没有上次好！主要是这次12点就到酒店来，，前台小姐说房间已经退出准备打扫，可是一直等到2:15才收到说房间打扫好！！！！！天哪打扫个房间需要这么久么？！！！\n\n    而且对于酒店的入住环节有个疑问：你们对于连续入住2晚的客户有延时退房的服务值得推荐，无可厚非，可是为什么要把这部分时间加在其他客人身上，2次入住都有同样的感受——就是“赶”，很匆忙的感觉！！不好', '短评打分': 5}
{'短评内容': ' 住的还是上次的房间啊，酒店系统自动安排？', '短评打分': 3}
{'短评内容': '环境很不错，就在佘山脚下，前台小姐很热情，因为没有大床房来，还主动提出把床拼一下，虽然拼得床不舒服，不过态度是需要肯定的。酒店里的绿地不小，伴着暖暖的阳光很是惬意！自助餐还是比较丰富的，看着外面的景色会更加有食欲！在这里要给“后来人”批注一下他们的餐厅。我们主要是再中式的吃的。价格确实挺贵的，尤其是鱼类的要提醒一下大家，他们批注的单价是按照“100”克来得！也就是二两啦！！！哈哈，最近西餐店有蟹宴', '短评打分': 5}
{'短评内容': ' 刚到就有人敲错门。延迟退房需要自己打给前台，服务不够人性。', '短评打分': 3}
{'短评内容': '在上海想找家风景有山有水的酒店不容易，艾美做到了这点，虽然房间内由于年限较长导致设施稍陈旧，但总的来说住的蛮愉快，是个周末带家人度假的好地方。不过最不爽的是下午15点才入住。。。', '短评打分': 5}
{'短评内容': '环境很好，房间很舒适，早餐丰盛，物有所值', '短评打分': 3}
{'短评内容': ' 人有点多，速度有待加强', '短评打分': 3}
{'短评内容': '非常好，晚餐中餐馆也很满意，和朋友玩得非常开心，酒吧的鸡尾酒挺好喝，下次去欢乐谷还住这里', '短评打分': 5}
{'短评内容': '酒店环境非常舒适，好大的公园哦。很喜欢。', '短评打分': 5}
{'短评内容': '生日入住，房间给于升级，很大很舒服，提前7天预订是超值的', '短评打分': 5}
{'短评内容': '环境很不错,餐饮一般般啦,不过以后有机会还会来的', '短评打分': 5}
{'短评内容': '应该说五星级的硬件还是不错的,特别是人造湖,室外游泳池,观景平台包括自助餐等,可惜很多酒店员工表情很僵硬,比亚龙湾的差了不少,那里连很多园丁,打扫卫生的员工都是笑脸相迎,连我儿子都说没有亲切感.希望能改进.', '短评打分': 5}
{'短评内容': '第二次住这里了，房间还是比较宽敞，有室外的挖沙地和儿童乐园，比较适合带孩子的家庭小住。月湖公园和欢乐谷就在边上，很方便。', '短评打分': 5}
{'短评内容': '酒店老化，设备陈旧。管理一般，收费较高。', '短评打分': 1}
{'短评内容': '酒店服务非常好，交通非常方便，我很喜欢，下次有机会还会光临。', '短评打分': 5}
{'短评内容': '酒店前台服务非常好，房间安排得也很满意，晚上睡觉很安静，值得推荐。', '短评打分': 5}
{'短评内容': '房间比较精致，早餐环境很好，早餐点种类比较丰富', '短评打分': 5}
{'短评内容': '酒店不错！', '短评打分': 3}
{'短评内容': ' 酒店很不错！', '短评打分': 3}
{'短评内容': '酒店环境很好自然风光不错！房间空间宽敞！早餐很棒，酒店服务优质，交通不是太便利，泳池卫生要提高，感觉床小了一些！', '短评打分': 5}
{'短评内容': '酒店位置方便，各种设施完善，干净卫生，我们都很喜欢，整体很满意，下次出差还会再光临的。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '这个酒店位置很幽静，室外游泳池很赞~房间的格局我也很喜欢，不过刚入住的时候发现浴室的花洒不能使用，淋浴房有点漏水，不过不影响使用，电视遥控器没有电池~作为一家5星级酒店，这些细节还是应该要注意的，总体而言还算不错', '短评打分': 5}
{'短评内容': '地处上海松江的艾美酒店环境优美，空气清新，早上在阳台上呼吸一下，游泳池里运动一下，都是很好的。距离欢乐谷也不远，带小孩家人去还可以。五星酒店嘛其它都不错。', '短评打分': 5}
{'短评内容': ' 艾美以前都用欧舒丹的，现在都是普通的洗浴产品，不过全家都还是玩得很开心', '短评打分': 3}
{'短评内容': '酒店的位置不错就在佘山下面很好找，设施很豪华，稍微有点小贵！但是可以接受。酒店非常不错！以后还会来。。。。', '短评打分': 5}
{'短评内容': '不是周末的时候千万别去，游泳池没有救生员，早餐不新鲜，室外泳池不干净，房间里密码箱坏的，DVD放出来单色的，问info desk的信息都是错的。总之硬件旧了，软件更不行.', '短评打分': 1}
{'短评内容': '环境很好的，游池也很好的。小朋友玩得很开心，下次有机会还想去', '短评打分': 3}
{'短评内容': '选了不是双休日的日子去，人很少，很舒服。早餐也没传说中的那么差。', '短评打分': 5}
{'短评内容': ' 入住速度还可以提高', '短评打分': 3}
{'短评内容': '为了室内游泳池去的，结果装修，网站上也不写个声明，只是说没有显示“游泳池”这一项，可是我想问，有多少客人会仔细去看每一项细节，尤其是五星级酒店，室内游泳池不是应该标配吗？！酒店还挺好。', '短评打分': 5}
{'短评内容': '夏天带孩子度周末不错，朋友聚会，设施很好', '短评打分': 5}
{'短评内容': '酒店环境很好，服务很不错，早餐中西式的味道很好而且品种挺多的。就是蚊子多了点，要带风油精或花露水', '短评打分': 5}
{'短评内容': '酒店交通很方便，房间设施不错，服务态度很高，有家的感觉。', '短评打分': 5}
{'短评内容': '酒店附近交通很方便，很容易找到，前台的服务态度很好，房间很温馨，感觉是到家的感觉，谢谢。', '短评打分': 5}
{'短评内容': '酒店交通很方便，前台服务员态度很好，安排的房间也很安静，整体感觉不错。 ', '短评打分': 5}
{'短评内容': '总体感觉还不错，对于带宝宝周末来度个假来说是一个不错的选择。但早餐质量有待改进。', '短评打分': 5}
{'短评内容': '室外泳池能不能不要有那么多外国比基尼MM，我可是一直觉得东方女性美的，不要动摇了我坚定的审美观~\n优点：环境优雅，建筑大气，房间舒适，泳池和人造沙滩很不错\n缺点：早餐和170的价格不符。前厅接待欠多。地下车库没有引导员。', '短评打分': 5}
{'短评内容': '酒店环境非常棒，像一个大花园。房间很大，卫生间采用弧形移门设计，非常独特。泳池边有大片人造沙滩，可以带小朋友去挖沙，总之，非常适合亲子游，下次还会再去。', '短评打分': 5}
{'短评内容': '酒店还可以，游泳池很棒！', '短评打分': 3}
{'短评内容': '酒店前台服务周到，服务员态度很好，服务很热情，房间设施干净卫生，整体很满意。', '短评打分': 5}
{'短评内容': '位置较好，房间状修较新，卫生状况好，性价比较高，下次还会推荐朋友入住。', '短评打分': 5}
{'短评内容': '环境是很不错的，就是如果没有私家车去不是很方便，酒店的粤菜餐厅味道很赞', '短评打分': 5}
{'短评内容': '2个人入住 不提供2个人的身份证 居然要求去派出所开证明 度假心情大打折扣', '短评打分': 5}
{'短评内容': 'It was close distance from Shanghai to be in a green area with a great pool just for the weekend. Hotel seemed very full as we checked in on the last Saturday, but nevertheless the pool area was pleas', '短评打分': 5}
{'短评内容': '世外桃源，能感受到上海其他地方不一般的风景，是一个高质量度假的好地方。', '短评打分': 5}
{'短评内容': '很好的酒店，只是入住的当天倾盆大雨，前台入住登记速度较快，酒店门口的绿化很美，很安静，儿子高兴地在草坪上嬉戏玩耍，却被毒蚊子咬了两个大包，带宝宝的妈妈记住要带防蚊水啊，酒店里有蚊香，比较人性化。', '短评打分': 5}
{'短评内容': '酒店环境幽静，客房整洁，服务生礼貌周到。私人阳台视线良好，风景如画。', '短评打分': 5}
{'短评内容': '佘山艾美还是一家很好的酒店，环境很好，房间也好宽敞，空气很好，去的那天虽然下雨，没能去沙滩玩玩，下次有机会一定再来', '短评打分': 5}
{'短评内容': '非常好，会再去。周末带孩子去玩玩，沙滩，小桥流水，游泳池，都很棒，就是那天隔壁正好住着带着三个孩子的家庭，很晚了还在吵，那妈的声音比孩子的还响，如果不是很累睡着了，我会要求换房间。', '短评打分': 5}
{'短评内容': '酒店外环境不错，适合举家出游度假。工作人员服务有点拖拉，好在态度不错。和其他的艾美比，这个酒店内部的硬件和软件都有待提高。 ', '短评打分': 5}
{'短评内容': '接待能力太差，从来没有碰到早餐要在门口排这么长时间', '短评打分': 3}
{'短评内容': '地方很安静', '短评打分': 3}
{'短评内容': '房间有设计感，枕头很舒适，5楼的粤菜馆味道不错！', '短评打分': 5}
{'短评内容': '退房很快', '短评打分': 3}
{'短评内容': '全家都爱的酒店。夏天去更好。很美的酒店，特别是室外游泳池', '短评打分': 5}
{'短评内容': '整体环境不错，有点点小三亚的感觉，沙滩宝宝很喜欢，泳池爸爸很喜欢，唯一的缺点就是蚊子太多了，宝宝被咬了好多蚊子块，还有如果价格能更便宜点，那外公外婆也喜欢就最好啦。', '短评打分': 5}
{'短评内容': '又没有大床', '短评打分': 3}
{'短评内容': '之前去住过三亚石梅湾的艾美  感觉好极了。 佘山这家艾美外形建筑好冷。。有点像博物馆。不过五星就是五星。硬件还是不错的！', '短评打分': 5}
{'短评内容': '不愧为国际品牌的酒店，软硬件是没话说，决定是度假的好去处！', '短评打分': 5}
{'短评内容': '酒店很漂亮，适合度假。带上小孩子还可以前往欢乐谷，很便利。有免费车往返。到地铁口打车也很方便。环境不错。\n酒店的中餐厅挺好，只得推荐。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '清明小周末入住高级房，房间设计得很有度假的感觉。户外沙滩和儿童游乐设施适合带低龄幼儿的家庭度假。 只是用餐偏贵 两大一小晚餐吃了四百三， 下午茶自助吃了三百二， 呵呵。。。', '短评打分': 5}
{'短评内容': '很可惜这次由于日程安排问题没有入住，但只之前住过别家艾美，感觉风格统一，但又各具特色，期待下次来欢乐谷再入住。', '短评打分': 5}
{'短评内容': '房间不错，早餐很好，适合家庭度假，不足的是：1、头顶花洒是坏的，基本不出水。2、没有小孩拖鞋和浴袍提供。3、电视台连上海体育台都没有，有点失望。', '短评打分': 5}
{'短评内容': '酒店的环境实在太美了，尤其是下雨天，比较冷，周边游客又少，真是惬意至极。可是，恼火的是酒店居然有团购，堂堂五星度假酒店做团购真是大煞风景，大堂人员吵杂，各色人等都有，周日早午餐像个大食堂，门口一堆人，算了，出去吃饭吧。第二天早餐，9点半去居然没有位子，要排队等候，真是受不了，进去一看又是个大食堂，又脏又乱，没人服务。房间冰箱上锁了，设施陈旧且破损严重，真不知道是不是都是团购惹得祸？可是环境实在太好', '短评打分': 1}
{'短评内容': '很幽静的酒店，不错，风景也好。就是门口的服务和五星有很大差距，没人招呼的，还要自己下车找。', '短评打分': 5}
{'短评内容': '艾美酒店的环境是没得说,酒店坐落在佘山天然的环境中,四周绿荫环抱,而且很安静。住在酒店感觉像是真正的度假。酒店的房间很大，很宽敞，设计也很独特，卫生间的淋浴很舒服，还有床和枕头都特别舒适。所以我推荐这家酒店。但是，与硬件相比，酒店在其它一些方面仍需提高，比如餐饮质量。我们入住的那个晚上点了客房叫餐，等了近一个小时才送来，这也就算了，可送来的其中一个菜还弄错了。虽然服务生态度很好，主动提出了补偿方案', '短评打分': 5}
{'短评内容': ' 酒店不错，适合度假！', '短评打分': 3}
{'短评内容': '现代的设计，服务不错,适合周末度假。', '短评打分': 3}
{'短评内容': '酒店不错，周围环境很好，空气清新绿化也很好。不足的地方是好像这里人手不足，要浴巾拖鞋也没送，吃饭也是等半天才有人来领。', '短评打分': 3}
{'短评内容': '周围环境不错，十分幽雅，自己开车去，要看清位置，不要走弯路，1000元以上的酒店，房间里应该再高级一点。近天主教圣地，有时间一定会去。', '短评打分': 5}
{'短评内容': '不错 是我想象中的环境。度周末最适合不过了。', '短评打分': 5}
{'短评内容': '上海世茂佘山艾美酒店很好很喜欢，我和老婆都满意，早餐不错。', '短评打分': 5}
{'短评内容': '上海世茂佘山艾美酒店很好，很喜欢，我会下次还要来住。', '短评打分': 5}
{'短评内容': '上海世茂佘山艾美酒店早餐好价格合适，我喜欢。', '短评打分': 5}
{'短评内容': '上海世茂佘山艾美酒店早餐不错，价格也不贵，在上海这个地方算很好的了', '短评打分': 5}
{'短评内容': '上海世茂佘山艾美酒店价格贵，但物超所值，服务好，不错。', '短评打分': 5}
{'短评内容': '酒店环境很好，如果是八百多入住加早餐的话，还算不错的。', '短评打分': 3}
{'短评内容': 'very nice.\n\n酒店卫生及房间都相当不错。就是餐饮贵了一点。', '短评打分': 5}
{'短评内容': '世茂艾美酒店硬件设施尚可 ,但客人多时,服务跟不上。', '短评打分': 3}
{'短评内容': '房间布局很舒服酒店环境也好。是个度假的好地方。值得!', '短评打分': 3}
{'短评内容': '酒店很好！', '短评打分': 3}
{'短评内容': '这里风景优美，世外桃源啊。。。还在上海内，现在交通也方便，真是不错呢，度假酒店就该这样的，到了酒店就哪里也不去，可以游泳，可以玩沙，可以在阳台上晒太阳，可以赖床上看电视，就这样晃晃悠悠的过去了一天了。听说国庆期间入住的时候，晚上还看到焰火，很美\n', '短评打分': 5}
{'短评内容': 'nice hotel. good environment', '短评打分': 5}
{'短评内容': '酒店环境很好，床也很舒适。只是房间的隔音差一些，中餐厅的价格太高。', '短评打分': 5}
{'短评内容': '很舒服，很安静，在上海难得的风景和安静，很喜欢，以后还会住！', '短评打分': 5}
{'短评内容': '服务质量太差了~~~ 房间都不整理还五星呢真没档次 晕', '短评打分': 1}
{'短评内容': 'food price is much higher than it should be', '短评打分': 5}
{'短评内容': '一间适合渡假休闲的商务酒店，而且可以打高尔夫，不错(就是离市区远点)', '短评打分': 5}
{'短评内容': '不错!', '短评打分': 3}
{'短评内容': '很好!', '短评打分': 5}
{'短评内容': '酒店环境没得说，太优美了，空气超好，室内外游泳池和健身设施免费，非常适合家庭度假休闲。\r\n十一假期入住，下午3点才可以CHECK IN但12点就要求CHECK OUT，而且游客多退房要排很长时间的队，感觉不够人性化。\r\n吃饭不方便，西餐厅性价比极低，感觉和五星级格格不入，无论是服务和菜品水平都不能让人满意还超级贵。酒店地处偏僻，附近连吃的地方都找不到，只好任人宰割。\r\n总之软件设施有待提高。', '短评打分': 3}
{'短评内容': '+没想像中好。', '短评打分': 5}
{'短评内容': '房间很大服务不错，可惜早餐做得实在不怎么样', '短评打分': 5}
{'短评内容': '预订的高级山景房（1136 不含早）。作为5星级酒店，服务和卫生是名至实归的。但是设施略显陈旧，在2年半前入住过，但是感觉相当好。需要指出的是设施需要改善，洗漱用品中没有梳子，特别是床单破了一个洞，这个不能接受。\r\n\r\n可能由于世博的缘故，价格偏高。希望世博过后能恢复到合理的价格。\r\n\r\n中餐厅的菜式偏少，并且很多MENU上的菜品也没有，而且价格也不尽合理。', '短评打分': 5}
{'短评内容': '这个季度第二次去了，感觉比上一次更加深刻。好喜欢艾美酒店！！！全家住的套房，舒服玩得也很开心！还要说一下服务，酒店的服务好的没话说了。下午退房前儿子还在睡觉，酒店很人性让我们免费延迟了，好感激，下次还来！再多搞一些优惠活动就更好了！', '短评打分': 5}
{'短评内容': '很适合度假，有湖有沙滩，还有教堂。\r\n如果去拍婚纱照应该会很漂亮', '短评打分': 5}
{'短评内容': '房間設施非常的棒\n但是周圍沒有超市實在是不方便\n出入一定得叫出租車\n建議飯店提供地鐵站、購物超商到飯店的接遙車', '短评打分': 5}
{'短评内容': '酒店服务还是不错，只是交通不便，适合自驾游。', '短评打分': 5}
{'短评内容': '特別帶兩個小小孩子去渡假的\r\n在室內游泳池就玩的很開心了\r\n\r\n服務很親切  住的是套房\r\n房間夠大    住得很舒服\r\n早餐叫了客房服務  也很豐盛\r\n\r\n不過就是在退房時  跟櫃台說\r\n我們要一輛出租車到地鐵站\r\n等了快半個小時  \r\n他們也沒有人在幫我們追蹤  或回覆狀況\r\n我們就坐在大堂傻傻的等\r\n一直到忍不住站在禮賓部前盯著他們打電話\r\n沒幾分鐘  車子就到了\r\n這點希望做些改善\r\n', '短评打分': 5}
{'短评内容': '比较适合开会、度假休闲，但周边较偏僻，进出酒店、出外购买东西不太方便，周边餐饮也不多，有自备车会方便些，距离欢乐谷、佘山森林公园也不远，客房非常宽敞。', '短评打分': 5}
{'短评内容': '不错啦，挺喜欢。', '短评打分': 5}
{'短评内容': '很安静的酒店~~风景很美~~！地理位置稍微偏僻了一点~~', '短评打分': 5}
{'短评内容': '远离城市的喧嚣，环境非常优雅的酒店，有室内外的游泳池，房间很干净。服务也很好。值得。', '短评打分': 5}
{'短评内容': '房间太远，买东西不方便', '短评打分': 3}
{'短评内容': '房间还可以，就是给我们的房 走太远。', '短评打分': 3}
{'短评内容': '极力推荐、超舒服的、美中不足那个人工沙滩太小了', '短评打分': 5}
{'短评内容': '很雅的酒店，虽然比海南的艾美美感稍逊，但是在上海这样的酒店真是不多见了。', '短评打分': 5}
{'短评内容': '很喜欢这里的环境和泳池，是个可以泡上一整天的酒店', '短评打分': 5}
{'短评内容': '可以啦，带孩子玩还是不错的。', '短评打分': 5}
{'短评内容': '第一次去这家酒店，惊喜颇多！酒店大而美丽，环境幽雅，青山绿水，散步的时候感觉到了世外桃源。。。\r\n订的房间、卫生间面积都很大，设计时尚，床上的被子、枕头也很干净，睡着比较舒服。\r\n室外的游泳池设计很棒，非常喜欢！酒店周边的景点也比较丰富，就是价格稍微有点贵，如果针对度假的家庭有更多的优惠就太好了！以后有机会还会带全家去住！', '短评打分': 5}
{'短评内容': '带着小孩去，周边没有买东西的超市，要走很远拿车，有几个大门不开，房间又里大门口太远。', '短评打分': 1}
{'短评内容': '第三次住这个酒店，感觉一如既往，很好！只是对宽带另外收费略感不满。由于酒店的位置较偏，住这个酒店的除了会议以外主要是度假的人，酒店如果提供自行车出租就更好了。骑著自行车在佘山以及周边的翠绿中漫游，既心旷神怡又低碳环保，岂不是两全其美。', '短评打分': 5}
{'短评内容': '酒店环境很不错，青山绿水的，在上海这样的酒店应该不多了。服务态度不错，因为信用卡的额度问题几次没刷成功，前台很耐心。早午餐没有传说中的灵了，可能环境因素占了一大部分，好像单独去吃早午餐也可以免费游泳的。', '短评打分': 5}
{'短评内容': '酒店外部环境很好，有山有水，惬意！酒店内部环境也相当不错，宽敞明亮、舒适，只是盆浴的下水可能还有待改进！', '短评打分': 5}
{'短评内容': '平心而论，艾美还是不错的，住的是豪华湖景房，酒店的隔音不错，湖边的人工沙滩不错，值得称道的是室内泳池，感觉很不错，但美中不足的是房间里面一些小角落比如天花板已经有一些剥落，然后淋浴房的门关不上，水会流到外面。\n总的来说，大体上不错，可以给到8分，但是很多小细节做的不足，尚有改进的余地。', '短评打分': 5}
{'短评内容': '很漂亮的酒店,适合带着老人孩子来度假.', '短评打分': 5}
{'短评内容': '1月1日入住山景房一晚，房间很大很宽敞，卫生间的设计很喜欢，酒店的温水游泳池开放到晚上10点，和GF吃好晚饭8点45去的，到9点20左右场子里没其他人了，有点私人游泳池的感觉，相当喜欢（不排除元旦人少的因素），LE CAFE的自助餐不怎么样，晚餐168 15%服务费一位，不推荐。总体感觉不错，是个休闲放松的好地方。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '我14日入住艾美的4060房间。晚上7:30左右，大人正在洗澡，突然有其他客人用另外的房卡开门进来，幸好有小孩在，他们立即退了出去；晚上9:30，又有人用房卡开门，当我们已经将门反锁了，没想到10分钟后，服务员又来不停地钮门锁。估计是总台重复制作了门卡，真是受不了。还有，房间里放置了电蚊香器，却没有电蚊香片，答案是他们估计现在不会有蚊子了。看来，艾美的服务亟待改进。', '短评打分': 1}
{'短评内容': '房间内设施一流，但冰箱内部没有清洁；酒店有室内外泳池，室内泳池较脏；服务不主动，员工对业务不熟，定个早餐到房内，要等多时还要弄错；玩得还是很开心也适合带孩子\r\n总的感觉是硬件可以了，但是软件还够不上超五星的标准', '短评打分': 5}
{'短评内容': '在国庆长假中全家人5人一起去的，感觉很好，本想多住几晚的，但女儿怕影响补课，还是忍痛先回来了，下次有机会还会再去的。', '短评打分': 5}
{'短评内容': '6月25日入住了酒店,硬件很不错,环境也好.但从下车开始就感觉不舒服,1.门童出引后,连最起码的提行李也不做.\r\n2.CHECK IN 时除了一个老外大堂经理外没看见任何人露出过笑脸.\r\n3.因为可以使用健康中心,我们一家三口去游了泳,在水疗中心门口又是看见:&quot;欠多还少&quot;的面孔.除了一个黑黑瘦瘦的男员工外,没见到有人问好,或善意的笑容.\r\n4.酒店客房中有关于餐饮的特价介绍,其', '短评打分': 1}
{'短评内容': '酒店的游泳设施都很好的，酒店的服务卫生以及设施都非常好的，酒店的位置不错的。开车过去很容易找到，性价比不错的酒店的', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施都很不错，配置硬件设施也很达标。卫生服务都很好，价格很贵，位置不是很方便出行，比较偏的酒店，酒店的条件整体来讲还算是比较不错的。可以考虑入住的酒店。', '短评打分': 5}
