{'短评内容': '很好，不错', '短评打分': 5}
{'短评内容': '靠近龙岗文化中心和大型购物商场，出行比较方便。', '短评打分': 5}
{'短评内容': '酒店很大，附近食宿方便，离地铁站很近，购物吃饭都有很好的地方 \n就是房间不是很大', '短评打分': 5}
{'短评内容': '空调的问题很快解决了~不太响啦!', '短评打分': 3}
{'短评内容': '环境及周边都不错~就是空调太响啦~要改进哦!', '短评打分': 3}
{'短评内容': ' 房间挺大的，也干净，就是稍显旧，设计有台灯还是蛮人性话，总体来说已经很错了，对得起房价', '短评打分': 3}
{'短评内容': '环境挺好，交通方便。就在地铁站500米附近。', '短评打分': 5}
{'短评内容': '酒店还可以 交通比较方便 出门就是地铁站 离龙城广场也比较近 ', '短评打分': 5}
{'短评内容': '酒店实惠，服务态度很好。', '短评打分': 3}
{'短评内容': '靠近地铁站，交通方便，地方不是很难找，打个电话问问12580就找到了或者提前看地图，挺好，挺便宜', '短评打分': 5}
{'短评内容': '环境不错 交通很好 卫生也不错 房间很大 挺喜欢的 住过几次 讲个便宜！', '短评打分': 5}
{'短评内容': '還不錯，地理位置挺好，有吃的交通也方便。裏面環境還好對得起價格，服務態度也很好', '短评打分': 5}
{'短评内容': '卫生挺好', '短评打分': 3}
{'短评内容': '隔音不是很好 外面很吵 不过交通便利方便吃饭购物', '短评打分': 5}
{'短评内容': '床，毛巾比较旧，但是价格便宜，交通也挺方便的。', '短评打分': 5}
{'短评内容': '价格实惠，地方宽敞。设备齐全。就是相对稍微老了些。还有早餐不算太丰富。总体来说还是交通方便。实惠便宜。值得推荐。', '短评打分': 5}
{'短评内容': '位置很好！附近有乐购，肯德基，购物饮食都很方便！', '短评打分': 5}
{'短评内容': '太靠近马路了，有点嘈杂，但吃饭、购物、娱乐等都很方便。', '短评打分': 5}
{'短评内容': '很方便，下了地铁就是。\n但实在太不隔音了。隔壁房间的电视声，旁边楼的吵闹声，一清二楚啊。', '短评打分': 5}
{'短评内容': '还行吧。就是吃饭有点不方便。', '短评打分': 3}
{'短评内容': '酒店的隔音效果太差了，而且热水也不够热。建议酒店最起码的也要把毛巾更换新的，因为都已经破洞了', '短评打分': 1}
{'短评内容': '环境还行，晚上挺安静。卫生状况还过得去。就住一晚上总体还行。位置就在地铁站旁边', '短评打分': 5}
{'短评内容': '地点很方便，离地铁很近，附近小吃很多，就是好一点吃饭地方就没有啦。', '短评打分': 5}
{'短评内容': '内环境还可以，但外面有点吵，希望以后安静点', '短评打分': 5}
{'短评内容': '价钱合理地点适中。吃饭购物方便，就是房间没有隔音太吵，街上汽车来往声音不绝。\n', '短评打分': 5}
{'短评内容': '酒店环境不错，周围交通比较方便，还有不错的小吃', '短评打分': 5}
{'短评内容': '价钱合理地点适中。吃饭购物方便，就是房间没有隔音太吵，街上汽车来往声音不绝。', '短评打分': 5}
{'短评内容': '酒店地理位置不错，服务好，赞。。。值得推荐。', '短评打分': 5}
{'短评内容': '还不错吧，附近配套还好,比较方便,窗子希望能检修一下，不好关。', '短评打分': 5}
{'短评内容': '感觉很不错，也很干净，房间也比较多，好评！', '短评打分': 3}
{'短评内容': '地理位置非常好。价格实惠，经济适用。在龙岗别的酒店怕不安全，莫泰毕竟是正规连锁。', '短评打分': 5}
{'短评内容': '还可以性价比高的', '短评打分': 3}
{'短评内容': '环境不错，喜欢这样的装修风格', '短评打分': 3}
{'短评内容': '环境挺好的', '短评打分': 3}
{'短评内容': '还可以,就是在马路旁边有点吵。而且有点难找', '短评打分': 5}
{'短评内容': '还可以,就是在马路旁边有点吵。而且有点难找\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '入住后发现房间好厚的灰尘，貌似很久没打扫了', '短评打分': 3}
{'短评内容': '＋路边车多有点热闹', '短评打分': 3}
{'短评内容': '＋服务和卫生不错，就是路边有点吵', '短评打分': 3}
{'短评内容': '＋卫生不错', '短评打分': 3}
{'短评内容': '还可以，房间还算大，交通方便，就在3号线龙城广场站旁边，龙岗广场旁，位置很好~~就是床有点矮，洗手间外墙壁有点脱落，总的来说还可以', '短评打分': 5}
{'短评内容': '房间干净,服务员态度非常好,前台(早班)的两位职员很好,我提问的找地方的问题,解答得很详细,把地图都手绘出来,帮我节省了非常多的时间,要谢谢她们.', '短评打分': 5}
{'短评内容': '        我住的是单人房,空间很小,而且,电视还是很老式的小电视...电视桌和床紧紧相连,只能侧身通过...', '短评打分': 1}
{'短评内容': '住了很多次了，服务一般，交通比较方便，出门几百米就是龙城广场地铁站。', '短评打分': 5}
{'短评内容': '地理位置优越，离超市、中心城、地铁站等都很近，价格合理！早餐没吃过，不知道咋样，貌似没有美林阁（吃饭的地方），不能点餐吃饭，有点遗憾。', '短评打分': 5}
{'短评内容': '还OK', '短评打分': 3}
{'短评内容': '房间很舒适,各方面都挺齐全,但卧室没有纸巾,这点不是很到位,前台某些服务员的接恰态度不是很好!', '短评打分': 3}
{'短评内容': '＋酒店环境不错，很便利。', '短评打分': 3}
{'短评内容': '我住二楼的，但不知水压不够，还是那水龙头有问题，总之用了很不耐烦就是了。其它都还好吧。服务员应该多点笑脸，这样会更亲切点。不要让顾客感觉很不耐烦。', '短评打分': 5}
{'短评内容': '挺好的....离她公司很近。。。。。。。。', '短评打分': 5}
{'短评内容': '住的第二次，还可以，交通方便，房间面积也还挺大，但是早餐不怎么样，还需要改进', '短评打分': 5}
{'短评内容': '基本不错，就是希望浴巾可以再干净些，被子也可以用白色被套，否则感觉不是很放心！', '短评打分': 5}
{'短评内容': '性价比 很不错的酒店，   宽敞、 干净。不好的就是好像第二天要十二点钟要退房了', '短评打分': 5}
{'短评内容': '环境还不错，交通方便，里面设施也让人满意，值得推荐', '短评打分': 5}
{'短评内容': ' 房间卫生差、设施不是很好。特别是洗手间、床不是很好、没有7天的好', '短评打分': 1}
{'短评内容': '不错，性价比挺高的,交通也比较便利，第一次住Motel168，以后有机会也住。', '短评打分': 5}
{'短评内容': '都还不错 服务好 很严 就是有点吵！ 交通比较方便，', '短评打分': 5}
{'短评内容': '大堂和房間裝修有點舊，早年食物選擇亦不多，洗手間玻璃可在房間看進', '短评打分': 1}
{'短评内容': '交通方便.购物很方便，服务也不错，环境还算可以.', '短评打分': 5}
{'短评内容': '位置很好，很方便，服务也不错，每次都住这，周边超市购物都很方便', '短评打分': 5}
{'短评内容': '位置很好，很方便，服务也不错，每次都住这，周边超市购物都很方便。', '短评打分': 5}
{'短评内容': '整体还不错', '短评打分': 3}
{'短评内容': '总统还可以，房间很干净，周边也挺方便、经济实惠的酒店，而且装修也不错，住的还是很舒服的。', '短评打分': 5}
{'短评内容': '房间很干净，很好', '短评打分': 3}
{'短评内容': '提供的信息还是比较完全、真实，总的来说还行吧!', '短评打分': 5}
{'短评内容': '还行  晚上老有人敲门   但经理服务态度不错', '短评打分': 5}
{'短评内容': '干净整洁安静，一个字:好！', '短评打分': 3}
{'短评内容': '还不错........感觉还挺好...............', '短评打分': 5}
{'短评内容': '酒店环境还可以，清洁的阿姨服务态度不错，但前台服务质量很乱', '短评打分': 1}
{'短评内容': ' 不错,每次去那边我都是订这间的,性价比不错', '短评打分': 5}
{'短评内容': '客房内的装修我很喜欢，很有现代气息，时尚整洁．退房简直是零等待．总之感觉超棒，以后我到任何地方，莫泰将是我的首选！', '短评打分': 5}
{'短评内容': '交通比较方便~~而且在龙岗中心城~~环境还算可以~~', '短评打分': 5}
{'短评内容': '交通便利，环境整洁！唯一的缺点就是电视比较差，而且收到的台也很少！', '短评打分': 5}
{'短评内容': '干净卫生。清静。早餐一般。服务态度好。性价比不错', '短评打分': 5}
{'短评内容': '前台很有礼貌，网线不好使，但是最后也给解决了。深圳真热啊，我今天刚从北京来的，20多度的天气，哥穿着羽绒服，我汗啊。。。。', '短评打分': 5}
{'短评内容': '酒店整体风格不喜欢，太阴森了，过道漆黑。房间里还行，卫生间是亮点。', '短评打分': 1}
{'短评内容': '你们的价格 跟前台的价格有出入 房间有点小 但很安静，不错 ', '短评打分': 5}
{'短评内容': '很不错的酒店，很不错的酒店，很不错的酒店，很不错的酒店，，下次还会住', '短评打分': 5}
{'短评内容': '经济实惠的酒店，而且装修也不错，住的还是很舒服的。', '短评打分': 5}
{'短评内容': '不错，只是靠窗的一面，比较吵。建议住不靠窗的一面。', '短评打分': 5}
{'短评内容': '环境不错，直得推荐', '短评打分': 3}
{'短评内容': '很好，值这个价钱；推荐大家去；就是找起来有一点麻烦', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '＋好。', '短评打分': 3}
{'短评内容': '地点有些偏，房间设施也有些老，不过这个价格是很实惠了，\n性价比高。', '短评打分': 5}
{'短评内容': '房间很不错，卫生也好', '短评打分': 3}
{'短评内容': '还可以，卫生干净，全国统一装修风格，临街的屋子隔音不好，有点吵。', '短评打分': 5}
{'短评内容': '优点不说，夸人的话谁都会，说说缺点，这才是大家最关心的。首先是气味，太浓太浓的洗涤剂味，呛得人受不了；其次是床，弹簧感十足，就象是睡在一张硬吊网中，网眼还很大，没法说了。以前还没有睡过这么差得床。以后去龙岗，不会再去那里了。就这样。', '短评打分': 1}
{'短评内容': ' 酒店不错 特价房大而且干净', '短评打分': 3}
{'短评内容': '客人反馈不太干净，不会再订此家了。。。。。。。', '短评打分': 3}
{'短评内容': '本人自己未去住，帮客人订的，客人住完今天反馈给我的是不干净。', '短评打分': 1}
{'短评内容': '以后可能比较少去了，怀念一下。 地方不错，服务态度很好', '短评打分': 3}
{'短评内容': '这次住的三楼，床上用品貌似旧了点，不过干净。', '短评打分': 5}
{'短评内容': '性价比高,房间比较大，服务到位，挺热情的', '短评打分': 5}
{'短评内容': '空调系统应该清洁一下，有味道，空气里有霉味。。', '短评打分': 3}
{'短评内容': '房间比较干净,只是门的隔音比较差,总体还是性价比很高的,下次还会住的.', '短评打分': 5}
{'短评内容': '空气不好，空调要清理，卫生间的排水有问题', '短评打分': 3}
{'短评内容': '房间空气不好，空调吹出来的风有味道，要清理了\r\n', '短评打分': 5}
{'短评内容': '挺好的，很干净，就是靠近马路，有些吵。但是就路段和总体环境而言，有较高的性价比', '短评打分': 3}
{'短评内容': '还行吧！刚进去时洗澡的花洒不好用，让我修理好了。被子的花色很温馨', '短评打分': 5}
{'短评内容': '位置不错，停车不收费，早餐不怎么样，其它都还可以\r\n', '短评打分': 5}
{'短评内容': '附近几个房间是一个旅行团，吵死了  真烦人啊\r\n\r\n价格相对于附近的一两家酒店，略贵。\r\n\r\n不过房间内很干净', '短评打分': 5}
{'短评内容': '安全措施做的很好，服务人员效率很高，希望餐厅的饭菜质量能够提高一些，尤其是米饭，连续两天，米饭都很硬。', '短评打分': 5}
{'短评内容': '酒店很干净，很不错，舒服。', '短评打分': 5}
{'短评内容': '房间墙壁装饰不是很细致，墙没有粉平整；房间内日用品太少，连擦皮鞋的纸都没有。不过，这个价格也可以了，性价比高。', '短评打分': 5}
{'短评内容': '周围热闹，可以选择的好酒店，性价比不错', '短评打分': 5}
{'短评内容': '不错的酒店，性价比高', '短评打分': 5}
{'短评内容': '还挺不错的，可以推荐大家', '短评打分': 5}
{'短评内容': '床边的台桌上有烟灰。', '短评打分': 5}
{'短评内容': '性价比高', '短评打分': 3}
{'短评内容': '挺好的，住两人N次了', '短评打分': 5}
{'短评内容': '价格非常值得推荐，服务也非常的棒！！', '短评打分': 5}
{'短评内容': '房间很大，还干净，推荐', '短评打分': 5}
{'短评内容': '一切OK', '短评打分': 5}
{'短评内容': '不错的酒店，性价比很高', '短评打分': 5}
{'短评内容': '环境还不错，周围有大商场，性价高，下次还会住', '短评打分': 3}
{'短评内容': '还行，以后还会住那里，性价高', '短评打分': 5}
{'短评内容': '什么都好，只是电视不能看，服务员说正在改数字电视，所以信号有问题，很郁闷，不知道什么时候能好', '短评打分': 5}
{'短评内容': '总体觉得这个酒店还不错，有一段时间特价99的性价比比较不错', '短评打分': 5}
{'短评内容': '龙岗附近交通和购物最方便的经济型酒店', '短评打分': 5}
{'短评内容': '帮家人订的，他们评价挺好的。虽然我没亲身住宿，但还是推荐先~', '短评打分': 5}
{'短评内容': '酒店位置较差点，其他还行', '短评打分': 3}
{'短评内容': '还行，就是前台押金交得太多，', '短评打分': 5}
{'短评内容': '一般一般 前台不好 服务员还可以 比较便宜 下次还会住', '短评打分': 3}
{'短评内容': '前台服务差 但是相对来说价格便宜 ', '短评打分': 3}
{'短评内容': '价格相对合理 地理位置也算不错 离龙岗中心城不远 但是前台服务不好 只有1-2个前台人员 动作也慢 经常让客人等上个20多分钟 很郁闷 而且服务态度又差 特别是那个工牌上挂着前台主管的女前台 一副别人都欠了她 钱的样子  住了三天 从没见她笑过 而且语气 态度特差 好像我们得罪他了似的 而且有一件事情最气愤 当时由于没时间就没计较了 但是回来想起来真的很气愤 我们开了四间房 是送4张早餐卷的可是当', '短评打分': 1}
{'短评内容': '服务还行，环境也不错，就是交通欠佳些，最近修路，不方便', '短评打分': 3}
{'短评内容': '总体还不错，性价比较高', '短评打分': 5}
{'短评内容': '服务还行，就是位置有点偏，下次还会住', '短评打分': 5}
{'短评内容': '价格便宜，服务不错。\r\n就是早餐普通了一点，不过毕竟只要148，便宜的。\r\n性价比挺高', '短评打分': 5}
{'短评内容': '环境还可以 最近修路 比较吵', '短评打分': 5}
{'短评内容': '酒店位置还行，但坐车很不方便，设施较旧，', '短评打分': 3}
{'短评内容': '位置不错，附近有大商场，就是酒店设施较旧，应该装修一下，压钱比别的酒店贵100元', '短评打分': 5}
{'短评内容': '128特价大床：\r\n\r\n1.设施稍微陈旧，电梯不稳，床底有垃圾\r\n2.8723房，洗手盆下水管漏水，直接滴到卫生间地板上，不好，经简单维修仍不能解决问题，维修人员无工服，直接换房8721，房门背后有几个窟窿，房门和窗户隔音一般\r\n3.卫生和维修人员的态度非常好！而前台人员则素质低，退房效率低，态度不好，问交通路线，竟让直接打的士！\r\n4.交通位置比较便利，酒店旁有便利店、乐购超市、KFC、快餐店；', '短评打分': 5}
{'短评内容': '酒店性价比很高，环境不错，住着挺舒服，就是街边有些吵，隔音有待加强！', '短评打分': 5}
{'短评内容': '具备假日酒店的软、硬设施与条件', '短评打分': 5}
{'短评内容': '还不错，挺干净的，也比较好打车', '短评打分': 5}
{'短评内容': '被子一般', '短评打分': 5}
{'短评内容': '环境挺不错，不过有点靠公路，早上有点吵，最棒的是有暖气，很适合冬天入住。性价比高', '短评打分': 5}
{'短评内容': '总体来说，深圳关外是很乱的，但是这家店比较好，安全，卫生，餐厅（可惜关门太早，开门太迟）都不错。。很满意，关键价格还便宜。。。', '短评打分': 3}
{'短评内容': '比较干净，位置也良好', '短评打分': 3}
{'短评内容': '99元特价入住的，很划算，房间也不算小，布局很干净', '短评打分': 3}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '地点不错，也比较安全，周边设施比较多，吃饭购物都很好，就是早餐种类少，并且从ELONG订也没有早餐卷，不过价格便宜真的很便宜！', '短评打分': 5}
{'短评内容': '不错！值得推荐。\r\n不满意的是Elong说没有特价的了。实际还是有的...\r\nElong有点....\r\n\r\n', '短评打分': 5}
{'短评内容': '还好。', '短评打分': 5}
{'短评内容': 'jingjishihui xingjiabigao', '短评打分': 5}
{'短评内容': '价格适中，卫生尚可，适合希望住得不太差又想省点费用的人住', '短评打分': 5}
{'短评内容': '性价比高', '短评打分': 5}
{'短评内容': '当时住的房间有点小，而且门后挂衣服的空间也小了点，不过这家酒店离我办事的地方是相当方便的，价格也很优惠', '短评打分': 5}
{'短评内容': '住了一下特价大床房。&lt;br /&gt;\n&lt;br /&gt;\n房间描述里说有25平米，实际上除了洗手间，房间只能放一张大床，剩余的空间只够勉强转身。说25平实在夸张得超出我能想象的范围。&lt;br /&gt;\n&lt;br /&gt;\n第二天上午发现停水，座厕无水可冲，幸亏要退房了，随它去了。', '短评打分': 3}
