{'短评内容': '赞', '短评打分': 5}
{'短评内容': '位置方便，比较干净，是个不错的选择。唯一美中不足的就是不免费提供备品，稍有麻烦。', '短评打分': 5}
{'短评内容': '很垃圾，保证再也不去这个地方了', '短评打分': 3}
{'短评内容': '    环境一般般，', '短评打分': 3}
{'短评内容': '不错，比较好，价格合适', '短评打分': 3}
{'短评内容': '虽是老店，但各方面还不错。尤其是入住当天还免费送水果，每天提供当地报纸。', '短评打分': 5}
{'短评内容': '酒店一般，但是地方相当不错，喜欢海鲜宵夜的朋友转到后面就开心了，呵呵', '短评打分': 5}
{'短评内容': '设施有点陈旧、装修落后、服务态度一般???????/', '短评打分': 5}
{'短评内容': '这次亲自住了，房间设施不是一般的差~~~~~~~~~~~~~~~~~~~~~', '短评打分': 1}
{'短评内容': '一般般啦！~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '环保做的不错，一次性用品都是收费的。第一天入住会赠送果盘，很温馨。', '短评打分': 5}
{'短评内容': '深圳市中心里面比较中低价位的酒店，虽然有点老旧，但清洁卫生，还可以', '短评打分': 5}
{'短评内容': '设施有点陈旧、装修落后、服务态度一般，相对价性比不高', '短评打分': 1}
{'短评内容': '设施很久，房间异味大！！！！！！！！！！！！！！！！！！！', '短评打分': 1}
{'短评内容': '设施很久，房间异味大！！！！！！！！！！！！！！！！！！！', '短评打分': 1}
{'短评内容': '还可以！总体上是可以的，房间装饰很好！。。。。。。。。。。', '短评打分': 5}
{'短评内容': '尚可以,只是地毯有点不干淨,有水果送但牙擦拖鞋要另付钱', '短评打分': 5}
{'短评内容': '酒店质量差', '短评打分': 3}
{'短评内容': '酒店整体还不错，但是不提供免费的拖鞋牙具等，这些如果能提前告知就好了。再有这个季节房间有点冷，没有暖风的。因为这是第二次入住，酒店还赠送了水果篮。', '短评打分': 5}
{'短评内容': '无法形容，一个字，烂！房间成旧部去说了，前台服务态度不敢恭维。。。。住客是孙子，她是爷的感觉！！！', '短评打分': 1}
{'短评内容': '给朋友订的房间.他说还不错!比较方便.推荐大家可以去住!!', '短评打分': 5}
{'短评内容': '酒店位于罗湖核心地带，交通便捷，价格合理，二楼早茶也不错。', '短评打分': 5}
{'短评内容': '房间很干净，也很安静，还有液晶电脑，各方面条件都不错，很好，下次还会来。', '短评打分': 5}
{'短评内容': '还不错，就是没有早餐吃，晚上还有水果送，空调很不错，就是电视机旧了点', '短评打分': 5}
{'短评内容': '服务好，但房间略旧。', '短评打分': 5}
{'短评内容': '只剩下便宜了，其它所有的硬件都很差，性价比嘛，一般', '短评打分': 3}
{'短评内容': '只剩下便宜了，其它所有的硬件都很差，性价比嘛，一般', '短评打分': 3}
{'短评内容': '只剩下便宜了，其它所有的硬件都很差，性价比嘛，一般', '短评打分': 1}
{'短评内容': '非常好希望继续保持下次去还是在这里居住感觉不错啊\r\n\r\n', '短评打分': 5}
{'短评内容': '作为广东的深圳三星级酒店竟听吾明粤语，我只会说粤语跟客家话，就是吾会普通话。以这价格附近有的是会说粤语的', '短评打分': 1}
{'短评内容': '价格不错，设施太老', '短评打分': 5}
{'短评内容': '位置优越，乘坐公交车很方便，省时省力。', '短评打分': 5}
{'短评内容': '宾馆的整体环境不错，服务员很热情，晚上的夜景也很美，可以感受深圳市的繁华。', '短评打分': 5}
{'短评内容': '客房的环境很舒适，使我睡的很香甜。', '短评打分': 5}
{'短评内容': '客房打扫的比较干净，配备的设施也挺齐全的，就是感觉价格稍稍贵了点，哈！', '短评打分': 5}
{'短评内容': '交通便利，周边吃饭的地方也很好找，服务员也挺热情的。', '短评打分': 5}
{'短评内容': '酒店的前台的服务太慢，不过房间打扫的还算干净，硬件条件也一般，位置比较方便，价格挺合适的，还是可以考虑的，但是不一定还会住这里。', '短评打分': 3}
{'短评内容': '酒店的服务一般，硬件设施还算可以，位置也还算方便，总的来说还可以。', '短评打分': 3}
{'短评内容': '这家酒店看起来有些陈旧了,装潢设施方面都不太显新了,服务卫生还可以了,位置还是不错的,周边交通蛮方便的,价格方面也比较合适的.', '短评打分': 3}
