{'descr': '停车不好停，价格算合理！老小区旁边~房间还算干净！！！', 'star': 5}
{'descr': '比较方便，性价比还行。毕竟世博会期间，房价稍高点可以理解。', 'star': 5}
{'descr': '电视信号太差，看世界杯很模糊。。。', 'star': 1}
{'descr': '电视信号太差，看世界杯很模糊。。。', 'star': 1}
{'descr': '酒店的位置不太好找，离地铁1号线4号出口约步行10分钟左右，卫生和服务还不错，世博期间酒店不好找，这个价位的酒店也不能要求太高，综合性价比还行吧，', 'star': 5}
{'descr': '酒店的位置不太好找，离地铁1号线4号出口约步行10分钟左右，卫生和服务还不错，世博期间酒店不好找，这个价位的酒店也不能要求太高，综合性价比还行吧，', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '经济实惠干净', 'star': 5}
{'descr': '经济实惠干净', 'star': 5}
{'descr': '不错还行', 'star': 5}
{'descr': '不错还行', 'star': 5}
{'descr': '没窗户住着有点憋气，地理位置一般，靠近火车站，但是如果想做个地铁就有些远了，其他都一般化。', 'star': 5}
{'descr': '没窗户住着有点憋气，地理位置一般，靠近火车站，但是如果想做个地铁就有些远了，其他都一般化。', 'star': 5}
{'descr': '没窗户住着有点憋气，地理位置一般，靠近火车站，但是如果想做个地铁就有些远了，其他都一般化。', 'star': 5}
{'descr': '没窗户住着有点憋气，地理位置一般，靠近火车站，但是如果想做个地铁就有些远了，其他都一般化。', 'star': 5}
{'descr': '酒店被子、毛巾、浴巾都很脏，黄黄的。位置比较偏僻，地铁站离得很运。本来预定了两晚，结果第二天就换到别的酒店了，实在不舒服。绝对的物无所值', 'star': 1}
{'descr': '酒店被子、毛巾、浴巾都很脏，黄黄的。位置比较偏僻，地铁站离得很运。本来预定了两晚，结果第二天就换到别的酒店了，实在不舒服。绝对的物无所值', 'star': 1}
{'descr': '服务较好，设施也较全，只是大床相对于其他大床来说，稍小了些，总体不错。', 'star': 5}
{'descr': '服务较好，设施也较全，只是大床相对于其他大床来说，稍小了些，总体不错。', 'star': 5}
{'descr': '房间设施一般，服务态度赶不上其他的店，洗澡没有热水，走道上总是有股霉味，离地铁站不是很近。', 'star': 1}
{'descr': '房间设施一般，服务态度赶不上其他的店，洗澡没有热水，走道上总是有股霉味，离地铁站不是很近。', 'star': 1}
{'descr': '位置偏 设施旧 不远的七天价格比它便宜 设施比它新 性价比差远了', 'star': 1}
{'descr': '位置偏 设施旧 不远的七天价格比它便宜 设施比它新 性价比差远了', 'star': 1}
{'descr': '这家酒店的环境硬件设施都还不错，卫生服务也很达标，价格合理适中，出行交通还可以，整体来讲算是比较不错的酒店值得推荐入住。', 'star': 5}
{'descr': '这家酒店的环境硬件设施都还不错，卫生服务也很达标，价格合理适中，出行交通还可以，整体来讲算是比较不错的酒店值得推荐入住。', 'star': 5}
{'descr': '这家酒店位于胡同里，招牌也不是很明显，所以第一次去很难找，我去的时候正好在装修，乘坐电梯不时很方便。房间打扫的也不是特别，设施方面也很简单，酒店周边靠长途汽车站挺近，周边超市也多，交通购物还是很方便的，酒店价格还是蛮实惠的，我觉着也就是就价格值得推荐。', 'star': 5}
{'descr': '这家酒店位于胡同里，招牌也不是很明显，所以第一次去很难找，我去的时候正好在装修，乘坐电梯不时很方便。房间打扫的也不是特别，设施方面也很简单，酒店周边靠长途汽车站挺近，周边超市也多，交通购物还是很方便的，酒店价格还是蛮实惠的，我觉着也就是就价格值得推荐。', 'star': 5}
{'descr': '周边环境不怎么样 不好找 房间内部的装修都蛮简单的 比起其他地方的格林豪泰要差点 服务不是很有效率 晚上很晚了还来电话说房费算错 要下去重新办 总体来说一般般吧', 'star': 1}
{'descr': '周边环境不怎么样 不好找 房间内部的装修都蛮简单的 比起其他地方的格林豪泰要差点 服务不是很有效率 晚上很晚了还来电话说房费算错 要下去重新办 总体来说一般般吧', 'star': 1}
{'descr': '说真的。 要不是世博期间  这个价位是达不到的， 房间有股味道，窗只能开一点，有点吵，不知道是空调外机箱还是什么的轰轰轰的声音，隔音不怎么好。设施比较简单，没有全身镜，卫生间没有防滑毯，没有吹风机，梳子挺不错。离1号线，要走一刻钟。', 'star': 1}
{'descr': '说真的。 要不是世博期间  这个价位是达不到的， 房间有股味道，窗只能开一点，有点吵，不知道是空调外机箱还是什么的轰轰轰的声音，隔音不怎么好。设施比较简单，没有全身镜，卫生间没有防滑毯，没有吹风机，梳子挺不错。离1号线，要走一刻钟。', 'star': 1}
{'descr': '在小区里面，窗帘一打开就是相隔不到一米的小区阳台，而且这小区还是上海老弄堂。。。。。。一整天基本都拉着窗帘。', 'star': 1}
{'descr': '在小区里面，窗帘一打开就是相隔不到一米的小区阳台，而且这小区还是上海老弄堂。。。。。。一整天基本都拉着窗帘。', 'star': 1}
{'descr': '服务态度很好，每个人的笑容都很灿烂，但设施比较陈旧，特别是电梯，如果3天，只有CHECK IN 和CHECK OUT 的两次使用了电梯，其余时间均有故障。\r\n位置不是太好找。', 'star': 5}
{'descr': '服务态度很好，每个人的笑容都很灿烂，但设施比较陈旧，特别是电梯，如果3天，只有CHECK IN 和CHECK OUT 的两次使用了电梯，其余时间均有故障。\r\n位置不是太好找。', 'star': 5}
{'descr': '很好的酒店. ', 'star': 5}
{'descr': '很好的酒店. ', 'star': 5}
{'descr': '该酒店地处居民小区内，来往自行车、电动车频繁，人员嘈杂，房间装修旧，设备也一般。', 'star': 1}
{'descr': '该酒店地处居民小区内，来往自行车、电动车频繁，人员嘈杂，房间装修旧，设备也一般。', 'star': 1}
{'descr': '房间也很干净很舒适,酒店的服务态度也不错,位置不是很好找我是找了好久才找到,性价比还是挺不错的.', 'star': 3}
{'descr': '房间也很干净很舒适,酒店的服务态度也不错,位置不是很好找我是找了好久才找到,性价比还是挺不错的.', 'star': 3}
{'descr': '在上海大城市离火车站不远，还可以', 'star': 5}
{'descr': '在上海大城市离火车站不远，还可以', 'star': 5}
{'descr': '第一次住格林豪泰，感觉不错。靠近火车站。房间很干净，一般的设施都挺全的。周边也不吵。对面有个24小时营业的便利店，临时有需要也不用走很远去找超市什么的。总体感觉还是比较满意的。推荐哦。对了，我是22号晚上入住的。', 'star': 5}
{'descr': '第一次住格林豪泰，感觉不错。靠近火车站。房间很干净，一般的设施都挺全的。周边也不吵。对面有个24小时营业的便利店，临时有需要也不用走很远去找超市什么的。总体感觉还是比较满意的。推荐哦。对了，我是22号晚上入住的。', 'star': 5}
