{'短评内容': '还行吧', '短评打分': 4}
{'短评内容': '住的商务大床房距相片上的一样，喜欢红色的被单（不是清一色的白色），用具都是两种颜色，还处处体现贴心，在房间内有简便衣架，在洗手间也有一个。洗手间面积挺大的，比起我上次厦门住的汉庭好多啦！', '短评打分': 5}
{'短评内容': '不错哦，下次还来\n【中国★♂★陈龙】', '短评打分': 3}
{'短评内容': '如家，一如既往的好。位置，服务都佳。希望含早餐', '短评打分': 5}
{'短评内容': '位置很好 坏境也可以 距离吃的地方很近 街道也很热闹 价格也算适合 ', '短评打分': 5}
{'短评内容': '住的很舒服 周边吃喝也很方便。总体感觉挺不错的', '短评打分': 5}
{'短评内容': '位置不错，出行、购物、吃饭很方便，一如家的感觉。', '短评打分': 5}
{'短评内容': '非常好，态度好，下次会再来。。交通方便。。购物方便', '短评打分': 5}
{'短评内容': '价格优惠，环境设施都不错！', '短评打分': 3}
{'短评内容': '这个价格，算是十分之不错的了。。但是，靠马路一边还是稍稍有点吵。。', '短评打分': 5}
{'短评内容': '周边环境很热闹。坐车十分方便。价格也不算很贵。如家的品质你懂的', '短评打分': 5}
{'短评内容': '干净整洁，价格不算太高，不过房间倒是有点小。', '短评打分': 5}
{'短评内容': '位置挺好，离汽车站很近，而且周围吃饭的地方很多，服务也很好，下次去中山还住如家', '短评打分': 5}
{'短评内容': '附近比较安静，吃饭比较方便，视野较好.服务员的态度需要进一步规范化', '短评打分': 5}
{'短评内容': '整体来讲还是不错，只是室内的开关有点分散，门口有几个， 左边床头有几个，右边床头有几个，还要起身去门口关灯。\n前台穿的衣服很花，很漂亮。\n不过前台感觉没有经过很好的培训，7天的要好点。', '短评打分': 5}
{'短评内容': '位置不错，附近吃饭比较方便，上网比较慢，网速需要改进', '短评打分': 5}
{'短评内容': '1）地段很好，附近有商场，市场，KFC,大家乐，很好。\r\n2）服务很好，前台很有礼貌。\r\n3）电梯很老，不记得第几层是沐足的，感觉一个电梯不够用。\r\n4）住的房间淋浴花洒（水管）不严（或许是老化）导致漏水，虽然不影响使用，但感觉浪费水，希望管理人员加强检查。\r\n5）前台处有卖东西的，还注明可开住房发票，这是什么行为，我想如家这么大的公司应该明白吧，希望不要助长社会的不正之风。从我做起。', '短评打分': 5}
{'短评内容': '比较方便干净，靠近车站，周围小吃也比较多', '短评打分': 5}
{'短评内容': '饭菜不错，卫生间设备不错，环境也还好，下次出差还会入住', '短评打分': 5}
{'短评内容': '干净舒适', '短评打分': 3}
{'短评内容': '临街的房间隔音基本没有，早上车来车往，非常喧嚣。睡不好不好睡', '短评打分': 1}
{'短评内容': '很好，下次继续订你们', '短评打分': 3}
{'短评内容': '前台服务员态度很好,住着也很舒服,非常喜欢这里的环境.', '短评打分': 5}
{'短评内容': '很不错,服务好,地段好,干净.真的很舒适.下一次一定再去的', '短评打分': 5}
{'短评内容': '好久了才忘记给人家点评，有点不好意思。我还是经常住得，便宜舒适安全', '短评打分': 5}
{'短评内容': '整体环境比较好，主要是干净卫生，安全。这些都是出门在外的第一要求嘛', '短评打分': 5}
{'短评内容': '布局乱,房间陈旧毛巾被的是床单上有几点血迹.\n服务态度也不太好,笨手笨脚,感觉像一个私家旅店.\n网速超级慢,网页打不开.\n这间如家,比起七天真是差了一条街', '短评打分': 1}
{'短评内容': '地理位置优越，设施服务齐全。很好~  强烈推荐 ', '短评打分': 5}
{'短评内容': '干净，简洁。就是无早餐送不好，其他的还没发现什么。', '短评打分': 5}
{'短评内容': '还好了，交通比较方便 ，就是低层比较吵！', '短评打分': 5}
{'短评内容': '可以', '短评打分': 3}
{'短评内容': '房间干净。就是房间面积有点小了，大点就好。', '短评打分': 5}
{'短评内容': '中山如家富华道店设施较新,干净,出门也方便,价格也不贵,总的感觉应是性价比较高,下次来中山还会住。早餐15元自助餐吃得也满意。', '短评打分': 3}
{'短评内容': '酒店地方不错，到哪都很方便，到步行街很近的，到富华总站也近。就是房间太小了，而且建议不要老喷空气清新剂，太呛人。', '短评打分': 5}
{'短评内容': '整体感觉很好，干净', '短评打分': 3}
{'短评内容': '针对经济型的酒店，硬件和软件都还不错了~\n酒店位置很好，交通方便。', '短评打分': 5}
{'短评内容': '我好喜欢，基本都非常满意，特别是洗澡非常舒服~我最注重洗澡了', '短评打分': 5}
{'短评内容': '這酒店位置十分方便,週邊食肆林立,職員服務態度良好,房間寬闊整洁,值得推介', '短评打分': 5}
{'短评内容': '如家有家的舒服，不过吹风机足够借的话，那就完美了…', '短评打分': 3}
{'短评内容': '交通方便，附近餐饮齐全，晚上睡觉很安静，性价比很高', '短评打分': 5}
{'短评内容': '很温馨，只是可以选择的电视频道不多，而且隔壁水声很大。', '短评打分': 5}
{'短评内容': '服务态度比较好，周围环境很安静。\n不过只是房间有点旧，但是不影响入住', '短评打分': 5}
{'短评内容': '大床房的房间湿气有点重，空气不流通。酒店标牌不明显，对于自驾游顾客不方便查找。而且大床房网上预订的价格，比市场价格高，甚至于周边酒店明码标价打出的住店价格过高。希望J酒店能够及早改进反馈信息。', '短评打分': 5}
{'短评内容': '酒店舒适干净 很是温馨 就这次入住的时候前台大厅装修还是弄什么异味很重有点不舒服……但不影响我对如家的好感 仍然是我的不二选择', '短评打分': 5}
{'短评内容': '沖凉房好colorful~不過這在中山還是有點兒貴哦房間不是很大，在馬路旁比較吵一大早的', '短评打分': 5}
{'短评内容': '第二次入住了，感觉还是一贯不错的。美中不足的地方是电梯稍慢。', '短评打分': 5}
{'短评内容': '床比较不舒服，其他的都还不错。', '短评打分': 3}
{'短评内容': '房间有点小。。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '位置很好，对面那家叫老地方的茶餐厅吃早饭不错', '短评打分': 5}
{'短评内容': '很好的酒店，性价比高', '短评打分': 3}
{'短评内容': '看了几家其他的同等价位的宾馆，发现还是如家最干净，最舒服。。', '短评打分': 5}
{'短评内容': '服务很好，员工很有礼貌，房间很干净，很舒服。出入也很方便。到中山出差的朋友一定要住如家，其他的宾馆简直没法住人。强力推荐中山富华道137号如家酒店。。。', '短评打分': 5}
{'短评内容': '住了好几次了，房间很大，很干净，下回还会住', '短评打分': 5}
{'短评内容': '环境很好，比较干净，装修和墙纸的颜色很温馨，使人看上去挺舒适。不错，', '短评打分': 5}
{'短评内容': '服务人员非常热情，非常适合出差在外的人们', '短评打分': 5}
{'短评内容': '交通方便，不行200米就可看到公交站台，到哪儿都可以', '短评打分': 5}
{'短评内容': '环境不错,只不过是网订的价格跟实际店面的价格差不多!还不能用消费券的!!没实际意义!', '短评打分': 5}
{'短评内容': '交通便利，房间设施齐全、环境优雅，值得住宿', '短评打分': 5}
{'短评内容': '整體感覺不錯.交通方便.環境舒適衛生.價格實惠.', '短评打分': 5}
{'短评内容': '预定的房型不能入住，酒店称亚运会期间省公安局规定一个客人只能入住一张床的房间，所以不能入住标间，免费补偿了早餐给我态度也很好。', '短评打分': 5}
{'短评内容': '很不错的位置，环境也好！第二次入住了，下次还会去住！', '短评打分': 5}
{'短评内容': '价格便宜，地方也不错，就是环境不太好。交通也方便。', '短评打分': 3}
{'短评内容': '地理位置非常好，房间也不错，下次去还会入住', '短评打分': 5}
{'短评内容': '每次出行首选如家，感觉中山这家店和其他一样，非常不错，性价比高，位置也不错。下次还是会选择入住。', '短评打分': 5}
{'短评内容': '环境很好,卫生间很大,价格还不贵,性价比很高,酒店位置不错,周围有很多好吃的,下次来还住这里了', '短评打分': 5}
{'短评内容': '真的不错，而且所处位置好，交通较方便，也不是很贵~', '短评打分': 5}
{'短评内容': '住在这里，吃，住，交通都很方便，性价比不错，下次来中山再住这里喔', '短评打分': 5}
{'短评内容': '位置不错，前台服务一般，客房服务人员非常热情。', '短评打分': 3}
{'短评内容': '入住后发现床单上有头发，还有污迹。\r\n不常住如家，但是发现如家的床单未更换已是第二次了。不换床单是服务人员的玩忽职守？不会是如家为节约成本故意所为吧。\r\n要求更换床单，过了一会，一位保安拿来了一条床单，说是服务员已下班，让自己换上。晕（&gt;-&lt;)。我说希望店方来换，保安一声不肯拿着床单走了。我还以为他去叫服务员了，等了许久没有动静，再次致电前台要求更换。这次服务员和保安一起来了，硬是说床', '短评打分': 1}
{'短评内容': '其他还好，只是和按摩中心共用电梯，环境~~~唉，大家想象了', '短评打分': 1}
{'短评内容': '这个酒店确实不错，性价比很好，行路很方便。', '短评打分': 5}
{'短评内容': '性价比还行，就是靠近马路边的房子晚上很吵，隔音效果不是很好', '短评打分': 5}
{'短评内容': '还算干净，地理位置比较好，去哪儿都比较方便，性价比中等吧，因为旁边富洲酒店也就两百的样子', '短评打分': 5}
{'短评内容': '自助早餐不错，早知道就不会跑去永和豆浆去吃了！可惜吃完早餐就走了都没有来得及问有没有中餐和晚餐。\r\n设施评分低是给网速的，网速真像蜗牛，下载东西的时候慢得我想骂人！', '短评打分': 5}
{'短评内容': '非常好，我住过这么多快捷酒店，这个算很好的了。冲凉水很猛。位置很好。', '短评打分': 5}
{'短评内容': '酒店没有想象中的那么好，而且有VIP卡和没有VIP卡价格相差比较大', '短评打分': 3}
{'短评内容': '位置非常好，繁华不失安静，周围有菜市场，还有许多餐厅，高档的低廉的都一应俱全，公交车也4通8达，', '短评打分': 5}
{'短评内容': '非常好好非常好好非常好好非常好好非常好好非常好好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店服务一般，设施还可以，价格还算优惠.', '短评打分': 3}
{'短评内容': '总的来说还不错，价格比较便宜，只是离要办事的地方比较远。', '短评打分': 5}
{'短评内容': '房间色彩比较好...尤其是厕所!呵呵...', '短评打分': 5}
{'短评内容': '位置比较方便，也比较干净，总体感觉还不错的。', '短评打分': 5}
{'短评内容': '地理位置挺好的,而且卫生,服务都挺不错,比较安静', '短评打分': 5}
{'短评内容': '酒店卫生很好，服务态度非常好！周围环境不错，入住比较舒适！', '短评打分': 5}
{'短评内容': '地理位置不错，条件还可以，配套设施齐全！', '短评打分': 5}
{'短评内容': '卫生、地理位置都不错，服务周到，清洁阿姨服务态度很好！可惜升降机关门的速度实在太快，有点被吓到呢！不过，总的来讲还是不错的！', '短评打分': 3}
{'短评内容': '富华道来说，些酒店价格还不错，服务也挺好！', '短评打分': 5}
{'短评内容': '服务不错。', '短评打分': 5}
{'短评内容': '空调有点旧，有噪声', '短评打分': 5}
{'短评内容': '隔音差', '短评打分': 5}
{'短评内容': '性价比高', '短评打分': 5}
{'短评内容': '位置不錯.個人覺得可以', '短评打分': 5}
{'短评内容': '酒店位置不错，服务也不错，只是房间上网速度很慢。', '短评打分': 5}
{'短评内容': '位置还行，窗户小', '短评打分': 5}
{'短评内容': '酒店离汽车站很近,交通比较方便', '短评打分': 3}
{'短评内容': '经济型酒店', '短评打分': 5}
{'短评内容': '就像很多经济酒店一样', '短评打分': 5}
{'短评内容': '在中山的这样子的位置想再找到相同价位相同品质的酒店还真的不容易，所以这家酒店应该算是在同样的条件下的最佳选择了，同样的，我最喜欢他们的枕头，垫着好舒服。', '短评打分': 5}
{'短评内容': '客房服务比前台服务好~', '短评打分': 5}
{'短评内容': '酒店位置不错，房间也不错', '短评打分': 5}
{'短评内容': '条件较差', '短评打分': 1}
{'短评内容': '酒店位置不错，设施一般。', '短评打分': 3}
{'短评内容': '不错距离车站近下面也有吃的餐馆跟商店基本满足', '短评打分': 5}
{'短评内容': '房间挺大的，第一天晚上住的是临街的房间，有点吵，而且房间地板破掉了，墙角的开缝了，所以有点脏脏的感觉，第二天换了一间，感觉很好，安静，服务态度也不错。', '短评打分': 5}
{'短评内容': '不錯', '短评打分': 5}
{'短评内容': '一般了，就是服务比较慢，饮水机坏，要求换，半天没反应。', '短评打分': 1}
{'短评内容': '还不错，不临街那一侧的房很安静。虽然房间里有点潮，但是开着空调一会儿就好了。', '短评打分': 3}
{'短评内容': '虽然就在街边上，但是晚上还是很安静的。热水也很好。', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '跟7天差不多~据说做它的会员还可以便宜。', '短评打分': 5}
{'短评内容': '實惠', '短评打分': 5}
{'短评内容': '还不错，就是小了点，隔音效果一把。位置很好，装饰色彩很好。综合还是比较推荐吧。', '短评打分': 3}
{'短评内容': '一直都住7天的，第一次住如家，感觉上来说房间太小，虽说设备不缺什么，就是感觉憋屈了点，当然，还挺喜欢里面的色彩的，暖色很温馨。', '短评打分': 1}
{'短评内容': '我就是喜欢整洁、干净；已住了两次了！', '短评打分': 5}
{'短评内容': '地理位置可以，周边吃饭的地方很多，酒店服务员好像比较少，特别是前台，退房或办入住时候客人一多服务员就乱了，这次居然住了一个没有电视机的大床房，我以为还有能连家电都省的酒店，生平第一次住过，保安说可能拿去修了，哎，反正是来出差 也就算了咯。', '短评打分': 5}
{'短评内容': '住过很多遍了。。每次的感觉都很好，值得推荐！', '短评打分': 5}
{'短评内容': '春节期间广东很冷，这个酒店有暧空调，非常好\r\n很新，卫生条件较好，位置也不错，吃饭也很方便，推荐入住。', '短评打分': 5}
{'短评内容': '位置好,干净、卫生有如家的感觉。', '短评打分': 3}
{'短评内容': '卫生.舒适', '短评打分': 3}
{'短评内容': '卫生.舒适', '短评打分': 5}
{'短评内容': '装修很温馨，以前我住在酒店是睡不着的，但是那天晚上睡得很香~~\r\n如果如家可以为客人准备一些贴心的服务会更好，例如，在房间放一个吹风筒，还有介绍中山美食的一些资料等\r\n这样的服务会让客人更加窝心......\r\n', '短评打分': 5}
{'短评内容': '我住的是180mm的大床房，床挺舒服的，不过房间感觉有点小了。。门窗的隔音也有点差，不过晚上还是比较安静的。。不错', '短评打分': 5}
{'短评内容': '房间很小，没衣柜，性价比也不高', '短评打分': 3}
{'短评内容': '还行吧，就是比较吵', '短评打分': 5}
{'短评内容': '简单便宜，干净，利用率很高。性价比高。背包族完全可以考虑。', '短评打分': 5}
{'短评内容': '主要交通方便，性价比适合。', '短评打分': 5}
{'短评内容': '卫生打扫的很干净,住着很舒适,位置也不错,位于长途汽车站附近,出行都很方便,但就是房间有点小.', '短评打分': 3}
{'短评内容': '位置不错,挺好找的,而且酒店的环境也不错,价格能在便宜些就更好了.', '短评打分': 3}
{'短评内容': '酒店的服务一般，硬件用品还可以，价格稍微高了一点，位置还算方便的，总的来说还是可以推荐的。', '短评打分': 3}
{'短评内容': '作为经济型酒店，如家的服务一向都很不错。这家店离汽车站比较近（出租车起步费即可）。', '短评打分': 5}
{'短评内容': '整体各方面还不错，就是酒店数量太少了，只有一家的！希望开多几家分店方便入住！还有就是房间内的那个饮用水太少量了，不够喝了觉得！', '短评打分': 5}
{'短评内容': '酒店价格高,房间面积小些,服务很到位,卫生条件也很好,值得推荐的一家酒店', '短评打分': 3}
{'短评内容': '交通方便', '短评打分': 3}
{'短评内容': '交通方便', '短评打分': 5}
{'短评内容': '酒店的经济实惠，临街的房间有点吵，位置到是方便，离长途汽车站很近', '短评打分': 5}
{'短评内容': '酒店蛮温馨的,感觉很像一个家,而且价格也很实惠的,还是比较满意的.', '短评打分': 5}
{'短评内容': '酒店的卫生方面弄的还可以了，设施方面一般了，卫生间面积也小。服务人员态度也不好，一点都不热情主动。整体感觉价格方面还是比较合适的。', '短评打分': 5}
{'短评内容': '酒店不提供早餐感觉不方便，别的我还是挺满意的，条件算中上水平吧', '短评打分': 5}
{'短评内容': '建议加强服务人员的服务水平，价格比较便宜，卫生状况尚可，房间有点吵。', '短评打分': 5}
{'短评内容': '酒店的交通还是比较方便的，但是就是因为他旁边是大道，所以临街的房间比较吵，不过里面的环境还是不错的，挺干净。', '短评打分': 5}
{'短评内容': '性价比还可以，服务和环境还不错，交通很方便', '短评打分': 5}
{'短评内容': '我感觉酒店服务员还是不够专业,他们对于当地旅游地址都不太了解.酒店里房间还是蛮干净的,周边交通也挺方便的,价格方面还是蛮合适的.', '短评打分': 5}
{'短评内容': '感觉酒店还可以，在市中心，交通便利，房间也比较干净，服务也很周到，值得推荐', '短评打分': 5}
{'短评内容': '性价比高，服务很周到，环境也不错，卫生条件挺好的', '短评打分': 5}
{'短评内容': '比大城市的如家差远了！价格不便宜，服务跟不上！基本设施没有！没有发电机，9点半停电，12点还没有来点！问服务员---都说不知道！', '短评打分': 1}
{'短评内容': '大床房，房间太小，', '短评打分': 5}
{'短评内容': '酒店的服务卫生都很一般,位置位于市中心交通方便,主干道上', '短评打分': 5}
{'短评内容': '酒店整体的服务都一般化', '短评打分': 5}
{'短评内容': '酒店的楼是方型的，通风采光不太好，整体的服务还是蛮热情的，价格也比较优惠', '短评打分': 5}
{'短评内容': '如家连锁品质一样好，但早餐有点贵，食品有些不太新鲜。', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
