{'短评内容': '晚上有夜宵', '短评打分': 5}
{'短评内容': '位置好 酒店硬件设施还可以 但是，但是一楼大堂的WC，去了两趟都遇到在打扫卫生！打扫的也太勤快了，另外，男厕应该请个男的吧？女的去打扫，大家用不成，很不方便；客房服务员中午打电话要收毛巾，都给她说了退房时一起收，她居然说他们要什么交接班，不方便……乖乖，应该先满足客人的方便吧？', '短评打分': 5}
{'短评内容': '环境一般，太吵', '短评打分': 3}
{'短评内容': '住宿不错，就是安排在最边上，平时太吵了，而且房间很小', '短评打分': 5}
{'短评内容': '噪音太大,房间太小', '短评打分': 3}
{'短评内容': '酒店太老，设施太陈旧，装修很过时，这样的价格应该可以住到更好的。', '短评打分': 1}
{'短评内容': '位置不错，早餐也不错  有机会继续过来  推荐推荐 ', '短评打分': 5}
{'短评内容': '不错.位置与环境都不错,总的说来还好!!!', '短评打分': 5}
{'短评内容': '早餐很差,楼下是电子市场,很吵.如果喜欢安静, 又对早餐又要求的话,别选这家了', '短评打分': 1}
{'短评内容': '房间很小，暖气不足，冷！作为四星酒店前台服务水平一般，最少我昨晚入住时是那样的！主城区这个价格还是可以的！', '短评打分': 3}
{'短评内容': '设备齐全 房间干净整洁 就是周围有手机卖场 早上会很吵 其他很满意', '短评打分': 5}
{'短评内容': '设施还可以，房间蛮干净的，位置也比较好，就是前台结账花费20分钟', '短评打分': 5}
{'短评内容': '酒店位置相当方便 离春西路步行只需要6分钟 酒店比较温馨 高级单人间房间不错 装修也很新 早饭虽然是中式自助 非常的丰富', '短评打分': 5}
{'短评内容': '特价如果等于最差，就是滥用，不仅仅不能起到宣传效果，还会适得其反。', '短评打分': 1}
{'短评内容': '酒店硬件还行，服务也可以，地处市中心。交通方便。', '短评打分': 5}
{'短评内容': '设施陈旧，房间的霉味很重！到酒店容易堵车！', '短评打分': 1}
{'短评内容': '还不错，离市中心很近，推荐！', '短评打分': 3}
{'短评内容': '酒店还可以，十一号晚上值班的前台女服务员的态度一般，应该提高', '短评打分': 3}
{'短评内容': '酒店不错，房间也不错，就是房间面积稍微小了一点，', '短评打分': 5}
{'短评内容': '酒店硬件还行，服务也可以，地处市中心。交通方便。近春熙路，比较方便', '短评打分': 5}
{'短评内容': '酒店装修及房间大小都很不错，但网络居然连不上，而且通知服务员后居然推卸给工程已下班，无人管理。太差了，非常非常差。', '短评打分': 1}
{'短评内容': '前台的服务很好，行李寄存的服务很周到，客房服务员很尽职尽责。', '短评打分': 5}
{'短评内容': '沃特酒店在成都市中心商业区，步行就可到步行街，出门往右拐就可到好多好吃的小吃店，位置非常好。', '短评打分': 5}
{'短评内容': '不错不错！！！！！！！！～～～～～～～～～～～～～', '短评打分': 5}
{'短评内容': '一般，不推荐，虽然是5星级但是觉得好像没有出色的地方，就是一般。', '短评打分': 1}
{'短评内容': '   第二次住了，性价比很高', '短评打分': 3}
{'短评内容': '条件是四星，设备这些也是四星。不过房间太小！', '短评打分': 5}
{'短评内容': '交通非常便利，环境也很不错，早餐还算可以，推荐。', '短评打分': 5}
{'短评内容': '这家酒店还行。地处市中心。交通方便。近处春熙路，方便购物！', '短评打分': 5}
{'短评内容': '环境很好', '短评打分': 3}
{'短评内容': '酒店就在春熙路附近，各方面都挺方便的，我住的是经济大床房，房间稍微小了点。', '短评打分': 5}
{'短评内容': '酒店特价房间太小了,而且在最里边,电视后面是玻璃窗,反光...早餐不错,\n\n但地理位置不大好,去步行街有点远,是电子一条街,吃饭地方较少', '短评打分': 1}
{'短评内容': '总体还不错，感觉挺新的，国情那天下面卖手机的搞促销有点吵', '短评打分': 5}
{'短评内容': '酒店设施有点陈旧，不过位置还较方便', '短评打分': 3}
{'短评内容': '好，就是贵了点。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '也就是3星级的标准，房间小的令人吃惊，电视机播放的频道也不是很清楚，干净程度一般。淋浴要站在浴缸里。附近也没有什么便利店和饭店，位于电脑一条街上，有点儿吵。', '短评打分': 1}
{'短评内容': '准四星酒店，价钱也合理，缺点是：网速超慢，我住的房间是沿街的，楼下是电信市场，特吵', '短评打分': 1}
{'短评内容': '酒店房间很陈旧，浴室感觉灰暗比较脏，虽然在市区附近，但是离春熙路距离还是相当远，最要命的是旁边一栋楼是信号发射台，会对人体造成巨大伤害，而且周边全在施工，大清早服务员就来敲门清洁。一点不像星级酒店，价格算是小贵。', '短评打分': 1}
{'短评内容': '上面那条是我点评错了。。。。沃特酒店一般吧，住在18楼，热水居然要开个10来分钟才有，而且莲蓬头出来的水超小，非常的令人不爽，而且马桶也不能冲干净，得冲几次才行。别的还算可以吧。', '短评打分': 5}
{'短评内容': '酒店很有文化气息，服务也比较热情，房间很大，设施齐全且新，而且还配的两个洗手盆哦！性价比很高的一所酒店，唯一的不足就是离市中心远了些。但下次来还是会选这里。', '短评打分': 5}
{'短评内容': '绝对的差评！酒店挂的是四星，感觉还不如7天汉庭！\n酒店位置很不好，在太升南路，这条路原来是手机一条街，全是商铺，整个白天上午到下午就吵的要命，房间隔音效果很差，楼下就大喇叭里唱歌的唱歌、吆喝的吆喝，闹腾的要人命，白天根本没法休息，毫无安宁！宾馆边上就是个大工地，几个大大的探照灯晚上要开一个晚上，所以晚上窗外面很亮，一片白光，拉了窗帘还是漏光的。\n房间非常小，很拘束，装修很老，厕所也不是很干净，住的', '短评打分': 1}
{'短评内容': '不错，性价比非常高，设施完备，又紧挨着春熙路，地理位置也很好，值得推荐！', '短评打分': 5}
{'短评内容': '服务好，房间比较清洁，条件不错，位置也不错', '短评打分': 5}
{'短评内容': '还不错，交通非常方便，距离春熙路很近，就是稍微有些吵，呵呵\n', '短评打分': 5}
{'短评内容': '酒店位子很好，硬件设施也不错，下次还会继续入住', '短评打分': 5}
{'短评内容': '浴室淋浴水流非常小。下次还会住。\n\n经济方很干净。 ', '短评打分': 5}
{'短评内容': '位置还不错，服务员态度也不错，去早了我定的房没有，好心的服务员帮我升了行政间，感觉房间空间太小，懒 得换，其他的还行!', '短评打分': 5}
{'短评内容': '很好！特价大床房间小了点，但温馨也很卫生，很满意！', '短评打分': 3}
{'短评内容': '设施相对陈旧些，房间倒是够大，住的还算舒服，服务倒是不错。那天退房后发现充电器和电池遗漏在房间，立即打电话过去，很快就帮我寄过来了。', '短评打分': 5}
{'短评内容': '这次住宿经验不是很愉快，酒店设施不符合4星标准，很老的酒店。房间的沐浴不好，喷头出水严重不足，而且空调制冷不好。', '短评打分': 1}
{'短评内容': '缺点：前台工作人员态度不友好，留给网上预定的房间都是位置偏僻的房间，夏天空调不好比较热，浴缸的下水不太顺畅。\n优点：配套设施比较齐全（比如免费上网），卫生间有秤可以称体重，每天送2瓶免费的纯净水，整体比较干净，开发票时可以根据顾客的要求来开具。', '短评打分': 1}
{'短评内容': '其他尚可，不过打扫卫生的大嫂用拖把拖楼梯扶手的现象很影响酒店形象！当时看到那一幕，让我对房间内其他设施的清洁保持怀疑', '短评打分': 5}
{'短评内容': '沃特酒店虽然硬件有点旧,但是总体来说不错。', '短评打分': 3}
{'短评内容': 'We stayed in an executive room. There was a smell of smoke, so we asked for a different room. The front desk handled it quickly. \nThe bathroom looks dated and a little iffy. The bedding is fresh and c', '短评打分': 5}
{'短评内容': '地处闹市，性价比不错，设施有点旧，但是卫生状况有保障', '短评打分': 5}
{'短评内容': '四星级酒店，虽然有点老（电梯不够宽敞明亮、走廊狭小），但很温馨，性价比绝对好，也许是因为当天我太幸运了吧：居然从原来的特价大床房升级为商务单人间。', '短评打分': 5}
{'短评内容': '装修还不错，就是有点旧了。服务尚可，早餐只能双份要70元不值，不灵活！', '短评打分': 5}
{'短评内容': '房间还不错。隔音效果比较好，就是早餐有点水，午餐有点内容有点少', '短评打分': 5}
{'短评内容': '服务还不错，出去玩回来以后，房间已经收拾的干净了。早餐品种比较多，离成都的中心商业圈也比较近，就是卫生间小了一些。', '短评打分': 5}
{'短评内容': '酒店很干净，而且晚上特别幽静。早餐比较丰富，味道很好。感觉大堂办理入住时动作太慢，服务员工作比较生疏。', '短评打分': 5}
{'短评内容': '帮同事订的 听说还可以 性价比应该不错 推荐', '短评打分': 5}
{'短评内容': '四星级的酒店，订的是特价房，总的来说哦设备很齐全，也比较讲究，除了房间面积小点之外其他都挺好的，卫生和隔音都不错，而且地理位置真的十分方便，在春熙路附近去哪里都很便捷。', '短评打分': 5}
{'短评内容': '给同事定的。希望还不错！！以后还会定这里吧。', '短评打分': 5}
{'短评内容': '298价格其实比较优惠，缺点就是早餐不是很丰富。希望四星级别的酒店可以在早餐方面下点功夫。', '短评打分': 5}
{'短评内容': '酒店服务态度，整洁度都很好，下午2点退房也比较好，下次还要入住', '短评打分': 5}
{'短评内容': '舒适卫生，不过临街的一边有点吵，服务业可以', '短评打分': 5}
{'短评内容': '位置不好，              特别的陈旧', '短评打分': 1}
{'短评内容': '总体还算不错，基本条件还好，有机会还会住', '短评打分': 5}
{'短评内容': '地理位置好，房间设施不错，就是稍小了一点', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '希望 洗澡的 水龙头 水流能大一点！！感觉还算可以把！！', '短评打分': 5}
{'短评内容': '成都沃特酒店是值得再次入住的酒店。建议大家来体验', '短评打分': 5}
{'短评内容': '旧', '短评打分': 3}
{'短评内容': '成都沃特酒店人性化管理体现在多方面，可以提供五六种枕头由客人选择，很好', '短评打分': 5}
{'短评内容': '多次入住,一直很满意.早餐人员太多,应该将会议和团队单独安排.', '短评打分': 5}
{'短评内容': '成都沃特酒店已经连续住好几天了，原计划马上要走，谁知道住一天又拖一天。\n还是住沃特，老4星的管理还是很到位', '短评打分': 5}
{'短评内容': '成都沃特酒店体现在无声之中的服务品质，在我来看是多年4星宾馆的管理经验积淀。\n其中心旨意就是是客人满意', '短评打分': 5}
{'短评内容': ' nice and clean cheap rooms conveniently located in central Chengdu. ', '短评打分': 3}
{'短评内容': ' The hotel was very convenient.', '短评打分': 3}
{'短评内容': '成都沃特酒店虽然是老4星，硬件和装修需要更新，但是服务秉承了星级宾馆的规范。\n而且有人性化', '短评打分': 5}
{'短评内容': '性价比比较高，老牌4星酒店,住了2晚，挺好！', '短评打分': 5}
{'短评内容': '成都沃特酒店是一个老4星，硬件设施和装修显然会与新4星有差距。\n但是硬件不足，是需要软件来弥补的。\n对酒店而言，也就是管理上的深化。\n', '短评打分': 5}
{'短评内容': '酒店位置还好,单人间很小,298元/每晚偏贵。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店位置在市中心，位置很不错，就是中央空调不冷.', '短评打分': 5}
{'短评内容': '地理位置优越，离市区非常近，周边王府井、春熙路都很近。房间隔音不错', '短评打分': 5}
{'短评内容': '酒店还温馨，就是房间、卫生间显得小，没有浴袍，下次去应该还会考虑入住。', '短评打分': 5}
{'短评内容': '第一次入住该酒店的经济大床房，小而温馨，设施设备齐全，服务周到，这个价位，地段，真的还不错哦！', '短评打分': 5}
{'短评内容': '酒店的设施较老，但服务等还可以。酒店位于市中心，距离春熙街商圈很近。', '短评打分': 5}
{'短评内容': '酒店位置在市中心，附近很多手机商店。酒店服务等尚可。', '短评打分': 5}
{'短评内容': '港澳中心瑞士酒店不错。', '短评打分': 3}
{'短评内容': '酒店位于市中心，位置很好。酒店服务和其他方面尚可。', '短评打分': 5}
{'短评内容': '地处闹市区，房型也还不错，但最近附近有公司施工，受到一定的影响。', '短评打分': 5}
{'短评内容': '酒店不错，服务等还可以。酒店位置在市中心。', '短评打分': 5}
{'短评内容': '酒店不错，就是经济大床房，能小到这样的程度，也是高手，感觉就像是一个带卫生间的杂物间。酒店的边上有好多买电子产品的大卖场，离春熙路也近。', '短评打分': 5}
{'短评内容': '酒店位置很好，位于市中心，但早晚高峰交通比较麻烦。酒店服务等还可以。', '短评打分': 5}
{'短评内容': '地段不错，服务也比较主动。就是房间太小了，一张并不算大的大床一放连走路都困难。入住时为5月底，中央空调居然不开，最后只能开着窗听着汽车喇叭声入睡。', '短评打分': 1}
{'短评内容': '酒店服务还可以。但我的客人反映房间冰箱制冷不好，需要更换。', '短评打分': 5}
{'短评内容': '酒店位置在市中心地区，服务尚可，但上下班高峰时较为塞车。', '短评打分': 5}
{'短评内容': '烂~~~~~~~~~~差~~~~~~~~~~~房间旧，霉。', '短评打分': 1}
{'短评内容': '位置很不错，就是很吵，是自来水公司的一个酒店，所以叫沃特（water）', '短评打分': 1}
{'短评内容': '环境不错  位置好  就是门口哪些出租车司机和拉皮条的有点烦！', '短评打分': 5}
{'短评内容': '经常帮朋友预订  还是不错地。不过个别房间烧水的水壶需要换一下了', '短评打分': 5}
{'短评内容': '喝酒店', '短评打分': 3}
{'短评内容': '在成都市的地理位置还不错，就是房间小了点，显得有点拥挤。', '短评打分': 5}
{'短评内容': '环境不错，交通也挺方便的，下次来还会选择这家酒店。', '短评打分': 5}
{'短评内容': '路邊太吵,隔音一般。\n環境,設備,服務還行。\n唯浴室太暗,水壓不夠。洗澡不夠暢快。', '短评打分': 1}
{'短评内容': '老四星，硬件稍显陈旧。不过性价比还是可以的，位置也比较好。', '短评打分': 5}
{'短评内容': '这个地方酒店位置非常不错..就是人太复杂..保安有介绍卖淫的事...经常让我们有需要女人打4的电话号码//这样在门口拉客.有损酒店的形象..如果再有下次我一定不会去你们那个酒店...', '短评打分': 1}
{'短评内容': '房间虽然不大\n不过很精致和干净\n\n服务也不错！', '短评打分': 5}
{'短评内容': '酒店比较老。房间比较小。', '短评打分': 3}
{'短评内容': '可以~~~~~~~~~就是房间没浴袍~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '服务挺好的，就是房间有点异味，应该是装修完了的味道，影响不大。', '短评打分': 5}
{'短评内容': '旁边很不错，周围有工地，晚上有时能听到噪音。', '短评打分': 5}
{'短评内容': '总台的男性服务员态度十分恶劣！！酒店的设施老旧！！', '短评打分': 1}
{'短评内容': '硬件设置有点陈旧，但整体感觉还不错！早餐还行，午餐有点牵强，名不副实', '短评打分': 5}
{'短评内容': '经常住这，方便、卫生、服务周到。早餐不错 午餐也还可以', '短评打分': 5}
{'短评内容': '很喜欢大床房，很温馨，房间隔音效果不错，住着很舒服。推荐', '短评打分': 5}
{'短评内容': '位置方便，房间硬件设施还将就，就是浴室的花洒不能拿下来，有点遗憾', '短评打分': 5}
{'短评内容': '酒店房间一般，但有股味儿，舒适度不高，位置还行，打车也方便，性价比不是很高！', '短评打分': 5}
{'短评内容': '酒店不错就是靠近通讯街', '短评打分': 3}
{'短评内容': '酒店不错，就是附近吃饭地方少', '短评打分': 3}
{'短评内容': '一般  价格还算将就。不好打车，房间很小。', '短评打分': 1}
{'短评内容': '.成都沃特酒店离春熙路近,购物方便.总体还可以.', '短评打分': 3}
{'短评内容': '安静,舒适。', '短评打分': 3}
{'短评内容': '酒店不错，就是周围都是通讯市场及手机店 。但离春熙路很近', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '不能说是非常的好，和预想都有距离，但是也还算可以', '短评打分': 5}
{'短评内容': '酒店地点好。靠近春西路，非常方便！！！！', '短评打分': 5}
{'短评内容': '酒店感觉一般，是标准的老式酒店格局，离手机市场很近，住起来不会有什么特别的感觉，办事可以住一下', '短评打分': 1}
{'短评内容': '12号下午通知酒店方13号早晨为我们叫早，结果酒店方居然忘记了。导致我们赶不上飞机。不过好在他们的处理态度还不错。哎，我们也算是好说话。大家互相理解。我们也是做服务行业的，互相理解，有问题及时解决就是对消费者的负责。房间比较干净也比较安静。大环境还不错。', '短评打分': 5}
{'短评内容': '酒店地理位置很好，距成都最好的商业中心仅半公里之遥，所以房间小一点也就不算什么了', '短评打分': 5}
{'短评内容': '环境还是挺不错的，房间的卫生设施都还行，前台还是挺好的， 酒店价格还是稍微贵了些。', '短评打分': 5}
{'短评内容': '住的500的行政房，感觉像一般的商务房，不大，有台没什么用的电脑。酒店位置还不错，离春熙路挺近的。服务也还行。', '短评打分': 5}
{'短评内容': '酒店正值会议高峰所以免费升级豪华房。房间的装修是老风格，但前台服务和早餐还不错，交通也算方便。', '短评打分': 3}
{'短评内容': '酒店的服务、餐饮都不错。对面的施工对我住的1701房间影响不大，房间内比较安静。', '短评打分': 5}
{'短评内容': '酒店位置不错，位于市中心，周围手机店很多。但房间还是比较安静。', '短评打分': 5}
{'短评内容': '酒店的设施不错，床很舒服。美中不足的是周围在施工，不是很繁华。', '短评打分': 3}
{'短评内容': ' 房间很小 对着工地很吵 还算对得起这个价格吧', '短评打分': 3}
{'短评内容': '这家酒店式四星级，价格很实惠，就在市中心，值得住', '短评打分': 5}
{'短评内容': '房間很小。。位置一般吧 反正性價比不是很好', '短评打分': 1}
{'短评内容': '酒店不错，开车前往很不方便！设施成旧老化！', '短评打分': 5}
{'短评内容': '酒店不错，开车前往很不方便.设施比较成旧！', '短评打分': 5}
{'短评内容': '此酒店地理位置非常好，到哪去都方便，但是设施比较陈旧，前台服务态度不好。', '短评打分': 5}
{'短评内容': '西博会，人太多，前台很快，晚上没让等很多时间，还算不错，谢谢', '短评打分': 3}
{'短评内容': '酒店很好，但是酒店有新装修的味道，建议去除味道，不然客户不满意', '短评打分': 5}
{'短评内容': '沃特酒店很不错，环境优雅，地理位置俱佳，各种硬件设施很高档，服务让人难忘，下次去成都还入住。', '短评打分': 3}
{'短评内容': '沃特酒店距离春熙路和电子一条街以及天府广场都比较近，设施也非常豪华，大有闹中取静的意思，我在这里住了2天，感觉到服务非常贴心，因为房间的网线不好，晚上11点多服务员也给换了一条网线，我忘记带房卡了，他们非常小心的询问我的信息才给我开门，服务很让人满意。唯一觉得不好的地方就是就餐时价格太贵了，早餐居然要68一位呢。', '短评打分': 3}
{'短评内容': '交通购物非常方便，离各个车站相当近，酒店舒适度性价比较高，推荐入住。', '短评打分': 3}
{'短评内容': '这家酒店比较老。条件还不错，只是面临商业街，楼下手机商场的广播太吵，影响休息。', '短评打分': 5}
{'短评内容': '沃特酒店位置在春熙路附近，电子一条街附近，虽然白天有些吵闹，但是沃特酒店硬件设施很好，很温馨，虽然不是最新的设施，但是让人感觉很舒适。尤其是服务态度，半夜12点了，我发现我的网线不行，服务员仍然给我送来了好用的网线，我很感动。唯一的缺点是感觉房间稍微小一些。', '短评打分': 5}
{'短评内容': '酒店位置不是很便利，环境成旧很一般的四星！', '短评打分': 3}
{'短评内容': '酒店位置有点偏，房间设施比较陈旧，很一般的老四星！', '短评打分': 5}
{'短评内容': '房间小点，前台服务员的态度不是很好。早餐一般，外边很吵，总是有卖手机的叫喊声！其他的卫生条件还是可以的！', '短评打分': 5}
{'短评内容': '+没什么不满意的。', '短评打分': 5}
{'短评内容': '地理位置等都不错，环境也对得起这个价格！值得入住。', '短评打分': 5}
{'短评内容': '这是我预定的最糟糕的房间，和话务员说要比家园最好大一点结果不仅没有大反感觉小到一半。房间小而闷，卫生间淋浴头是固定的，到了晚上', '短评打分': 5}
{'短评内容': '被子很舒服很干净 ', '短评打分': 5}
{'短评内容': '设施较旧，态度挺好，近日附近有个工地，朝向工地面的房间晚上很吵。', '短评打分': 5}
{'短评内容': '淋浴的水压太小了，洗的有点难受，感觉沐浴露总冲不干净。\r\n还有，早饭要65元？从菜谱来看，性价比不高。', '短评打分': 1}
{'短评内容': '酒店服务很好，没说的，周到、耐心。性价比很高。交通方便。', '短评打分': 5}
{'短评内容': '一般般', '短评打分': 5}
{'短评内容': '不错的酒店，就是价位高点，位置还行，比较安静。', '短评打分': 5}
{'短评内容': '除了房间稍微小点，其他一切都非常好,下次去还住那。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '离市中心很近，在电子一条街上，但酒店设施很旧，房间很小。下次不会住了。', '短评打分': 3}
{'短评内容': '酒店的早餐一般，房间太小。很老的装修了，建议老板装修一下。', '短评打分': 3}
{'短评内容': '非常老的酒店，设施旧，性价比不高。但服务员态度倒不错。', '短评打分': 1}
{'短评内容': '房间虽然不大，但是很温馨，下次如果再来成都还可以住。', '短评打分': 5}
{'短评内容': '基本不错,对的起4星的称号,房间小点不过价格这样小点也是理解的,就是酒店门口打车不方便,等半天也没一辆空车过来', '短评打分': 5}
{'短评内容': '中央空调太吵了。换了一间也差不多，也就懒得换了，', '短评打分': 1}
{'短评内容': '经济大床房不怎么样！外面35度高温，一进去看到屋子特别小就觉得更闷热，结果打开空调还不怎么制冷，要求换房间，前台告知网上订的这个房型每层只有两间已经没有了不予更换，等了半个多小时屋子还是又闷又热，check in时就让开通了房间的电话的长途功能，结果房间电话连本市的都打不了，让服务员来看过后，服务员给前台打电话说还是给客人换一间吧：空调制冷太慢！电话也不能用！这才给我换了别的楼层的房间~更换后的房', '短评打分': 1}
{'短评内容': '酒店位置很好，前台办理入住和离店手续都很快，客房和餐厅服务人员态度非常好，美中不足的是餐厅上菜速度有点慢，但我总的感觉还是非常满意的，以后还会选择这家酒店入主。', '短评打分': 5}
{'短评内容': '位置好。服务 还可以。设施比较旧了。不过这个价位性价比不错    \r\n ：', '短评打分': 5}
{'短评内容': '位置好，交通方便，卫生好，性价比也可以。卫生间偏小，我是第二次入住，总体感觉还不错。建议适当降低早餐价格和增加含早餐的房型。', '短评打分': 5}
{'短评内容': '周边吃东西的地方不多，超市也不多，总得走个10多分钟才能找到个像样的。', '短评打分': 1}
{'短评内容': '还好，不过特价房有点小', '短评打分': 5}
{'短评内容': '酒店房间太小了，跟我去欧洲住的酒店差不多大小。', '短评打分': 1}
{'短评内容': '新装修的房间挺好，服务挺好，又地处市中心，感觉酒店性价比很高。入住当天，我还意外收获一个惊喜：在我未告知酒店的情况下，酒店方根据我登记的信息，由公关部美女经理亲自送上一个精美的生日蛋糕和总经理贺卡祝贺我的生日，让我感动。', '短评打分': 5}
{'短评内容': '还不错的酒店，距离春熙路步行距离，在成都卖手机最密集的地方！', '短评打分': 5}
{'短评内容': '离步行街很近 就是楼下都是买手机通讯器材的 有整体还不错点吵 单人间比较小 ', '短评打分': 5}
{'短评内容': '客观来说，房间装饰还是不够豪华。大家诟病的空调问题我也有遇到，冷气是中央空调，固定出气方向，123档完全没感觉有什么差异，风量极小，如果夏天也是这样的状况，那完全没法过了。此外隔音很差，隔壁敲门的声音跟自己房间敲门差不多；一个房间看电视的声音在走廊里从头走到尾都听得清清楚楚。', '短评打分': 1}
{'短评内容': '房间太小，空调不知道晚上为什么关了，我晚上是被热醒的', '短评打分': 5}
{'短评内容': '我定房间小的太小，空调也很不好。', '短评打分': 1}
{'短评内容': '398的豪华单间还不含早餐，太不划算了。', '短评打分': 1}
{'短评内容': '还可以。', '短评打分': 1}
{'短评内容': '服务还可以，就是房间配置太差了', '短评打分': 1}
{'短评内容': '还可以，周边商铺多', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '总体尚可', '短评打分': 1}
{'短评内容': '位置不错,房间设施比较新,总体还可以', '短评打分': 5}
