{'短评内容': '非常的不错！', '短评打分': 5}
{'短评内容': '桂林山水甲天下 阳朔山水甲桂林 河畔山水甲阳朔 真的很漂亮 就是酒店的服务还没达到五星级的标准 似乎差了点 服务水平太一般了 早餐不敢恭维 基本能吃饱 你们懂的！', '短评打分': 5}
{'短评内容': ' 酒店的位置不错 硬件设置也算可以 但是早餐一般般 没什么吃的 另外服务上真的没有五星级的感觉 往来于西街的车次很少 不是很方便 房间内的蚊子有点多 酒店应该定期采取 杀虫工作 ', '短评打分': 5}
{'短评内容': '阳朔之美确实不愧一个“甲”字，同样，河畔也堪称阳朔酒店之中的“甲”。\n最美的是环境，酒店建筑数量多，楼层却只有2-3层，有很棒的园林及泳池，河畔大床房，推窗即水，遇龙河的漂流极为方便；\n交通方面：离机场高速出口很近，工农桥附近几个景点都可步行到达，去西街可以选自行车/摩托/酒店大巴/出租；\n硬件设施和服务也不错，处处透着大气。\n只能说：来阳朔，住河畔是一定会加分的。\n当然也略有些小瑕疵：如早餐也即', '短评打分': 5}
{'短评内容': '酒店环境非常好。但离阳朔镇有5公里。有班车往返。但班车最早去阳朔的一班是10点，如果去阳朔坐车到桂林再去机场很不方便。5公里打出租要50元，酒店叫车。估计8点和9点不安排班车就是为了和出租车公司联手多赚点钱吧，不够厚道说实话，这么好的酒店赚这个钱。酒店出租+大巴到桂林+桂林出租到机场，总共要耗时3小时，花费50+20+100=170.如果酒店直接打车去机场，要350元', '短评打分': 5}
{'短评内容': '酒店位置不错，就在遇龙河畔，依山傍水，风景秀丽，房间装修也很有格调。但住宿第二天，酒店里接了一个婚礼，一大清早开始用高音喇叭放音乐，用话筒大声讲话、彩排，最离谱的是还放鞭炮，严重影响客人休息。这决不是在一个五星级酒店应该发生的事情，况且客人没有接到任何通知，多次向服务人员反映无果。', '短评打分': 5}
{'短评内容': '在阳朔住的最爽的酒店 就是离镇上有点远...要是酒店的交通车再方便点就好了~', '短评打分': 5}
{'短评内容': '环境真心好，天然氧吧，很幽静，如果有时间多住几天就好了', '短评打分': 3}
{'短评内容': ' 朋友说不错，但贵!', '短评打分': 3}
{'短评内容': '河畔酒店的位置真的太好了，这样的环境全国也找不出几家。真正的依山傍水。强烈推荐。', '短评打分': 3}
{'短评内容': '环境优美，早餐挺不错，房间挺大，站在露台遇龙河尽收眼底。', '短评打分': 5}
{'短评内容': '于三月底至酒店住了5天。酒店坐落于遇龙河上，风景幽雅，秀水青山，时时可见竹筏漂流。距离西街与潮阳码头皆6公里左右，骑自行车一路观景大约半小时。大堂建筑与装修很有魅力，特别是两侧与后方的敞开式大亭厅，还有河边的室外餐厅，都值得一留。河畔豪华房有面对遇龙河的阳台，而且阳台上有一大床可供欣赏景色。房内装璜不错，但不值夸奖。如同前者点评所言，酒店唯一缺点就是服务。虽然大多员工皆为热情，但不专业。举些例子：', '短评打分': 5}
{'短评内容': '大床是两个单人床拼起来的，不好！而且被子有潮湿的感觉！希望改进一下', '短评打分': 1}
{'短评内容': '酒店很安静，环境不错，早餐也不错。离大榕树，月亮山，蝴蝶泉都很近。最好能住三楼的房间，视野比较好！', '短评打分': 3}
{'短评内容': '酒店风景如画，适合自驾，建议入住大床房，阳台有榻榻米，浴缸在房间中央很有意思。', '短评打分': 5}
{'短评内容': '非常喜欢的酒店，酒店的环境超级棒，风景怡人。酒店的大堂设计和周边风景搭配协调，相得宜章，浪漫温馨。我订的房有阳台，看到河边和村落山水。下次去阳朔还住这。温馨提示：天气太冷时不要入住，酒店的暖气好像不够暖。', '短评打分': 5}
{'短评内容': '硬件环境在阳朔来说是没得说的！就是酒店的楼层分布的比较广,停车相对来说有点远！', '短评打分': 5}
{'短评内容': '干净,舒适,服务好.到处是风景，靠着遇龙河,真正的度假圣地.', '短评打分': 5}
{'短评内容': '酒店的设施和风景很好,礼宾的行李服务很好,前台装修太小气,连读二代身份证的电子设备也没有,居然要复印住客身份证. 住客的自由度较高.我住了三晚,感觉早餐品种过少,连基本的COFFEE机都没有,每天都是吃那几样,太DRY;酒店接送车不统一,班次最好多一些,多人时上车比较混乱,没有秩序,最好有划线上车区,免得第一个等,最后一个上车,或者上不了车,24座中巴.', '短评打分': 5}
{'短评内容': '我们到大堂反映说无暖气，他们一口说暖气是从晚上6点开到早上8点的，那我们在半夜冻醒了难道是假的吗？？？？？？？？？这样子的五星级算什么？？？？？？连街边的旅馆也不如，限供可以解决你们的问题吗？？？？？？？能省多少？？？？？？客人不用付房费的吗？？？？？？？我们全国最顶级的五星都住过从来无住过无钱交电费而限供的五星级，一言难尽总之想去住的自己考虑吧！！！！！！！！！！！！！！！！！反正我们住了一肚子', '短评打分': 1}
{'短评内容': '冬天入住怕冻的朋友提醒一下这间酒店是限时供暖的，不知道夏天会不会限时提供冷气了，可能是那里的电费太贵了吧！这样的五星太！！！！！了吧，不可理喻闻所未闻，居然限供搞到我和我的所有朋友也不能睡个好觉晚上全部都冻醒了，棉被也簿得可怜，太愤！！！怒！！！了，还有一点可能那里风水太好了吧，一出房门就能见到很多坟墓有新有旧太不吉利了，总觉得晚上跟死人睡一起，影响心情\n\n总之冬天怕冻，夏天怕热，不想影响心情的朋', '短评打分': 1}
{'短评内容': '住得挺好的，服务也挺好，建议西餐厅选择再多一点', '短评打分': 5}
{'短评内容': '酒店非常漂亮 个人认为进了酒店就不需要出去了 那山山水水就在窗下 唯一的遗憾是酒店没有自动取款机 建议能装起码一个吧 这样对我们这种经常刷爆信用卡的人来说就方便多了', '短评打分': 5}
{'短评内容': '酒店外围的环境不错，就在遇龙河畔，景色优美，空气清新。房间的设备一般，尤其是服务和五星级的要求还差很多。', '短评打分': 1}
{'短评内容': '酒店环境很美，依山傍水，房间宽敞，设施齐备，是度假的理想之地，服务人性化，因为晚上的航班，给予了延时退房，谢谢！下次还会来～', '短评打分': 5}
{'短评内容': '算是阳朔最好的酒店了，到处是风景，靠着遇龙河，早上和晚上都有景色拍。早餐很棒，晚上在对面的农家饭吃的，还有竹筏来接送，有免费的自行车租用，门口不远就可以骑到村子，因为面积大，所以就断入住的满，也感觉不到人多，随处可以坐下里休息，还有露天泳池，说实话，不想国内的感觉，很美', '短评打分': 5}
{'短评内容': '真是漂亮的酒店,就是从酒店窗户望出去,河边有两个渔民搭建的丑陋的小亭子,建议酒店出钱帮渔民做个漂亮的亭子,当个养眼的景观吧.房间很大很现代,就是太脏,浴缸上一摸全是灰,还有床实在太硬了,没有软的床垫.', '短评打分': 5}
{'短评内容': '我已成功入住阳朔河畔度假酒店。', '短评打分': 3}
{'短评内容': '绝对的度假时酒店，就凭那风景，要是摆在三亚，绝对得两千多一晚', '短评打分': 5}
{'短评内容': '环境很优美，价格也过得去，总体感觉都不错，以后有机会再去', '短评打分': 5}
{'短评内容': '非常有感觉的酒店，位置超好，就在遇龙河畔，装修新，服务好。只是没有地下停车场，去的时候下雨去车上拿东西有些不便。', '短评打分': 5}
{'短评内容': '不错，很安静，风景好，晚晚睡足8-9小时。服务有待提高。', '短评打分': 5}
{'短评内容': '我们全家是在9月28,29号入住的酒店!来阳朔住了河畔度假这次阳朔游真的不遗憾了!连本地人提到河畔都会称赞这是数一的酒店!酒店门前大山临立,旁边是静静的遇龙河畔,整个酒店洋溢着桂花香气,客房里的陈设更是别具风格!来阳朔住一次河畔是除了看山看水吃啤酒鱼外最大的旅游享受!!但从软件服务如服务人员的热情周到,细致服务,礼仪接待真的有待提高;另餐厅的早餐品种真的太少!中式的包点一点没有,除了米粉好吃,别的', '短评打分': 5}
{'短评内容': '酒店很好，遇龙河畔，入住时人不是很多，静美悠闲，很有度假的感觉', '短评打分': 5}
{'短评内容': '酒店位置方便，各种设施完善，干净卫生，我们都很喜欢，整体很满意，下次出差还会再光临的。', '短评打分': 5}
{'短评内容': '就在遇龙河旁边,环境一流,房间内布局舒适，特别是大床房，很适合情侣、夫妻渡假。静静地坐在阳台发呆，或者在花园的酒吧与朋友喝上一杯，非常享受这样的渡假环境，已是第二次来了！\n就是房间的卫生清洁还要做得更好才能配合这样的价钱与环境！', '短评打分': 5}
{'短评内容': '酒店硬件设施很不错，但是服务还有待提高，优点：环境好，设施新，酒店风格气派、舒适。缺点：比如服务员和顾客见面打招呼，有的会，有的就没有做到，低着头匆匆从你身边走过，我不是较真，五星级的服务可不应该是这样；还有是遇到下雨，打电话让客房服务收一下衣服，没听清楚就说的好的，结果缺没有去做。', '短评打分': 5}
{'短评内容': '酒店的环境非常不错！还有阳朔的山境和水境，房间的入住的环境很好！就是酒店的进门道路窄了点，大巴比较难进出，很容易出现塞车。', '短评打分': 5}
{'短评内容': '酒店环境优雅、设施齐全、风景怡人，非常值得入住。', '短评打分': 3}
{'短评内容': '酒店非常漂亮，就在遇龙河边上，窗外的景色非常美，游泳池也很棒，在池边可以眺望遇龙河。酒店服务挺好的，我女儿怀疑有棉花进入耳朵，酒店还派了车送我们去医院，司机不能等候，就非常详细地告诉我怎样走到西街，然后坐班车回酒店（是小韦师傅）。餐厅的服务员态度也都非常好，但是感觉做事不是非常麻利有效率。我们第一天去中餐厅吃晚饭，恰逢有宴会，客人已经走了，三大桌的剩菜剩饭堆的像小山一样在屋子的中间，我们在旁边吃饭', '短评打分': 5}
{'短评内容': '不错的酒店，适合全家度假。在景区附近，很方便.如果订票，请酒店旅游部订，很方便，价格也不贵。', '短评打分': 5}
{'短评内容': '环境舒适，风景幽美，房间也大，美中不足的是卫生间马桶老是出问题，早餐品种也少了点。服务热情还需提高。', '短评打分': 5}
{'短评内容': '这次来桂林的阳溯待了3天是多么难熬的3天啊，酒店的环境不错，但是蚊子巨多，多的房间要点2个蚊香片，离县城也很远，想吃点什么，买点什么就别谈了，打车不打表直接喊价30，免费的早餐国人和外国人就像超市强，和水的杯子也有些坏，5星级的饭店像话吗？老板也太不厚道，不会把客人放在第一位的。就从大堂就能看出，连个空调都舍不得不开，这种的价钱这种的硬件是不行的，达不到5星级的标准，借个超贵！没办法出去啊，很远，', '短评打分': 1}
{'短评内容': '相当好的地方，安静，远离尘嚣，床也很舒服，非常好的地方。。', '短评打分': 5}
{'短评内容': '很有度假feel，酒店在旖旎的遇龙河旁环境一流，但对于酒店的设施，我有两个意见：1.卫生间与房间之间的竹帘太透光了，如果不是情侣入住就太尴尬了。2.我们一行订了四间房连住两晚，但有两间卫生间是堵塞的，希望能改进一下。', '短评打分': 5}
{'短评内容': '我们订的是河畔房，酒店依山傍水，感觉很不错，适合休闲和发呆，另外，中餐厅的东西也不贵。不过老公一直说我奢侈，说订河景房就很好了。有两个小缺憾，一是大堂是敞开式的，没有空调，有点热。还有就是我们去的那天泳池正在清理，说是第二天下午2：00以后才能使用，对于只住一晚的我们有了点小小遗憾，清理泳池需要从头天下午清理到第二天下行2：00吗？选个晚上时间足够吧？', '短评打分': 5}
{'短评内容': '忘了说了~走的时候我的洗漱用品有些忘到酒店了~给酒店电话后能及时给我快递到我制定的地方~这点很好~服务很周到~提出表扬~', '短评打分': 5}
{'短评内容': '度假放松的首选~我在那里入住了5天那个豪华套房~前三天房间的景色很好~后两天给我换了一个房的景色没有原来好了~服务态度不错~有问题能及时承认~早餐也不错~推荐那个米线~味道很好哦~但是24小时的餐饮服务送餐类别比较少~PS：严重不推荐洗衣服务，把我的一件衣服都洗变形了~虽然后来在交涉下做了赔偿，但是重新去买也麻烦啊~', '短评打分': 5}
{'短评内容': '没什么可评价的，这次入住要给多30%的钱，3500元只换一个不推荐的评价，酒店还赚多了，要是之前的评价可以修改，我就改过来了。', '短评打分': 1}
{'短评内容': '很好的度假地', '短评打分': 3}
{'短评内容': '挺舒服的，所以连住两晚，周围环境也很不错，下次有机会一定再住', '短评打分': 5}
{'短评内容': '环境很好，位置绝佳\n硬件条件一流\n唯一的是服务还需提高', '短评打分': 5}
{'短评内容': '房间大气，景色优美，典型的度假酒店。早餐品种稍少，味道还行。', '短评打分': 5}
{'短评内容': '我是第一次听说五星级酒店没有24小时空调，所谓阳朔最好的，1180每晚的酒店，空调开放时间是每天中午12点到次日凌晨3点，酒店为了省钱也不能省空调钱啊。如果有朋友想睡懒觉那必须能忍受没有空调的日子。每天睡到7点半以后就满头大汉，不得不起床。什么垃圾酒店，其他三星级酒店都有24小时空调。如果是180每晚还可以接受这样的条件。大家千万要注意啊。', '短评打分': 1}
{'短评内容': '风景无比独好的酒店，坐在阳台的凉席上，看着河景，喝着咖啡，读一本书，这种神仙般的日子可惜只有两天。\n晚上风景更加漂亮，酒店的大堂吧，精致的灯光加上醇香的美酒，听着周围自然的虫鸣，最大幸福！\n不过度假酒店的价格还是有点偏高，和国际连锁的五星级酒店比较起来还有待改善。\n特别提一下，酒店自助早餐餐厅也很棒，我们那天早上刚好下雨，在院子里看着滴滴答答的雨水吃早饭，其实也是一种享受。\n', '短评打分': 5}
{'短评内容': '非常舒适的酒店，要不是因为暴雨提早回家，真舍不得走。清晨起来，在阳台就能看到绿水青山，那种安详宁静的感觉是繁杂的城市给不了你的。下次还会再去。', '短评打分': 5}
{'短评内容': '非常棒的度假酒店，遇龙河的风景太漂亮了，住了三天都不想离开了，以后我想还会来的，太棒了', '短评打分': 5}
{'短评内容': '酒店很不错，风景很好，服务也不错，有免费班车去西街，还可以免费使用脚踏车，房间很干净，也很大，到阳朔推荐住这家酒店', '短评打分': 5}
{'短评内容': '风景好，环境美，酒店硬件不错，早餐品种齐，味道还好， 员工热情，只是服务水平达不到国际水准', '短评打分': 5}
{'短评内容': '环境不错，但价格太高！', '短评打分': 3}
{'短评内容': '風景一流，房間設施都很好，只是酒店來往西街的班車經常不守时，甚至要住客等那个司机。我在西街04:15就在等04:30的車，但是到04:40車还沒來，打电話問酒店，得到的回答竟是司机說他的表还沒到04:30!!!!!\n\n以五星級來說，風景五星，住宿五星，地点五星，酒店班車1星。', '短评打分': 5}
{'短评内容': '河畔渡假酒店是阳朔最好的酒店，遇龙河就从酒店边流过，既使不想走出酒店也是一道风景线，和男友牵手漫步河边，尽情享受这美如画的自然风光。桂林美、阳朔美、河畔渡假酒店更美！', '短评打分': 5}
{'短评内容': '已入住！', '短评打分': 3}
{'短评内容': '阳朔最美的酒店，就是服务还欠缺一点，希望改进', '短评打分': 5}
{'短评内容': '是阳朔最好的酒店，舒适，温馨，环境优美。虽然离西街远了点，但是 酒店提供了多次免费班车，还是弥补了缺欠。值得推荐！因为来阳朔就是来看山看水的嘛！', '短评打分': 5}
{'短评内容': '这次我们在河畔度假酒店住了3天，太满意了！酒店环境十分优美，舒适，员工都是微笑服务，很舒心。房间硕大，温馨。唯一的缺点是卫生间的座便器竟是无名品牌（我找不到它的trade mark),水箱五金件天天漏水,要反复摆弄把手才能制止。我想，不懂这个专业，不一定能搞定！这个问题可是上世纪70年代国家标准就严格规定杜绝的啊！五星级酒店用这种产品可是个大漏洞哦！建议酒店及时更换水箱内的五金件，否则，有损形象。', '短评打分': 5}
{'短评内容': '遇龙河畔，烟雨迷蒙，二胡、笛子，雅乐入耳，心旷神怡。环境一流，早餐可口，服务不错！推荐！', '短评打分': 5}
{'短评内容': '根本称不上5星。相当一般。首先所处位置交通极不方便，所有的景点还是要坐车到阳朔汽车站后再乘车前往。酒店的免费班车随时可能取消也不会提前告知。刚下过雨的晚上很冷很潮，空调维修两次仍然不出热风后被告知他们是环保酒店，建议低炭，着实无奈。而且房间还有蚊子很影响睡眠。酒店门口的景色也相当一般是遇龙河最后一个码头工农桥，河道很窄而且对岸就是农家饭的招牌还总有游客漂流经过没什么风景可言。服务根本不行最多3星。', '短评打分': 1}
{'短评内容': '就在大榕树附近，很有特色。每间都有景色。早餐超丰盛。', '短评打分': 5}
{'短评内容': '环境优美。。服务5星。。。本来酒店给了位置最好的一间。。只可惜这间空调不热。。晚上那个冷啊。。第二天换了间。。。总体说不错。。。大堂有点三亚喜来登的味道。。。', '短评打分': 5}
{'短评内容': '酒店分布太散,最重要的是楼层隔音太差,非常影响休息!', '短评打分': 1}
{'短评内容': '下次去，我还住！美就一个字！', '短评打分': 3}
{'短评内容': '阳朔最佳酒店，遇龙河畔，舒适、安静，推荐入住', '短评打分': 5}
{'短评内容': '酒店环境非常好，美中不足隔音比较差', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '非常满意!', '短评打分': 3}
{'短评内容': '酒店設施不錯, 房間的空間很大且格調很好, 美中不足的是, 地點較偏, 在淡季時很多設施不開放, 待酒店很寂寥, 還有早餐單點, 分量不足, 吃得不爽快, 但整體來說, 還是值得推薦的酒店.', '短评打分': 5}
{'短评内容': '非常美好的酒店，设施非常好，布置很有情调，也留下非常美好的回忆，早餐非常丰盛。不足的是晚间散客的餐饮服务人员不足，不能及时接待。', '短评打分': 5}
{'短评内容': '风景超好的酒店，在房间的窗外就是小漓江，好美。\n喜欢屋中间的大浴缸，舒服。', '短评打分': 5}
{'短评内容': '位置相当不错， 就在遇龙河边， 但离市区较远。 酒店设计有侗家特点，值得一住。', '短评打分': 5}
{'短评内容': '硬件不错，很安静，如果喜欢随时逛街、泡吧的不适合，骑车到西街要半小时以上，班车不多。服务能力还待提升，服务态度倒是很好。', '短评打分': 5}
{'短评内容': '很不错的酒店，风景优美。离西街的喧闹比较远。坐在河畔看漂流超级舒服。', '短评打分': 5}
{'短评内容': '酒店的硬件和环境一流，但客房和前台服务员的素质不行，我订了三间房住了3天，第一天有一间房没有送两瓶矿泉水，我们也没再要回。\n第二天我的朋友叫了洗衣服务，服务员送衣服时给了现金，结帐时竟然在帐单上重复收取费用，我朋友提醒了才知道，跟前台反映，查了30分钟还没查清（最后退回重复收的钱）。\n因为我们订了3间房，最后一天晚上我们从一间房搬了一张阳台的椅子到另一间房斗地主（因有一间房的阳台没放椅子），第二天', '短评打分': 1}
{'短评内容': '非常好,任何需要的旅游产品在酒店就可以解决,价格上稍微贵一点,但可以省不少心.还有班车接送,非常方便.最主要的是这里的环境一流,房间设施好,地理位置好,服务好.唯一遗憾就是有太多广东客人,无论是用餐还是休憩都觉得很吵,不知道他们为什么爱用那么大声音讲话.不过这是酒店没有办法管理的,呵呵.', '短评打分': 5}
{'短评内容': '真正的依山伴水的度假酒店！按景色来说，无论周围景色还是酒店内部景色，都很有特色，是我住过的度假酒店中最有特色的。酒店建筑很有特色，一步一景，移步怡景，令人赏心悦目。酒店位置也很不错，去大榕树、月亮山、蝴蝶泉等信步可达，去朝阳码头遇龙河漂流汽车、徒步都很方便，山水之间，很是享受。酒店房间设施很好，永平高档，很喜欢窗外的榻榻米，很舒服，月光、灯光、音乐、流水，非常惬意。河畔酒店，让我难忘，我喜欢这里！', '短评打分': 5}
{'短评内容': '住的河畔大床房，在阳朔，应该算是最好的酒店了，还行\n就是没有照片上看起来那么大，那么整洁', '短评打分': 5}
{'短评内容': '超爱这个酒店的一切，服务好到爆。房间干净，大气，喜欢阳台上的发呆床~就是蚊虫有点多！', '短评打分': 5}
{'短评内容': '庭院很大，遇龙河漂流酒店就有一个站，上下都很方便。酒店的房间都对河，游泳池与三亚的五星酒店可以媲美。唯一不好的就是长廊太长，每次进出都费力。管理还不到位，酒店内部的沟通欠缺。居然餐厅被公司年会包了也不知道，由于地理位置很偏僻，所以让客人为了解决吃饭问题上下餐厅前台之间不知道折腾了多少回。希望出行班车多点班次，多点餐厅，管理像5星酒店，这样下次还会入住', '短评打分': 5}
{'短评内容': '总的评价是五星，非常值得一住。我和我老婆是10月2日下午入住的河景双人房，一直住到10月5日。本来没有指望能在国庆期间享受到什么好服务，毕竟人太多，而且以前酒店服务的评价都不高。完全是冲着酒店的位置和风景去的。结果却令我们非常的惊喜和意外。除了班车因为假期道路拥堵有点慢之外，酒店服务的各方面都非常令我满意。尤其是非常感谢餐饮部，里面的服务员都非常友善，竭尽所能地为顾客服务。到酒店的第一天，我们希望', '短评打分': 5}
{'短评内容': '环境一流，最满意是酒店里面的旅游部，景点订票服务很周到。', '短评打分': 5}
{'短评内容': '值得一去的酒店，单在酒店住几天不用出去都是一处景点了。', '短评打分': 5}
{'短评内容': '很好..下次来还会住这.风景很美...很安静很舒服', '短评打分': 3}
{'短评内容': '每次来到阳朔一定入住河畔酒店!感觉非常好!', '短评打分': 5}
{'短评内容': '环境优美,但服务仍待改进。班车太小,前台服务没有真诚笑容。有些皇帝女儿不愁嫁感觉。希望加强培训。', '短评打分': 5}
{'短评内容': '算的上是国内有意思的酒店，看着外面在咫尺的遇龙河是种享受。', '短评打分': 3}
{'短评内容': '环境优美，酒店位于阳朔遇龙河十里画廊的北岸，身处酒店任意一处，抬眼望去美景尽收眼底，而我们所处的酒店其实亦是阳朔的一景，惬意自不必说！服务员态度不错，无论是餐厅里还是走廊上，总能听到服务员主动向客人问好，虽然是基本的服务之道，但在越来越多店大欺客的酒店里，这些细节已很罕见了；也有不足，我们入住的这个十一假期，据说是阳朔近年来“遭遇”的最火黄金周，这家酒店也是爆满，于是酒店的客房打扫基本就是对付了事', '短评打分': 3}
{'短评内容': ' 酒店所处的位置非常好，面朝遇龙河，背朝连绵起伏的山脉。景色怡人。下次来阳朔，还会选择这家酒店。', '短评打分': 5}
{'短评内容': '+硬件条件一流，管理混乱，入住和结帐均遇到不可思议的问题，影响休假的心情。希望以后加强培训。', '短评打分': 5}
{'短评内容': '酒店不错环境超好，依山傍水，服务也不错', '短评打分': 3}
{'短评内容': '補充：標準間的浴室玻璃窗上掛的竹簾有點透，晚上浴室一開燈，裡面的情況就被房間里的人一目了然，有點尷尬，建議竹簾上加塊布或者紗什麼的，只要不透就行，畢竟住標準間的應該不都是情侶之類的吧？！', '短评打分': 3}
{'短评内容': '位於遇龍河畔，但房內看不見太多景色，都被樹擋住了。\n入住感受和其他網友的一樣，設施達五星，服務還需努力。想必酒店老闆不是一般人，若能多派些優秀的人材帶新人，應該提高更快，因為外賓實在很多。', '短评打分': 5}
{'短评内容': '+酒店不错环境超好，依山傍水，服务也不错', '短评打分': 5}
{'短评内容': '很不错的酒店,值得一住', '短评打分': 5}
{'短评内容': '河畔酒店给悠闲的假期增添了美好的记忆，酒店位置好，装修好，服务也好．下次去阳朔一定再来河畔．', '短评打分': 5}
{'短评内容': '第一次住了这家酒店．感觉非常丰富．和好．下次我还会选择住的', '短评打分': 5}
{'短评内容': '楼宇之间应该设置电瓶车，标准间感觉一般。', '短评打分': 5}
{'短评内容': '应该是阳朔最好的一家酒店了 位于美丽的遇龙河边是家典型的度假酒店 占地面积不小 景观布置非常不错靠近工农桥 是漂流的终点 酒店设有私家码头 漂流结束可以直接从码头上岸房间挺大也很新 阳台上还有张大床 可以躺着喝点小酒 非常喜欢 下次去还会入住', '短评打分': 3}
{'短评内容': 'O(∩_∩)O~，原来是自己看错了，自己确实给河畔的评价是全满分~~~再赞一个~~~~\\(≧▽≦)/~下次去阳朔还是住那里！！！', '短评打分': 3}
{'短评内容': '(⊙o⊙)…是不是操作错误啊，我给河畔打分是全满分啊~~', '短评打分': 3}
{'短评内容': '酒店位置偏了一点，出入不方便，虽然有班车但不多，出行不方便；设施不错，在遇龙河畔；服务一般，还没达到五星级水平', '短评打分': 5}
{'短评内容': '这是桂林最好的酒店，环境非常好，服务也很好，可以寄酒店免费的单车是附近的酒店玩，也可以坐酒店免费的车去西街，很方便，下次也会再去！', '短评打分': 5}
