{'短评内容': '早餐很丰盛', '短评打分': 5}
{'短评内容': '替客人订的豪华阁，反映不错，设施服务都比较满意。', '短评打分': 5}
{'短评内容': '夜景很美，江船来来往往的很热闹，物有所值。', '短评打分': 5}
{'短评内容': '老牌五星酒店。江景不错。最值得推荐的真是是早餐了。', '短评打分': 5}
{'短评内容': '会推荐给朋友的酒店。外出只要有一定住的酒店', '短评打分': 5}
{'短评内容': '非常喜欢的酒店，但是价格高了点。江景房不错\n', '短评打分': 5}
{'短评内容': '每次来必住的酒店，景色好，地段佳，交通方便。', '短评打分': 5}
{'短评内容': '可以', '短评打分': 3}
{'短评内容': '这个酒店很不错，大玻璃窗外就是外滩，景致没得说。      ', '短评打分': 5}
{'短评内容': '价钱当然很高，但对应的各项服务都不错，有机会还会入住的。', '短评打分': 5}
{'短评内容': '。不错，住的是30层的豪华阁，房间很大，超大落地玻璃，整个黄浦江尽收眼底。价格3000千多元。', '短评打分': 3}
{'短评内容': '酒店很干净，服务很好，还会再来如住的。', '短评打分': 3}
{'短评内容': '酒店地理环境优越，交通方便，设施，服务等还是比较好的。\n下次还来这家酒店。', '短评打分': 5}
{'短评内容': '舒适大方，豪华气派，就是生意好前台忙不来，多增加人手。', '短评打分': 5}
{'短评内容': '非常棒的酒店，能看到外滩的江景，美的让你陶醉，浪漫的夜晚，好幸福！', '短评打分': 5}
{'短评内容': '感觉很棒！景观服务设施全ok……很喜欢', '短评打分': 3}
{'短评内容': '预订了房间很方便，房间也比较大，干净，整洁，夜景也不错，超值的享受。', '短评打分': 3}
{'短评内容': '性价比非常高的酒店。黄浦江边最佳的5星级酒店之一，入住该酒店，真的有回家的感觉，特别是本次入住的全江景房，站在窗边，一览浦江夜景，美不胜收。下次一定再下榻该酒店，也竭力推荐好友入住。但是建议对于老客户，应该给予一定的优惠哦。', '短评打分': 5}
{'短评内容': '地理位置和环境设施都无可挑剔，尤其是从房间可以看到江上的游船，夜景很美。', '短评打分': 5}
{'短评内容': '就看VIEW一流，名牌酒店，设施，环境，服务都不错，交通地理位置方便。', '短评打分': 5}
{'短评内容': '老牌酒店，设施，环境，服务都不错，交通地理位置方便。', '短评打分': 5}
{'短评内容': '是一家很不错的酒店，将是我去上海的首选。', '短评打分': 5}
{'短评内容': '酒店客房的浦江景色绝对一览眼下，此外，酒店的早餐特别丰富，真的很值。若仅仅为了早餐也值得再入驻该1酒店。', '短评打分': 5}
{'短评内容': '房间好，早餐丰富，地段好，就是价格有点贵了，有能力的话，下次还选择！', '短评打分': 5}
{'短评内容': '在房间看黄浦江的夜景是一大享受，超美！！！！！！！！！！帆', '短评打分': 5}
{'短评内容': '房间面积很大，服务态度很好，早餐不错，交通也很方便，不错，价格不低哟...', '短评打分': 5}
{'短评内容': '地址位置方便，交通也很方便，环境，设施，服务都很好。', '短评打分': 5}
{'短评内容': '住了很多次了，外面环境很好，硬件软件均一流。服务也很好。', '短评打分': 5}
{'短评内容': '住了很多次了，外面环境很好，硬件软件均一流。', '短评打分': 5}
{'短评内容': '非常 不错  毕竟一分价格 一分货嘛   没的说 下次还得住这', '短评打分': 5}
{'短评内容': '入住后感觉良好，物超所值。服务优良，环境优美。下次去上海还入住该酒店。', '短评打分': 5}
{'短评内容': '酒店的位置、环境和服务都非常地好！不知道是不是因为是游泳锦标赛期间，进入酒店是要经过安检的，让人感觉很安全！除了价格有点贵之外，其他的都不错！值得推荐！', '短评打分': 5}
{'短评内容': '这么知名的五星级酒店,价格如此昂贵,但是里面设施简单陈旧,被单竟然没有熨展,皱巴巴的,不如外地三星级酒店.当然,服务态度没话说,周边环境很好.', '短评打分': 1}
{'短评内容': '地理位置 交通便利  房间也很舒适   毕竟是几颗星星挂在那的   哈哈 ', '短评打分': 5}
{'短评内容': '第二次帮客户订此酒店了，一直都非常满意，这次住的房间窗外夜景特别好，客人很满意', '短评打分': 5}
{'短评内容': '周围环境很好，如果是江景房的话还能看到整片的江景，很美。设施也很好，不过前台入住办理手续有点慢 \n', '短评打分': 5}
{'短评内容': '服务态度很好，设施很齐全，但就是价格相对而言偏贵！', '短评打分': 5}
{'短评内容': '喜欢住在香格里拉的感觉，欣赏着醉美的上海夜景，，早餐更是花样繁多，赞一个！', '短评打分': 5}
{'短评内容': '入住1658房间。原来定的1305房间空间格局也太小了。价格偏高！', '短评打分': 3}
{'短评内容': '酒店没的说   帮朋友订的  非常好    都住过好几次了', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '周围环境很好，如果是江景房的话还能看到整片的江景，很美。设施也很好，不过前台入住办理手续有点慢 \n', '短评打分': 5}
{'短评内容': '周围环境很好，如果是江景房的话还能看到整片的江景，设施也很好，不过前台入住办理手续有点慢', '短评打分': 5}
{'短评内容': '订了浦江楼，给的26楼江景房，太美了，房间也很舒服，还每日赠送555元餐饮费。1888的房费，在这个位置性价比很高了！就是退房时，前台小姐说最后一天的早餐不能用这个555元，有点怪。经交涉，还是给了，小小的遗憾。', '短评打分': 5}
{'短评内容': '非常好的酒店，最好的jiudian。。。。。。。。\n\n', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '香格里拉向来以服务著称，每一次都能感受到随时随地的服务，非常好', '短评打分': 5}
{'短评内容': '就是价格高了点，哈哈。。。。。。。。。。。', '短评打分': 5}
{'短评内容': 'ffffffffdfd\n非常好的酒店，没次都住好好好好好\n', '短评打分': 5}
{'短评内容': '不错的酒店，干净舒适，就是房间设施有点旧。', '短评打分': 5}
{'短评内容': '佳能的展会结束了，感觉好了很多，这次一共住了5晚，总体感觉还是很不错的。怡咖啡和翡翠36餐厅的服务很不错，对我们的特殊要求都能很好满足，食物也很好吃。', '短评打分': 5}
{'短评内容': '很不错的5星级酒店，只是这次正好赶上佳能的展会，人很多，感觉有点闹，服务方面还是比较令人满意的，就是淋浴的水有点小。', '短评打分': 5}
{'短评内容': '酒店很好很舒适服务人员也很专业,在这个地段的话价格要是再优惠一些就更好了. \n', '短评打分': 5}
{'短评内容': '香格里拉，一直都很好。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '真是超值，非常棒，景色也非常好，自助餐好', '短评打分': 5}
{'短评内容': '一直订这家酒店的房间，，真的不错。。。地段也好出行方便', '短评打分': 5}
{'短评内容': '酒店无论地理位置，还是餐饮，服务，都不错，值得推荐。很喜欢这里的早餐，丰富而且很美味，尤其是面包和糕点，很好吃的哦。。', '短评打分': 5}
{'短评内容': '牛气，实在牛，店大欺客！！！！！！！！！！', '短评打分': 5}
{'短评内容': '价格高！价格高！价格高！价格高！价格高！', '短评打分': 1}
{'短评内容': '酒店地理位置很好，客房服务员热情周到，感觉很好！价格同样不菲！', '短评打分': 5}
{'短评内容': '酒店地理位置很好，客房服务员热情周到，感觉很好！ ', '短评打分': 5}
{'短评内容': '价格高了点，服务和硬件都不错,酒店地理位置很好.', '短评打分': 5}
{'短评内容': '好几次帮客户订的都是香格里拉，真的很不错，，，', '短评打分': 5}
{'短评内容': '这次住的新楼，设施服务没话说，风景无敌，非常舒适。', '短评打分': 5}
{'短评内容': '挺好！', '短评打分': 3}
{'短评内容': '酒店很好，非常满意', '短评打分': 3}
{'短评内容': '房间不错！', '短评打分': 3}
{'短评内容': '江景很好，对面的汇金中心购物餐饮都方便，不过上海的物价，呵呵', '短评打分': 5}
{'短评内容': '酒店总的来说不错，但是价格、、、上海的酒店真的很贵哦、、、', '短评打分': 5}
{'短评内容': '酒店江景不错，对面汇金餐饮购物都非常方便，总的来说还可以', '短评打分': 5}
{'短评内容': '五星级酒店，设施没的说，环境一流，服务一流。', '短评打分': 5}
{'短评内容': '不错的了，江景无敌，下次订房一定要选高区靠江的。', '短评打分': 5}
{'短评内容': '品牌没的说，设施一流，靠近黄浦江，就是有点小贵。', '短评打分': 5}
{'短评内容': '各方面都很满意，特别是服务很到位很细心，如果能够接受房价 建议在上海选这个酒店最好了，周围景色非常漂亮，特别适合高级商务人士入住', '短评打分': 5}
{'短评内容': '2位不同的客人同时要求入住该酒店，，可见还是挺受欢迎的', '短评打分': 5}
{'短评内容': '对于香格里拉的品牌一直是毫无疑问的。。。所以多次预定这家酒店..环境和服务都很不错', '短评打分': 5}
{'短评内容': '毕竟是香格里拉，没的说！订房时一定要订高区，不然无敌江景就会打折扣。', '短评打分': 5}
{'短评内容': '非常好价格也高', '短评打分': 3}
{'短评内容': '新楼设施不错，就是江景房的江景视野不够，看起来还是很局促的。', '短评打分': 5}
{'短评内容': '设施虽然无法让人感觉到五星的标准，但是服务是超五星的标准，迎宾、门僮也超漂亮。', '短评打分': 5}
{'短评内容': '上海浦东香格里拉酒店窗外看的到黄浦江和东方明珠，位置很好\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '上海浦东香格里拉酒店窗外看的到黄浦江和东方明珠，位置很好。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '好！', '短评打分': 3}
{'短评内容': ' 窗外看的到黄浦江和东方明珠，很棒。室内装潢大气奢华', '短评打分': 3}
{'短评内容': '酒店位置特别好,江景房大大的落地窗,对面的外滩景致尽收眼底.29层的早餐品种不多,但服务很好.我们是周末入住的,满房.中餐除了日本餐厅全班订满,太火暴了.', '短评打分': 5}
{'短评内容': '紫金楼是新楼，相比老楼（浦江楼）设施提升了不少且房间内的细节处理很贴心（如：配置了望远镜）。\r\n景观房要的就是一览浦江美景，但是新老2幢楼相距较近（老楼高度也不低），所以在20楼景观房内看浦江美景，左右及上下的视角较狭小，这点非常遗憾。', '短评打分': 5}
{'短评内容': '香格里拉的服务名至实归！', '短评打分': 5}
{'短评内容': '酒店条件很棒，服务很好，我很满意。', '短评打分': 5}
{'短评内容': '景观好服务优', '短评打分': 5}
{'短评内容': '房间很大，卫生不错，新装的这边要好一些，早餐不错。', '短评打分': 5}
{'短评内容': '香格里拉新楼--紫金楼 行政小套房 望黄浦江景 一大落地窗~~~ \r\n酒店送个加床 感谢！服务非常好，员工非常有善，房间设施没的说，酒店据说有900房间，管理的这么好，很不容易！\r\n', '短评打分': 5}
{'短评内容': '还不错  保持着香格里拉应有的水准    会继续支持的', '短评打分': 5}
{'短评内容': '酒店服务不错，环境很快，满意！', '短评打分': 5}
{'短评内容': '很好的酒店，位置不用说，出门就是正大广场、东方明珠和海洋馆，服务更是非常到位，贵宾廊的免费点心和饮料做得很地道，那天吃完我们都不想再吃晚饭，呵呵', '短评打分': 5}
{'短评内容': '酒店的设施稍微有点旧了，不过服务非常好，位置交通很方便，就是价格稍微有点偏高.', '短评打分': 5}
{'短评内容': '酒店性价比很好', '短评打分': 5}
{'短评内容': '服务很好，酒店大堂都是美女服务员，价格不算很高，可以看到浦江夜景', '短评打分': 5}
{'短评内容': '还不错，就是价格偏高', '短评打分': 5}
{'短评内容': '很好！很愿意将此酒店推荐给我的朋友。', '短评打分': 5}
{'短评内容': '环境不错，服务很好', '短评打分': 3}
{'短评内容': '感觉不错哦', '短评打分': 5}
{'短评内容': '不多说什么了', '短评打分': 5}
{'短评内容': '酒店确实不错，就是价格不便宜', '短评打分': 5}
{'短评内容': '上海很好的酒店，朋友都喜欢住这里。', '短评打分': 5}
{'短评内容': '房间小，早餐很好', '短评打分': 3}
{'短评内容': '位置很好，但是浦江楼的房间太小觉得很局促，2000多元的价格性价比太低了，而且酒店人流太多，好像卖场；印象深刻的是早餐很棒，服务员笑容非常好', '短评打分': 1}
{'短评内容': '很舒适，服务也很到位，极力推荐', '短评打分': 5}
{'短评内容': '酒店早餐品种超级多，有点吃不过来的感觉。新楼房间要比旧楼好', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 3}
{'短评内容': '很好的酒店,但晚上的时候没有租车服务,我们的客人和我们一起打的车,让我们很没面子.', '短评打分': 5}
{'短评内容': '酒店的帐单可以减少一些，或者纸张用便宜一点的', '短评打分': 5}
{'短评内容': '酒店的设施稍微有点旧了，不过服务非常好，位置交通很方便，就是价格稍微有点偏高，商务出行不错的。', '短评打分': 3}
{'短评内容': '位置是没得说，旁边就是正大、东方明珠，即便不是江景房，房间景色还是不错的，性价比在上海来说很高了', '短评打分': 5}
{'短评内容': '非常不错，打车不好打', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施都比较不错，卫生服务也很好，价格合理适中。出行交通也很方便，整体来讲算是比较不错的酒店，值得推荐入住。', '短评打分': 3}
{'短评内容': '名不虚传。', '短评打分': 5}
{'短评内容': '位置好，服务好，整体来说还是一家值得推荐的酒店', '短评打分': 5}
{'短评内容': '酒店位置很好，餐饮和服务也很好，商务中心收费有些高。', '短评打分': 3}
{'短评内容': '位置很好，卫生条件也不错，就是性价比一般。', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '陆家嘴中心高档地方', '短评打分': 5}
{'短评内容': '感觉比上海花园之类的要贵些 性价比不是特别高', '短评打分': 5}
{'短评内容': 'good', '短评打分': 5}
{'短评内容': '这家酒店服务卫生方面还是很专业的，设施条件也还不错的，挺齐全的。周边环境也不错的，整体感觉价格还是蛮合适的。', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施都比较不错，位置出行交通方便，卫生服务都非常好，有五星级酒店的标准，房间的舒适度也很好。价格当然能便宜更好了。整体来讲应该是比较豪华级的酒店了。可以推荐入住的酒店。', '短评打分': 5}
{'短评内容': '该酒店设施适应商旅。', '短评打分': 5}
{'短评内容': '酒店的位置环境都非常好，但是给我安排的房间非常不好，根本看不到黄浦江只能看见一座大厦.', '短评打分': 5}
{'短评内容': '酒店很好很舒适服务人员也很专业,在这个地段的话价格要是再优惠一些就更好了.', '短评打分': 5}
{'短评内容': '早餐自助餐是上海最好的，服务顶级。性价比不是特别高。纯粹品牌。追求奢华的朋友可以试试', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '我在这住过几次但今天是第一次发表意见，该酒店名不虚传，环境和服务都是一流的。在外滩房看外滩的夜景再冲一杯咖啡，感觉好极了，卫生间的面积也挺大，洗澡的时候还可以听音乐，唯一不足的地方就是价格太贵，经济允许的朋友可以来感觉一下！', '短评打分': 3}
{'短评内容': '請教那位朋友,怎樣可拿到RMB800元一晚的房價?', '短评打分': 3}
{'短评内容': '最便宜的房间都要800元,太吓人啦!!!!!!!!!&lt;br /&gt;\n服务很好啊!!&lt;br /&gt;\n环境特好!!!!!&lt;br /&gt;\n设施都OK!!!!&lt;br /&gt;\n不错不错............................', '短评打分': 3}
{'短评内容': '这里什么都好，就是价格太贵。豪华外滩房的景观令人感叹！', '短评打分': 3}
{'短评内容': '服务是我住过的酒店中最好的一家，环境不错，房间很舒适，就是价格有点高。', '短评打分': 3}
{'短评内容': '&lt;br /&gt;\n&lt;br /&gt;\n除了價格不滿意，其他都很好！', '短评打分': 3}
{'短评内容': '99年住过几晚，现在价格这麽高？！不值！', '短评打分': 3}
{'短评内容': '说实话，住在这真得很舒服。大堂虽然不大，但是很气派，大堂吧晚上还有现场演唱，一直到很晚，叫上一杯饮料，听听音乐，和朋友聊聊天，很享受呀。或者回到房间拉开窗帘欣赏外滩璀璨的灯火，安静但很写意。只是房间里的沙发有些旧，该清洗了。', '短评打分': 3}
{'短评内容': '酒店保安素质极低，不热情，冷漠一问三不知、好像他们是主人，不知道他们保安是临时工还是酒店欠他们工资。', '短评打分': 3}
{'短评内容': '和全国各地的香格里拉一样，是懒汉选择酒店的最佳去处', '短评打分': 3}
{'短评内容': '请问690多元的房子能看见浦江风景吗?', '短评打分': 3}
{'短评内容': '我觉得贵酒店应该建一座99层的摩天大厦,&lt;br /&gt;\n这样才能显示出香格里拉在全球的气派!', '短评打分': 3}
{'短评内容': '很好,无论从硬件设施,服务等各个方面叫我比较满意.尤其是地理位置很好,房间可以看见外滩,晚上美极了以后再来上海我还会住这里!', '短评打分': 3}
{'短评内容': '我觉得对这样的酒店应该有更具体的介绍，那样会让客人更放心。', '短评打分': 3}
{'短评内容': '不错,我住25楼尽管看不到正面的浦江,可是洗澡除了独立浴缸和冲淋外,还有古典音乐可以听', '短评打分': 3}
{'短评内容': '&lt;br /&gt;\n 您，就是我们的上帝。&lt;br /&gt;\n有快件，找君悦！&lt;br /&gt;\n&lt;br /&gt;\n021-58828760&lt;br /&gt;\n&lt;br /&gt;\n http://www.jy-express.com/&lt;br /&gt;\n', '短评打分': 3}
{'短评内容': '我自己打电话到酒店预定部的价格比ELONG的还便宜！豪华阁客房报价1920，真是有意思。', '短评打分': 3}
{'短评内容': '刚入住是个双人床的房，&lt;br /&gt;\n可看见黄埔江。&lt;br /&gt;\n后来想换个大床的，&lt;br /&gt;\n前台人员开始推三推四，&lt;br /&gt;\n满口不耐烦，&lt;br /&gt;\n还告诉我说有大床的那个看不到江，&lt;br /&gt;\n景不好等。&lt;br /&gt;\n我坚持要换了，&lt;br /&gt;\n发现床很大很舒服，&lt;br /&gt;\n房间', '短评打分': 3}
{'短评内容': '的确不错！是我感觉最好的酒店。临江的那一面风光美不胜收。。。。。。', '短评打分': 3}
{'短评内容': '住面江的那一面的房间，不要太美哦，白天整个浦西的景貌都尽收眼底，夜晚的黄浦江夜景从住的地方看去真的是漂亮啊~~', '短评打分': 3}
{'短评内容': '世外桃源。一定要选靠黄浦江边的房间！早上在落地窗前早餐真是心旷神怡。总之你荷包的付出与心灵的收获相比，值！', '短评打分': 3}
