{'descr': '酒店干净，交通方便', 'star': 5}
{'descr': '服务还不错，态度好很好！房间也委干净，设备很齐全以后还会选择它。', 'star': 5}
{'descr': '两年前来还是很好的，现在看看，1是设施略为陈旧了，花洒都不好用了，2是楼下的道路是想割过的石板路一样，车来车往速度很快，轮胎和地面摩擦的声音很大，就算是住在8楼上晚上睡觉睡不好', 'star': 1}
{'descr': '顶好的，干净舒适！', 'star': 3}
{'descr': '比同价格的连锁酒店好些，房间比较大，还算安静，周围有个大超市，就是附近吃饭的地方太少。', 'star': 5}
{'descr': '房间很新 很整洁。早餐每位18元 很丰盛。位于松江新城附近，离大学城和地铁站较近。但附近没有饭店及购物超市，稍微不便。但总体很好', 'star': 5}
{'descr': '房间很大很干净，就是临路边有点吵，服务业很好，只是全用的纸杯不舒服浴帽一次性剃须刀也没有不是很方便', 'star': 5}
{'descr': '房间比想象中大，也挺干净的～两张床一样大就好了～', 'star': 3}
{'descr': '整体还是不错的，就是有的房间比较吵闹，可能是靠近学校和路边，挑房间的时候要询问好前台，找个安静的房间。', 'star': 5}
{'descr': '还可以啊，套房很划算。可惜离地铁站不算近，虽然打的不用调表，可是不打的士绝对走死人', 'star': 5}
{'descr': '交通方便，房间整洁，但是淋浴那个花洒很不舒服', 'star': 5}
{'descr': '景色不错 环境很好有吃的地方  空间很大 ！！！', 'star': 5}
{'descr': '房间整洁，干净，服务还可以，发生点小插曲，不过很快解决了', 'star': 5}
{'descr': '家庭二大一小，床一大一小，比较人性化。，周边有地铁口打的起步价即到，方便。', 'star': 5}
{'descr': '入住第二天，各方面都很满意，下次来还会继续住…早餐很丰盛。', 'star': 3}
{'descr': '酒店前台服务态度很好，房间很干净也比较大，桌子办公很舒服，有台灯，不过网速较慢', 'star': 5}
{'descr': '去欢乐谷挺方便的，房间不错干净也满大的。以后再去欢乐谷还会再住~', 'star': 5}
{'descr': '很不错的酒店，简单干净整洁，如同在家的感觉．', 'star': 5}
{'descr': '酒店的管理非常专业，在同类型的连锁酒店中应该是名列前茅的。\n希望把用餐这一项在做的丰富、灵活一点，加大营销。', 'star': 5}
{'descr': '没有广告中的好，有点忽悠人吧。房内的床上用品并非为正牌的安睡宝系列，床好软，睡得我是腰酸背疼。房间面积不错，环境干净明亮整洁。性价比还行吧。以后应该不会去住了。', 'star': 1}
{'descr': '每次去松江都住锦江之星大学城店,环境好,房间也干净,以后还会入住。', 'star': 3}
{'descr': '房间很大很舒服。而且很干净。服务人员的态度也很好。', 'star': 5}
{'descr': '房间挺干净的', 'star': 3}
{'descr': '酒店的硬件条件很好，位置很便捷！服务很热情', 'star': 5}
{'descr': '酒店干净,安静,早餐也较丰盛,以后而舍入住。', 'star': 3}
{'descr': '房间很大，干净舒适。周边环境很好、安静。缺点是吃饭不方便，只有套餐。不过以后还会去住的。', 'star': 5}
{'descr': '相对比较干净，环境也可以。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '锦江之星一贯的好服务，不错，下次还住。。。。。。。。。', 'star': 5}
{'descr': '手机在房间丢的，不怎么付责任的宾馆，服务员还不够诚实', 'star': 3}
{'descr': '房间整洁，干净，性价比高。', 'star': 3}
{'descr': '还可以的宾馆', 'star': 3}
{'descr': '房间面积很大·环境干净明亮。简洁。性价比挺高的·~一个大床一个小床。本来以为很小的，两个人住绰绰有余，很好·下次去的话还会选择这家店，规模也挺大的·不是那种小店。出去不远就有公交站牌~', 'star': 5}
{'descr': '酒店的硬件、软件、环境都不错，我到上海优选锦江旗下的酒店', 'star': 5}
{'descr': '早餐不错，环境很优雅。价格很合理，我很喜欢。下次去欢乐谷玩应该还会住那。', 'star': 5}
{'descr': '淋浴水龙头水太小 早餐没有豆浆 晚餐品种少 住宿环境还可以 周围吃饭的地方不多', 'star': 5}
{'descr': '不错的酒店，性价比很好，服务态度也不错，值得推荐', 'star': 5}
{'descr': '不错)房间很大', 'star': 3}
{'descr': '感觉不错，房间洁净，床很舒服，赞一下。', 'star': 3}
{'descr': '比附近的维也纳国际酒店差太多，价格差不多，还没早餐', 'star': 1}
{'descr': '还不错，餐厅的味道也还行就是选择少了点，房间还是比较大，不错。', 'star': 5}
{'descr': '性价比很高 房间很大 浴室蓬头很好 就是交通餐饮不便', 'star': 5}
{'descr': '就是感觉有点偏僻，不过离松江火车站很近。步行10多分钟有个比较大的超市。房间设置还好，房间也比较宽敞。入住这家酒店就是吃饭没有什么选择，只能在酒店的餐厅吃。', 'star': 5}
{'descr': '房间不错，很宽敞，挺干净的，离地铁也挺近的', 'star': 5}
{'descr': ' 第二次，这价钱对得起这房间。', 'star': 3}
{'descr': '很干净，设施比较新，管理不错，值得推荐，好好好', 'star': 5}
{'descr': '还不错.床蛮舒服...就是淋浴头太细了..打在身上好痛啊...还有就是在那种地段有点贵...', 'star': 1}
{'descr': '平时出差四五星的住惯了， 这次自费感觉和五百多的还是没得比的，但是这种价位，这种酒店是首选', 'star': 5}
{'descr': '房间很宽敞，装修简洁，床也很宽，但隔音不够好', 'star': 5}
{'descr': '一如既往的干净,但卫生间的淋浴花洒很不好用,周边吃饭不是很方便,较冷清', 'star': 5}
{'descr': '早餐不错,房间一般,进了卫生间感觉像是普通的招待所.', 'star': 5}
{'descr': '常住的酒店品牌,还是像批平常的一样熟悉.只是续住时房间没有被整理过感觉很不爽.', 'star': 5}
{'descr': '内容', 'star': 3}
{'descr': ' 性价比蛮高得，服务是同等价位无法比拟的。', 'star': 3}
{'descr': '房间环境差，和几十块的房间没啥区别', 'star': 3}
{'descr': '总体房间还不错，简单，但还舒适，但电视机坏的离谱，然后连牙膏的都硬的，挤部出来的\n我觉得，服务还可以，所以我会向朋友推荐', 'star': 5}
{'descr': '酒店的安全措施较好，房间也不错，离地铁站也近，推荐', 'star': 5}
{'descr': '服务态度一般 临街很吵 床很大 房间也很大', 'star': 5}
{'descr': '麻雀虽小，五脏俱全~前台人员也很随和，态度好~', 'star': 5}
{'descr': '环境不错,隔音效果挺好,前台服务态度令人满意,性价比高.', 'star': 5}
{'descr': '很好的，房间很大，设施新，价格合理，安全措施也不错。', 'star': 5}
{'descr': '和我付的价格不符 窗外景色空无一物 第一次给我的房卡还给错了 ', 'star': 1}
{'descr': '环境不错, 设施不错, 位置不错. 性价比很高!', 'star': 5}
{'descr': '房间干净,政体安静.入住处比较方便.大家可以选择.', 'star': 5}
{'descr': 'good..it is a good hotel,in my opinion.', 'star': 5}
{'descr': '感觉不错 价格适当。住的无烟层。很干净。', 'star': 5}
{'descr': '还可以，就是没早餐，商务房没有免费早餐的很少，建议酒店增加此项。', 'star': 5}
{'descr': '配置服务都很好，就是靠路边的房间有点吵，晚上有点难过', 'star': 5}
{'descr': '房间非常好,是我住过的同类型的经济酒店最大的.好!', 'star': 5}
{'descr': '还蛮干净的，就是停车无人管，不是很好！床分大小床，比较适合一家三口，还有一个小写字台！', 'star': 5}
{'descr': '价格合适，舒适，设施很全很行。也很安静\n                                                                    。                                    。', 'star': 5}
{'descr': '不错，电梯管理太不方便，带小孩没法每个楼层跑', 'star': 5}
{'descr': '还行的。离大学城比较近。就是公交不太方便。要打车。', 'star': 5}
{'descr': '房间很干净，一大一小两张床。\n离地铁站还是有点远的', 'star': 5}
{'descr': '不错蛮好的', 'star': 3}
{'descr': '很好的店 硬件不错 很干净.推荐，下次还会再去。。', 'star': 5}
{'descr': '入住服务员态度很好，速度很快。\n商务大床房设施很新，也很宽敞，不但有床，还有写字台和沙发。\n很开心！', 'star': 5}
{'descr': '11111111111111111111111111111111111111111111111111111111111111111', 'star': 5}
{'descr': 'good,good,good,good,', 'star': 5}
{'descr': '好.....好.....好.....好.....女子', 'star': 5}
{'descr': '房了比较新,而且也比较好住,高速下来也好走', 'star': 5}
{'descr': '房间很干净…同时所有服务人员都很热情…', 'star': 3}
{'descr': ' 干净，舒适。就是没早餐。', 'star': 5}
{'descr': ',定了五间房,有一间马桶漏水,响了一夜', 'star': 5}
{'descr': '很好的酒店 性价比很高 在世博期间算不错了', 'star': 5}
{'descr': '一张大床，一张小床\r\n离地铁还是有点远\r\n不过，公交车很方便', 'star': 5}
{'descr': '很好，就是龙萃也不能享受会员价格和待遇，比较遗憾', 'star': 3}
{'descr': '+住了顶楼，雨后尤其清爽，房间很大很干净', 'star': 5}
{'descr': '退房时间落伍，12点前，很不方便，没有早餐，188会员价格的不开放预定，其他都不错。', 'star': 5}
{'descr': '性价比才是王道，价格比较公道，卫生环境也还算不错。住在比较高的楼层还是蛮舒服的。推荐这家。', 'star': 5}
{'descr': '另外，有一点让人很不理解，也感觉不是很公平，每一个人的身份证都必须扫描进去，但每一个房间只给一张磁卡。', 'star': 3}
{'descr': '设施较新，卫生很好，服务也可以，交通和停车都很方便，价格也不是太贵，缺点是离高速公路太近，晚上噪声太大。', 'star': 5}
{'descr': '可能因为新装修过的原因，房间设施比较新，显得干净和整洁。房间本身也比较宽敞。\r\n唯一不足就是午饭晚餐提供的套餐种类太少了，也不提供点菜，附近本身饭店比较少，所以会有些不便\r\n\r\n', 'star': 5}
{'descr': '挺不错的，性价比高。\r\n  柜台服务质量不错，入住的感觉不错。', 'star': 5}
{'descr': '+环境不错，喜欢。', 'star': 5}
{'descr': '地方有点小偏僻，但是附近有个大润发，买东西吃东西还算方便，服务态度很好。房间也算宽敞。', 'star': 5}
{'descr': '住过的最好的快捷酒店了，锦江的服务和舒适度一直是最好的，就是房间太小，这家锦江房间很大，床也大，干净没话说，相当舒服，就是269有点小贵，毕竟地处偏远', 'star': 5}
{'descr': '帮朋友定的，看世博哈哈，蛮方便的酒店，比较实惠\r\n', 'star': 5}
{'descr': '不错就是有些贵适合出差和送孩子上学的入住', 'star': 5}
{'descr': 'gaganjing shushi anquan kekao haode ', 'star': 3}
{'descr': '世博会期间酒店都比较难定，位置虽然远了一点但是周边环境还是不错的', 'star': 5}
{'descr': '安全保卫做的很好,干净卫生.\r\n下次还会再去.', 'star': 5}
{'descr': '床非常舒服，装修特别有感觉，很舒适。位置比较好找。', 'star': 5}
{'descr': '在松江的话 这酒店性价比还算高的  虽然房间内没有什麽高档设施  但是让人感觉很舒服 ', 'star': 5}
{'descr': '干净，便捷，周边环境和生活设施也不错，通常都安排朋友或公司客户住在这里。', 'star': 5}
{'descr': '还不错，尤其服务的帅哥，态度很好很耐心，谢谢', 'star': 5}
{'descr': '对于锦江之星的管理和服务我感到非常满意', 'star': 5}
{'descr': '这酒店除了性价比可以外，别的都谈不上好。下面是我们入住时的经历？\r\n1、我们4个人提前10天订了4张大床间。规则：如果不入住又未提前24小时退房将收取一天房费，如果入住时无房将免一天房费。\r\n2、入住的那天被告知只有两间大床房，如果住的话只能再给两间双标，并说双标比大床房贵我们不吃亏（一个人住双标舒适还是住大床舒适？）。\r\n3、我们说既然你没房，应按订房合约送一晚房费，前台马上说有两间打蜡的可以马', 'star': 1}
{'descr': '凑合把，性价比不错。凑合把，性价比不错。凑合把，性价比不错', 'star': 5}
{'descr': '宾馆设施服务不错，就是位置偏了点', 'star': 5}
{'descr': '一直以来都是锦江之星的忠实旅客，基本是到每个城市都会优先找锦江之星入住，实在没有才换其他的。\r\n感觉舒适干净，但现在比以前价格要贵了。既然是经济连锁酒店，价格其实可以更低一些，这样比较适合大众消费，一百五六十还差不多的。\r\n', 'star': 5}
{'descr': '锦江之星的房间卫生好，很舒服。周边环境不太嘈杂，蛮适合安静得休息。', 'star': 5}
{'descr': '两次定该酒店了，内部条件不错，门牌太小，给人第一印象不深。', 'star': 3}
{'descr': '性价比高，环境不错，距市区太远。如果到大学城办事或看孩子 ，还是不错的选择。', 'star': 5}
{'descr': '不错的环境，交通方便，服务也很好，除了电视机太小，其他都不错', 'star': 5}
{'descr': '半年前住过，但是过了半年价格涨了1倍，要命', 'star': 5}
{'descr': '＋非常好，我很满意', 'star': 5}
{'descr': '不错，家里人很满意，就是稍微远了点。', 'star': 5}
{'descr': '总的感觉很不错的!有机会还会选择住那里!', 'star': 5}
{'descr': '总的来说是我住过最舒服的酒店了，而且价格也可以。\r\n房间很大，很干净，给人的感觉很舒服。\r\n订的大床房的床很大，三个人都足够。\r\n就是入住时等了很久，不过，后来看到房间那么干净，\r\n等等也是能理解的。\r\n酒店的服务态度很好啊，呵呵。\r\n喜欢锦江之星。', 'star': 5}
{'descr': '好，还是好', 'star': 5}
{'descr': '总体情况不错，起码在松江新城区域内可以算是名列前茅的了。部分房间的电视机有点小，下水偶有问题，靠马路一侧的房间会比较吵。', 'star': 5}
{'descr': '非常满意~~虽然位置有点偏~~但是地铁还是很方便~~世博期间能找到性价比这么高的还是很不错~~', 'star': 5}
{'descr': '床很舒服，空间很大！就是房间内能再提供电脑就好了!\r\n还有要提醒大家，出门打车去地铁站要坐松江区的出租车。便宜还方便！\r\n这里去欢乐谷不错！', 'star': 5}
{'descr': '一直住的，不错的。就是这个世博搞的房价飞涨！', 'star': 5}
{'descr': '酒店各方面都很好，推荐入住。', 'star': 5}
{'descr': '比较不错', 'star': 5}
{'descr': '各方面都还好，就是位置远了', 'star': 5}
{'descr': '非常不错！！！', 'star': 5}
{'descr': '酒店很nice', 'star': 3}
{'descr': '新的酒店房间很大很大 很安静', 'star': 3}
{'descr': '虽然是经济型酒店，但是房间很大，而且看上去很干净，酒店周边没有商店，最近的超市步行需要10分钟以上，离开地铁出租车起步费就行。作为经济型酒店，除了位置上稍差以外其他都很好，值得推荐。', 'star': 5}
{'descr': '挺不错的，不过最近的价格有点高', 'star': 5}
{'descr': '入住锦江之星松江大学店感觉非常好,值得一堤是;乘电梯需住房卡,安全性很高.建议夕厅品种多些.', 'star': 5}
{'descr': '客房的服务很周到', 'star': 5}
{'descr': '一如既往的好~', 'star': 5}
{'descr': '酒店还不错，服务也挺好，就是离浦东浦西太远了，坐9号地铁，大约20分钟，还要转线的。总之除了比较远以外，酒店本身是性价比还行的。', 'star': 5}
{'descr': '这个店就一个缺点位置太远了！~~剩下的都非常的好，服务也很好！', 'star': 5}
{'descr': '基本上都不错，蛮好的', 'star': 5}
{'descr': '除了酒店位置稍偏僻外，其它都不错啦。当然，追求闲静者另外。', 'star': 5}
{'descr': '住过很多次了，还不错吧。', 'star': 5}
{'descr': '整体来说还不错，只是浴室没有莫泰的好，电视频道少不说还有不少台很模糊= =。大概只是我那房间的问题。。。', 'star': 5}
{'descr': '房间还行，酒店管理不太好，前台人员都颠三倒四糊里糊涂的，我订了4晚，有2晚是219元，2晚是229元，都给我算229了，我去前台，刚好一个貌似小领导的人在，反应了情况，说会嘱咐一下，结账时按219给我算，结果结账时那小领导不在，还是按229算的，虽然只有20元钱，但是还是觉得管理上比较松散。', 'star': 5}
{'descr': '地点还行，离地铁站稍远，标房还是宽敞的！', 'star': 5}
{'descr': '很干净舒适的酒店，下次还会去住。美中不足是周边没什么餐馆，晚上吃饭不怎么方便。', 'star': 5}
{'descr': '感觉挺好的，环境不错，设施也蛮好的，服务也很周到，挺宽敞的很干净。', 'star': 5}
{'descr': '感觉挺好的，环境不错，设施也蛮好的，服务也很周到，挺宽敞的。', 'star': 5}
{'descr': '值得入住', 'star': 5}
{'descr': '如果是在上海松江出差的話，基本推薦這裡，價格實惠且房間很大，也很舒服，周邊的環境也很安靜，出門往右走大約15分鐘就有商場，周邊的環境也很舒服，希望保持，此次推薦', 'star': 5}
{'descr': '挺好的', 'star': 5}
{'descr': '除了远，别的没啥可挑剔的', 'star': 5}
{'descr': '硬件不错就是地方有点偏僻', 'star': 5}
{'descr': '很好的酒店，有机会还来这住。', 'star': 5}
{'descr': '房间的总体环境还是不错的，就是有点孤立的感觉。附近没有吃东西的地方！！！', 'star': 5}
{'descr': '离市里有点远', 'star': 5}
{'descr': '好干净', 'star': 3}
{'descr': '干净舒服', 'star': 5}
{'descr': '挺不错的', 'star': 5}
{'descr': '不错的酒店', 'star': 3}
{'descr': '舒适干净，服务很好，小孩子的衣服前一天晚上忘记在大厅了，第二天问一下，服务员已经帮我们收好了。自己开车过去的，很好找，停车也比较方便，', 'star': 5}
{'descr': '是同类酒店里面设施最好的，位置也比较好找，房间经常很抢手。', 'star': 5}
{'descr': '蛮不错的', 'star': 5}
{'descr': '挺不错的酒店', 'star': 5}
{'descr': 'good', 'star': 3}
{'descr': '性价比很好，餐厅不行，周边走路就可以吃饭的地方太少。', 'star': 5}
{'descr': '酒店环境卫生都非常好，就是位置偏了点，在上海来说性价比非常高了', 'star': 5}
{'descr': '很干净，性价比很高', 'star': 5}
{'descr': '非常好，非常好', 'star': 5}
{'descr': '都很好。提个建议:客房最好有吸烟和不吸烟之分。', 'star': 5}
{'descr': '不错，很干净', 'star': 5}
{'descr': '经常住，不错！', 'star': 5}
{'descr': '经济型酒店,也就这样了,早餐的样式千年不变!', 'star': 3}
{'descr': '经济型酒店,也就这样了,早餐的样式千年不变!', 'star': 5}
{'descr': '酒店位置也不错，停车方便。住在高层的话，看出去风景也不错。', 'star': 5}
{'descr': '房间超大，非常宽敞', 'star': 5}
{'descr': '服务很好', 'star': 5}
{'descr': '经常住，很好！', 'star': 5}
{'descr': '比较舒适便捷的酒店~~', 'star': 5}
{'descr': '9号线松江大学城站下车，换松江5路，直达。\r\n酒店旁边有松江17路直达大学城。\r\n所以交通还是不错的，不过松江么，还是开车爽快。', 'star': 5}
{'descr': '离开地铁口走路远了些,打的要花起步费!', 'star': 5}
{'descr': '很干净，房间蛮大的，很舒服，服务态度很好，性价比很高', 'star': 5}
{'descr': '早、晚餐不好 淋浴喷头不好用', 'star': 3}
{'descr': '早、晚餐太单调，淋浴喷头水流不够舒适', 'star': 5}
{'descr': '很宽敞啊。很舒服啊。环境好，安静。隔音还行', 'star': 5}
{'descr': '干净、舒适......是一个很好的宾馆。\r\n唯一的缺点是早餐单一，而且价格高！', 'star': 5}
{'descr': '不错哦！商务房大气！~', 'star': 3}
{'descr': '商务房不错！很大气！就是房里没有浴帽呀！要自己去领！', 'star': 5}
{'descr': '经常住的', 'star': 5}
{'descr': '酒店近期在抽奖，奖品不错。', 'star': 3}
{'descr': '位于新城和老城交界，附近超市可以方便购物。', 'star': 3}
{'descr': '适合有车一族', 'star': 5}
{'descr': '挺好的，价格便宜量又足，只是餐厅选择太少。', 'star': 3}
{'descr': '不错，去松江一直住这。 ', 'star': 5}
{'descr': '干净卫生', 'star': 5}
{'descr': '房间比较大,床比较舒服,', 'star': 5}
{'descr': '卫生不错很干净，设施完善，地理位置交通方便，服务热情周到，性价比不错', 'star': 3}
{'descr': '性价比很高。', 'star': 5}
{'descr': '性价比', 'star': 5}
{'descr': '不错呀，第二次去了~蛮干净的', 'star': 5}
{'descr': '很干净舒适的酒店。紧邻一所中学，早上7点多学生上早操，大喇叭会有点吵。', 'star': 5}
{'descr': '这个价位，总体感觉不错！', 'star': 5}
{'descr': '酒店离松江大学城打车起步价,房间非常宽敞,层高很不错,房间面积较一般的经济型酒店大的多,很舒服.\r\n\r\n只有一点不大舒服,前台的服务人员的服务还是需要提高下,几个人会同时忙一个客人,对于后面等待的伸着脖子想问句话的人理也不理.毕竟不是四星五星的,这样也能忍了,只是觉得有些不爽.或者说,多数快捷酒店都存在这样的问题吧.', 'star': 5}
{'descr': '整体还是挺对得起这个价位的~~~地理位置也很好，去松江大学城或者庙前街都方便，附近还有大润发！', 'star': 5}
{'descr': '很好，环境很好，就是位置有点远', 'star': 5}
{'descr': '每次都会住的酒店 非常满意', 'star': 5}
{'descr': '很舒服的房间 很大 窗外风景也很好 ', 'star': 5}
{'descr': '入住该酒店非常的实惠', 'star': 5}
{'descr': '卫生不错干净，服务态度热情周到，设施完善，地理位置交通方便，性价比很好的酒店，下次还会入住', 'star': 3}
{'descr': '蛮舒服的 。隔音也不错 、', 'star': 5}
{'descr': '酒店的卫生条件挺好的,比较干净,服务员的态度也比较热情,就是周围没有什么娱乐设施,感觉比较偏僻.', 'star': 3}
{'descr': '第二次住了，总体来说还不错~性价比较高~', 'star': 5}
{'descr': '环境很好，隔音也做得不错，就是电视有点小了，有时候遥控嗯上去都没反应。', 'star': 5}
{'descr': '设施较新，只是配套设施没有，位置偏。', 'star': 5}
{'descr': '性价比超高，如果不是对房间有特殊追求的人足够了。还看到很多老外进进出出，说明锦江还是很正规的信任的', 'star': 5}
{'descr': '位置一般，但性价比一流，只是餐厅的品种太少。', 'star': 3}
{'descr': '很适合在松江的商务旅行', 'star': 5}
{'descr': '性价比很高的酒店 服务也好 很干净！', 'star': 5}
{'descr': '房间很宽敞，也很干净，就是细节地方有欠缺：比如拖鞋太简陋、没有擦鞋布、没有行李生、套餐没有汤等等，但性价比很好，建议酒店多加改进就更好了。', 'star': 5}
{'descr': '还不错的商务酒店，餐饮不方便', 'star': 5}
{'descr': '最喜欢的一家锦江之星~干净 安静', 'star': 5}
{'descr': '忘记说了\r\n餐厅很差\r\n就一个厨师一个服务员\r\n要等老半天才行', 'star': 3}
{'descr': '房间还行\r\n价格也不算贵\r\n就是位置有点难找', 'star': 5}
{'descr': '卫生服务上都是很不错的,住着很舒适,但位置稍微有点偏不太好找,另外就是提供的洗浴用品不齐全,没有木浴露.', 'star': 3}
{'descr': '房间挺干净的,就是位置稍微有一点点偏。前台态度挺好的。', 'star': 5}
{'descr': '感觉非常好，环境不错，干净整洁，房间比较大，上次我是开车过去的，停车也特别方便', 'star': 3}
{'descr': '国庆住了5天 超满意 什么都好 做为连锁型的酒店', 'star': 5}
{'descr': '酒店的房间宽敞，而且周围风景也挺好，住着很舒适，而且价格很便宜，很满意！', 'star': 5}
{'descr': '环境还不错，比较干净', 'star': 5}
{'descr': '给亲戚定的，他们很满意，价格便宜，内部设施也很好。', 'star': 5}
{'descr': '性价比高，住的好一切都好：）', 'star': 5}
{'descr': '酒店的房间电视比较小，服务卫生还可以的，酒店的位置不错的，交通很方便的，酒店的价格还可以的', 'star': 5}
{'descr': '酒店的环境卫生都非常好，配置硬件设施舒适度也很达标，价格合理适中.位置出行交通也算是比较方便，的整体来讲很不错，值得推荐入住。', 'star': 5}
{'descr': '酒店的环境硬件设施都很不错，位置出行也很方便，服务卫生也很达标，价格很优惠，我这一两天还会在过去那边，还是会入住这家酒店。', 'star': 5}
{'descr': '整体感觉还是不错的,价格也蛮合适的.', 'star': 5}
{'descr': '酒店的房间蛮宽敞的，而且周围风景也挺好的，住着很舒适，而且价格很便宜，很满意！', 'star': 3}
{'descr': '酒店的位置还凑合，不过交通还算方便，价格比较实惠，而且人员的服务，和硬件设施都是比较好的。', 'star': 5}
{'descr': '我去的时候酒店刚开张不久，所以设施什么都挺新的，但酒店外面没有超市，买个饮料、生活用品买不到', 'star': 5}
{'descr': '以前一直住的,一直觉得很好,可最近发现一个问题!白天我姐姐到酒店找我,已经说了房间号和我的姓名,但总台非要她登记,后来我姐姐到房间,他们还打电话上来反复强调登记,搞得我们很生气!不是半夜三更,有这个必要吗?', 'star': 5}
{'descr': '住过很多酒店，锦江之星算是性价比很高的了。推荐！', 'star': 5}
{'descr': '酒店的服务意识不是很好我们连住了两个晚上,第二天茶叶和一次性杯子都没人更换茶包也没人给还要前台去要.酒店的环境设施都很好.', 'star': 5}
{'descr': '离松江大学城还有些距离，不过有公车可以直接到，挺方便的。锦江的服务就不用说了，向来是很好的，周围也很安静，不过旁边没什么玩的，得坐车到前面的乐购才有吃的玩的。', 'star': 5}
