{'短评内容': '哈哈哈呵呵呵', '短评打分': 5}
{'短评内容': '软件不错，服务有点跟不上', '短评打分': 3}
{'短评内容': '环境挺不错', '短评打分': 3}
{'短评内容': '酒店不错,装修有个性。', '短评打分': 3}
{'短评内容': '酒店位置方便，各种设施完善，干净卫生，我们都很喜欢，整体很满意，下次出差还会再光临的。', '短评打分': 5}
{'短评内容': '服务特别好，房间干净，但是早餐特别差，没什么吃的，酒店位置特难找，可以说如果不打电话给前台就根本找不到，酒店应该给每位客人一张酒店位置的详细地图。', '短评打分': 5}
{'短评内容': '房间有怪异的味道，灯光不亮，地毯上有些不同种类的毛发，卫生情况没有那么好，感觉不像五星，其他还不错，早餐还有待考察', '短评打分': 1}
{'短评内容': '不错。1 ，1 ，1，1 ，11，1，1， 1，11 11， 1，11， ，11 ，111 11111 11 11 11', '短评打分': 5}
{'短评内容': '房间床很舒服，但面积不是很大，总体还是不错', '短评打分': 5}
{'短评内容': '喜欢', '短评打分': 3}
{'短评内容': '我代表我及所有我的顾客对你们的服务表示真诚的谢意', '短评打分': 5}
{'短评内容': '酒店早餐补不够及时，去晚了没有了，也不补充，希望能改善。', '短评打分': 5}
{'短评内容': '优点：很有特色的酒店，以玛雅文化为主题，服务态度好，餐饮也可口。缺点：酒店跟迷宫一样，缺少明显的易懂的指示，没有商场，连一个小卖铺都没有。', '短评打分': 3}
{'短评内容': '第二次入住了。在总部基地出差很方便。标准间提供双早，还不错。', '短评打分': 5}
{'短评内容': '到总部基地来出差，这里是首选了。价位适中，装修特别。但是早餐简单，房间也比较拥挤。', '短评打分': 5}
{'短评内容': 'CP值不是很高,周遭生活機能也不佳.但附近區域實在找不到更理想的酒店了,期待新的酒店加入吧', '短评打分': 1}
{'短评内容': '非常非常不错的一家酒店，特别喜欢它与众不同的装修风格。别有意境！非常喜欢，建议大家去体验一下。呵呵！', '短评打分': 5}
{'短评内容': '不错。周围环境非常好。就是房间号编排设置得不是很合理', '短评打分': 5}
{'短评内容': '环境不错。装修还可以。就是早餐品种不是特别丰富', '短评打分': 5}
{'短评内容': '酒店环境、设施、氛围比较好，位置比较偏，适合度假，不适合商旅。', '短评打分': 5}
{'短评内容': '还可以吧。房间很难找到，像个迷宫。地理位置较远和偏僻，不太方便出行。', '短评打分': 5}
{'短评内容': '服务差！硬件还不错。酒店管理需要培训，怎样具有国际化的 五星级服务。', '短评打分': 1}
{'短评内容': '酒店早餐不够5星级，但是环境还不错。服务还有待于提高，和硬件才能匹配。', '短评打分': 5}
{'短评内容': '位置挺远的 不过酒店的环境还不错 有点度假的感觉\n酒店的风格是玛雅，走廊里的摆件让人想起了原始部落\n酒店前台的服务太差了 不够五星级标准\n房间内部硬件还可以，风格也有点味道，就是有点小', '短评打分': 5}
{'短评内容': '酒店风格不错 前台和礼宾部服务有待于提高。客房服务还不错。', '短评打分': 5}
{'短评内容': '酒店的设施很新，交通便利，朋友住后反应很好。', '短评打分': 5}
{'短评内容': '非常不错，温馨', '短评打分': 3}
{'短评内容': '很有特色的酒店,只是吃饭的地方找半天都没有,游泳池住店客人还要收费,跟一些其他品牌的五星酒店还有点差距', '短评打分': 3}
{'短评内容': '是总部基地左近最好的了，很别致，卫生合乎标准。缺点是二楼平台有空调机组，挑选安静的房间需要耐心。', '短评打分': 5}
{'短评内容': '非常有感觉，建议有车的朋友去住，出行不方便，我开车找了半个多小时，很隐蔽·····', '短评打分': 5}
{'短评内容': '还好', '短评打分': 3}
{'短评内容': '环境优雅，装修很有风格，服务比较周到，感觉不错。', '短评打分': 5}
{'短评内容': '环境很棒', '短评打分': 3}
{'短评内容': '这次是第二次入住了，环境非常的好，很安静。服务也非常满意。', '短评打分': 5}
{'短评内容': 'O(∩_∩)O~确实不错啊~不过就是附近没什么好吃的~纯属是因为周末散心，装修很有特色，房间也很舒服~唯一缺点就是房间不算大，其他都很棒！', '短评打分': 5}
{'短评内容': ' 酒店不错 但是很容易迷路 像迷宫一样不好找房间', '短评打分': 3}
{'短评内容': '环境不错，毕竟是主体酒店。\n房间比较闷，卫生环境有待提高，觉得床有点高，不过还可以了。\n早餐不错很丰富。', '短评打分': 5}
{'短评内容': '不错的酒店，房间设计很有特色，就是走廊有些迷宫的感觉⋯⋯', '短评打分': 5}
{'短评内容': '环境优雅，交通便利，装修很有特色，就是房间难找，像迷宫似的。', '短评打分': 5}
{'短评内容': '各方面都不错，床的舒适度特好，还会去，就是稍微偏了点，附近吃饭的地方少', '短评打分': 5}
{'短评内容': '不错，就是餐厅有些冷清，早餐就我一个人。', '短评打分': 5}
{'短评内容': '酒店非常好，适合结婚做新婚用房，我推荐,希望别人也入住', '短评打分': 5}
{'短评内容': '酒店周围没有什么吃的。很不方便。环境也比以前差了些。不过总体来说还可以。', '短评打分': 5}
{'短评内容': '酒店房间不是很大，还有一个大柱子，装修还不错了', '短评打分': 5}
{'短评内容': '总部基地哩唯一的四星级酒店，据说是准五星，不够吧', '短评打分': 5}
{'短评内容': '北京玛雅岛酒店很不错，房间很好，档次也很满意，喜欢。', '短评打分': 5}
{'短评内容': '酒店环境非常不错，服务员态度也非常的好。就是比较偏僻。', '短评打分': 5}
{'短评内容': '环境优美,风格独特,房间卫生整洁,服务热情周到', '短评打分': 5}
{'短评内容': '服务周到，设施较好，交通便利，玛雅文化特色浓郁，缺点就是房间难找，迷宫似的', '短评打分': 5}
{'短评内容': '酒店很有个性，我很喜欢', '短评打分': 3}
{'短评内容': '成功入住玛雅酒店，并续住两天。', '短评打分': 3}
{'短评内容': '环境不错很有特色，五星级酒店来说价格很适合，下次还会去住。', '短评打分': 5}
{'短评内容': '房间设施不错，床很舒服。\n前台部分工作人员态度需要改进。', '短评打分': 5}
{'短评内容': '酒店位置比较偏，周围没什么娱乐设施。基本上市中心打车过去需要60多元，酒店的前台服务人员不是很专业，本身酒店有日式餐厅和西餐厅都已关闭，想去吃和玩就不要选择这家酒店了。前台和游泳康体部门让人感觉欠他们钱一样的，酒店装修还是有点特色的。反正下回肯定不会再去住了！', '短评打分': 1}
{'短评内容': ' 酒店不错，因为是落地窗房间有点冷', '短评打分': 3}
{'短评内容': '迷宫似的，房间不好找，建议按照中国人的习惯设计改进，酒店嘛就应该方便入住、休闲。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '迷宫，真的是迷宫，玛雅文化的凝聚地，好像世界公园一般', '短评打分': 5}
{'短评内容': '酒店风格独特，充满玛雅文化元素。整洁、安静，出行便利', '短评打分': 5}
{'短评内容': '設計比較繁雜~~~水龍頭有大大大大問題！！！一開絕對噴一身！！！= =+', '短评打分': 1}
{'短评内容': '是一家很不错的酒店，玛雅文化味道浓厚，装修很有特点。就是房间难找，像个迷宫似的。', '短评打分': 5}
{'短评内容': '很有特色的一间酒店。就是地点偏了一些。不过以后还会住在这里。', '短评打分': 5}
{'短评内容': '环境好~安静~适合商务办公~就是位置有点偏~打车不太方便，点餐东西太少', '短评打分': 5}
{'短评内容': '位置好，服务周到，餐饮单调，设计的跟迷宫似的，房间不好找到，建议标识要设置明显。', '短评打分': 5}
{'短评内容': '环境不错，服务周到，位置也可，是旅游休息的理想酒店', '短评打分': 5}
{'短评内容': '   酒店环境很好！就是细节不够周到，没有抽纸等等', '短评打分': 3}
{'短评内容': '酒店环境挺好，位置也很好，卫生设施也不错，价格还是挺合适的。', '短评打分': 5}
{'短评内容': '房间内装饰很漂亮,很暖,冷冷清清的一夜没有被冻到,下次去北京还会去的~\n很开心遇到某人~谢谢玛雅岛~', '短评打分': 5}
{'短评内容': '整体环境很不错，就是坐地铁不太方便，但值得推荐一下！', '短评打分': 5}
{'短评内容': '酒店住宿这一部分非常有细节，特别是玛雅文化的装饰。个人很喜欢。床也很舒服。早餐比较平淡，基本属于中式早餐，花样也不多，应该改进。\n整体看信价比不错，如果在附近工作或活动是个不错的选择。', '短评打分': 5}
{'短评内容': '玛雅岛酒店大张旗鼓地在各类媒体上做广告给我十足的兴趣,尤其是他们选择了<三联生活周刊>这样受众不多但却是比较有内容比较有品味的文化型刊物做广告也显示了酒店的品味和内涵.去了之后,可以说验证了我的猜想,酒店位置不在市中心,处在商务区,彰显定位,房间装修和摆设也都紧扣主题风格,不豪华但有格调,房间不大但很舒适,服务也很到位.总的来说很好,我喜欢,也会经常入住.\n', '短评打分': 5}
{'短评内容': '酒店设计 比较曲折 打车极其难打！最最最要命的就是无论哪间水池的龙头打开绝对喷涌而出 溅你一身 真的是一身！！！', '短评打分': 5}
{'短评内容': '房间有点小，全是黑色的，有点压抑。价格有点贵，服务态度不错。', '短评打分': 1}
{'短评内容': '房间很大， 很舒服。 新的酒店环境很好。价格也很合理值得推荐，好！也能了解玛雅文化很高兴！', '短评打分': 5}
{'短评内容': '酒店较新，环境不错，干净卫生，服务比较到位，就是位置有点偏。', '短评打分': 5}
{'短评内容': '新酒店，通风一般，环境安静，异域风情，房间还可以。能了解点玛雅文化，长见识了。', '短评打分': 5}
{'短评内容': '房间很大， 很舒服。 新的酒店环境很好。价格也很合理值得推荐，好！', '短评打分': 5}
{'短评内容': '总的还不错  水温不是很稳定  希望能改善  服务都很好', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '房间很大， 很舒服。 新的酒店环境很好。价格也很合理值得推荐，好！ \n', '短评打分': 5}
{'短评内容': '装修很有特色。房间不算很大。设施不错。服务很好。入住和结账速度快。', '短评打分': 5}
{'短评内容': '房间很大， 很舒服。 新的装修酒店环境很好。价格也很合理值得推荐，好！', '短评打分': 5}
{'短评内容': '环境非常好，房间感觉舒服！', '短评打分': 3}
{'短评内容': '房间一进去感觉是挺好的，服务态度还行，价格和环境来看的话是挺合适的，但是和位置比就是有那么一些高了，位置是偏一些。其他的还好酒店里面是挺不错的，装修的也很新。下次会再去的。', '短评打分': 5}
{'短评内容': '太强调个性了，忽视了很多酒店应该有的细节\n\n进酒店第一印象不错，装修很有个性，但1分钟后看到前台堆的人我就头大了。要不您增加工作人员，要不您提高办理速度。\n\n排队时候我就急了，前面就一个人，迟迟办不完，我说能不能快点。然后很迅速的给了我尽头的一个房间。\n\n一开始我看评论有人写“房间两面都是玻璃”不明白什么意思，其实就是只有两面大墙都是玻璃的，可以清楚看见别的屋子在干什么=.=!所以必须拉窗帘...', '短评打分': 1}
{'短评内容': '不评论。。 实在是有点差到不可思议的酒店。。', '短评打分': 1}
{'短评内容': '酒店位置有点偏，相比好象贵了点，酒店的房间不大，用色太深房间不通风，有霉味，但除房间内以外的地方还是值得一看的，挺有特色、挺好', '短评打分': 3}
{'短评内容': '酒店新装修了，很气派。房间设施也不错。布局合理，面积适中。在火车站附近，餐饮和交通都方便。 \n', '短评打分': 5}
{'短评内容': '还不错的酒店。主题特色很明确。周围没有可以去的餐厅。 \r\n', '短评打分': 5}
{'短评内容': '总的还不错，空中别墅要是配备电脑就更好了。', '短评打分': 5}
{'短评内容': '床和被子都太热\r\n水又太凉\r\n环境太暗,空气不够好\r\n其他都还行!', '短评打分': 5}
{'短评内容': '空调没有冷风，导致早上起来的时候，屋子里热的不能待！至少35度以上，走廊里都比屋里凉快！！！', '短评打分': 5}
{'短评内容': '这是第二次住了。', '短评打分': 5}
{'短评内容': ' 酒店比较新 但服务没有预想的好', '短评打分': 5}
{'短评内容': '还不错的酒店。主题特色很明确。周围没有可以去的餐厅。', '短评打分': 5}
{'短评内容': '除了早餐不怎么好吃，样式也不多。其他的都很好。', '短评打分': 5}
{'短评内容': '这里的条件非常好，玛雅文化浓厚，很独特，很新颖，', '短评打分': 5}
{'短评内容': '房间有点小，卫生设施还可以然后有两个墙都是玻璃，房间的空气不是太好打开空调好长时间才能凉快起来不过倒是挺有特色。位置还可以只是里面的设施不够五星级标准，价格也是有些高了。', '短评打分': 1}
{'短评内容': '：酒店不错，房间挺好，服务也可以，应该说是家准五星酒店！', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '订的行政套房，前台直接给的是个标间，真不知道怎么培训的，想刷我1500授权，我让他刷3000的，居然不明白为什么，问前台SPA如何？直接告诉我，就是按摩，真是莫名其妙，设施很新，但是房间很小，总体一般', '短评打分': 1}
