{'descr': '0 / 500（评价多于10个字,有机会奖励京豆哦~', 'star': 5}
{'descr': '不错哦', 'star': 5}
{'descr': '我住的是高级双床房，有窗明亮，虽说房间不是很大，但干净卫生，温馨可人，房间布置紧凑，卫浴等都很整洁，且交通及其方便，楼下还有停车场，在北京这个性价比还是可以的了。', 'star': 5}
{'descr': '房间很小，窗外马路的噪音很吵，空调的噪音也很大。服务还不错，环境还好，周围有各路公交车，还有大超市，就是就是没时间去。旁边有肯德基和匹萨店。', 'star': 5}
{'descr': '不错，房间相当不错，可惜就是价格高了点', 'star': 3}
{'descr': '环境可以，但是如果是200多的价格的话，性价比就一般了', 'star': 5}
{'descr': '很好的酒店，以后会继续住。。。。。。。。。', 'star': 5}
{'descr': '位置很好，服务可以算好，除了前两天清洁的拿走了我两片面膜，问一个问题，个别服务员非常带气的回答外。', 'star': 1}
{'descr': '很温馨，很干净得酒店，住进来就很喜欢，地理位置很好， 下面就是海底捞，周围有银行，超市，非常非常方便，以后还会来', 'star': 5}
{'descr': '总体来说还不错   就是房间不太隔音   其它都挺不错', 'star': 5}
{'descr': '怎么返现呢？~郁闷~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错', 'star': 5}
{'descr': '还不错，就是一楼房间距离早餐厅很近，早上比较吵，早餐做得不错\n床头要是有总控开关就好了，否则关灯很麻烦', 'star': 5}
{'descr': '酒店位置不错，环境还可以，主要是价格便宜，哈哈', 'star': 5}
{'descr': '方便，快捷，不错，还蛮干净的。也离逛街的地方近啊，哈哈', 'star': 5}
{'descr': '经济型酒店嘛 白天在外办事 晚上回来洗个澡就睡觉了 要求不高的可以考虑', 'star': 5}
{'descr': '酒店性价比比较好，酒店位置很好，交通很便利', 'star': 5}
{'descr': '酒店位置不错，交通比较便利，性价比很好！', 'star': 5}
{'descr': '服务态度很好，地理位置也很不错，出门坐公交车很方便，周围吃饭的地方也很多。房间比较安静，但小了点儿，早餐可选的品种比较少。', 'star': 5}
{'descr': '性价比超高的特惠房，还不错，比较干净整齐，就是隔音差点', 'star': 3}
{'descr': '和朋友去看演唱会，宾馆里首都体育馆不远，坐车很方便，房间不算大但是也很干净整洁，很不错。', 'star': 5}
{'descr': '酒店位置比较好，但床垫有些硌，好像是弹簧凸出来了，建议酒店方面统一检查更换。', 'star': 5}
{'descr': ' 酒店很好，很干净', 'star': 5}
{'descr': '地理位置好，对面就是公交站台，可乘公交到达动物园地铁站（天皓成批发市场）', 'star': 5}
{'descr': '酒店总体服务、环境还不错 但是房间略微有点紧凑的', 'star': 3}
{'descr': '好', 'star': 5}
{'descr': '位置方便，很便利，也挺干净的，性价比还不错。', 'star': 3}
{'descr': '房间装修不错，周边餐馆很多，交通也很方便，总体性价比很高', 'star': 5}
{'descr': '只能说凑合住，这间酒店的设施不是很理想，没有劲松啊 和平东桥什么的店的好，地板很薄，走起来还湿塔塔的，毛巾什么的也不是很新~~\r\n', 'star': 5}
{'descr': '还不错，离要去的目的地比较方便，打车也好打', 'star': 5}
{'descr': '十中午己经入住！', 'star': 5}
{'descr': '酒店的位置不错，附近的配套设施也比较齐全；酒店内的配套也很不错，房间宽敞明亮，服务到位，值得推荐。', 'star': 3}
{'descr': '位置很不错，交通便利，门口就是公交站，附近吃饭的地方很多，相当方便。普通双人间没窗户，采光通风不太好，墙壁隔音不好，不过总的来说晚上休息还算安静，考虑到地段和价格，还算可以吧。', 'star': 5}
{'descr': '不错的酒店，如果被子能没有味道就更好了哦。呵呵。', 'star': 3}
{'descr': '酒店的环境不错，安静、卫生、经济，有机会再入住。', 'star': 5}
{'descr': '不错的，衡安静，干净。喜欢。态度也不错。', 'star': 5}
{'descr': '+环境不错，好评！', 'star': 5}
{'descr': '很不错，干净卫生，而且很宽敞。位置也很好，旁边就有法宝超市', 'star': 3}
{'descr': '不错的酒店…如果被子能更干净点就更好了\n＾＿＾＾＿＾', 'star': 5}
{'descr': '格局比较合理，比某些快捷酒店大挺多的，拎包入住，全天热水也很好', 'star': 5}
{'descr': '清洁做得不错', 'star': 3}
{'descr': '环境不错,厕所好小噢', 'star': 5}
{'descr': '感觉还不错吧感觉还不错吧感觉还不错吧感觉还不错吧感觉还不错吧感觉还不错吧感觉还不错吧', 'star': 5}
{'descr': '干净卫生，交通方便，价格合理。', 'star': 5}
{'descr': '住的是周日百元房，卫生条件好，床够大，就是空间稍微小了点，略显拥挤。不过和其他快捷酒店比汉庭算是档次很高了。', 'star': 5}
{'descr': '百元房住了好多次了，紫竹桥这个算是还不错的，位置也还可以。', 'star': 5}
{'descr': '服务还可以，房间也还好，就是网速太慢了，如果能提速就更好了', 'star': 3}
{'descr': '汉庭酒店综合来说还是不错的，比较方便，推荐~~~', 'star': 5}
{'descr': '房间有些陈旧，高级大床方也很小，晚间窗外的噪音很大，床很硬，几乎和如家没什么区别。服务还可以，门前交通很方便。门口就有大型超市，肯德基，必胜客。', 'star': 1}
{'descr': ' 很好.干净', 'star': 5}
{'descr': '汉庭作为快捷酒店不错，这次住在紫竹桥分店，周围有海底捞、肯德基、必胜客，周边有超市，还有苏宁电气，交通也不错，公交特别多，去西客站直接坐437一元钱正常情况下半个小时左右就能到。唯一不足就是离地铁有点远，最近也得动物园。不过现在有条线正在修，估计下回住出行就更方便了！', 'star': 5}
{'descr': '卫生不好,空间不大,除了位置都不算好...............', 'star': 1}
{'descr': '总体而言，感觉还不错，但是房间布局感觉显得很局促，房间显得有点小； 装修倒整得还蛮温馨的', 'star': 5}
{'descr': '很干净，性价比很高，服务很好，虽然有些难找，但注意看没有问题，对面就是比格很方便，值得推荐。', 'star': 5}
{'descr': '网速有点慢，再快点就好了', 'star': 5}
{'descr': '位置不错，交通还算方便，针对公交来说的。另外周围超市和吃的店也不少，海底捞什么的。住的是266的大床房，对快捷酒店来说挺宽敞的，就是偶尔楼下倒车有一点吵。作为一家快捷酒店来说不错了，隔音挺好，晚上蛮安静的。', 'star': 5}
{'descr': '一般一般，感觉不是很好。就是位置还可以，门口有海底捞，吃饭很方便。', 'star': 3}
{'descr': '不错，住的100的特价大床 房间很大 设施装修都很完善 服务态度也很好 离地铁有一段距离需要做公交或者打车', 'star': 3}
{'descr': '位置还可以，房间太小，设施一般,并且用具陈旧。', 'star': 5}
{'descr': '汉庭紫竹桥店，向西交通便利；周围用餐地方较多。但是就是酒店内停车还收费,让客户觉得不舒服；同时顶层夏天楼道里面很热。', 'star': 3}
{'descr': '汉庭快捷酒店（北京紫竹桥店）很好！比如家好', 'star': 3}
{'descr': '其实跟我培训的地方还是有一定的距离的，不是来旅游的住着没什么太大的意义', 'star': 1}
{'descr': '总体还不错啦！就是客房服务慢点', 'star': 5}
{'descr': '虽说是快捷，但是真的不怎么满意。。', 'star': 1}
{'descr': '停车还收费；周边吃饭地方较多，交通还算方便。\r\n\r\n没有挂衣服的地方', 'star': 3}
{'descr': '该店总体感觉较舒适', 'star': 5}
{'descr': '停车还收费感觉不好，周边吃饭地方很方便。', 'star': 5}
{'descr': '位置非常好', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '其实离这里最近的公交站是北洼路站，下车就能看见，跟苏宁电器一个院，交通还算方便，设施比较完善，很干净。物超所值。', 'star': 3}
{'descr': '和想象中的差不多，位置比较好找，比较安静，设施比较齐全，很干净。', 'star': 5}
{'descr': '不错，每次都在这个酒店住。', 'star': 3}
{'descr': ' 房间里的浴巾破破烂烂的...', 'star': 5}
{'descr': '不错，给个好评', 'star': 5}
{'descr': '百元房，非常好', 'star': 5}
{'descr': '环境不错，很安静，交通便利。服务员态度还可以，房间不是很大。', 'star': 5}
{'descr': '真的不错 品质如一', 'star': 5}
{'descr': '很不错的百元房', 'star': 5}
{'descr': '服务很好', 'star': 5}
{'descr': '不错 才100 房间很干净 前台服务态度也不错 就是坐地铁要转公交不太方便', 'star': 5}
{'descr': '地点 设备不错，但是有的房间没窗子 挺烦的！', 'star': 5}
{'descr': '还行', 'star': 5}
{'descr': '服务真的很不错', 'star': 5}
{'descr': 'perfect! I think so.', 'star': 5}
{'descr': '对于假日百元店还是很划算的', 'star': 5}
{'descr': '经济性酒店都差不多，最主要还是价格吧！', 'star': 5}
{'descr': '总体来说还可以，就是地理位置一般，稍微有点吵。而且我住的房间感觉有点旧。', 'star': 5}
{'descr': '正好在紫竹桥香格里拉饭店旁边往西的方向的苏宁电器旁边，位置除了不靠地铁其他一切都是十分令人满意的。以这样的位置，靠近国家图书馆、北京动物园等等地方，还有什么不满意呢。\r\n附近生活气息浓厚，买东西吃东西都非常方便。这次入住无论地点还是周边环境都是90分以上。\r\n地铁站就是动物园站，向西出租车起步价到了，公交车就无比方便快捷。靠近机场大巴的紫竹桥停靠点因为有香格里拉。', 'star': 5}
{'descr': '周日百元房真的很超值~~', 'star': 5}
{'descr': '相当不错的一家酒店，旁边好吃的餐馆也很多', 'star': 5}
{'descr': '酒店位置很好，交通方便，服务态度好，清洁卫生，值得推荐。', 'star': 5}
{'descr': '房间也不大 隔音不太好 或者是隔壁的女的叫床声太大', 'star': 1}
{'descr': '入住的时候毛巾都没有了,就两浴巾,找前台要,说是送去洗了,还没送回来,等了半天,保安有给送来一个浴巾;\r\n其他的都还可以吧', 'star': 5}
{'descr': '性价比不错', 'star': 3}
{'descr': '很好', 'star': 5}
{'descr': '床垫和枕头很舒服', 'star': 5}
{'descr': '交通便利，停车场比较小，卫生还不错，睡醒一觉才发现我们的房间没有冷水，还好酒店有送矿泉水，将就了。', 'star': 3}
{'descr': '我住的是周末特价房，100块倒是性价比蛮高的，装修的挺漂亮，不过，晚上外面道路上的声音还是有些吵的。整体来说我觉得还不错。', 'star': 5}
{'descr': '性价比比较高，前台服务速度有待完善', 'star': 5}
{'descr': '经常入住，感觉在同样位置，还是首选的酒店。', 'star': 5}
{'descr': '位置好，适合短期旅行、办事小住。房间内有宽带，网速还可以。', 'star': 5}
{'descr': '环境不错，交通便利，服务热情，价格合理。', 'star': 5}
{'descr': '还行，就是价格应该再便宜点', 'star': 5}
{'descr': '挺好的。。。超值哈。。。新春百元房哈。。。。\u3000', 'star': 3}
{'descr': '真的非常不错哈。。。\u3000\u3000我住了很多天～\u3000设施不是特别好，房间不大，但是住起来不错', 'star': 3}
{'descr': '呃，住了１３天，淋浴坏了三次，水龙头下水的地方也坏了。貌似电梯也快坏了。网速非常慢。\r\n但是，服务挺好的，我住新春百元房，性价比非常高哈～～～\r\n床很舒服～房间很暖和，但是我的房间的窗户关不死～。～\r\n总体来说很不错哈～～\r\n', 'star': 5}
{'descr': '总的来说还可以，冷水管坏了，只有热水，所以一直没烧水喝，还好屋内备有矿泉水，当然热水要放很久才热乎的，浪费很多水啊！', 'star': 5}
{'descr': '位置不错，环境较好，服务优良。', 'star': 5}
{'descr': '环境不错,位置也很好找.', 'star': 3}
{'descr': '酒店环境不错,位置也很好找,房间很干净,服务人员也很热情,下次还会去.', 'star': 5}
{'descr': '总体感觉一般.还有一点要说明的是:我结账的时候,工作人员居然没开票给我,害我回去报不了账,然后打电话给他酒店的工作人员时,他们却说顾客要求开他们才开,还加上别的理由来搪塞,最后还说要我自己出快递费用等.', 'star': 1}
{'descr': '前台服务热情，业务娴熟。有位小杨先生以及张薇薇经理尤为出色。', 'star': 5}
{'descr': '出行还是比较方便的，位置也很好找，房间的卫生和设施也都还不错，酒店的服务也蛮好的，我觉得这家酒店性价比较高 下次还会选择入住', 'star': 3}
{'descr': '卫生很一般,设施比较简陋,地理位置到是方便,总体感觉很一般.', 'star': 3}
