{'短评内容': '价优实惠，品质保证，相信京东', '短评打分': 5}
{'短评内容': '安静整洁，不错！', '短评打分': 3}
{'短评内容': '我替朋友定的酒店，他们很满意。以后去肇庆还会住这间酒店。', '短评打分': 5}
{'短评内容': '还可以。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '到了肇庆国际大酒店 周围很方便 酒店有哈根达斯吃:-D 这是房间', '短评打分': 3}
{'短评内容': '很不错的酒店。我替朋友订这酒店，他们感觉很好。', '短评打分': 5}
{'短评内容': '连续住了四天，这酒店不错，楼下设施很方便。晚上不愁没吃的。', '短评打分': 5}
{'短评内容': '酒店位置不错，在商业区，服务好，房间也挺大，值得推荐。', '短评打分': 5}
{'短评内容': '  电脑没播放器了', '短评打分': 3}
{'短评内容': '帮朋友订的，传说不错。如果接受价格值得选择，闹中有静，静中有闹地区。肇庆交通很方便，打的也就20元可走全城了，不过步行更好，因为环境人文很休闲。', '短评打分': 5}
{'短评内容': '国际大酒店的装修比较新，虽然在闹市区，但房间不吵，很安静。不错！', '短评打分': 3}
{'短评内容': '酒店环境还是不错的，不过相对于肇庆来说，价格还是高了一点', '短评打分': 5}
{'短评内容': '虽在闹市区,房间很安静', '短评打分': 3}
{'短评内容': '  不错 很开心', '短评打分': 3}
{'短评内容': '闹中带静，旁边就是综合商业区，酒店管理不错，装修可以，挺安静的。', '短评打分': 5}
{'短评内容': '总体感觉不错，酒店的房间，环境等等，就是早餐感觉受不了。', '短评打分': 5}
{'短评内容': '很好值得推荐', '短评打分': 3}
{'短评内容': '酒店环境不错，房间卫生也很干净，周边餐饮、购物很方便，今次已是第二次入住了，下次还会来！', '短评打分': 5}
{'短评内容': '酒店总体比较好，酒店新颖、酒店卫生条件很好，酒店的前台服务也挺不错的，地理位置是一流的。有待完善的地方：1、酒店三台电梯最好设置联动控制，不用按三次以求快捷；2、由于同一楼层房间太密的缘故，有点象住大学宿舍的感觉；3、有条件的话设置自助早餐。', '短评打分': 5}
{'短评内容': '位置不错，酒店条件也不错，周围吃饭的蛮方便的。价格也还好', '短评打分': 5}
{'短评内容': '房间很宽敞，卫生、环境卫生也可以，被子有点薄，在这么冷的天气就感觉不够暖。酒店周围的配套还可以，吃、行都很方便。性价比还可以。', '短评打分': 5}
{'短评内容': '酒店的设备、装修、卫生、环境等均无话可说，住得非常舒服。反而由于来去匆匆的出差，每次都觉得没有足够的时间去享受。缺点是房价过贵，前台的服务员服务不是很好，而且也不提供早餐。', '短评打分': 5}
{'短评内容': '（珊度）：房间很大，床枕干净舒服，热水充足，设备齐，还有电脑可上网，地点就在康乐广场，购物饮食很多选择，已第二次入住，很好！', '短评打分': 3}
{'短评内容': '酒店价格公道，环境设施好', '短评打分': 3}
{'短评内容': ' 好 好怀念 哈哈', '短评打分': 3}
{'短评内容': '酒店工作人员态度挺好，酒店内部环境良好，但附近交通拥挤。', '短评打分': 5}
{'短评内容': '房间环境不错，酒店服务态度很好的，酒店在市区内，交通拥挤。', '短评打分': 5}
{'短评内容': '酒店很新，房间大，旁边就是大商场，吃饭很方便。离星湖也不远。还会再来', '短评打分': 3}
{'短评内容': '交通方便，客房整洁、服务人员态度较好。\n周边配套丰富，出行方便，值得推荐。', '短评打分': 5}
{'短评内容': '设施还可以，房间比较大,性价比一般般，可以考虑入住 ', '短评打分': 5}
{'短评内容': '交通便利.环境干净整洁.比较舒服.就是早餐很一般.', '短评打分': 3}
{'短评内容': '非常好，房间很大；而且干净；地理位置颇佳。', '短评打分': 5}
{'短评内容': '酒店的位置很好，位于商业中心，内部设施也不错，唯一不足的地方是白天好像有个机房会发出嗡嗡声，晚上以后就没了，反映了一下，也没结果。', '短评打分': 5}
{'短评内容': '酒店环境不错，周围交通、购物都很方便，住店的价格也挺合理的', '短评打分': 5}
{'短评内容': '装修不错，硬件设施都好，就是半夜被吵醒，不知何处的风机时不时响几分钟搞得房间里像直升飞机场，折腾三回后要求换房。', '短评打分': 5}
{'短评内容': '酒店很好，管理也好，五楼餐厅的鲍汁凤瓜很好吃。。原本是打算住自称五星级的金鹏xx酒店，硬件是好的，但想不到管理超差，听讲还是开了一年不到，三星不如。', '短评打分': 5}
{'短评内容': '房间干净整洁，四星级标准，周边商业繁华，很方便', '短评打分': 5}
{'短评内容': '酒店设施较新，早餐也不错。地理位置很好，出行很方便，周围的配套设施较为齐全，推荐入住！', '短评打分': 5}
{'短评内容': '酒店整体感觉不错，房间比较大，挺舒适，同时酒店地处市区中心路段，容易找，周边吃饭、购物都非常方便，下次去还会选择，值得向朋友推荐。', '短评打分': 5}
{'短评内容': '一直很喜欢这酒店.服务好,舒适......', '短评打分': 5}
{'短评内容': '觉得不错，住的舒服，房间大，环境好干净，交通方便，下来就有商场超市，下次去那地方我也要住这酒店,，我也会介绍给朋友，性价比较高', '短评打分': 5}
{'短评内容': '市区普通四星，交通方便，酒店在装修，不错不失~还行~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '记不得住过多少次了， 性价比较高，酒店较新，购物，吃饭什么的都很方便，值得推荐，如果前台的服务再热情一些那就很完美了。', '短评打分': 5}
{'短评内容': ' 非常好，很满意。', '短评打分': 3}
{'短评内容': ' 房间很大很舒服，环境优雅。门口大厅外不能停车，周边很便利。', '短评打分': 3}
{'短评内容': '这是第三次入住酒店，总体印象还是不错，但是早餐不是很方便，选择较少，等待时间较长。', '短评打分': 5}
{'短评内容': '酒店地理位置不错，交通出行比较方便。酒店设施设备比较新。', '短评打分': 5}
{'短评内容': '一个字：好，我每年到肇庆都住这个酒店，已经第三次住了。', '短评打分': 5}
{'短评内容': '交通便利，可惜早餐不方便，也没有特色服务，性价比还不错。', '短评打分': 5}
{'短评内容': '不错，比较安静，周边也可以. 可惜结账的时候水单\n打印不灵活，不能按照客户要求打印。', '短评打分': 5}
{'短评内容': '位置方便,房間滿大滿乾淨的,還滿不錯的酒店', '短评打分': 5}
{'短评内容': '酒店位置很方便,旁邊就是Warmat&商場', '短评打分': 5}
{'短评内容': '酒店的豪华房很大而新。就是配套的洗漱用品还要买也没水啊卡啡等送，小气。', '短评打分': 3}
{'短评内容': '不错的酒店，基本上相当于四星吧，性价比很高', '短评打分': 5}
{'短评内容': '没热水', '短评打分': 3}
{'短评内容': '真是很不错的一家酒店。处在闹市区，但房间极安静。楼下的购物广场买东西，吃饭非常方便。5楼喝茶也很好，是正宗粤菜馆的味道。家人都很满意。', '短评打分': 5}
{'短评内容': '，酒店环境好，很清静，空调相当够力，干净', '短评打分': 3}
{'短评内容': '卫生。', '短评打分': 3}
{'短评内容': '范志桃房号9058', '短评打分': 3}
{'短评内容': '真是很不错的一家酒店。处在闹市区，但房间极安静。楼下的购物广场买东西，吃饭非常方便。5楼喝茶也很好，是正宗粤菜馆的味道。家人都很满意。距离七星岩和鼎湖山都不远。 下次有机会去，还会考虑入住。', '短评打分': 5}
{'短评内容': '卫生间没有8楼的好，这次住的是6楼，喝了一并水要11元。', '短评打分': 3}
{'短评内容': '端午节前一晚入住的，硬件OK，干净，其他给我感觉很一般，泳池没有开放，说卫生没过检查手续。另，免费漱洗用品是要另打电话要求服务生送来的，放在洗手间那盒洗漱用品（很一般的）是要收费的（收费的标示字体很小，要细心发现），冰柜的任何饮品包括房间里唯独的两瓶矿泉水都是要收费的，收费标示远离冰箱而放在床头柜上，但并没有标出矿泉水的具体收费，不打电话去问是想不通到底是收费还是免费的，以上关于房间消费的手段本人', '短评打分': 5}
{'短评内容': '房间很大，楼下就是沃尔玛，地下停车场大，方便停车，但酒店管理要改进', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '房间干净，淋浴水量大够热，就是房间靠近中央空调主机会有点吵  ', '短评打分': 3}
{'短评内容': '不错，只是我3月份的订单入住了还是没有给我确认.', '短评打分': 1}
{'短评内容': '不错，性价比高', '短评打分': 3}
{'短评内容': '入住这是主要是因为离亲戚家比较近，交通方便，而且酒店设施和装修都不错，卫生也挺好的。下次还会入住这里。', '短评打分': 5}
{'短评内容': '.   满意，房间很大，干净。', '短评打分': 3}
{'短评内容': '还是比较满意', '短评打分': 3}
{'短评内容': '酒店环境还不错，性价比还可以！值得推荐！！！！', '短评打分': 5}
{'短评内容': ' bu cuo  bu cuo bu cuo bu cuo bu cuo bu cuo', '短评打分': 5}
{'短评内容': '酒店位置很好, 鄰近國際廣場沃爾馬也在這里, 酒店5樓的富臨飲茶食點心, 午飯也很好, 同時酒店很清潔, 唯一是服務員未能到位, 還要多加培訓, 我在預訂時間到達, 前台查不到藝龍的訂房資料, 拿著訂房確認單也找不到, 最後我提他是否用住客登記的才找到。', '短评打分': 5}
{'短评内容': '不错！\n只是结账不灵活，连个水单都不肯改，服务态度问题！', '短评打分': 5}
{'短评内容': '性价比很高，就是前台小姐的态度不太好。其它都还好', '短评打分': 5}
{'短评内容': '性价比很不错。如果能够提供早餐或是结账能够更加灵活，能满足客户 要求更好', '短评打分': 5}
{'短评内容': '环境与服务达到四星级标准,有特殊情况可以延迟退房,以后还会选择住.', '短评打分': 5}
{'短评内容': '几干净，不过比较细，舒适度可以，都算值得推荐吧', '短评打分': 5}
{'短评内容': '酒店大堂和房间装修满足四星标准。我定的是经典双人房，房间挺干净，床上用品也挺舒服。离七星牌坊1.5公里。楼下购物方便。酒店对面有间“皇中皇”裹棕店，味道好好。大门右侧有间湘菜馆“蒸有味”，湘菜做得挺地道，一群人在那里连吃2天。下次去肇庆还会住这里。', '短评打分': 5}
{'短评内容': '房间不错，里面的房间很安静。周围商业设施也很方便。5楼的餐馆比较贵，和深圳的价钱差不多。', '短评打分': 5}
{'短评内容': '相当不错的酒店哦，不管是环境还是服务都很好，唯一比较差的是窗外的风景而已！而且周围商店和餐馆也很多，如果不喜欢出外酒店五楼的茶点也不错！推荐大家入住哦，虽然离风景区有点距离，可是肇庆的taxi相当的公道哦，也不贵，所以出行完全不成问题！', '短评打分': 5}
{'短评内容': '酒店位置很好，周围配套齐全，去哪都方便。我每次都住这。', '短评打分': 5}
{'短评内容': '没有早餐不方便，这次还是没有暖气，有点吵。环境还不错。', '短评打分': 5}
{'短评内容': '酒店环境挺好，干净，有冰箱但遗憾的是几次入住都没有暖气，没早餐。', '短评打分': 5}
{'短评内容': ' 还可以，安静，就是没有早餐，没有早餐！！！\n 结账也不够灵活', '短评打分': 5}
{'短评内容': '酒店房间不错，挺大的。。周边也比较繁华，就是由点吵', '短评打分': 5}
{'短评内容': '房间宽敞，灯光合适，例外两个卫生间，很舒适。', '短评打分': 5}
{'短评内容': '入住豪华大床房，酒店不错，但没送早餐，当天肇庆低温至4~5度，酒店说已经送暖气了，调了后还是没有，整晚冻死了，酒店是四星却没有保险箱，细节待加强。', '短评打分': 5}
{'短评内容': '酒店环境好,房间很大,服务也不错.就是浴室喷头总挂不上.下次还考虑入住.', '短评打分': 3}
{'短评内容': '住的豪华单人房，房间很大，安静。加了25元的早餐，在酒店外吃早茶，但等候的时间太长', '短评打分': 5}
{'短评内容': '住过多次，这次过去酒店不提供一次性梳洗用具，如果使用另外付费，感觉挺环保，\n不错。', '短评打分': 5}
{'短评内容': '不错不错，本来订了另外的酒店，已经住了一晚，最后还是改来这里住，又便宜又舒服，性价比很高！', '短评打分': 5}
{'短评内容': '酒店装修比较漂亮，屋内设施较好，能舒适入睡。下次去肇庆还会入住', '短评打分': 5}
{'短评内容': '酒店设施不错，地理位置相对比较方便，下次还会住', '短评打分': 5}
{'短评内容': '服务还可以，位置也可以，但价格还是偏高了一点。', '短评打分': 5}
{'短评内容': '非常好，位置好环境好设施新服务也很好，很舒服！', '短评打分': 5}
{'短评内容': '实惠，干净！', '短评打分': 3}
{'短评内容': '去肇庆2次都住这里，都挺满意的。周围吃饭方便，停车方便，酒店环境不错。', '短评打分': 5}
{'短评内容': '布局好，比较舒适，可能住楼层矮，楼下就是KTV，有点嘈，但入住时服务员已有告知，所以还是比较满意的', '短评打分': 5}
{'短评内容': ' 酒店房间挺好', '短评打分': 5}
{'短评内容': '总体印象良好，在该地区来说相当不错了，楼下麦当劳肯德基全有了', '短评打分': 5}
{'短评内容': '酒店很好,值得推荐,交通方便,有大型商场、影院，饮早茶可以去水和田或肥羊村便宜又好味。', '短评打分': 5}
{'短评内容': '第一次入住，感觉还不错，配套设施应该是准三星的吧', '短评打分': 3}
{'短评内容': '服务不到位,同样的要求要重复好几次.房间用品一般,没有早晨,太辛苦了.', '短评打分': 5}
{'短评内容': '地处中心地段，旁边有kfc等，很方便。\r\n下次去还住这里', '短评打分': 5}
{'短评内容': '+8055房', '短评打分': 5}
{'短评内容': '位置较好,舒适干净又安静,附近吃喝玩乐都方便,早茶最好去“水禾田”或“肥羊村”吃,环境好,便宜又好吃,在酒店门前大路向右走300米到500米就是了,很好。', '短评打分': 5}
{'短评内容': '卫生设施都还不错，服务态度也很好，价格和环境还是比较合适。', '短评打分': 5}
{'短评内容': '保安太少，感觉有点阴森，其它还行，没早餐吃。', '短评打分': 5}
{'短评内容': '酒店比较新，入住舒适。不足之处在于网站300多的订房价不含早，显得性价比稍低', '短评打分': 5}
{'短评内容': '大致一般.', '短评打分': 5}
{'短评内容': '条件还可以\r\n前台办理手续慢', '短评打分': 5}
{'短评内容': '房间设施不错~', '短评打分': 3}
{'短评内容': '隔音不是太好', '短评打分': 1}
{'短评内容': '新装修的酒店，房间很宽敞舒适。周边生活设施齐全，值得推荐。', '短评打分': 5}
{'短评内容': '整天不错\r\n没早、饭\r\n也没自己、餐厅', '短评打分': 5}
{'短评内容': '酒店的整体情况良好，卫生和性价比都非常满意', '短评打分': 3}
{'短评内容': '酒店各项东西都不错，只是觉得前台的服务效率和态度与星级酒店还有一定的差距，部分前台人员在宾客面前表现欠佳\r\n', '短评打分': 5}
{'短评内容': '酒店吃早茶那个香港餐厅,好像叫什么陶然居吧,虾饺里的虾不新鲜;', '短评打分': 5}
{'短评内容': '很整齊乾淨的酒店\r\n旁邊有真功夫\r\n吃早餐很方便', '短评打分': 3}
{'短评内容': '酒店设施很新，卫生条件非常好，感觉很舒适。用餐不太方便，早餐要到酒店外用。总体感觉很好，下次会继续入住。', '短评打分': 5}
{'短评内容': '酒店一般，但节日期间房间太贵了，肇庆的都这样', '短评打分': 5}
{'短评内容': '不錯的酒店,值得推薦,雖不是在七星岩景區附近,但門口有公交車直達牌坊,交通算是便利.', '短评打分': 3}
{'短评内容': '很乾淨舒適的酒店,門口也有公交車可以到達七星岩景區,但酒店不提供旅遊地圖,需要自費購買,整體來說仍是很不錯的酒店。', '短评打分': 5}
{'短评内容': '酒店的设施跟装修卫生都很好.\r\n\r\n唯一不好的就是大堂的一位较年轻的大堂经理,因为没有收到传真而给说话给顾客听,我可是常出入这酒店豪华客房的顾客呢...', '短评打分': 5}
{'短评内容': '感觉非常不错，本次是第二次入住，下次肇庆此酒店还是首选。', '短评打分': 5}
{'短评内容': 'not bad', '短评打分': 5}
{'短评内容': '房间很大,家具一般,性价比很好,位置十分方便', '短评打分': 5}
{'短评内容': '从电梯到房间的距离太远，走得比较辛苦', '短评打分': 5}
{'短评内容': '基本上是一間合格的四星級酒店 除了位置離市區比較遠以外, 其他各方面還是非常不錯 特別欣賞他旁邊的巨型商場 基本上你想食什麼買什麼都是非常方便 ', '短评打分': 5}
{'短评内容': '不錯...PUSH!!!', '短评打分': 5}
{'短评内容': '非常物超所值的酒店，设施比较新，年轻的朋友们应该比较喜欢。', '短评打分': 5}
{'短评内容': '性价比很高。交通方便。周围的商业环境也不错。但，餐厅的消费不能与房费一起结算，有些不方便。', '短评打分': 5}
{'短评内容': '酒店很新房间很大，价格比较合适。但是CHECK OUT时间超长！而且，我CHECK OUT时，前台还死活说我涂鸦了服务指南要我赔偿。估计是上手住客涂鸦了没有发现赖在我头上。这个比较让我不满。除此之外其他一切都还可以。', '短评打分': 5}
{'短评内容': '酒店门前太差，没有指示牌，也没停车指示。地下停车场更差，只有指示去商场的指引，而没有出口指示，管理问题。', '短评打分': 5}
{'短评内容': '酒店的服务卫生以及设施都很好的，酒店的位置不错的，出行很方便的，性价比不错的酒店。', '短评打分': 3}
{'短评内容': '整体感觉还可以，酒店位置不错，环境也还可以，就是服务比较一般 ', '短评打分': 3}
{'短评内容': '酒店的房间很大而且很舒服&#183;服务态度很好。坐taxi去市中心不过6员左右！\r\n比较不足的是因为酒店是比较新，所以没有什么很好的娱乐设施～\r\n总体来说真的很不错  值得推荐～', '短评打分': 5}
{'短评内容': '酒店交通很方便，里面的硬件条件和服务也都不错，价格适中，我觉得挺好的。', '短评打分': 5}
{'短评内容': '酒店干净房间大，地理位置也不错，可惜没有早餐', '短评打分': 5}
{'短评内容': '酒店的整体不错的，服务卫生以及设施都很好的，酒店的位置以及交通都很方便的，酒店的价格还可以。', '短评打分': 5}
{'短评内容': '整体感觉不错，价格合适，服务和卫生条件也不错', '短评打分': 5}
{'短评内容': '新开业的酒店,还有些装修的味道,其他方面还不错', '短评打分': 5}
{'短评内容': '酒店总体感觉一般,环境不好,硬件还可以软件不行,新开的酒店服务比较差,退个房都得弄半天.', '短评打分': 5}
{'短评内容': '还可以,我住的豪华房面积比较大,设施也很好.就是还有一点装修味道.总体值得推荐.', '短评打分': 5}
{'短评内容': '在当地算可以了,不过不满意的就是竟然没有早餐餐厅,所以就不送早餐了,只能到外边吃,好在是市中心,楼下都是商店和饮食店,麦当劳KFC都有.房间设施很好,就是整个酒店很空,晚上都象没人一样,从电梯走到房间,楼道的灯太暗有点吓人.总的来说不错,推荐.', '短评打分': 5}
{'短评内容': '酒店位置很方便，服务也热情但是房间有异味，很难闻', '短评打分': 3}
{'短评内容': '这家酒店除了服务好,其他没一样好的...房间的mini bar是锁住的,连支水都没有...空调只有冷风没有热风,冷得我半死.网线的连接也有问题,还好服务员非常耐心的帮我整帮我换房间而且不收小费,但是搞了很久,当换到可以上网的房间的时候,已经晚上11点要睡觉了!', '短评打分': 1}
{'短评内容': '新装修的酒店的房间还是有点装修的气味，房间的通风不太好，位置很方便，准五星的酒店价格还是挺便宜的', '短评打分': 5}
{'短评内容': '挺好的，很干净，很舒服，不过当时去时候安排的房间没有宽带，有加钱换了一间，不过房间也挺好的', '短评打分': 5}
{'短评内容': '酒店的位置挺好的，他的环境服务也不错，给我感觉挺舒服的。', '短评打分': 5}
