{'短评内容': '非常好，好，好。', '短评打分': 5}
{'短评内容': '真的很不错，设施很齐全，很满意', '短评打分': 3}
{'短评内容': '特价房还含单早，非常超值，虽然稍微偏了点，不过交通方便也无所谓了。', '短评打分': 5}
{'短评内容': '我住的迷你房，房间环境挺好的，住上去挺舒服，早餐也挺丰富。', '短评打分': 5}
{'短评内容': '性价比较高，还有早餐赠送，不足之处是位置稍有点儿偏，如果自驾则很合适入住。', '短评打分': 5}
{'短评内容': '还不错哇，酒店80外加一份还可以的早餐，一切都还不错，每次都订特价房，觉得也值那个价格。', '短评打分': 3}
{'短评内容': ' 非常不错，建议有机会都去。', '短评打分': 3}
{'短评内容': '标准单人间房间没有上次入住的大，少了沙发和圆桌，不过房间还是很干净，很整洁的～', '短评打分': 3}
{'短评内容': '还不错哦 下次还会来 ！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '确实不错，性价比较高，值得选择，建议早餐的蔬菜再静一点，不再数量，在质量。', '短评打分': 5}
{'短评内容': ' 环境舒适价格优惠 就是吃饭不是很方便', '短评打分': 3}
{'短评内容': '挺不错的一家商务酒店，安静，服务也不错。', '短评打分': 5}
{'短评内容': '很好，很实惠，还要来。很好，很实惠，还要来', '短评打分': 5}
{'短评内容': '第2次入住，总体感觉没上次好，一是设施旧了，二是空调太响。早餐品种增加了一些，在目前的价位还是挺值', '短评打分': 3}
{'短评内容': '很好很好很好很好很好很好很好很好很好很好很好很好', '短评打分': 5}
{'短评内容': '不错，性价比高，交通便利，如果下次选择，还是会选择这家宾馆', '短评打分': 5}
{'短评内容': '性价比极高，服务OK。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '在我看来是金华最性价比的宾馆了，环境服务都很好的说', '短评打分': 5}
{'短评内容': '虽然小，但不局促，很干净，价格实惠，性价比高。', '短评打分': 5}
{'短评内容': '这个价格这个酒店绝对的赞，非常喜欢，环境很好。', '短评打分': 5}
{'短评内容': '房间不错满干净的！', '短评打分': 3}
{'短评内容': '房间比较干净，早餐也不错。', '短评打分': 3}
{'短评内容': '这个酒店还可以，不过空调、冰箱都有故障，发现故障及时找总台处理哟', '短评打分': 5}
{'短评内容': '性价比很高', '短评打分': 3}
{'短评内容': '确实不错。一个人住很好。特价房就是小了点。还有免费早餐。早餐也比较丰富。', '短评打分': 5}
{'短评内容': '非常好，实惠非常好，实惠/非常好，实惠/非常好，实惠/', '短评打分': 5}
{'短评内容': ' 环境还不错', '短评打分': 3}
{'短评内容': '来金华我只选择这家酒店，一如既往的不错。。。。。。。。。。', '短评打分': 5}
{'短评内容': '也不知道是第几次入住了，总之去金华肯定首选这家', '短评打分': 5}
{'短评内容': '房间面积很小，隔音效果差，道路噪音影响很大。墙角有很多墙纸脱落，厕所边上的地毯发霉，房内没有纸巾，只有厕所有很硬的劣质卷纸。', '短评打分': 1}
{'短评内容': '不错，如果有朋友来金华  会向我的朋友推荐这家酒店，', '短评打分': 5}
{'短评内容': '酒店服务不错，很干净，价格也比较实在。', '短评打分': 3}
{'短评内容': '挺好的，不错的一次选择，洗手间很漂亮，比较安静。', '短评打分': 5}
{'短评内容': '不错，推荐。打车不太方便，开车的朋友可以选择。', '短评打分': 5}
{'短评内容': '酒店环境还是过得去的，比较安静。就是打车不是很方便，连续两个星期出差到金华都选择这家酒店。特价房，性价比不错', '短评打分': 5}
{'短评内容': '一如既往的推荐，性价比没得说。还包含早饭是值得一住的。', '短评打分': 5}
{'短评内容': '很干净，里面设施很健全，可惜那房间冰箱出了点问题不能冰酸奶了 可惜', '短评打分': 5}
{'短评内容': '不错，虽然只住了几个小时，要是能半价就好了', '短评打分': 5}
{'短评内容': '不错，环境也好！很经济实惠！下次一定再来！', '短评打分': 5}
{'短评内容': '比较有特色，几年前出差是来住过，这次再来，感觉依然很好。性价比高，值得推荐。', '短评打分': 5}
{'短评内容': '这是一家在金华地区不错的酒店，而且价位也是不错的。里面的卫生是不错的，还有就是有不错的早点\n。离市中心也很近！', '短评打分': 5}
{'短评内容': '酒店设施很好 很安静 就是打车有些不方便，下次还住这里 ', '短评打分': 5}
{'短评内容': '服务态度挺好。卫生间的马桶很有特色。只是隔音有点不好。', '短评打分': 5}
{'短评内容': '很不错的酒店，环境很安静，有机会还会光临', '短评打分': 5}
{'短评内容': '比较经济，就是周边没什么购物、吃饭的地方，不过特价房价格很给力', '短评打分': 5}
{'短评内容': '住的房间纸都不放的，有必要这么省么？', '短评打分': 3}
{'短评内容': '  酒店不错…性价比高', '短评打分': 3}
{'短评内容': '  房间不错…外卖不错', '短评打分': 3}
{'短评内容': '很好，睡得也挺舒服的，就是我的房间一个床大一个床小，感觉好奇怪哦。', '短评打分': 5}
{'短评内容': '还可以吧，就是服务需要跟上啊~！~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '房间差异挺大的，有好有坏，看您个人运气了。但总体还好。', '短评打分': 3}
{'短评内容': '房间设施齐备，还有落地窗，在网上订的，价格很实惠，非常好的地方', '短评打分': 5}
{'短评内容': '酒店设施齐全 个别几间不太理想', '短评打分': 3}
{'短评内容': '每次去金华都会住的，只是床小了点，很好，嘻嘻', '短评打分': 5}
{'短评内容': '房间布置的很温馨，一些设施很完善，尤其是电冰箱可以存放酸奶等食品。沙发是一个亮点，可以躺在上面舒服的看书~~~', '短评打分': 5}
{'短评内容': '这儿环境很不错，这次定的80元的房间虽小，但是很不错，而且有带窗户，很温馨舒服，两个人住也还好。', '短评打分': 3}
{'短评内容': '还是老样子 干净 舒适 空调不太给力', '短评打分': 3}
{'短评内容': '比较满意，酒店员工服务态度很好，特别是前台收银的员工，谢谢你帮我换的网线。呵呵', '短评打分': 5}
{'短评内容': '前台态度太不像酒店了，像是咱不付钱求着人家一样，早餐也是百年不变', '短评打分': 1}
{'短评内容': '酒店位置环境都很不错，价格公道，早饭也还好呢', '短评打分': 5}
{'短评内容': '性价比不错，值得入住，只是位置有点偏，平民可以考虑', '短评打分': 5}
{'短评内容': '性价比不错，个别商务房的电脑有些小故障，可惜酒店没有晒衣服的地方啊', '短评打分': 5}
{'短评内容': '主的80元的房间~~很不错很不错~~~虽然不大~~但是该有的都有~~还可以的~~~以后去了还是继续这家~~', '短评打分': 5}
{'短评内容': '性价比可以，交通也算可以，位置环境不错，近河边小公园，服务一般，房间设施可以。', '短评打分': 5}
{'短评内容': '岭下朱工业园区岭下朱工业园区岭下朱工业园区', '短评打分': 5}
{'短评内容': '性价比很好，而且比较安静，服务人员态度不错', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '其他都蛮好的 就是前台素质需要提高 一问三不知', '短评打分': 5}
{'短评内容': '性价比很高，订的特价房，细心体贴，居然有早餐，虽然本人不吃，但体现了酒店的服务意识。特价房的虽小但布局很好，合理。让我满意', '短评打分': 5}
{'短评内容': '麻雀虽小，五脏俱全，里面吹风机，什么的都有的，只是虽然有网线，但是不能上网，厕所很不错，明亮干净，设施俱全，比较正规的店，比起那些私人的宾馆，那这家好很多，房间不是很大的，我住的时特价房，在国庆期间能订到80快得房间很不容易了，所以还是比较满意的，而且前台的服务也没网上说的那么差，虽然没有特别热情，但也过的去了。早餐品种较多，只是我没什么胃口吃', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': 'hao hao  hao hao  hao hao  hao hao  hao hao  hao hao  ', '短评打分': 5}
{'短评内容': '房间装修很考究，干净卫生，离市中心也不远，推荐！！', '短评打分': 5}
{'短评内容': '服务态度不错，房间比较新，坐出租车到市中心也不贵', '短评打分': 5}
{'短评内容': '还不错，蛮干净的，蛮舒服的，嗯  水不是很热吧、还有夜里桥面这边会吵一些，早上也是。就这些了。', '短评打分': 5}
{'短评内容': '价格不错，房间可以…', '短评打分': 3}
{'短评内容': '价格合理，房间性价比高', '短评打分': 3}
{'短评内容': '房间刚开进去有点味，房间偏小了点，装潢不错，价格实惠，值得推荐', '短评打分': 5}
{'短评内容': '酒店位置很好，靠近江边，附近有公园。房间就是有点偏小。', '短评打分': 5}
{'短评内容': '不错，就是刚进去烟味比较大啊。。。。。。。。。。', '短评打分': 5}
{'短评内容': '很不错的酒店', '短评打分': 3}
{'短评内容': '还不错，就是有点旧,服务上基本还可以，早餐也挺丰富的。', '短评打分': 5}
{'短评内容': '还不错的哦，比较干净环境也还不错哦，下次还是会继续入住', '短评打分': 5}
{'短评内容': '蛮好的，性价比的确很高……住的80的，在金华估计找不到这样的了，还给你早饭……蛮好的……可恶的凑字数可恶的凑字数可恶的凑字数可恶的凑字数可恶的凑字数可恶的凑字数', '短评打分': 5}
{'短评内容': '性价比高很好的一家商务酒店，环境也可以，就是刚进去有烟味。\n前台服务也可以，只是不在市中心，交通不是很方便。', '短评打分': 5}
{'短评内容': '感觉还行，位置不大好找，周围吃 饭和买东西，离吃饭的地方太远，要自己用力找一找，服务还好的，很干净。房间里面消费品太多，以致会要很多押金。这个不大好', '短评打分': 5}
{'短评内容': '酒店服务很好，特价房干净整洁，还有宽带，交通位置也很方便，离酒店不远就有公交车直达市中心和火车站，早餐也很丰盛。下次来金华还要住这里。', '短评打分': 5}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': '单间太小了，离江边很近，但是看不见江景，早餐不错，值得一住单间太小了，离江边很近，但是看不见江景，早餐不错，值得一住', '短评打分': 5}
{'短评内容': '酒店相当好。值得推荐。', '短评打分': 3}
{'短评内容': '非常好非常好非常好非常好非常好非常非常好非常好常好非常好常非常好非常好非常好好非常好好非常好非常好非常好非常好非常好非常好非常好非常好非常好', '短评打分': 5}
{'短评内容': '非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好', '短评打分': 5}
{'短评内容': '还可以，位置比较偏，就是不能上网，此房间网络坏了比较不方便', '短评打分': 3}
{'短评内容': '很划算，现在成了我金华的家。', '短评打分': 3}
{'短评内容': '不错，很满意。就在家里的隔壁，经常朋友来都会去住。很方便\n卫生都做的不错。楼下总台的小姐服务也很不错。', '短评打分': 5}
{'短评内容': '   该酒店设施齐全，价格优惠，性价比较高，只是早餐较为简易，酒店也稍显陈旧。客房人员的工作主动性不够，素质有待提高。  ', '短评打分': 5}
{'短评内容': '这样的价格可以住这样的房间真的很不错哦。还有一家酒店也是紫东驿站一个老板开的，叫紫阳豪庭，都很不错的哦。以后去金华都要住这两家酒店哦。', '短评打分': 5}
{'短评内容': '很不错的旅店，性价比高。\n烦人的字数，这样谁还品论啊……凑字数………………\n不够啊，我凑凑凑凑凑凑凑凑凑凑凑凑凑凑凑凑凑凑凑ccc\n', '短评打分': 5}
{'短评内容': '房间不错，早餐很可口，赞，房间不错，早餐很可口，赞，房间不错，早餐很可口，赞，房间不错，早餐很可口，赞，房间不错，早餐很可口，赞，房间不错，早餐很可口，赞，房间不错，早餐很可口，赞，房间不错，早餐很可口，赞，', '短评打分': 5}
{'短评内容': '挺可以的，我只住过高级单人房和迷你房，迷你房其他都还可以就是刚进去，味道有点重，服务态度不错，卫生也挺到位', '短评打分': 5}
{'短评内容': '前台服务很好，很热情；房间很舒心，干净，配套也好；烤小区一面很安静，都没有什么杂音；每次来金华都选择紫东，下次也是。', '短评打分': 5}
{'短评内容': '不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。不错。', '短评打分': 5}
{'短评内容': '很舒适。设备齐全，早餐味道不错，类别蛮多的。挺喜欢的，就是床小了点，没有电脑，总体是性价比还是蛮高的。', '短评打分': 5}
{'短评内容': '还可以啊 啊哈哈 老地方了 老地方了 老地方了 老地方了 老地方了 老地方了 老地方了 老地方了 老地方了 老地方了 老地方了 老地方了 老地方了 老地方了 老地方了 老地方了 老地方了 老地方了 老地方了 老地方了', '短评打分': 5}
{'短评内容': '非常好，经济有实惠。服务有好。推荐金华紫东驿站商务酒店', '短评打分': 5}
{'短评内容': '总体还可以，房间较小', '短评打分': 3}
{'短评内容': '环境，服务等各方面都相当的不错！！！下次还去住。', '短评打分': 5}
{'短评内容': '性价比高，就是空调声音有点大.早餐还凑合，周围吃的很多，商场也比较近', '短评打分': 5}
{'短评内容': '每次去这家酒店感觉都非常好，简单实用，而且性价比高，服务态度也好，就算是特价房也有早餐供应，虽然我每次我都没起床去吃，但是还是觉得性价比很高。', '短评打分': 5}
{'短评内容': '价格实惠，虽然有点偏但还是不错的，满干净，旁边有家饭店味道也不错，推荐。对了旁边的洗脚的有点黑啊，价格乱来!', '短评打分': 5}
{'短评内容': '不错不错 非常 不错！不错不错 非常 不错！不错不错 非常 不错！不错不错 非常 不错！不错不错 非常 不错！不错不错 非常 不错！不错不错 非常 不错！不错不错 非常 不错！不错不错 非常 不错！不错不错 非常 不错！不错不错 非常 不错！不错不错 非常 不错！不错不错 非常 不错！不错不错 非常 不错！不错不错 非常 不错！不错不错 非常 不错！不错不错 非常 不错！不错不错 非常 不错！不错', '短评打分': 5}
{'短评内容': '服务态度好，酒店内设施齐全，非常好，只是房间有点小，但是价格非常的实惠', '短评打分': 5}
{'短评内容': '不是第一次住了，这次订的特价房，还送一张早餐券，环境不错，房间一个人住的话刚好。', '短评打分': 5}
{'短评内容': '还不错，就是边上饭店不多，房间比较干净，网络比较通畅', '短评打分': 5}
{'短评内容': '虽然酒店的位置有点偏，但房间设施齐备，也比较干净卫生，还有送自助早餐，从性价比来说，是非常不错的选择。', '短评打分': 5}
{'短评内容': '设施不错，挺干净的。冰箱不制冷，维修人员说寿命到了。这个怎么不更换一下呢', '短评打分': 5}
{'短评内容': '这个酒店性价比很高，很有特色，而且周边的环境很好。下次到金华还是住这个酒店，相当超值！', '短评打分': 5}
{'短评内容': '舒服。。。。。。。。。。。。。。有点小~~~', '短评打分': 5}
{'短评内容': '好~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '浓缩中的精华，虽然住的是迷你房，但非常紧凑和方便的房间，洗浴的出水量是我住过所有酒店里面最好的。下次去一定还住。', '短评打分': 5}
{'短评内容': '酒店的设置和装修都非常满意，可以说是高性价比的酒店，我住的是特价房，但是给我的感觉就是值，特别是里面的小冰箱给我印象很深，这是一般连锁酒店都不曾有的设施。而且整个房间的环境很满意···总之非常满意', '短评打分': 5}
{'短评内容': '不错，挺好的环境....................', '短评打分': 5}
{'短评内容': '性价比好，设施全，环境也不错。早饭一般，但是位置找起来方便。', '短评打分': 5}
{'短评内容': '挺不错的，下次还会再来', '短评打分': 3}
{'短评内容': '地段清净，房间较小但设备比较齐全。但房间比较潮。', '短评打分': 5}
{'短评内容': '服务态度，卫生都挺好的，房间布置的也很温馨，如果有需要，我想应该会考虑再次入住的，结账完的时候，酒店还有赠送礼品的。不错的。', '短评打分': 5}
{'短评内容': '很好，服务很好，房间很干净，真的很不错！', '短评打分': 3}
{'短评内容': '位置不是很偏，房间还可以接受，服务很好，前台很热情，推荐入住', '短评打分': 5}
{'短评内容': '特价房不错，应该是金华性价比最高的了。房间有点气味，勉强能接受，空调吹半小时方才散去。', '短评打分': 5}
{'短评内容': '酒店不错  物超所值啊 公道 合理  推荐给大家', '短评打分': 5}
{'短评内容': '性价比还真的比较高，服务也好，早餐也不错，挺实惠', '短评打分': 5}
{'短评内容': '不错的酒店，还是值得推荐给大家的 是一家性价比比较高的酒店', '短评打分': 5}
{'短评内容': '感觉还好，特价房过的去就好，环境也还行，一个人住足够了', '短评打分': 5}
{'短评内容': '总的来说还算不错，性价比高，服务态度不错，可以推荐！', '短评打分': 5}
{'短评内容': '不错的酒店、不错的酒店，不错的酒店，不错的酒店', '短评打分': 5}
{'短评内容': '上次住8703还好，这次是8503，房间很重的气味，防盗栓也断了，感觉没上次好，早饭还行。。', '短评打分': 5}
{'短评内容': '这是个非常不错的酒店，很干净，地理位置也很好，价格也适当，应该是性价比比较高的酒店，推存。', '短评打分': 3}
{'短评内容': '我来金华，第一选择就是他＿紫东驿站，不错的选择。', '短评打分': 3}
{'短评内容': '除了电视机播放效果不理想外，其他都好。', '短评打分': 3}
{'短评内容': '这家酒店式我经常来住的酒店，主要是房间很干净，服务员态度很好，很温馨的感觉，缺点是位置有点偏，不过对的起这个价格，好在金华本来就很小,哪里都还好，离金发广场也就500米', '短评打分': 5}
{'短评内容': '这家酒店很不错的啊，很干净很安静的，推荐下', '短评打分': 5}
{'短评内容': '迷你房不错 物美价廉 ', '短评打分': 3}
{'短评内容': '总体讲房间整洁，服务质量尚好，价格降至80元较合适。', '短评打分': 5}
{'短评内容': '设施可以，卫生干净，就是早餐没水果。', '短评打分': 3}
{'短评内容': '房间很干净，住的很舒适，整理房间的阿姨人很好。下次去金华一定再去住。', '短评打分': 5}
{'短评内容': '环境和态度基本上还可以，性价比高。', '短评打分': 3}
{'短评内容': '环境还可以的，就是冰箱坏了。勉强推荐。', '短评打分': 3}
{'短评内容': '第二次入住了，非常愉快，还是很推荐的，性价比高。', '短评打分': 5}
{'短评内容': '感觉还不错吧，住了好几次了，感觉很行，就是边上不好打车。早晨还可以，比没有强。', '短评打分': 5}
{'短评内容': '还可以，房间不错', '短评打分': 3}
{'短评内容': '此酒店的服务不是一般的差，总台没有笑脸，连进门你好都没有的，哎！！！住嘛也就一般般了', '短评打分': 1}
{'短评内容': '酒店设施很不错,服务态度也好,性价比非常高', '短评打分': 5}
{'短评内容': '＋宾馆的空间比较大，隔音较好，环境舒适，还有早餐，性价比高。', '短评打分': 3}
{'短评内容': '比较满意的，交通方便，，，，，，，，，，，', '短评打分': 5}
{'短评内容': '非常值得推荐！很有性价比！强烈推荐哈！下次来还会住哈！这次是110的迷你房哈！', '短评打分': 5}
{'短评内容': '酒店硬件设施很好，服务很热情周到，价格物超所值。', '短评打分': 5}
{'短评内容': '算是比较表不错的酒店，就是位置稍微有点偏僻，比快捷酒店设施好，价钱比快捷要优惠，我住的特价房，算是可以把！', '短评打分': 5}
{'短评内容': '还好。', '短评打分': 3}
{'短评内容': '一如既往的支持 下次来还是会选择紫东驿站酒店', '短评打分': 5}
{'短评内容': '我定的是特价房，80元一晚的单人房。可能是装修时间比较长了，房间显得不是很干净，但价格便宜。酒店周边环境比较安静，早晨的空气也很好。', '短评打分': 5}
{'短评内容': '我定的是标准单人间·虽然价格便宜但是房间很宽敞，而且硬件设施不错，唯一让人有点不开心的就是早上8点就有装修的声音一直响，让人睡不着觉，其他的都不错，值得推荐，', '短评打分': 5}
{'短评内容': '性价比一直很好！下次还会入住，就是隔音不怎么好', '短评打分': 5}
{'短评内容': '性价比高，早餐丰富，交通稍不便利，酒店周边环境不怎么好。', '短评打分': 5}
{'短评内容': '性价比高，就是交通不是很便利，早餐也比较丰富，下次还是会选择住这里。', '短评打分': 5}
{'短评内容': '不错，一如既往的支持。交通还算便利，环境不错。', '短评打分': 5}
{'短评内容': '135一间的  喝了一瓶红牛10块 一瓶矿泉水5块  早上结帐居然收我160', '短评打分': 1}
{'短评内容': '老住户了，这样的价格，呵呵，一直会继续入住的', '短评打分': 5}
{'短评内容': '不错，早餐蛮丰富，设施也很周到\n就是服务业应该多了解点金华，不要一问三不知', '短评打分': 5}
{'短评内容': '赞一个赞一个赞一个赞一个赞一个赞一个赞一个赞一个', '短评打分': 5}
{'短评内容': '总体来说不错，不过没有午餐和晚餐哟，最好不要有骚扰电话', '短评打分': 5}
{'短评内容': '不错的酒店，干净卫生，很舒服，这个价格有这个服务，应该算是很好了', '短评打分': 5}
{'短评内容': '服务态度很差，叫个吃饭的地方都没有，性价比不高', '短评打分': 1}
{'短评内容': '特价房，物超所值，而且还有早饭券送，下次到金华还要选择紫东驿站', '短评打分': 5}
{'短评内容': '非常好，要的迷你房，但房间很好，一个人住非常舒服', '短评打分': 5}
{'短评内容': '这家酒店是我住过的宾馆当中，性价比最高的，非常推荐，相信不会让大家失望。', '短评打分': 5}
{'短评内容': '性价比高，环境不错，位置稍偏，总体来说值得推荐', '短评打分': 5}
{'短评内容': '这个价住这种酒店绝对值，酒店房间很舒适，在金华做项目两年了，真后悔没有早些尝试紫东驿站，以后来金华还会住的，希望价格不要由于是年前才这么便宜', '短评打分': 5}
{'短评内容': '第三次住了， 还是一如既往的好，小而精致', '短评打分': 5}
{'短评内容': '还不错啊，出差主要是安全，安全就行！非常不错！', '短评打分': 5}
{'短评内容': '不错，物有所值！赞一个不错，物有所值！赞一个不错，不错，物有所值！赞一个物有所值！赞一个', '短评打分': 5}
{'短评内容': '酒店卫生干净，但是卫生间的下水道设计不合理老漏水，还有每天晚上10点这样就有“需不需要按摩服务”的电话打进来，不知道是不是酒店的合作伙伴！', '短评打分': 5}
{'短评内容': '还行吧，早饭有点晚啊。我早上7点去吃早饭，还有很多没有出炉呢！', '短评打分': 5}
{'短评内容': '很好，很满意。。如果能把早餐的时间再推迟一点，早餐更丰盛一点就好了、', '短评打分': 5}
{'短评内容': '定的迷你房，虽小，但布置的很不错，温馨的感觉', '短评打分': 5}
{'短评内容': ' 酒店很舒适.', '短评打分': 3}
{'短评内容': '不错 经常去的 经济实惠 尤其喜欢卫生间的大镜子', '短评打分': 5}
{'短评内容': '设施挺齐全   价格也合理   有网线还有液晶的电视    ', '短评打分': 5}
{'短评内容': '酒店还不错，就是靠公路边的房间有点吵。靠着居民区的房间很安全，很舒服！', '短评打分': 5}
