{'短评内容': '前台服务很好', '短评打分': 5}
{'短评内容': '挺好，早餐不错', '短评打分': 3}
{'短评内容': '酒店离世博园不算远，客户参加展会比较方便，客房干净整洁，还有早餐，性价比不错', '短评打分': 5}
{'短评内容': '还不错，价格不错，住宿环境也不错', '短评打分': 3}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '這家酒店入住的整體感覺還不錯。早餐也不難吃，下次還會選擇這一家入住。', '短评打分': 5}
{'短评内容': '就这个价位来说在上海算性价比较高的了。美中不足是竟然没有擦鞋布，这点连经济型酒店都不如。此外房间没有配备酒店的服务手册，中央空调有点霉味，一些细节上的卫生做得还不够好，有待提升。', '短评打分': 5}
{'短评内容': '位置不错，交通方便，服务尚可，早餐还行，总体可以哈平', '短评打分': 5}
{'短评内容': ' 很不错的酒店！环境好，服务也可以！', '短评打分': 3}
{'短评内容': '酒店地点很好，交通方便，附近很多餐馆！！！！！！！！！', '短评打分': 5}
{'短评内容': '酒店不错，价格再第一点就好了，值得推荐，酒店不错，价格再第一点就好了，值得推荐，酒店不错，价格再第一点就好了，值得推荐，酒店不错，价格再第一点就好了，值得推荐，', '短评打分': 5}
{'短评内容': '环境太好，交通方便，只是早餐差了点！', '短评打分': 3}
{'短评内容': '旅店修得很好，住得很舒适，服务员的态度也很好，性价比极高，但是早餐有点小贵而且不太好，这点需要改进，其他都还好；另外，希望能够再便宜一点，因为价格还是有点小贵。', '短评打分': 5}
{'短评内容': '房间很大   \n  环境很好    \n     对得起价格    \n        值得推荐   \n', '短评打分': 5}
{'短评内容': '服务态度好程      \n\n房间很大       \n\n环境很好 \n\n早餐比较简单\n\n不过还是值得推荐。\n', '短评打分': 5}
{'短评内容': '还不错，比较干净，服务态度一般.服务人员过少.另外早餐种类过于简单！周边环境还可以，但酒店其他娱乐设施不够完善。', '短评打分': 5}
{'短评内容': '厕所有味道，价格也一般般，不算便宜。没太大优点', '短评打分': 1}
{'短评内容': '在这个价位上很不错，装修比较新，空调也不错。', '短评打分': 5}
{'短评内容': '酒店的性價比很好，在上海地區而言這個價位非常好，以後還會入住的', '短评打分': 5}
{'短评内容': '房间非常舒适,价格相当便宜,地理位置也不错.住得非常满意,下次我还会住这家酒店,甚至会介绍我的朋友住.', '短评打分': 5}
{'短评内容': '房间很大，环境也很好，以后有机会还会来这里', '短评打分': 5}
{'短评内容': '酒店比较干净,到地铁8号线很近,可以直接坐到南京路', '短评打分': 5}
{'短评内容': '设施新，环境稍微偏远，房间大，价格经济适中', '短评打分': 5}
{'短评内容': '房间很大 环境很好 对得起价格 值得推荐推荐', '短评打分': 5}
{'短评内容': '果然如其口号：二星价格，五星享受（仅限于装修）！\n美中不足是，我为了不住临街的房间，换到了对面的房间，是不临街了，可是在空调机房旁。。。于是，一夜无法入睡啊。。。\n强烈建议避开空调机房，前台也应该提醒一下才是！', '短评打分': 5}
{'短评内容': '真的很不错，位置方便，就在8号线杨思站1号出口附近，走8~10分钟就到了。周围吃的饭馆比较多，几个小超市，两个发厅，还有一些按摩spa的地方，生活气氛比较浓。强烈推荐！', '短评打分': 5}
{'短评内容': '酒店比较新，早饭种类不多，不过酒店周围有很多饭店，吃饭非常方便。\n酒店位置不算太好，离龙阳路站很远，到世博会场的话，出酒店门打车到底就到了，大概不到10分钟，走是走不到的。', '短评打分': 5}
{'短评内容': '总体上说来还是不错的，挺干净的，就是早餐太差', '短评打分': 5}
{'短评内容': '＋酒店交通方便，很新，房间也大', '短评打分': 3}
{'短评内容': ' 酒店不错，卫生也不错，房间大，电视挺好，离地铁也很近，不错', '短评打分': 3}
{'短评内容': '不错,价格适中.房间大,雅致,周围吃饭有很多选择.很不错,交通也便利\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '很好很超值', '短评打分': 3}
{'短评内容': '价格适中.房间大,雅致,周围吃饭有很多选择.很不错,交通也便利', '短评打分': 5}
{'短评内容': '房价偏高', '短评打分': 3}
{'短评内容': '还不错，比较干净，服务态度也比较好，价格较为适中', '短评打分': 5}
{'短评内容': '酒店不错呀，房间、设施都很好，服务员也很好，缺点就是早餐太次了\n', '短评打分': 5}
{'短评内容': '酒店还不错，感觉比较温馨，服务态度也不错，离地铁也近，下次还会入住！', '短评打分': 3}
{'短评内容': '地理位置不错，交通也方便，房间设施齐全，很干净。', '短评打分': 5}
{'短评内容': '房间很宽敞很干净，服务质量也很好，下次继续入住', '短评打分': 5}
{'短评内容': '环境很好的酒店 床很舒服 很喜欢那里的浴室 哈哈~~', '短评打分': 5}
{'短评内容': '酒店很不错。干净。入住的时候酒店走廊在清洗地毯，然后用风机不停的吹干，到晚上八点，我在房间里听着实在吵，就像酒店抱怨，很快就将风机关掉了，而且还打到我房间电话向我道歉。总之酒店很负责任的。下次还会住。', '短评打分': 5}
{'短评内容': '该酒店标房房间大，早上自助餐也不错，走路到杨思路地铁站才3分钟左右，交通便利。性价比高。', '短评打分': 5}
{'短评内容': '距离世博会并不是很近，距离地铁很近但是标志不明显。住宿条件一般，在世博园旁边还有很多快捷酒店，性价比更高。', '短评打分': 1}
{'短评内容': '房间不错，就是赶上那天鞭炮特多，没睡好，酒店本身还是值得推荐的', '短评打分': 3}
{'短评内容': '挺干净', '短评打分': 3}
{'短评内容': '房间设施不错', '短评打分': 3}
{'短评内容': '维也纳国际酒店（上海世博园店）的确不错，不过世博期间价格很贵。', '短评打分': 5}
{'短评内容': '维也纳国际酒店（上海世博园店）很好很不错，我喜欢。', '短评打分': 5}
{'短评内容': '维也纳国际，以350一晚这个价位来讲，装修还算可以。前台服务态度不错，网速一般', '短评打分': 5}
{'短评内容': 'qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq', '短评打分': 5}
{'短评内容': '酒店是新造的、很新、很干净，很大气，特别喜欢它的床。离地铁、公交站都很近、很方便，是一家性价比很高的酒店，下次来上海还会入住这里！', '短评打分': 5}
{'短评内容': '  去世博的时候订的这家酒店，因为离六号门很近所以才订的这家，事实证明真的是很近，六号门进去就是中国馆，但那是所有出入口中人最多的一个，所以虽然住的近，但从没从那个口进过世博园。都是搭地铁去别的入口进园，现在想想蛮好笑的。\n  酒店交通还是比较方便的，出门往东走大约二三百米就是八号线的杨思入口，去市内的景点都可以通过八号线再换其他线，很方便。抵达上海的时候出火车站打车去酒店花了48元，离开的时候从', '短评打分': 5}
{'短评内容': '地理位置不错，性价比也可以，但前台服务似乎没什么经验，傻瓜问题一套一套', '短评打分': 5}
{'短评内容': '新开的宾馆，设施很新，服务比较周到，也很热情。屋内很舒服，需要的物品都齐全。旁边的餐厅也很多。性价比很高，基本列为以后来上海的首选。', '短评打分': 5}
{'短评内容': '还是不错的,隔壁就有个餐馆,酒店很新很干净.', '短评打分': 5}
{'短评内容': '酒店距离世博园，真的很近；员工待人接物态度也很好；就是希望酒店的应急雨伞，可以为客人多准备几把，以备不时只需~', '短评打分': 5}
{'短评内容': '这是为了去看世博会而选择的。出门直走就可以到世博轴了，这是最便利的地方了。\n价格，大家都知道，世博会时上海酒店的价格都上涨150%。 \n酒店刚开业，所以一切都很新，早餐在所属的上岛吃。菜色很丰富，只是味道偏淡。\n退房的时候着实是费了些时间，新人对业务不是特别的熟悉。\n整体来说是不错，但是，如果不是去看世博会，应该不会再到这里来了。', '短评打分': 5}
{'短评内容': '酒店性价比高,服务员态度好,卫生条件不错.值得推荐.', '短评打分': 5}
{'短评内容': '干净，舒适，光线很好，早餐差一点。稍微有点偏，离地铁挺近。', '短评打分': 5}
{'短评内容': '整天环境不错。我们住的是四楼的，挺干净的。但是就是价格太贵。', '短评打分': 3}
{'短评内容': '不错！下次去还会考虑入住。就是早餐太中式太油了，饮料也不好喝。', '短评打分': 5}
{'短评内容': '不错。', '短评打分': 3}
{'短评内容': '还可以 空调没暖风比较讨厌 世博园结束了', '短评打分': 5}
{'短评内容': '离世博很近，周围也邮很多小吃，但去机场就稍远。', '短评打分': 5}
{'短评内容': '厕所异味太大,早餐也不丰富.', '短评打分': 5}
{'短评内容': '各方面的情况都还可以，就是世博会期间价格有点吓人！', '短评打分': 5}
{'短评内容': '这酒店看世博住还不错，走路走到断脚也就快到了，我的建议还是打的吧。不知道世博之后价格会不会便宜，希望以后便宜一点。', '短评打分': 5}
{'短评内容': '看世博会真没订错地方。\n卫生：因为是5月才开的新酒店，所以很不错，唯一不好的就是刚进房间，厕所还有NIAO臭味。\n服务：退房居然耗费半小时，当时人还不多。刷卡的POS机居然没电？\n设施：新酒店，很舒服。本来很担心洗澡水不够烫，但后来发现是多余的担心。床垫刚躺上去感觉好软，但睡觉后发现，很舒服。\n位置：直走两公里就可以到世博轴6号门。很方便，一路上有很多吃饭的地方和便利店。\n舒适度：除了才进厕所那点', '短评打分': 5}
{'短评内容': '比较合适的价格，但服务很好\r\n距离世博不远交通便利', '短评打分': 5}
{'短评内容': '+已入住', '短评打分': 5}
{'短评内容': '房间非常好，感觉不止三星的标准，大概是因为地段的原因吧。早餐很丰富，也是托世博会的福，生意相当好。房间宽敞明亮，还有电脑使用，非常好。就是周围打车不是很方便', '短评打分': 3}
{'短评内容': '很好，酒店环境不错，离世博园也近。服务很好', '短评打分': 5}
{'短评内容': '酒店设施非常好，在浦西绝对不是这个价钱了。服务态度也好，而且早餐种类多，丰富。晚上一点多还可以送餐', '短评打分': 5}
{'短评内容': '酒店很干净,早餐一般,服务有待提高.', '短评打分': 5}
{'短评内容': '位置非常好，离世博园挺近的，交通也很方便。价格小贵，但总的来说还是很不错的！', '短评打分': 5}
{'短评内容': '位置不错，离地铁口只有400米。 去世博会方便。酒店也干净，就是世博期间价格太高。', '短评打分': 5}
{'短评内容': '世博期间入住，一家三口，很有休闲度假的感觉。', '短评打分': 5}
{'短评内容': '酒店可能装修后不久，还有比较浓的油漆味，除此之外，其他都还行', '短评打分': 5}
{'短评内容': '房间还算大，不过挨着马路，有点吵，饭菜一般还贵。服务也一般，有前台在顾客走后说顾客不好，虚伪之类的话，跟她的职责所在很不相仪。但离世博很近，比较方便。\r\n总结：一般', '短评打分': 3}
{'短评内容': '世博期间，这个价位与地理位置还是可以的。就是早餐简单了点，二楼的上岛咖啡的菜品需要好好改进。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '条件一般，服务还行，位置还可以，去世博较方便', '短评打分': 5}
{'短评内容': '+酒店条件很好 价格适中 非常感谢', '短评打分': 5}
{'短评内容': '总体来说不错离世博展览馆打的只要起步价就到了', '短评打分': 5}
{'短评内容': '+前台服务态度生硬', '短评打分': 5}
{'短评内容': '位置好，离世博园很近，应该是来上海看世博会的首选。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '感谢!我己入住维也纳酒店,酒店环境还好谢谢', '短评打分': 5}
{'短评内容': '酒店干净安全舒适，附近有地铁口，到世博6号门很近。', '短评打分': 5}
{'短评内容': '很不错，环境也好，距离世博园也非常近~~~很满意，工作人员态度也很好~！', '短评打分': 3}
{'短评内容': '最近入住维也纳，主要去看世博。从路程上看到不远，但酒店的价格与服务、设施很不匹配。服务员的服务总体上看过得去。但房间却很陈旧，卫生间与卧室没有一张帘子，缺乏人性化。我之前定的套房，入住后据说是升了级，还带有一间麻将房，就我和我儿子，要麻将干吗？没有我想要的书桌，上网只有把电脑放在麻将桌上。连洗衣袋都没有，需要我每天去找服务员要。早餐很差，酒店没有餐厅，吃饭在2楼上岛咖啡，菜品单调。结账后连发票都还', '短评打分': 1}
{'短评内容': '我入住行政套房，房间设施太一般了，连拖鞋都没有。下次不住那了', '短评打分': 1}
{'短评内容': '  各方面都不错  前台人实在是不够啊  每天进出都看她们忙来忙去的~ \r\n  不过服务态度很好~\r\n  就是世博涨价了  ', '短评打分': 5}
{'短评内容': '酒店位于浦西，与世博园6号门（即世博轴）正对的马路平等，距离世博园4、5、6、7、8号门均是约15分钟以内的车程，是一家国际连锁酒店，但比一般的内地3星级酒店要好，特别表扬的是早餐丰富，比美4星级酒店，房间干净卫生，装修格调温馨优雅，服务热情周到（态度非常热情，可惜业务不是非常熟悉，也许是因为太新的关系－－10年4月才试业），硬件不错，软件有待提高，性价比极高！是本人世博游愉快经历之一，是大家世博', '短评打分': 3}
{'短评内容': '这个时候上海的旅业价格都是偏高的，这家酒店的性价算挺高的了。', '短评打分': 5}
{'短评内容': '这个酒店是新的，很多方面都不完善，条件还是可以，但价格很贵。', '短评打分': 1}
{'短评内容': '确实离世博园区很近，自驾车去也是很容易就找到了；酒店的自助餐不是很好，品种太少了，不推荐。住住还是不错滴', '短评打分': 5}
{'短评内容': '各条件还不错.距离世博园区比较近这点非常好.而且酒店的硬件和软件条件也不错.', '短评打分': 5}
{'短评内容': '价格偏高，设施陈旧，酒店靠近世博园，位置有些偏，其他都还可以', '短评打分': 5}
{'短评内容': '价格偏高，设施陈旧，酒店靠近世博园，位置有些偏，其他都还可以', '短评打分': 5}
{'短评内容': '位置很好，服务态度还是挺不错的，价格还算是比较适中。房间还是挺不错的，出行都很方便。', '短评打分': 5}
{'短评内容': '位置很好，服务态度还是挺不错的，价格还算是比较适中。房间还是挺不错的，出行都很方便。', '短评打分': 5}
{'短评内容': '看世博的话，住这个酒店非常近。就是价格比较高，性价比不高。', '短评打分': 5}
{'短评内容': '环境、设施等与价钱不成比例', '短评打分': 1}
{'短评内容': '很好很干净也很高档，有4星级的感觉，而且离世博只有一站，离地铁口很近', '短评打分': 5}
{'短评内容': '酒店不是很好，房间里面有异味比较难闻，卫生设施还可以，服务态度还行吧，但是价格也不便宜，位置去世博园还行要是其他地方的话那就得考虑一下了，酒店主要也是去世博园方便，感觉还是很一般的酒店。', '短评打分': 1}
{'短评内容': '酒店还行吧，房间和一般的酒店都差不多，服务还可以，位置一般，总体感觉还行。', '短评打分': 5}
{'短评内容': '酒店离世博园6号门十分钟车程，出租车起步价即到。设施还算新，但车辆进出不便。酒店大门仅有一个出入口，标示也不清楚。地下停车场很空旷。\r\n为了世博的话，还是可以考虑入住的。\r\n', '短评打分': 5}
{'短评内容': '房间设施很齐全，能免费上网，其他基本设施都有，而且卫生也不错。', '短评打分': 5}
{'短评内容': '服务不错，笑迎八方来客，提升了对整个酒店的感受度，满意。', '短评打分': 5}
{'短评内容': '这家酒店的环境还是不错的，卫生打扫的挺干净，服务人员态度也很好，设施方面有些一般了，比较简单。位置很好，离世博蛮近，也就1000多米的距离，一般工薪阶层', '短评打分': 5}
{'短评内容': '听名儿就知道离世博很近，这也是我们住这里的原因，交通很方便，不错。', '短评打分': 5}
{'短评内容': '距离世博园很近，比较方便，卫生环境都不错，早餐也可以。但是好像工作人员比较少，很多事情忙不过来。', '短评打分': 5}
{'短评内容': '我们住的是豪华间，真的挺奢华的，真是钱买来的享受啊。', '短评打分': 5}
{'短评内容': '环境相当好，位置好，设施好，服务也是没的说，非常值得推荐的一家酒店，我和朋友非常满意。', '短评打分': 5}
