{'短评内容': '很棒', '短评打分': 5}
{'短评内容': '该酒店的硬件非常好，服务也非常好，完全合格的五星饭店。吃自助早餐饭时候不小心把包包忘在餐厅了，服务人员第一时间联系到了我们，在此非常感谢他们。PS：酒店的中餐馆做的不错，有机会可以试试。', '短评打分': 5}
{'短评内容': '很好!~环境很好! 早餐不错! 以后还会再去!再挑这家酒店!', '短评打分': 5}
{'短评内容': '很好!环境不错!可以看到玉龙雪山!早餐很不错!', '短评打分': 5}
{'短评内容': '很不错的酒店 司机接机送机 酒店还有包车服务 保障了安全 早餐很好吃 还送了300元的餐劵 酒店服务很到位 洗衣券也是赠送的 很合适 酒店周围风景很美 很适合一家三口', '短评打分': 5}
{'短评内容': '位置还不错，到束河跟大研都近，就是停车场走到大堂远，而且太阳大，没有遮阴。', '短评打分': 5}
{'短评内容': '酒店环境还不错，但是设备太老，而且服务态度也不够好！', '短评打分': 1}
{'短评内容': '环境优美，配备舒适，位置安静惬意，以后有机会一定再住', '短评打分': 5}
{'短评内容': '酒店性价比不错，与其他五星级比较还是挺实惠的。我会回头的。', '短评打分': 5}
{'短评内容': '朋友推荐的，住后感觉非常好，价格也很公道，就是游泳池水温太低了，桑拿又要收费。建议酒店改善下。', '短评打分': 5}
{'短评内容': ' 服务不错，作为五星级酒店，设施一般。浴缸是漏水的，空调只能出自然风', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '服务态度好。', '短评打分': 3}
{'短评内容': '非常好。', '短评打分': 3}
{'短评内容': '房间很大，性价比很高,早饭也不错。可以看见玉龙雪山。', '短评打分': 5}
{'短评内容': '房间很大，建筑很有特色，风景不错，性价比很高。', '短评打分': 5}
{'短评内容': '不错的酒店，性价比较高。下次去还会选择入住的。', '短评打分': 5}
{'短评内容': '大港旺宝是个不错的酒店。', '短评打分': 3}
{'短评内容': '客房宽大，有特点，卫生间可以看电视，舒适，风景优美，服务员态度很好，设施齐全，有很多旅游的书籍可以参考', '短评打分': 5}
{'短评内容': '性价比很高 比起束河古镇上的丽水丰年（也是5星）无论是服务还是硬件设施搞好很多！', '短评打分': 5}
{'短评内容': '适合 不喜欢闹 喜欢雪山的朋友 \n阳台外就是玉龙雪山 \n服务很好 \n晚上自助餐菜单有些单薄 ', '短评打分': 5}
{'短评内容': 'good,很不错，性价比很高，除了不在古城，其他都很好，尤其是服务', '短评打分': 5}
{'短评内容': '房间很大，建筑很有特色，性价比很高。早饭也不错。', '短评打分': 5}
{'短评内容': '住过两次这家酒店，感觉不错，性价比较高。餐厅的菜品质量要是能提高些就更好了。', '短评打分': 5}
{'短评内容': '+很好，但布局象迷宫', '短评打分': 5}
{'短评内容': '房间比较大,卫生也不错.服务有提高,相比性价比很高.还会入住', '短评打分': 5}
{'短评内容': '在丽江是性价比非常高的一个酒店，住满三天可以送机，虽然位置离“景点”有点距离，但打车很方便而且很便宜。非常推荐。', '短评打分': 5}
{'短评内容': '非常好。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '很好的酒店，我们住在看到雪山的房间，很美，酒店房间很适合度假，不错', '短评打分': 3}
{'短评内容': '设备好环境一流卫生应该可以算是丽江五星级酒店的首选', '短评打分': 3}
{'短评内容': '物超所值的度假酒店,在丽江范围内应该是最物美价廉的首选', '短评打分': 5}
{'短评内容': '是家非常好的酒店', '短评打分': 3}
{'短评内容': '不错的酒店，订房就有接机，送水果，餐劵，免费市话等优惠，而且酒店设施，环境都非常好，就在玉龙雪山下，景观非常漂亮，在房间和餐厅都能看到雪山，房间很大很舒适，价格也不贵，只是去市里就稍微有点远', '短评打分': 5}
{'短评内容': 'ok', '短评打分': 5}
{'短评内容': '是一家很好的酒店。环境安静舒适。房间50多平方。我以后去还要住', '短评打分': 3}
{'短评内容': '酒店服务有待提高，整体服务质量不是很规范化。酒店内桑拿是外包不能去消费。在办理入住时前台有赠送足浴抵用卷是骗人不能用的。', '短评打分': 5}
{'短评内容': '酒店不错，设施服务都还行，就是早餐太单一，入住几天每天都是一样的，没有任何变化。', '短评打分': 3}
{'短评内容': '第一次入住这家酒店，感觉比网上点评的要好：\r\n1. 接机服务很好。\r\n2. 位置虽然有些偏，但出租车去老城也才十元。\r\n3. 房间很大，设施很好。\r\n不足之处：\r\n1. 房间酒吧无酒精饮料只有一罐王老吉，我喝了以后第二天罐子还是放在那里，不续上新的，感觉上怕你不承认你喝了酒店的饮料一样。\r\n2. 不小心打坏了皂碟，结果第二天回到房间看见被我打烂的皂碟居然被服务员从垃圾桶里捡出摆在了洗手台上。我昏！', '短评打分': 5}
{'短评内容': '连住了四天 非常好的一家酒店 尤其是设施和服务 考虑得很周到 我们在这里心情很不错 如果早餐的品种更多一些就更好了 不过已经很满意了 总体可以打90分以上', '短评打分': 5}
{'短评内容': '房间大，一间得有五六十平米，床很舒适，不过一个人睡个这么大床有点浪费啊。', '短评打分': 3}
{'短评内容': '酒店 很大 很宽敞 适合休闲度假 性价比蛮高 还有接机 方便', '短评打分': 5}
{'短评内容': '需要看得到雪景的房间！', '短评打分': 5}
{'短评内容': '接机服务不错，健身房很小，好在客人不多。中餐性价比不高。还会入住吧', '短评打分': 5}
{'短评内容': '地理位置一般，酒店好！', '短评打分': 5}
{'短评内容': '酒店很棒！', '短评打分': 5}
{'短评内容': '  酒店的服务有高有低，前台的汤小姐业务熟悉，态度好，为顾客服务不厌其烦。车队的师傅也很认真地为顾客服务。只是自助早餐的服务员们从来不知道领位和问顾客需要咖啡还是红茶，显得训练“无”素！', '短评打分': 5}
{'短评内容': '无论是内部的环境，还是当时的价格我认为都可以，性价比不错', '短评打分': 3}
{'短评内容': '酒店各方面服务不错,设施也很全面,装修还蛮新的.比起香格里拉要好得多.位置很好方便出行旅游观光.', '短评打分': 3}
{'短评内容': '总体不错，但服务还需跟进。', '短评打分': 5}
{'短评内容': '1.有免费接机服务，可是没有免费送机服务。\n2.有免费送丽江古城服务，可是没有免费接宾馆服务。\n3.早餐内容，并不丰富。没有丽江特色。\n4.夜里到的时候，前台的服务态度并不是好。\n5.由于地方比较偏。用出租车，不打表。每次谈价钱。', '短评打分': 5}
{'短评内容': '总体感觉还不错，印象比较深的是晚上自助餐，去的时候整个餐厅就我们一家吃，从6点吃到8点，中间也只来了一、两座，连续几个晚上都这样，但餐厅并未因此敷衍菜肴的数量和质量。房间设施也不错。就是比较偏远，周围没有任何配套，出了酒店，周边没有商店，没有民居，人也看不到几个，感觉被隔离在一个孤岛，有点凄凉。', '短评打分': 5}
{'短评内容': '酒店占地面积非常大，房间也很多，卫生间的设施非常高档，卫生间有个按钮可把电视声音播出来，透过玻璃还可以一边大便一边看电视，还有阳台，很清静，还送餐劵，洗衣卷，离束河古镇就1.5公里距离', '短评打分': 5}
{'短评内容': '酒店硬件够五星级标准，也没什么大的问题，但是总得来说在丽江性价比不是很高，住进去不会不满意，但是会有失望。本人住了一晚，感觉如下：\r\n1、在丽江，总体位置有点偏，幸好酒店有出租车叫车服务，要靠自己走三公里不一定能打到车。\r\n2、送的消费卷使用不是很合理，如洗衣卷50元，但是洗衣服当天12点以后送洗，要到第二天下午六点才能取，这意味着除非你住两个晚上，否则你退房时还拿不到衣服。当然也有加急服务，要加', '短评打分': 5}
{'短评内容': '店大欺客！在我（散客）的房间还有1天才到期的时候就已经把房间顶给别人（团队）了，而且没有任何解释和道歉！根本不配一个五星级酒店的称号！等于说我没住完就被这家酒店赶出来了！想住的朋友考虑清楚了，还有一个哈尔滨来的哥们也一样，第二天要拍婚纱照，也被赶出来了！', '短评打分': 1}
{'短评内容': '强烈推荐朋友们在此休憩！\r\n我本人从未在网上评论酒店，此酒店绝对值得懂得享受品位和生活的人入住。\r\n1.酒店设计是大名鼎鼎的莫伯治设计所，就冲这一点，我就毫不犹豫选择入住。莫伯治是广州白天鹅，白云宾馆等等酒店的设计师。\r\n2.酒店能看到的东西全部是顶级的品牌：水龙头和花洒是德国高仪，迪拜帆船酒店就是用这个品牌和杜拉维特的，世界第一第二品牌。一个水龙头就上千的！\r\n开关是梅兰日兰的。\r\n3.房间45', '短评打分': 5}
{'短评内容': '挺不错的一家酒店，原本打算住一个晚上的，后来住了三个晚上。吃早餐时能够看到的其实看不见的玉龙雪山，感觉很惬意。', '短评打分': 5}
{'短评内容': '性价比还可以，房间比较干净，位置也挺方便的', '短评打分': 5}
{'短评内容': '酒店入住后感觉还不错,挺干净舒适的；位置很好；值得推荐的酒店；性价比还是比较高的；', '短评打分': 5}
{'短评内容': '酒店设施环境佳！价格还可以接受！早餐品种少质量较差配不上5星级！另促销太多！设陷阱消费！', '短评打分': 5}
{'短评内容': '这家酒店之前也住过几次了,感觉是当地也是比较好的一家了,遇到的问题就是因为洗手间是透明的,都没有挂帘子,所以很尴尬,其他方面都还是挺不错的.', '短评打分': 5}
{'短评内容': '酒店(包括餐廳)的服務好得沒話說。景觀很好。唯一要建議的是咖啡廳的餐，希望在口味上能改進些。', '短评打分': 5}
{'短评内容': '酒店挺好的，环境很舒适，而且房间也蛮干净的，价格收取的也比较合理。', '短评打分': 5}
{'短评内容': '很喜欢这家酒店，很大，设施也很新，性价比很高，下次去丽江也会选择住这家酒店。。。。', '短评打分': 5}
{'短评内容': '外部环境在整修期间，内部环境不错，感觉很幽静，开车去那度假挺舒适的，服务也算比较周到', '短评打分': 3}
{'短评内容': '服务挺热情周到的.装修的也蛮有好的.设施挺新挺齐全的.位置有点偏了自己打车不太好打，但前台可以帮忙叫车服务,配套的娱乐餐饮消费太贵了,不如去外边吃点便宜.', '短评打分': 5}
{'短评内容': '酒店离市区有段距离，交通还算方便，就是有点远，服务设施也不错，房间里的环境比较舒适。', '短评打分': 5}
{'短评内容': '酒店的位置不是很好距离市区比较远出行不是很方便，设施环境也很一般，价格很贵性价比很低.', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '刚从丽江回来，因为带孩子去的所以选的大港酒店，设施不错很新，酒店客房很大很舒适，可能是新酒店人不是很多所以挺安静，下次去丽江还住这。', '短评打分': 3}
{'短评内容': '条件不错，但感觉属于商务型酒店，来丽江度假的话宁可住客栈，会更有味道。酒店位置离古城太远，不是很方便。', '短评打分': 5}
{'短评内容': '酒店很新,所以设施好。服务也很好，自助餐无论早晚都很好，尤其晚上就餐的人很少，非常舒服。下次去的话还住这里！', '短评打分': 5}
{'短评内容': ' 这个酒店实在是我住过的5星中最好的一个啦!这里服务人员态度很好,见了客人都主动问好.房间实在是很棒!而且尤其是厕所,极为豪华!实在是好!唯一的不足是地段稍微偏了一些(不是很偏),其他一切都很好!而且令人头疼的早餐,这里没有!这里的早餐环境很好,品种很多~如果你对位置不介意的话,一定要来这里啊~!极力推荐~~~~~~~~~~', '短评打分': 5}
