{'短评内容': '很好，比超市便宜很多。', '短评打分': 5}
{'短评内容': '房间宽敞舒适', '短评打分': 3}
{'短评内容': '酒店干净，前台服务员也很热心，下次还会入住！', '短评打分': 5}
{'短评内容': '不错，舒适干净，值得推荐，小别墅型，三人间比双人间划算！', '短评打分': 5}
{'短评内容': ' 很好 环境好', '短评打分': 3}
{'短评内容': '房间大，确实不错，房间大，确实不错，房间大，确实不错，房间大，确实不错，房间大，确实不错，房间大，确实不错，', '短评打分': 5}
{'短评内容': '房间大，不错 ，房间大，不错 ，房间大，不错 ，房间大，不错 ，房间大，不错 ，房间大，不错 ，', '短评打分': 5}
{'短评内容': '餐厅和大厅不错，大厅接待态度很好，还帮客人叫出租车进来。不足之处：卫生间比较小，洗脸池看上去比较脏旧，家具颜色比较暗，看上去好像比较脏似的。整个房间装修比较旧了。建议加强改进。', '短评打分': 5}
{'短评内容': '龙域速8房间宽敞.干净.入住舒适。', '短评打分': 3}
{'短评内容': '为了考试入住,性价比合适,酒店有个餐厅,味道还不错', '短评打分': 5}
{'短评内容': '干净，优雅，每次朋友来京 都是首选，除非没有房间', '短评打分': 5}
{'短评内容': '一般般吧，还可以，房间在一个小区内，从前台和餐厅走路过去挺远的，性价比一般般，位置也一般般，餐厅还可以', '短评打分': 5}
{'短评内容': '订的标间竟然给了给了个两个卧室三张床的房间，哈哈，要是后来不锁上小房间感觉就更好了。', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '在八达岭高速旁边，去沙河办事交通很方便，在华北电力大学对面。房间大，蚊子多，不过有电蚊香片，较干净，前台离房间较远。。。', '短评打分': 5}
{'短评内容': '酒店的地理位子一般，室内的面积还是挺大的，但是卫生状况不好，窗帘上有很多污点，看起来很恶心。毛巾墙上也有很多拍打蚊子的痕迹，对了屋里还有蚊子。不向各位推荐', '短评打分': 1}
{'短评内容': '房间卫生较差，有虫子。有蚊子、苍蝇，还看到多足虫，卫生间老化，抽水马桶老坏，有客人到房间不给杯子及椅子，房间水不是饮用水，有提示、但没有备可饮用水，早餐品种少，肉包子限量的。各方面都有待提高。', '短评打分': 1}
{'短评内容': '环境不错，宽带、热水、卫生间。空调、电视、电话样样具备，还送早餐，下次还会预订。', '短评打分': 5}
{'短评内容': '舒适，整洁，安静，优雅，只要有朋友来北京，大多推荐住在这里', '短评打分': 5}
{'短评内容': '别人的评价是对的，确实有蚊子，住的几晚每晚打死至少两个，蚊香不大管用只好开空调冻蚊子，结果把自己冻够呛；周围环境确实还算好，楼下院子里绿草如茵挺安静的，网速也还可以；不预订还似乎没房，钱龙订的，到前台后竟然说没给排上，不知道是不是逗我玩呢；离地铁站确实近，不过不像前台先生说的酒店离路过的加油站150米（晚上没事可以溜达回到地铁站那边到商城里看电影）。从城区来酒店建议城铁到生命科学园下车往东走到路口', '短评打分': 5}
{'短评内容': '环境非常的好，安静舒适，很喜欢里面的沙发 很舒服', '短评打分': 5}
{'短评内容': '环境很好 就是蚊子太多了~~~每个房间都不一样 很有特点', '短评打分': 5}
{'短评内容': '空间大 非常浪漫，酒店周围环境非常好 更像一个社区 非常安静 早起适合在园子里到处走走', '短评打分': 5}
{'短评内容': '离家方便，招待客户之首选!别墅型的房子，很舒适', '短评打分': 5}
{'短评内容': '环境不错，安静。就是停车位少了点。房间里蚊子太多了。', '短评打分': 5}
{'短评内容': '环境不错~服务也很好 别墅类型的 不过 我这次住的时候正好赶上没有热水 好悲催', '短评打分': 5}
{'短评内容': '价格便宜，但房间还行，但网速却慢的要死。', '短评打分': 5}
{'短评内容': '房间很大，服务尚可，设施陈旧，卫生很差', '短评打分': 3}
{'短评内容': '酒店服务还行，酒店的周围环境很好，真的是花园酒店，很安静，房间装修一般，但挺干净的，总体还不错吧', '短评打分': 3}
{'短评内容': '酒店绿化不错，建筑风格不错，室内装修和设施一般，服务一般，交通不是很方便。', '短评打分': 3}
{'短评内容': '应该是住宅小区吧……整个小区改造成的酒店，环境很不错，安静，房间内部和一般的一居室差不多，有客厅、卧室、卫生间，挺干净的。唯一的缺点就是酒店位置有点偏，在回龙观外面了……交通还是稍微有点不方便', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '服务太差，楼里有长期住户，脏污不堪。有一天房间也没打扫。', '短评打分': 1}
{'短评内容': '住宿有点居家感觉~~服务态度很好~~周边环境也不错~~~不过洗手间应该装修一下了~~觉得微微有点旧~~', '短评打分': 5}
{'短评内容': '该酒店很有特色，是回家的威觉，干净，安静，宽敞。', '短评打分': 5}
{'短评内容': '如果家庭开车去北京旅游，住这家酒店还是很合适的。如果没车，不建议住这儿，除非在附近办事。', '短评打分': 5}
{'短评内容': '五环之外，六环之内，实际上是一个小区，有的楼很远，房间都是住家户的套房，无电梯。有餐厅，可以挂账。', '短评打分': 5}
{'短评内容': '不错，方便，环境不错，建议大家可以考虑北京龙城速8酒店（原昌平龙城丽苑阳光酒店）>', '短评打分': 5}
{'短评内容': '卫生间较小，不知有无浴盆搭配的房间\n其他设施太陈旧，房间结构不错，公寓比较安静。但是整体感觉不值', '短评打分': 1}
{'短评内容': '环境比较安静，入住能有家的感觉，缺点是设施比较陈旧，附近餐饮少，交通不是太方便', '短评打分': 5}
{'短评内容': '不同于其他的Super8，这里是公寓式酒店，一栋一栋，每层三户，走楼梯。酒店服务尚可，就是没有暖气的季节，空调也没有，需要加被子了。', '短评打分': 5}
{'短评内容': '交通方便，空间大，公寓式住宿，家的感觉，谢谢，加油，环境内装有待提高', '短评打分': 5}
{'短评内容': '环境幽静,房间大,但普标间显旧,卫生状况较差,据说豪华间还行.', '短评打分': 5}
{'短评内容': '总的环境好,交通不方便,夏天住宿可能有虫,冬天就没关系,入住不要一楼', '短评打分': 5}
{'短评内容': '酒店大厅旁的江西瓦罐汤好喝，环境安静，就是交通有些不便', '短评打分': 5}
{'短评内容': '有些偏僻，正好碰上下雪，别墅区环境很安静', '短评打分': 5}
{'短评内容': 'ok', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '酒店不错，就是打的比较困难。出行不太方便。', '短评打分': 5}
{'短评内容': '热水很足，洗澡方便，房间也很宽敞。唯一不足的是偏僻。', '短评打分': 5}
{'短评内容': '环境很好，对于快捷酒店来说，价格高了点。', '短评打分': 5}
{'短评内容': '热水足，水压很大。环境也好。房间很大。就是交通不便。还好。', '短评打分': 5}
{'短评内容': ' 床好硬..上网要开通,浴室小,其他还好', '短评打分': 3}
{'短评内容': '住宿条件还行错，都是一个个公寓房。环境也不错，绿树环绕，碧草成茵。', '短评打分': 5}
{'短评内容': '环境相当好，服务有点差，住的的时候一定要选房间背对高速公路的，否则晚上有点吵，让他们给我调换一间，但迟迟没有结果，一气之下就退房了，但附近找不到这样性价比高的了，有点后悔', '短评打分': 5}
{'短评内容': '在北京这个价位的酒店应该算是很便宜的，但是设施比较旧一些，床都能感觉到弹簧，连个吹风机都没有~~~OMG', '短评打分': 1}
{'短评内容': '还是挺温馨的别墅区，不过房间的设施比较旧，卫生也不是很好。', '短评打分': 5}
{'短评内容': '房间不如其他快捷酒店整洁。但房间大', '短评打分': 3}
{'短评内容': '我住的时候发现了蜈蚣,在房子.卫生不好,管理也不好.进去到房子要走很远,是个可大的别墅区.', '短评打分': 1}
{'短评内容': '房子很宽敞\n是个别墅区，交通也不错。出门就有公交车站。要是在昌平的话算是不错的。', '短评打分': 5}
{'短评内容': '＋这个酒店真的很烂，服务差，卫生差，太失望', '短评打分': 3}
{'短评内容': '环境不错就是床差了点', '短评打分': 3}
{'短评内容': '还可以！环境比较干净，不过设备比较陈旧，服务员到位速度比较慢，不过前台的那位胖妹妹超级可恶，对很多顾客的质疑不给顾客解释反而挖苦客人，一点素质都没有！建议酒店把她开除。', '短评打分': 5}
{'短评内容': '条件还算可以，算是附近比较适合的快捷酒店', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 3}
{'短评内容': '房间非常大。空调没有制暖。\n前台服务速度稍慢。。', '短评打分': 5}
{'短评内容': '位置不好找 虽然我是冲着第二天好去长城住的\n旅店是一片小洋楼改的\n外观还行\n内部实在是不敢恭维了\n必然只有3星以下', '短评打分': 1}
{'短评内容': '不错。不过暖色调一点好一点，就是床单之类的用暖色看起来温暖一点。。。', '短评打分': 3}
{'短评内容': '房间不错，就是离华北电力大学挺远的，没有网上说的那么近', '短评打分': 5}
{'短评内容': '房间非常大，就是设施略显陈旧,床垫不是很舒服。', '短评打分': 3}
{'短评内容': '院内的环境很优雅，房间也很大。10月上旬入住，房间内蚊子很多，影响休息。建议房间内备一个电子蝇拍。', '短评打分': 5}
{'短评内容': '已入住速8酒店', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '我住的是标间，房间很特别，像住在一室一厅的家里一样，分卧室和客厅，都有电视，不过不是液晶的，服务还行，就是地砖很滑，带小孩的话须注意\n总体还行', '短评打分': 5}
{'短评内容': '还可以的酒店,就是交通不是很好,希望在服务上再加强', '短评打分': 3}
{'短评内容': '不错的酒店，下次还住这里。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '很好～不过装修再暖色一点就好了…有点过于冷清了～', '短评打分': 5}
{'短评内容': '还好～中秋快乐！', '短评打分': 5}
{'短评内容': '环境很好,就是有点远,不过还好了,电视小', '短评打分': 5}
{'短评内容': '+住宿条件不错，都是一个个公寓房。环境也不错，绿树环绕，碧草成茵。就是在北京的秋天蚊子多了点儿，不过还是有蚊香的。', '短评打分': 5}
{'短评内容': '房间很大，很宽敞，但是没有利用这个优势。', '短评打分': 3}
{'短评内容': '整体大环境看着挺好，但是里面不太干净，最不好的是我竟然在房子发现了蜈蚣。', '短评打分': 1}
{'短评内容': '还可以了,下次还会去,环境不错,就是有点运,适合有车的朋友', '短评打分': 5}
{'短评内容': '环境很好，住得很舒服，非常不错。', '短评打分': 5}
{'短评内容': '位置不太好，打车不太方便；房间舒适度很不错，有点家的感觉；虽然比其他贵了点，但性价比还凑合；环境非常不错。', '短评打分': 5}
{'短评内容': '房间很大，很安静，住着很舒服，性价比挺高的，值得推荐', '短评打分': 5}
{'短评内容': '酒店在华北电力大学对面，方面来看孩子的家长。房间非常超值，一个客厅，一个卧室，一个卫生间。很安静，睡觉那个爽啊', '短评打分': 5}
{'短评内容': '小区式的酒店，房间像是1室1厅的户型，比较安静', '短评打分': 5}
{'短评内容': '酒店太偏了，晚上有点吓人，在小区里面的单元房。设施陈旧', '短评打分': 3}
{'短评内容': '还行，就是早餐简单点，房间都很大，就是没电梯，有行李不方便！', '短评打分': 5}
{'短评内容': '这家酒店不错,房间大,干净,价格适中,不足是没有电梯,且到昌平远了点,坐车不是很方便.早餐也不是很好.', '短评打分': 3}
{'短评内容': '环境很优雅，安静。设施一般，淋浴蓬头不太好使；蚊子比较多', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '环境很美。', '短评打分': 5}
{'短评内容': '环境不错，就是在市郊，如果到回龙观附近办事挺方便的。', '短评打分': 5}
{'短评内容': '室外环境不错，室内条件差点，尤其是床的舒适度很一般。', '短评打分': 5}
{'短评内容': '够大，就是硬件不够舒适！', '短评打分': 5}
{'短评内容': '还行，除了离我们公司有点远', '短评打分': 5}
{'短评内容': '不错的', '短评打分': 5}
{'短评内容': '很不错！', '短评打分': 3}
{'短评内容': '不错，下次还会选择这里．', '短评打分': 5}
{'短评内容': '比较舒适，有点家的感觉。', '短评打分': 5}
{'短评内容': '设施陈旧，床头很旧，卫生还可以，服务也不错，每次选择这家酒店入住，交通很方便，价格偏高。', '短评打分': 5}
{'短评内容': '环境很好，下一次还要住。', '短评打分': 5}
{'短评内容': '离办事的地方近', '短评打分': 1}
{'短评内容': '设施陈旧，服务一般。', '短评打分': 1}
{'短评内容': '酒店是小区住房改造。从前台到房间还需要坐车，客户出入不便。晚上漆黑一片。出行不便。感觉没有安全感。', '短评打分': 1}
{'短评内容': '这家酒店其实是一片居民小区改的，所以入住的房间离开前台很远，好在有酒店的小车可以送客人去里面。最好是有自驾车进去里面停车倒是不需要收费，还算方便。正因为是普通住宅的结构而不是通常的酒店，所以房间就显得更像是家庭格局。但是里面的设施实在是有点陈旧了，看的出来缺乏维护和更新，所以适合短住。', '短评打分': 5}
{'短评内容': '还可以，我还会住的，稍微旧了点，隔音需改进，电视机太老了，比我还老哈', '短评打分': 5}
{'短评内容': '还是比较经济实惠的，感觉价有所值，给人感觉比较舒适，不象一些过于高档的饭店，板得慌，不自在。', '短评打分': 5}
{'短评内容': '开会最好,环境不错,交通也方便.为什么开会好,去了就知道.', '短评打分': 5}
{'短评内容': '服务态度 好', '短评打分': 3}
{'短评内容': '服务态度好', '短评打分': 5}
{'短评内容': '硬件设施都很不错，会员价198元，算起来性价比很高。', '短评打分': 5}
{'短评内容': '属于别墅式酒店，房间和周边比较安静，环境挺好的，房内设施也不错，暖气很足，就是洗澡的地方稍微大些更好。我很喜欢如家的感觉。但是楼层上下不太隔音，晚上楼上的在嘿咻我都能听见那女的叫声。建议宾馆增加地毯厚度。有餐厅供应三餐，比较好，适合出差的人士。', '短评打分': 5}
{'短评内容': '如果到三一重工办事，住这里还是很方便的！', '短评打分': 5}
{'短评内容': '酒店的价格还是比较优惠的,环境也还可以,挺不错的,就是离市区有点远.', '短评打分': 3}
{'短评内容': '位置出行交通不方便，环境硬件设施舒适度也很好。价格合理适中出行交通方便，卫生服务也很好，整体来讲算是比较不错的酒店，值得推荐入住。', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '住在小区里面比较远，客人来了不用车送进去吗，拿了东西不好走很远啊。\r\n不过房间里面还是很舒服的感觉很好，又点像家的感觉。适合来北京旅游的朋友，特别是想多待几天的朋友。', '短评打分': 5}
{'短评内容': '都很不错，就是从前台到房间有点麻烦', '短评打分': 5}
{'短评内容': '酒店的设施还是不错,但是里面的卫生很不好蚊子很多,服务还可以,位置比较靠近我要去的地方所以只能选择这家酒店.', '短评打分': 3}
{'短评内容': '环境还是不错的,住着很舒适,卫生服务方面也很好,就是房间的硬件设施上有些陈旧,另外就是餐厅的饮食有些单调.', '短评打分': 3}
{'短评内容': '酒店总体感觉不太好,设施比较简陋,服务人员几乎没有.而且酒店所在的位置也不太方便出行.下次不住了.', '短评打分': 3}
{'短评内容': '酒店的各方面服务都不错.卫生条件挺好的,也比较安静,就是位置不是非常方便.其它各方面都不错.', '短评打分': 3}
{'短评内容': '感觉酒店周围的环境不错,但是卫生条件差了一些.位置还行比较方便出行.（如果去电力大学住这还算不错）', '短评打分': 3}
{'短评内容': '房间里蚊子太多了！', '短评打分': 1}
{'短评内容': '环境还不错，空间大，卫生、设施一般', '短评打分': 5}
{'短评内容': '酒店的卫生不是很好的，蚊子很多的，服务和设施都很以一般的，酒店的位置不错的，交通很方便的，价格还可以的酒店', '短评打分': 1}
{'短评内容': '安静、舒适、卫生，值得一住。', '短评打分': 5}
{'短评内容': '酒店是别墅形势低密度欧式花园洋房,就是从登记的前台到住的房间比较远,酒店的价格还是很便宜,性价比较好,卫生设施也都很好.', '短评打分': 5}
{'短评内容': '别墅的感觉，非常安静，环境优美。', '短评打分': 5}
{'短评内容': '别墅里面', '短评打分': 5}
{'短评内容': '因为酒店位于小区里面，小区不让进出租车，打车不是很方便，酒店里面有观光旅游的车，但是如果出去觉得还是比较不方便，硬件设施舒适度都还可以很安静的酒店。卫生服务都很好值得推荐的酒店。', '短评打分': 5}
{'短评内容': '感觉比较一般，房间比较干净，就是想开空调的时候，前台没有给遥控器，要是在回龙观附近办事可以关注一下', '短评打分': 5}
{'短评内容': '酒店的设施装修比较陈旧，客厅和卧室是隔开的，厅感觉没什么用，价格还是挺优惠的', '短评打分': 3}
{'短评内容': '从九华山庄回来路过此地，住了一晚，像是住宅区改建的，小区安静，有停车位，人少，房间不错，豪华套间是两室一厅，适合夫妇带孩子，前台接待不是很专业，退房时间长，总的来说还算不错', '短评打分': 5}
{'短评内容': '希望把拖鞋换成防滑的，客房里增加被子或毛毯，既然可以在客房订餐，那么就应该在房间里放菜单。', '短评打分': 5}
{'短评内容': '虽然说是准四星，实在到不了四星的标准。\r\n大堂里面全是饭味儿，特别是过了吃饭时间以后味道特别不好。\r\n还不如100-200元的如家住的舒服。', '短评打分': 1}
{'短评内容': '酒店的服务实在是不怎么样。4层楼没有电梯。客人要烟灰缸，居然告诉我要交10元押金，我说前台不是收了保证金，我要是弄丢了就从里面扣呗，客服人员说，前台是前台收的，我们还要收。晕！！！向前台投诉后，给拿了一个来。厕所的洗澡水没有热的，打电话问了告知要多放，多放，多放，才能出热水，好容易出了，水极小。在这么偏僻的地方，这么差的条件，这样的价格实在有点不值。', '短评打分': 5}
{'短评内容': '有同感', '短评打分': 5}
{'短评内容': '这个酒店是别墅改建而成的，进出要叫电瓶车，特别是冬天不是很方便。&lt;br /&gt;\n厅房其实是别墅的大厅，搞聚会、聚餐不错，卫浴设施不好，冬天放热水需要很长时间。', '短评打分': 3}
{'短评内容': '價格還可以, 空間大, 不過內部設施簡陋, 服務態度不是挺好', '短评打分': 3}
