{'短评内容': '酒店很好，位置也不错，建议推荐！', '短评打分': 5}
{'短评内容': '中汇国际会议中心是一家管理上乘的酒店，酒店设施先进，环境安静，服务到位。特别是早餐内容丰富，质量较好。客房有的班组服务质量特好，例如发早餐券的时候，送上晚报，同时把拖鞋放置在床边，卫生间里铺上地巾，浴缸内铺上防滑垫，很温馨，有一种家的感觉。但有个别班组客房的卫生打扫工作需要改进，服务质量也可以改进一下。另外，第二排客房的私密性需要改进，建议在第一排客房的走廊窗玻璃上贴一些薄膜，遮挡一些视线，既不影', '短评打分': 5}
{'短评内容': '我觉得很好，服务跟设施很好，而且酒店价格便宜，性价比高', '短评打分': 5}
{'短评内容': '很好的酒店，只是房间有点小，早餐很好，位置、服务都好；', '短评打分': 5}
{'短评内容': '不错，安静，周围有超市，下次还会住这里。。。', '短评打分': 5}
{'短评内容': '住很多次了，一直狠好！', '短评打分': 3}
{'短评内容': '国际会议中心是一家管理很好的酒店，酒店管理可谓一级。各项设施很现代，特别是消防设施很到位，衣柜里还有防烟面具。客房很安静、安全。自助早餐很丰富质量好，基本达到四星级宾馆水平。客房性价比高，值得入住。周边购物用餐方便，大型超市莲花超市就在附近。客房每天还送晚报一份，彰显星级宾馆的服务质量。', '短评打分': 5}
{'短评内容': '早餐很好 房间及服务也都不错 性价比很高的酒店', '短评打分': 3}
{'短评内容': '酒店内部卫生干净，比想象中的要好的多，尤其是洗手间里的毛巾，是用纸袋包装的，干净卫生，比较安静。里面没有杂乱的东西，电视可直接上网方便看电影，支付商家。早餐感觉还不错，主要以地方特色为主，人在外不是就想找这样的宾馆吗。赞一个。', '短评打分': 5}
{'短评内容': '原来不远就有商场。。挺好,又来，还住。。。', '短评打分': 5}
{'短评内容': '还不错吧，隔音较好，比较安静，周围吃饭、打车也很方便。性价比在徐州同类酒店中较高。', '短评打分': 5}
{'短评内容': '早餐不错，有蚊子', '短评打分': 3}
{'短评内容': '酒店不错，早餐很好很丰富，服务态度不错，距离矿业大学很近，', '短评打分': 5}
{'短评内容': ' 早餐，热水，房价房型都挺好。只是附近似乎商场，交通不够便利。', '短评打分': 3}
{'短评内容': '除了客房的窗户不算窗户之外，其他还行，对得起房价！', '短评打分': 3}
{'短评内容': '房间不大，设施还算完善，总之物有所值！以后还住这家。', '短评打分': 5}
{'短评内容': '很好。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店很好，服务好，位置也好，打车方便，就在中国矿大旁边，很方便；', '短评打分': 5}
{'短评内容': '位置好，在矿大对面，打车很方便，目前早餐许改进', '短评打分': 5}
{'短评内容': '矿大附近  早餐很好 如果去矿大可以入住 房价还可以 附近的宾馆都便宜', '短评打分': 5}
{'短评内容': '房间很不错,就是早餐不像四星水平顶多三星.', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '酒店里确实有蚊香，但说实话，这个季节，还有蚊子，简直无奈了...', '短评打分': 5}
{'短评内容': '早餐要吃，得早去，临近尾声就不剩下什么了；酒店服务不错，客房打扫还是别的，都算热情！屋儿里饮用水那机器，没敢喝，不知道卫生如何', '短评打分': 5}
{'短评内容': '非常好的酒店，服务好，环境好，价格也很优惠，靠近大学、科技园，总之很好', '短评打分': 5}
{'短评内容': '4十酒店不错，服务、卫生、安全、早餐等都不错！但隔音不行！', '短评打分': 3}
{'短评内容': '今天刚刚住进来，只是感觉，室内的地毯有些脏了，其他地方暂时感觉还算ok，明早看看早餐如何吧...', '短评打分': 5}
{'短评内容': '环境不错,早点也好,晚上附近有夜市可逛。', '短评打分': 3}
{'短评内容': '酒店还算安静，不过设施有点旧，水龙头都生锈了，还有就是空调太吵，还不制热，其他还行，一般上午旅店的标准吧', '短评打分': 5}
{'短评内容': '还是婚宴，得到免费升级成348的房间，大小没变，楼层从四楼到七楼，他浴缸变淋浴房', '短评打分': 3}
{'短评内容': '＋是一件环境很不错的酒店，很干净，床很舒服。', '短评打分': 3}
{'短评内容': '条件蛮好！房间小了一点。进出徐州也比较便捷。', '短评打分': 5}
{'短评内容': '酒店不错，价格也不错，但周边吃饭的地方不多。', '短评打分': 5}
{'短评内容': '房间很大，符合268的价格', '短评打分': 3}
{'短评内容': '入住了，房间还行，没有小冰箱，在办婚宴，只能在零点餐厅点，菜单可怜', '短评打分': 3}
{'短评内容': '不错的，挺好的酒店，今后还是要住的，就是点评要的字太多', '短评打分': 5}
{'短评内容': '酒店还可以，隔音不错，房内设施说的过去。', '短评打分': 5}
{'短评内容': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', '短评打分': 5}
{'短评内容': '酒店不错，价格也可以，似乎周边可够选择的吃的地方不多。。。。', '短评打分': 5}
{'短评内容': '还不错，就是卫生间的门似乎关不上啊.早餐也还好。西餐厅没开', '短评打分': 5}
{'短评内容': '很不错的酒店', '短评打分': 3}
{'短评内容': '很不错，环境很好，服务态度也很好，酒店的卫生很到位，浴室的用品也很齐全，电视是数字网络电视，床也很大很软。。。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '性价比还可以.', '短评打分': 3}
{'短评内容': '非常好的酒店，位置好，距离景区很近，前台服务也很好，早餐很超值，房间很温馨，性价比高，总之还会入住；；；；；；；；；；；', '短评打分': 5}
{'短评内容': '酒店不错，新，价格也可以，交通再方便的话，就全美了。', '短评打分': 3}
{'短评内容': '总体还算不错，主要是就在矿大北门对面，方便送小孩入校。酒店硬件尚可，前台服务满意，但楼层卫生服务员态度不热情，工作不细致认真。早餐比较丰富。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '总体还算不错，主要是就在矿大北门对面，方便送小孩入校。酒店硬件尚可，前台服务满意，但楼层卫生服务员态度不热情，工作不细致认真。早餐比较丰富。', '短评打分': 5}
{'短评内容': '很好，酒店本身很安静，对面是矿大校区，斜对面是小吃一条街，基本全是川菜馆。不远处就是超市，居民区，晚上还有夜市。离云龙湖，淮海战役纪念塔都很近。交通方便。', '短评打分': 5}
{'短评内容': '不错的酒店，离办事地点近，很方便，可以再次入住，推荐入住的酒店推荐入住的酒店推荐入住的酒店推荐入住的酒店推荐入住的酒店\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '不错的酒店，离办事地点近，很方便，到徐州可以再次入住，推荐入住的酒店推荐入住的酒店推荐入住的酒店--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '其实也还不错，但是酒店设计不怎么合理，有一面的房间和对面离得太近，而且中间有横梁，窗户开着很容易被盗……只要不是这面的房间都还不错的。早餐挺好！', '短评打分': 1}
{'短评内容': '条件很好，交通方便，附近的饮食非常不错，价格更给力。', '短评打分': 5}
{'短评内容': '   还好，卫生间有待改进', '短评打分': 3}
{'短评内容': '不错，性价比高，早餐很不错，就是老有人装修~', '短评打分': 3}
{'短评内容': '酒店总体不错；位置较好，离淮海纪念馆不远，交通也比较方便；早餐也很丰富。总台、餐厅服务人员态度热情。', '短评打分': 5}
{'短评内容': '前台服务好前台服务好前台服务好前台服务好前台服务好', '短评打分': 5}
{'短评内容': '酒店设施较新，附近也有很多饭店，早餐还可以。', '短评打分': 5}
{'短评内容': '还可以，早餐很好，房间也很好！！！还可以，早餐很好，房间也很好！！！', '短评打分': 5}
{'短评内容': '地理环境、交通可以。早餐更就推荐。性价比也不错。唯一有有缺憾的是：信六楼，感觉制冷设施噪音大，难以忍受。', '短评打分': 5}
{'短评内容': '性价比还可以，我已经住了几次了。。大堂及门外面需要加强管理', '短评打分': 5}
{'短评内容': '早餐不错，价格基本合理，不过是四星的吗，美挂牌啊', '短评打分': 5}
{'短评内容': '房间空间挺大的，还有大浴盆可以泡个澡。但位置有点偏\n', '短评打分': 1}
{'短评内容': '新建的宾馆，条件不错，环境很好，舒适卫生，价格合理。以后有机会还会预订。', '短评打分': 5}
{'短评内容': '住宿条件很好，下次还去！', '短评打分': 3}
{'短评内容': '矿大正对面，比较新的酒店，早餐比较丰盛，下次还会来。', '短评打分': 5}
{'短评内容': '设施维护及服务差，房价略高，早餐也差。交通环境不错，再来时备选。', '短评打分': 3}
{'短评内容': '服务较好，有时隔间不太好，总体评好。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '各方面还好，服务了到位，各方面还好，服务了到位各方面还好，服务了到位', '短评打分': 5}
{'短评内容': '位置不错（当然要看你到哪里办事），交通还是很便利的。价位适中，早餐丰盛。服务吗算是马马虎虎，反正对得起这个价位的就行了', '短评打分': 5}
{'短评内容': '酒店地址在南三环有点偏远，白天有飞机起落的声音，蛮闹，晚上就还安静。房间卫生不够，靠垫上还有粘着的口香糖，如果把卫生情况做好，应该是家性价比还行的酒店。', '短评打分': 5}
{'短评内容': '酒店还行，唯一不足的是洗浴条件', '短评打分': 3}
{'短评内容': '住了三天，周围很安静，服务挺用心的，给我留下了很好的印象。早餐确实很丰盛，爸妈都觉得好吃。非常的满意。', '短评打分': 5}
{'短评内容': '位于矿大对面，距离高铁徐州东站13公里左右。地点好，易打车。房间设施尚可。', '短评打分': 5}
{'短评内容': '房间大小合适，卫生干净，是我住过的性价比最好的酒店，给力。', '短评打分': 5}
{'短评内容': '一般，房间很小，不值得推荐。饭菜会贵还不好吃。', '短评打分': 1}
{'短评内容': '价格合理，房间不错。单间窗户对天井，没有阳台。', '短评打分': 5}
{'短评内容': ' 房间挺宽敞，打扫的非常干净，隔音不错。酒店就在矿大老校对面，交通便捷，附近吃的地方很多~', '短评打分': 3}
{'短评内容': '给个差评吧，心里很生气，一个月前曾经住的这里，因为登记的是两人的身份证，前台就很人性化的给了双份早饭，结果这次也定，到那，他们只给一份，那让另外一个人情何以堪，我们要，前台有个丑女脸拉的老长，死活不给，也不解释，我说不定了，她立马把身份证高傲地还给我，难道酒店你开的呀？这么霸气。下次是不会来了，就冲着你们双份早饭去的，除了你们，徐州好的宾馆多着了。', '短评打分': 1}
{'短评内容': '酒店很好 价格适中 吃饭方便 就是有小妹骚扰', '短评打分': 5}
{'短评内容': '挣扎了半天还是给了会推荐给其他人，这个地方唯一的好处就是离矿大近，可以去校园里面回味一下校园生活。还有周边东西很齐全。吃的，什么的好找。还有易初爱莲。但房间的设施和早餐实在是不喜欢', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '酒店设施一般。价格处于在经济型酒店和星级酒店之间。没有门童服务。如果是个人报销住的话，我会选择住经济型酒店。如果是单位报销住的话，我会倾向住星级宾馆。', '短评打分': 1}
{'短评内容': '此次入住的时候正好赶上一个什么研讨会，感觉很杂很乱。吃饭出行都一般吧', '短评打分': 1}
{'短评内容': '不錯的酒店\n性價比很高\n...........................', '短评打分': 5}
{'短评内容': '很好的酒店，下次去还会住那里！也会推荐朋友去！', '短评打分': 5}
{'短评内容': '＋服务很好', '短评打分': 3}
{'短评内容': '环境不错，挺干净的。卫生间的浴缸要是换成淋浴房就更好了', '短评打分': 5}
{'短评内容': '骚扰电话太多。最气愤的是，已告诉她不要再打了，第二天还打。再次警告不要再打了，她居然问那你要住多久。狂晕。', '短评打分': 1}
{'短评内容': '是商务酒店。价位处于星级酒店和经济酒店之间。也就是性价比不是太高。没有星级酒店的服务。早餐不是很丰富。我是经常住星级酒店。有点不习惯这种酒店的早餐。但地理位置不错。就在矿大北门。出行很方便。吃饭也很方便。', '短评打分': 1}
{'短评内容': 'hen  hao   hen  gan  jing !xia ci hai lai  zhu.', '短评打分': 5}
{'短评内容': '交通方便，晚上也很安静，性价比高，还有早餐送，不错。下次来还住这里。', '短评打分': 5}
{'短评内容': '地理位置很好，晚上很安静；房间不大，但是设计很合理，但是隔音不是太好；价位比较合适，物有所值；早餐品种很丰富，味道很好；房间有免费宽带，但是网速不是很快。总的来说，还是很不错的，值得推荐！', '短评打分': 5}
{'短评内容': '没有能及时提供熨斗和熨板，不过后来提供了挂烫机。建议购买些熨斗熨板供大家借用！房间整洁，价格还行。', '短评打分': 3}
{'短评内容': '酒店房间的配置很好，价格也公道，附件吃饭的地方也很方便，下次还会住', '短评打分': 5}
{'短评内容': '交通倒是方便，停车也行。\n房间不大，显得很挤，卫生还行。\n隔音有点差，07房能听到09房的说话声，中间隔着08房呢。\n早餐挺好，闺女喜欢。\n就是出行前跟酒店电话联系，说每间房送两份早餐的，到前台以后说什么也不送，非问我打电话跟谁联系的。\n我是用单位电话打的好不好，谁能记住电话号码啊？\n也是看了有评论说送双早才打电话的，确认了就放心了，谁能想到到前台还能不承认啊？\n后面的人注意一下，下次打电话确认的', '短评打分': 5}
{'短评内容': '新酒店，环境不错，早餐很好，中国矿大对门。', '短评打分': 5}
{'短评内容': '宾馆很不错的,房间的设施不错,就是电视机小了一点,性价比非常高', '短评打分': 5}
{'短评内容': '最大的感觉是干净，周围环境也还可以，比较安静，周边可能有个军用机场，有时白天会赶上空军训练，飞机声较大，晚上就安静了，就在矿大的边上，所以周边小饭馆比较多。普通标间基本都朝北，只能看到天井。要朝南的房间得订套房。', '短评打分': 5}
{'短评内容': '不错的酒店，就是7楼套间管道层太吵，其他挺好', '短评打分': 3}
{'短评内容': '接近矿院，看到学子，想起当年的我,.....', '短评打分': 5}
{'短评内容': '酒店很新很干净，早餐也还算是丰富。只是所有的窗户都对着一个天井，风景不是很好。', '短评打分': 5}
{'短评内容': '是徐州较好的四星级酒店，设施较好，服务项目一般，价格较高，但和徐州其他同星级的相比，建议住这家，其他的房间和店内有霉味，没法住。我是在三家对比后住这的。', '短评打分': 5}
{'短评内容': '徐州中汇国际会议中心挺好的！下次专门住那！', '短评打分': 5}
{'短评内容': '性价比很好。', '短评打分': 3}
{'短评内容': '价格高了点、位置偏了点，但是停车比较方便。', '短评打分': 5}
{'短评内容': '188的还能住到这么高档的酒店，很满意，而且是给两人份的早饭，光早饭品种都有上百种，很好吃，很干净，很档次，呵呵，下次还来。', '短评打分': 5}
{'短评内容': '整体感觉不错，也很新，值得推介，下次再来。', '短评打分': 5}
{'短评内容': '酒店的环境和地理位置不错，吃住比较方便，附近还有大超市。', '短评打分': 5}
{'短评内容': '设施新，卫生很好，不远有易初莲花超市，买东西方便\n隔音差，隔壁打呼噜都能听见\n浴缸下水慢，洗个澡脚底下全是积水\n电视实在是太小了，电信的iptv，换台相当的慢', '短评打分': 5}
{'短评内容': '酒店还不错，就是离市里比较远，周边没什么活动场所。', '短评打分': 5}
{'短评内容': '很不错，就在中国矿业大学正对面，房间大，设施新，早餐丰盛，单人间性价比很高。比一般快捷酒店舒服多了。', '短评打分': 5}
{'短评内容': '每次到徐州都是住这里，卫生、房间舒服，推荐。性价比高', '短评打分': 5}
{'短评内容': '酒店整体感觉很新，位置相对比较安静，白天偶尔有飞机飞过，晚上很安静。房间里感觉也比较新，空气也可以，没有烟味。不得不提的这里送的早餐非常丰盛，中式西式都有，绝对比得上五星级酒店。酒店附近有肯德基，24小时快餐，超市等，我住的时间比较长，还算蛮方便。', '短评打分': 5}
{'短评内容': '房间环境还可以，没有抽纸。', '短评打分': 3}
{'短评内容': '早餐很好,房间也不错,酒店设施装修也蛮好的,就是酒店餐厅管理太差。我们7个人在西餐厅吃饭，开始说不让吃，后来找到中餐厅的人给说了说才让吃，刚要点菜，服务员又说大厅有最低消费，我也不说多少了，反正不低，有这些钱我们在外边可以吃得很好了。又不是五星级，送上门的生意都不会做，无语了。', '短评打分': 1}
{'短评内容': '酒店硬件不错，在徐州算不错的了。早餐也很好。', '短评打分': 5}
{'短评内容': '已经入住4121', '短评打分': 3}
{'短评内容': '比较干净整洁，空调效果不好！！！111111', '短评打分': 5}
{'短评内容': '性价比不错，值得推荐。下次去的话，还会选择入住这里。', '短评打分': 5}
{'短评内容': '酒店房间很干净，早餐比较丰富。周围吃饭的餐厅也很多，很安静。缺点是距离市中心比较远。', '短评打分': 5}
{'短评内容': '还是那句话，空调太差了，洗澡后冻得我要死！！希望改进', '短评打分': 1}
{'短评内容': '酒店外面看这不错，房间设计陈旧，枕头和床太硬，基本一晚上没睡着，说由于光纤的问题电视也不能看。', '短评打分': 1}
{'短评内容': 'Tinghao,xiacihaizhu,xiwangnengzaipianyixie', '短评打分': 5}
{'短评内容': '好，不错，就是空调差点，制热太慢！！！！！！！！！', '短评打分': 5}
{'短评内容': '性价比比较高,值得入住，房间比较干净，早餐也还不错', '短评打分': 5}
{'短评内容': '徐州中汇国际会议中心每次入住给酒店！挺好的！', '短评打分': 5}
{'短评内容': '性价比较高，房间干净整洁，服务态度也不错，就是餐厅闭餐时间太早了，晚上9点到店就没有送餐的了，其他不错。', '短评打分': 5}
{'短评内容': '宾馆设施不错,早餐很丰富,服务态度也很好！', '短评打分': 5}
{'短评内容': '硬件很好，房间很安静，服务很差，有待提高，', '短评打分': 5}
{'短评内容': '房间的隔音效果一般', '短评打分': 3}
{'短评内容': '硬件，软件都不错的宾馆', '短评打分': 3}
{'短评内容': '已经入住', '短评打分': 3}
{'短评内容': '蛮好的  性价比也不错，值得一住，酒店设施装修也蛮好的', '短评打分': 5}
{'短评内容': '性价比一般，但是早餐不错、停车位比较多，房间较新，到矿业大学办事比较方便、离三环路也近。', '短评打分': 5}
{'短评内容': '挺不错，装修比较新、房间也算宽敞、早餐品种蛮多，这个价位已经很划算了、就是停车场挤了点……', '短评打分': 5}
{'短评内容': '性价比还行,前台早晨结帐太乱了,应该加人手.', '短评打分': 5}
{'短评内容': '酒店服务很好，管理人性化。房间很舒服。根据特殊情况还可以免费延迟退房。设施齐全。隔音良好，挡光效果很好。总之很不错。', '短评打分': 3}
{'短评内容': '内容', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '性价比还行', '短评打分': 3}
{'短评内容': '除了比较远，其它还好。\n早餐是4星标准，房间三星标准。', '短评打分': 5}
{'短评内容': '还不错的酒店，离我办事的中国矿业大学很近！', '短评打分': 5}
{'短评内容': '还行\n住的快捷单间  窗户没有阳光\n服务还行\n', '短评打分': 5}
