{'短评内容': '非常好，服务周到', '短评打分': 5}
{'短评内容': '酒店周边环境吵闹，屋内有刺鼻房屋装修气味，得开窗透气…', '短评打分': 3}
{'短评内容': '方便快捷的出行地点，每次到沈阳都是在北航附近工作，所以常驻在这里', '短评打分': 5}
{'短评内容': '不错~帮朋友订的，朋友说住的不错~我也是只要是出去玩就会住汉庭。经济实惠又干净~嘿嘿', '短评打分': 5}
{'短评内容': '环境、服务态度都很好，因为是冬天，空调不能打开，所以气温低了些！', '短评打分': 5}
{'短评内容': '总体还不错  只是早餐没有以前好了\n总体还不错  只是早餐没有以前好了\n总体还不错  只是早餐没有以前好了', '短评打分': 5}
{'短评内容': '大床房，房价155，环境还不错，就是早上街边的商贩很吵', '短评打分': 5}
{'短评内容': '卫生间和沐浴室太小，房间有异味，设施比较陈旧！', '短评打分': 1}
{'短评内容': '管理与服务都比较好。不足是门前街上不便，但这不是主观的，是客观的。', '短评打分': 5}
{'短评内容': '不错，每次都住这里', '短评打分': 3}
{'短评内容': '离办事地点特别紧，非常方便。房间很干净。就是卫生间很小。\n', '短评打分': 5}
{'短评内容': ' 小的大床房不推荐  卫生间小的可怜  在里面站着连门都关不上', '短评打分': 3}
{'短评内容': '服务规范，周到，热情。我订的是周末的特价房，性价比高。', '短评打分': 5}
{'短评内容': '还行吧 中规中矩的酒店 一般 具有汉庭风格de ~条件没有太差 不是很脏', '短评打分': 5}
{'短评内容': '酒店邻近北行，非常方便，环境还不错。离辽宁大学很近，非常合适。', '短评打分': 5}
{'短评内容': '地点好，房间也不错！！就是挨着北行商业街，早上临街的有点吵，其他都不错', '短评打分': 5}
{'短评内容': '我好象评过了。位置不错，还算好找。卫生间下水有点慢，房间装修有些陈旧了', '短评打分': 5}
{'短评内容': '很好  很好 不错 不错  早上吃的比较好', '短评打分': 5}
{'短评内容': ' 晚上水太凉  空调是假的  根本不热', '短评打分': 3}
{'短评内容': '前台服务员态度非常好，细心体贴，有求必应，房间大小正好，设备齐全，干净利索，方便周到，下次还会选择', '短评打分': 5}
{'短评内容': '地点好，吃东西购物也很方便。房间也不错。。下次还会入住。', '短评打分': 5}
{'短评内容': '用品都很干净，热水随时都有。\n保洁的化妆品试用装很给力。\n缺点，有蚊子、大床房房间太小。', '短评打分': 5}
{'短评内容': '酒店很好很舒适…', '短评打分': 3}
{'短评内容': '环境很好哦～就是灯光太暗了～', '短评打分': 3}
{'短评内容': '感觉还不错，就是网络慢了点。希望能够改进。', '短评打分': 5}
{'短评内容': '第一次住汉庭 实惠 洗澡水很舒服 大而且热 不过就是下水系统不好 溢得到处都是~隔音一般 街上的车听得到', '短评打分': 5}
{'短评内容': '整体还行，就是用了一晚，第二天马桶不好用了，上厕所费劲', '短评打分': 3}
{'短评内容': '厕所水箱不好用，上水时间特别长，噪音很大。前台说维修放假中……\n电视居然是黑白的，前台说会找人来调试，结果等我离店了也么看见调试工……', '短评打分': 1}
{'短评内容': '酒店外有点乱，比较脏！酒店还比较干净！', '短评打分': 3}
{'短评内容': '说实在的，除了位置方便，没有别的好处了。住的感觉是一次不如一次，卫生很差，马桶也不好用，宽带时断时续。最恶心的是被子竟然是脏的，建议酒店加强服务。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店位置比较好，交通方便，总台服务态度较好', '短评打分': 5}
{'短评内容': '房间设施比较老,地段还不错,出门比较方便.', '短评打分': 5}
{'短评内容': '牌子确实不起眼，以至于都走过去了最后还是打听才看到！房间不错，干净，就是一楼有点吵！设施齐全！', '短评打分': 5}
{'短评内容': '这次住的大床房是一楼的 比较潮湿 但是房价也低 149 还是挺便宜的\n这个店做的比较好的是前台可以购买的商品很丰富，喜欢', '短评打分': 5}
{'短评内容': '干净，安静，就是前台服务员一问3不知啊！服务态度还不好', '短评打分': 5}
{'短评内容': '宽带时有时无\n窗户关不上\n早上外面很吵，车辆小贩很多，处在闹市区', '短评打分': 1}
{'短评内容': ' 很不爽呢，能听到外面叫卖声而且网络断线严重', '短评打分': 3}
{'短评内容': '酒店设施齐全，温馨舒适。但是周围环境较吵。总之，值得推荐！', '短评打分': 5}
{'短评内容': '不错，经济，干净，整洁。下次还是会入住的。服务员态度很好', '短评打分': 5}
{'短评内容': '地理位置很好！离北行商业圈相当的近！交通 购物都很便利！ 但是早上8点开始就会很吵！楼下商贩的叫卖声不绝于耳。想睡懒觉是不可能了！', '短评打分': 5}
{'短评内容': '第一天住的房间竟然漏水，换了房间之后，电视的脸是绿色的。但是服务员阿姨态度非常好，很感谢她为我们收拾房间。', '短评打分': 1}
{'短评内容': '很干净，不错', '短评打分': 3}
{'短评内容': '汉庭北行店，在繁华地区，交通非常便利，并且周边吃饭比较方便。', '短评打分': 5}
{'短评内容': '地理位置很便利，服务也还好，早餐比较丰富', '短评打分': 5}
{'短评内容': '地点还算方便，服务确实不错，早餐有东北特色的苞米面粥，很有意思。', '短评打分': 5}
{'短评内容': '总体不错 就是房间小了点 不过对得起这个价格 服务员态度也不错', '短评打分': 5}
{'短评内容': '不错，服务态度很好，卫生条件可以，环境清静', '短评打分': 5}
{'短评内容': ' 商业街，批发市场，楼下市场的大妈不说了', '短评打分': 3}
{'短评内容': '地段不错，去哪里都很方便。尤其是在北行办事，很方便', '短评打分': 5}
{'短评内容': '房间环境不错，交通也挺方便的，服务也很好~', '短评打分': 5}
{'短评内容': '店内环境挺好 周围有千胜等商场 吃的东西也很多 ', '短评打分': 3}
{'短评内容': '不错，价格合理，性价比高，下次还再住！！！！！', '短评打分': 5}
{'短评内容': '房间有点小，而且有点吵，不是特别满意，估计以后不会选择了！', '短评打分': 3}
{'短评内容': '房间有点偏小，在各胡同里比较难找。不过附近就是闹市区还比较方便', '短评打分': 1}
{'短评内容': '离沈阳火车北站比较远，火车站后面就有一个。当时电话没有订上。', '短评打分': 1}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店不错，很干净下次再来。我已入住很好。', '短评打分': 3}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '汉庭沈阳北行店离机场稍微有点远。酒店前台服务热情有礼，热水和暖气充足。只是电梯上行需要刷房卡，我和妹妹两人入住，分别出行的时候就有点麻烦——没有房卡的时候只好请前台妹妹帮忙才能上楼。', '短评打分': 5}
{'短评内容': '感觉很好，环境服务都很满意！下次还会入住！', '短评打分': 5}
{'短评内容': '很干净离北行好近啊！', '短评打分': 3}
{'短评内容': '酒店环境还不错，干净清洁，适合在北行附近进行商务的人事居住。', '短评打分': 5}
{'短评内容': '早餐差，房间小，上网也慢，不能使用消费券，不推荐，不过想住的人也可以入住。', '短评打分': 1}
{'短评内容': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', '短评打分': 5}
{'短评内容': '方便，快捷，位置还可以，不过要是含早餐就好了', '短评打分': 5}
{'短评内容': '真的是我入住最多的一个汉庭酒店。价格合理。卫生好', '短评打分': 5}
{'短评内容': '很好！入住办理的很快。一楼大厅的咖啡味道好极了！', '短评打分': 5}
{'短评内容': '没什么可说的，一如既往的好！我已经入住过五六次了。服务和卫生都很到位', '短评打分': 5}
{'短评内容': '酒店内部环境很好，干净整洁，周围商铺较多，适合逛街购物，性价比较高。', '短评打分': 5}
{'短评内容': '服务热情周到！', '短评打分': 3}
{'短评内容': '条件很好，很舒适，适合入住，可以向大家推广，干净、整洁。', '短评打分': 5}
{'短评内容': '位置稍偏里，需要仔细找。其他都还不错，值得推荐', '短评打分': 5}
{'短评内容': '没有给使用消费券，强烈！！不推荐！！！', '短评打分': 3}
{'短评内容': '。地理位置不错 吃东西逛街都很方便~~！只是灯光昏暗看书有点儿费劲。还算可以吧。前台接待一点儿都不热情呢。', '短评打分': 5}
{'短评内容': '可以入住                                        ', '短评打分': 5}
{'短评内容': '服务还好', '短评打分': 3}
{'短评内容': '一如既往的好！尤其是前台的咖啡喝奶茶。真的很好喝。客人持房卡免费饮用哦~', '短评打分': 5}
{'短评内容': '房间太小，本来有大床房说没房，哎...这点得注意下！！！', '短评打分': 5}
{'短评内容': '房间挺干净的。。挺好。。就是暖气水响了一宿。。吵人。。', '短评打分': 5}
{'短评内容': '汉庭快捷酒店（沈阳北行店）我住的是大床房，房间太小了，卧室小卫生间也小。不过房间很干净，每天都打扫，卫生不错，价格也便宜。', '短评打分': 5}
{'短评内容': '挺好！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 3}
{'短评内容': '房间大小适中，床足够大，适合我这种睡觉翻滚一族。卫浴干湿分区，玻璃隔断，采光也比较好。热水和空调暖风也充足。除了面盆边上有未打扫干净的头发以外，其他方面的卫生也比较满意。唯一不足的是在闹市街边的小巷子里，第一次不是很好找，稍微有一点吵闹。', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '我很满意，就是地点差了一点，感觉不错，很干净，我要推荐。', '短评打分': 5}
{'短评内容': '我住的是大床房，房间太小了，卧室小卫生间也小。不过房间很干净，每天都打扫，卫生不错，价格也便宜。', '短评打分': 5}
{'短评内容': '+601', '短评打分': 5}
{'短评内容': '房间旧了点，可能是因为开业比较久了，但是还是很干净的，早上有点吵，我比较喜欢睡懒觉，如果起早的朋友还是可以的', '短评打分': 5}
{'短评内容': '电视机太小了 其他都还不错 服务态度很好', '短评打分': 5}
{'短评内容': '总体来说还不错，数字电视比较有特色，卫生状况也不错，就是有些吵，毕竟临靠繁华商业街。', '短评打分': 3}
{'短评内容': '周围环境太吵了！', '短评打分': 5}
{'短评内容': '地点很好，周围很繁华。隔音需要改进，电梯比较慢，卫生状况良好。', '短评打分': 5}
{'短评内容': '考试住的，环境不错。很安静，位置比较偏，所以也便宜，呵呵', '短评打分': 3}
{'短评内容': '没什么好说的，硬件设施在同等价位的酒店里是不错的，但是其它的就不敢恭维了，屋子里阴暗潮湿，床单和被子上都有来源不明的血迹，被子的感觉是湿乎乎的，更让人无语的是那个服务态度啊，本人去请教如何调出电视节目（因为跟别处的程序不一样），那个男服务员居然口气不屑地说就那么看呗，然后就要把值班室门关上，真不明白这样的人怎么能干服务业呢，汉庭的服务员很热爱集体啊，明明有低价的普通大床房，却告诉预定普通大床房的顾', '短评打分': 1}
{'短评内容': '哪都好啊哪都好，就是太吵了就是太吵了，字数够了没', '短评打分': 5}
{'短评内容': '酒店的价格合理，性价比高。服务人员态度热情，服务也很周到，就是房间设施不是很完备', '短评打分': 3}
{'短评内容': '太吵了 屋子有点小 不过服务好挺干净的 总体满意', '短评打分': 5}
{'短评内容': '地段不错，就是有点吵.关起窗户还行。就是不好找有点呵呵', '短评打分': 5}
{'短评内容': '因为要考试住哪里 比较偏 环境和服务不错', '短评打分': 5}
{'短评内容': '酒店的设施还比较齐全，唯一的就是靠近商业中心地带有点吵闹，而且高峰时间堵车比较厉害，交通倒是还蛮方便的。', '短评打分': 5}
{'短评内容': '服务挺好  但是房间挺小  要是能多开发票最好了', '短评打分': 3}
{'短评内容': '一直不错！就是楼梯门总是锁着的，必须要用房卡。有些不方便。', '短评打分': 3}
{'短评内容': '一楼的大床房纯属摆设，屋子里比较潮\r\n二楼以上的房间还行', '短评打分': 5}
{'短评内容': '房间太小 隔音不好 价格还贵 虽然下面吃的东西蛮多', '短评打分': 1}
{'短评内容': '周日特价房100元   非常不错  环境 地理位置 都很好 很安静', '短评打分': 5}
{'短评内容': '服务员态度非常好啊！因为网线设置的问题，他们很热心的帮我弄好了网线问题。还换了个房间哦！', '短评打分': 5}
{'短评内容': '环境和房价成正比，就是房间有霉气。', '短评打分': 5}
{'短评内容': '住在一楼，比较潮湿、、服务不错。主要是地理位置太好了，身处北行之中。吃逛非常方便。', '短评打分': 5}
{'短评内容': '各方面都不错，就是屋里湿气太重了,希望以后能够改善', '短评打分': 5}
{'短评内容': '电视不错呀，很多频道…房间有点小，总体来说还是Ok的', '短评打分': 5}
{'短评内容': '汉庭住过几个地方的  总体感觉 价格便宜 服务较好  卫生很好', '短评打分': 5}
{'短评内容': '这个价位，还行。交通还算便利， 卫生状况一般，下次还可以考虑入住。', '短评打分': 5}
{'短评内容': '酒店周围比较脏，房间特别小，开门上床的那种，短住还行，长住的话，建议换一家', '短评打分': 1}
{'短评内容': '该店在北行市场附件，交通非常便利，周围商铺很多，晚上夜市很早就收拾起来，不会很吵，只是早晨可能有很多车从附近走，有点噪音。总体感觉很好，只是隔音效果略微有点差，不过强过很多这样的酒店。', '短评打分': 5}
{'短评内容': '房间太小', '短评打分': 1}
{'短评内容': '很好的酒店。交通便利', '短评打分': 3}
{'短评内容': '挺好的，和其他地方的汉庭差不多。临街的房间有些吵，服务人员态度不错。', '短评打分': 3}
{'短评内容': '很不错的酒店', '短评打分': 5}
{'短评内容': '性价比还好', '短评打分': 5}
{'短评内容': '房间干净 但是毛巾太破，洗漱器具不完备。连茶叶在房间里都没有准备，还得去前台取', '短评打分': 3}
{'短评内容': '环境不错，服务员很细心而且很热情，晚上还有警察值班很安全。就是洗手间的毛巾太旧，而且洗头膏和沐浴露是一体的，感觉很不舒服。房间里的电视是联通的互动电视，可以看很多节目 价位很到位。下次还想入住', '短评打分': 5}
{'短评内容': '挺好的，汉庭都差不多。不过正好赶上楼层装修，呵呵。服务人员态度不错。', '短评打分': 5}
{'短评内容': '很不错的酒店。值得一住', '短评打分': 3}
{'短评内容': '总的来说还是不错的。干净、服务态度好。设施齐全', '短评打分': 3}
{'短评内容': '前台服务员很热情！但是我所住的卫生间有漏水情况，不知道贵店是否知道，加以改善吧。地理位置是很偏僻，因为旁边是一个市场，门口基本给封堵上了，根本看不见店门。', '短评打分': 5}
{'短评内容': '值得一住的酒店', '短评打分': 5}
{'短评内容': '附近吃的比较多，，但是相对就会吵一些，，大床房的房间实在是小，，床也不是很舒服，卫生间也是超小的，别的都还好啦~', '短评打分': 1}
{'短评内容': ' 挺好的', '短评打分': 5}
{'短评内容': '性价比高', '短评打分': 3}
{'短评内容': '位置好，性价比高', '短评打分': 5}
{'短评内容': '经济型酒店， 性价比还可以', '短评打分': 5}
{'短评内容': '每次来汉庭（北行）店，最主要是这里有两个可以接口的上网网线，比其他酒店要有优势，饭店所在地也很方便，利于出行。', '短评打分': 5}
{'短评内容': '服务不错,各个方面都比较满意,希望继续为大家很好地服务!', '短评打分': 5}
{'短评内容': '不错~', '短评打分': 3}
{'短评内容': '沈阳来说比较不错的经济型酒店', '短评打分': 3}
{'短评内容': '以为是有电脑的房间，去了才知道是有网线的房间。给安排在一楼很不爽，白天都没办法打开窗帘。要风筒说借出去了，设备不是很完善。屋内没有配备饮水机。浴室居然发现了蟑螂，简直不可接受。性价比还可以', '短评打分': 5}
{'短评内容': '环境非常嘈杂，隔壁是什么二人转大舞台，大喇叭一直在广播，晚上8点演出开始后是音乐，即使住在靠里侧的房间依然感觉很吵。汉庭房价水分也比较大，建议你们用铂金卡 20元优惠券，我第二天的房费仅仅是141含双早。', '短评打分': 1}
{'短评内容': '环境不错 设施不错 就是太吵了 还有施工 关窗可以忍受', '短评打分': 5}
{'短评内容': '酒店服务态度很好，屋内设施齐全，性价比很高。周围环境稍微有点吵，不过关了窗户后可以接受。房间隔音稍差有待改进。', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '汉庭中难得的好酒店。干净、服务好。就是价格稍微贵了些，但我住的是周日百元特价房，超值。其他都很好。', '短评打分': 5}
{'短评内容': '不错哦', '短评打分': 3}
{'短评内容': 'bucuo', '短评打分': 5}
{'短评内容': '服务不错，交通方便，卫生条件也不错', '短评打分': 5}
{'短评内容': '总体很满意！酒店离我要去的铁路机械学校不远，打车一个起步价！该酒店地理位置极佳！周边购物、饮食方便！内部设施非常不错！服务人员热情、周到、礼貌！缺陷是不隔音，并在床上发现两只爬行的小黑虫子！卫生间发现一只潮虫！望能改进！就非常完美了！推荐！', '短评打分': 5}
{'短评内容': '临近早市和小吃街,周边环境嘈杂,清晨休息不好.', '短评打分': 3}
{'短评内容': '酒店安保还不错,但位置一般,周边环境嘈杂,临近早市和小吃街,清晨临街面休息不好.', '短评打分': 3}
{'短评内容': '酒店位于长江街和巴山路交界上,位置一般,周边环境嘈杂,临近早市和小吃街,清晨临街休息不好.', '短评打分': 1}
{'短评内容': '在网上订好，便宜', '短评打分': 5}
{'短评内容': '环境差了点，屋里比较潮，墙角的颜色都变了！', '短评打分': 1}
{'短评内容': '因为离我比较近，洗澡的龙头不好用。电视太小，别的还行！大床房的床很大，呵呵', '短评打分': 5}
{'短评内容': '环境位置都很好。', '短评打分': 3}
{'短评内容': '  服务比较不错，环境也好，购物很方便，车也方便。性价比很高。', '短评打分': 5}
{'短评内容': '感觉还不错，就是屋里空气不是太好。建议在客户离开后打开窗户透透气。', '短评打分': 5}
{'短评内容': '附近是闹市 太吵了，而且经常有施工的。', '短评打分': 1}
{'短评内容': '不错。感觉还好。', '短评打分': 5}
{'短评内容': '还行，就是大床房空间太小，卫生间几乎转不过身来', '短评打分': 5}
{'短评内容': '位置不错，就是不在路边，总体还可以。', '短评打分': 5}
{'短评内容': '酒店临着长江街，有商场，华联超市，运动折扣商场，隔音不错，关上窗户基本上就听不到吵闹声了，刚去的时候可能因为没房了，定的是单人间，但是住了3天豪华大床房才换的单人间，豪华间很大，床头有网线，单人间就比较小了，可能跟如家差不多大，床头也没有网线，服务人员态度很好，见面都说您好，打电话给前台也是马上有人上门解决。很不错。', '短评打分': 5}
{'短评内容': '很好，很舒适', '短评打分': 5}
{'短评内容': '就是有点吵', '短评打分': 5}
{'短评内容': '一句话：这个价格不值', '短评打分': 1}
{'短评内容': '还可以，这个价钱住这个酒店还是很合理的', '短评打分': 5}
{'短评内容': '还行吧', '短评打分': 5}
{'短评内容': '服务不错 只是卫生条件比较一般 毛巾浴巾感觉不是很卫生 性价比一般', '短评打分': 1}
{'短评内容': '价格浮动太大，还有就是冬天很冷，白天很吵。', '短评打分': 1}
{'短评内容': '酒店位置好.房间也大.住的还真的不错.性价比高.推荐大家去住.', '短评打分': 5}
{'短评内容': '隔音效果不是很好，位置不太好找，虽然离火车站挺近的。服务态度还好，热水器出水不够温度。', '短评打分': 5}
{'短评内容': '今天，重物11点多离店的，住的高级大床房。很干净，不错，还宽敞，洗澡水也很热，赞！睡觉时候开着空调，很暖和。不过，空调有点小声音，可能是我耳朵太灵了？还看的数字频道里点播的柯南，哇哈哈！下次有机会还去住。\r\n', '短评打分': 5}
{'短评内容': '房间挺宽敞，网速不错', '短评打分': 5}
{'短评内容': '房间冷', '短评打分': 5}
{'短评内容': '房间的卫生和设施方面都很不错,住着很舒适,但周围的环境不太好,靠近一个市场,有点乱,不过交通很方便.', '短评打分': 3}
{'短评内容': '很好 真的很不错 超级大的床 水很热 性价比很高', '短评打分': 3}
{'短评内容': '我很喜欢这家酒店,环境很好,而且出行也很方便,房间的卫生和设施方面也都不错,很符合酒店的价位.', '短评打分': 3}
{'短评内容': '很舒服，以后会经常来的', '短评打分': 5}
{'短评内容': '有点偏，在小巷子的角落里，不过交通比较方便！\n以前住过一些经济型酒店，房间里会有一些小商品，价格都有标识出来，让客人可以很放心的选择，汉庭这样全国连锁的酒店却没有这样的服务，口渴了只能用电热水壶自己去烧水', '短评打分': 3}
{'短评内容': '不错，安全性值得一夸，服务态度也好，下次还住。', '短评打分': 3}
{'短评内容': '酒店的作为经济型酒店来讲,它里面的整体条件和服务还是比较不错的,而且价格也蛮便宜,比较满意的.', '短评打分': 3}
{'短评内容': '酒店的服务挺热情的,房间打扫的挺干净的,就是浴室的地面有些滑.设施还是比较齐全的,周边交通也蛮方便的,整体感觉还是不错的.', '短评打分': 3}
{'短评内容': '服务不错，安全性比较好，上电梯需要刷房卡，标间很宽敞，室内温度也不错！', '短评打分': 5}
{'短评内容': '不错哦~', '短评打分': 3}
{'短评内容': '房间不大布置的却很合理 装修简单却很实用 结合价位总的说还不错。下次再到那附近办事的话还住它。', '短评打分': 5}
{'短评内容': '不大好找，呵呵，其他都好', '短评打分': 5}
{'短评内容': '总体感觉还可以吧，就是房型有点不习惯，卫生间和洗澡间空间很大', '短评打分': 5}
{'短评内容': '房间比较干净，但是有点小,基础设施齐全 不过一个人出差来说已经很不错了，酒店靠近火车站购物逛街很方便.\n', '短评打分': 3}
{'短评内容': '酒店房间面积特别小,住着很不舒服,卫生环境还可以,条件一般,性价比不是很高.', '短评打分': 3}
{'短评内容': '汉庭很干净，去的时候正好赶上沈阳大降温，室外温度最低的时候说是零下25度，但是在屋子里面穿着单衣打赤脚都不觉得冷的，可能是因为冷的缘故，出门之后回来，一洗澡就整个人很放松，服务员的态度也很好，给要住的朋友一个建议：我刚刚到沈阳的时候，和出租车司机说巴山路汉庭快捷，被第一个司机拒载了，他说不认识，你可以和司机讲说“北行（hang)商场”这样比较好找，到了北行商场，就直接看到了，距离10米', '短评打分': 5}
{'短评内容': '很好，值得入住！！！', '短评打分': 3}
{'短评内容': '位置，环境都很好，免费的资源很全，很清洁，我和老婆住的还是521房，嘿嘿，下回还会选择它！', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '太冷了!', '短评打分': 5}
{'短评内容': '位置绝对好，长江街北行中兴大厦对面，旁边就是北京华联超市，出门打车、溜达、吃饭都很方便。酒店卫生尚可，标准的经济型连锁酒店。我住的是商务大床房，房间很小，没有独立的卫生间和淋浴室（都是用玻璃隔断的），感觉想香港的三星酒店那样，对付一宿尚可。本人不是太推荐，并且本人下次不会再去入住了，尽管很便宜。（这次是为了住一回汉庭才选择的，哈哈）', '短评打分': 1}
{'短评内容': '价格便宜', '短评打分': 5}
{'短评内容': '这家酒店我挺满意的，环境不错，也挺舒服的，性价比高，值得推荐', '短评打分': 3}
{'短评内容': '酒店的地理位置比较好,但不是很明显,所以说不是很好找,房间条件挺理想的.', '短评打分': 3}
{'短评内容': '性价比还不错！', '短评打分': 3}
{'短评内容': '位置不怎么样！比较吵！', '短评打分': 5}
{'短评内容': '酒店设施和环境都还不错，除了一楼的客房感觉有点不舒服以外，高层的还算可以，当时在网上预订的是高级大床房，但是到了酒店因为房间腾不出来给我们加了价钱改成普通标准间，我觉的既然是预定好的，腾不出房间那是酒店方面的问题，调房型就不应该多收客人的房费，在这方面酒店应该改善！其他的还算可以！', '短评打分': 5}
{'短评内容': '地理位置不错', '短评打分': 3}
{'短评内容': '尚可\r\n', '短评打分': 5}
{'短评内容': '酒店的位置还算可以，比较方便的，价格也适中，而且我觉得汉庭的服务挺不错的，内部条件也比较好，干净舒适，挺满意的。', '短评打分': 3}
{'短评内容': '总体很不错，床很大。洗澡很舒服。赞一个。', '短评打分': 5}
{'短评内容': '卫生间反味 臭臭臭  一个劲的卖会员卡 真烦人。客房已经十分的破旧了，早餐就是垃圾，给我家狗 我想我家的狗都不一定愿意闻，还要收费15元，抢银行的了。', '短评打分': 1}
{'短评内容': '位置非常方便，性价比也比较高，值得推荐。', '短评打分': 5}
{'短评内容': '我在网上定怎么老是1楼那   是没有还是怎么的', '短评打分': 5}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '地处北行商业区，出门就可以逛街，交通也很方便！服务和卫生都不错，尤其是洗澡水很赞，但美中不足的是不提供早餐，价格稍贵！', '短评打分': 3}
{'短评内容': '酒店在商业区，服务挺好的，里面的条件也还不错，就是以他的设施来说，价格稍微高了一点，但是总的来说还是比较不错的。', '短评打分': 3}
{'短评内容': '酒店的环境和设施都比较一般，服务态度很好，位置也比较方便，所以还是可以考虑的。', '短评打分': 3}
{'短评内容': '酒店位置很方便，隔音效果比较差，但是性价比非常高。', '短评打分': 5}
{'短评内容': '还可以 价格有点高', '短评打分': 5}
{'短评内容': '房间有些小  但是很干净  地理位置优越 而且服务态度很好 连保洁人员和保安都很有礼貌 性价比不错 下次入住还会选择汉庭！', '短评打分': 5}
{'短评内容': '坐便有点高，预约制度挺气人的，预订之后也会拿到很吵的房间，然后只能换高级大床，小算盘白打了', '短评打分': 5}
{'短评内容': '环境还可以  价格有点高', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': 'henhao', '短评打分': 5}
{'短评内容': '干净  环境也不错', '短评打分': 5}
{'短评内容': '上次安排的房间位置太差，在1楼，而且窗外有路灯，晚上的时候很亮，酒店本身环境还可以，总的来看价格有点贵了', '短评打分': 3}
{'短评内容': '不错 干净', '短评打分': 5}
{'短评内容': '酒店的服务卫生方面还是不错的,设施方面一般了,周边交通还是比较方便的,价格方面也比较合适,整体感觉还是不错的,值得推荐', '短评打分': 3}
{'短评内容': '酒店条件还是可以的,不过当时的房间是在一层的,门口就是市场,所以感觉会比较吵,而且还有些潮,不过整体感觉还是可以接受的.', '短评打分': 3}
{'短评内容': '很卫生 但是个人觉得空间比较小 其他的都OK 服务也不错。', '短评打分': 5}
{'短评内容': '地处沈阳的繁华地段，交通便利，很好找，出行也很方便，房间的卫生和设施也还不错，我觉得这家酒店性价比还是比较高的，值得推荐', '短评打分': 3}
{'短评内容': '住之前看了很多人的评论，说是太吵，但是入住之后发现不是那样。尽管我住的是一楼101，但是只要把窗关上，声音基本很小的。很满意，唯一的缺点是房间窗外正好有个路灯，窗帘挡不严实，会进光。', '短评打分': 5}
