{'descr': '很好的地方，交通方便', 'star': 4}
{'descr': '洗手间门和淋浴间门共用，不是很合理，淋浴间和卫生间不能同时用，不合理。还有就是床头板上边由灰尘，保洁不到位。', 'star': 5}
{'descr': '太原的理想选择‘’‘’‘’‘’‘’‘’‘’‘’‘’', 'star': 5}
{'descr': '非常好的酒店，下次一定入住，还办了会员卡。。。。。。。。。。', 'star': 5}
{'descr': '端午百元房太给力了 非常值', 'star': 3}
{'descr': '每次都住这，很舒服……以后还会……', 'star': 3}
{'descr': '感觉挺不错的，服务态度也好，以前就在这儿住，还专门办的这儿的会员卡', 'star': 5}
{'descr': '交通方便，周边吃饭的地方也很多，东面紧挨着区中心医院。', 'star': 3}
{'descr': '汉庭标准配置，前台还装了饮料机，可以选择咖啡、奶茶和五谷茶，不过第二天就没开，所以也用不了；房间下水不好，有异味；牙刷扎人，质量比较差。', 'star': 5}
{'descr': '还可以，服务态度挺好…', 'star': 3}
{'descr': '太差了 环境 房间很小，以后不住了， 建议大家考虑', 'star': 1}
{'descr': '不错，服务员态度很热情。房间的环境也比较满意', 'star': 5}
{'descr': '还可以，位置很好，缺点没有停车位 、住宿卫生服务还可以', 'star': 5}
{'descr': '很干净 ，很舒适，服务也很好，很经济……', 'star': 5}
{'descr': '挺干净，环境也挺好的。大大的窗户。', 'star': 3}
{'descr': '很舒服，淋浴很给力，新春大床100元的价格更给力~', 'star': 3}
{'descr': '总体感觉还不错。房间稍微有点小。卫生间设计不是特别人性化、', 'star': 5}
{'descr': '位置好，价格合理，去经贸委等部门办事最佳', 'star': 5}
{'descr': '还是汉庭的好，本打算回来工作再订汉庭的，不过都被学生给订满了。\n', 'star': 5}
{'descr': '服务很好...离商业中心很近啊。住过两次了', 'star': 5}
{'descr': '还行', 'star': 3}
{'descr': '＋不错，很舒适。', 'star': 3}
{'descr': '打扫完的房间有很浓的烟味，服务生未经允许用房卡开房门，幸好有链锁。', 'star': 3}
{'descr': '地理位置相当不错，离的商业街很近，赞一个！', 'star': 5}
{'descr': '很不错', 'star': 3}
{'descr': '还算不错.比较干净。\n就是矿泉水价格贵了点，是3元一瓶', 'star': 5}
{'descr': '很好，房间干净，服务不错，网速更没话说！！推荐', 'star': 5}
{'descr': '前台服务态度非常差，10点到店，11点半才入住。定的大床房没房，说免费升级成高级大床，结果上楼一看是内窗房，在与ELONG多次协调后才有了我定的房间。', 'star': 1}
{'descr': '不错 离柳巷很近~~~~ 环境很好~~~服务不错~~~', 'star': 5}
{'descr': '服务态度好，房间挺干净。距离市中心近。值得入住。', 'star': 5}
{'descr': '挺市中心的，交通很方便，房间也挺宽敞的，周日百元房很划算~', 'star': 5}
{'descr': '干净，位置也不错，交通比较方便，值得推荐', 'star': 5}
{'descr': '再次入住,感觉很好.大床房和高级大床房好像没什么区别,除了面积.', 'star': 3}
{'descr': '交通很便利，离柳巷很近。而且出门就有公交车去往柳巷、火车站或者省博物院。\n入住的房间竟然没有柜子放置行李，有些不近人情。', 'star': 5}
{'descr': '条件设施中规中矩交通也还便利，离火车站商业街都不算远。值得推荐', 'star': 5}
{'descr': '酒店不错。。。服务态度提高了很多哈哈。。。', 'star': 5}
{'descr': '房间有点小，位置好，市中心，交通方便，没有自己的停车场', 'star': 3}
{'descr': '位于市中心，房间环境可以，稍微小了点，停车不方便，酒店没有自己停车场，只能停在酒店门口', 'star': 5}
{'descr': '位置方便，条件也还可以，性价比高。有特价100元房间，需要的朋友可以留意', 'star': 5}
{'descr': '房间实在太小，浴巾实在太旧了。\r\n位置倒是很好，就在国贸对面。', 'star': 1}
{'descr': '服务热情,我住的没窗,价格合适.下次还会去住', 'star': 5}
{'descr': '作为太原金融区的酒店，性价比可以。卫生只要没有洁癖，是可以认同的，服务不错，设施一般，空调声音太响。', 'star': 5}
{'descr': '这是一家综合性能非常不错的酒店，可惜不包含早餐，如能含早就更好了。', 'star': 5}
{'descr': '房间很不错，很满意。就是房间朝向有些吵。', 'star': 5}
{'descr': '住过很多次了。还不错。就是房间有点小。服务态度跟南方的还是没办法比。总的来说还是不错的', 'star': 5}
{'descr': '还不错，环境好，就是早餐太简单了点，厨师不怎么样！', 'star': 5}
{'descr': '除了早餐其它的都还可以,周边环境不错!!!', 'star': 5}
{'descr': '房间还是一样紧凑，就是定的房的窗户咋就在汉庭大霓虹灯旁边呢。不拉厚窗帘都很亮。', 'star': 3}
{'descr': '还不错  汉庭的房间一直比较紧凑。不过看起来蛮舒服的', 'star': 5}
{'descr': '地处繁华地段，外出办事很方便，酒店住起来也不错。', 'star': 5}
{'descr': '房间较大，不错。\r\n上网是移动网络，打开网页速度较慢！\r\n洗澡间水会漏出来！\r\n旁边靠大润发，购物打车方便！小吃店也较多，较方便！', 'star': 5}
{'descr': '住的很舒心！', 'star': 5}
{'descr': '地理位置太好了，近乎完美，离柳巷也近，周围什么都有，很是方便 交通相当便利，干净（刚开不久的）', 'star': 5}
{'descr': '在这个酒店住了几次，早餐已经有改进，唯一不足仍然是卫生间漏水没能改善', 'star': 5}
{'descr': '位置不错,在大润发边上,附近吃的也不少,在吴江性价比还不错', 'star': 5}
{'descr': '入住的是周日百元房，很值，大床两个人睡足够了，房间也很干净。', 'star': 5}
{'descr': '酒店设施比较新，交通方便，环境比较安静，离商业街较近，购物餐饮很方便', 'star': 5}
{'descr': '房间还比较宽敞。如果能在酒店内增加一台ATM可能会更方便', 'star': 5}
{'descr': '酒店位于金融区，位置比较好。服务态度很好，很干净！值得推荐！', 'star': 5}
{'descr': '在大润发边上位置还不错,酒店不是很新,不过还行,在吴江来说行性价比还行', 'star': 5}
{'descr': '价格便宜，房间有点小，不过干净卫生，还可以', 'star': 5}
{'descr': '来吴江就住这个地', 'star': 5}
{'descr': '服务态度很好，位置也不错。', 'star': 5}
{'descr': '位置很好，旁边就有超市和KFC。', 'star': 5}
{'descr': 'ad', 'star': 3}
{'descr': 'ds', 'star': 3}
{'descr': ' 特价房很实惠，就是房间的隔音不是特别好', 'star': 5}
{'descr': '不错，性价比不错', 'star': 5}
{'descr': 'hao', 'star': 5}
{'descr': '比上次在吴江住的汉唐国际要性价比高多了哦', 'star': 5}
{'descr': '位置不错，性价比很高，特别是周末特价房。', 'star': 5}
{'descr': '不错。这个酒店不错', 'star': 3}
{'descr': '还不错的酒店', 'star': 3}
{'descr': '很好。。。', 'star': 5}
{'descr': '四楼餐厅服务很差！先报菜价后会改菜价单（当然是加价了）！而且不通知！气得我不吃了！黑！！！', 'star': 5}
{'descr': '价格实惠，房间设施比较新', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '还行', 'star': 5}
{'descr': '不错的酒店\r\n地段很好\r\n但是洗澡漏水\r\n楼下装修\r\n有点吵', 'star': 3}
{'descr': '还行吧！服务员比较热情，不过由于是没有窗子的房间因此停电过程中超级热啊！', 'star': 5}
{'descr': '住过两次还行', 'star': 5}
{'descr': '第二次住了，没窗的房间，空气不是很好', 'star': 5}
{'descr': '地段不错\r\n卫生间洗澡有点漏水\r\n楼下装修有点吵', 'star': 5}
{'descr': '还不错的酒店，性价比很高，', 'star': 5}
{'descr': '比较好找，打车也方便，人员很热情，房间无异味烟味（无烟房），推荐入住！', 'star': 5}
{'descr': 'henhao', 'star': 5}
{'descr': '酒店里很干净,服务也很热情.热水很好.只是临街窗子不太隔音.夜里会被外面过的车子吵醒.', 'star': 5}
{'descr': '第一晚住完，第二天因为有事早上比较急地去了长治。下午回来的时候我要求服务员将我的床单被罩这些换掉，因为我的大腿被跳蚤咬了5个大红包，非常痒，其中由一个包肿得很厉害，穿上裤子都看得到是肿的（去年在一个农村也被跳蚤咬过一次，所以我知道我那个是跳蚤咬的）。\r\n本来我是一个比较随和的人，对这些事情不是非常介意，觉得自己也没那么娇贵。但是服务员呢，还怀疑我说的话，哎~~~认为我是在别处被咬的，我那天除了在汉', 'star': 1}
{'descr': '性价比不错,地段也还行', 'star': 5}
{'descr': '酒店不错，早餐也较丰盛。', 'star': 3}
{'descr': '酒店很不错，两根网线的设计很人性', 'star': 3}
{'descr': '酒店很不错，就是房间小了点。', 'star': 5}
{'descr': '位置在商业街但是不太好找。', 'star': 5}
{'descr': '住着不错，就是卫生间小了点', 'star': 5}
{'descr': '各方面都还可以，但是吃饭很不方便', 'star': 3}
{'descr': '酒店的地理位置非常好，十分方便。服务也和不错，非常值得推荐。', 'star': 5}
{'descr': '卫生什么的都还不错，服务员比较热情，周围吃饭的地方不多，价格稍微便宜点就更好了。', 'star': 5}
{'descr': '位置不错，服务员非常热情周到，这个价位的房间也就算是不错了，就是网速一般，值得推荐', 'star': 5}
{'descr': '枕头很脏，别人擦过皮鞋的，没洗干净就拿出来用，非常恶心', 'star': 1}
{'descr': '位置和环境都不错，唯一遗憾是吃饭不是很方便', 'star': 5}
{'descr': '卫生间的淋浴房向外漏水，造成卫生间的地面很湿滑...到现在酒店方面仍然未能在硬件上予以解决！', 'star': 5}
{'descr': '卫生很差，地毯有很多脏的东西（瓜子壳等），住进后要服务员搞了一次卫生！离大润发很近！就在隔壁！价钱还可以！', 'star': 1}
{'descr': '酒店房间很大,每个房间都有阳台,很舒服.就是设施有点旧,第一次要的那个房间马桶漏水的,让换一间还要拖拖拉拉的.', 'star': 5}
{'descr': '只是屋里的灯有点少的说，其他都还好', 'star': 5}
{'descr': '卫生很差，床下有很多脏的东西，早餐一般。', 'star': 1}
{'descr': '位置很方便，就是房间比较小。', 'star': 5}
{'descr': '酒店干净卫生，价格合理，下次考虑还住这里', 'star': 3}
{'descr': '卫生干净，价格合理，下次去吴江还住这里', 'star': 3}
{'descr': '性价比很高的一个酒店，下次再来光顾', 'star': 3}
{'descr': '很不错的酒店，旁边就是大润发，很方便，酒店设施也很好，价格也适中，下次去还会住这里！', 'star': 5}
{'descr': '酒店里的饭店很不错', 'star': 5}
{'descr': '隔音很不好，隔墙的打麻将都能把声音搞到这边来。', 'star': 5}
{'descr': '性价比很高,早餐也不错!已经在那住了三次了,感觉挺舒适的!只是卫生间的淋浴房有些向外漏水...期待酒店改进', 'star': 5}
{'descr': '住店期间电梯正在维修，造成了一些不便，其他方面无可挑剔。', 'star': 5}
{'descr': '经济', 'star': 5}
{'descr': '性价比很高  不错', 'star': 3}
{'descr': '还可以,位置不错,房间设施也不错', 'star': 3}
{'descr': '挺好的', 'star': 3}
{'descr': '不错', 'star': 5}
{'descr': '该酒店很干净，是个全新的酒店，环境卫生都很好，下次去吴江还会选择这里。', 'star': 5}
{'descr': '服务态度佳，房间还可以', 'star': 3}
{'descr': '服务挺好的，房间有点小', 'star': 5}
{'descr': '相当超值，很不错。', 'star': 3}
{'descr': '还不错。', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '还可以，值得住，但现在不知道当酒店陈旧后会怎么样？这个已经是中国人的通病了。', 'star': 5}
{'descr': '好，下次还来。', 'star': 3}
{'descr': '汉庭最好的地方就是有两根网线，上网不用跟同事打架。', 'star': 5}
{'descr': '除了毛巾不干净之外&#183;其余的都不错&#183;', 'star': 5}
{'descr': '酒店还是蛮经济实惠的,值得推荐.', 'star': 3}
{'descr': '新酒店，设施条件比较新，环境也不错，我认为整体感觉都很好', 'star': 3}
{'descr': '这个酒店的位置对我们来说很方便的，价格和设施条件也是比较不错的，整体来说性价比比较高的。', 'star': 3}
{'descr': '位置非常方便，服务态度不错，', 'star': 5}
{'descr': '已经不是第一次入住了，如果去吴江旅游或者出差的话，这是个首选的宾馆!', 'star': 3}
{'descr': '与吴江的大润发超市仅一街之隔，购物极为方便，周边环境较好，交通便利，而且酒店的价格便宜！', 'star': 5}
{'descr': '我感觉非常好，下次还住那', 'star': 5}
{'descr': '位置好，性价比高', 'star': 3}
{'descr': '酒店位置不错，酒店设施也不错，床睡的挺舒服的，就是特价房大部分是没窗户的，还有就是酒店没有专门的停车场，要到附近的停车场，一小时2元', 'star': 5}
{'descr': '新开业的，服务相当不错。交通也方便。就是到冬季了，早晨的热水温度要提高点。', 'star': 5}
{'descr': '装修味道太重，前台退房速度超慢', 'star': 1}
{'descr': '挺好的，交通方便，价格合理，住的还比较舒适', 'star': 3}
{'descr': '特价房无窗户。', 'star': 1}
