{'短评内容': '还不错，京东也能订酒店了', '短评打分': 5}
{'短评内容': '酒店很干净，服务员很和善，位置相当好，去门南直走就是河坊街,虽然附近也有很多酒店，但是新开的总归干净、卫生、安全。房间大小有差异，有窗面积小，暗窗面积大点。总体可以，下次还会选择。', '短评打分': 5}
{'短评内容': '很干净，交通方便，位于南宋御街，很特别的体会。就是晚上外边有点吵。不过下次来还会住。', '短评打分': 5}
{'短评内容': '第一次到杭州，第一次选择了这家店，总体感觉不错。干净，位置好，交通也方便。', '短评打分': 5}
{'短评内容': '如家住着很有家的感觉，设施都很齐全，在南宋御街地段这个价格物超所值', '短评打分': 5}
{'短评内容': '酒店隔音效果太差，宾馆网速也非常的慢，宾馆服务人员总是核对不上订单与入住情况，需要加强', '短评打分': 5}
{'短评内容': '1、地理位置：在南宋御街步行街内，离鼓楼也很近，周边交通便利，去各景点都很方便；\n2、环境：由于在步行街内，所以比较嘈杂，但买东西吃饭都很方便；\n3、设施：宾馆隔音效果差到不行，而且设计有问题，隔壁房间的卫生间在我们这间的床附近，隔壁洗漱哗哗的水声扰得人没法睡觉，非常非常吵。而且网络速度很慢。\n4、工作人员素质：原来住的一间房间有严重的骚臭味。要求换房时，工作人员态度不是很好，谎称没有房间了，但是', '短评打分': 5}
{'短评内容': '跟大部分人认为的一样--就是楼层隔板太薄，什么都能听见；而且小卡片也是很多。其他的还可以', '短评打分': 5}
{'短评内容': '地方不錯....晚上門口就有很多小吃...為我這喜歡吃的人來說太好了', '短评打分': 5}
{'短评内容': '交通便利，离离西湖和商业中心很近。就是房间太小了。', '短评打分': 5}
{'短评内容': '房间很干净就是空间太小隔音差写，隔壁用水的声音停的很清楚', '短评打分': 3}
{'短评内容': '就在南宋御街步行街上，逛逛御街和河坊街都很方便。同一条街上酒店非常多，如家也有几家店在这条街上。这家相对性价比不出色。处在的步行街也没睡吗人气。去西湖坐公交要2站，貌似没有停车场，所以这次没选择开车去。房间不大，隔音和其他人评论的一样很差。床很舒服，不解的是第一天被子放的是很厚的冬被，开了空调还热的要死。如果要选择如家我想也许河坊街鼓楼店会更好些（就在胡雪岩故居对面）。', '短评打分': 5}
{'短评内容': '还行吧` 就是房间实在是有点小巧` 不过麻雀虽小 五脏俱全` 住的很舒心 ', '短评打分': 5}
{'短评内容': '当天临时在网上订的 地理位置和酒店环境都不错 ', '短评打分': 5}
{'短评内容': '地理位置环境好，入住的当天是星期5所以房间紧张价格也比平时提了50远左右303，我们住的是数码商务房窗户是在过道上还是封死的，做做样子，这点不爽，第2天一早外面走廊上就很吵了 都是人。被子太厚睡的都是汗。', '短评打分': 5}
{'短评内容': '酒店位置和环境都很好，服务员也很好。一直都住如家，也是一直都很满意。', '短评打分': 5}
{'短评内容': '第一次住如家，房间是小了点，不过非常温馨！房间里的色彩也很丰富！床品及卫生间也觉得很干净！赞一个！', '短评打分': 3}
{'短评内容': '环境不错。', '短评打分': 3}
{'短评内容': '房间很干净 设施也不错 就是空间比较小 -------------------------------------------------------------------------------------------------------------------------------------------', '短评打分': 5}
{'短评内容': '交通还可以，酒店位置很难找，特别是自己开车去的，在步行街旁车子进不去，还没有停车的地方。其他都还满意。', '短评打分': 5}
{'短评内容': '酒店周边很热闹，很方便。房间虽然小了点，但还蛮舒服的。就在步行街旁边，走到西湖也只有几分钟。', '短评打分': 5}
{'短评内容': '隔音非常之差，窗户大部分都是走廊小窗，连门外走路都可以听到，隔壁小声说话都听得到，服务员解释说这家酒店所有客房都是这样，换房间也没用，建议别考虑', '短评打分': 1}
{'短评内容': '～很不错哦亲', '短评打分': 3}
{'短评内容': '酒店整体还好，就是卫生间没有香皂，奇怪，卫生不错，环境地点不错', '短评打分': 5}
{'短评内容': '～酒店挺不错的闹中取静～', '短评打分': 3}
{'短评内容': '离西湖较近，以悠闲些的步子走路过去二十分钟，这是走的西湖大道那边的时间哈。景点是正对着涌金广场的，可能从店右手走更近些。工作人员较热情，就是房间小些。设施什么的都挺新，睡的也舒服。窗子不能打开换气。吃饭得走到河坊街那边去吃。', '短评打分': 5}
{'短评内容': '挺干净的，临西湖也近，出去吃饭不是很方便，虽然离河坊街近，但也得走个5分钟。有外窗的房间，窗户都封死了，不能换气。屋子较小，但床垫及被子很厚很软很舒服。', '短评打分': 5}
{'短评内容': '很干净，环境也很好，关键是它就在南宋御街上，离河坊街步行街也很近，有许多漂亮的东西可以买，晚上肚子饿了，出去买夜宵也很方便，下次还是选择这里', '短评打分': 5}
{'短评内容': '坏境不错，位置也好！不得不说，隔音效果不好！服务还算满意，惹的我们都受不了才要求换房间的！遇到4个女生，11点50左右入住，不睡觉一直叽喳叽喳没完没了到凌晨4点半。搞的我们都神经衰弱了！太没公德心了！出门在外睡不好，什么也做不了！', '短评打分': 5}
{'短评内容': '地理位置不错，方便出行，希望隔音可以完善一下！', '短评打分': 5}
{'短评内容': '酒店位置不错，房间很干净，水很大，但隔音效果太差。', '短评打分': 5}
{'短评内容': '真心隔音太差，走道里人来人往，可能生意太好了吧，前台管理非常乱，入住和离开时办业务都要花上十来分钟。早上六点多就开始有人在走道里大声说话，非常吵。而且房间的窗户都开在走道，又没有遮光窗帘，可想而知多么悲催，实在忍不了，第二天一早就退房了，真心说一句：不值！不管你们信不信，反正我是信了！', '短评打分': 1}
{'短评内容': '帮朋友订的，他说还不错，就是隔音差了些，打车不是很方便', '短评打分': 5}
{'短评内容': '地段不错，位置很好找，房间虽小，但五脏俱全吧，就是房间靠走廊确实有点隔音不好，', '短评打分': 5}
{'短评内容': '在步行街内、住宅小区旁，晚上很安静，房间布置也很温馨。就是不太隔音，希望能改善。', '短评打分': 5}
{'短评内容': '隔音很差，其他很好。。隔音很差，其他很好。。', '短评打分': 1}
{'短评内容': '出乎意料的好~本来以为不好找到，没想到第一次去杭州的我们，找到了又好又干净的如家，位于著名的南宋御街上！方便逛街，古色古香的~酒店干净卫生，环境优美，由于是步行街没有车来车往的嘈杂声，住得很舒心，连住4晚，满意而归！下次还会住在如家南宋御街店！', '短评打分': 5}
{'短评内容': '整体感觉挺好', '短评打分': 3}
{'短评内容': '住了三天，卫生服务都不错，期间厕所堵了服务员也能及时解决，很不错的住宿体验哦！', '短评打分': 5}
{'短评内容': '数码标间环境不错,价格优惠,性价比高', '短评打分': 3}
{'短评内容': '酒店环境不错,交通方便.服务态度还可以', '短评打分': 3}
{'短评内容': '酒店位置不错，内部也不错，温馨舒适，比较适合自助游玩。', '短评打分': 5}
{'短评内容': '一切都还好吧~~可以住住，无功也无过吧。', '短评打分': 5}
{'短评内容': '酒店地段不错哦，附件吃的也很多，交通还算可以吧，住的房间满干净的，不知道是不是我们订的十周年的特惠房，房间比别的房间小好多！被子也够厚，睡的我汗都出来了！', '短评打分': 5}
{'短评内容': '非常好离小吃街很近白天交通方便晚上吃饭方便门前就是古色古香的南宋御街', '短评打分': 5}
{'短评内容': '在吴山广场何坊街上。很有特色。环境和氛围都很好。靠近西湖边。下次过来还会过来。很不错', '短评打分': 5}
{'短评内容': '地理位置很好，房价略小，洗澡水很充足。隔音效果差，半夜三更的隔壁房间电视吵死个人，楼道走路和说话的声音也一清二楚。早餐吃了2天就吃不下去了，每天15元的标准我估计只消费了5块。前台服务质量算是最满意的，每天都笑眯眯的跟进出的客人打招呼，不像有的店里前台对客人爱理不理，感觉客人都欠她钱似的，嘿嘿！', '短评打分': 5}
{'短评内容': '被子很厚不过要临街带窗结果是对着天井无私密不隔音', '短评打分': 1}
{'短评内容': '隔音效果好差~床被是粉色的很赞哦', '短评打分': 3}
{'短评内容': '双标数码，空间大，舒服，隔音呢，如家都差不多，不是很理想，，，还是可以支持下的，如家干净舒服', '短评打分': 5}
{'短评内容': '出去旅游，住如家是首选。一如既往的如家标准。南宋御街，环境优美，闹中取静。喜欢这种感觉。', '短评打分': 5}
{'短评内容': '位置很好，在古香古色的中山中路，离高银街很近，房间和各地的如家一样，干净舒适。', '短评打分': 3}
{'短评内容': '住了两天，服务态度挺好的，房间环境也不错！第一晚上没有大床房了，前台直接给换标间了，第二天有大床了可是没靠窗子给前台说了下，又给换了个靠窗子的，总之服务态度是可以的！地理位置也很好就在河坊街旁边，去杭州玩的朋友可以到那住。', '短评打分': 5}
{'短评内容': '地理位置不错，临南宋御街，吃饭出行都挺方便。挺干净的', '短评打分': 5}
{'短评内容': '全家住了一晚，各方面感觉还不错，交通也方便，下次来烧香游玩还会住这儿。', '短评打分': 5}
{'短评内容': '交通倒是便利，这次是住在二楼临街，放在窗户处的空调外机实在太吵，难于忍受；晚上回到酒店还不到9点，居然热水就用完了，大冬天的，没热水洗啥澡？', '短评打分': 1}
{'短评内容': '酒店位置好，从杭州站步行大概15分钟就到了，离美食街高银街很近。房间设备一般，隔音效果不好。入住的是特惠房，性价比算是不错的。', '短评打分': 5}
{'短评内容': '酒店位置不错，南宋御街上，逛逛这条街也挺不错的，离西湖步行大概不到20分钟吧，我们订的是商务大床房，房间是挺小的，洗漱间能听到隔壁的声音，不过这个对我们没什么大影响，毕竟没有人半夜三更大声说话什么的。\n再说一下服务态度，有一个姑娘态度不错（初一晚上和初二晚上值班那个），见着人对你微笑，主动跟你打招呼，问新年好，之前那个比她高点的就没她好了，脸上笑容少。', '短评打分': 5}
{'短评内容': '地理位置不错，从酒店到西湖、城隍阁、南宋御街、高银巷等景点都是步行10分钟左右就可以到了。', '短评打分': 5}
{'短评内容': '典型的如家特色，经济，干净，就是房间隔音效果不好。', '短评打分': 5}
{'短评内容': '房间略小，隔音不太好，其他都不错。', '短评打分': 3}
{'短评内容': '酒店的周围环境很好就在古街上，书店，小吃街，去吴山广场很近，去火车站也很方便。地理位置真的很不错，离西湖也很近，晚上可以逛逛附近的古街，我定的是数码房，房间很宽敞，极力推荐这家酒店。', '短评打分': 5}
{'短评内容': '干净，安静,房间很长，有3张床，卫生间很舒服', '短评打分': 5}
{'短评内容': '这个酒店还好了', '短评打分': 3}
{'短评内容': '我订的是家庭房，房间很小，开门就要看到床了，但是房间挺干净的，淋雨的水很大也蛮热的。酒店位于南宋御街上，这是一条步行街，几乎所有的连锁酒店在这条街上都能找到。订的时候酒店送了一份单早，说实话早餐真的没什么吃的，如果自己花15元一个人去吃还真不划算。这里交通很方便，离西湖大道很近，去西湖灵隐都很容易，离火车站也近。由于离河坊街也是走走就到，吃饭也是超级方便的。如果房价能便宜店就好了，虽说是元旦，但是', '短评打分': 5}
{'短评内容': '感觉还不错，如家的标准配置，在步行街上。到河坊街好像比较近。', '短评打分': 5}
{'短评内容': '方便，环境不错，推荐', '短评打分': 3}
{'短评内容': '隔音问题很严重，基本旁边房间打电话、洗漱都能听得清清楚楚，二楼尤其吵，因为餐厅在那，而且架着木板，走过去咔咔响，早餐比较简陋', '短评打分': 1}
{'短评内容': '环境还不错很舒适\u3000电视非常棒台多还可选可惜就是没电脑', '短评打分': 5}
{'短评内容': '酒店一股难闻的味道，楼上还在装修加上隔音效果很差，一晚上都很吵。而且房间没有通风的地方，就一扇假窗。前台态度不好，不给早餐券，追问之后，说早上自己下来领！不推荐！', '短评打分': 1}
{'短评内容': '    提前预定了如家十年特惠商务大床房三间，周末到店时，店员说前一天的一位员工出了什么差错，现在只剩下一间房了，给我们换了一间标房、一间单间、一间家庭房，好像还有便宜我们的意思。那单间只有一个像牢房一样的小窗户，还被磨砂玻璃挡着以保护隐私，一进去，一股浓重的烟味，开了抽湿机，一个晚上都久久不散。\n     这家店在网上的评论是不错的，但是和我上次定的扬州文昌阁皇宫广场店相比差多了，人家不仅环境优', '短评打分': 1}
{'短评内容': '房间、设施、周边环境都不错，价格也可以。就是停车稍微有点麻烦，要绕一大圈，比较难找。希望酒店能有印一个停车线路图发给有车的顾客。另外网上最好能注明房间是内窗还是外窗以便客人能明白选择。但总体还不错，值得推荐。', '短评打分': 5}
{'短评内容': '南宋御街比较安静，但是本人带一3岁小孩，吃早餐尽然要收费，我让他出具相关规定，发生了点争执，最后他不出，说算了，比较窝心。', '短评打分': 1}
{'短评内容': '位置很好，但是隔音效果实在太不好了！隔壁半夜洗个澡，那水声实在是太响了', '短评打分': 5}
{'短评内容': '酒店环境不错，地理位置也好，离西湖和火车站都不远。就是感觉房间面积不大。但是服务态度很好。', '短评打分': 3}
{'短评内容': '不错，地理环境好，服务员态度也不错，下次去还住在那边', '短评打分': 5}
{'短评内容': '很不错…周围环境好…离景点近…', '短评打分': 3}
{'短评内容': '干净整洁,一愦的如家品牌;位置佳,看西湖狂商店方便;无理由不再来', '短评打分': 5}
{'短评内容': '地处惠明路和中山中路的交叉口上，在步行街上，晚上比较安静，而且离杭州火车站打车起步价就到了！', '短评打分': 5}
{'短评内容': '地理位置很好，下次还住这里。服务热情，周边环境很好', '短评打分': 5}
{'短评内容': '服务很热情，位置也很好，离河坊街只有5/6分钟的路程,离西湖也只有15分钟左右,酒店很温馨,不错,下次还来.', '短评打分': 5}
{'短评内容': '最大的优点是干净整洁 上网方便，离火车站较近离西湖也不远。缺点是房间小不隔音，不过住一两天的话 还是值得推荐的。', '短评打分': 5}
{'短评内容': '位置还好，酒店很干净、也安静，附近有吃饭一条街。', '短评打分': 5}
{'短评内容': '环境不错，房间很干净，服务还不错', '短评打分': 3}
{'短评内容': '交通方便，杭州本来就不太大，重要的事白天转完了，晚上回到酒店后可以步行出来溜溜，晚上步行街很热闹。走到西湖不过20多分钟，到火车站也差不多。', '短评打分': 5}
{'短评内容': '很干净。开业不久所以设施很新，住着很舒服。位置很好，离美食街、河坊街很近，逛夜市、吃烧烤还有杭州有名的酒楼都近在咫尺。高兴的事晚上并不吵，很安静。推荐ing！', '短评打分': 5}
{'短评内容': '大床房房间太小，网上显示的是18平方米，实际上只有11-12平方米左右，而且没有窗户，停车不方便，另外服务也不行，早餐券不主动送给你，去前台要餐券，竟然要我在大庭广众之下报姓名，还是第一次遇到，.......', '短评打分': 1}
{'短评内容': '总体来说还不错，就是房间比较紧张，被分到内窗的房间感觉有点闷，中途又换了个有外窗的房间。早餐每天都是一模一样的，最好能换换样子。在步行街里面，地理位置很好，离河坊街也很近。', '短评打分': 5}
{'短评内容': '总体来讲环境和卫生条件较好   只是没有事先提醒说周末放假会上浮', '短评打分': 5}
{'短评内容': '蛮不错的，交通方便，走出去就能玩。下次还会去的。', '短评打分': 5}
{'短评内容': '订的大床房到店后说没有了 只能选择商务的说是房间会大点实际房间超小 服务还行 ', '短评打分': 3}
{'短评内容': '虽然房间有点小，但是地段很好，在古色古香的南宋御街上，走5分钟能找到美食一条街，与美食一条街平行相邻则是古玩一条街，十分方便', '短评打分': 5}
{'短评内容': '酒店外面环境挺好的，就在南宋御街上，往北边去是西湖大道，南边是河坊街。房间干净卫生，服务态度也都蛮好。唯一的不足是第一天入住的房间隔音效果差，隔壁房间开关水龙头的声音都听得很清楚，第二天换了个房间，在角落里，非常安静。赞一个！下次去应该还会选择~', '短评打分': 5}
{'短评内容': '不错，交通便利生活购物都还行，值得推荐，顶你。哈哈！', '短评打分': 5}
{'短评内容': '第一次来这个店，酒店服务员竟然会搞错房号', '短评打分': 1}
{'短评内容': '太好了  5月刚开业    干净    去哪都很便利    下次去杭州就这了', '短评打分': 5}
{'短评内容': '地址应该是优势吧，如家的都还过的去，不过当时价格有点高了', '短评打分': 5}
{'短评内容': '很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好', '短评打分': 5}
{'短评内容': '酒店就在步行街内，距离西湖景区很近，另外还靠近特色的河坊街，很方便哦，酒店的布置很温馨，住着非常舒服', '短评打分': 5}
{'短评内容': '环境很好', '短评打分': 3}
{'短评内容': '这家店的性价比相当不错 房间的布置十分温馨 设施完备 感觉相当的舒服！服务周到热情 借用吹风机可以专人送到房间来 挺人性化的！距离火车站步行十几分钟的路程 晚上出门就可以逛逛热闹的南宋御街 河坊街还有吴山广场！总之推荐啦 很赞噢！！O(∩_∩)O哈哈~', '短评打分': 5}
{'短评内容': '位置很好，很方便。离西湖，火车站都近。环境，卫生也都很好。就是房间太小了。', '短评打分': 5}
{'短评内容': '房间不错，挺干净的。离河坊街和西湖都挺近的。', '短评打分': 5}
{'短评内容': '吃饭，逛街都很方便，很有特色的小街上。环境，卫生，服务都很好。打车不方便，要走到西湖大道上。', '短评打分': 5}
{'短评内容': '位置很好，离西湖，火车站都近。环境，卫生也都很好。这条街上还有好多酒店。唯一不足是打车要走到西湖大道上，相比较，宜必思跟格林豪泰的位置会更好一些。', '短评打分': 5}
{'短评内容': '酒店很好，很新，离景区、火车站都很近，就是商务大床房也特别小。隔音不好。', '短评打分': 5}
{'短评内容': '干净、热情、周到，地处繁华地段，购物、游玩、美食均十分方便，推荐！', '短评打分': 5}
{'短评内容': '地处步行街停车超难，房间还行，蛮干净，就是晚上睡早了，步行街上比较吵，但出行方便，离美食街很近，很方便，在皇饭儿吃的晚饭，不错。服务员态度可以，前台笑容10分。', '短评打分': 5}
{'短评内容': '酒店地點極佳，就在南宋御街上，附近有趣的店家、古蹟及食肆頗多。環境乾淨，住起來舒適，且隔音尚可，基本上睡眠不成問題。\n\n但有以下意見：\n\n（一）馬桶會堵住、數字電視操控不便，但前檯均立即派人處理，效率高。\n（二）前檯人員服務態度雖好，但似乎人手不足，經常要等很久才能辦理。（如入住及領取早餐券。）尤其領取早餐券的等待時間太長（有可能前一位在辦理入住或退房），這樣對有附早餐的住客較為不便，或許可直接將', '短评打分': 5}
{'短评内容': '区位不错，条件对的起价格吧，挺干净的，就是隔音有点差，其他都还不错！', '短评打分': 5}
{'短评内容': '条件很好，就是房间比较小，', '短评打分': 3}
{'短评内容': '环境还不错', '短评打分': 3}
{'短评内容': '安静，大床很舒服，每天饭后还可以逛逛南宋御街。', '短评打分': 5}
{'短评内容': '不错，实惠！\n不错，实惠！\n不错，实惠！\n不错，实惠！\n不错，实惠！', '短评打分': 5}
{'短评内容': '位置不错,房间小了点，设施还算齐全,有宽带但是没有无线上网,早餐很好吃,菜色比较丰富', '短评打分': 5}
{'短评内容': '家庭套房很好，实用。南宋御街很安静，紧邻高银美食节，吃完饭后步行回去很惬意，值得推荐', '短评打分': 5}
{'短评内容': '暑假带爸妈旅游入住该酒店，环境不错，南宋御街周围的环境很不错，吃晚饭散散步很惬意。酒店内环境也不错，家庭房还是挺温馨的，也向朋友推荐过不过一直没来得及评价，今天帮朋友找酒店又想起来，但很遗憾房间已经订光了，还是很值得推荐的一家酒店哦。', '短评打分': 5}
{'短评内容': '环境还可以', '短评打分': 3}
{'短评内容': '如家酒店一贯的好，离市中心近，去景点也近，值得一住……', '短评打分': 5}
{'短评内容': '位置很好，隔音太差，网络太慢！其它的还行。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '就在杭州的南宋御街上，晚上去逛很热闹，酒店离西湖要10分钟路程！', '短评打分': 5}
{'短评内容': '房间大小可以,临近御街,出行方便,就是早上有街道打扫卫生声音比较大,如果旅行是没问题的.', '短评打分': 5}
{'短评内容': '离河坊街非常近，离西湖也不远，是个好地方。', '短评打分': 5}
{'短评内容': '如家如家哪里都差不多，没事说的,我想住过的都知道吧。', '短评打分': 5}
{'短评内容': '价钱公道 位置也很好 很方便 只是房间隔音很差 ', '短评打分': 5}
{'短评内容': '  大赞！酒店人员素质极高，热情礼貌。地理位置极佳，位于步行街中，非常安静，附近有小超市和浪漫的咖啡馆，而且离河仿街、城站火车站、西湖很近，很适合初次到杭州旅游的家庭、情侣。房间内部配置比较人性化。', '短评打分': 5}
{'短评内容': '环境很不错，卫生好，地段好～有御街～我住的是数码房。', '短评打分': 3}
{'短评内容': '朋友说一般…', '短评打分': 3}
{'短评内容': '服务还不错，可是酒店房间没有吹风筒，需要借，都借光了就要等第二天了，所以要乘早。不知道为什么不每个房间都配备呢？\n这家店附近很吵，早上5点多就有人留狗，还有艺人吹赛克斯，总之早上很吵，晚上倒还好', '短评打分': 1}
{'短评内容': ' 隔音超差.还给分配了一个靠着厨房的房间,每天早晨7点不到.就声音大大.不能睡个好觉.中秋4天假.都没休息好.郁闷.\n电话预定时说.订的房间会有窗户.到了前台告知.我的订的房间类型都没床.不知道这些人搞什么.难道利益在前吗？有种被欺骗的感觉.下次要悠着点考虑入住.', '短评打分': 1}
{'短评内容': '还不错。安静。电视机很大，空天太给力了，冷死。很舒适，房间也很大。洗澡很舒服。虽然还是能听到隔壁说话，但是由于安排的好，隔壁只有一户，所以也没什么关系。', '短评打分': 5}
{'短评内容': '服务贴心房间整洁赞一个', '短评打分': 3}
{'短评内容': '酒店蛮新的。还不错的，订了两间，其中一间没有窗户，比较闷。前台服务不错，就是价格偏贵。地理位置比较好，交通方便。', '短评打分': 5}
