{'短评内容': '还可以还可以还可以还可以', '短评打分': 5}
{'短评内容': '前台服务态度优良，客房崭新清洁，自助早餐菜品丰富，服务到位，酒店地理环境适中，我下次来扬州还是会选择此酒店入住…\n……Peter', '短评打分': 3}
{'短评内容': '每次到扬州都住在这，房间服务都还是蛮满意的！\n\n\n\n\n               值得推荐！！！！！！！！！', '短评打分': 5}
{'短评内容': '服务蛮好！只是需要加快预订系统确认速度，避免客人到店后查询不到预订信息！', '短评打分': 5}
{'短评内容': '服务各方面蛮好，提点建议吧！加强预订系统流转速度，避免客人到店后查不到预订确认信息！', '短评打分': 5}
{'短评内容': '服务，房间，卫生间都是五星级。 性价比好。 ', '短评打分': 5}
{'短评内容': '不错，设施、卫生、服务都很好，尤其是前台接待，主动、热情，非常到位。', '短评打分': 5}
{'短评内容': '位置佳，交通方便，服务周到，值得推荐。。。。。。。。。', '短评打分': 5}
{'短评内容': '位置佳，交通方便，服务周到，值得推荐。。。。。。。', '短评打分': 5}
{'短评内容': '位置佳，交通方便，服务周到，值得推荐。。。。。。。。', '短评打分': 5}
{'短评内容': '去扬州都是住这个酒店，还不错，集团管理。', '短评打分': 5}
{'短评内容': '帮同事订的，觉得还不错。只是酒店入口实在难找。', '短评打分': 5}
{'短评内容': '位置有点偏，还好扬州不大吗。泳池一直不开放，让人不爽。', '短评打分': 5}
{'短评内容': '酒店新，早餐也很丰富，不错的酒店。下次还会住', '短评打分': 5}
{'短评内容': '酒店的游泳池一直不开放，真得让人觉得不爽，虽然其他方面很好。', '短评打分': 5}
{'短评内容': '帮同事订的。总的说来还行，就是对健身房不满意，觉得器材不好。', '短评打分': 5}
{'短评内容': '酒店位置稍偏，但是设施不错，服务也很好。租用了一次商务中心的小会议室，很满意。下次还会入住。', '短评打分': 5}
{'短评内容': '酒店游泳池形同虚设，7月份竟然被告知还未开放，不知道何时能开放？要游泳池有何用？', '短评打分': 1}
{'短评内容': '酒店不错，就是游泳池是露天的，不能做到全年开放的，所以有点缺陷', '短评打分': 5}
{'短评内容': '总体来说都还不错总体来说都还不错总体来说都还不错', '短评打分': 5}
{'短评内容': '地理位置还算方便，只是在早餐这块还有所欠缺。与挂牌五星还有差距。住宿条件不错。还有一点就是扬州美女多。', '短评打分': 5}
{'短评内容': '很好的酒店，唯一缺点就是夏天了，游泳池是个摆设！', '短评打分': 5}
{'短评内容': '很好，房间主色调都很舒适，就是车位不太方便，其他挺好', '短评打分': 5}
{'短评内容': '不错，设施、卫生、服务都很好，尤其是前台接待，主动、热情，非常到位。', '短评打分': 5}
{'短评内容': '酒店硬件不错，就是自助餐厅晚餐的品种太少', '短评打分': 5}
{'短评内容': '蛮新的酒店， 在扬州算不错的了， 早餐待改进', '短评打分': 5}
{'短评内容': '环境悠雅,不错', '短评打分': 3}
{'短评内容': '好几年没有入住，发现酒店周围环境好多了，周围商家开发的也不错，挺好的！', '短评打分': 5}
{'短评内容': '非常好，每次到扬州都会住这里。\n\n很正规 设施新且标准 ', '短评打分': 5}
{'短评内容': '硬件很不错,房间很大,上网方便,住得也很舒适.只是软件不令人满意,晚上八点多到一楼喝咖啡,等了十五分钟才送上来,而且还是那么一小杯,太黑了吧?早餐时,请服务员将我订的面条端到我的位置上来,她竟然说要看一会儿忙不忙.当时才六点半,刚开始早餐,里面算上我才三四个客人,我就不知你能忙到哪儿去?\n 虽然如此,我下次去扬州还会尽量选择这里的,只是希望这里的服务质量能有所提高.', '短评打分': 5}
{'短评内容': '多次入住，一直会选择此酒店，温馨，漂亮，', '短评打分': 5}
{'短评内容': '我的客人非常满意此酒店，希望下次还来入住。', '短评打分': 5}
{'短评内容': '总体来说都还不错，东西比较新，空间比较大（针对高级套间），服务人员态度也比较好。但是作为五星级酒店来说，有些小细节比较奇怪，一是登记入住时，前台的英文很差，想问人家从哪里入境的，结果说where r u from？二是房间淋浴间的门明明应该是往外拉PULL， 但是贴个标志是推PUSH(我很无语），三是洗玩澡穿的浴袍不放在洗澡间的衣橱里，而是放在门口穿鞋的衣橱边，保险箱也放在那边。 我觉得有的时候细', '短评打分': 5}
{'短评内容': '酒店设施和服务都挺好，前台服务很热情，耐心向我们介绍扬州旅游的各项景点及休闲娱乐推荐，还专门打印好表格以备参考，并且帮我们把预定的大床房免费升到行政套间，相当贴心了。酒店位置在扬州西区，离火车站15分钟车程，离市中心和各大景点稍远，不过扬州市区不大，每到一处打车也就是十几元，觉得还是非常方便的，而且酒店周围环境优美，没有市中心的嘈杂，能够得到很好的休息。值得推荐！', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '非常好，一如既往的好。\n\n会一直入住这家', '短评打分': 5}
{'短评内容': '不错，想的很周到。准五星  不错，想的很周到。准五星', '短评打分': 5}
{'短评内容': '很不错的酒店，下次还会住。', '短评打分': 3}
{'短评内容': 'very good condition, I will choose this one next time.', '短评打分': 5}
{'短评内容': '不错,很好的条件,下次会再入住该酒店。只是游泳池只有7-9月的。', '短评打分': 5}
{'短评内容': '杨州很好的酒店，各方面都不错，只是房价随季节调整较大，让人感觉有投机成分，不太舒服。', '短评打分': 5}
{'短评内容': '很好很舒服 下次还会入住 服务到位 不过浴缸不能按摩 不影响 够水准', '短评打分': 5}
{'短评内容': '到的时候,房间还在清理,直接帮我们的5间房升级到了行政房.还帮我们延迟到下午2点退房,服务很好,下次还会入住.适合自驾游', '短评打分': 5}
{'短评内容': '新开的酒店，硬件不错，服务还在磨合中。房间有一点小', '短评打分': 5}
{'短评内容': '地点不错在市中心,酒店硬件还是不错的，服务还可以。', '短评打分': 5}
{'短评内容': '入住1917', '短评打分': 3}
{'短评内容': '相当不错，性价比高。离景点近，出行方便。', '短评打分': 5}
{'短评内容': '是杨州很好的酒店，价格较好，但旅游旺季时较高，服务很好，客房条件较好。', '短评打分': 5}
{'短评内容': '新建酒店，环境不错，位置也蛮好的，满意。', '短评打分': 5}
{'短评内容': 'kl;kplkl;klk;lkl;klk;k;lkpl', '短评打分': 5}
{'短评内容': 'kokpokpokopkpokopkopkopkopkp', '短评打分': 5}
{'短评内容': '新酒店吧，还好，希望继续加强，以后越来越红火', '短评打分': 5}
{'短评内容': '酒店地理位置近市中心,设施非常新,服务也非常好,客房内的床较大,总体感觉还是不错的,就是没有室内游泳池,对小朋友而言有些可惜.\n', '短评打分': 5}
{'短评内容': '品牌酒店   服务很好   装潢也不错  但卫生间大而无当 不够人性化  另外在扬州这种城市这个价格偏高点了', '短评打分': 5}
{'短评内容': '不错，就是价位高', '短评打分': 3}
{'短评内容': '冲着游泳池去的，结果到了才发现游泳池是露天的，夏天才开，遗憾呐。\n不过其他都很好，房间大，床舒服。', '短评打分': 5}
{'短评内容': '服务OK, 房价高, 还是RAMADA好', '短评打分': 5}
{'短评内容': '  差不多是 扬州最好的酒店了。不过电视没有HBO, 另外房价稍贵。', '短评打分': 3}
{'短评内容': '很好，我满意。获得了免费升至豪华房。', '短评打分': 3}
{'短评内容': '每次都会去住，感觉还是依然的那么的好，值得推荐。', '短评打分': 5}
{'短评内容': '很好，干净，安静， 装修很舒服!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', '短评打分': 5}
{'短评内容': '房间很大，设施什么都算比较新了，服务也很热情，下次如果去扬州应该还会选择这家的', '短评打分': 5}
{'短评内容': '酒店不错，但网订的房间总是楼层位置最差的！', '短评打分': 5}
{'短评内容': '在当地算很好的酒店了,很干净漂亮,交通方便,以后还会住这里', '短评打分': 3}
{'短评内容': '很好的酒店,每次去都住这儿,下次还会来,早餐很丰盛.', '短评打分': 5}
{'短评内容': '春节带着老人孩子一起入住的，尽管房间比较紧张，办理入住的小姐还是帮我们安排了同层的两间房，其中一间貌似升了级，明显面积大了不少，感谢一下。\r\n标房的设施一般，卫生间下水有异味，第二天处理后好转很多。酒店的工作人员态度都不错，出入交通也挺方便，下次再去扬州还会选择这里。', '短评打分': 1}
{'短评内容': '不错的酒店，下次还会入住！', '短评打分': 3}
{'短评内容': '刚住进这家酒店，地方好像比较偏，其它的还可以。', '短评打分': 5}
{'短评内容': '这是第三次入住扬州金陵了，这次依然定的是高级大床，可给我的是1.5的床，房间又小，我打电话后给调了面积大的房间，因为大床房都满员。总的来说服务很好啦！就是房间的窗户漏风严重，影响隔音哦，还有这次房间的窗帘边角有阳光漏进来。沙发上有严重的饮料渍痕迹，看了不愿意坐！', '短评打分': 5}
{'短评内容': '小而精致的房间，一流的地段，就是中午不开设自助午餐稍嫌不便', '短评打分': 3}
{'短评内容': '硬件不如南京的金陵大饭店.\n客人有洗衣会联系送去的,酒店也不必打电话问客人吧.', '短评打分': 5}
{'短评内容': '很好！不错的酒店，管理到位，是值得选择的好酒店，下次还会入住。', '短评打分': 5}
{'短评内容': '值得推荐的，不错的好酒店！下次还会选择这家酒店。', '短评打分': 5}
{'短评内容': '＋早上六点退房，只有一个人服务，结果用了十五分钟。还有，如果积分不是积金陵而是航空里程类的话，一定要记得每次入住都要申请。', '短评打分': 3}
{'短评内容': '我入住的是商务单间，RMB568（不含早），\n\n房间小，床小，卫生间太差，没有浴缸。\n\n总之是性加比超差的酒店，下次不会再入住了。\n', '短评打分': 1}
{'短评内容': '酒店不错，价格也不错，比上月涨了将近100块，通涨再厉害也不能涨那么多。以后要去住京华了。', '短评打分': 5}
{'短评内容': '不错的酒店，应该是扬州五星级的酒店，服务上有一些不到的地方', '短评打分': 5}
{'短评内容': '总的来说不错，环境挺卫生，布置也挺有特色的。', '短评打分': 5}
{'短评内容': '设施还是不错的，就是价格相对较贵！总体来说性价比一般。', '短评打分': 5}
{'短评内容': '还不错，有水果和带夜间倾斜点亮的时钟。', '短评打分': 3}
{'短评内容': '去扬州就住这里，住了好几次了。还是比较方便的。', '短评打分': 5}
{'短评内容': '环境不错，服务也很好。很值得推荐，离开会的地方也很近', '短评打分': 5}
{'短评内容': '很好\n\n推荐入住 \n\n整洁 舒适 各方面都还不错 \n\n', '短评打分': 5}
{'短评内容': '位置有点偏，看出去景观不是很好。其他不错，是扬州较好的五星级酒店，值得再次入住。', '短评打分': 5}
{'短评内容': '巳入住', '短评打分': 3}
{'短评内容': '八层的房间有点挤，两把梳子都发霉了。房间设施都还不错。', '短评打分': 5}
{'短评内容': '蛮好的就是这次房型不太好！！不过下次有机会还是会选择！！', '短评打分': 5}
{'短评内容': '每次都会入住，很不错的一家酒店。很好!!', '短评打分': 5}
{'短评内容': '我是金陵的老客户了，不错，值得一住，以后还会入住的', '短评打分': 5}
{'短评内容': '房间面积不大，大床比较小，其他都还OK。住在9楼也会有很多苍蝇飞上来，都不敢开窗。价格有点偏高，不过，扬州酒店整体的价格都挺高的。', '短评打分': 5}
{'短评内容': ' 总体尚可。房间烟味严重，细节问题较多', '短评打分': 3}
{'短评内容': '＋晚上六点左右入住，前台只有两个人，还不知在办理什么。在等候的十分钟里，没有任何人问候或者说请稍候。服务水平有待提高。', '短评打分': 3}
{'短评内容': '房间不大，床也很小，位置偏西了点，总体还不错', '短评打分': 1}
{'短评内容': '酒店服务好,我们忘记带行李,礼宾部帮我们安排出租车送到常州,推荐', '短评打分': 5}
{'短评内容': '非常好的酒店，经常住！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '非常好的酒店，值得入住！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '客房不错健身房不错餐厅也不错', '短评打分': 5}
{'短评内容': '十一期间入住的，因为扬州其他同级别的几乎都没有了，只能定这家。性价比一般。我们订的豪华大床，可大床最多也就是一米五的，房间比洗手间还小，设计很不合理。我们入住的是1609房，这间房应该是普通房标准的。', '短评打分': 1}
{'短评内容': '本打算去游泳的，入住之后被告知泳池已关闭，很是失望。', '短评打分': 5}
{'短评内容': '相當不錯,超正點的酒店,很棒!\r\n相當不錯,超正點的酒店,很棒!\r\n相當不錯,超正點的酒店,很棒!', '短评打分': 3}
{'短评内容': '总体还算过得去 但是对个5星酒店来说差了点  自助餐品种少得可怜  味道还可以  住的行政套房 换了2次 房间  一次因为网线 一次因为卫生间下水道有味道~！服务还是可以的~但是这个价格应该更好一点~！位置稍微偏了点  开车也无所谓', '短评打分': 1}
{'短评内容': '不止一次在这住了,设施很好,服务也好,还会再住.', '短评打分': 5}
{'短评内容': '交通方便,酒店总体不错,唯一缺陷是房间有些小', '短评打分': 5}
{'短评内容': '酒店设施很新，房间太小，卫生间大了点，其他都很好！', '短评打分': 3}
{'短评内容': '整体感觉还是相当不错的酒店，只是国庆期间590的房价不提供早餐，似乎有点。。。呵呵', '短评打分': 3}
{'短评内容': '套房很大，影响最深的是床，真大，可以横着睡', '短评打分': 5}
{'短评内容': '   微笑服务是该酒店的特色，对客人的要求尽量能满足。入住时原订房型未空，就给你升级，到房间后看到床是1.5米的，要求换大的。前台小姐不厌其烦的给你安排同一层的大床房间。\r\n   下次到扬州，还会住金陵！', '短评打分': 5}
{'短评内容': '很不错的酒店，订的是豪华大床房间，床是1米5的，有点小，房间有点小，卫生间倒是挺大的，硬件设备很好，服务也很好，饭店里的迎宾台还耐心地帮我们指路，赞一下！', '短评打分': 5}
{'短评内容': '酒店不错房间很大，设施不错', '短评打分': 5}
{'短评内容': '感觉很舒适', '短评打分': 5}
{'短评内容': '各方面都挺不错的，是值得推荐的酒店，下次还选这家！', '短评打分': 5}
{'短评内容': '大床间的标准不一致，其中一间的卫生间很小！', '短评打分': 5}
{'短评内容': '本来以为有浴缸，但只有２个房间有！感觉配不上５星。带宝宝入住，竟然没有宝宝的拖鞋！！总之，感觉不好！', '短评打分': 1}
{'短评内容': '很好的房間', '短评打分': 5}
{'短评内容': 'pretty good, just price is little hight.', '短评打分': 5}
{'短评内容': '房间挺大的，设施比较新,服务也不错,定的双床房,床大概1.2米宽。', '短评打分': 5}
{'短评内容': '高级标准房：房间很大，很干净，舒服！周边吃饭很方便。', '短评打分': 5}
{'短评内容': '+新店还行,五星不含早,不可思议', '短评打分': 5}
{'短评内容': '+环境很好，临近文昌西路，交通方便，我入住的把角标间面积比较大，卫生间装修很精美，就是空调不大好用', '短评打分': 5}
{'短评内容': '房间很舒服，服务也不错。就是晚餐结束时间比较早，8点多自助就没什么菜了。', '短评打分': 3}
{'短评内容': '酒店还算不错 还对得起房钱 对于星级酒店来说早餐简单了点不过还算便宜', '短评打分': 3}
{'短评内容': '服务亲切，入住办理快捷，房间很舒适，而且现在自助晚餐买一赠一。', '短评打分': 3}
{'短评内容': '+房间很舒适，服务亲切入住办理快捷，现在还有自助晚餐买一赠一。', '短评打分': 5}
{'短评内容': '多次入住，感觉很好，很温馨，环境各方面都很好，值得推荐', '短评打分': 5}
{'短评内容': '不错的缅', '短评打分': 5}
{'短评内容': '总体不错~推荐~房间干净,整洁,服务也不错~不愧是口碑最好的酒店', '短评打分': 3}
{'短评内容': '价位偏高，1111111111111111111111111111', '短评打分': 5}
{'短评内容': '很好的酒店，服务非常周到，的确是名牌酒店。', '短评打分': 5}
{'短评内容': '，高级套房不错，很干净，服务周到', '短评打分': 5}
{'短评内容': '不错， 整体很好。 大床可以再大一点。 ', '短评打分': 3}
{'短评内容': '酒店很新 ， 舒适度很好。 附近1个公园， 总体的感觉很正规， 住着也很舒适。 硬件和软件都不错。 ', '短评打分': 5}
{'短评内容': '早饭很好 \r\n\r\n可惜啊可惜 ，昨晚喝了较多的酒\r\n\r\n早上没有口福享受。 ', '短评打分': 5}
{'短评内容': '不错的酒店，服务和管理都跟得上。推荐入住', '短评打分': 3}
{'短评内容': '：基本满意，服务良好。', '短评打分': 5}
{'短评内容': '我入住的是高级套房，很好很满意，酒店的装饰很有档次，也很干净，推荐给大家。', '短评打分': 5}
{'短评内容': '扬州金陵大饭店感觉非常温馨，环境很好，房间小了点，卫生很好，采光好', '短评打分': 5}
{'短评内容': '扬州金陵大饭店,感觉还可以，不在市中心，周围环境也还行，就是房间里设施维护差了点我们住的房间居然两床中间的小射灯是拆下散落着的，还有就是开始给我们的是6楼的房间一开门觉得很大的烟味，因为我们带着小孩于是找服务人员换了无烟房，但为什么总台的服务人员明看见我们有孩子不先问我们一下觉得服务有待提高！总体感觉还可以，下次去扬州还会去的。', '短评打分': 5}
{'短评内容': '感觉非常温馨，环境很好，房间小了点，卫生很好，采光好，就是地理位置稍微偏了点', '短评打分': 5}
{'短评内容': '酒店地理位置好,服务周到,居住舒适,非常好!', '短评打分': 5}
{'短评内容': '位置很好，但是房间不大，早餐不错，游泳池是露天的，但是很好', '短评打分': 5}
{'短评内容': '冲着累计航空里程住的，否则绝对不会住，没有早餐，房间小的不得了，床加上2个床头柜就几乎没有空间了，卫生间倒是很大，不知道设计的人脑袋是不是进水了。旁边转了半天也没有找到吃早餐的地方。', '短评打分': 5}
{'短评内容': '这家酒店是金陵饭店在扬州的连锁店，感觉还不错，不在市中心，周围环境也挺好的，就是房间里木质家具做工实在太差了，刚开始还以为是没擦干净，后来才发现原来是漆面都坏了。另外去了康乐中心，那里的的一个小伙子服务员人非常好。总体感觉还可以，下次去扬州还会去的。', '短评打分': 5}
{'短评内容': '金陵的品牌，服务确实不错，下次还来！', '短评打分': 3}
{'短评内容': '酒店不错，服务也很好，但是不含早餐有遗憾。还是游泳池是室外。这点也不是太好', '短评打分': 5}
{'短评内容': '房间不是很大，而且被告知游泳池目前还不能用很是失望，总体还可以', '短评打分': 5}
{'短评内容': '总体还是不错的，算是江苏地区比较好的酒店连锁。但是客房服务人员的素质有待提高，敲门1次以后就告知稍等，仍然用卡开门，给人感觉不好', '短评打分': 5}
{'短评内容': 'hao!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', '短评打分': 3}
{'短评内容': '非常不错的金陵连锁酒店。', '短评打分': 3}
{'短评内容': '非常好的金陵连锁酒店，值得推荐。', '短评打分': 5}
{'短评内容': '感觉还可以，但不如迎宾馆。', '短评打分': 5}
{'短评内容': '价格高点，其他都可以', '短评打分': 5}
