{'短评内容': '位置不错！', '短评打分': 5}
{'短评内容': '卫生间太小啦，还没有门。。晕的。。外观还算大气，房间设施非常之普通。。失望了。这种房间，这种价格一点不划算。', '短评打分': 1}
{'短评内容': '比较新，酒店的早餐和晚饭都不错，我比较喜欢吃的方面', '短评打分': 5}
{'短评内容': '相比于其他同类酒店，床很硬，前台服务一般，不过交通还算方便。', '短评打分': 1}
{'短评内容': '我入住的这个房间因为有没有窗户，所以有点闷，其他感觉还好', '短评打分': 5}
{'短评内容': '安排的日本客人说酒店不错的，下次还会去这家酒店住的！', '短评打分': 5}
{'短评内容': '酒店整体感觉不错，环境优雅，服务到位，下次来常还会来住的！', '短评打分': 5}
{'短评内容': '酒店不错。自助餐很好。卫生、服务都比较好。', '短评打分': 5}
{'短评内容': '虽然是无窗户的房间 但是走进去很温馨 很干净 早餐也很丰富 交通便利 就是房间的隔音不是太好 不过下次还是会去的', '短评打分': 5}
{'短评内容': '房间小了，早餐麦片也没。', '短评打分': 3}
{'短评内容': '早饭挺好,但是房间暖气温度太高了.\n总的来说还可以,后续还可以考虑住.', '短评打分': 5}
{'短评内容': '早饭相当不错。', '短评打分': 3}
{'短评内容': '房间环境还可以，但室内装饰过于简单。房间过小。早餐质量还可以，退房时间过长。\n\n', '短评打分': 5}
{'短评内容': '干净、舒适、环境优雅，价格也不贵。非常喜欢这家', '短评打分': 5}
{'短评内容': '应该说，该酒店的性价比还是比较不错的，下次还是会入住！', '短评打分': 5}
{'短评内容': '酒店早餐很棒', '短评打分': 3}
{'短评内容': '酒店很好，位置还不错，房间很干净也很安静，下次还住。', '短评打分': 5}
{'短评内容': '跟三个月前相比, 早餐差了不是一点点, 差太多了,很失望.', '短评打分': 1}
{'短评内容': '早饭很好，房间也很舒适，尤其喜欢那卫生间，行政房的电视机是摆在柜子里的，不太喜欢', '短评打分': 5}
{'短评内容': '性价比很高，装修较好，房间布局非常合理，特别是单独的淋浴与浴缸设计很少见，早餐品种很丰富，下次还会入住', '短评打分': 5}
{'短评内容': '住的干净，这点没话说，就是电视的音量不知道是不是酒店故意设置的只能到20，（不知道是不是就我的坏了）', '短评打分': 5}
{'短评内容': '地理位置很好，性价比非常好。下次还会入住', '短评打分': 5}
{'短评内容': '挺不错的酒店，住的蛮舒服的。服务也不错。就是自助餐种类能再多点就更好了\n', '短评打分': 5}
{'短评内容': '住了好多次。都比较满意。客房。服务都挺不错。', '短评打分': 5}
{'短评内容': '性价比一般，位置不错，里高铁站比较近，设施一般，比起其他的酒店只能算中等', '短评打分': 1}
{'短评内容': '酒店蛮新的我住的是标准房房间蛮大的也很干净，自助晚餐菜品不是很多。', '短评打分': 5}
{'短评内容': '非常不错的酒店，很正规很大气，对得起四星级，送的咖啡券和水果也很不错，离恐龙园也很近，很满意。', '短评打分': 3}
{'短评内容': '每次出差到常州都会选择这个饭店。地里位置不错，服务也很好，环境也不错。\n早餐很丰富。', '短评打分': 5}
{'短评内容': '此万豪非国际连锁的万豪，不过房间还算干净，早餐去晚了，没什么内容，电视是CRT的，出行还算方便。', '短评打分': 5}
{'短评内容': '早饭很好，房间也很舒适，尤其喜欢那卫生间，行政房的电视机是摆在柜子里的，不太喜欢，大床房倒蛮好的，下次去那附近的话一定还住万豪', '短评打分': 5}
{'短评内容': '每次出差到常州都会选择这个饭店。地里位置不错，服务也很好，环境也不错。\n会继续入住并且推荐朋友入住。', '短评打分': 5}
{'短评内容': '离高铁站很近，出租车起步价，十分钟不到车程，出行比较方便。\n房间比较干净，服务不错。\n酒店早餐的常州豆腐汤蛮有地域特色的，味道也还可以。\n遗憾的是好象没有无线wifi。希望酒店能够继续与时俱进阿。', '短评打分': 5}
{'短评内容': '住了几回，总体还行，有水果送，这点很不错。', '短评打分': 5}
{'短评内容': '性价比比较好的酒店，早餐还好，是服务人员态度比较好。所以推荐', '短评打分': 5}
{'短评内容': '朋友预订。继续入住，每次都会预订该酒店。', '短评打分': 5}
{'短评内容': '给老外客户预订，每次有客户到常州都预订该酒店，不错，继续入住。', '短评打分': 5}
{'短评内容': '环境挺好，服务不错，早餐很丰富，会推荐朋友来。', '短评打分': 5}
{'短评内容': '不过，比较给力；；\n其他服务也不错，虽然价格有点小贵\n呵呵', '短评打分': 5}
{'短评内容': '房间装修味还很重，另外卫浴毛巾太久了，其它的都还不错。', '短评打分': 5}
{'短评内容': '帮老外预订的，老外感觉不错。希望下次能继续入住。', '短评打分': 5}
{'短评内容': '已经入住过好多次该酒店了，每次去常州都会入住。', '短评打分': 5}
{'短评内容': '位置方便，设施还可以，早餐不错. 只是早晨打车不容易。', '短评打分': 5}
{'短评内容': '交通方便！！不错！！就是为什么卫生间没有门》。。', '短评打分': 5}
{'短评内容': '性价比比较好的酒店，早餐很好，关键是服务人员态度比较好。所以推荐给大家。', '短评打分': 5}
{'短评内容': '还好,环境不错 条件也很好, 以后如果有机会还会入住此酒店', '短评打分': 5}
{'短评内容': '酒店总体不错。可惜房间的电视机居然还是显像管电视机，实在降低档次。可惜了', '短评打分': 5}
{'短评内容': '房间有点小....网速很不稳定....虽然有送免费桑拿和甜点之类...但感觉价格已经加入房费了....', '短评打分': 5}
{'短评内容': '酒店的自助餐不错，比较适合会议，推荐中。房间也不错', '短评打分': 5}
{'短评内容': '，还行', '短评打分': 3}
{'短评内容': '房间马马虎虎，将就睡睡 ，晚餐自助餐 还不错，人很多 。', '短评打分': 1}
{'短评内容': '每次去常州都入住 该酒店，服务蛮好，地段也不错，推荐', '短评打分': 5}
{'短评内容': '每次去常州都入住 该酒店，服务蛮好，地段也不错，推荐', '短评打分': 5}
{'短评内容': '酒店交通还是比较方便，实施也不错，早餐一般，服务不错。', '短评打分': 5}
{'短评内容': '服务不错，入住了好几次了，就是感觉早餐一般。隔音效果也不好。', '短评打分': 5}
{'短评内容': '不错，环境可以，服务也不错,以后还会继续入住。也会推荐朋友入住。', '短评打分': 5}
{'短评内容': '，酒店干净，服务很好，床也舒服，雨伞和手电筒都有配齐，就是房间隔音不太好，居然旁边房间洗澡说话的声音都能听见，郁闷…', '短评打分': 3}
{'短评内容': '普普通通，这次的方型不好', '短评打分': 3}
{'短评内容': '很不错，感觉很舒适，性价比很高，值得推荐。', '短评打分': 5}
{'短评内容': '酒店装修太简陋。连窗台柜都没有，一个人的话吃饭都没有地方。', '短评打分': 1}
{'短评内容': '宾馆不错，服务也很好，房间也蛮干净额，就是床有点硬，早餐也不错', '短评打分': 3}
{'短评内容': '硬件一般，上网不怎么方便，网速太慢，房间里一进去味道不好重的，不知道是油漆味道还是地毯清洁剂的味道，其他的还可以。', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '环境不错，服务也可以', '短评打分': 3}
{'短评内容': '还送了喝茶券和早餐券，并且可以下午两点退房。248的价格非常超值', '短评打分': 5}
{'短评内容': '位置还好，环境很好，尤其是床特别的舒服。电视稍微有点土。第一次入住会自动升级为行政房。', '短评打分': 5}
{'短评内容': '环境很好，服务不错，早餐品种少了点，大床房的大床小了一点', '短评打分': 5}
{'短评内容': '房间不够精致，地段也不是很好，服务还行！', '短评打分': 1}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '不错的酒店，服务设施都很好的，值得一住啊', '短评打分': 5}
{'短评内容': '不错的酒店啊，就是地理位置不利于车子掉头', '短评打分': 5}
{'短评内容': '服务，位置都不错。就是车子掉头太难啊，一路没掉头点', '短评打分': 5}
{'短评内容': '酒店交通便利，自驾车应该是比较容易找到的。早餐很丰盛。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '已经说过了，值得入住，不再多说了。。。。。。', '短评打分': 5}
{'短评内容': '住了好多次了吧，很好的酒店，就是附件吃饭的地方不多。', '短评打分': 5}
{'短评内容': '服务态度好，设置一般偏上，床偏硬，房间面积不大。停车方便！', '短评打分': 5}
{'短评内容': '房间装修，设施都很好，早餐也很不错。出门打的也比较方便。', '短评打分': 5}
{'短评内容': '晚上很晚才去的，不过房间的设施不错，对得起这个价格，早餐也比较丰富。', '短评打分': 5}
{'短评内容': '很不错的地方，每次有免费咖啡券，还有水果。', '短评打分': 5}
{'短评内容': '房间设施很好，地理位置也不错， 早餐一般般了', '短评打分': 5}
{'短评内容': '酒店服务不错，很热情；早餐还可以，比较丰富。', '短评打分': 5}
{'短评内容': '酒店不错，就是门口交通不便，超级难停车啊', '短评打分': 5}
{'短评内容': '早餐很丰富，但是酒店的隔音不是很好，隔壁的电视声音听得很清楚，桑拿也太简陋，只开放了一个池子，总体还可以', '短评打分': 5}
{'短评内容': '   很不错。', '短评打分': 3}
{'短评内容': '房間不錯 好稱58的早餐實在不怎麽樣 小小朋友半價 連個麵包都沒', '短评打分': 3}
{'短评内容': '无窗的房间通风太差，而且晚上睡觉太热了，建议增加换气扇', '短评打分': 5}
{'短评内容': '酒店帮我升级到行政房，感觉很不错，早餐很棒，推荐', '短评打分': 5}
{'短评内容': '酒店房间不错。价格也还适中，早餐不错。挺喜欢', '短评打分': 5}
{'短评内容': '环境不错, 交通方便.只是普通标间的卫生间是透明的，感觉不太好！', '短评打分': 5}
{'短评内容': '不是那个marriot的万豪。是我被误导了。\n\n反正不怎么样。窗户太脏了。水还好。总体感觉，与经济型酒店没啥区别。', '短评打分': 1}
{'短评内容': '整体印象不错，房间空间蛮大，设施也很新，停车方便，入住后免费提供现磨咖啡也显得很温馨，不过卫生间的浴巾、毛巾质地有点粗糙。', '短评打分': 5}
{'短评内容': '真的是一家物超所值的酒店，下次我肯定还会再来的1', '短评打分': 5}
{'短评内容': '环境和服务还不错，房间装修也还OK。第一次没有预定的房型了，免费给我升到行政房。感觉很良好', '短评打分': 5}
{'短评内容': '还行，就是房间隔音效果不怎么好。', '短评打分': 3}
{'短评内容': '性价比很高的酒店，干净卫生气派。停车也方便。美中不足的是为什么房间里面的卫生间用的透明玻璃？二个人住的话会有点尴尬，虽然有帘子。', '短评打分': 5}
{'短评内容': '不错的酒店，我定的358的房子，正好遇到有团队，免费升级了，哈哈。希望常遇到这样的事情。\n\n环境相当不错，网速也超快。\n\n只是早餐原来有三文鱼的，这次去说早餐不提供了，有点遗憾！', '短评打分': 5}
{'短评内容': '还算不错！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '酒店服务很不错，特别是西餐厅陆丹华的服务很到位，亲自为客人倒咖啡。', '短评打分': 5}
{'短评内容': '早餐很丰盛，我喜欢那个三文鱼，老公不让多吃，偷偷吃了好几块。房间本身蛮大的，就是卫生间没有隔断，人在里面洗澡，外面一清二楚，情侣和单人都没问题，但带孩子就不是很方便。', '短评打分': 5}
{'短评内容': '酒店软硬件都不错，绝对符合4星标准，值得推荐，还有咖啡卷，也不错', '短评打分': 5}
{'短评内容': '谢谢，已入住。', '短评打分': 5}
{'短评内容': '+总体感觉不错', '短评打分': 5}
{'短评内容': '比我想象中好一些，第一天有水果送，早餐也非常丰富，还有三文鱼，呵呵，很新鲜。就是房间格局小一些，卫生间是敞开式的，有些不方便。', '短评打分': 5}
{'短评内容': '+已入住', '短评打分': 5}
{'短评内容': '总体来说不错。 不过房间里面有二盏射灯坏了， 还是蛮影响采光的， 应该及时修复。早餐中式品种丰富， 西式就有点太单调了', '短评打分': 5}
{'短评内容': '地理位置很不錯，環境很好，服務態度也不錯，值得推薦', '短评打分': 3}
{'短评内容': '酒店感觉依然不错，下次再去常州，一定再会选择的。并且会推荐给朋友。', '短评打分': 3}
{'短评内容': '第n次入住，不错，服务感觉更好了。本人会一直住下去的。最近又发现的附近有吃饭的地方。', '短评打分': 3}
{'短评内容': '總體都很不錯，性價比不錯，地理位置也適合，價位也適宜', '短评打分': 5}
{'短评内容': '第二次入住，感觉还是不错，下次继续。', '短评打分': 5}
{'短评内容': '酒店硬件不错，服务也不错。就是周边没有大的购物场所和吃饭的地方。', '短评打分': 3}
{'短评内容': '环境可以，服务可以，价格合理，就是网络不是太快。', '短评打分': 5}
{'短评内容': '酒店环境不错，服务也可以，就是网速太慢。', '短评打分': 5}
{'短评内容': '酒店不错。很喜欢。服务挺好的。还有自助也不错的', '短评打分': 3}
{'短评内容': '客人反映酒店设施都不错，交通方便，住的挺舒适。', '短评打分': 5}
{'短评内容': '非常不错的酒店，提前几天预订的，前台服务人员热情周到，很早帮我做了备注，要安静些，所以给我们安排的位置较好，而且还送了三张夏季冰饮的券，即将去吃早餐，想来肯定不错，期待中！！！', '短评打分': 5}
{'短评内容': '＋服务很好，价格适中，比较喜欢', '短评打分': 5}
{'短评内容': '朋友推荐的酒店，第一次入住感觉还不错，高速下来不远，关键是离常州奥体中心和影剧院最近，走过去才5分钟，到恐龙园和火车站都挺方便。', '短评打分': 3}
{'短评内容': '挺好的，前台小姐很友善，离影剧院近，过两天有费翔演唱会再来。', '短评打分': 3}
{'短评内容': '感觉挺不错的，房间温馨舒适，服务热情周到，有星级酒店的档次，自助餐也很丰盛，下次还会再来。', '短评打分': 5}
{'短评内容': '服务员素质不是太高', '短评打分': 5}
{'短评内容': '还不错，价格适中，内环境也可以。', '短评打分': 5}
{'短评内容': '服务一流~', '短评打分': 5}
{'短评内容': '免费升级到行政房。不错不错', '短评打分': 3}
{'短评内容': '酒店不错。很满意', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '第二次到这边了。很满意', '短评打分': 5}
{'短评内容': '非常感谢', '短评打分': 5}
{'短评内容': '很不错的酒店，服务也非常好，下次还住这里。', '短评打分': 5}
{'短评内容': '还不错的酒店，房间挺大，唯一的遗憾就是没有液晶电视', '短评打分': 5}
{'短评内容': '酒店的性价比高，交通便捷（打车10分钟左右到火车站），本次入住得到升级行政房，太爽了。', '短评打分': 5}
{'短评内容': '已经是第三年入住万豪花都了，硬件设施和服务感觉都不如前两年了，早餐一般。', '短评打分': 5}
{'短评内容': '不错，喜欢', '短评打分': 5}
{'短评内容': '满好...期待下次', '短评打分': 5}
{'短评内容': 'ok', '短评打分': 5}
{'短评内容': '可能是房间比较靠边，内部的布置很奇怪\r\n总体来说还不错', '短评打分': 5}
{'短评内容': '帮老外定的。，很满意。指明要求下次还住这里。在自助餐厅吃饭的时候，一位姓马的大堂经理给我们留下了很深的印象，很周到', '短评打分': 5}
{'短评内容': '觉得比较干净，房间装修比较新，交通也还行', '短评打分': 5}
{'短评内容': '电视还是老式的那种，而且是酒店的行政房了。上网速度还可以。', '短评打分': 5}
{'短评内容': '房间很舒适，交通方便。价格稍贵', '短评打分': 5}
{'短评内容': '  The place with intention:from living to dining,from commerce to entertainment,good hotel !', '短评打分': 3}
{'短评内容': '   酒店宾客很多，看起来效益不错，听说在常州挺有知名度，所以慕名而来，总体住下来还是挺满意的。', '短评打分': 3}
{'短评内容': '酒店地理位置不错，交通方便，服务态度佳，价格适中，房间布置温馨优雅，清爽舒适，早餐品种多样、内容丰盛，很有性价比，是商务、旅游的首选之地，值得推荐！', '短评打分': 5}
{'短评内容': '四星级？大堂基本符合，房间太差了，和一些二星的差不多，水龙头摇摇晃晃的无法关闭、台灯感觉很差的那种，上一个客人用过的洗头水瓶子都没有清理掉，地毯的那个脏啊，空调的声音很响，杂音吵得你睡不好觉，下次不敢住了。', '短评打分': 1}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '各方面都不错的酒店！如果能够推出一大床 一小床的家庭房，那么就更好了，也更加适应该区位市场！\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n', '短评打分': 5}
{'短评内容': '性价比在常州属于比较高的酒店。早餐很好，居然还有三文鱼刺身，喜欢！\r\n只是房间偏小了一点，其他一切OK！', '短评打分': 5}
{'短评内容': '交通方便，态度好，性价比不错', '短评打分': 5}
{'短评内容': 'good and comfortable hotel. Next time will stay here again\r\n', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '住的是最贵的行政楼层。房间好暗啊，很沉闷的感觉。而且酒店周围吃饭的地方很少。酒店晚餐的地方很少，而且人比较多，一个人需要和其他人拼桌。', '短评打分': 1}
{'短评内容': '酒店不错，自助餐很好吃，价格也合适', '短评打分': 5}
{'短评内容': '2号3号住了两天，去年十一也住了这里，感觉不错，价格也没变，尤其喜欢这儿的早餐，值得推荐。', '短评打分': 5}
{'短评内容': '很好啊，物有所值啊。', '短评打分': 5}
{'短评内容': '看到很多新人在酒店举行婚礼，很幸福，很感人', '短评打分': 3}
{'短评内容': '朋友定的房，心里一直喜欢这家酒店，地理位置好。豪华中西式自助晚餐才68元一个人。房间的床上布草用品很新，摸起来舒服的。', '短评打分': 3}
{'短评内容': '一走进大堂就沉浸在浓浓的咖啡香中，房间设施设备很新，服务态度也很好，感觉很温馨！', '短评打分': 3}
{'短评内容': '有咖啡送的；现磨的，很实惠，味道正宗，值得享用。', '短评打分': 3}
{'短评内容': '单人间价格不贵，适合旅游和商务，服务员服务热情周到，淋浴间的热带雨淋冲得真爽，早餐丰盛，品种很多，值得选择。', '短评打分': 3}
{'短评内容': '酒店外观看上去一般，大堂有一股油烟味，房间还不错，很宽敞。', '短评打分': 5}
{'短评内容': '喜欢万豪花都的咖啡，香醇现磨。', '短评打分': 3}
{'短评内容': '万豪花都的地理位置在常州应该是最好的，市政府，博物馆，大剧院，奥体中心距离这家酒店不到300米，四星级。', '短评打分': 3}
{'短评内容': '乙龙的网络服务，特别是后期服务好几个朋友都说不错，要支持一下', '短评打分': 3}
{'短评内容': '因为万豪，我是觉得乙龙的订房服务令我喜出望外，很多时候去上海都是通过携程定的，上次朋友说说时，通过乙龙订房后没想到他们的服务真的很好，下次还要通过乙龙订房，今天中午那个女工作人员的来电声音动听甜美呵，非常感谢。。。', '短评打分': 3}
{'短评内容': '酒店的前台服务很好，房间内的床上用品也不错，酒店地理位置也不错，交通也很方便', '短评打分': 5}
{'短评内容': '刘德华常州演唱会时，和朋友住过这家酒店当时没觉的怎么样，这次却喜出望外，赠送的咖啡券在大堂吧享用时真的很棒，意大利现磨咖啡很纯口。', '短评打分': 3}
{'短评内容': '送什么咖啡券的事情我还是真不知道，朋友说说，也没在意。朋友住房给了一张券我体验了一下，现磨的咖啡还配了柠檬水，糖缸里配了三种糖，好喝又好看。', '短评打分': 3}
{'短评内容': '房间挺大的，特别是行政楼层的床2米宽的，麒麟的席梦思很舒服，早餐也很丰盛，下次还去', '短评打分': 3}
{'短评内容': '喜欢大堂酒吧的沙发椅，坐起来很舒服。早餐的热麦片吃了两碗，口味我喜欢。如果再热一点的话会更好喝，走的时候和餐厅主管讲了讲，那个主管记在自己的小本子上说会改进的。', '短评打分': 3}
{'短评内容': '总台的服务一直觉得很不错，。让门童去叫出租车的时候时间有点长，后来好不容易叫来了一辆车，但是我真的怕等，看到门童诚恳的样子我没有好意思责怪他。希望下次叫车能快点，最好联系叫车服务热线那样更方便。', '短评打分': 3}
{'短评内容': '四星级，特别的是除180多间客房外，餐饮的餐位1500多啊，乖乖，我哦第一次看到过，二楼中餐零点大厅的菜还是很好吃，辽参158一条，特色。', '短评打分': 3}
{'短评内容': '朋友对这个酒店还是蛮了解的，孙丽，何丽娜等明星都下榻过。听说刘德华常州演唱会期间的所有演职人员的70房间就在万豪花都，呵呵，地理位置好，市政府，博物馆，奥体中心，大剧院等出酒店大门步行200米就到了，下次还要通过乙龙预定去，再说乙龙的服务还是很不错的，网上预定方便啊。', '短评打分': 3}
{'短评内容': '在总台我报到乙龙时总台的小姑娘就知道我的姓名，旁边有朋友，当时觉得特有面子。总台的服务很到位，行李员一直帮我拉行李，。呵呵，晚上和朋友约好，200米就到奥体中心了，方便。房间的房内送餐也很标准，啤酒配的花生米我后来还要了一份，不过没收钱，送的，所以就多点了几支啤酒。晚上打电话到总机那声音好听的，叫醒服务准时。', '短评打分': 3}
{'短评内容': '我是觉得房间设施还是很好，房间网速很快，床上的布草质量是我见过最好的。早餐五星级的，单面包就22个品种。', '短评打分': 5}
{'短评内容': '前台服务不错，早上八点多就入住，退房也可以延迟一小时，就是晚上酒店的中央空调居然没有开机，打电话到总台才解决，这样的事出现在行政楼层不应该啊', '短评打分': 5}
{'短评内容': '宾馆的位置还可以，正好在恐龙园和市区的中间。虽然我入住的是豪华间，但条件实在是一般般。最可气的是刚入住的时候就被忽悠了一下，原来预定的是1米8至2米的大床，办理入住的时候也说清楚了，可以到房间后就傻眼了，窗外就是冷却机的排风口，房内竟然是张1米5的小床，实在受不了，马上调换，并告知总台小姐不换的话，一是退房，二是投诉，这才换了，大家如果入住的话，注意点哟。', '短评打分': 1}
{'短评内容': '我预定的是两间豪华间，条件实在是一般。最可气的是刚到就被忽悠一下，预定的是1米8至2米的大床，可是到房间后就傻眼了，窗外是排风口轰鸣声，房内只有1米5的小床，马上要求调换，但换的行政间。大家注意点哟！', '短评打分': 3}
{'短评内容': '服务和卫生还不错，就是床上席梦思里弹簧太吵了，没睡好！', '短评打分': 3}
