{'短评内容': '房间太小', '短评打分': 5}
{'短评内容': '隔音效果太差了，设施也不怎么好，服务还算可以', '短评打分': 5}
{'短评内容': '还不错 就是有点吵 隔音不是很好 希望能加强改进', '短评打分': 5}
{'短评内容': '商务大床房空间很大  非常不错。。值得入住哦', '短评打分': 5}
{'短评内容': '酒店干净卫生，服务态度也很好，属于经济实惠型的酒店，就是路不怎么好找！', '短评打分': 5}
{'短评内容': '房间隔音很差 感觉很闷   我住了3天 每天都来打扫房间但是房间的床单就是没有给我换   下面有好家自己开的 一团和气 但是价格贵  ', '短评打分': 1}
{'短评内容': '很好！服务不错的酒店,价格实在，离电子信息街很近', '短评打分': 5}
{'短评内容': '我觉得很好啊，是去考雅思的，里考点很近，酒店的网速很不错', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '不错，环境还好，服务也不错。', '短评打分': 3}
{'短评内容': '环境不满意,洗手间喷头是坏的,及其不隔音!挺差的!', '短评打分': 3}
{'短评内容': '整体来说还不错  唯一不足就是房间不隔音', '短评打分': 5}
{'短评内容': '性价比不错，就是地方太难找', '短评打分': 3}
{'短评内容': '酒店设施很旧，前台服务态度不太好。房间窗户对着走廊，很暗。', '短评打分': 1}
{'短评内容': '服务还是很不错的 酒店服务人员的态度都很好\n缺点是房间的空调噪音太大了 \n别的都挺好的 ', '短评打分': 5}
{'短评内容': '性价比不错的酒店，就是隔音不行，会有服务员莫名其妙的来开门', '短评打分': 5}
{'短评内容': '真的很不错！服务态度不错房子不错！唯一遗憾的是！商务B大床有个向楼道里面开的窗户', '短评打分': 5}
{'短评内容': '＋酒店不错', '短评打分': 3}
{'短评内容': '还不错，不过怎么我去了就赶上了不能上网这种事情呢？有待改进啊', '短评打分': 5}
{'短评内容': '今天入住了，感觉还不错，干净温馨，这个价格值了。楼下吃饭也很方便。', '短评打分': 5}
{'短评内容': '不错，楼下的饭菜很好。就是不太容易找啊，总体还行啦', '短评打分': 5}
{'短评内容': '很不错的酒店 很舒适 很干净 值得推荐 就是不太好找', '短评打分': 5}
{'短评内容': '非常不错的雅思房，由于房间隔音不太好，晚上还能听到女人叫床的声音，床很大，淋浴水不是太热，窗靠走廊，有点闷，别的还行。', '短评打分': 5}
{'短评内容': '房间有点压抑，隔音有待加强，总体不错，酒店位置有点偏', '短评打分': 5}
{'短评内容': '已住可以', '短评打分': 3}
{'短评内容': '房间卫生整洁，服务态度好，热水供应足，就是隔音差点。', '短评打分': 5}
{'短评内容': '餐饮 出行均较方便 干净整洁 安静舒适 价格合理', '短评打分': 5}
{'短评内容': '环境还不错，给我们安排的是家庭房，虽然出现了房卡坏了的小问题，不过服务速度挺快', '短评打分': 3}
{'短评内容': '去杭州考IELTS，所以住 到这家店里面了～\n\n相当的方便，环境也很安静，走过去考试中心，十分钟就到了。\n\n就是房间相当不隔音，里面说啥都听得满清楚的。。\n\n其他还好～', '短评打分': 5}
{'短评内容': '酒店设施还是不错的。电话线路有些问题，半夜一直有电话打进来，没睡好~', '短评打分': 5}
{'短评内容': '设施陈旧，卫生间漏水，但热水不错，房间小，服务较快捷', '短评打分': 5}
{'短评内容': '设施很旧了，隔音差，但服务快捷，交通算便利', '短评打分': 5}
{'短评内容': '房间不大，交通便利，设施旧了，但服务较快', '短评打分': 5}
{'短评内容': '还行，还挺实惠的，就是隔音效果不怎么行，希望能够改进。', '短评打分': 5}
{'短评内容': '+隔音太差', '短评打分': 5}
{'短评内容': '酒店位置有点偏  但是特别安静 酒店设施一般  服务很好', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '+环境安静，房间干净，总体还不错。', '短评打分': 5}
{'短评内容': '+挺实惠的', '短评打分': 5}
{'短评内容': '总体感觉蛮好的。服务很周到。坐公交走5.6分钟路就到了。', '短评打分': 3}
{'短评内容': '总的来说还是挺好的，安静的地方，房间向阳，挺舒服的', '短评打分': 5}
{'短评内容': '优点：1.前台服务非常好2.卫生设施好3.交通方便，吃饭也很方便，附近有个小区，走到慧娟面馆和外婆家也不过10多分钟。\r\n缺点：淋浴房的下水不畅，一会儿水就盘出来了', '短评打分': 5}
{'短评内容': '环境还好，卫生还好，交通很方便。价格也适中', '短评打分': 3}
{'短评内容': '很干净，装修也很漂亮，价格也合适，以后还会选它，总之非常满意', '短评打分': 5}
{'短评内容': '酒店不错，一开始以为没有毛巾带了去没想到什么都有的，交通也还方便，总体评价不错', '短评打分': 5}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '酒店很好，谢谢', '短评打分': 5}
{'短评内容': '  服务很好，态度温和友善，热心解答疑问，关心问候，非常满意！', '短评打分': 3}
{'短评内容': '对于再黄金周西湖周边的酒店来说还是不错的', '短评打分': 5}
{'短评内容': '服务态度不错', '短评打分': 5}
{'短评内容': '服务态度和服务热情有待提高!', '短评打分': 5}
{'短评内容': '位置比较好，很安静，在小区里。环境也不错，前台还送了两罐雪碧，感觉很温馨。', '短评打分': 3}
{'短评内容': '酒店不错服务很好，下次还会去', '短评打分': 5}
{'短评内容': '不错，态度很好。就是房间小了一点，其他很好的', '短评打分': 5}
{'短评内容': '位置好，交通便利，卫生也可以，设施有待更新，性价比不错', '短评打分': 5}
{'短评内容': '可以推荐一下！可以推荐一下！可以推荐一下！可以推荐一下！', '短评打分': 5}
{'短评内容': '用于考试还是可以的。。。酒店式经济型的，就那样吧。。。。依旧问题：隔音不好', '短评打分': 5}
{'短评内容': '卫生不够干净,而且隔音非常不好.其他都一般', '短评打分': 5}
{'短评内容': '位置比较好，处于较为安静的街道，大床房房间比较窄，但价格是比较便宜的。', '短评打分': 5}
{'短评内容': '环境不错，很安静\r\n布置得很有情调\r\n就是难找了一点', '短评打分': 3}
{'短评内容': '房间不错…很干净清爽…隔音有点差的…', '短评打分': 5}
{'短评内容': '酒店还行，就是隔音不是很好！不过服务态度倒是很好！', '短评打分': 5}
{'短评内容': '环境还不错，卫生间有点小，位置挺方便的，性价比还可以', '短评打分': 5}
{'短评内容': '隔音比较差，隔壁看电视的声音都会传过来。\r\n别的还行吧。\r\n价格挺便宜的', '短评打分': 3}
{'短评内容': '+不错', '短评打分': 3}
{'短评内容': '-不错', '短评打分': 5}
{'短评内容': '酒店的位置不算很好找，房间设备还可以，墙面颜色不够明亮。', '短评打分': 5}
{'短评内容': '前台服务员态度非常差，地理位置，打车都不方便。', '短评打分': 1}
{'短评内容': '很舒适，很满意，感觉物有所值，下次还会选择入住。', '短评打分': 5}
{'短评内容': '宾馆在一个胡同里，离黄龙体育中心打车起步价，做公交车至少要10min，前台很热情很有耐心，但是酒店位置一般', '短评打分': 5}
{'短评内容': '房间隔音比较差，隔壁电视声音都听得见。。。\r\n比附近几家店要便宜', '短评打分': 1}
{'短评内容': '隔音性能不好，其他还可以。', '短评打分': 3}
{'短评内容': '条件还可以。就是隔音不是很好，会被吵到。', '短评打分': 3}
{'短评内容': '    挺好的，因为是去开会，在好家住了4天！\r\n    刚到店里办入住手续时，前台说做活动，给了我们一人一听的可乐，虽然不值钱，但很温馨！！谢谢！\r\n    安排的是四层的大床房，大小适中，挺舒适的，卫生也不错，就是发现其中一个枕头有根头发，我们打电话到前台要求更换枕套，服务员2分钟内就赶到了，还帮我们全部都换了新的，赞一个！\r\n    晚上挺晚时因为洗头发，我们打电话找前台借电吹风，原想自己去', '短评打分': 5}
{'短评内容': '房间太一般', '短评打分': 1}
{'短评内容': '隔音不好，离考试地点10分钟。。。总体还可以&#183;&#183;可以入住', '短评打分': 5}
{'短评内容': '总的来说，比较满意。相比之下，大床A更舒适些。', '短评打分': 5}
{'短评内容': '每次去杭州考雅思入住的店， 下面有好吃的馆子，总的来说宾馆还是可以啦！', '短评打分': 5}
{'短评内容': '我点评过了，服务真的不错', '短评打分': 3}
{'短评内容': '我住在商务大床房A，没有窗户，感觉不通风，而且隔音效果真的很不好，性价比真的一般了。我住的那间旁边晚上很吵很吵，我一晚都没有睡实在。\n服务很好，人很热心的，周围吃饭的地方很多，也很便宜\n', '短评打分': 5}
{'短评内容': '房间设施有点破~', '短评打分': 3}
{'短评内容': '房间设施有点破~', '短评打分': 3}
{'短评内容': '朋友入住， 结论是不要我给他订房间了。。。', '短评打分': 1}
{'短评内容': '还是挺方便的~', '短评打分': 5}
{'短评内容': '地方不太好找也不大,大床房B的窗是靠走廊的，所以采光不好,整体服务不错,对于这个价位来说性价比也还不错,我主要是看他离考试的地方近', '短评打分': 1}
{'短评内容': '旅店在小区中间，所以比较安静。卫生间布置的比较有意思。', '短评打分': 5}
{'短评内容': '性价比还可以', '短评打分': 5}
{'短评内容': '性价比还可以', '短评打分': 3}
{'短评内容': '不太好找 硬件比较差 隔音很恐怖 卫生间水槽关不上 水管还漏水 服务态度挺好的～ ', '短评打分': 1}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '我觉得还可以 性价比还行吧～～', '短评打分': 5}
{'短评内容': '这个价格，也就要求干净就好', '短评打分': 5}
{'短评内容': '位置不太好找。问了好几个人也没能找到，最后只有打的才找到', '短评打分': 1}
{'短评内容': '去的时候餐厅还未建成，吃饭不太方便，其他都还可以的', '短评打分': 5}
{'短评内容': '位置不错。但是没有早餐，很不方便。', '短评打分': 3}
{'短评内容': '5.1当天订的最便宜酒店了，哎凑合住吧！！', '短评打分': 5}
{'短评内容': '只能用很一般来评价', '短评打分': 1}
{'短评内容': '网速太慢，没有停车位', '短评打分': 5}
{'短评内容': '好家快捷的位置太偏了。', '短评打分': 3}
{'短评内容': '位置还行，就是打车比较难找。其他还可以。', '短评打分': 5}
{'短评内容': '噢，忘了，至少有一点好的地方，就是可以免费存行李三天，在我离店的那天上午因为行李重，免费存放了一会儿行李，服务人员态度不错，我想应该公正一点，虽然不足的地方很多，但是至少这点值得推荐。', '短评打分': 3}
{'短评内容': '我对几个差评做出解释：\r\n1.服务差。房间没有吹风机，我电话向前台申领，结果被告知已被领完了，我说那急需使用怎么办，前台说没办法。试想五一期间住店人多，本来就应该备足物品，在无法满足的时候，不帮忙想办法解决问题反而直接回答没办法！后来在我的呵斥下前台说帮忙问问，并答应我说如果第二天有了就给我送来我说好。结果第二天一早没有动静，我于是再打电话，才送来。那么是不是违背了她们答应的“如果有就送来”？\r\n', '短评打分': 1}
{'短评内容': '位置较偏，不容易找。房间隔音差，房人有蚊子。', '短评打分': 1}
{'短评内容': '希望房间大一点', '短评打分': 5}
{'短评内容': '位置有点偏僻，设施卫生的都还不错...不过就是隔音效果有点不好，对面的一直进进出出，声音比较大，有点不舒服', '短评打分': 5}
{'短评内容': '位置很偏僻不容易找到，房间设施偏旧。以后不去了呵呵', '短评打分': 1}
{'短评内容': '总体来说不错，离西湖不算远，周围可以吃饭的地方也还蛮多，房间比较安静。就是房间小了点，有点紧凑，隔音有点差，只有对走廊的窗子，没有对外面的窗子，没有阳光比较不爽。', '短评打分': 5}
{'短评内容': '酒店在一个小胡同的终点，安排的是没有窗户的房间，网速还行，楼下饭店的老板很热情，对杭州的路线挺熟的．安全度应该挺好，旁边挨着派出所．', '短评打分': 1}
{'短评内容': '位置在一条小路里面，，还行吧', '短评打分': 5}
{'短评内容': '住了两天两个房型，一个洗澡的水龙头坏了，一个马桶有些不畅', '短评打分': 1}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店服务态度好，地理位置比较安全，对面就是公安局，哈哈', '短评打分': 5}
{'短评内容': '大床房B窗户是对着走廊的，通风、隐私方面都不太好，且房间有效面积偏小，里面感觉很狭窄，总的来说性价比不高。后来没办法只能加钱换到大床房A！', '短评打分': 5}
{'短评内容': '环境还可以，服务好。我是早上5点多到的，总台就予我办理了入住手续。不能满足的就是隔音太差，我住505房间，居然很清楚的听到隔壁房间传来的任何声音。这使我无法入睡。原来店方是用木板作隔墙的，请住客们注意！要是住到这样的房间，动作要小一点。也请店方要整改一下，免得让客人尴尬，不安心休息。', '短评打分': 5}
{'短评内容': '比较温馨，空间小了点', '短评打分': 3}
{'短评内容': '隔音太差 ', '短评打分': 5}
{'短评内容': '没有早餐供应，很不方便', '短评打分': 5}
{'短评内容': '舒适温馨', '短评打分': 3}
{'短评内容': '房间的性价比比较高，就是没有停车位。', '短评打分': 5}
{'短评内容': '入住之后觉得酒店布置挺温馨，价格也还公道。特别是前台服务态度挺好，以后到杭州去，还会选择好家。', '短评打分': 5}
{'短评内容': '洗澡水温不够热，浴室地板太滑，其他方面都很好，可以入住。\r\n住', '短评打分': 5}
{'短评内容': '很温馨，很实惠', '短评打分': 3}
{'短评内容': '条件跟价格还是成比例的', '短评打分': 5}
{'短评内容': '房间布置挺温馨的，服务态度非常好，碰到的几个服务员笑容都很可爱，性价比高。当然，也有位置稍偏，且停车比较麻烦这样比较难克服的缺点。总的来说很不错，推荐入住。', '短评打分': 5}
{'短评内容': '总体还可以，就是床单旧了，有点毛糙，睡着有点刺刺。\n浴室的木板很有意思。', '短评打分': 5}
{'短评内容': '由于是自驾车出行，到了宾馆发现停车是个大问题，对于酒店内的设施，发现充电插座过大，手机充电器没法使用，酒店的位置稍微不太好找，隔音效果不好，站在电梯口也能听到听到房间内的声音，不过服务员态度不错，弥补了硬件上的缺失', '短评打分': 3}
{'短评内容': '由于是自驾车出行，到了宾馆发现停车是个大问题，对于酒店内的设施，发现充电插座过大，手机充电器没法使用，酒店的位置稍微不太好找', '短评打分': 5}
{'短评内容': '隔音实在不敢恭维', '短评打分': 5}
{'短评内容': '室内环境还是挺干净的，唯一不足之处就是隔音不好！', '短评打分': 5}
{'短评内容': '内置窗,隔音不好,其他尚可', '短评打分': 5}
{'短评内容': '服务台的MM态度很好，很关照人。房间不大，但是蛮温馨的……如果下次朋友过来会推荐这家酒店。当然确实位置不怎么好找。', '短评打分': 5}
{'短评内容': '房间根本没有隔音', '短评打分': 1}
{'短评内容': '明显标注你们分店之间的区别，别再让别的顾客弄混了', '短评打分': 5}
{'短评内容': '酒店的设施方面很一般了,比较简单.服务卫生方面还可以,位置不算很好,交通不是很方便的,整体感觉价格还是可以的.', '短评打分': 3}
{'短评内容': '位置不容易找，当时在施工，比较吵', '短评打分': 1}
{'短评内容': '隔音好差且只有一部电梯，不太方便。其他都还好', '短评打分': 5}
