{'descr': '有免费停车位', 'star': 4}
{'descr': '该酒店小巧经济，比较实用。距离地铁站稍微有点远，大约15分钟（脚步快的话）。', 'star': 5}
{'descr': '已经是第四次住了  很好 有停车的地方  服务也好  也很干净！', 'star': 5}
{'descr': '干净 服务不错  地位位置好干净 服务不错  地位位置好干净 服务不错  地位位置好', 'star': 5}
{'descr': '非常难得的一个如家，装修很有特色，以后还会来', 'star': 5}
{'descr': '位置不是很好，对于快捷酒店来讲房间设施还是可以的，就是如家的通病隔音很差。。。', 'star': 1}
{'descr': '挺好的，订的是特价房，前台提醒我是在一楼且窗户较很小，建议花40元入会员，然后马上帮忙换了一间三楼的大床房，里边设计很人性化，蛮喜欢的！', 'star': 5}
{'descr': '   高架过来就是，很方便！很满意！', 'star': 3}
{'descr': '好好好好好好好好好，记得给寄发票哟！！！！！', 'star': 5}
{'descr': '同行九人，共预订了四间房，共住了两天，总体感觉还行，闹中取静.', 'star': 5}
{'descr': '环境不错·步行到地铁站也不算远·挺满意的·', 'star': 5}
{'descr': '地铁线交通非常方便，离虹桥火车站也近。满意~', 'star': 5}
{'descr': '靠近地铁3/4号线延安西路站，向北可走到中山公园，地理位置还是不错的，交通也比较方便。酒店设施都是新的，非常干净整洁，房间布置简洁明快，休息得很舒服。\n有早餐供应，但没有中餐和晚餐，这是一个缺憾，不过周围有许多小饭店，吃饭不成问题。', 'star': 5}
{'descr': '隔音不好  其他还可以  交通便利  服务也很不错', 'star': 1}
{'descr': '如家酒店还算是听干净的，而且床的颜色也很舒服', 'star': 5}
{'descr': '房间里有好多蟑螂啊！！！在窗帘上爬，还有的在电话机旁边爬，还有一只爬到我腿上被我拍死了！！！真恶心', 'star': 1}
{'descr': '＋好喜欢如家～房间虽小，但环境很温馨，房价也不贵，喜欢如家“适度生活，自然自在”的简约生活理念', 'star': 3}
{'descr': '感觉挺不错！服务各方面的还行！就是房间隔音效果差了点！', 'star': 5}
{'descr': '还不错，就是周边还有两家如家，容易混，我就是找了三家才找到的', 'star': 5}
{'descr': '牙刷质量差。', 'star': 3}
{'descr': '位置较为偏僻，一楼房间空气一般！', 'star': 3}
{'descr': '第二次入住了，很好，前台服务员和客房服务员都超级热情，很细心周到，我们三人入住还特意多送来一份洗漱用品，真是感动，性价比很高，是本人住过快捷酒店里最好的一家，每个服务员看见我们都会很热情地向我们问好，很多星级酒店都未必有这样的服务，以后还会经常光顾的', 'star': 5}
{'descr': '还好 略贵                                                          \n还好 略贵', 'star': 5}
{'descr': '前台速度很快，但是墙壁隔音不好~服务不错', 'star': 5}
{'descr': '服务非常好~交通很便利，居住舒适、干净！', 'star': 5}
{'descr': '感觉还是不错的，位置也很好，前台服务也很热情', 'star': 5}
{'descr': '第一次入住了，因为是出差，这里交通比较方便，设施还可以，服务还可以。 \n', 'star': 5}
{'descr': '性价比很高，硬件设备不错，这个价钱非常不错了，就是有点难找', 'star': 3}
{'descr': '蛮好的！', 'star': 3}
{'descr': '便宜\n\n快捷\n\n干净\n\n地理位置好\n\n如果出差预算有限这个选择还是不错的\n\n大家有需要可以考虑入住\n\nhohohohohoho ', 'star': 5}
{'descr': '经常入住，性价比一般，没办法。习惯了所以就经常选这家，，，，，，，，，，，', 'star': 5}
{'descr': '房间比较小。但是在上海这种地段，也还算可以吧。走到地铁站需要10分钟', 'star': 5}
{'descr': '我订的 是 特价房，  所以呢，房间很小。不过 空调、宽带、热水都有 ，对一个人来说OK拉。 地理位置比较方便，出门到地铁口大概走15分钟吧。附近早点、超市、小饭馆挺多的。还是很方便的。入住期间，我的眉笔需要转笔刀削一下，可是酒店没有。不知道如果下次再来 能不能酒店配有 转笔刀呀？', 'star': 5}
{'descr': 'hihojpjjfpaf。。。。。。。。。。。。。', 'star': 5}
{'descr': 'jasgggfhgfhg。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '干干净净，蜗居，还不错，出门旅游办公还是挺适合的，性价比还行', 'star': 5}
{'descr': '性价比还好，就是一只只黑色的小虫子很多。  ', 'star': 1}
{'descr': '第二次入住了，因为是出差，这里交通比较方便，设施还可以，服务还好。如果外部环境再好点就更好了', 'star': 5}
{'descr': 'jjjjjjjjjj...................', 'star': 5}
{'descr': '帮朋友订的，在高架边上，有些嘈杂！其他还好。', 'star': 5}
{'descr': '地理位置一般。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '房间很干净，床也很舒服，比预想的要好，下次还会再来。', 'star': 5}
{'descr': '一般性，不会再去了，性价比很不好，太贵了。', 'star': 1}
{'descr': 'xing jiabi yi ´ban ,jiawei you xie gao .....', 'star': 1}
{'descr': '从延安西路拐入安西路，就到了。交通方便。酒店很干净，服务员态度非常号。早餐可以接受。', 'star': 5}
{'descr': '相比周围的如家来讲，性价比不错，比较安静，大堂宽敞，如果进入口没有垃圾站就好了，不过反正是出差早出晚归的，也无所谓了', 'star': 5}
{'descr': '地点不错，在繁华的延安路上，就是房间小了点，又在延安高架的傍边', 'star': 5}
{'descr': '住的很舒服', 'star': 3}
{'descr': '优点:干净卫生,服务好,价格合适.缺点:房屋较小.淋浴器不好,水从头顶一泻而下,无它办法.', 'star': 3}
{'descr': '隔音太差，吵得我一夜没睡好。周遍环境也不好。', 'star': 1}
{'descr': '酒店打扫得干净,地点周边也方便.但是房间比较小', 'star': 5}
{'descr': '房间太小了', 'star': 3}
{'descr': '都挺好的，前台服务很热情', 'star': 3}
{'descr': ' 环境不错，也很好找。比中山公园店实惠多了。就多走个路口而已', 'star': 3}
{'descr': '浴室没门洗完澡蒸汽都到房间里了很不舒服。', 'star': 3}
{'descr': ' 除了房间小外别的还好，还有上海这个季节有些潮湿。', 'star': 5}
{'descr': '房间小，床也比较小，但交通方便。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '房间比较小，但交通方便，南京路等地方十多元的的士费就可以了。', 'star': 5}
{'descr': '房间还不错，位置也较好。干净整齐。下次还会去住。', 'star': 5}
{'descr': '很不错的 性价比高 环境好 交通便利 下次再推荐朋友去', 'star': 5}
{'descr': '如家快捷酒店（绍兴城市广场店）房间干净整洁，可惜没吹风机。 \n', 'star': 5}
{'descr': '还不错，除了没窗户有点沉闷\n卫生间也不错', 'star': 5}
{'descr': '房间不大，有窗子很小，装潢的挺温馨的。\n前台服务态度非常好。', 'star': 5}
{'descr': '如家快捷酒店（上海延安西路店）该酒店舒适，卫生。服务非常好，让您有种回家的 感觉。\n', 'star': 5}
{'descr': '房间干净', 'star': 3}
{'descr': '如家快捷酒店（上海延安西路店）如家快捷酒店（上海延安西路店）位置很好，闹中取静，就是房间小了些，但是还是算实惠的，如家的房间都普遍偏小\n', 'star': 5}
{'descr': '房间偏小，还算温馨。早餐还是可以接受的。', 'star': 5}
{'descr': '如家快捷酒店（上海延安西路店）位置很好，闹中取静，就是房间小了些，但是还是算实惠的，如家的房间都普遍偏小', 'star': 5}
{'descr': '该酒店舒适，卫生。服务非常好，让您有种回家的 感觉。', 'star': 5}
{'descr': '位置很好，闹中取静，就是房间小了些，但是还是算实惠的，如家的房间都普遍偏小', 'star': 5}
{'descr': '位置不错，就是太小了些，环境还可以，当时住的一楼，就是早上外面有点吵', 'star': 5}
{'descr': '房间小,服务差,,,卫生间刷牙的只有一次性杯子', 'star': 1}
{'descr': '房子太小了。', 'star': 3}
{'descr': '这家店  房间小的可怜!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'star': 1}
{'descr': '还可以,特喜欢这样的隔音效果', 'star': 3}
{'descr': '虽然位置不太好找但是环境还是不错的早餐也很好，服务人员态度非常好很满意', 'star': 3}
{'descr': '干净还可以，不隔音，房间太小，服务还可以', 'star': 1}
{'descr': '这个酒店不太好，服务质量也不咋样，上海的如家感觉都不值呢', 'star': 1}
{'descr': '＋很好，很方便。', 'star': 3}
{'descr': '不错还蛮干净的', 'star': 3}
{'descr': '用手机点评过了啊 怎么不能显示呢 位置还不错 但世博期间的性价比太低了 三百五绝对不值\n', 'star': 5}
{'descr': '交通方便，闹中取静。就是刚装修了，好像有很浓的味道。', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '酒店比较满意', 'star': 3}
{'descr': '房间很紧凑，但是因为没有窗，真的很闷呢！', 'star': 1}
{'descr': '很好呢！干净简洁，以后会继续入住！为什么非得输入20个字呢？', 'star': 5}
{'descr': ' 入住，房子太迷你', 'star': 3}
{'descr': '位置不错，而且价格在这个时候也算是优惠了', 'star': 5}
{'descr': '1位置偏僻\r\n2.房间很小，椅子都放不开\r\n3.灯光很暗，不舒服\r\n4.桌子是玻璃面，广电鼠标用不了', 'star': 1}
{'descr': '酒店地处环境不好，有一股很臭的味道，由于世博期间，房间价格高是没办法的，总得来说能订到也算幸运了。', 'star': 1}
{'descr': '如家的软硬件都还不错，\r\n我住的房间的性价比，要不是世博会期间，再便宜一半，我也不会入住。\r\n早餐也很不错，很丰盛，服务也很好。', 'star': 5}
{'descr': '＋内容', 'star': 5}
{'descr': '很好 很满意', 'star': 5}
{'descr': '房间太小，没有免费早餐，门口垃圾太臭，还好挺安静。', 'star': 3}
{'descr': '房间有点小,门口垃圾箱很臭,自费早餐太贵,毛巾看起来太旧,其他总体还行,世博期间性价比不高没办法,希望以后便宜点咯.', 'star': 5}
{'descr': '+房间有点小,门口垃圾箱很臭,自费早餐太贵,毛巾看起来太旧,其他总体还行,世博期间性价比不高没办法,希望以后便宜点咯.', 'star': 3}
{'descr': '不错很好 很干净 虽然房间小了一点 但很精致 服务也好', 'star': 3}
{'descr': '＋很好', 'star': 5}
{'descr': '+比较安静。', 'star': 5}
{'descr': '酒店不错！虽然迷你，但设施齐全。以后还会入住该酒店。', 'star': 3}
{'descr': '不错的一家快捷酒店,以后还会入住这家酒店，虽然房间较小，但设施齐全。', 'star': 5}
{'descr': '酒店位置还好，出行很方便~ 房间也很不错，还蛮舒适的。。', 'star': 3}
{'descr': '交通方便，出行方便，距离公司近，吃饭便利！步行可以', 'star': 5}
{'descr': '还可以，离地铁近方便，酒店服务还行，就是空气不太好（一楼）', 'star': 3}
{'descr': '酒店服务很好，位置也不错出行方便，就是房间透气性不好（一楼）', 'star': 5}
{'descr': '去了后非常失望，房间很小，进门居然发现一只类似蟑螂的虫子，真的很恶心的......', 'star': 1}
{'descr': '房间真的是太迷你了，还是时尚商务大床房呢，不知其他房间还会小成啥样？', 'star': 1}
{'descr': '不错的酒店，值得住宿。', 'star': 3}
{'descr': '位置对于出行还蛮方便的，价格实在，不错', 'star': 5}
{'descr': '这家酒店非常不错，值得住', 'star': 5}
{'descr': '基本满意', 'star': 5}
{'descr': '位置还不错，离地铁站大概步行10分钟吧，不过不是很好找，在一个巷子里面还要拐弯，差点就错过去了，附近有个吃早餐的地方不错，还有个湖南菜馆味道也蛮好门口有个大垃圾堆，进出的时候比较难过，但是不影响住宿隔音效果太差，隔壁说话声听得清清楚楚…… 怎么要写两次……', 'star': 3}
{'descr': '位置还不错，离地铁站大概步行10分钟吧，不过不是很好找，在一个巷子里面还要拐弯，差点就错过去了，附近有个吃早餐的地方不错，还有个湖南菜馆味道也蛮好\r\n门口有个大垃圾堆，进出的时候比较难过，但是不影响住宿\r\n隔音效果太差，隔壁说话声听得清清楚楚……\r\n', 'star': 5}
{'descr': '還算乾淨, 只是房間非常小, 酒店離地鐵站有點遠, 走路至少得10分鐘吧!\r\n酒店門口有垃圾收集區, 很髒. 其它都還行.\r\n', 'star': 3}
{'descr': '条件不错，装修新颖。住的也很安静。在二楼。就是离地铁稍远，步行要10多分钟\r\n推荐此间', 'star': 5}
{'descr': '比较方便，但是房间有些潮湿', 'star': 5}
{'descr': '非常小間, 還算乾淨, 離地鐵走路至少要十分鐘, 隔音不是太好, 門口剛好是垃圾收集處, 很髒.\r\n', 'star': 5}
{'descr': '感觉还不错就是听说离世博挺近才定的&#183;&#183;可是住了之后发现哩地铁四号线好远&#183;&#183;而且在你找这家酒店的时候大家千万注意了&#183;&#183;&#183;附近有好几家如家快捷不要搞错了&#183;&#183;否则你会万分后悔&#183;&#183;', 'star': 5}
{'descr': '隔音太差！', 'star': 1}
{'descr': '刚才的点评写错了，酒店很方便，卫生不错，服务也很周到。就是隔音不太好。', 'star': 3}
{'descr': '接送机服务很周到，各方面都不错，就是希望早餐时间提前，在机场附近很多都是赶早班飞机的，7点太晚了，觉得应该提前一个小时。', 'star': 5}
{'descr': '床很舒服。推荐', 'star': 5}
{'descr': '离地铁有一站公交车的路程，走着有点远了。酒店还是比较干净舒适的，也不是很吵。就是借吹风机总是没有，然后就是不能寄存行李比较麻烦。', 'star': 5}
{'descr': '总体来说不错的一次经历。第一天没有我订的房型了，升级了一个档次，可一层的房间太潮了，房顶起了墙皮，而且晚上有点吵。于是第二天要求换了一个安静且有窗的房间，还算不错。', 'star': 5}
{'descr': '除了隔音有点差，半夜隔壁住人像自己房间进贼似的外，其他都不错', 'star': 5}
{'descr': '位置闹中取静，交通相当方便，很喜欢。', 'star': 5}
{'descr': '信用卡担保，抵达后竟然无房！\r\n愤怒。', 'star': 3}
{'descr': '订了正常的房间，而且还使用信用卡担保了。到了却告诉我只有没窗户的房间了。强烈不满！', 'star': 1}
{'descr': '位置在延安西路边上，交通比较方便，坐一站公交车就可以到3、4号线延安西路站，新开的酒店，设施比较新、比较干净，服务员的态度也不错。床也比较舒服。', 'star': 5}
{'descr': '房间还是比较小，设置简单，还算干净', 'star': 5}
{'descr': '从这个价格来看，还算不错', 'star': 5}
{'descr': '我个人觉得还行。住过几次了。有一次定到了一楼的特价房，这个得注意了。千万不要是这间，隔音效果特别差，大厅里的声音嗡嗡都听得到。\r\n还是建议住二楼或者三楼去。还是比较嗲的。', 'star': 5}
{'descr': '各方面都很好，就是隔音差了点，晚上总是会被隔壁的春声吵醒。', 'star': 5}
{'descr': '很不错，喜欢它的房型', 'star': 5}
{'descr': '都很好，很新，性价比很高。', 'star': 5}
{'descr': '交通方便，干净卫生，服务也很好。', 'star': 5}
{'descr': '如家的设施、服务在经济型酒店中还是不错的，尽管比其他同类型酒店要贵一点。这家店距离3号线延安西路站不到10分钟，不靠马路，比较安静，服务也很好。', 'star': 5}
{'descr': '服务态度不行。', 'star': 3}
{'descr': '服务态度差。', 'star': 1}
{'descr': '这家酒店的隔音效果不是太好，隔壁的电视声音传过来像旁边有个人在打呼噜', 'star': 1}
{'descr': '房间偏小了一点，窗户不太好用，导致通风状况不是很好。就是离地铁站也有点距离，周边饭店较少，有点不便', 'star': 1}
{'descr': '不错，，房间挺大，空调也不错', 'star': 5}
{'descr': '位置很好，闹中取静；房间也比较舒适，但是卫生打扫不是很干净。', 'star': 5}
{'descr': '卫生间和洗浴是分开的，用起来感觉空间比较小', 'star': 3}
{'descr': '服务态度一般', 'star': 5}
{'descr': '这家如家德性价比还不错,房间的布置很时尚,如果有机会还会再去,或者向朋友推荐.设施有些陈旧了,淋浴里没有放洗浴的架子,有点不方面.前台的服务速度有点慢,应该在服务其他客人(退房的)的时候,和等在后面的打个招呼,而不是让客人干等(15分钟这一次).不过总体来说,除了地理位置比较难找之外,还算很满意.', 'star': 5}
{'descr': '酒店尚算干净， 但隔音极之差。 卫生可以，服务有些服务员好，有些差。', 'star': 5}
{'descr': '房间太小了，卫生间浴室是分开的设计不合理，感觉特别小，浴室里竟然没有放洗浴用品的地方，也没有挂浴巾的地方，洗浴用品只好放在地下，浴巾只能放在门外了，真不知道如家的设计师是怎么想的', 'star': 1}
{'descr': '如家的平均水品，服务一般，前台还可以，但是房间的光线很不好，主要是在两栋楼之间，位置不错。房间图片与真实情况出入不小', 'star': 1}
{'descr': '酒店房间虽小（单人间）但很干净，在寸土寸金的虹桥地区，能有这么低的房价不错，性价比较高，值得推荐，出行交通方便，离地铁站（3号线）很近。', 'star': 3}
{'descr': '安静，位置有点难找。\r\n但价格比旁边酒店有优势。\r\n出行不是很方便。', 'star': 5}
{'descr': '在虹桥地区能住到如此整洁卫生的经济型酒店不错。离地铁3号线很近，交通还方便。', 'star': 5}
{'descr': '我上次住的是大床房，感觉还不错，服务挺好的，我就觉得床单看着不舒服，有洗不掉的污渍痕迹', 'star': 3}
{'descr': '打扫得还是比较干净的，住的时尚大床房，洗澡的地方感觉还是有点角落没有打扫干净，总体感觉不错，交通方便。不过没有什么很突出的感觉', 'star': 1}
{'descr': '作为一个价格比较低的酒店，加上交通的便利，是一个值得考虑作为短途旅行的栖身之处', 'star': 5}
{'descr': '时尚大床房的浴室设计感觉太时尚了，呵呵，反正我是没有适应，因为直接是透明的，没有任何帘子什么的可以用来遮掩。其他还算可以，就是感觉床太低，又有点偏小。', 'star': 5}
{'descr': '很好，因为位置的原因价钱很合适，位置其实很好，交通方便，就是因为不临街！真的非常不错！', 'star': 5}
{'descr': '不错,', 'star': 5}
{'descr': '除了部分房间有点拥挤，其他都还好！前台态度很热情。', 'star': 5}
{'descr': '开始的位置有点难找，但是找到后还是比较方便。', 'star': 5}
{'descr': '小地方，环境还可以啦', 'star': 3}
{'descr': '如家酒店，是我住酒店的首选。最喜欢如家的风格。', 'star': 3}
{'descr': '很满意，离长安街也很近～价格也还算公道。', 'star': 5}
{'descr': '位置不是很好找，但找到以后，出行还是很方便的，房间的卫生和设施都还不错，前台的服务还算周到热情，我觉得这家酒店性价比还是比较高的 值得推荐', 'star': 3}
{'descr': '总体来讲还不错,服务也到位.', 'star': 5}
{'descr': '还不错，交通差一些', 'star': 5}
{'descr': '位置很好，这边交通很方便，房间的卫生和设施也都还不错，服务也还算周到热情我觉得这是一家性价比较高的酒店，整体感觉还是值得推荐的。', 'star': 3}
{'descr': '我定的房间太小了没有窗户后来换了一间房还不错,比较宽敞,干净舒适,地理位置也不错交通很方便.', 'star': 3}
{'descr': '這房間還不錯，就是價格偏高，不過十一期間也算還可以了。', 'star': 5}
{'descr': '服务人员很热情,清洁大姐很亲切,九月份还会去出差,到时还住那里,呵呵\r\n~\r\n不过房间里面湿气小重,可能是结构问题了,呵呵,不影响整体印象', 'star': 5}
{'descr': '这家中规中矩，我们的房间是靠楼梯的，但外面的声音也不是很大，可能是客人的素质都还可以的缘故吧，下次的话住这家也是愿意的', 'star': 5}
{'descr': '酒店的位置交通还算方便，服务也挺到位的，而且房间里的家具设施，和卫生也都不错，还是比较满意的。', 'star': 5}
{'descr': '一般出差都住如家,性价比比较好,经济实惠,卫生干净,值得推荐的酒店.\n', 'star': 5}
{'descr': '酒店方面各都比较正常,没有发现什么优缺点,都还能接受,还是可以推荐的.', 'star': 5}
{'descr': '感觉有股怪味，就餐花样也太少了啊', 'star': 1}
{'descr': '住的210元的大床房，房间感觉小，有怪味，很不好。不建议住这个店。', 'star': 1}
{'descr': '住的双床标间,房间很小,连放笔记本的桌子都没有,只能挤在电视旁边.椅子也放不下,只能坐在床上.\r\n干湿分离,浴室的设计让人哭笑不得,磨砂玻璃的隔断没有考虑到实用性.标间大部分情况下应是商务旅行的2个同事住的.但浴室朝向大门的一面磨砂部分很低, 2个人不要太尴尬.而且一个人在用浴室,另一个人连门都不能开. 浴室里面没有架子,所有东西要放在地上.换洗的衣服无处可放,洗完出来才能穿.另外全玻璃隔断,使得', 'star': 1}
{'descr': '我感觉酒店挺舒适挺干净的,服务也挺热情周到的,价格也比较合适.', 'star': 5}
{'descr': '酒店的环境硬件设施都还不错，位置出行交通方便，卫生服务都还比较达标，价格合理适中，整体很干净的商务连锁型酒店还是可以推荐入住的，', 'star': 5}
{'descr': '酒店挺干净的，服务也不错，整体的硬件相对来说也还可以，交通蛮方便的。', 'star': 5}
{'descr': '酒店房间里没提供点吹风，感觉不方便，别的都很还可以，地段很方便', 'star': 5}
{'descr': '这家酒店之前也住过,感觉挺好的,房间很干净,又能上网,价格也很便宜,就是位置稍微差了点,不是很好找', 'star': 5}
{'descr': '性价比还是蛮不错的,值得推荐了 .', 'star': 5}
{'descr': '房间里的卫生还是不错的,弄的挺干净挺舒适的,价格也蛮合适的.', 'star': 5}
{'descr': '我出差一直住如家，这家酒店刚开业没多久，硬件设施很新，服务也蛮不错的，我后来介绍同事也去住了', 'star': 5}
{'descr': '没有电梯，地点比较隐蔽', 'star': 1}
{'descr': '地段挺不错的,交通挺方便的,价格也挺适合的,就是隔音效果不太好.', 'star': 5}
{'descr': '还不错。', 'star': 5}
{'descr': '酒店不好找，当初订是因为开业时间不久，所以设施设备还蛮新的。标间的淋浴间是用玻璃的，虽说贴了磨砂纸，但两个男人住还是怪怪的，早餐品种不多，从晚间客房亮灯情况为看入住率并不高，但酒店还是要提出18：00后担保性预订。我住的那间房的床上有一根长长的头发。让人感觉不太舒服。', 'star': 1}
{'descr': '选择这里的原因是地段还算不错，但是这次的上海之行选择这家真的是很划不来，弄的也不是很开心&lt;br /&gt;\n&lt;br /&gt;\n房间价格比我当时预订的价格上涨了20，虽然不是很多，但是总觉得别扭&lt;br /&gt;\n房间在2楼，进去后房间墙壁很多地方都发霉了，洗完澡后水是一直渗出来到桌子边。&lt;br /&gt;\n房间有股霉味&lt;br /&gt;\n前台服务还行，但是等我第二天', 'star': 3}
{'descr': '房间太小了，仅是短途商务旅行住宿还可以。但是位置比较好，而且前台服务态度好象比对面的莫泰要好。', 'star': 3}
