{'descr': '还行吧，挺好', 'star': 5}
{'descr': '我们拿着放卡去开门，结果发现已经有人入住了！！！吓死了！！什么情况嘛！！\n说给我们换一样房型的屋子，结果换了两个单人床，然后，我们又换了一次，半夜还有两次有人打我们屋子的电话要订房，真怀疑是不是恶意恶搞！', 'star': 1}
{'descr': '我们拿着放卡去开门，结果发现已经有人入住了！！！吓死了！！什么情况嘛！！\n说给我们换一样房型的屋子，结果换了两个单人床，然后，我们又换了一次，半夜还有两次有人打我们屋子的电话要订房，真怀疑是不是恶意恶搞！', 'star': 1}
{'descr': '   不通风比较闷', 'star': 3}
{'descr': '   不通风比较闷', 'star': 3}
{'descr': '环境挺好的，以前住过很多次，但是现在没有免费停车了，停车还得收费，要不就得停马路边又有被贴条的危险！', 'star': 5}
{'descr': '环境挺好的，以前住过很多次，但是现在没有免费停车了，停车还得收费，要不就得停马路边又有被贴条的危险！', 'star': 5}
{'descr': '说的反钱的，结果前台都不跟我提这个事！哎', 'star': 3}
{'descr': '说的反钱的，结果前台都不跟我提这个事！哎', 'star': 3}
{'descr': '位置挺好找的，环境挺好，附近买东西月很方便，', 'star': 5}
{'descr': '位置挺好找的，环境挺好，附近买东西月很方便，', 'star': 5}
{'descr': '很好  很舒适   环境不错 下次还会来的', 'star': 5}
{'descr': '很好  很舒适   环境不错 下次还会来的', 'star': 5}
{'descr': '没有空调遥控，隔音不太好，设施有点老了，不过还是不错啦', 'star': 5}
{'descr': '没有空调遥控，隔音不太好，设施有点老了，不过还是不错啦', 'star': 5}
{'descr': ' 環境還好，但有窗房見不到陽光', 'star': 3}
{'descr': ' 環境還好，但有窗房見不到陽光', 'star': 3}
{'descr': '有些设备比较陈旧，但性价比还行在天津来说不算贵', 'star': 5}
{'descr': '有些设备比较陈旧，但性价比还行在天津来说不算贵', 'star': 5}
{'descr': '可能开店时间久了，床单什么的感觉不太干净，设施有点儿陈旧...优点是地理位置挺好，交通方便。', 'star': 1}
{'descr': '可能开店时间久了，床单什么的感觉不太干净，设施有点儿陈旧...优点是地理位置挺好，交通方便。', 'star': 1}
{'descr': '在这酒店住过好多次了，这次还使用了消费券返现挺划算的', 'star': 5}
{'descr': '在这酒店住过好多次了，这次还使用了消费券返现挺划算的', 'star': 5}
{'descr': '环境幽静，干净整洁，下次还会光顾。', 'star': 3}
{'descr': '环境幽静，干净整洁，下次还会光顾。', 'star': 3}
{'descr': '地理位置好，便宜，方便，物超所值。希望大家有机会来看看', 'star': 5}
{'descr': '地理位置好，便宜，方便，物超所值。希望大家有机会来看看', 'star': 5}
{'descr': '服务态度非常之好，以后去了天津就住那里，环境稍差，对得起价钱', 'star': 5}
{'descr': '服务态度非常之好，以后去了天津就住那里，环境稍差，对得起价钱', 'star': 5}
{'descr': '服务差~人员杂~我在房间呆的好好的，门就被别人刷卡刷开了~太没安全感~', 'star': 1}
{'descr': '服务差~人员杂~我在房间呆的好好的，门就被别人刷卡刷开了~太没安全感~', 'star': 1}
{'descr': '环境还不错，如果服务人员在多点微笑就更好了', 'star': 5}
{'descr': '环境还不错，如果服务人员在多点微笑就更好了', 'star': 5}
{'descr': '酒店挺好的，交通也方便，不错', 'star': 3}
{'descr': '酒店挺好的，交通也方便，不错', 'star': 3}
{'descr': '＋帮同事订的，离单位很近，方便', 'star': 3}
{'descr': '＋帮同事订的，离单位很近，方便', 'star': 3}
{'descr': '地理位置不错，就是早点7点半才有，有点晚吧。其他的还可以了。', 'star': 5}
{'descr': '地理位置不错，就是早点7点半才有，有点晚吧。其他的还可以了。', 'star': 5}
{'descr': '房间小也就算了，洗手间小的也太离谱，要关上门才能用的到洗脸盆。洗个澡整个洗手间水漫金山。15元的早餐，基本只有煮鸡蛋可以咽得下去。', 'star': 1}
{'descr': '房间小也就算了，洗手间小的也太离谱，要关上门才能用的到洗脸盆。洗个澡整个洗手间水漫金山。15元的早餐，基本只有煮鸡蛋可以咽得下去。', 'star': 1}
{'descr': '虽然房间不是很大，但是服务很好，就是被褥有点儿旧了，希望该进', 'star': 5}
{'descr': '虽然房间不是很大，但是服务很好，就是被褥有点儿旧了，希望该进', 'star': 5}
{'descr': '地点  环境都不错  服务态度也很好  房间隔音也是不错的  推荐大家去这个酒店', 'star': 5}
{'descr': '地点  环境都不错  服务态度也很好  房间隔音也是不错的  推荐大家去这个酒店', 'star': 5}
{'descr': '前台服务极差，人员混杂，没安全感而言~房间一股烟味，地毯上酶，是我住过的最差的莫泰~如果你只为找个地方住，可以来住', 'star': 1}
{'descr': '前台服务极差，人员混杂，没安全感而言~房间一股烟味，地毯上酶，是我住过的最差的莫泰~如果你只为找个地方住，可以来住', 'star': 1}
{'descr': '地理位置好，便宜，方便，物超所值。希望大家有机会来看看，哈哈。', 'star': 5}
{'descr': '地理位置好，便宜，方便，物超所值。希望大家有机会来看看，哈哈。', 'star': 5}
{'descr': '房间环境一般，中规中矩，洗澡喷头设计的很好，热水很舒服，空调声音有点大，一楼大厅环境挺好，但自动售货机坏了 整个酒店挺大，有9层的样子', 'star': 5}
{'descr': '房间环境一般，中规中矩，洗澡喷头设计的很好，热水很舒服，空调声音有点大，一楼大厅环境挺好，但自动售货机坏了 整个酒店挺大，有9层的样子', 'star': 5}
{'descr': '价格稍高，能优惠些更好！距离十一经路的轻轨站步行大约10分钟就到了。', 'star': 5}
{'descr': '价格稍高，能优惠些更好！距离十一经路的轻轨站步行大约10分钟就到了。', 'star': 5}
{'descr': '地理位置不错！\n就是房间有些小，价格稍高，能优惠些更好！距离十一经路的轻轨站步行大约10分钟就到了。', 'star': 5}
{'descr': '地理位置不错！\n就是房间有些小，价格稍高，能优惠些更好！距离十一经路的轻轨站步行大约10分钟就到了。', 'star': 5}
{'descr': '不错,价格和环境,都不错,总体上就是挺好,不错,办个会员更好点,不然12点退房很麻烦', 'star': 5}
{'descr': '不错,价格和环境,都不错,总体上就是挺好,不错,办个会员更好点,不然12点退房很麻烦', 'star': 5}
{'descr': '环境很好', 'star': 3}
{'descr': '环境很好', 'star': 3}
{'descr': '我住的大床房，房间特别小，并且不见光 感觉像是住地下室，并且服务员是上行政班班，晚上还早上都没有服务员给服务超级无语，本来预定三天的结果只住了一天就退房了。', 'star': 1}
{'descr': '我住的大床房，房间特别小，并且不见光 感觉像是住地下室，并且服务员是上行政班班，晚上还早上都没有服务员给服务超级无语，本来预定三天的结果只住了一天就退房了。', 'star': 1}
{'descr': ' 性价比高', 'star': 3}
{'descr': ' 性价比高', 'star': 3}
{'descr': ' 好', 'star': 3}
{'descr': ' 好', 'star': 3}
{'descr': '特价房和普通客房一样，采光都差不多，淋浴设施不错，总的来说是快捷酒店里设施最齐全但维护不是最好的一家', 'star': 5}
{'descr': '特价房和普通客房一样，采光都差不多，淋浴设施不错，总的来说是快捷酒店里设施最齐全但维护不是最好的一家', 'star': 5}
{'descr': '还好', 'star': 3}
{'descr': '还好', 'star': 3}
{'descr': '酒店地理位置较好，酒店公共部位装修也较好，交通也较便利，可是房间设施及装修与公共部位不相称，陈旧、较差，最差的是前台入住进行登记的那位男性服务员，其服务态度较差，实在是不敢恭维。', 'star': 5}
{'descr': '酒店地理位置较好，酒店公共部位装修也较好，交通也较便利，可是房间设施及装修与公共部位不相称，陈旧、较差，最差的是前台入住进行登记的那位男性服务员，其服务态度较差，实在是不敢恭维。', 'star': 5}
{'descr': '莫泰总体还是很干净的，设施较陈旧，房间太小', 'star': 3}
{'descr': '莫泰总体还是很干净的，设施较陈旧，房间太小', 'star': 3}
{'descr': '很干净很舒服，只是1122房间没有吹风机，别的房间还是有的', 'star': 5}
{'descr': '很干净很舒服，只是1122房间没有吹风机，别的房间还是有的', 'star': 5}
{'descr': '很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好', 'star': 5}
{'descr': '很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好', 'star': 5}
{'descr': '酒店环境不错，交通也还可以，坐公交可到地铁站。 隔音一般，能听到走廊说话声。。总体来说还不错', 'star': 5}
{'descr': '经济型酒店，入住客人反映还是不错。经济型酒店也可以做得更好。全国都一个模式就不好了。', 'star': 5}
{'descr': '经济型酒店，入住客人反映还是不错。经济型酒店也可以做得更好。全国都一个模式就不好了。', 'star': 5}
{'descr': '楼下前台环境倒是不错 但房间太小了 隔音又不好 双床距离近的几乎要并在一起了 厕所天棚漏水 渗的满厕所地下都是水 洗澡间喷头无法固定 ', 'star': 1}
{'descr': '楼下前台环境倒是不错 但房间太小了 隔音又不好 双床距离近的几乎要并在一起了 厕所天棚漏水 渗的满厕所地下都是水 洗澡间喷头无法固定 ', 'star': 1}
{'descr': '这个地方看外面大楼还好,进入房间发现被罩上有血迹换了一套,卫生间还有不知谁仍的用过的纸.一般吧', 'star': 3}
{'descr': '这个地方看外面大楼还好,进入房间发现被罩上有血迹换了一套,卫生间还有不知谁仍的用过的纸.一般吧', 'star': 3}
{'descr': '服务态度不好。爱搭理不搭理的样子。。。。要啥啥都米有啊。', 'star': 1}
{'descr': '服务态度不好。爱搭理不搭理的样子。。。。要啥啥都米有啊。', 'star': 1}
{'descr': '房间还可以，但是隔音效果不好，半夜听隔壁说话清清楚楚。', 'star': 5}
{'descr': '房间还可以，但是隔音效果不好，半夜听隔壁说话清清楚楚。', 'star': 5}
{'descr': '房间还算干净，不过隔音入住和退房的时候都排长队，十一长假很可怕。', 'star': 3}
{'descr': '房间还算干净，不过隔音入住和退房的时候都排长队，十一长假很可怕。', 'star': 3}
{'descr': '还好，就是窗子有点小，不过不觉得有什么影响，定的大床房，房间并不大，一应俱全，但是没有柜子...其他基本可以，推荐。', 'star': 5}
{'descr': '还好，就是窗子有点小，不过不觉得有什么影响，定的大床房，房间并不大，一应俱全，但是没有柜子...其他基本可以，推荐。', 'star': 5}
{'descr': '环境很好我们挺满意!谢谢啦!', 'star': 3}
{'descr': '环境很好我们挺满意!谢谢啦!', 'star': 3}
{'descr': '挺好的', 'star': 3}
{'descr': '挺好的', 'star': 3}
{'descr': '很好就是价格比往常贵得不少 态度一般 希望以后能改进 这推荐下吧', 'star': 5}
{'descr': '很好就是价格比往常贵得不少 态度一般 希望以后能改进 这推荐下吧', 'star': 5}
{'descr': '环境不错', 'star': 3}
{'descr': '环境不错', 'star': 3}
{'descr': '房间太小,墙角有灰尘结的网', 'star': 3}
{'descr': '房间太小,墙角有灰尘结的网', 'star': 3}
{'descr': '位置稍偏.总的来说还行', 'star': 3}
{'descr': '位置稍偏.总的来说还行', 'star': 3}
{'descr': '环境不错…室内挺干净的…', 'star': 3}
{'descr': '环境不错…室内挺干净的…', 'star': 3}
{'descr': '设施一般，门没有隔音，下次不住了。比上海的店差。', 'star': 3}
{'descr': '设施一般，门没有隔音，下次不住了。比上海的店差。', 'star': 3}
{'descr': '比上次的大床房要好的多 虽然没有正经的窗户 但是也没觉得闷或者潮~ \n床单不是很干净  卫生间空间太小 洗澡间内防滑垫很脏。。。 隔音效果不好\n前台服务还算到位 其他还OK', 'star': 5}
{'descr': '比上次的大床房要好的多 虽然没有正经的窗户 但是也没觉得闷或者潮~ \n床单不是很干净  卫生间空间太小 洗澡间内防滑垫很脏。。。 隔音效果不好\n前台服务还算到位 其他还OK', 'star': 5}
{'descr': '宾馆虽然离市中心有一些距离,但是房间挺干净,也比较安静.\u3000有有线宽带和互动电视\u3000整体性价比挺高\u3000', 'star': 3}
{'descr': '很好的环境和服务', 'star': 3}
{'descr': '很好的环境和服务', 'star': 3}
{'descr': '原来住过这家店 同样是特价房 但是这次却差强人意。。 浴室条件一般 墙角明显返潮并且掉墙皮。。隔音效果也一般。。电视的遥控器额无法正常工作。。建议住在2楼以上房间可能会好些 其他的还想莫泰以前一样的好', 'star': 5}
{'descr': '原来住过这家店 同样是特价房 但是这次却差强人意。。 浴室条件一般 墙角明显返潮并且掉墙皮。。隔音效果也一般。。电视的遥控器额无法正常工作。。建议住在2楼以上房间可能会好些 其他的还想莫泰以前一样的好', 'star': 5}
{'descr': '设施很陈旧  而且房间很小  阴暗  不推荐', 'star': 1}
{'descr': '设施很陈旧  而且房间很小  阴暗  不推荐', 'star': 1}
{'descr': '环境与锦江之星差不多，但是比锦江之星便宜。比较满意', 'star': 5}
{'descr': '环境与锦江之星差不多，但是比锦江之星便宜。比较满意', 'star': 5}
{'descr': '一般般，就是感觉这时间有点长了  建议应该装修了', 'star': 5}
{'descr': '一般般，就是感觉这时间有点长了  建议应该装修了', 'star': 5}
{'descr': '房间性价比不错，就是装修有点旧。周围没什么可以好吃的的地方。', 'star': 5}
{'descr': '房间性价比不错，就是装修有点旧。周围没什么可以好吃的的地方。', 'star': 5}
{'descr': '服务很好。就是隔音效果不好。。。。。。。。。。。。', 'star': 5}
{'descr': '服务很好。就是隔音效果不好。。。。。。。。。。。。', 'star': 5}
{'descr': '环境不错，位置还可以,以后还会选择的。。。。', 'star': 5}
{'descr': '环境不错，位置还可以,以后还会选择的。。。。', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '很好', 'star': 3}
{'descr': '挺好的，就是前台的服务有点慢，速度有待提高，', 'star': 5}
{'descr': '挺好的，就是前台的服务有点慢，速度有待提高，', 'star': 5}
{'descr': '太旧了。。。隔音好差。。。床单都不洗干净', 'star': 1}
{'descr': '太旧了。。。隔音好差。。。床单都不洗干净', 'star': 1}
{'descr': '位置不错，环境尚可。就是房间实在太mini了！要求不高的来这里住还可以。', 'star': 5}
{'descr': '环境尚可，房间太小，位置还算方便。下次同事来还安排这里住吧', 'star': 5}
{'descr': '位置不错，环境尚可。就是房间实在太mini了！要求不高的来这里住还可以。', 'star': 5}
{'descr': '环境尚可，房间太小，位置还算方便。下次同事来还安排这里住吧', 'star': 5}
{'descr': '酒店较好', 'star': 3}
{'descr': '酒店较好', 'star': 3}
{'descr': '环境挺好的。服务很周到。\n\n\n、\n\n\n\n\n\n。\n', 'star': 5}
{'descr': '环境挺好的。服务很周到。\n\n\n、\n\n\n\n\n\n。\n', 'star': 5}
{'descr': '十分不推荐此酒店，主要原因有三：\n1.房间十分不干净，一进门潮味扑鼻。房间内墙皮脱落较严重，卫生间洗脸池内有锈迹，淋浴房边缘不知什么黑乎乎一片，地毯上有不知名痕迹。\n2.前台服务态度不好。入住时十分冷淡，在没有其他人入住时，我在前台等了大约5分钟才获接待，中途我说：“请问，办理入住……”没等我说完，对方来了句：“等会”态度十分不耐烦。我向前台询问能否再提供一个枕头（一是由于我平时枕得较高，二是酒店', 'star': 1}
{'descr': '十分不推荐此酒店，主要原因有三：\n1.房间十分不干净，一进门潮味扑鼻。房间内墙皮脱落较严重，卫生间洗脸池内有锈迹，淋浴房边缘不知什么黑乎乎一片，地毯上有不知名痕迹。\n2.前台服务态度不好。入住时十分冷淡，在没有其他人入住时，我在前台等了大约5分钟才获接待，中途我说：“请问，办理入住……”没等我说完，对方来了句：“等会”态度十分不耐烦。我向前台询问能否再提供一个枕头（一是由于我平时枕得较高，二是酒店', 'star': 1}
{'descr': '比较安静', 'star': 3}
{'descr': '比较安静', 'star': 3}
{'descr': '﹢舒适', 'star': 3}
{'descr': '﹢舒适', 'star': 3}
{'descr': '条件很好，不错。', 'star': 3}
{'descr': '条件很好，不错。', 'star': 3}
{'descr': '商务大床房的房间很小（我简直怀疑前台小姐偷梁换柱！），设施比较旧，卫生间的淋浴头使用很不方便，面盆的水龙头变态弯曲到几乎没法使用。我实在怀疑这家莫泰168有没有考虑过客户的使用体验？？？', 'star': 1}
{'descr': '商务大床房的房间很小（我简直怀疑前台小姐偷梁换柱！），设施比较旧，卫生间的淋浴头使用很不方便，面盆的水龙头变态弯曲到几乎没法使用。我实在怀疑这家莫泰168有没有考虑过客户的使用体验？？？', 'star': 1}
{'descr': '酒店挨着马路，晚上无法入睡。卫生间不提供卫生纸，需要客人自带。总体感觉，该店属于河南某县招待所的档次。', 'star': 3}
{'descr': '酒店挨着马路，晚上无法入睡。卫生间不提供卫生纸，需要客人自带。总体感觉，该店属于河南某县招待所的档次。', 'star': 3}
{'descr': '很好，服务人员很耐心', 'star': 3}
{'descr': '很好，服务人员很耐心', 'star': 3}
{'descr': '很好的酒店,价格合适。', 'star': 3}
{'descr': '很好的酒店,价格合适。', 'star': 3}
{'descr': '还不错。服务挺好的。\n                             \n服务员很热情。', 'star': 5}
{'descr': '还不错。服务挺好的。\n                             \n服务员很热情。', 'star': 5}
