{'短评内容': '很可惜这次没住到，下次再住', '短评打分': 5}
{'短评内容': '硬件很好，周围环境也不错，本来一直喜欢这家酒店，只要是在这附近工作我都会入住这里，但是这次入住就发生了不愉快的事，我先帮朋友定了这家酒店，朋友入住时还有果盘赠送，我也挺高兴，没想到第二天我自己也入住这家酒店，服务就打了折扣，没果盘赠送了。打电话到前台，说会反映给经理，结果几天过去了到今天也没人理我，作为老顾客还是很觉得窝心的。', '短评打分': 5}
{'短评内容': '房间真是无可挑剔，宽敞，明亮，复式结构方便商务人士把工作和生活分开，不足之处是二楼的卫生间浴缸上方有一块突出的墙体，个子高的人不小心会在淋浴时碰头。\n', '短评打分': 5}
{'短评内容': '还不 错,就是二层离空调口近,热的很。下层温度刚合适,上面就不合适。', '短评打分': 5}
{'短评内容': '价格稍贵，酒店很舒适，去中关村附近办事还是很方便的。', '短评打分': 5}
{'短评内容': '去北京的首选，交通、环境，房间都很好，很满意。', '短评打分': 5}
{'短评内容': '还不错 能看日落 朋友来玩帮他找的 他比较喜欢', '短评打分': 5}
{'短评内容': '是这里的老客人了.这里前台工作人员的服务是一如既往的好.在那个地区算是性价比最高的酒店了.', '短评打分': 5}
{'短评内容': '原定三天的行程缩短了一天，酒店位置还不错，苏州街那面还是蛮繁华的，步行过去20分钟，房间也还不错，维益的问题就是空调，上面闷热，总体还不错！', '短评打分': 5}
{'短评内容': '行政房复式楼比较大，两个电视很方便。两个卫浴也很方便。酒店人员态度不错，特别是前台一位男士做事（穿灰色西装那位）很有效率，很热心。隔音效果也不错。离新中关购物中心5分钟的士路程，比较方便。房间也有免费WI-FI，设施比较齐全。', '短评打分': 5}
{'短评内容': '一个月2次，评价不错，行政套房房间宽敞，环境很好，值得推荐', '短评打分': 5}
{'短评内容': '住的复式，上面特别闷，下面特别冷，装修陈旧，特别是浴室，虽然说是春节特价，还是觉得不值这个钱，退房的时候，行李想寄存一会，礼宾师态度恶劣，笔记本不给寄存，非要存就要签一份丢失自负的声明，真的很不爽，是不是笔记本存在你们那里是可以不见的。', '短评打分': 1}
{'短评内容': '艾丽华酒店服务和环境都还可以 ', '短评打分': 3}
{'短评内容': '海润艾丽华酒店非常好，下次如果去北京出差的话还会入住，复式结构，干净整洁，周边生活出行也比较方便。', '短评打分': 5}
{'短评内容': '感觉不错，环境不错，卫生不错，交通不错，各方面都挺不错的，价格也不错。', '短评打分': 5}
{'短评内容': '干净卫生整洁舒适。下次还住这里。交通方便', '短评打分': 5}
{'短评内容': '多次入住这家酒店.对这里的一切都非常满意.尤其是前台工作人员的热心,体谅和帮助.每次都让我感到温暖.在这里谢谢22号(除夕那天下午)下午一点多在前台值班的两位客服小姐,和在门口帮我打车的服务生(好像是保定那边的人)对我的帮助.', '短评打分': 5}
{'短评内容': '真的不错，离医院很近，房间安静，空间大。中央空调系统从整体设计上有很大缺陷，上层很热，下层很冷，需要改进。', '短评打分': 5}
{'短评内容': '还不错了。估计过几天还得去yitang.', '短评打分': 5}
{'短评内容': '酒店挺好的，房间非常大，很舒适，房间里的用品档次也都还可以，服务也蛮周到的，非常不错的一家酒店。', '短评打分': 5}
{'短评内容': '单看房间呢，其实还不错，这个价位，居然还是复式房，居然有两个卫生间。\n\n但是这家的空调实在太热了，而且热气集中在楼上床边，非常非常不舒服。猜想其夏天应该挺舒服。', '短评打分': 5}
{'短评内容': '酒店还可以，但建议不要住复式房，爬上爬下的麻烦死。而且确实上面热，下面冷。', '短评打分': 5}
{'短评内容': 'very nice hotel, sweet service, nice environment', '短评打分': 5}
{'短评内容': '挺好，就是打车不方便', '短评打分': 3}
{'短评内容': '离海淀区妇产医院很近，酒店位置不错，早餐也很好，价格也很合理。下次入住还是首选。', '短评打分': 5}
{'短评内容': '房间确实很大，层高也还可以，其他就没啥特点了', '短评打分': 5}
{'短评内容': '很好的服务和性价比配置，复式设计不错，建议入住。', '短评打分': 5}
{'短评内容': '复式房间的性价比很高，就是睡觉的时候，楼上因为挨近空调口，太热了，就算关了空调就会觉得很燥，不过楼下的房间还是很舒服的，有两个电视，我可以和老公分开看自己喜欢的电视了！呵呵', '短评打分': 5}
{'短评内容': '性价比很高的，卫生间的卫生很好，但是就是感觉地毯不是很干净', '短评打分': 5}
{'短评内容': '复式的房间很大，两层都有洗手间，干净也安静，服务也很好，不错啊', '短评打分': 5}
{'短评内容': '不错，到北京就住这了。前台服务素质越来越高了，办事效率高了许多。就是在餐厅就餐还收服务费有点不理解，以前送到房间才收的。', '短评打分': 5}
{'短评内容': '还是内圈的房间安静啊，推荐大家住得时候安排内圈的房间。', '短评打分': 5}
{'短评内容': '入住的复式套房，感觉非常好，有两个厕所和两台电视，景色也是非常的好，就是空调太热了，晚上睡觉要关掉空调。距离地铁也非常近，性价比较好，推荐入住该酒店！', '短评打分': 5}
{'短评内容': '这次房间的浴缸有些不干净，还有些反味，总的还不错', '短评打分': 5}
{'短评内容': '定的是复式套房，很特别，很舒适。设施齐全，干净。商务出行，强烈推荐！', '短评打分': 5}
{'短评内容': '推荐入住。酒店设施很好，也很干净，前台服务也好，商务出行推荐。', '短评打分': 5}
{'短评内容': '苏州街附近最好的酒店，有游泳池，不过早餐一般，不值98元', '短评打分': 5}
{'短评内容': '晕倒，住了10次了，竟然没有点评。现在都补上吧。推荐一下这家酒店，非常不错的。', '短评打分': 5}
{'短评内容': '对酒店还是一如既往的满意，应该说这里是周边性价比最高的酒店了。', '短评打分': 3}
{'短评内容': '视野比较好，酒店业比较安静，推荐大家去住！', '短评打分': 5}
{'短评内容': '一直以来就是住这家酒店 酒店的配置相比以前又多了很多小东西 很方便 很贴心', '短评打分': 5}
{'短评内容': '住的是复式套房，酒店环境很好，安静，有免费水赠送，酒店外100米就是地铁站，附近景点也多，还会再来！', '短评打分': 5}
{'短评内容': '酒店很不错，复试房间住的很舒服，而且离地铁站很近，交通方便！', '短评打分': 5}
{'短评内容': '房间不错，出行方便。', '短评打分': 3}
{'短评内容': '去北京最经常 住的酒店，房间大，很不错，位置也好，可以看到西山。', '短评打分': 5}
{'短评内容': '很好，环境不错，送的东西很好，复式很有特色', '短评打分': 5}
{'短评内容': '酒店环境挺好，只是周边环境一般。复式房很有感觉。服务态度良好！推荐', '短评打分': 5}
{'短评内容': '很不错', '短评打分': 3}
{'短评内容': '房間大但床很難睡', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '不错，服务到位，地点好，空调声音较大，是问题。', '短评打分': 5}
{'短评内容': '不错，干净，已经来这儿住了好几次，只遇上一次特殊情况，差点没房，其他都比较顺利。\n地理位置也不错，交通方便。\n服务周到。', '短评打分': 5}
{'短评内容': '空间够大，胆细节不到位。落地窗视野宽阔，窗帘是自动开关的。楼上楼下两个洗手间，但二层层高不高，洗澡时候会碰头。', '短评打分': 5}
{'短评内容': '地铁沿线，交通便利。店内陈设和服务对得起四星级酒店称号。价格还算公道，要是送早餐那就更好了。房间干净整洁，周围比较安静。适合出差的人。', '短评打分': 5}
{'短评内容': ' Good', '短评打分': 3}
{'短评内容': '感觉还不错，北京这种复式格局的酒店还蛮少的，不过一些细节比如毛巾啊，水池啊看着不怎么干净，估计是时间长了，总体感觉还可以', '短评打分': 3}
{'短评内容': '房间宽敞明亮，复式结构电动窗帘，上下楼的盥洗用品和纸巾都齐全就更好了，夏季可以参加酒店组织的户外活动。', '短评打分': 5}
{'短评内容': '酒店所处位置离办事地方很方便, 多次选择入住这里. 感觉服务很一般, 几乎看不到门童, 跟别想帮你拿行李了. 设施还算不错, 4星差不多, 服务够不上. ', '短评打分': 5}
{'短评内容': '到店比较晚，标准间已经没有了，酒店就给免费升级到了复式套房，就是床有点小，别的都很不错！', '短评打分': 5}
{'短评内容': '装修的很有特色，很现代，非常干净，就是楼下冷，楼上热\n', '短评打分': 5}
{'短评内容': '第二次入住这家酒店,硬件没的说,地理位置也不错,前台服务小姐态度特别好.唯一的缺陷是餐厅送来的餐贵,而且难吃.8月24日晚送餐的男服务生态度也不太友善,餐车都没有推到房间里.', '短评打分': 5}
{'短评内容': '还可以，服务比较周到，出门打车不是十分方便。', '短评打分': 5}
{'短评内容': '干净宽敞，超预期\n服务态度还可以，就是前台速度比较慢', '短评打分': 5}
{'短评内容': '复式的很有情调 再加上落地的窗户 还有外面的夜晚灯光 很不错 去了没有复式套房 免费升级行政套房 就是没有浴缸···生气 我是在网上看见有浴缸才选的···', '短评打分': 5}
{'短评内容': '酒店的房间比较大，以前去过一次，这次有一次预定，感觉还不错，服务也很周到。', '短评打分': 5}
{'短评内容': '环境不错，繁华地带，服务态度好，值得推荐', '短评打分': 5}
{'短评内容': '地理位置优越，价格适中，房间为复式结构比较喜欢，强烈推荐', '短评打分': 5}
{'短评内容': '酒店房间虽然不大但很干净,服务人员态度也很好', '短评打分': 5}
{'短评内容': '位置交通方便，服务态度还可以，就是前台速度比较慢\n房间大，一室一厅，干净宽敞，超预期\n有机会一定再入住', '短评打分': 5}
{'短评内容': '以前一直住的复式套间，这次定的是大床，没有大床房改成了标间。但是标间里面竟然忘记准备牙刷，浴室只有浴缸，也没有给防滑垫，询问大堂接待，说这种就是没有的，不知道是硬件设施不齐全还是房型的服务有差别。600一天的房费真的很不值。', '短评打分': 1}
{'短评内容': '非常棒的酒店\n早餐不错！交通也很不错！还喜欢住！', '短评打分': 5}
{'短评内容': '如果是住这里办事方便，短住可以考虑，但住久了会感觉服务一般，性价比高。', '短评打分': 5}
{'短评内容': '最近常住,感觉很好.最近前台来了实习生,态度也很好', '短评打分': 5}
{'短评内容': '很好\u3000服务周到\u3000环境很不错', '短评打分': 3}
{'短评内容': '不错，第一次入住给我升级了复式的套房。可以推荐给朋友。', '短评打分': 5}
{'短评内容': '复式的公寓  设施还可以  游泳池和健身的地方不错\n停车场在垃圾堆中  一来印象就很差', '短评打分': 5}
{'短评内容': '很不错，有厨房、洗衣房。出行有10号地铁线，公交都很方便。', '短评打分': 5}
{'短评内容': '地理位置优越，出行不太方便，房间里地毯太脏，中央空调有味道。', '短评打分': 5}
{'短评内容': '酒店的床不错，餐厅太差。走廊太长，很不方便。', '短评打分': 5}
{'短评内容': '前台服务一般，房间内一次性用品的品质不错。', '短评打分': 5}
{'短评内容': '不错的酒店，很安静，房间也很大，尤其是空调蛮好的！！！值得推荐', '短评打分': 5}
{'短评内容': '位置超赞，早上去对面的海淀妇幼保健院婚检，酒店设施不错 尤其是床很舒服！！！哈哈哈哈', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '服务很好，复式楼环境很好。', '短评打分': 3}
{'短评内容': '酒店服务很棒，环境很好，设施也不错，都是我比较喜欢的，只是价格还是高了一些，我住的房间浴缸的放水开关太不好使了，放水的时候就感觉有点不好使，结果泡完澡以后索性就打不开了，我也不敢生拧，只好放在那里等服务生来清理了，这实在是我不想麻烦服务生的事情，但也没有办法，其他的方面还都是不错，另外，房间的电视信号太不清楚了，大部分台都是雪花大，有点糟践房间里的液晶电视了，建议信号强度应该加强，也许是房间的有线', '短评打分': 5}
{'短评内容': '酒店还好,登记入住太慢了，', '短评打分': 3}
{'短评内容': '在中关村地区，水平还算不错。入住客人听多的。主要是能接待国外客户，工作需要。', '短评打分': 5}
{'短评内容': '酒店不错，服务也还好。', '短评打分': 3}
{'短评内容': '总体来说干净，整洁。挺舒适的。下次还会住这里。', '短评打分': 5}
{'短评内容': ' 酒店服务及相关硬件都非常好，只是到现在还未开空调，晚上很热，把空调开到最大还是自然风。但绝对会再去。', '短评打分': 3}
{'短评内容': ' 还不错~', '短评打分': 3}
{'短评内容': '第二次入住了，房间还是很漂亮，落地的飘窗看着北京夜晚的灯光，真的很美。LOFT的风格也很吸引人。LP很喜欢。\n房间不错，值得推荐。', '短评打分': 5}
{'短评内容': '位置好,离地铁站很近.复式房间窗外观景开阔.', '短评打分': 5}
{'短评内容': '性价比高,复式房间有特点;总体服务得体,效率高;6楼的游泳池很棒!', '短评打分': 5}
{'短评内容': '地理位置比较好，但酒店设施有损坏，为能及时维修', '短评打分': 5}
{'短评内容': '还不错，上下跃层，挺有特点的地方！就是房间的空调设置的不是很合理，上面热，下层冬天就有点儿冷。', '短评打分': 5}
{'短评内容': '很糟糕，预订了房间，到前台说是房间无窗，卫生也没有做好。加钱换了一个复式。入住和结账速度都一般，床较小', '短评打分': 1}
{'短评内容': '房间还凑合，就是服务意识差，要个打火机，问服务台说不提供这服务，转到商品中心，说只要一个打火机2块钱不给送，最后给了5块钱才给送，我操。', '短评打分': 1}
{'短评内容': '北京海润艾丽华酒店及服务公寓总体非常不错，位置好，有停车场很方便。酒店设施齐全，也很新。服务态度也很好。还会入住。', '短评打分': 5}
{'短评内容': '乾淨度尚可，但是早餐供應沒有及時補充，要早一點用餐才有東西吃', '短评打分': 5}
{'短评内容': '除了空调系统差一点，其他都好，位置，风景俱佳，经常住。', '短评打分': 5}
{'短评内容': '环境挺好的，就是前台的人感觉有点少~不太够用哈', '短评打分': 5}
{'短评内容': ' 很好', '短评打分': 3}
{'短评内容': '房间宽畅 性价比很高', '短评打分': 3}
{'短评内容': '房间装修、设施不错，打扫非常干净。房间空间很大，有办公区域，独立卫浴间，带有浴缸和花洒，提供一次性洗漱用品。我本人非常喜欢酒店提供的床很舒服、很软。很不错！', '短评打分': 5}
{'短评内容': '楼下冷楼上热是这家酒店LOFT房间的特点，其他还都不错，会再次光临的', '短评打分': 5}
{'短评内容': '环境不错，服务也好，就是冬天空调冷热不匀，上面太热，地下太冷。', '短评打分': 5}
{'短评内容': '不错，设施挺齐全，而且跃层的户型挺有新意的', '短评打分': 5}
{'短评内容': '总体感觉还不错，越层的设计很独特，只是床不大舒服，而且楼上和楼下完全是两个季节，希望能在楼下设计个出风口什么的……\n\nps:入住的时候被告知没办法刷卡，十分郁闷', '短评打分': 5}
{'短评内容': '好评!酒店设施的室内服务指南更详尽为好,比如自动取款机的位置.室内如果有引水机的饮用水,会更好,即便收费都很好.', '短评打分': 5}
{'短评内容': '还是空调的问题，一楼冻死，二楼热死，其他还是一如既往的好', '短评打分': 5}
{'短评内容': '非常好的酒店，非常好的服务。很久没来北京，给了我一个非常好的印象。楼下cafe东西很好吃~', '短评打分': 5}
{'短评内容': '酒店环境很好，阁局也很喜欢。', '短评打分': 3}
{'短评内容': ' 赵妍涛入住海润艾丽华酒店及服务公寓1635房，酒店不错，暖气不太好。', '短评打分': 3}
{'短评内容': '挺好的酒店，房间很大，免费上网，两个卫生间使用起来非常方便，不便之处确实是暖风的出风口设计的欠妥，上下两层，楼上非常热，楼下很难热起来（暖气往上走）。', '短评打分': 5}
{'短评内容': '酒店安静舒适，房间装修很华丽，也很干净，是复式结构的房间，楼上是卧室和主卫生间，楼下是客厅和客卫生间。四星级最近特价的大床房价格也很公道，周围相比之下，没有比这个交通更方便，环境更安静的了。酒店自己餐饮部的送餐速度很快，点了一份意大利香肠披萨，10多分钟就做好送来，味道不错。有一个其他房客也提到的问题，就是房间中央空调出风口在二楼顶，距离楼下比较远，冬天即使热风最大档，楼下也不是很暖和。5米多落地', '短评打分': 5}
{'短评内容': '酒店前台服务不热情，但是效率还不错，住的复式，房间很棒！就是楼上楼下的空调温差太大了，总的来说挺不错的！', '短评打分': 5}
{'短评内容': '店内装修很漂亮  住的复式房间 感觉很不错  卫生也很干净 很适合情侣 ', '短评打分': 5}
{'短评内容': '商务房很不错，很大，视野也很好，床很舒服。送水果。如果在海淀区高校附近活动，很方便。距地铁10号线苏州街站步行5分钟，离人大也很近。', '短评打分': 5}
{'短评内容': '    复式房间很有特色，但是空调出风口貌似不是很科学，楼上像桑拿，楼下像冰窖。比较不爽的是我当时定的连住2日套餐再延住到第三天结果房间居然涨了100块，很是不明白。', '短评打分': 1}
{'短评内容': '服务很好，环境不错，上网便捷，取款机设置方便。还会选择入住。', '短评打分': 5}
{'短评内容': '很一般的酒店，前台服务很差，估计不会再去\n房间很冷\n', '短评打分': 1}
{'短评内容': '已经第N次入住了 还是一如既往的好 ……', '短评打分': 5}
{'短评内容': '酒店住得多了，就这样的四星还是第一次。如果说是四星级的话不值得推荐。三星还说得过去。1，酒店冰柜连一饮料都没有；2，连一盒火柴都没，问了总台，只会说没有，不会为客人想办法：3，就洗手间有厕纸，房间连一盒纸币都没有；4，房间隔声超差，睡在床上都能听到隔壁房的电视声；5，快500的房间连早餐都不含；6，我第一晚到，下的士到后尾箱拿行李，连司机都说有没搞错连门童都没，我自已拿两大件行李进酒店后才有人过来', '短评打分': 1}
{'短评内容': '地理位置不错，交通方便，周围餐馆也不错。只是最初的房间普通标间，暖气坏了，换了一间还是坏的。', '短评打分': 5}
{'短评内容': '还好...不知道怎么形容，有时候觉得不错，有时候又觉得性价比不高。', '短评打分': 5}
{'短评内容': '很便捷，不错，下次还会光顾的哦！大家都来吧，呵呵！', '短评打分': 5}
{'短评内容': '离人民大学西门很近，去人大办事，非常方便。', '短评打分': 5}
{'短评内容': '房间装修不错，就是北京的干燥，有点受不了！', '短评打分': 5}
{'短评内容': '酒店设施比较好，但是跃层房间，上层像烤箱，下层像冰窟。空调的声音让我们一晚无眠。退房时效率很低，让人抓狂。', '短评打分': 1}
{'短评内容': '环境舒适，房间面积大，大床很舒服 ，下次还住这里', '短评打分': 5}
{'短评内容': '硬件和软件设施都还可以，房间可用面积较大。', '短评打分': 5}
{'短评内容': '一个很不错的酒店，安静。就是标间的床有点小好像是1.2米的，床能再大点就OK了', '短评打分': 5}
{'短评内容': '非常好的酒店，性价比很高，还会再住!!!!', '短评打分': 5}
{'短评内容': '酒店环境舒适,非常不错,复式挺有特点,下回还在那儿住', '短评打分': 5}
{'短评内容': '酒店大门位置比较偏,服务很一般,开业时间不长,硬件设施比较新.', '短评打分': 5}
{'短评内容': '不错不错，装修比较好。公司客户来一般都安排在这里。', '短评打分': 5}
{'短评内容': '高间有的无窗，酒店免费给升级行政复式。歺厅不丰富。服务热情！地下车库上下酒店很不方便。', '短评打分': 3}
{'短评内容': '床太硬，其他的都很好。环境也不错，比较安静', '短评打分': 5}
{'短评内容': '房间总体还行，就是卫生间太旧了，接待员态度不是很好', '短评打分': 3}
{'短评内容': '总体不错，就是床太硬了，而且是两张单人床合起来的。', '短评打分': 3}
{'短评内容': '还不错就是床太硬了', '短评打分': 5}
{'短评内容': '整体给人的感觉很好，酒店接待非常热情，性价比也很好，复式挺有特色，但只是有些细节做的不过关，想自己烧水喝，结果发现杯子上很脏，反映后很快来了服务员要给更换，但是已经没喝这水的兴趣了。\r\n    看前面的评论所宣称的2大特色，一个小复式，一个自助厨房，结果有些不尽人意，你既然号称特色就应该一视同仁，要收费就都收费，不要收费就让住店的客户感受下你们的特色，去准备一展厨艺，结果告知只有常住客户才有厨房的', '短评打分': 5}
{'短评内容': '酒店挺舒适的，特别是住跃式的公寓，大床很舒服，感觉比家里还温馨舒服，如果价格稍低一点那就更捧了', '短评打分': 5}
{'短评内容': '就在地铁口，去机场很方便。早餐还可以，其他的就实在太一般了', '短评打分': 1}
{'短评内容': '环境很好，很安静，设施完善，干净整洁，床很大很软，非常舒适。', '短评打分': 3}
