{'descr': '周围距离北陵公园很近，距离地铁站也很近，非常方便出行', 'star': 5}
{'descr': '经常来这住，性价比不错，早餐种类也还可以。\n晚上在餐厅吃个便饭，感觉厨师的水平还待提高', 'star': 5}
{'descr': '经常来这住，性价比不错，早餐种类也还可以。\n晚上在餐厅吃个便饭，感觉厨师的水平还待提高', 'star': 5}
{'descr': '环境不错，很齐全，就是空间小了点，其实也够了，总体OK！还蛮舒服的~\n地理位置适合去沈师考试的同学，也可以去北陵玩，蛮好的，', 'star': 5}
{'descr': '环境不错，很齐全，就是空间小了点，其实也够了，总体OK！还蛮舒服的~\n地理位置适合去沈师考试的同学，也可以去北陵玩，蛮好的，', 'star': 5}
{'descr': '这家酒店在北陵公园附近，环境好，空气新鲜，干净，安静，温馨，设施齐全，服务较好，交通方便，早早餐自助，样式丰富，但价格似乎比较贵，', 'star': 5}
{'descr': '这家酒店在北陵公园附近，环境好，空气新鲜，干净，安静，温馨，设施齐全，服务较好，交通方便，早早餐自助，样式丰富，但价格似乎比较贵，', 'star': 5}
{'descr': '环境还好就是房间太小了，和一般的旅馆没两样，别人才30不过不是在沈阳', 'star': 3}
{'descr': '环境还好就是房间太小了，和一般的旅馆没两样，别人才30不过不是在沈阳', 'star': 3}
{'descr': '多次入住了，还是推荐，餐厅炒菜水平还需要提高，不过东北普遍都这样', 'star': 5}
{'descr': '多次入住了，还是推荐，餐厅炒菜水平还需要提高，不过东北普遍都这样', 'star': 5}
{'descr': '适合去沈阳师范考G的童鞋住，挺方便的，服务也好', 'star': 5}
{'descr': '适合去沈阳师范考G的童鞋住，挺方便的，服务也好', 'star': 5}
{'descr': '经常来，在这周围算比较好的吧，旁边就是北陵公园', 'star': 5}
{'descr': '经常来，在这周围算比较好的吧，旁边就是北陵公园', 'star': 5}
{'descr': '酒店位置挺好，交通便利，环境舒适干净。如果有去沈阳师范大学或者沈阳航空工业大学考试的去这家酒店挺方便的。', 'star': 5}
{'descr': '酒店位置挺好，交通便利，环境舒适干净。如果有去沈阳师范大学或者沈阳航空工业大学考试的去这家酒店挺方便的。', 'star': 5}
{'descr': '这次入住的是如家沈阳北陵公园店，房间挺干净的，早点也不错，就是房间的隔音效果不太好。', 'star': 3}
{'descr': '这次入住的是如家沈阳北陵公园店，房间挺干净的，早点也不错，就是房间的隔音效果不太好。', 'star': 3}
{'descr': '北陵公园旁边，性价比一般，但就周围来说不错了', 'star': 5}
{'descr': '北陵公园旁边，性价比一般，但就周围来说不错了', 'star': 5}
{'descr': '其实还好，前台有为女服务员不错，主动免掉了没和我说的涨的20元，搞的我都不好意思了，餐厅里套餐中的小菜都长毛了。。。希望关注一下，每次出差都来这里住，习惯了，离客户比较近，希望早餐能多点样式，现在连水果（不是罐头）和鲜奶都没有。', 'star': 1}
{'descr': '其实还好，前台有为女服务员不错，主动免掉了没和我说的涨的20元，搞的我都不好意思了，餐厅里套餐中的小菜都长毛了。。。希望关注一下，每次出差都来这里住，习惯了，离客户比较近，希望早餐能多点样式，现在连水果（不是罐头）和鲜奶都没有。', 'star': 1}
{'descr': '这个酒店还真不好，隔音太差，隔壁的呻吟让我无语。', 'star': 1}
{'descr': '这个酒店还真不好，隔音太差，隔壁的呻吟让我无语。', 'star': 1}
{'descr': '第三次住这里了，虽然设施稍微有点旧，但比较干净整齐', 'star': 5}
{'descr': '第三次住这里了，虽然设施稍微有点旧，但比较干净整齐', 'star': 5}
{'descr': '还可以，就是隔音不太好。因为是孩子高考，餐厅饭菜卫生挺注意的，还留了每道菜的小样。', 'star': 5}
{'descr': '还可以，就是隔音不太好。因为是孩子高考，餐厅饭菜卫生挺注意的，还留了每道菜的小样。', 'star': 5}
{'descr': '还可以 总体不错  卫生间比较干净  床单也很舒服  就是我那间空调坏了  一晚上睡的有点热  其余的都不错', 'star': 5}
{'descr': '还可以 总体不错  卫生间比较干净  床单也很舒服  就是我那间空调坏了  一晚上睡的有点热  其余的都不错', 'star': 5}
{'descr': '非常好，很干净也很舒适，预订也很快，下次还会继续用', 'star': 5}
{'descr': '非常好，很干净也很舒适，预订也很快，下次还会继续用', 'star': 5}
{'descr': '住过很多城市的如家，以前觉得性价比比较高，现在快捷酒店遍地开花，而且如家也不停涨价，已经失去了其优势，要不是离办事地点很近，就选别加了。', 'star': 5}
{'descr': '住过很多城市的如家，以前觉得性价比比较高，现在快捷酒店遍地开花，而且如家也不停涨价，已经失去了其优势，要不是离办事地点很近，就选别加了。', 'star': 5}
{'descr': '挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的', 'star': 5}
{'descr': '挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的', 'star': 5}
{'descr': '隔音忒差！还碰上波结婚的…', 'star': 3}
{'descr': '隔音忒差！还碰上波结婚的…', 'star': 3}
{'descr': '环境和卫生都不错，就是隔音效果有点差，不过还行', 'star': 5}
{'descr': '环境和卫生都不错，就是隔音效果有点差，不过还行', 'star': 5}
{'descr': '干净温馨，地方有点小，总体说来不错。', 'star': 3}
{'descr': '干净温馨，地方有点小，总体说来不错。', 'star': 3}
{'descr': '干净,整洁。服务态度好。', 'star': 3}
{'descr': '干净,整洁。服务态度好。', 'star': 3}
{'descr': '点评:提前四天预定两间房,却给一个安排三楼,一个安排一楼。挺失望,不太人性化。', 'star': 3}
{'descr': '点评:提前四天预定两间房,却给一个安排三楼,一个安排一楼。挺失望,不太人性化。', 'star': 3}
{'descr': '环境不错 交通也很便利 出门直走就有小饭店 比较大的饭店要打车去南边吃', 'star': 5}
{'descr': '环境不错 交通也很便利 出门直走就有小饭店 比较大的饭店要打车去南边吃', 'star': 5}
{'descr': '酒店隔音太差，马路上的汽车声不断，隔壁房间里传来的呼噜声，难以入眠。', 'star': 1}
{'descr': '酒店隔音太差，马路上的汽车声不断，隔壁房间里传来的呼噜声，难以入眠。', 'star': 1}
{'descr': '舒适，能有很好的睡眠，很有家的感觉。对于每次考试的我，都可在临考前有良好的休息环境，不错的快捷酒店', 'star': 5}
{'descr': '舒适，能有很好的睡眠，很有家的感觉。对于每次考试的我，都可在临考前有良好的休息环境，不错的快捷酒店', 'star': 5}
{'descr': '地点很好,离北陵公园西门很近,很方便.酒店也很干净!性价比很高!', 'star': 5}
{'descr': '地点很好,离北陵公园西门很近,很方便.酒店也很干净!性价比很高!', 'star': 5}
{'descr': '房间很温馨舒适', 'star': 3}
{'descr': '房间很温馨舒适', 'star': 3}
{'descr': '早餐差，房间小，上网也慢，不能使用消费券，不推荐。', 'star': 1}
{'descr': '早餐差，房间小，上网也慢，不能使用消费券，不推荐。', 'star': 1}
{'descr': '房间有一些小，设施比较陈旧，空间略显紧张，不过交通还是比较方便。', 'star': 5}
{'descr': '房间有一些小，设施比较陈旧，空间略显紧张，不过交通还是比较方便。', 'star': 5}
{'descr': '环境干净 服务态度也不错  附近环境很安静 不错', 'star': 5}
{'descr': '环境干净 服务态度也不错  附近环境很安静 不错', 'star': 5}
{'descr': '早餐一般，不能使用优惠券，房间有定旧而且比较小，不推荐。', 'star': 1}
{'descr': '早餐一般，不能使用优惠券，房间有定旧而且比较小，不推荐。', 'star': 1}
{'descr': '不推荐', 'star': 3}
{'descr': '不推荐', 'star': 3}
{'descr': '装修太旧了，房间也像个招待所，勉强能住人吧，要求不高的随便住一晚也就不说啥了。', 'star': 1}
{'descr': '装修太旧了，房间也像个招待所，勉强能住人吧，要求不高的随便住一晚也就不说啥了。', 'star': 1}
{'descr': '不能使用消费券，强烈不推荐！！！！！', 'star': 3}
{'descr': '不能使用消费券，强烈不推荐！！！！！', 'star': 3}
{'descr': '我有消费券可惜不能用呀，是否考虑改进一下。', 'star': 5}
{'descr': '我有消费券可惜不能用呀，是否考虑改进一下。', 'star': 5}
{'descr': '不能用消费券不好', 'star': 3}
{'descr': '不能用消费券不好', 'star': 3}
{'descr': '地点太远了，房间很小，别的都还不错，服务还是挺好的，很干净', 'star': 5}
{'descr': '地点太远了，房间很小，别的都还不错，服务还是挺好的，很干净', 'star': 5}
{'descr': '非常满意。位置交通便利，服务热情，干净。', 'star': 3}
{'descr': '非常满意。位置交通便利，服务热情，干净。', 'star': 3}
{'descr': '房间有点小。。位置有点不太好。。附近没有大超市之类的。。不过是新近装修的。，。总体还可以', 'star': 5}
{'descr': '房间有点小。。位置有点不太好。。附近没有大超市之类的。。不过是新近装修的。，。总体还可以', 'star': 5}
{'descr': '不错。就是当天到得比较晚，房间离大街比较近。\n还会预定的。', 'star': 5}
{'descr': '不错。就是当天到得比较晚，房间离大街比较近。\n还会预定的。', 'star': 5}
{'descr': '房间靠道边 很吵  服务比较好  设施比较不错', 'star': 3}
{'descr': '房间靠道边 很吵  服务比较好  设施比较不错', 'star': 3}
{'descr': '空间太小了，连转身的位置都没有，跟别家的如家酒店比起来简直就是差别太大了。花的比更贵的钱住的还不怎么样', 'star': 1}
{'descr': '空间太小了，连转身的位置都没有，跟别家的如家酒店比起来简直就是差别太大了。花的比更贵的钱住的还不怎么样', 'star': 1}
{'descr': '很卫生，位置也不错，在北陵西门。有免费Internet，而在沈阳其他一些价格比它高的饭店都没有。早餐品种比较少，每天几乎也没有什么变化。', 'star': 5}
{'descr': '很卫生，位置也不错，在北陵西门。有免费Internet，而在沈阳其他一些价格比它高的饭店都没有。早餐品种比较少，每天几乎也没有什么变化。', 'star': 5}
{'descr': '交通方便，但是房间小点了，其他的还不错吧。', 'star': 3}
{'descr': '交通方便，但是房间小点了，其他的还不错吧。', 'star': 3}
{'descr': '很吵 睡眠不好的就不要去了，不过位置还是不错的', 'star': 5}
{'descr': '很吵 睡眠不好的就不要去了，不过位置还是不错的', 'star': 5}
{'descr': '就是房间太小了，交通还算方便，其他还算不错吧。', 'star': 5}
{'descr': '就是房间太小了，交通还算方便，其他还算不错吧。', 'star': 5}
{'descr': '新酒店,环境干净整洁,设施比较新,服务也比较认真.', 'star': 3}
{'descr': '新酒店,环境干净整洁,设施比较新,服务也比较认真.', 'star': 3}
{'descr': '比较靠近出差办事的地方，还蛮方便的，其它么跟全国各分店都差不多啦', 'star': 3}
{'descr': '比较靠近出差办事的地方，还蛮方便的，其它么跟全国各分店都差不多啦', 'star': 3}
{'descr': '比较靠近出差办事的地方，还蛮方便的，其它么跟全国各分店都差不多啦', 'star': 5}
{'descr': '比较靠近出差办事的地方，还蛮方便的，其它么跟全国各分店都差不多啦', 'star': 5}
{'descr': '商务出差比较适合,性价比比较合算,距离沈阳北站很近.设施都比较新,服务也尚可.', 'star': 3}
{'descr': '商务出差比较适合,性价比比较合算,距离沈阳北站很近.设施都比较新,服务也尚可.', 'star': 3}
{'descr': '很好的酒店,很好的酒店,很好的酒店,很好的酒店', 'star': 5}
{'descr': '很好的酒店,很好的酒店,很好的酒店,很好的酒店', 'star': 5}
{'descr': '房间面积小，有些潮，蛮干净。', 'star': 5}
{'descr': '房间面积小，有些潮，蛮干净。', 'star': 5}
{'descr': '服务态度很好 酒店感觉很温馨 房间确实小 但设施齐全 洗澡间相对很大 早餐味道很好 地理职位在北陵西门附近 很方便 公交也很发达 性价比高 下次会再入住 朋友圈推荐 ', 'star': 5}
{'descr': '服务态度很好 酒店感觉很温馨 房间确实小 但设施齐全 洗澡间相对很大 早餐味道很好 地理职位在北陵西门附近 很方便 公交也很发达 性价比高 下次会再入住 朋友圈推荐 ', 'star': 5}
{'descr': '还算不错吧，就是有点小', 'star': 5}
{'descr': '还算不错吧，就是有点小', 'star': 5}
{'descr': '如家一如既往的服务质量，干净放心。只是位置较偏。', 'star': 5}
{'descr': '如家一如既往的服务质量，干净放心。只是位置较偏。', 'star': 5}
{'descr': '如家快捷酒店沈阳北陵店，地理位置比较安静，服务态度较好，缺点就是晚上打车出行不太方便，出租车过往较少。有私家车，且想找安静住处的朋友可以来此，离北陵公园西门非常近。', 'star': 5}
{'descr': '如家快捷酒店沈阳北陵店，地理位置比较安静，服务态度较好，缺点就是晚上打车出行不太方便，出租车过往较少。有私家车，且想找安静住处的朋友可以来此，离北陵公园西门非常近。', 'star': 5}
{'descr': '房间面积太小了。。预定的是大床房，房间除了床放不下其他东西了。其他都不错', 'star': 5}
{'descr': '房间面积太小了。。预定的是大床房，房间除了床放不下其他东西了。其他都不错', 'star': 5}
{'descr': '实在是太小了啊 ', 'star': 1}
{'descr': '实在是太小了啊 ', 'star': 1}
{'descr': '总体来说不错的酒店，性价比较高，还会住。', 'star': 5}
{'descr': '总体来说不错的酒店，性价比较高，还会住。', 'star': 5}
{'descr': '还可以吧,秉承如家的一贯风格.', 'star': 5}
{'descr': '还可以吧,秉承如家的一贯风格.', 'star': 5}
{'descr': '环境很好。交通便利。装修温馨。服务态度好。干净卫生。如果下次去的话还会选择这。', 'star': 5}
{'descr': '环境很好。交通便利。装修温馨。服务态度好。干净卫生。如果下次去的话还会选择这。', 'star': 5}
{'descr': '环境很好，很干净。服务态度不错。室内装修温馨。总之很喜欢。如果下次住的话。还来这', 'star': 5}
{'descr': '环境很好，很干净。服务态度不错。室内装修温馨。总之很喜欢。如果下次住的话。还来这', 'star': 5}
{'descr': '还行', 'star': 5}
{'descr': '还行', 'star': 5}
{'descr': '因为女儿高考，就近入住了如家北陵店。6月7日前台一位穿白衬衫女孩，面容清秀、笑容可掬，非常热情地帮我调了一间清净的房间，谢谢你！\r\n酒店很贴心，每天赠送考生两袋牛奶，还把高考房的退房时间推迟到了2点钟，方便休息。很满意。', 'star': 5}
{'descr': '因为女儿高考，就近入住了如家北陵店。6月7日前台一位穿白衬衫女孩，面容清秀、笑容可掬，非常热情地帮我调了一间清净的房间，谢谢你！\r\n酒店很贴心，每天赠送考生两袋牛奶，还把高考房的退房时间推迟到了2点钟，方便休息。很满意。', 'star': 5}
{'descr': '环境不错', 'star': 3}
{'descr': '环境不错', 'star': 3}
{'descr': '房间小，早餐一般', 'star': 5}
{'descr': '房间小，早餐一般', 'star': 5}
{'descr': '房间太小', 'star': 1}
{'descr': '房间太小', 'star': 1}
{'descr': '卫生还可以吧，就是房间特别小，而且洗澡水不热，我中午因有事1点退房被加收了半天房费', 'star': 1}
{'descr': '卫生还可以吧，就是房间特别小，而且洗澡水不热，我中午因有事1点退房被加收了半天房费', 'star': 1}
{'descr': '这次是到沈阳师范办事 距离还算近的了 不过早餐很一般和其他如家相比 服务员显的也不是那么太热情 不过总体还好了 前台很不错 还有浴巾毛巾太差太脏了 ', 'star': 5}
{'descr': '这次是到沈阳师范办事 距离还算近的了 不过早餐很一般和其他如家相比 服务员显的也不是那么太热情 不过总体还好了 前台很不错 还有浴巾毛巾太差太脏了 ', 'star': 5}
{'descr': '位置很好,离高速很近,早餐、设施、卫生都很好，只是暖气不够,室内温度低，所以给个一般', 'star': 5}
{'descr': '位置很好,离高速很近,早餐、设施、卫生都很好，只是暖气不够,室内温度低，所以给个一般', 'star': 5}
{'descr': '怎么最近几天都没有价格信息和房间信息了？打电话咨询，让在网站订，请问怎么一回事？', 'star': 3}
{'descr': '怎么最近几天都没有价格信息和房间信息了？打电话咨询，让在网站订，请问怎么一回事？', 'star': 3}
{'descr': '希望增设一个可以自己烧开水的热水壶，饮水机的热水温度低。', 'star': 5}
{'descr': '希望增设一个可以自己烧开水的热水壶，饮水机的热水温度低。', 'star': 5}
