{'descr': '一般环境好', 'star': 4}
{'descr': '招待所在机关院内,安静,设施一般,但在相同的价位下条件算好的,交通方便,距离地铁站不远,门口有多条公交车线路,不过进气象局大门后大约200米才到招待所。餐厅也不算贵。', 'star': 5}
{'descr': '周围环境比较安静，但是隔音效果一般，楼道里有声音的话就比较清楚，宾馆对面就是餐厅，用餐方便，服务态度好，早上是自助餐，中午和晚上是点菜。', 'star': 5}
{'descr': '成功入住，很满意。', 'star': 3}
{'descr': '首先是价位不算高，至少在北京来说算便宜的。离国图很近，很适合我们查资料的人。房间里干净、整洁、布局比较合理贴心，有晾衣服的地方、挂衣服的地方、放置杂物的地方，网络速度不错，电视虽然比较旧但有很多频道。总之虽然地方不大，不太豪华，但是该有的都有。下次到国家图书馆来查资料还住在这里。', 'star': 5}
{'descr': '不错，价格合理条件很好,会向我的朋友推荐这家酒店。交通也很便利。下次去北京还会选择这个地方。周围环境很安静，火车票代售点也很近。\n', 'star': 5}
{'descr': '环境很好很安静，热水不错，只是房内信号比较差。还是很不错的酒店', 'star': 5}
{'descr': '感觉还不错，前台服务态度蛮好，也蛮热心的，就是双人间的床有的同伴睡不习惯。。。。但总的来说，还算行，毕竟在北京找一个相对便宜，安全，交通又方便的地方不是太容易。。。最最主要的是乘地铁蛮方便的，在四号线的国家图书馆下车，拉着行李慢行，到住的地方也就20来分钟。。。。', 'star': 5}
{'descr': '卫生条件好，环境舒适，比较安静，总体感觉不错，以后还会光临！', 'star': 5}
{'descr': '性价比很好。值得入住。房间干净，服务态度也好的。', 'star': 5}
{'descr': '房间卫生条件还可以，周围环境较好，交通便利。服务质量一般。', 'star': 5}
{'descr': '虽然设施有些陈旧，但服务态度不错，维修人员及时更换了窗户锁轮和门的防盗扣。招待所内很安静，适合休息。招待所对面的餐厅也不错，早餐十元，可以挂账，晚餐也较实惠，推荐选用。', 'star': 5}
{'descr': '经济实惠.虽然房间不大,但是还算干净.就是网线不太好.', 'star': 5}
{'descr': '真的很不错，以后还会住的，推荐给朋友吧。', 'star': 5}
{'descr': '旧了一点，还可以~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '房间小，马桶水箱漏水，其它还可以吧。', 'star': 3}
{'descr': ' 很好', 'star': 3}
{'descr': '酒店设施挺不错，这个价格很实惠\n酒店设施挺不错，这个价格很实惠', 'star': 5}
{'descr': '很满意', 'star': 3}
{'descr': '设施较陈旧，房间很小，四层楼，无电梯，性价比一般。早餐还行，便宜实惠。', 'star': 1}
{'descr': '此酒店卫生好,热水好,位置离路稍远但较安静,房间较小,隔音较差,性价比较高。', 'star': 3}
{'descr': '招待所相对较简陋，设施陈旧，房间很狭小。淋浴花洒很旧，无法调节出水量。', 'star': 3}
{'descr': '很好的宾馆，房间感觉也挺好的。下次可以再来\n\n--------------------------------------------------------------------------------\n', 'star': 5}
{'descr': '很好的宾馆，房间感觉也挺好的。下次可以再来', 'star': 5}
{'descr': '还不错吧', 'star': 3}
{'descr': '就在中关村南大街，环境好、交通方便，周边服务齐全。', 'star': 5}
{'descr': '不错 挺好的', 'star': 3}
{'descr': '陪朋友去首体看演唱会定的标准间：距离比较近，步行约15分钟，夏季可当作散步；卫生不错，洗手间也很宽敞~', 'star': 5}
{'descr': '房间很精致，性价比高，位置不是很偏，很好找，唯一的不足是周围没有超市~', 'star': 5}
{'descr': '很安静，位置比较里面，房间该有的都有。挺好的', 'star': 5}
{'descr': '交通便利 觉得卫生间不好 总体还不错 但是不是很好找', 'star': 5}
{'descr': '基本满意', 'star': 3}
{'descr': '隔音效果有待提高，在房间里会被楼道的声音吵着', 'star': 5}
{'descr': '酒店位置不错啊，交通蛮方便的，经济实惠的，适合要求不是很高的出行者。', 'star': 5}
{'descr': '气象局招待所干净安静舒适就是小些', 'star': 3}
{'descr': '服务很不错,而且这里的房间基本都比较安静,除了白天时有少数住客喧哗,偶尔会有施工,不过总体还不错了,就是希望价格能多优惠些就最好了', 'star': 5}
{'descr': '服务周到，办公非常方便。就是房间稍小，窗户也比较小，但是比较舒适', 'star': 5}
{'descr': '安静不错，就是位置不好找', 'star': 3}
{'descr': '好，离地铁近，交通方便。', 'star': 3}
{'descr': '经济实惠，办事方便，若要求不是特别高的客人推荐入住', 'star': 5}
{'descr': '热水不好，其他比较满意', 'star': 3}
{'descr': '酒店很安静  网速很快  物有所值  招待所有餐厅 吃饭也很方便 ', 'star': 5}
{'descr': '环境这个价位这个地段还可以了,也有免费的上网服务.还不错.', 'star': 5}
{'descr': '感觉一般。。。因为当时着急订不到房才订的这间~~~~~~~~~~~~~~~~~', 'star': 1}
{'descr': 'buazsad qqwsq qwq eff cdcwedc wedwedwqe qwedqwsdqdfthblcmzkl asdqawefdopn cvdsv', 'star': 1}
{'descr': '满意', 'star': 3}
{'descr': '感觉很好，好环境，祝我考试成功吧！', 'star': 3}
{'descr': '服务很周到但规矩很繁复', 'star': 3}
{'descr': '经常来入住，偶尔会出现提早预订大床房间没有的状况，不过是极个别情况了。前台服务态度很好，会向朋友们推荐的\n', 'star': 5}
{'descr': '经常来入住，偶尔会出现提早预订大床房间没有的状况，不过是极个别情况了。前台服务态度很好，总之是会向朋友们推荐的', 'star': 5}
{'descr': '该酒店地理位置比较方便，比较安静，价格也比较公道。服务员态度和善。', 'star': 3}
{'descr': '会向朋友推荐前提是对浴室进行整改：洗完澡浴室里就是一个小池塘！下水道要修整，且浴室有异味。。\n\n酒店环境很不错，很温馨！出入也很方便！', 'star': 5}
{'descr': '地理位置偏僻，离地铁国图站不止400米，恶劣的是大冬天不能给热水洗澡，换了一个房间还是没有热水！！！', 'star': 1}
{'descr': '挺好', 'star': 3}
{'descr': '服务还行，但是条件太差，可能冬天原因，房间内有股味道，卫生条件不好，性价比不高，不推荐。', 'star': 1}
{'descr': '设施比较陈旧，但地点很好，安静。价格也不高，总体来说还可以。', 'star': 5}
{'descr': '酒店地理位置便利，在气象局大院内，闹中取静。工作人员态度和蔼。最重要的是价格公道。', 'star': 5}
{'descr': '酒店虽然号称2星级，但是性价比根本达不到。晚上去的晚了些，夜里1点多，热水都没有了，没法洗澡。而且价格高达210元。根本不值。', 'star': 1}
{'descr': '比想象中的好。服务态度也好。洗漱用品做得细致耐用。周围很安静。', 'star': 3}
{'descr': '前台接待很漂亮，体型很正点~服务态度很好~\n客房很干净，环境很安静。', 'star': 5}
{'descr': '入住非常顺利', 'star': 3}
{'descr': '周边公交还算方便，尤其地铁4号线，房间单间较小，不过相对整洁干净', 'star': 5}
{'descr': '交通方便，价廉物美。好！', 'star': 3}
{'descr': '很好的地方，地处闹市却很安静，这样的价位属于性价比比较高的了。', 'star': 5}
{'descr': ' 环境好  交通方便', 'star': 3}
{'descr': '条件极差，床垫很硬，睡在上面能强烈地感觉得钢丝，很不舒服；上网的宽带线是断的，不能上网，总之感觉很差错，单人房还收210元，我感觉比不上汉庭的99元的特价房，唯一的好处，是安静，不闹。', 'star': 1}
{'descr': '无论是接待还是服务员都很热情很有礼貌。家人住的很愉快，若是床的软硬度能改变点就更好了，小四合院感觉很惬意。', 'star': 5}
{'descr': '房间很干净，整洁；单人间很适合一个人住，就是没有电梯；另外从气象局大门进去还要走点路程；总得来说挺满意的。', 'star': 5}
{'descr': '服务周到,环境好!', 'star': 5}
{'descr': '房间小了点隔音差了点,不过环境还算不错,挺干净的.', 'star': 5}
{'descr': '很安静，就是没有电梯，其他都很好，在中关村区域去什么地方都很安静，坐地铁就步行5分钟。', 'star': 5}
{'descr': '卫生间、洗手池都和卧房在一起，房间太小，空气不流通。总之不会再住', 'star': 1}
{'descr': '气象局院里很安静，交通特别方便，服务态度好。居住环境还好吧！', 'star': 5}
{'descr': '+宾馆的条件还不错,周围环境比较静,装修比较旧了地毯有点脏。电视网线空调基本设施比较齐全。', 'star': 5}
{'descr': '房间还行 隔音还有待改进 没有电梯 行李多的要辛苦了', 'star': 5}
{'descr': '于是乎，找了半天没找着&#183;&#183;&#183;进去之后发现预定的房间给留的是朝西向的最后一间&#183;&#183;西晒很严重。插卡没给电，服务员上来朝卡槽砸了一拳于是电来了&#183;&#183;&#183;房间不大，电视也不大&#183;&#183;&#183;其他的，就那样吧', 'star': 3}
{'descr': '预定的房间留的是走廊尽头的朝西向的，阳光很刺眼。而且插卡不给电，服务员上来猛地朝开关上砸了一拳于是乎电来了。地点特别偏僻&#183;&#183;&#183;这个是个硬伤，其他的&#183;&#183;就那样吧。房间挺窄的，电视挺小的', 'star': 1}
{'descr': '很舒服。。。地理位置不错，而且很有特色。。。。。。。。', 'star': 5}
{'descr': ' 条件还不错 服务态度也很好', 'star': 5}
{'descr': '很干净，性价比高', 'star': 5}
{'descr': '+好', 'star': 5}
{'descr': '来这里住过几次了，很喜欢这里安静的环境和整洁的卫生，服务也不错，如果价格能再稍微低一点就更好了。', 'star': 5}
{'descr': '我住的房间提供的不是一次性拖鞋，服务员解释说因为浴室和地面的关系，怕滑，虽然勉强可以接受但还是觉得不舒服，总体比较满意', 'star': 5}
{'descr': '＋很好', 'star': 5}
{'descr': '入住还算顺利，房子还行。就是墙纸有点发霉，有蚊子。', 'star': 5}
{'descr': '王府井附近这样的酒店不错了，性价比很高的，感觉。', 'star': 5}
{'descr': '插座质量太差. 插电脑等充电器很难插入,不得不叫电工来.', 'star': 5}
{'descr': '还不错，卫生，干净，就是卧具有消毒水的气味，有点冲鼻子', 'star': 5}
{'descr': '总体都很不错，交通很方便，服务很到位，下次有机会一定还会去', 'star': 5}
{'descr': '很传统的北京风格，在胡同里，很安静，休息的很踏实，价格也不贵。', 'star': 5}
{'descr': '酒店很好，环境很典雅大方，服务很热情周到，出行很方便，价格也不贵，值得推荐。', 'star': 5}
{'descr': '性价比高，位置有点偏，隔音不好', 'star': 5}
{'descr': '酒店的房间比较好.住起来很舒服.而且位置不错也挺方便出行的.整体性价比很高.', 'star': 5}
{'descr': '位置偏了点，但如果你喜欢安静，这里绝对安静性价比一般，服务态度还可以，旁边的餐厅不错，饭菜味道挺好', 'star': 3}
{'descr': '位置偏了点，但如果你喜欢安静，这里绝对安静性价比一般，服务态度还可以，旁边的餐厅不错，饭菜味道挺好', 'star': 3}
{'descr': '位置偏了点，但如果你喜欢安静，这里绝对安静\r\n性价比一般，服务态度还可以，旁边的餐厅不错，饭菜味道挺好', 'star': 5}
{'descr': '环境不错，但是内太潮，门后还有蜘蛛网。', 'star': 1}
{'descr': '还算可以吧，就是得走进大院有一段路', 'star': 5}
{'descr': '老式招待所，一楼有点潮，其他只能说是一般，极其一般。', 'star': 1}
{'descr': '很有老北京的风味，不错，下次还定它', 'star': 5}
{'descr': '从性价比来看，气象局招待所还是不错的，安静。就是大门口走进来也不近，叫出租车要走出大门才可以。', 'star': 5}
{'descr': '不是很推荐保洁女服务员素质差上班迟到建议案换人,接待的两年轻人态度很好服务特周到人特别好', 'star': 5}
{'descr': '酒店还行，价格位置都挺好的。服务也还行。', 'star': 1}
{'descr': 'Nice hotel and highly recommended!', 'star': 5}
{'descr': '会馆离故宫不算远，而且是在胡同里，可以方便了解胡同文化，装修也挺新的，服务等都很不错。', 'star': 5}
{'descr': '已经来很多次了，喜欢这里，很安静很干净', 'star': 5}
{'descr': '比较了好几家之后定了这家，是它家的庭院吸引了我，很有老北京风味，特别舒服。', 'star': 5}
{'descr': '环境很好，在气象局院内，比较幽静，晚上睡得舒服。\r\n\r\n缺点是有些房间的设施比较老，看上去不是很新。', 'star': 5}
{'descr': '工作人员解答问题很专业，一些旅游路线之类的都是参考她们的，很感谢。', 'star': 5}
{'descr': '给的房间挺吵的....', 'star': 5}
{'descr': '地方不好找，到大路上要十几分钟', 'star': 5}
{'descr': '位置很好找，从中国气象局西大门进去，直行200米，左拐即到；房间干净，安静；适合住宿。', 'star': 5}
{'descr': '非常安静，人也不杂，性价比相对不错。房间服务员，，，还需要加强管理，存在打扫卫生不勤，更换卫生用具不即时等问题。位置稍微远了点，但总体上还是可以的。', 'star': 5}
{'descr': '很不错的旅店，干净，舒适，希望价格能再稍微往下调整一点就好了：）', 'star': 5}
{'descr': '不错，安定实惠', 'star': 3}
{'descr': '环境比较安静', 'star': 5}
{'descr': '卫生状况还说得过去；服务态度不很热情；虽是大床，但用品（拖鞋、浴巾、毛巾等）都是一套，隔音效果不是太好；位置一般，在小区中部，步行到主路要十分钟…', 'star': 1}
{'descr': '住了好多次了，还是不错的', 'star': 5}
{'descr': '总体来说很不错，干净，安静，最主要是第二天下午两点才退房，一般的酒店都是12点退房吧，下次还会去的', 'star': 5}
{'descr': '还不错，就是地方难找了点', 'star': 5}
{'descr': '推荐！', 'star': 5}
{'descr': '不错的选择', 'star': 5}
{'descr': '一般吧', 'star': 1}
{'descr': '可以推荐给别人', 'star': 5}
