{'短评内容': '周边环境不错', '短评打分': 5}
{'短评内容': '设施虽然旧了点，但值得推荐很正规离同济大学很近。很方便', '短评打分': 5}
{'短评内容': '还可以，临街房间有点吵', '短评打分': 3}
{'短评内容': '服务不错，感觉能免费提供早餐就更好了。下次还会推荐朋友入住的。', '短评打分': 5}
{'短评内容': '房间较老，位置好，靠近同济大学，性价比较高,', '短评打分': 5}
{'短评内容': '大厅不错，新。这房间！~@！#@#￥@￥#￥#@￥#@￥%%', '短评打分': 5}
{'短评内容': '离同济近，老爹去办事情方便。离地铁也近，交通很方便。附近也有很多吃的。', '短评打分': 5}
{'短评内容': '离同济这么近，乘地铁也方便。房间比较小，但是设施挺齐全，而且干净。很舒服的。', '短评打分': 5}
{'短评内容': '房间较小，比较陈旧，没有早餐，但距离同济大学很近很方便', '短评打分': 5}
{'短评内容': '老星级 还可以 安静 比较适合上了年纪的人居住', '短评打分': 5}
{'短评内容': '酒店还行,交通很方便,旁边就是同济有空可以在校园里走走。', '短评打分': 3}
{'短评内容': '房间还可以，两边一边是四平路一边是中环高架。', '短评打分': 3}
{'短评内容': '环境一般，装修比较旧，外国人还挺多的，自带的自助餐品种较少，总的来说性价比偏低', '短评打分': 1}
{'短评内容': '酒店各方面条件很好，可与四星级酒店等价。', '短评打分': 3}
{'短评内容': '还好，\n有张桌子可以谈谈话什么的，\n就是小了点，\n东西不缺，\n价格合适。', '短评打分': 5}
{'短评内容': '一如既往的好，以后出差还会来住、。。。。。。。。。。', '短评打分': 5}
{'短评内容': '一如既往的好。以后出差还会住这里。。。。。。。。', '短评打分': 5}
{'短评内容': '安静，人员也比较正经。一如既往的好，以后还会来住。', '短评打分': 5}
{'短评内容': '党政机关出差的指定酒店，所以环境很好。除了空调开大风有点吵以外，都很好。', '短评打分': 5}
{'短评内容': '交通非常便利，近地铁站。条件还可以，就是感觉标间比较拥挤。不知道大床间会不会好些。', '短评打分': 5}
{'短评内容': '离同济大学很近，性价比较高，不足的是房间小了一些', '短评打分': 5}
{'短评内容': '所谓的大床，只是把两张小床并起来，有点节约了', '短评打分': 3}
{'短评内容': '价格可以,酒店环境不错,只是住的房间临街,噪音有点大.', '短评打分': 5}
{'短评内容': '还是不错的  离地铁很近 不过设施有点陈旧了 ', '短评打分': 5}
{'短评内容': '之前已经讲过，补充一点，一楼有外汇兑换机。', '短评打分': 5}
{'短评内容': '推荐推荐，同济就在旁边，地铁也在附近，非常方便，适合适合', '短评打分': 5}
{'短评内容': '二次入住了，不用多说就知道很好了！出行比较方便。。。', '短评打分': 5}
{'短评内容': '酒店的员工很有礼貌，打扫卫生的阿姨每次遇见我都会打招呼。房间很干净，这次入住电视机换成了32寸液晶的。酒店附近有地铁10号线，出行很方便。顶……', '短评打分': 5}
{'短评内容': '出行比较方便，离同济大学比较近，算是不错了。。。', '短评打分': 5}
{'短评内容': '感觉很好!公共区域环境很好,房间价格也还合理,交通也还算方理,不错!!!餐厅的饭菜一般了点,没有任何特色可言,服务也差了点...但总体感觉还是可以的...推荐!!!', '短评打分': 5}
{'短评内容': '离同济大学很近，是附近最好的三星级宾馆，我说的是性价比最好。就是房间小了一点，设施旧了一点，后门就是同济大学，是外地家长来住的好选择。', '短评打分': 5}
{'短评内容': '三星级酒店，环境不错。大堂很有气势，可以看到很多外国友人出入。房价没有吸引力，标准间不大，床比较窄，不比经济型连锁酒店好多少。其他卫生、热水、网络条件都很满意。', '短评打分': 5}
{'短评内容': '还不错的 是政府机关出差定点酒店 还有浴缸的 可以泡洗的 早餐也还不错 只是做的薯条不太好吃~ 面点少了点 总体环境不错额', '短评打分': 5}
{'短评内容': '酒店很好，早餐需增加品种和丰富内容，以后还会来住，希望能够改进早餐，并在下次入住时感觉有改进。服务员态度很好，但业务不熟练，如0088号，给了发票不同时给信用卡，使个人又返回索取，浪费时间，感觉不好。', '短评打分': 5}
{'短评内容': '服务好、中攴物美价格适中，以后还会住。早餐单调，建议增加品种，经常更换内容。', '短评打分': 3}
{'短评内容': '已经入住,该店服务较好.', '短评打分': 3}
{'短评内容': '同济周边入住的较好选择，性价比还可以，价格稍贵', '短评打分': 5}
{'短评内容': '哈哈，这次去入住，房间电视机总算换成32寸飞利浦的液晶电视了，看来品牌企业的信誉度还是可以的。服务员很客气，那天为了外面的蚊虫不进入客房，服务员跑上跑下好几次，脸上一直挂着笑脸，但就是客房旧了一点，不过挺干净，过得去吧。餐厅的价格也很便宜，家常菜，值得再去。', '短评打分': 5}
{'短评内容': '酒店离同济大学很近  ，很方便同济大学的家长去看望住宿。  有地铁直达机场 ， 很方便购物交通便利 ，客房干净  ，不错 ！下次还会住的。', '短评打分': 5}
{'短评内容': '这次去给免费升级到了精品大床房，不错，赞一个，下次去那边还是选你', '短评打分': 5}
{'短评内容': '性价比较高，客房打扫干净~服务态度良好~', '短评打分': 5}
{'短评内容': '交通便利 房间清洁 性价比高 不错的酒店 今后会再入住', '短评打分': 5}
{'短评内容': '不错  酒店环境清静，离五角场很近  酒店设施一般  有待改进', '短评打分': 5}
{'短评内容': '很好的一家酒店，每次去住都能碰到新人结婚，跟着沾点喜气，哈哈', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '最近第三次入住，要是这次去电视换成大的了才怪了呢。', '短评打分': 5}
{'短评内容': '酒店楼顶的招牌我很喜欢，很有古韵，透着花香。房间比较干净，跟其他商务宾馆差不多，不过没有受到骚扰挺好的。交通很便利，在这附近算是最理想的了吧，早餐花样挺多的，不过一连吃了10天还是受不了了。。还有一点就是电视太小了', '短评打分': 5}
{'短评内容': '设施太落后了  而且打扫房间得服务员知道晚上5点左右才来打扫', '短评打分': 1}
{'短评内容': '好，经济实惠，交通方便。卫生整洁，服务尚可。网线的位置不太合理。', '短评打分': 5}
{'短评内容': '。299的价格感觉还不错。就是前台办理退房手续慢。因为只有一名前台接待人员应对。早餐一般。周边没有可以逛街的地方。', '短评打分': 3}
{'短评内容': '不错啊  性价比高 价格也比较高·························', '短评打分': 5}
{'短评内容': '我们住了十三天，总体感觉满意。前台服务态度热情，入住和退房办理快速。卫生间热水大而快。\n唯一不足的是早餐，我们至少吃了八天，花色变化不大，制作水平欠佳。点心师傅有待提高技术，增加些生煎，小笼和包子类会更好。', '短评打分': 5}
{'短评内容': '第二次入住了，在同济边上算是蛮好的酒店了，推荐', '短评打分': 5}
{'短评内容': '服务好', '短评打分': 3}
{'短评内容': '酒店早餐还不错，前台结账太慢，用了20多分钟，急需改进!', '短评打分': 5}
{'短评内容': '条件不错了，性价比高，离同济大学很近，适合去同济大学办事的人住。给预推荐。', '短评打分': 3}
{'短评内容': '酒店的早餐太差，几乎没有可吃的，而且用餐的地方太小，很难找到位置。这和富丽堂皇的大堂有着天壤之别。其他方面到还好。', '短评打分': 5}
{'短评内容': '还可以，应该说——— 基本符合性价比。\n该死的必须20字，弱智！', '短评打分': 5}
{'短评内容': '房间比想象的要好，有专业的写字台，装修和家具业不错，有地毯，看起来比较新，早餐超出我对三星酒店的期望；不足之处是洗手间的设施略显陈旧。', '短评打分': 5}
{'短评内容': '房间有点小，电视也小了点，但整体很整洁。 早餐也不错。离同济很近。', '短评打分': 5}
{'短评内容': '设施比较老，先住908房间，洗澡水蓬头的水量实在太小，根本无法洗澡。\n换到1212房间，居然又上不了网。实在不想折腾了，就用自己的无线上网卡解决吧。\n', '短评打分': 1}
{'短评内容': '房间较小，但很整洁。 电视不是液晶的。整体而言还可以', '短评打分': 5}
{'短评内容': '券不够用怎么办', '短评打分': 3}
{'短评内容': '靠近马路和内环线高架，很吵！房间不做无烟处理，烟味很大！如果怕吵，就不推荐！', '短评打分': 1}
{'短评内容': '环境还行，服务不错，靠近轨道交通10号线很方便', '短评打分': 5}
{'短评内容': '距离同济大学（四平路校区）正门最近的，非常安静，卫生很好。房间设施让我们很是惊讶，没有料到这么素雅精致，完全物有所值。前台服务很是精细。一楼还有一个商务中心，可以复印文件。', '短评打分': 5}
{'短评内容': '挺好的  离地铁站近里同济大学也很近  挺方便的 卫生也可以\n', '短评打分': 5}
{'短评内容': '酒店很干净，离地铁很近，还赶上酒店打折，下次还会去。', '短评打分': 5}
{'短评内容': '到同济大学办事入住此酒店，交通很便捷，地铁10号线直接可到达。前台服务员笑脸相迎，让人倍感亲切。早餐品种较多，用餐环境很舒适。我住的普通标准间设施设备较陈旧，但很干净整洁。下次还会入住这家酒店。', '短评打分': 5}
{'短评内容': '很不错的酒店，交通方便，地铁10号线就在边上100米的地方。装修也不错。市场价要300多，预订很划算！', '短评打分': 5}
{'短评内容': '前台的服务态度标准及低，要不是富丽堂皇的装修我会以为这只是一家小旅馆！', '短评打分': 1}
{'短评内容': '离同济大学很近，过去上课很方便，价格很实惠，正好碰上活动，结账时立减50元，里面设施相对有点老了，不过房间很整洁，网速还可以', '短评打分': 5}
{'短评内容': '环境不错，交通便利，早餐也比较舒服，服务员态度也蛮好的', '短评打分': 5}
{'短评内容': '白玉兰宾馆是个老宾馆了，虽然设施是老了点，但是该宾馆的员工的职业素质是一般新酒店无法比拟的，服务人员服务不偏不倚恰到好处，保留了原白玉兰宾馆三星级酒店老企业文化。虽然现在的酒店名称前加上了“锦江”二字，已把白玉兰宾馆定位模糊了，不知锦江集团定位为星级酒店或经济型酒店？但白玉兰自身多年的企业品质还没有改变。希望管理者要保持自己的特色，不是什么都应该连锁的。否则世界就不会多姿多彩了。', '短评打分': 5}
{'短评内容': '在同济这个区域，这个酒店总体还可以滴！\n至少是正经的星级酒店吧。', '短评打分': 5}
{'短评内容': '在上海，这样的性价比已经非常好了！比普通的锦江之星要高档一些。地铁10号线，就200多米，去淮海路、南京路、豫园、虹桥机场都非常方便！附近吃饭也还方便，同济大学门口，稍远点，五角场附近，可选择的非常多！', '短评打分': 5}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': '地铁10号线开通了，感觉入住此酒店更适宜了。', '短评打分': 5}
{'短评内容': '很不错的酒店，交通方便，内环境也不错，只是外环境一般，有点吵。', '短评打分': 5}
{'短评内容': '酒店内环境还不错，配套也齐全，物有所值！', '短评打分': 3}
{'短评内容': '刚住进来尚可吧', '短评打分': 3}
{'短评内容': '环境可以', '短评打分': 3}
{'短评内容': '这个饭店住的还满意。', '短评打分': 3}
{'短评内容': '＋不错', '短评打分': 3}
{'短评内容': '最近在搞活动，在3月15日前入住，可以立减50元', '短评打分': 5}
{'短评内容': '地点和房间都还不错的，交通稍有不便，但性价比还不错', '短评打分': 5}
{'短评内容': ' 我已经入住锦江白玉兰宾馆，条件还好。交通很方便，地铁10号线可方便到达。', '短评打分': 3}
{'短评内容': '很好，很人性化，要20个字。。我要考研，然后同意延长退房时间，中午有地方休息，很不错～！', '短评打分': 5}
{'短评内容': '不错，交通也方便，电梯是插卡的，没有房卡根本上不去，从安全角度来说，挺不错。就是没有早餐这点不太好。', '短评打分': 5}
{'短评内容': '订的大床房，但是说没有了，所以住的标间，因为是考研的，所以把退房时间延长到下午2点，比较人性化~宾馆没有纸袋子，要装东西不是很方便，总体还不错~', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '一。距离轻轨站很近，出行很方便。二。周围有些吃的东西。三。距离五角场商圈也很近，打车就是起步价。', '短评打分': 5}
{'短评内容': '服务很周到，干净卫生，最重要的是交通方便。。。', '短评打分': 5}
{'短评内容': '交通很方便，干净卫生，服务也很周到 ，挺不错的。', '短评打分': 5}
{'短评内容': '还可以。', '短评打分': 3}
{'短评内容': '位置非常好，靠近同济大学。不过感觉还是比较贵', '短评打分': 5}
{'短评内容': '干净卫生', '短评打分': 5}
{'短评内容': '不错，连续住了两晚，比较安静的地方\r\n旁边就是同济，门口有地铁', '短评打分': 3}
{'短评内容': '酒店挺好的，锦江集团的\r\n就是一直在装修，不知道啥时候可以弄完', '短评打分': 5}
{'短评内容': '电梯上楼一定要有房卡好安全，房价世博提高后，性价比降低。', '短评打分': 5}
{'短评内容': '电梯要用房卡很安全，饭菜味道不错，服务很好。', '短评打分': 3}
{'短评内容': '电梯上下楼一定要有房卡，不方便，有待人性化改进。豪标和普标差距不明显，。', '短评打分': 3}
{'短评内容': '上下楼乘电梯要房卡，有点麻烦，有待改进。', '短评打分': 5}
{'短评内容': '虽然酒店安保工作还可以，但设施太陈旧，早餐太差！', '短评打分': 1}
{'短评内容': '酒店不错，上海锦江老品牌', '短评打分': 5}
{'短评内容': '性价比相当不错.同济边上,离五角场也近.离地铁站200米，比较方便.', '短评打分': 5}
{'短评内容': '也就一般~房间里缺少设备~很简陋，没啥亮点~世博期间也有也就这样了', '短评打分': 5}
{'短评内容': '比起附近一些简单的旅社级别的房间 这里显得相当干净整洁 豪华房内还有冰箱配备 只是服务没有之前网友点评看上去那么好 房价也偏高 也行都是世博的关系吧 平时的话综合评价会更高', '短评打分': 3}
{'短评内容': '也许是世博期间的原因吧 房价并不是很实惠 有些虚高 但如果要来同济办事的话 还是可以选择的', '短评打分': 5}
{'短评内容': '环境还可以..离地铁也比较近，出行很方便，要是能带早餐就更好了..', '短评打分': 5}
{'短评内容': '很好很方便！！', '短评打分': 5}
{'短评内容': '马马虎虎， 锦江旗下比较差的一家酒店。', '短评打分': 1}
{'短评内容': '客房内设施过于陈旧,性价比一般.', '短评打分': 1}
{'短评内容': '酒店位置很好，周边环境优雅安静，与同济大学隔街相望，10号线地铁交通比较方便。二楼锦江大厨餐厅菜品新鲜口味纯正很不错，只是世博会期间房价贵了些。', '短评打分': 5}
{'短评内容': 'cccccccccccccc', '短评打分': 1}
{'短评内容': '一切都令人满意，地理位置好，交通方便。', '短评打分': 5}
{'短评内容': '老牌子的宾馆了，最近上海世博会房间一直很难订，帮朋友订了一间，标间，床太小，估计是三尺半的床。。外观和大厅倒是还可以', '短评打分': 5}
{'短评内容': '性价比蛮高  而且挨着同济 这是最方便的', '短评打分': 5}
{'短评内容': '其它都还行，电视太太小。', '短评打分': 5}
{'短评内容': '世博会期间，这算性价比很高的酒店了。地理位置不错，前台服务人员挺有礼貌。', '短评打分': 5}
{'短评内容': '很适合邀请来访问的客人入住，离同济非常近。10线地铁也开通了，交通很方便。', '短评打分': 3}
{'短评内容': '世博期间有点贵。离同济一条街，非常方便', '短评打分': 5}
{'短评内容': '装修后，比原先稍好一点，国营的服务格调还是那回事', '短评打分': 5}
{'短评内容': '条件和性价比很好.', '短评打分': 5}
{'短评内容': '房间够大，桌子也大，大圆床很特别，洗水间设施也不错。', '短评打分': 5}
{'短评内容': '由于世博会的原因在酒店附近修路，比较吵。地理位置不错，酒店环境还可以，但服务一般，设施有点旧，总体性价比还可以。', '短评打分': 5}
{'短评内容': '酒店离同济很近，方便。卫生条件不错，但早餐一般！如果酒店外面道路改造完成，可能环境要好些！总的来说还是比较满意！', '短评打分': 5}
{'短评内容': '离同济大学近，方便~', '短评打分': 5}
{'短评内容': '还不错，不过不知道是不是修路的原因，总觉得有点乱', '短评打分': 5}
{'短评内容': '卫生不错很干净，设施有些陈旧，位置挺不错的，服务也周到，价格可以接受', '短评打分': 3}
{'短评内容': '在同济边上比较方便。但是房间里没有吹风机', '短评打分': 5}
{'短评内容': '酒店的环境很好,很安静,房间里面也是很干净,就是房间小了一些,位置很好,靠近五角场这边很方便.', '短评打分': 3}
{'短评内容': '酒店位置离我办事地点比较近,就在同济大学旁边,服务也很周到,卫生很干净,设施也齐全,性价比总体来讲不错,值得推荐的一家酒店.', '短评打分': 3}
{'短评内容': '酒店的硬件设施比较简单，但是服务挺好的，也比较干净，而且离我的目的地比较近，价格也算是挺合适的。', '短评打分': 5}
{'短评内容': '酒店餐厅管理有些混乱,其他方面都挺不错,很干净,位置很不错,在大学区', '短评打分': 5}
{'短评内容': '也就将就这个价格了，在周边酒店不算太贵的', '短评打分': 5}
{'短评内容': '住的2天豪华标准间，电视小，空调第一晚不好使可能偶然，第二天好使了挺好用，服务员可以，早餐可以，热水可以，没有豪华的修饰，但是干净简单，感觉价格有点贵可能在上海，距离同济大学是最近的。', '短评打分': 5}
{'短评内容': '酒店的服务卫生还可以，价格也能接受。就是房间的隔音不是很好。', '短评打分': 5}
{'短评内容': '内部比外部环境好，虽然受地形限制，提高点视觉效果还是可能的。', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;太差了！12月1日入住5011房，本来是通过e-long预定4天的，住了2天就忍不住跑啦（当然房费还是要付）。电梯脏又旧！客房楼层走廊也给人不洁的感觉！浴室设施陈旧、浴缸接缝开裂，最差的是空调（暖气）根本没有用，室外多冷室内就多冷！&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;很少来评价宾馆酒店的，出门在外，有个舒', '短评打分': 1}
{'短评内容': '各方面都可以。希望酒店提供免费早餐。', '短评打分': 3}
{'短评内容': '2月14日入住，感觉很满意，有车位，免费泊车，但总台小姐服务一般，不怎么热情，房间宽敞，复合地板，电视是飞利浦的牌子，值得一提的是每间房间里都挂有大幅油画，虽然不是什么好画，但经我研究是真品，绝不是复印的那种，厕所有浴缸，浴缸很干净，卫浴用的是柯勒的牌牌，还算可以，总的感觉还是不错，物有所值！', '短评打分': 5}
