{'短评内容': '挺干净的，就是有点设施陈旧', '短评打分': 4}
{'短评内容': '我给朋友订的酒店，酒店从表面看是一个漂亮的高楼，但是去入住时却是一个很久的矮楼，房间比较脏，空调也不好使，价格比较高。不会推荐这个酒店。', '短评打分': 1}
{'短评内容': '房间太旧。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店地理位置很好，吃饭、购物 、游玩很方便。房间入住率很高，虽说装修有点老，但也干净整洁，很适合家庭旅游居住。美中不足是房间内没有驱蚊器，希望能够有所改进！', '短评打分': 5}
{'短评内容': '内部设施不错，交通便利，提朋友办事预定的，总体很好，本来只定了一天，第二天还续住了，主要是干净安静，很适合休息，淋浴的水温很好，空调的冷风和换气也不错，出难得安心，赞', '短评打分': 5}
{'短评内容': '位置好 干净', '短评打分': 3}
{'短评内容': '帮人定的房间，客人反映还不错，就是不含早餐，房间中规中矩，关键离办事的地方近，好评。', '短评打分': 5}
{'短评内容': '本来订了4个房间，结果3号楼都满了，只入住了1间，其他前台直接给换了1号楼，不错哈', '短评打分': 5}
{'短评内容': '开会在附近，挺方便，就是设施有点旧，但价位适中，可以接受', '短评打分': 5}
{'短评内容': '环境不错，服务态度很好，以后出差会继续选择这家', '短评打分': 5}
{'短评内容': '酒店设施很好，服务态度也很热情，服务比较标准，卫生情况不错。', '短评打分': 5}
{'短评内容': '同事比较满意，虽然楼不新，但是还算干净，另外也很安静。', '短评打分': 5}
{'短评内容': '酒店位置不错，就是装修老，隔音', '短评打分': 3}
{'短评内容': '位置不错,的多!', '短评打分': 3}
{'短评内容': '在北展剧场看戏要到很晚就定了这家店，由于我们住的是副楼所以并没有四星级的标准，但是很安静', '短评打分': 5}
{'短评内容': '优点：服务热情，特别是物业维修后会告诉你，如何正确使用洁具，性价比相当。缺点：酒店设施陈旧，不供应早餐，预定时必须有信用卡否则酒店只保留到18点，不能变通，对于没有信用卡的客户存在困难。', '短评打分': 5}
{'短评内容': '环境不错，遗憾的是停车居然要收费，而且还不是一个费，是白天的费用加上晚上的费用，也就是说您的停车过夜费20元仅限晚上九点至早上六点，其他时间按照小时另交，结果我住了一夜就被迫交了80元停车费，真**坑爹！！', '短评打分': 1}
{'短评内容': '厕所有异味,其它都好。', '短评打分': 3}
{'短评内容': '洒店环境很好，服务不错', '短评打分': 3}
{'短评内容': '酒店地理位置很好，3号楼卫生情况一般，服务尚可', '短评打分': 5}
{'短评内容': '位于官园桥西，交通便利，离动物园，北京展览馆较近', '短评打分': 5}
{'短评内容': '，交通方便，三号楼设施太陈旧了，竟然是九十年代的电视机！可以当古董收藏了', '短评打分': 3}
{'短评内容': '第二次入住这个酒店了，总体感觉还是很不错的，交通也算方便', '短评打分': 5}
{'短评内容': '标准间面积还可以，单人间有点小！总体不错！', '短评打分': 5}
{'短评内容': '酒店交通方便、客房设施也不错，服务人员态度好，适合出差居住 。\n', '短评打分': 5}
{'短评内容': '新大都酒店位置不错，但三号楼房间实施陈旧、电视机还是八、九十年代的款式；房间没有衣柜、白天洗浴没有热水、房间和楼道弥漫着不好的味道、价格却比一般连锁经济酒店要贵。下次不会再去了。', '短评打分': 3}
{'短评内容': '住了第四天，还要住几天，总体感觉不错吧，就是停车场收费让人很不舒服，住店停车收费还很贵，一点优惠也没有', '短评打分': 3}
{'短评内容': '住了第三天，还要住几天，总体感觉不错吧，就是停车场收费让人很不舒服，住店停车收费还很贵，一点优惠也没有', '短评打分': 3}
{'短评内容': '新大都酒店不错，地理位置好，3号楼就是设施陈旧，服务员态度不是很热情，如果能忍受这价位真不错！', '短评打分': 3}
{'短评内容': '定的单人间，酒店还可以，位置不错，性价比还OK吧', '短评打分': 3}
{'短评内容': '房间很旧，交通也比较一般，不过要是在附近办事儿的话，还是个不错的选择。', '短评打分': 5}
{'短评内容': '酒店 虽说是二星级 但是档次很高 价格不贵 有面子', '短评打分': 3}
{'短评内容': '会议期间房屋外有些不安静。前台接待英语水平不高。', '短评打分': 5}
{'短评内容': '住过两次了，挺好的，软件硬件都不错。。。。。', '短评打分': 5}
{'短评内容': '价格比较适中，卫生间的毛巾都换新的了，整体卫生条件也不错', '短评打分': 5}
{'短评内容': 'The No.3 building is 2 star level with dirty carpet in the lift. Also, We forgot a phone battery recharger in our room in main building when checked out,but was told not founded by the hotel staff. ', '短评打分': 1}
{'短评内容': '位置不错，整体硬件也还可以。但价格偏高，这个价位不包早餐，上网也收费 。\n', '短评打分': 5}
{'短评内容': '住宿环境优良，服务良好，交通便利。', '短评打分': 3}
{'短评内容': '酒店交通方便、客房设施好，服务人员态度好，适合出差居住', '短评打分': 5}
{'短评内容': '因就离国谊宾馆最近，所以选择这里，设施有些陈旧，还可以一住，但确实不提供免费水，因没有带电脑，没有留意上网情况。', '短评打分': 3}
{'短评内容': '不错，有一次碰到一个优秀的服务员，捡到我的钱包，硬是还给我了', '短评打分': 5}
{'短评内容': '宾馆挺干净，就是房间小了点，给个好评吧', '短评打分': 3}
{'短评内容': ':酒店位置好，干净，空间利用的好。缺点是房间过小，床小，最不可取的是网络收费，每天最高60元', '短评打分': 3}
{'短评内容': '住了好多次了，感觉就是凑合，除了离住建部部近。', '短评打分': 5}
{'短评内容': '酒店各方面条件不错，服务也好！性价比高！推荐朋友入住！', '短评打分': 5}
{'短评内容': '设施太旧，服务态度象国营商店的售货员，位置还可以。', '短评打分': 1}
{'短评内容': '性价比最差的酒店。', '短评打分': 3}
{'短评内容': '因为离办事的地方近，所以选择的这个酒店，因为是老酒店所以有些陈旧是可以理解的，但是服务的态度确实是不敢恭维，问前台有没有火柴，服务员用极其轻蔑的口气和眼神说：呵，我们这没这个！', '短评打分': 1}
{'短评内容': '酒店地角不错，进去之后感觉空间比较狭小，但是室内还不错', '短评打分': 5}
{'短评内容': '很好，每次去办事都是住这家，因为离办事地点特别近，服务也不错。可以的~', '短评打分': 5}
{'短评内容': '位置不错，整体硬件也还可以。但价格偏高，而且这个价位也还没有早餐。', '短评打分': 5}
{'短评内容': '主楼环境不错，但是所住的副楼就二星级水平，不值得', '短评打分': 5}
{'短评内容': '这家酒店竟然不提供免费的矿泉水？以前还真没遇见过。', '短评打分': 3}
{'短评内容': '3号楼设备老旧，被单不干净，实在是太差了。', '短评打分': 1}
{'短评内容': '环境不错,就是设施有点陈旧了,不知何时能改造,旁边餐厅不错', '短评打分': 5}
{'短评内容': '酒店设施老旧，性价比不高，周边无商业设施，有点不方便。', '短评打分': 1}
{'短评内容': '很满意', '短评打分': 3}
{'短评内容': '设施比较老，而且入住的房间内每天都被塞提供特殊服务的小卡片！！', '短评打分': 1}
{'短评内容': '微笑待客，周到服務。', '短评打分': 3}
{'短评内容': '位置不错，内部环境挺好的，比较安静。不过，不含早餐的预订，早上周边吃饭的地方不多。只能啃面包喝牛奶了，还好距离家乐福不远。总体印象80分。', '短评打分': 5}
{'短评内容': '宾馆位置好，方间干净，但小些，是单人小床。5楼不知有什么机器嘈音。周围环境好。', '短评打分': 3}
{'短评内容': '尽管设施有些旧了，但是还是闹中取静的地方，办事方便，交通便利。服务也很不错，周边可去的地方不少， 值得推荐。', '短评打分': 5}
{'短评内容': '离办事地点最近的酒店，交通方便。服务算是挺周道吧，卫生条件也比较满意，现在评价怎么要写那么多字啊，真让人头疼啊，总之还可以吧，下次去北京办事，还得住那里。', '短评打分': 5}
{'短评内容': '朋友帮订的，服务都还不错，价格适中，办事方便，设施有些老了，但是地理位置好，到各机关办事挺近的。 值得推荐。', '短评打分': 5}
{'短评内容': '很不错', '短评打分': 3}
{'短评内容': '朋友帮订的，服务都还不错，价格适中，办事方便。', '短评打分': 5}
{'短评内容': '朋友帮订的，服务都还不错，价格适中，办事方便。', '短评打分': 5}
{'短评内容': '老饭店了，设施有些旧，但是离各机关和金融街都比较近。办事方便，价格也还可以。', '短评打分': 5}
{'短评内容': '闹中取静的地方。以前也住过好些次了，这次算是旧地重游吧。', '短评打分': 5}
{'短评内容': '地段不错,还比较方便.但酒店显得有些 陈旧,单人间实在是太太太小,床也太小,胖点的人睡着都要掉下床的感觉.', '短评打分': 1}
{'短评内容': '地点非常好，设施较旧，但房间比较干净整洁。', '短评打分': 5}
{'短评内容': '房间小，上网一块钱一分钟，房价高。一无是处', '短评打分': 1}
{'短评内容': '外出交通快捷,餐饮需要改进,硬件方面需要更新改造了。', '短评打分': 5}
{'短评内容': '地理位置是很好，但是单人间的条件差点，床很小，床单也不是很干净！', '短评打分': 1}
{'短评内容': '从性价比来说，这次入住的3号楼还是可以的。', '短评打分': 5}
{'短评内容': '酒店装修还可以，房间较小，酒店附近吃饭相对不太方便。服务需要改进。', '短评打分': 5}
{'短评内容': '交通方便，特别是出差带车出入方便，酒店装修也很新，服务一般', '短评打分': 5}
{'短评内容': '太贵了，而且还没有早餐。虽然位置在市区，位周边并没有公交车', '短评打分': 1}
{'短评内容': '酒店很黑，前台态度也很不好。以后绝对不会再去。', '短评打分': 1}
{'短评内容': '地理位置很好，交通方便。设施比较陈旧，服务尚好，价位略高。。。', '短评打分': 5}
{'短评内容': '挺好的，卫生，舒适，交通方便，以后还会再住，就是价格有点贵，不过也能理解\n', '短评打分': 5}
{'短评内容': '从来没有遇到过这样的酒店，太老火了。\n1、我刚进酒店，提着两个行礼箱，遇到了酒店服务员，他们竟然当没有看见；\n2、房间里竟然没有网线，还要打电话送过来，送过来了网线，突然发现网络是要收费，一分钟一块钱，天啊，如家都是免费，这个酒店竟然要收费；\n3、洗浴喷头竟然是锈的，而且还无法取下来。\n实在是忍无可忍，还是要这么贵，真是上当了。', '短评打分': 1}
{'短评内容': '还是可以的，地理位置很好。就是小贵，460单间，床小，房间也小。倒是房间光线很好。', '短评打分': 5}
{'短评内容': '对于本次开会来说，酒店地理位置比较方便，酒店实行差异化房费，比较适合不同差旅等级的人员入住，3号楼内部环境一般，气味比较重，希望能有所改善。', '短评打分': 5}
{'短评内容': '不错，位置很好。里边设施也很好，自动控制的灯有点新意', '短评打分': 5}
{'短评内容': '第一次住这家饭店，感觉还可以，安静方便，下次再来。', '短评打分': 5}
{'短评内容': '内容', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '环境还好，结帐有些慢。', '短评打分': 3}
{'短评内容': '挺好的，房间挺宽敞，离动物园近。交通便利，价位合适。', '短评打分': 5}
{'短评内容': '2号小楼的环境差远了，酒店感觉很高档，但是特价房太一般了', '短评打分': 5}
{'短评内容': '价格实惠，环境还可以。就是单收的停车费比较贵。', '短评打分': 5}
{'短评内容': '地理位置很好，交通方便。设施比较陈旧，服务尚好，价位略高。。。上网收费太贵，有点离谱。。。每分钟一元，60元封顶\n', '短评打分': 5}
{'短评内容': '地理位置很好，交通方便。设施比较陈旧，服务尚好，价位略高。。。', '短评打分': 5}
{'短评内容': '网上说3号楼很旧，入住以前先去看了看，住的5楼，很新，很好，价格便宜，前台的大姐服务态度很好，下次还会选择。', '短评打分': 5}
{'短评内容': '刚好住到了周末活动的特价房，性价比还算是不错的啦。', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '交通便利，酒店卫生;房间很干净。价格偏高，房间面积不大。上网单独收费.\n\n', '短评打分': 5}
{'短评内容': '设施偏老、服务尚好…', '短评打分': 3}
{'短评内容': '上网收费，每小时2元，每天封顶60元，感觉不爽。无早餐，每位45元，感觉不爽。不为办事方便，一般不会考虑再次入住。', '短评打分': 5}
{'短评内容': '给朋友定的，他很满意。交通便利，酒店卫生，办事方便，服务中规中矩，价格偏高，房间面积不大。北京嘛，可以的。', '短评打分': 5}
{'短评内容': '酒店的停车位居然收费，一个晚上花了68块啊。服务一般，典型国营老店那种。', '短评打分': 1}
{'短评内容': '设施一般，地理位置优越，价格偏高…', '短评打分': 3}
{'短评内容': '单人间小小的，但是各方面都还不错，唯一不好的就是上网单独收费', '短评打分': 3}
{'短评内容': '环境还是很不错的额！！性价比很高！下次有机会还是会光临的！', '短评打分': 5}
{'短评内容': '环境不错，离动物园也不远，值的推荐。', '短评打分': 3}
{'短评内容': '价格又上去了，性价比就下来了，不过还是可以推荐一下。', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '非常不错，还便宜。比上新大都酒店订还便宜，比我们协议价还低。实时跟踪服务，非常好。', '短评打分': 5}
{'短评内容': '房费降了，性价比有所提高，软硬件差不多这个价。不过估计饭店不愁客源，因为有地理优势。\n', '短评打分': 5}
{'短评内容': '交通方便，尤其是去建设部办事的，值得推荐。', '短评打分': 5}
{'短评内容': '初次入住，尚可，性价比主要还在于地理位置，去建设部办事很方便。', '短评打分': 5}
{'短评内容': '单人间房间虽小但挺干净，东西配得挺起，但不包括早餐挺遗憾。45元自助早餐有点贵。最近地铁站车公庄，但有一定距离，打车起步价。', '短评打分': 5}
{'短评内容': '酒店有点陈旧了， 交通不太方便，硬件和软件都有待于改进。', '短评打分': 1}
{'短评内容': '这个饭店生意非常火爆，每天人都很多，交通便利，就是设施比较陈旧，总的来说还不错', '短评打分': 5}
{'短评内容': '不错，豪标大床性价比还行', '短评打分': 3}
{'短评内容': '真的很一般 价高 不值得 还不如快捷酒 店', '短评打分': 1}
{'短评内容': '交通方便。', '短评打分': 3}
{'短评内容': '优点：地点不错，去哪里都比较方便。房间内设施齐全，酒店的咖啡厅餐厅等也设施齐全。与前几年相比，似乎又装修过，进步很大。\n缺点：房间实在太小了，比如家汉庭等经济连锁酒店还要小。虽说是单人间，竟然不是大床，也挺吃惊的。这点似乎还不如经济连锁酒店。', '短评打分': 5}
{'短评内容': '很不错的酒店,服务很好,是海军的一所酒店 很新 下次还住', '短评打分': 5}
{'短评内容': '房间比较舒服，就是小了点。周边环境还不错，就是出租车不好打哦。', '短评打分': 5}
{'短评内容': '1.位置很好\n2.设施很老\n3.服务态度差，让前台送几瓶矿泉水到房间都没有\n4.预定的房间都给搞错了，害得我们半夜换宾馆，恶心的！', '短评打分': 1}
{'短评内容': '还不错，设施上旧了点，我住的房间还有个小厅，面积上是还可以了 ', '短评打分': 5}
{'短评内容': '卫生、舒适、服务好就是价格偏高，位置还行。', '短评打分': 3}
{'短评内容': '还算干净舒适、交通也比较方便。和四星不符！', '短评打分': 5}
{'短评内容': '新大都很不错！有机会还会来谢谢', '短评打分': 3}
{'短评内容': '新大都饭店硬件还好，但服务不规范，有高层客房却骗人说正在装修，只有56层客房，国际上没有这种事，应为客人着想', '短评打分': 3}
{'短评内容': '地段优势，交通方便，房间设施良好，单人间附件面积略显小。', '短评打分': 5}
{'短评内容': '酒店与国家有关部委及中关村毗邻,适合外地人去京商务出差.\n但可能是国营单位,其服务有很多改善的地方,特别是服务人员的\n态度与水平有待提高.', '短评打分': 5}
{'短评内容': '定的单人间，设备还不错。但是服务人员是一副国企架势。不热情。到还算专业。没有惊喜，也不算失望', '短评打分': 3}
{'短评内容': '我朋友去入住时没有我定的那种房，前台还给免费升级到了四星的标间，超值了。而且房间条件也很不错，下次有朋友来还给他们定这家。', '短评打分': 5}
{'短评内容': '20年的老国营酒店，号称五星。房间和卫生间陈设比较差，洁具是快捷酒店水平。\n早餐相对丰富，做工很粗糙。\n前台服务水准很难与五星挂钩。', '短评打分': 1}
{'短评内容': ' 满意', '短评打分': 3}
{'短评内容': '地点还行，很肃静，环境很好！很方便，离地铁远一点！！', '短评打分': 5}
{'短评内容': '地理位置很好，去哪里都很方便，离公司也很近年！！', '短评打分': 5}
{'短评内容': '酒店不错，入住很多次了！以后还会来的！！！', '短评打分': 5}
{'短评内容': '这家酒店距离我单位、家很近，所以首先想到它。这是第三次了，其实其服务也还是说得过去的。主要是环境不错-不嘈杂，比较卫生····', '短评打分': 5}
{'短评内容': '位置可以，比较方便。', '短评打分': 3}
{'短评内容': '房间还可以,位置还算方便,就是酒店里的餐厅太差,尤其下面自助餐,贵但很差劲', '短评打分': 5}
{'短评内容': '已经住过多次了，感觉还行，很方便！！已经住过多次了，感觉还行，很方便！！', '短评打分': 5}
{'短评内容': '性价比很好，设施有些陈旧，地铁站远些，离动物园、博物馆近！', '短评打分': 5}
{'短评内容': '性价比不错，地理位置方便，离地铁远点，得到动物园或车公庄!还可以吧！', '短评打分': 5}
{'短评内容': '在车公庄大街，交通方便，位置好，周围吃饭的大饭店多。服务好', '短评打分': 5}
{'短评内容': '地段很好，后面就是动物园，紫竹院，古生物博物馆，带孩子玩方便！', '短评打分': 5}
{'短评内容': '房间很小。但卫生，会议较多，早餐一般。哈哈哈哈哈', '短评打分': 5}
{'短评内容': '主要为了工作方便，性价比还可以，设施陈旧，还算干净！', '短评打分': 5}
{'短评内容': '三号楼性价比还是不错的，就是设施有些陈旧，上网收费！郁闷！！', '短评打分': 5}
{'短评内容': '去北京出差经常住这家酒店，因为离开会地方很近。', '短评打分': 5}
{'短评内容': '三号楼条件还是可以，性价比比较高！三号楼条件还是可以，性价比比较高！', '短评打分': 5}
{'短评内容': '环境好， 服务也不错。价格合理，地理位置便利  ', '短评打分': 5}
{'短评内容': '价格在周边属于较低水平，不过不包含早餐，而且上网费过贵', '短评打分': 5}
{'短评内容': '很好，周边吃饭的地方很多，出行方便.办公事也很方便。第二次入住了。', '短评打分': 5}
{'短评内容': '酒店非常暖和，服务也非常周到。已经第二次入住了，有回家的感觉。早餐可以到附近的庆丰包子铺，香辣鸭肉馅的包子特好吃！', '短评打分': 3}
{'短评内容': '老国营饭店，挂牌五星，实不附实\n\ncheck in速度极慢，不管有多少客人，只有二个服务在做，其中一个还是刚入职的培训生。房间老旧，价格比较高。\n\n一句话，性价比差，我不会向别的推荐。', '短评打分': 1}
{'短评内容': '总体上还成，没给促销約洗衣券，门缝有介召小姐的卡片。', '短评打分': 3}
{'短评内容': '上网居然要收费60元。。这，。第一次遇到这样的规矩。。\n而且不能改水单，，很麻烦。。\n房间也很小，居然没有免费矿泉水。。\n', '短评打分': 1}
{'短评内容': '办理入住很快，服务比较好，交通便利，下次还会推荐朋友住这里', '短评打分': 5}
{'短评内容': '已经第二次入住了，总体还是挺满意的。下次出差还会去住。', '短评打分': 5}
{'短评内容': '北京新大都饭店，北面的房子有些冷，建议选择南面的房子入住', '短评打分': 5}
{'短评内容': '2222222222222222222222222222222222222222222', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': ',酒店不错,尤其是单人间.离市中心近,交通方便,更可以就近吃烤鸭,', '短评打分': 3}
{'短评内容': '早餐贵了，三楼餐也不好，炸的东西不新。服务好，要有特价房。', '短评打分': 5}
{'短评内容': '该饭店位置很好，早餐应该赠送，自助餐质量需要提高，', '短评打分': 5}
{'短评内容': '早餐贵了，要有特价房，3层饭厅不新，味不好。服务可以', '短评打分': 5}
{'短评内容': '设施较新，地理位置较优，办事比较方便，只是上网收费较贵', '短评打分': 5}
{'短评内容': '475单间还不含早，性价比一塌糊涂，看来得好好整治。', '短评打分': 3}
{'短评内容': '前期周年庆的优惠价格取消后，性价比大降，尤其45元一份的早餐简陋得不敢想象。', '短评打分': 1}
{'短评内容': '这次住的是主楼的单人房，单价475，十一时时395的优惠活动。单人房房间太小，床也不是大床，房间里没有点心提供，尤其是上网每分钟收费一元，60元封顶，极不舒服，两夜受了我120元的上网费，其他的四星级酒店基本上网不收费，退房时只有一位工作人员服务，太慢了。不过地理位置还算可以，总体来说没有达到四星级酒店应该有的标准，下次非必要还是换其他酒店了', '短评打分': 1}
{'短评内容': '定的豪华标间大床，但其中一个房间实在太小，很多设施太旧，和网上的图片相差太大，说有32平米，最多20多些。', '短评打分': 5}
{'短评内容': '商务出差居住不错的选择，就是宽带为何要收费呢？而且还不稳定', '短评打分': 5}
{'短评内容': '价在500元就好。有要早餐的自由。语序好吗、么吧要活，本能宝贝袅袅娜娜袅袅娜娜，5斑斑驳驳', '短评打分': 3}
{'短评内容': '环境还可以，服务态度也不错，关键是离我办事的地方非常近，这点很满意。', '短评打分': 5}
{'短评内容': '设施老，服务真的一般，也就是位置还不错。\r\n\r\n希望能做到更好，毕竟价钱也不低啊。', '短评打分': 1}
{'短评内容': '3号楼的房间，在主楼的左侧，刚看时觉得这小楼也太矮了，进去没想到房间这么大 ，订的是标间，结果还有个小厅，意外收获啊，早餐不错 ', '短评打分': 3}
{'短评内容': '  不错.很安静.早餐不错', '短评打分': 5}
{'短评内容': '早餐贵了，房价也贵了。比周边房价贵。500圆以下。', '短评打分': 5}
{'短评内容': '设施较旧，不大符合四星标准，但价位尚可。', '短评打分': 5}
{'短评内容': '相当满意，服务不错的酒店，就是门口没有车站', '短评打分': 3}
{'短评内容': '环境整洁，很干净，酒店设施齐全，交通便利，早餐也很不错，是不错的选择 哦', '短评打分': 3}
{'短评内容': '环境整洁，不错的选择', '短评打分': 5}
{'短评内容': '好，满意', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '+单人间面积太小。浴巾旧得让人感觉不舒服。', '短评打分': 5}
{'短评内容': '酒店环境不错，很安静。', '短评打分': 5}
{'短评内容': '房间还算干净，但是浴室个别地方有死角（缝隙发黑估计是发霉）。没有可饮用的凉水，喝水要么烧热水，要么喝mini吧里的矿泉水。', '短评打分': 5}
{'短评内容': '+酒店各种收费都贵的离谱，还莫名其妙，烂透了！', '短评打分': 5}
{'短评内容': '我已入住，新大都服务很好，只是停车场收费让入住客人不爽。该酒店应为入住客人提供免费仃车票。', '短评打分': 5}
{'短评内容': '订的3号楼，没房间，第一晚直接升级到主楼了。不过3号楼的条件确实很一般', '短评打分': 1}
{'短评内容': '大床很舒服，不愧是4星级酒店，也是北京的老字号了，虽然从外表看来确实很老了，但是里面却是一点都不含糊！走廊灯、洗手间灯都是声控的很神奇！只是插座少了一种制式，希望能赶紧哦~', '短评打分': 5}
{'短评内容': '总体还不错！上网收费，太黑！如果改进就好了。', '短评打分': 3}
{'短评内容': '适合带孩子来北京旅游入住，离动物园、天文馆、古生物馆都很近！', '短评打分': 3}
{'短评内容': '设施较陈旧，洗手间的毛巾上面有洞洞，明显可以看出是用的时间太长磨损造成的，价格也未体现出亿龙的优惠，因为我问了一下，前台接待人员说现在就是特价，所有客人不管是否亿龙会员，全部享受这个价格280元。', '短评打分': 1}
{'短评内容': '非常好，如果再包早餐就更好，有历史的酒店', '短评打分': 5}
{'短评内容': '还好。', '短评打分': 3}
{'短评内容': '在动物园上地铁，很方便！', '短评打分': 3}
{'短评内容': '很一般的酒店，地理位置还可以！', '短评打分': 1}
{'短评内容': '经常住，都赶上通勤了！还凑合吧！！', '短评打分': 3}
{'短评内容': '总体感觉还不错！设施该更新了！！！', '短评打分': 5}
{'短评内容': '还不错，很方便！！', '短评打分': 3}
{'短评内容': '三号楼的设施需要更新了，我上次住的房间门锁都要掉了！！', '短评打分': 3}
{'短评内容': '地理条件不错，环境很好，其他一般！', '短评打分': 5}
{'短评内容': '该宾馆在所处地理位置来说，比较方便，性价比较好，停车方便，餐饮等条件便利。只是3号楼上网收费。', '短评打分': 3}
{'短评内容': '该宾馆在所处地理位置来说，比较方便，性价比较好，停车方便，餐饮等条件便利。只是3号楼上网收费。', '短评打分': 5}
{'短评内容': '酒店还是不错的，卫生条件很好，服务也不错！就是上网收费很讨厌，其实酒店也没多收到多少钱！我用天翼了！！呵呵刚发错酒店了！！', '短评打分': 3}
{'短评内容': '新大都酒店我住过几次了，都是开会安排的，酒店还可以，性价比不高，宽带还收费。', '短评打分': 1}
{'短评内容': '由于在新大都开会，方便是很重要的。\r\n整体感觉不错，晚上看看世界杯。\r\n没有早餐，就到后门斜对面包子店，吃个小笼包和粥，5元搞定。\r\n', '短评打分': 5}
{'短评内容': '一般', '短评打分': 1}
{'短评内容': '设施不错，上网要收费，自助餐的菜不怎么样。', '短评打分': 5}
{'短评内容': '舒适、卫生、环境还不错。', '短评打分': 5}
{'短评内容': '我认为酒店很好，也希望大家到此酒店下榻。', '短评打分': 5}
{'短评内容': '还行位置好，干净，环境好，', '短评打分': 5}
{'短评内容': '酒店设施陈旧，价格不低，上网收费（1分钟1元！！太黑了！！！）', '短评打分': 3}
{'短评内容': '酒店设施陈旧，价格不低，上网收费（1分钟1元！！太黑了！！！）', '短评打分': 1}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '位置很好，交通也很方便，性价比不错', '短评打分': 5}
{'短评内容': '差', '短评打分': 3}
