{'短评内容': '非常满意', '短评打分': 5}
{'短评内容': '房间好小 床也好小 不过位置不错 对面就是时代广场', '短评打分': 3}
{'短评内容': '酒店超级方便，就在铜锣湾时代广场旁边，吃早点坐车的地方都很近，晚上可以逛到很晚回去都很安全', '短评打分': 5}
{'短评内容': '酒店超级方便，就在铜锣湾时代广场旁边，吃早点坐车的地方都很近，晚上可以逛到很晚回去都很安全。当时和同学一起去的，两个女生住也没觉得房间太小，东西很新，服务很好', '短评打分': 5}
{'短评内容': '连锁精品酒店  房间不如国内的大 但是也不小我比较喜欢 比较干净 位置好  隔音效果不错楼层也比较高', '短评打分': 5}
{'短评内容': '房间所谓的小 其实不是那么多小 待着很舒服 新开的 干净  ', '短评打分': 5}
{'短评内容': '地点不错，就在铜锣湾时代广场旁边，精品酒店还好很干净，风景不错', '短评打分': 5}
{'短评内容': '地理位置好，房间较小，干净，香港的服务业还是很不错的，就是价格有点高', '短评打分': 5}
{'短评内容': '按我们内地习惯，房间太小；但挺干净卫生。\n楼下就有18~20块港币的早饭套餐，能吃饱且有多种选择。\n房间隔音不太好，常传来楼道中南腔北调的大嗓门。\n', '短评打分': 5}
{'短评内容': '地理位置方便,价格便宜,酒店环境不错,有免费上网', '短评打分': 5}
{'短评内容': '地点不错~房间小点。', '短评打分': 3}
{'短评内容': '很好交通方便就是小了点，，，，，，，，，，，，，，，，，，，，，，，，，，，，，', '短评打分': 5}
{'短评内容': '酒店很好，位置方便，离时代广场50米，一街之隔，不足之处就是小一些，下次去还会入住的。', '短评打分': 3}
{'短评内容': '酒店管理很正规，服务到位，地点方便，设施比较齐全，有吹风机，转换插头，免费送瓶装水。卫生很好，装修较豪华，是不错的选择。以后还会入住。', '短评打分': 5}
{'短评内容': '地理位置非常好，紧邻时代广场，服务周到，性价比高，下次还会再来的~', '短评打分': 5}
{'短评内容': '优点：酒店位置比较不错，附近饮食方便。 不足之处是：房间隔音效果比较差。', '短评打分': 5}
{'短评内容': '非常好，交通方便，下次去还会去住的，还会推荐给其他的朋友。', '短评打分': 1}
{'短评内容': '位置在时代广场附近，服务态度还不错，就是房间太小。这次去，有了浴帘了，但是还不如没有，淋浴区域宽0.5m，长1m，都没法转身。但是楼下有很多很地道的小吃店，松记糖水店每天晚上排队的人都很多。', '短评打分': 5}
{'短评内容': '酒店位于香港时代广场的对面（穿过立交桥），还是比较方便的！装修的很新也比较满意，房间的确很小，卫生间还好，就是没有浴帘不太方便！洗脸盆是最小号的洗手盆！房间没有台灯，也没有书桌，行李只能堆放在地上。冬天没有热风很冷很潮，浴室抽风太强很吵，有点受不了！还好第二天又加了一床被子才睡得较安心！楼下附近有餐厅和市场，可以吃到新鲜的水果，很方便！酒店价格是很低了，住了2晚只要1500港币，推荐给大家！住惯5', '短评打分': 5}
{'短评内容': '交通便利，蛮好的。离开时代广场蛮近，地铁也近，浴室不错。', '短评打分': 5}
{'短评内容': '香港华丽精品酒店服务周到 我住的是33楼 景观很好', '短评打分': 3}
{'短评内容': '还可以.基本满足住宿的需求.也很方便.与旅游有关的资讯相对落后.', '短评打分': 5}
{'短评内容': '地理位置真的不错，离开铜锣湾地铁近，十分接近时代广场。酒店不错，很舒服，前台服务员都是帅哥，不错。', '短评打分': 5}
{'短评内容': '交通超方便,房间太小了,节日期间的价格超贵,性价比差点.', '短评打分': 5}
{'短评内容': '购物\\交通很方便,但节日期间价格贵,与酒点环境设施相比,性价比不高.', '短评打分': 5}
{'短评内容': '位置很好，房间很小，早餐很一般。价格便宜点就更好了。', '短评打分': 5}
{'短评内容': '入口在后街 住这主要是近时代广场 大堂在二楼 简单装修\n迷你客房 迷你浴室 价格不迷你 觉得客房就值1000左右', '短评打分': 1}
{'短评内容': '交通方便，购物方便，性价比较高，虽然两个人在房间基本侧着走路，但这样的地段也能理解。', '短评打分': 5}
{'短评内容': '酒店环境很好，交通便利', '短评打分': 3}
{'短评内容': '酒店房间小,周边有商圈购物方便。', '短评打分': 3}
{'短评内容': '房间非常小，卫生条件还可以。展会期间去的，性价比不高。', '短评打分': 5}
{'短评内容': '如果尽量早定的花，其实房间还是有便宜的啊', '短评打分': 5}
{'短评内容': '很不错的酒店，距离铜锣湾近，楼下还有一些小吃店。国庆10.04--10.07的时候去的订到800多港币的价格，非常实惠！！！！！强力推荐！！！！', '短评打分': 5}
{'短评内容': '酒店很满意', '短评打分': 3}
{'短评内容': '经理住，我也不清楚情况，很神奇的是第一次订的时候是1K多，国庆回来同个房型同个日期，变成5K多，太夸张叻吧', '短评打分': 5}
{'短评内容': '酒店房间比较小，12平左右，卫生还可以，Check in的较早，给升级到了三十多层。最大的优势是交通方便，紧邻时代广场。大堂服务尚可，客房服务一般，没有挂衣服的地方，只能堆放在自己的行李箱上。\n若房价高于1000元人民币以上不建议住这儿，实在太小。', '短评打分': 5}
{'短评内容': '房间超小，卫生一般，只是位置比较方便，不推荐。', '短评打分': 3}
{'短评内容': '非常好', '短评打分': 3}
{'短评内容': '太小太压抑了，性价比不高，下次肯定不会去了', '短评打分': 1}
{'短评内容': '酒店很新，装修有点欧式复古的感觉，标房虽小，但该有的设备都有了，在香港市区这个价的酒店算很实惠了，出门坐公车买吃的逛街都很方便！', '短评打分': 3}
{'短评内容': '9月最后一周星期四，才550hkd, 10月国庆后第一周的周五却要2000hkd+, 同样房型，无语，不过只要低于700Hkd的话，还是推荐的', '短评打分': 5}
{'短评内容': '帮同事定的酒店。。在9月份的最后一周，价格550hkd, 还是很超值的，不过不知到为何，现在hk的酒店价格波动很大很大，简直手不了。。', '短评打分': 5}
{'短评内容': '地点不错，去房间虽小但够干净，去时代广场及附近购物区很方便', '短评打分': 3}
{'短评内容': '酒店非常小，但是装修很新，很干净，很齐全，离时代广场非常近，打车的话说南洋酒店比较方便，到了南洋酒店往里再走20米就到啦', '短评打分': 5}
{'短评内容': '10月前的这周，价格只要550每天，还是很超值的，不过不知道为什么，现在hk酒店的价格波动好大好大啊', '短评打分': 5}
{'短评内容': '房间真太小了 连行李皆没地方放', '短评打分': 3}
{'短评内容': '交通很方便，卫生很干净，周末入住有点贵，期待价格回归。', '短评打分': 5}
{'短评内容': '非高峰期间了。价格有所下降。还是比较超值。现在的点评为何需要超过50个字了，我记得以前不许要这么多啊。。。。感觉没话可说', '短评打分': 5}
{'短评内容': '这是当时能找到的最便宜的酒店。尽管对香港寸土寸金有所预感，可是房间之小还是实在让人惊讶。大床房指的是两张小床拼起来的“大床”。', '短评打分': 1}
{'短评内容': '酒店位置相当的好 出去买一堆东西可以放回在接着购买 设施很齐全 也很温馨 比我想象中要好 吃东西也很方便 地铁在时代广场距离酒店 很近 走路几分钟 下次去还要住那 ', '短评打分': 5}
{'短评内容': '房间小，但不要忘了是香港。交通便利，周围有换钱的和市场。可以免费存行李。有免费的瓶装水。有免费无线网络。', '短评打分': 5}
{'短评内容': '酒店位置很不错哦，就在铜锣湾时代广场的边上，时代广场下面有地铁，酒店楼下有巴士，逛累了还可以上去休息一会儿。酒店服务也不错。', '短评打分': 5}
{'短评内容': '房间很小，不过地点方便，在香港已经还可以了。周边是当地人购物饮食的地方，是非常方便的地方。价格好还是不错的选择。', '短评打分': 5}
{'短评内容': '太小了，根本不能住，强烈要求换房,连衣柜都没。稍微进多人，连站的地方都没，太夸张了。照片发的不实，差太多了，大家一定要注意啊', '短评打分': 1}
{'短评内容': '价钱合理 房间不错就是小了点 ', '短评打分': 3}
{'短评内容': '坚决坚决不会跟我的朋友推荐这家，如家汉庭感觉都 比它好，这这么一晚让我觉得此时的我没有在香港。好破的酒店，电梯的等闪来闪去，又不是去蹦迪，回到酒店人家要的是温馨，弄得难受死了。电梯关门时还有很刺耳的滴滴声。房间特别特别小，味道也不好，设施更不好。隔天赶飞机，地方不好坐的士，门卫也没有帮忙叫，自己拖着一大堆行李跑来跑去，差点就误了机，坚决不去第二遍！', '短评打分': 1}
{'短评内容': '新開業的酒店在銅鑼灣區灣仔街市附近，南洋酒店背側，離時代廣場一街之隔，對購物者而言是絕好的位置。周圍吃食極方便，那條街上還有海鮮排檔型的飯店，凌晨後還人氣好旺。酒店的房間較小，典型的香港寸金地的體現，兩個人住都會覺得擠，無衣櫃、行李架，臨窗的桌板無照明，到了晚上暗暗的，應該需改進。我住高層有北窗的那間有小部份海景。公共走廊無空調或者說冷氣不足。總之，就那位置已覆蓋了那些無法改變的短處。', '短评打分': 5}
{'短评内容': '酒店位置不错，在时代广场旁边，就是房间较小', '短评打分': 5}
{'短评内容': '酒店不错 住在高层晚上可以看到很棒的景色', '短评打分': 3}
{'短评内容': '最近價格太貴了。。對不起房間的品質，還是不要老是給推薦的評價了', '短评打分': 1}
{'短评内容': '床確實不錯，但是估計是開了幾個月之後，客流量上來了，價格不便宜，。。', '短评打分': 5}
{'短评内容': '硬件实在太差劲，设施还不如国内的7天连锁旅馆呢！', '短评打分': 1}
{'短评内容': '房间干净卫生，地处铜锣湾时代广场附近，步行到时代广场3分钟。但是房间有些MINI。', '短评打分': 5}
{'短评内容': '房间太小了,跟如心比差太远!卫生间也超小,虽然距离地铁站不远,但是很难找,很多当地人都不知道.', '短评打分': 1}
{'短评内容': '奉劝单身出差的男生如果不希望让人误会就别住这里，因为酒店的格局太类似三星级时钟酒店了！客房的设施和装潢也简陋得很，连个衣柜也没有，卫生纸也没挂干的，只是放在水槽底下的木版上。国内的如家都比它强！！', '短评打分': 1}
{'短评内容': '挺干净的，但是不知道为什么这种类型的酒店可以在summer sales的时候狮子大开口，搞这么高的价格', '短评打分': 5}
{'短评内容': '這傢酒店的床墊真的不錯，就是房間太小，標準閒的話，有些房間的水斗甚至不在廁所裏面。。。但是確實對旅遊的人來説，很方便，離開時代廣場就一條馬路', '短评打分': 5}
{'短评内容': '酒店走到铜锣湾时代广场5分钟,酒店很新很干净,大床房很小适合短住', '短评打分': 3}
{'短评内容': '這傢酒店離開時代廣場就是馬路對面的距離，交通方便，性價比高，缺點是房間太小，另外出了最高級別的房型，其他的都沒桌子，不適合出差人士', '短评打分': 5}
{'短评内容': '不错\u3000', '短评打分': 3}
