{'短评内容': '早餐不错', '短评打分': 5}
{'短评内容': '房间的装修还是比较时尚的，交通也便利。本来这次还想选这家，没想到房价从198涨到398了，有点小贵，只能放弃了。这家入住的老外比较多，早餐还不错，值得一住。', '短评打分': 5}
{'短评内容': '环境不错，卫生间不是很棒', '短评打分': 3}
{'短评内容': '酒店的环境还是很不错的，很有情调，似乎比较适合情侣之类的。洗手间没有门锁的，汗。。。超级的暧昧。里面的设备也很完备，就是电视的节目太少了点。', '短评打分': 5}
{'短评内容': '经济实惠！ 内装特别！\n离义乌市场也近！就是房间感觉不是很大！', '短评打分': 5}
{'短评内容': '早餐很丰富,但房间及走道有霉味,还算整洁,冰箱内的水要钱,有点不合理....', '短评打分': 3}
{'短评内容': '干净，舒服。赞，价格公道，下次来还住这里', '短评打分': 5}
{'短评内容': '交通方便，离市场及车站都很近.房间也还算乾净...', '短评打分': 5}
{'短评内容': '还可以。', '短评打分': 3}
{'短评内容': '酒店位置挺好，环境也不错，还有免费早餐供应', '短评打分': 5}
{'短评内容': '离宾王客运中心很近。。地段还不错！~以后有机会在入住，只是床太小了！~希望床能大点!~', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '比较干净舒适，前台女孩子服务态度很不错', '短评打分': 3}
{'短评内容': '很不错，房间很舒适，早餐也很不错，距离夜市和福田市场都很近', '短评打分': 5}
{'短评内容': '很适合，就是老外的香水味太重了，呵呵。貌似义乌的酒店都这样！', '短评打分': 5}
{'短评内容': '环境还可以，早餐一般，卫生间淋浴龙头漏水', '短评打分': 3}
{'短评内容': '此酒店是我住过的所有酒店中最斤斤计较的，床单脏了你要额外付洗涤费，闻所未闻。淋浴房的龙头水花乱飞，你不知去哪里找水源。洗个澡很费力，洗完后你又会发现脚巾已经湿了一大片。床还行，枕头也不错。', '短评打分': 1}
{'短评内容': '这是给朋友订的房，朋友回来告诉我，旅馆还不错，虽然房间不算大，但是舒适性还不错，旅馆里的老外不少，早餐略显单调了些', '短评打分': 5}
{'短评内容': '干净整洁，下次继续入住，就是万能充电器太少了，电梯老坏，早餐太简单了，', '短评打分': 5}
{'短评内容': '非常喜欢这家酒店！\n来住了好几次了。正如该店的名字一样，时尚的设计、迷离的灯光、还有十分考究的杯具、洗具、洁具、卫浴等等，无一不令人爱不释手！ \n\n房间的地毯干净如新，卫生间的设计也是简约、大气。房间的备品一应俱全，有免费的红茶、绿茶、咖啡等饮品。酒店配备的浴巾、毛巾都很厚，可以和五星级酒店相媲美了。\n\n房间的大床十分舒适，住了一个星期，都不想走了。十分期待能再次入住这家酒店！', '短评打分': 5}
{'短评内容': '酒店还可以，所在地段相当不错，交通很便利！', '短评打分': 5}
{'短评内容': '我住的是708,商务单间B,房间是非常紧凑型的,有个非常不好的是没有一面镜子只有玻璃墙,还有就是隔音很差,都能听得到隔壁房间哗啦啦的水声,好在窗户非常通风.另外还有个710,这个房间是房型是带跟石柱子的,非常不好的是房间气味非常浓重,而且窗户只有一扇,且不通风.后来换了一个610稍微好点,但是房间气味还是比较大.不过服务还是不错的.位置也还可以,只是相比怡嘉其他几个品牌酒店要差点．', '短评打分': 5}
{'短评内容': '在义乌住过的经济型酒店，这家很不错！下次还将入住。', '短评打分': 5}
{'短评内容': '整体性价比还是挺高的，最近的早餐也稍微丰富了。出差义乌都住这个酒店。', '短评打分': 5}
{'短评内容': '酒店一般 有点杂乱 不是很满意 卫生条件一般 ', '短评打分': 3}
{'短评内容': '卫生条件还可以 服务一般  设施比较陈旧 位置还可以 性价比一般', '短评打分': 5}
{'短评内容': '酒店还是可以的 性价比比较高 交通便利 不错 有免费的咖啡', '短评打分': 5}
{'短评内容': '相对来说是比较好的一家 个人觉得除了服务其他都很好  服务有待提高', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '前台小姐很仔细很周到，房间有电脑，上网比较方便，床很大也比较舒服。', '短评打分': 5}
{'短评内容': '其他都不错，就是服务总台的那个男经理态度很差。房间里面的布置很见细心。', '短评打分': 1}
{'短评内容': '＋怡嘉连锁酒店真的很不错，有家的感觉，很干净，舒服！', '短评打分': 5}
{'短评内容': '整体住宿环境还不错哦，早餐最近也有改善了。', '短评打分': 3}
{'短评内容': '在义乌，风尚酒店的服务还是很到位的。', '短评打分': 5}
{'短评内容': '到义乌经常入住这家酒店，只得推荐。做卫生的阿姨很有礼貌和专业！', '短评打分': 5}
{'短评内容': '晚上电脑上不了网，服务员态度极差地处理，离开时摔门而走。', '短评打分': 1}
{'短评内容': '房间很小。\r\n结帐的那天说是刷卡机坏了，非要改付现金。前台保证预先信用卡刷的500元预授权第二天就归还，入住那天6月26日，今天7月13日，那500预授权还被酒店霸占着，难道想吃点利息？不知道哪里可以投诉\r\n反正再也不会去那家酒店了', '短评打分': 1}
{'短评内容': '这个酒店现在是越来越差，刚开始住的时候还可以，可能时间长了吧，很多东西都坏了也没有人修，介意清洁工打扫完房间最好不要开窗户，真的外面的气味飘进来简直无法呼吸，是该重装修的时候了。', '短评打分': 3}
{'短评内容': '整体服务很不错。就是早餐台、太单调了。', '短评打分': 5}
{'短评内容': '我客人住的是710的房间，那天入住的时候帮他送到房间里，天哪，一走进去气味真的是太吓人了，也许他们开了窗户，从外面传飘进来的气味真的太难闻了，还有就是空调的那个窗一半掉了下来，不小心也许空调风吹着吹着就会砸下来，还有水不热还很小，房间的格局也让人不舒服，要是那种房间的话相经之下这个价格也是相对来说是高的，不过位置还不错，所以只好将就一下了。', '短评打分': 1}
{'短评内容': '总体来讲还不错。就是早餐比较单调。', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '五一入住的，下午两点到却被告知要五点才能入住，原因是说我预定的时候说入住时间是五点到八点，我只说过最晚八点入住从来没说过最早五点来，让我及其无奈 放下行李去国贸逛到晚上才入住 非常不满！\r\n最让我不满意的是当天三十几度的天号称四星级的宾馆却不开空调！晚上十点多被热醒，打电话给前台被告知空调没开，也不肯开，说还没有到开空调的时间，无奈只能忍着热，十二点多实在热死了又打电话问什么情况下才能开空调？白天', '短评打分': 1}
{'短评内容': '交通方便 地处市中心 在2大市场之间 来往确实很便义乌利 周边的娱乐场所也蛮多  下次去义乌还是住风尚 ', '短评打分': 5}
{'短评内容': '经济实惠，服务及环境还不错。', '短评打分': 3}
{'短评内容': '第一次入住，感觉不错，以后还会去', '短评打分': 5}
{'短评内容': '到酒店的时间是12：30， 可前台却告知我们之前预订的优惠房型还没有空出来，如果现在要入住就只有更贵一些的商务大间。感觉很不合理，可是却没办法。而且入住后才发现酒店给安排的是顶楼最边上的一间，夜里睡觉时感觉像有飞机在耳边起降的声音，让人难以忍受。最后反复了解，才知道原来此房间上面装了三台中央空调的主机，只有关掉才会没有声音。又经过反复的协商，酒店才答应把主机关掉，弄到夜里12点多，完全没有休息好。', '短评打分': 1}
{'短评内容': '酒店离商贸城很近，房间设施也不错，早餐用餐区需要扩大', '短评打分': 5}
{'短评内容': '客人很满意！', '短评打分': 5}
{'短评内容': '性价比还可以，价格适中。', '短评打分': 3}
{'短评内容': '由于是刚过完年，早点品种很少，牛奶与橙汁都是冷的如果是温的就比较好了，希望以后能改进以下', '短评打分': 5}
{'短评内容': '早餐实在不怎么样，房间小，隔音还可以，淋浴的喷头都坏了，地理位置好', '短评打分': 1}
{'短评内容': '淋浴房地漏不太好,淋浴喷头也松动,很麻烦，但还能将就。其它还好。\r\n酒店位置不错，方便，服务也还好。', '短评打分': 5}
{'短评内容': '酒店环境不错,房间很小,卫生一般,床上的床单枕套比较脏没有及时更换,电脑也能用,位置比较好.', '短评打分': 3}
{'短评内容': '义乌的酒店来说，怡嘉这个品牌的酒店还是不错的。', '短评打分': 5}
{'短评内容': '我们是12月21日入住8215房间，这个酒店总体都很好。 但遗憾的是卫生间里的沐浴房地漏不好，沐浴房往外漏水。 热水的温度也不够，水太凉。 ', '短评打分': 5}
{'短评内容': '这家酒店的服务很不错，房间的卫生和设施还行，不过在义乌这个地方，价格还是稍微有点高，性价比低一些，整体感觉还不错', '短评打分': 3}
{'短评内容': '酒店就是里面的外国人比较多,所以有很浓的香水味,感觉不太适应,其他方面方面都挺好的.', '短评打分': 3}
{'短评内容': '每次来义乌都住这个酒店性价比很好,位置很好交通很方便,很推荐的酒店.', '短评打分': 3}
{'短评内容': '什么都还好啦，就是有一点非常不好！退房时间12点。现在义乌的很多酒店退房都是下午两点。为了这点或许以后不会再住了。。。', '短评打分': 5}
{'短评内容': '很不错，很温馨，很舒适', '短评打分': 5}
