{'短评内容': '真心不错，值得入住', '短评打分': 5}
{'短评内容': '房间很宽畅，服务质量一般，本人确定没有消费，结账时非要说喝了瓶矿泉水，由于着急，没有理论。', '短评打分': 5}
{'短评内容': '不错，房间很大很干净，装修的也很现代，超值', '短评打分': 5}
{'短评内容': '第二此入住了，很不错。就是退房太慢了，希望能改进', '短评打分': 5}
{'短评内容': '环境还是不错的  但是退房速度很无语  跟大爷一样', '短评打分': 5}
{'短评内容': '房间很宽敞，舒适度不错，整体都还好。可以推荐入住。', '短评打分': 5}
{'短评内容': '性价比非常好的一家酒店，下次去那边还是考虑入住滴，支持一下。', '短评打分': 5}
{'短评内容': '酒店的设施配置都很新，卫生也很好，干净舒适。价格合理适中，可以推荐入住。', '短评打分': 5}
{'短评内容': '酒店的设施配置比较一般，地理位置还不错，卫生还不错。', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '杭州这家酒店整体还不错，设施环境也很达标，和房价标准相符。', '短评打分': 5}
{'短评内容': '很好，很舒服。方便。床很大，羽绒的枕头，被子相当舒服用着！', '短评打分': 5}
{'短评内容': '超好的房间，超舒服的床品，强烈推荐\n旁边就是衣之家，和屈臣氏，还有几家KTV，吃饭购物都很方便。\n下次来还住这里·', '短评打分': 5}
{'短评内容': '对酒店蛮满意的，位置出行方便，周围吃饭也很方便。', '短评打分': 5}
{'短评内容': '房间不错', '短评打分': 3}
{'短评内容': '酒店位置挺好的，地处闹市区，出行生活都比较方便。', '短评打分': 5}
{'短评内容': '退房慢的要死  服务员态度差 不够专业！！！！！', '短评打分': 1}
{'短评内容': '酒店很干净 时尚 房间也大 大床 液晶电脑 都可以\n就是偏了点 在萧山 不过周围还可以 比较繁华', '短评打分': 5}
{'短评内容': '房间很舒适，睡眠质量好。位置也相当方便，非常值得推荐的酒店。', '短评打分': 5}
{'短评内容': '酒店地处恒隆广场，购物，娱乐餐饮都很方便，很好的快捷酒店。', '短评打分': 5}
{'短评内容': '第二次去住，下次还会去。喜欢那里房间宽敞，床大，有电脑上网，周边娱乐方便，尤其是看电影，呵呵……', '短评打分': 5}
{'短评内容': '很好，房间很大，床很舒服，超级好，哈哈，有电脑', '短评打分': 5}
{'短评内容': '已经第二次住了  感觉不好  退房速度太慢 起码要等10分钟  服务员也不够专业！', '短评打分': 1}
{'短评内容': '被子超级舒服，酒店很不错，装修很特别，有家的感觉', '短评打分': 5}
{'短评内容': '很不错很不错很不错很不错很不错很不错很不错很不错', '短评打分': 5}
{'短评内容': '酒店很不错。。。。入住的复式套房是两层的。。。很有家的感觉。。。。很新的装扮。。。服务也很好。。。还有早饭。。。很贴心。。。物超所值啊。。。。', '短评打分': 5}
{'短评内容': '不错！', '短评打分': 3}
{'短评内容': '房间很干净比较大设施很全 他的躺椅我很喜欢 服务态度很不错 ', '短评打分': 5}
{'短评内容': '酒店实在是的点离谱，明明打电话过去说客人会晚到店，请延长保留时间。回答也说没问题。等客人到了之后却说没有联络，已经没房了。', '短评打分': 1}
{'短评内容': '装修卫生都是很好的尤其是里面的床事很舒服的，位置也很方便但不是在杭州市中心。不过酒店的性价比还是很高的，服务态度可能是刚开业的所以还是有待加强。', '短评打分': 5}
{'短评内容': '位置较佳，空间很大，卫生也很好！早餐的种类一般！', '短评打分': 5}
{'短评内容': '不错，值得推荐，下次还会入住，环境很舒适，蛮干净的！', '短评打分': 5}
{'短评内容': '房间比较舒适干净，地理位置优越，吃喝玩乐都比较高，性价比较高', '短评打分': 3}
{'短评内容': '这是我第一次入住，房间很宽敞，还有电脑，晚上也很安静，挺好的，值得一住', '短评打分': 5}
{'短评内容': '晚上很安静，附件吃饭也很方便，尤其是在萧山玩的朋友可以选择入住，', '短评打分': 5}
{'短评内容': '位置不错，房间也比较新。', '短评打分': 3}
{'短评内容': '还不错的酒店', '短评打分': 5}
{'短评内容': '酒店位于恒隆广场，购物、美食、电影都很方便，但处在热闹处，睡眠质量还是很好。套房房间很大，色彩运用比较大胆，早餐也过得去。缺点是房卡总是失灵，不知问题出在哪里，窗帘导轨也已损坏，修理还算及时。', '短评打分': 5}
{'短评内容': '性价比很高。。。。入住的房间是复式的。。。房间很大。。。很不错。。。。服务也很好。。。。设计很合理。。。有家的感觉。。。。', '短评打分': 5}
{'短评内容': '房间很好，很好，真的很好，希望大家喜欢，有loft的', '短评打分': 5}
{'短评内容': '其他都很好美中不足的是  房卡怎么也开不了门  老要叫服务帮忙  后来及时换了房 还不错', '短评打分': 5}
{'短评内容': '服务态度也很好，下次还住。早餐有点简单，花样应该再多一些就更好了', '短评打分': 3}
{'短评内容': '房间超大，设施很温馨，朋友看了很满意，而且地处萧山繁华地段，很不错。', '短评打分': 5}
{'短评内容': '房间很大 装修很好 符合我的审美观 价格还算合适 就是位置太偏了点 坐车去那的路上 我还一直以为到了农村', '短评打分': 5}
{'短评内容': '位置还可以，空间很大，比一般的快捷酒店要好', '短评打分': 5}
{'短评内容': '同价位的里面相当好的了，西湖旅游可以住这里，就是不方便晚上吃小吃，去杭州也要近两个小时', '短评打分': 5}
{'短评内容': '感觉住得挺好的，环境很好，配套也齐全，安静。', '短评打分': 3}
{'短评内容': '房间很好，位置也不错，很喜欢', '短评打分': 5}
{'短评内容': '环境好', '短评打分': 5}
{'短评内容': '颜色很多种，不过蛮好看的，空间很大，风景也不错', '短评打分': 5}
{'短评内容': '酒店总的条件和服务均可，前台服务态度应进一步改进。', '短评打分': 5}
{'短评内容': '还可以吧，性价比还算行，正好别的酒店都满了才住的这家，酒店的设施算是新的，就是设计师对色彩的运用实在是不敢恭维，颜色过于扎眼，影响舒适度，降低温馨的感觉唉，尤其是被子用的是深蓝色感觉很无语，被子也有点不太干净的地方，看在位置还算方便的份上，总的还算行吧', '短评打分': 1}
{'短评内容': '位置很好很方便促销期间价格和服务质量很满意', '短评打分': 5}
{'短评内容': '房间很大，位置还好，下次还会入住！酒店的早餐虽然不包括在房价之内，但还算丰盛，还有现磨的咖啡！味道不错！\r\n', '短评打分': 5}
{'短评内容': '服务态度差了一些业务方面还不是很熟悉开房间等的时间还是挺久的，房间还不错倒是挺干净的，位置也还可以。', '短评打分': 5}
{'短评内容': '价格高~服务速度慢的很~开房没有20分钟搞不定，退房也一样', '短评打分': 1}
{'短评内容': '酒店式的公寓，卫生间、厨房和客厅都不算小，由于新酒店，设备还在等于调试中，厅里空调漏水，最关键的是睡觉的房间内的空调外机就放在其中，声音到不大，就是周围热的慌,住在10楼，晚上还是比较安静的！', '短评打分': 5}
{'短评内容': '没有早餐', '短评打分': 5}
