{'descr': '。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '房间满小的,不过地理位置真的很好,在市中心的,穿过马路就是大洋百货,地铁口就在大洋百货下面.房间卫生也可以的', 'star': 5}
{'descr': '房间满小的,不过地理位置真的很好,在市中心的,穿过马路就是大洋百货,地铁口就在大洋百货下面.房间卫生也可以的', 'star': 5}
{'descr': ' 房间不大，而且不隔音，很吵，没办法睡觉，一大早就听见汽车声，价格还高， 不要选择为好', 'star': 3}
{'descr': ' 房间不大，而且不隔音，很吵，没办法睡觉，一大早就听见汽车声，价格还高， 不要选择为好', 'star': 3}
{'descr': '价格合理，地理位置好，但房间有异味。请重视。', 'star': 5}
{'descr': '价格合理，地理位置好，但房间有异味。请重视。', 'star': 5}
{'descr': '酒店的位置无话可说，可是服务就是不配套好，莫泰的该从新装修了，已经无法跟上客人的消费和审美观念了，否则将会失去很多老顾客了。', 'star': 5}
{'descr': '酒店的位置无话可说，可是服务就是不配套好，莫泰的该从新装修了，已经无法跟上客人的消费和审美观念了，否则将会失去很多老顾客了。', 'star': 5}
{'descr': '房间价钱设施还可以。200块钱还算可以，卫生还需要提高一下，还有酒店不是很隔音。噪音大', 'star': 5}
{'descr': '房间价钱设施还可以。200块钱还算可以，卫生还需要提高一下，还有酒店不是很隔音。噪音大', 'star': 5}
{'descr': '新街口附近最便宜的酒店，交通便利，不过晚上要注意防盗安全，而且隔音一般', 'star': 5}
{'descr': '新街口附近最便宜的酒店，交通便利，不过晚上要注意防盗安全，而且隔音一般', 'star': 5}
{'descr': '房间是没有窗户的，虽然一开始就知道，可是屋子里的味道太浓了，可以想象一下住在一件满屋子都是厕所味道的房间是什么感觉', 'star': 1}
{'descr': '房间是没有窗户的，虽然一开始就知道，可是屋子里的味道太浓了，可以想象一下住在一件满屋子都是厕所味道的房间是什么感觉', 'star': 1}
{'descr': '环境不错！在市区，停车也很方便！就是有点吵！', 'star': 5}
{'descr': '环境不错！在市区，停车也很方便！就是有点吵！', 'star': 5}
{'descr': '地点很不错，大洋百货对面，环境不错，这个价位住这个房间，我觉得很不错了。', 'star': 5}
{'descr': '地点很不错，大洋百货对面，环境不错，这个价位住这个房间，我觉得很不错了。', 'star': 5}
{'descr': '房间虽然有点小，但是非常干净。喜欢卫生间，蛮大的。淋浴有花洒和手拿的，很不错。就是隔音需要再加强点。总之很满意，地段又好。对面就是新街口。', 'star': 5}
{'descr': '房间虽然有点小，但是非常干净。喜欢卫生间，蛮大的。淋浴有花洒和手拿的，很不错。就是隔音需要再加强点。总之很满意，地段又好。对面就是新街口。', 'star': 5}
{'descr': '主要是交通方便，吃饭也方便，附近有很多小吃。', 'star': 5}
{'descr': '主要是交通方便，吃饭也方便，附近有很多小吃。', 'star': 5}
{'descr': '在新街口出差，很方便。但是晚上温度太低，又没有多的被子，有点冷。', 'star': 5}
{'descr': '在新街口出差，很方便。但是晚上温度太低，又没有多的被子，有点冷。', 'star': 5}
{'descr': '       比      较      方           便', 'star': 1}
{'descr': '       比      较      方           便', 'star': 1}
{'descr': '习惯到南京就住莫泰了！', 'star': 3}
{'descr': '习惯到南京就住莫泰了！', 'star': 3}
{'descr': '很不错！价格很实惠，服务也很好！值得推荐。。。。。', 'star': 5}
{'descr': '很不错！价格很实惠，服务也很好！值得推荐。。。。。', 'star': 5}
{'descr': '主要是交通方便，附近吃饭也方便。就是房间比较小。', 'star': 5}
{'descr': '主要是交通方便，附近吃饭也方便。就是房间比较小。', 'star': 5}
{'descr': '很小间，可是位置很方便，交通很便利，房间虽小但也很干净，给人很舒服的感觉', 'star': 5}
{'descr': '就在大洋对面，购物用餐首选啊。。。。。。。', 'star': 5}
{'descr': '房间挺大，水也很热，就在市中心，出行很方便', 'star': 5}
{'descr': '房间挺干净的，宽敞，也比较安静，有吹风机~', 'star': 5}
{'descr': '在大洋出差，主要是出门方便。而且旁边很多吃的。还行吧。', 'star': 5}
{'descr': '房间太小了！！！啊！！！！！！！！！！！！！！！！', 'star': 1}
{'descr': '交通很便捷，但是前台有点混乱，当天大概一下进去人太多，来不及，一团乱', 'star': 5}
{'descr': '不错不错，卫生、干净，我们下次还会再来的！', 'star': 5}
{'descr': '还不错吧，订的大床房，床是挺大的，卫生间也不小，总体评价良好', 'star': 3}
{'descr': '位置比较好找，新街口地铁出来走几步就到。\n房间有点闷，可能是前面客人空调打太足了，窗户又是朝封闭的天井的。\n隔音不太好啊，撞击声此即彼伏的， 汗。。。。。。', 'star': 5}
{'descr': '真的一般。但交通便利~新街口中心地段。大洋百货，中央商场就在跟前。', 'star': 5}
{'descr': '挺温馨的，方便。一家人住的挺开心的，以后还来住的', 'star': 5}
{'descr': ' 订的商务大床房，房间有点小，卫生间是透明的，不太适应。不过整体环境和服务还不错~', 'star': 3}
{'descr': '房间小 床的弹簧咯人 隔音效果不怎样 地理位置不错', 'star': 5}
{'descr': '电视机土了点，遥控器也不太好使，但标房床很大，浴室设计的有点。。。。168嘛。。懂的。', 'star': 5}
{'descr': '很方便，离地铁很近，吃的也多，不错的酒店，就是有点迷你', 'star': 5}
{'descr': '地点不错，在市中心，适合逛街，下次还会定这家酒店的。', 'star': 5}
{'descr': '虽然巷子有点小，但是离新街口很近，楼下吃的也很多，房间很干净', 'star': 5}
{'descr': '地址非常便利，明瓦廊前面，夜宵早点方便搞起，大洋中央就在对面，逛街超级方便的。服务态度好，也灵活，挺好的。房间小，但是有窗子，紧凑够用了。卫生间就用磨砂玻璃隔开了，厄，这个能不能改改？', 'star': 5}
{'descr': '价格贵还不说，房间还出奇的小，这是是住过最袖珍的连锁店了。地址离街上到是很方便，楼下有各种小吃，还有24小时的MC和干锅牛蛙火锅（貌似大家评价都不错的）\n主要真是的房间住的是在太压抑了，我们住的7楼的商务大床房，基本上没有你想做伸展运动的位置。洗澡的水也不算大。环境不闹，楼下有停车位，但是很小。南京人总是把方言挂嘴上，听都听不懂，这也没办法。但是凭什么别人消费怎么都说是在188左右？不理解。。。还', 'star': 1}
{'descr': '位置不错，房间很小，服务态度不是很好，早饭太简陋了', 'star': 5}
{'descr': '酒店的地点太好，太方便了，酒店本身也不错，干净整洁。是我住过最好的快捷酒店房间。总之一句话，值得推荐，价格不贵，购物吃饭交通都方便。', 'star': 5}
{'descr': '淋浴水太小~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '酒店位置不错，设施还好，就是房间太小了些，服务呢，也不是很好', 'star': 5}
{'descr': '服務態度不錯，交通非常便利，對面就是百貨公司，逛街很方便\n', 'star': 5}
{'descr': '商务酒店。。。设施没什么意见。。。\n酒店交通很不方便。。。计程车不愿意进去。。\n周围又有栏杆。。。出入都要兜个大圈。。。', 'star': 5}
{'descr': '总体不错 就是地方有点难找.', 'star': 1}
{'descr': '不错，交通非常方便，过条马路就是大洋百货，晚上睡觉前可以没事去逛逛', 'star': 5}
{'descr': '：卫生条件还行，房间太小，床不是很舒服。整体只能说性价比一般。', 'star': 3}
{'descr': '位置不错，价格也可以，最主要的是位置。\n\n隔音效果不好，早餐没有什么吃的，而且贵。', 'star': 5}
{'descr': '酒店位置很好，逛街很方便，房间整体不错，有点小。', 'star': 5}
{'descr': '酒店设施陈旧，最令人难以接受的是洗手间与卧室之间是用透明玻璃隔断，即使与家人同住这种形式也十分尴尬！\n\n建议到与其相邻的速8酒店入住。', 'star': 1}
{'descr': '条件一般，毛巾比较破旧，没有赠送纯净水。', 'star': 5}
{'descr': '不错。。。设施还好。。。\n交通方便。。就是难找一点。。。', 'star': 5}
{'descr': '交通比较便利。。。很好找。。就是房间隔音不好。。。', 'star': 5}
{'descr': '环境蛮好的｀｀出行方便，靠近地铁站，以后还会住的', 'star': 5}
{'descr': '很一般  房价太小  而且我住的房间 过道上都有床', 'star': 1}
{'descr': '酒店房间陈旧了啊，开门先看到洗脸台，洗脸台不在卫生间里面，大家住这块区域的话，还是住周边的如家，七天，汉庭，都近的，价格还比这便宜。', 'star': 3}
{'descr': '，大床房太小，电视机很破，装潢多年未变。', 'star': 3}
{'descr': '虽然位置不错，地铁口出来，大洋百货对面。但是房间很小，不安静，对面餐饮店的鼓风机半夜还很吵。房间窗户都很脏，烟味重，卫生很差。实在不推荐这种酒店。', 'star': 1}
{'descr': '位置很好，周围吃的也多，，性价比比较高，特价房虽说无窗但有窗，就是不朝外面，但是能透气比一般酒店无窗的要好', 'star': 5}
{'descr': '新街口中心地带，地理位置非常好，地铁公交都很便利。楼下很多美食，吃东西也比较方便，比起羊皮巷那家莫泰新，所以干净一些。总之还不错。', 'star': 5}
{'descr': '帮同事定的，以前自己出差也是住这里的。环境不错，门口有很多小吃店，吃饭不用到处找地方。交通也很便利。', 'star': 5}
{'descr': '帮同事预定的，因为经常出差在附近。而我自己每次出差也是在中山南路一带。以前也是在这入住，交通很方便。而且很能外籍人员入住。', 'star': 5}
{'descr': ' 酒店地理位置不错，在市区，靠新街口很近，出行很方便，我订的是特价房，房间还可以，酒店环境也不错，第二次来了，下次还会去', 'star': 5}
{'descr': '离新街口很近，逛街很方便，酒店里的装修一般般，就是占了个位置的优势，要不也就值100多块钱一晚，希望能更实惠！', 'star': 5}
{'descr': '房间挺干净，还不错，下次外出还要住。', 'star': 3}
{'descr': '千万不要入住，房间和服务态度都非常糟糕，一进去就看到前台在和客人吵架，感觉在付钱买难受，附近还有很多酒店，随便一家都比这家强，永远不会再入住莫泰168了。', 'star': 1}
{'descr': '如果你把地理位置放首位，这家酒店不错，其余表现一般，特别是隔音效果特差！', 'star': 1}
{'descr': '交通确实超便利，旁边就是大洋，也是为此入住，但是商务大床房的空间都那么小，洗澡转个身都困难，设施总体偏旧，枕套上有用旧了洗不掉的那种脏斑，也可能天气原因，房间床单感觉有点潮湿', 'star': 1}
{'descr': '空间太小了，厕所很小，空调打不冷，电视机的遥控器都不好用。', 'star': 1}
{'descr': '交通方便 边上就有项记面馆，星巴克 必胜客 KFC 麦当劳COSTA都在边上走几步路就到，店内环境比较一半，卫生间异味，天花板也有掉落且比较大片，总体不错', 'star': 5}
{'descr': '位置不错，步行地铁马路对面，周围吃饭方便，购物交通等都可以。', 'star': 5}
{'descr': '位置极佳，房间偏小，卫生间水压低，交通不错，大体尚可，推荐吧。', 'star': 1}
{'descr': '地址还好，处在很繁华的地段，价们也比较合适。就是门口小了点，不太容易找到。设备感觉旧了点，不过这性价比也算很不错了', 'star': 5}
{'descr': '酒店还不错吧.没什么感觉不好的.也没什么感觉很好的,', 'star': 5}
{'descr': '交通很方便、、酒店的设施也很不错  还算挺满意的', 'star': 5}
{'descr': '逛街,交通,都十分方便.可惜的是房間太小,服務員的態度普通', 'star': 5}
{'descr': '整体还不错，除了房间小点，其他都还可以！', 'star': 5}
{'descr': '地理位置不错,房间不大,但也算对得起这个价格.', 'star': 5}
{'descr': '总体不错，就说洗澡水水压不够，水太小~\n另，靠窗位置吵了点\n服务员态度好', 'star': 5}
{'descr': '不错，很好。', 'star': 3}
{'descr': '总体感觉还不错，比较整洁，安全。还会再住', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '位置还是很方便的，就在大洋百货对面，出门就是新街口地铁站的15号口。去哪里都很近。\n定的特价大床房，很大很干净，牙膏、拖鞋、毛巾什么的都很齐全，还有电热水壶，不过我没有用就是了。\n但是有两点要提出批评，一是电梯谁都可以进，没有凭房卡刷卡用电梯的设置，晚上总觉得有点不安全，而且闲杂人等出入就比较严重了。第二就是因为第一点导致的，门缝里总会塞进来很多从事特殊服务的名片，让人挺不舒服的，我又是一个女孩子', 'star': 5}
{'descr': '很干净，内设温馨，一贯的莫泰风格。不过还是老问题，隔音太差。 总体来说很满意。', 'star': 5}
{'descr': '市中心啦，方便，楼下吃饭得地方不少。。。。。。。。。。', 'star': 5}
{'descr': '按地址不太好找，在大洋百货对面麦当劳后面的五楼，设施有点旧\r\n刘军', 'star': 3}
{'descr': '相当可以 就是房间没有饮料！要去吧台买 不方便。', 'star': 5}
{'descr': '住的地方很好找，就在大洋的对面，出行很方便，房间内设施也不错，服务也不错，以后还会来住~~~推荐~~', 'star': 5}
{'descr': '环境还是比较清静的，公交也很方便。隔音也还行，总体而言还算不错。', 'star': 5}
{'descr': '服务挺热情，地处新街口商业圈，交通便利，总之挺方便，但隔音效果太差，隔壁两个人讲了一夜的话，我这里听的清清楚楚。', 'star': 5}
{'descr': '房间设施较新，采光良好，较为舒适，就是床垫太软，不知睡后明天是否会腰酸背疼。', 'star': 3}
{'descr': '酒店的位置很不错，服务也还好，就是房间比较小了点，电梯没人管理直接可以进客房层，有点不太安全', 'star': 5}
{'descr': '就在大洋对面的麦叔叔后面\u3000地理位置很好\u3000非常方便', 'star': 3}
{'descr': '很干净，很温馨！空间也不错，唯一的就是电视有点旧，强烈推荐', 'star': 5}
{'descr': '位置很好从新街口的地铁口出来便是这家酒店，周围也较方便大洋百货就在对面，唯一缺点就是有点超，早上没睡好', 'star': 5}
{'descr': '还不错 就是房间小了点，服务周到 很干净', 'star': 5}
{'descr': '很适合准备夜宵一顿的同志们……虽然虽然在明瓦廊上面但是完全不吵，隔音效果很好。唯一不喜欢的是电视……真老啊可以换了', 'star': 5}
{'descr': '很好，交通便利，出行方便，酒店设备齐全，干净卫生', 'star': 5}
{'descr': '去之前还有点怀疑，到了之后发现绝对是新街口中心，地铁商城小吃都非常方便。\n酒店房间卫生安静，很喜欢。因为是北方人，不喜欢空调，在南京的时候有些冷，给前台说马上就送过来一个被子，很感动。\n下次如果来南京，一定还住在这里。\n', 'star': 5}
{'descr': '环境还不错，房间还行，网速也还可以，印花的被子挺温馨的，就是早上的时候打扫卫生的声音太吵，影响休息。', 'star': 3}
{'descr': '就在新街口的中心位置，离地铁啊，公交啊都非常方便，对面就是大洋百货什么的，购物也是很给力的。', 'star': 5}
{'descr': '地理位置很好，就是不大好找。\n环境可以，晚上不够安静。\n服务也可以。', 'star': 5}
{'descr': '房间比想象中的大，但清洁工作可以再注意一点。房间隔音。。。。不太好。。', 'star': 5}
{'descr': '地理位置相当不错，离着中山南路和地铁入站口都很近。而且有一点不错的就是新街口这里是个换乘站，可以省几块的地铁钱~~哈哈。。屋子设施还好吧。', 'star': 5}
{'descr': '还行', 'star': 3}
{'descr': '地理位置不错，房间也挺大的，性价比较高，下次还会考虑入住。', 'star': 3}
{'descr': '挺好的 位置也不错   值得去推荐 。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '位置挺好的, 就是房间没有窗户 其他都还是不错', 'star': 5}
{'descr': '还不错', 'star': 3}
{'descr': '好，但是入住后，莫泰早餐怎么涨成15元了呀？', 'star': 3}
{'descr': ' 有蟑螂', 'star': 3}
{'descr': '地理位置不错，市中心，很方便。条件一般吧。会员貌似也没有什么优惠。', 'star': 5}
{'descr': '很好的酒店,不过就是有点吵,隔音效果很不好', 'star': 5}
{'descr': '挺好的，就是网速有点慢,希望网速快点。\n交通方便，在闹市区', 'star': 5}
{'descr': '房间太小，性价比太低，是住过的快捷酒店里最差的', 'star': 1}
{'descr': '很好，位置绝佳，交通方便，就是房间小一点。', 'star': 5}
{'descr': '地理位置很好啊，环境也不错，不过我们住的那个房间在8楼，水压有点小。', 'star': 5}
{'descr': '新街口，位置比较方便。内部设施比较新，服务也很热情', 'star': 5}
{'descr': '位置绝对是黄金  稍微有点吵闹  可以选一间没窗户的', 'star': 5}
{'descr': '环境较佳，卫生可以接受，不错的酒店.隔音效果也不错，夜间很安静。', 'star': 5}
{'descr': '地点很好，新街口，方便。就是房间太小。希望网上能如实反映房间大小，标的15平米，实际可能10平米都没有。\n', 'star': 5}
{'descr': '可以，服务不错，下次再入住哦。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '地理位置真的非常不错，住所环境也很好，要是打算去南京购物的朋友，真的值得住在这里，超级方便~', 'star': 5}
{'descr': '房间就是小了点,其他到还好', 'star': 3}
{'descr': '不错。。。。挺方便的。。。如果可以有配备电脑的房间就更好了。', 'star': 5}
{'descr': '对于新街口而言，性价比比较高。但是房间的隔音效果很差，比较吵。', 'star': 5}
{'descr': '隔音效果太差了吧，还差点被锁在卫生间，因为卫生间的门锁是坏的，从里面打不开，为什么要把维修房拿出来卖啊？？真是被你们吓死。交通挺便利的。', 'star': 5}
{'descr': '还不错', 'star': 3}
{'descr': '还行吧，内窗的房间，倒也不觉得闷。就是隔音实在太差了。。。', 'star': 5}
{'descr': '房间内设备比较陈旧', 'star': 3}
{'descr': ' 在瑞典和挪威曾住过，布局风格依旧！只是不知此店与它们之间的关系了。总体感觉还好，前台服务员周到的服务，心中暖暖的。', 'star': 3}
{'descr': '灰常煌垃圾~灰常的吵人~灰常的对不起这二三百的价格~', 'star': 1}
{'descr': '还不错,交通方便,房间大,设施全,下次到到南京还在这住.', 'star': 5}
{'descr': '总体还可以，挺方便的，就在市中心，出门就是地铁，各大商场。', 'star': 5}
{'descr': '位置好，办事方便，新街口这样的酒店性价比很不错的了。', 'star': 5}
{'descr': '酒店的地理位置非常好~~离新街口很近~~环境也不错~~非常满意', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '位置很不错，就在新街口的核心位置。对面就是大洋百货，吃的喝的都老多了。168的特价房也还行，总之新街口能有这个价格已经很知足了。', 'star': 5}
{'descr': '交通非常方便，这种地势价格就不算贵咯，旁边商场小吃餐厅很多很方便', 'star': 5}
{'descr': '＋服务一般，隔音效果很差，半夜走廊还有人大喊大叫，总体一般。', 'star': 3}
{'descr': '环境不错，卫生干净，交通也便利，紧邻新街口，是很好的居住地方', 'star': 5}
{'descr': '酒店位置比较好，交通方便，周围有很多小吃，但早上五点就开始吵，说话声非常大，很早就被吵醒', 'star': 5}
{'descr': '位置不错，新街口地铁一出来就看到了\n\n但房门的隔音效果有待改进。', 'star': 5}
{'descr': '还可以的,就是每次房间都很小,但是交通方便', 'star': 5}
{'descr': '一般，一般，一般，环境普通，但地段还可以，处于热闹区域。', 'star': 5}
{'descr': '非常温馨，房间很干净，地段不错，下次去南京还去莫泰', 'star': 3}
{'descr': '靠近马路，关死门窗后房间依然很闹，房间条件一般般，', 'star': 1}
{'descr': ' 房间有点小，电视台太旧了，没有如家的好。', 'star': 1}
{'descr': '很有名的一个酒店品牌，自然住的不错~~~', 'star': 5}
{'descr': '酒店位置很不错，就在大洋百货对面，门口小吃街便利店一应俱全，不过商务大床房房间面积实在太小，隔音也比较差，好地理位置还是很值得推荐！', 'star': 5}
{'descr': '南京明瓦房店除地段外，卫生、环境、设施均不敢恭维，室内空气尤其不好，差汉庭。', 'star': 3}
{'descr': '的确是市中心新街口的酒店,交通很方便,但是隔音效果太差,我是睡眠很浅的人,基本上没睡好.', 'star': 1}
{'descr': '不错的饭店，下次如果去的话，还是可以选择再入住的。', 'star': 5}
{'descr': '不是很好找，但是房间比对面的明瓦廊店大，也好停车，推荐', 'star': 5}
{'descr': '位置很好，吃饭坐车购物都很方便，房间虽然小，很干净，就是隔音不太好', 'star': 5}
{'descr': '一般般吧，这个价位还是可以的，出门旅游住宿价位还是很便宜的', 'star': 5}
{'descr': '还不错 关键地理位置好 就是房间偏小 商务大床跟普通房间一样大', 'star': 3}
{'descr': '就是早餐太差了，其他可以的。特别是地理位置很好，但是房间的隔音挺差的。', 'star': 5}
{'descr': '櫃台服務人員不夠認真,不夠專業 , 感覺像是找工讀生..', 'star': 1}
{'descr': '已经第二次了，还是不错饿了，下次还会去的', 'star': 5}
{'descr': '还算比较干净，地理位置也蛮优越的，离市中心很近且楼下有超市有小饭店，不过房间有点小，楼下有点吵', 'star': 3}
{'descr': '位置很好，在新街口，坐地铁比较方便，卫生条件也不错，住起来比较舒服', 'star': 5}
{'descr': '位置不错，楼下商业区，超市，小饭店都有，房间还算干净。不过房间比较小，东西放不开，由于边上不远就是大马路，所以房间有点吵。', 'star': 5}
{'descr': '不错，就是顶楼有噪音。', 'star': 5}
{'descr': '位置很适合逛街，价格还可以。就是取消了要赔款.', 'star': 5}
{'descr': '除了位置在市中心，没有别的特点~而且吵！马路对面是电器店，喇叭能响到晚上快10点才没声音！这个价位，在南京是贵了！也有损莫泰的牌子!', 'star': 1}
{'descr': '酒店位置极佳 楼下有麦当劳 对面是大洋百货 附近都是商圈 地铁站5分钟路长 房内装饰也不赖 电视比较破旧 淋浴间是透明的 ', 'star': 3}
