{'短评内容': '还行，性价比高', '短评打分': 3}
{'短评内容': '吃饭什么的很方便，环境也不错，就是靠近马路所以晚上比较吵，前门的隔音效果不是很好，而且没事有人塞卡片。。。把缝隙堵上会好很多。。。', '短评打分': 5}
{'短评内容': '环境还可以靠近火车站，附近有饭店，卖盖浇饭10块钱一顿。总体来说还行', '短评打分': 5}
{'短评内容': '房间有点小，空调制冷有点慢，其他的还好。', '短评打分': 3}
{'短评内容': '蛮不错的  就是厕所有点透明。另外出门吃东西也很方便 楼下有点心店  很不错', '短评打分': 5}
{'短评内容': '酒店环境还是很好！\n就是 离火车站有一点点远。\n', '短评打分': 5}
{'短评内容': '哎这都十几天了还不反我钱啊     环境不错', '短评打分': 5}
{'短评内容': '之前住过莫泰旁边的7天，感觉很小，所以这次预订莫泰，欧式的装修，性价比很好。有一点很郁闷，提前和前台联系的要中午前入住，就是没刻意强调两个房间安排的近一些，结果前台安排的两个房间不挨着就罢了，竟然还没有在一个楼层，这一点非常恼火，希望给后面入住的朋友个参考。一定要将房间的要求告诉前台，否则再调换就会说没有了。', '短评打分': 5}
{'短评内容': '设施有点老旧。房间干净，价格便宜。交通方便，离火车站近。', '短评打分': 3}
{'短评内容': '不错，坐火车打的比较方便，且晚上附近有宵夜。', '短评打分': 5}
{'短评内容': '好，里面比较干净，早餐味道也不错，推荐，只是周边比较荒凉', '短评打分': 5}
{'短评内容': '酒店不错，卫生很干净，服务很好，押金忘退了，服务员把300汇给我了。', '短评打分': 5}
{'短评内容': '房内的环境还可以，唯一不足的是房间在马路旁，特别吵', '短评打分': 3}
{'短评内容': '卫生间没有挂毛巾架，简陋了点。价格还可以。', '短评打分': 3}
{'短评内容': '除了离火车站远点，其他没什么，室内干净整洁，卫生间洗浴用具更换勤，推荐~', '短评打分': 5}
{'短评内容': '环境还行，房间也很大，就是离汉口火车站远了一点，打车2站才能找到。', '短评打分': 5}
{'短评内容': '位置离火车站比较近，主要是莫泰的格局和管理让人比较满意', '短评打分': 5}
{'短评内容': '比较清洁干净，只是隔音有点差，靠马路这端不能选择住宿，另外各硬件较陈旧。', '短评打分': 5}
{'短评内容': '除了空调噪音太大,其他都很满意.', '短评打分': 3}
{'短评内容': '在上海、长沙、北京都住过莫泰168，并且是莫泰会员。此次体验是最差劲的，上午入住的，住进去的时候没有注意，中午起床后发现床单上有干了的血迹，工作人员后来解释说是蚊子的。中午出去吃饭，到前台反应床单脏，要求更换。午饭后回到房间，床单是换了，但是上面还是有明显没有洗干净的污迹，致电前台，工作人员再次进行更换。前台来电说，第一次更换不能确定本来不是干净的，因为已经睡过了，第二次更换的确是有不干净，这是洗', '短评打分': 1}
{'短评内容': '酒店长期入住感觉价格不错，早歺太差，相比如家，汉庭差好多，建议改善，', '短评打分': 3}
{'短评内容': ' 莫泰168房间小了点，卫生还可以。', '短评打分': 3}
{'短评内容': '酒店真是不错', '短评打分': 3}
{'短评内容': '离汉口火车站还是有点远的，卫生条件不错。', '短评打分': 5}
{'短评内容': '环境安静，设备也还不错， 交通还算方便。', '短评打分': 5}
{'短评内容': '房间设施还可以，就是电视太差了。', '短评打分': 3}
{'短评内容': '房间干净，设施还可以，比较安静，被子干净，下次还会来', '短评打分': 5}
{'短评内容': '＋房间还好，价格实惠', '短评打分': 3}
{'短评内容': '酒店干净，交通便捷，楼下有中百超市，离汉口火车站和金家镦汽车站两站路。', '短评打分': 3}
{'短评内容': '酒店设施还是比较新的，卫生状况较好，离汉口火车站只有2.4公里，打的15分钟内能到。', '短评打分': 5}
{'短评内容': '离汉口火车站还是有点远，条件还行吧。我订的是商务双床', '短评打分': 3}
{'短评内容': '环境不错的，入住的感觉不错，大床舒服，总体不错。', '短评打分': 5}
{'短评内容': '还不错，房间设施，干净，靠路边的房间有点吵，车声能听到。附近吃饭的地方不太多。', '短评打分': 5}
{'短评内容': '还不错 大床房的话会有点吵 因为靠近马路 挺干净的 设施有点陈旧 基本上不错', '短评打分': 5}
{'短评内容': '还行，160的价格还是挺厚道的，位置很方便，离火车站和汽车站都不远，推荐！', '短评打分': 5}
{'短评内容': '酒店不错，蛮干净！', '短评打分': 3}
{'短评内容': '环境一般,靠近大路,有点吵闹,服务也一般,我走的时候有衣服忘了拿,未见有人服务员打电话提醒我.', '短评打分': 1}
{'短评内容': '离汉口火车站很近，交通很方便，几乎出门就能打到车，就是酒店设施略显陈旧，其它都还不错，尤其是客房服务人员很热情，这点我很满意，下次还会去住。', '短评打分': 5}
{'短评内容': '交通，设备各方面都不错，挺好的，单人间是靠高架的，这个吵也是可以接受的，设备还是很齐全的', '短评打分': 5}
{'短评内容': '酒店位置很好，出行办事很方便，值得推荐入住！', '短评打分': 5}
{'短评内容': '第二次住很干净舒服\n\n双尾鱼游来游去:-)', '短评打分': 3}
{'短评内容': '很干净商务出差很适合\n\n双尾鱼游来游去', '短评打分': 3}
{'短评内容': '订的150的大床房，到店发现特价房108。和大床房毫无区别。\n因为我做了担保，所以也没法退，只能住下了。', '短评打分': 1}
{'短评内容': '很有性价比,房间很大,设施也不错.只是不要住在靠近路边的房间,外面就是高架桥,很吵得.', '短评打分': 5}
{'短评内容': '该酒店位于距离汉口火车站1.9公里的发展大道的发展二村站的斜对面，交通还算是便利，不过的士司机会觉得离火站路程太短而不搭载，周边饭厅比较多，如果是住标准间单床的房，多是位于路边，晚上会比较闹，商务标准间的环境比较安静， 房间比较宽敞，但是房内空调制热效果真的是没有什么效果，被子比较薄，房间额隔音效果不是很好，晚上的时候总有特殊服务的人来敲门，并且进房门的走廊里会被塞进很多不良广告，不用理会就行，不', '短评打分': 5}
{'短评内容': '位置有些偏，我在网上看是1公里，实际走了2公里多，入住之后还不错，网速也挺快，下次出差还会入住', '短评打分': 5}
{'短评内容': '酒店硬件不错，服务也很周到，离火车站也很近！总体感觉不错！', '短评打分': 3}
{'短评内容': '双人房间有点小，空调噪音较大，服务态度可以，性价比还可以，距汉口火车站较近。', '短评打分': 5}
{'短评内容': '环境不错 价格也可以 距离火车站也不远 整体推荐~~', '短评打分': 5}
{'短评内容': '房间挺大，网速也还可以，可能因为和高架还有马路太近了…一直很吵，虽然关了窗户效果也不好…不过总体不错', '短评打分': 3}
{'短评内容': '房间还比较大，也挺安静的。不过离汉口火车站还有3公里左右，有点远。', '短评打分': 5}
{'短评内容': '酒店位置不错，但是服务实在太差，早餐7点开始，到7点40分居然只上了一个水饺，实在太差。', '短评打分': 1}
{'短评内容': '酒店位置可以，但是酒店服务有点跟不上，和上海的莫泰差得太多，早餐也很一般还好价格实惠', '短评打分': 5}
{'短评内容': '该酒店还不错啊，在火车站附近，出行非常方便。酒店内干净卫生，装修也还不错。下次去还会选它。', '短评打分': 5}
{'短评内容': '紧靠高架 虽然便宜，但是不隔音没法好好休息。空调外机声音也特大。离火车站较远，打车走的那段路最容易堵车。其他也是马马虎虎', '短评打分': 1}
{'短评内容': '位置有点偏，但房间不错，到汉口站很近，打车不到十元钱', '短评打分': 5}
{'短评内容': '总体来说是不错的。就是有一点 空调的位置个人觉得不太好 不该在床头。。', '短评打分': 5}
{'短评内容': '很不错，汉口站附近这个价位还是很值的。最大的优点是离汉口站比较近。本人实地测试，从出店门到汉口站进站口，空身要大约25分钟，如果是准备走过去，最好还是预留1个小时比较保险。', '短评打分': 5}
{'短评内容': '房间很温馨 看起来也很干净 卫生间的吹风机是选择此酒店的最大原因', '短评打分': 5}
{'短评内容': '先说优点吧，卫生很好，服务员的态度也很到位，我东西比较多，下了电梯正好碰上楼层保洁的服务员，她很主动帮我把东西送到房间，感觉很温馨，别的地方很少有这种主动工作的。再说说缺点，就是离火车站不是标注的1公里，足足有2.2公里，去的时候正好下雨，拖着皮箱打不到车，步行了很久（当然要歇歇），到房间就累趴下了。总体感觉不错，值得推荐', '短评打分': 5}
{'短评内容': '房间比较大，房价适中，干净整洁。不错，地理位置也不错。', '短评打分': 5}
{'短评内容': '卫生较差，房间装修较久显旧。很大的味道。', '短评打分': 1}
{'短评内容': '一般，多收我几块钱还。借把雨伞还是漏的。而且周围环境也有些不靠谱。', '短评打分': 3}
{'短评内容': '离汉口站挺近的，走路都不用十分钟就能到，房间小了点但还算干净！', '短评打分': 5}
{'短评内容': '水很热,房间也挺大,装修可以,就是卫生差一点,建议将墙及床做一次大清洁.,', '短评打分': 5}
{'短评内容': '距离火车站近。但是有点吵。还比较干净，方便赶车的客户入住', '短评打分': 5}
{'短评内容': '，离车站有点远，不过胜在价格也优惠，就是隔音很效果差，一有声音就像开了门，听的一清二楚，窗户外空调外机的声音也意志没停过，吵的慌', '短评打分': 3}
{'短评内容': '很好！离火车站很近，交通很方便！就是找这家酒店的时候费了老大的周折，累死了！服务很到位！叫早服务等都很好！', '短评打分': 5}
{'短评内容': '该店距火车站实在有相当远的路程，改此店名实有误人之嫌!服务及设施一般，高架桥旁房噪音大。下次再不选择。', '短评打分': 3}
{'短评内容': '服务很好，酒店环境也很不错，周边交通也很方便，最主要的是离汉口火车站很近，不赶时间的话，步行一会就到了，呵呵！！', '短评打分': 5}
{'短评内容': '再一次入住，前台服务很好，宾馆很干净，很舒适，尤其是卫生间的淋浴，比之前我住过的七天、如家等都感觉较好', '短评打分': 5}
{'短评内容': '酒店位于交通方便的市区，比较便利，服务态度较好。', '短评打分': 5}
{'短评内容': '酒店位于交通方便的市区，服务态度较好，不过车位紧张。', '短评打分': 5}
{'短评内容': '还不错吧，跟别的莫泰差不多，二楼的东西不是很好吃', '短评打分': 5}
{'短评内容': '卫生、干净比较舒适，下次来武汉还会来这家店住', '短评打分': 5}
{'短评内容': '设施齐备，服务不错，只是周围环境有些差，给个好评', '短评打分': 5}
{'短评内容': '设施齐全，服务周到，干净卫生。靠窗的房间很吵。', '短评打分': 5}
{'短评内容': '酒店比较超值，我定的是148元，返现21元，大床房，含一份自助早餐。首先房间是比较大的，设置很齐全，和一些星级酒店有的一比，有个UPS不间断电源，这样你在房间里充电就不怕离开时拔了房卡，房间没电了，每个房间送了两瓶冰露矿物质水，有宽带可以上网；缺点是空调噪音比较大，附近的环境不是很繁华，不过交通还是很方便，后面那条路上就是公交车的终点站，到江汉路、火车站这些的都很方便。', '短评打分': 5}
{'短评内容': '酒店满好的，很干净！总之还不错', '短评打分': 3}
{'短评内容': '房间很吵闹，换了两次房间，还是很吵。空调外机声音很大。周边环境脏。', '短评打分': 3}
{'短评内容': '设施挺新 入住愉快 隔音效果稍差 交通方便 ', '短评打分': 5}
{'短评内容': '服务不错，方便', '短评打分': 3}
{'短评内容': '住在靠近马路的房间，稍稍有些吵，好在服务员态度很好，要针线包、调空调都很热情，电视机的机顶盒不太会用……整体来说还成', '短评打分': 5}
{'短评内容': '非常好的地方，很安静，独特的半透明卫生间设计，特别适合情侣入住', '短评打分': 3}
{'短评内容': '挺好的，里面环境不错，就是外面吵了点~~不过性价比还是挺高的', '短评打分': 5}
{'短评内容': '挺舒服，房间挺大，而且现在的莫泰价格降下来了，越来越好了', '短评打分': 5}
{'短评内容': '没有预订', '短评打分': 3}
{'短评内容': '酒店紧临高架，噪声不小，设施so so,98年的，有点旧了', '短评打分': 3}
{'短评内容': '住房很温馨，很舒服…我喜欢…就是有点小不安静', '短评打分': 3}
{'短评内容': '酒店设施不错,考虑很周到', '短评打分': 3}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '离汉口火车站两站路的路程，因为是晚上十点多站汉口，等的士等了好半天，黑的士说到莫泰168要20块钱，我没答应。在路边等了很久，最后辛苦坐上车，打表6块，加燃油费7.5到。大床房168元，赠送一张早餐券。进入房间第一感觉蛮温馨，床单是紫色的小碎。然后毛巾，水杯，都是两种颜色，小细节不错。插座跟网线并排在桌子前，桌子上面两个插座，桌子下面一个插座，很好，不像有的宾馆到处找不到插座，两个人手机都要充电啊', '短评打分': 5}
{'短评内容': '周边店家不多，不够繁华，不过就酒店本身而言还是不错的，性价比很高。离火车站走路的话不方便，还是需要打的', '短评打分': 5}
{'短评内容': '服务还是一如既往的差，和火车站还很远····房间也就那样吧。塞卡现象特严重！', '短评打分': 1}
{'短评内容': '隔音效果较差  晚上有电话太吵  服务一般\n', '短评打分': 5}
{'短评内容': '优点。离火车站不是特别远，还可以。打车到车站方便。出行做工具也比较方便。特多，可以到很多地方。自助早餐非常好！服务态度也不错。\n缺点。晚上太吵了。外面施工的简直声音太大。无法忍受', '短评打分': 5}
{'短评内容': '还行，基本符合商务酒店标准，就是离火车站还是有点距离的。', '短评打分': 5}
{'短评内容': '汉口火车站不远就是，可是的士司机足足给我绕了一圈。酒店设施还可以吧，第一次住莫泰，印象还好。', '短评打分': 5}
{'短评内容': '门外在修路，交通较为拥堵。环境一般。房间显得比较小，其他的还行。', '短评打分': 1}
{'短评内容': '酒店还不错，周围在新建高架桥，目前有点乱', '短评打分': 5}
{'短评内容': '太垃圾了，说是汉口火车站店其实走过来要四十分钟。服务员态度还不好。旁边就是高架，吵死了！', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店的服务还不错          服务的态度也比较好', '短评打分': 5}
{'短评内容': '房间不错，不过离汉口站还有2公里，还是有点远的，原以为步行就可以到。', '短评打分': 5}
{'短评内容': '酒店服务蛮不错的！', '短评打分': 3}
{'短评内容': '总体环境不错，也比较干净。就在路口，交通方便。不过现在在修建高架桥，靠近马路的房间噪声比较大。', '短评打分': 3}
{'短评内容': '房间装修不错，蛮干净的。总体来说还是不错的，就是价格偏贵。', '短评打分': 5}
{'短评内容': '感觉不错', '短评打分': 3}
{'短评内容': '交通及为便利,干净舒适,服务态度好.房间电视小,电话最好免费.性价比较高。', '短评打分': 3}
{'短评内容': '位置偏了点，离火车站不是很近，不过环境不错', '短评打分': 5}
{'短评内容': '挺干净的,就是外面的声音有的吵!', '短评打分': 3}
{'短评内容': '  已入住', '短评打分': 3}
{'短评内容': '还可以，对得起这个价格！', '短评打分': 3}
{'短评内容': '这个酒店距离机场较近，所以还可以吧，平常就不会考虑了', '短评打分': 5}
{'短评内容': '服务和条件不错,就是环境不是太好,但和店家无关', '短评打分': 5}
{'短评内容': '莫泰酒店168元的房间设施还行，也挺舒适，唯一不足的就是隔音效果差，加上外面修高架，车辆很多，晚上常被吵醒。', '短评打分': 3}
{'短评内容': '还不错。但离汉口火车站稍远，改复兴店为汉口火车站店显然是为更多的招揽外地顾客，但却给外地顾客造成离火车站很近的误导，容易让顾客耽误行程。', '短评打分': 5}
{'短评内容': '服务不错，但周边太荒了。在修高架，灰尘满天飞。', '短评打分': 1}
{'短评内容': '酒店还行，服务比较客气，就是地方有点偏，周围有点荒。', '短评打分': 1}
{'短评内容': '火车站店，离火车站还是有些距离的。门口在修高架，周边配套也比较少', '短评打分': 1}
{'短评内容': ' 推荐的位置太远', '短评打分': 3}
{'短评内容': '酒店环境不错，比较满意。', '短评打分': 3}
{'短评内容': '一般，床比较小，距火车站还是有点距离', '短评打分': 3}
{'短评内容': '太吵', '短评打分': 3}
{'短评内容': '整体不错，主要是早餐有点差，还有就是门口全部在修轻轨，有点吵。还有这家店非常人性化，我火车晚点了，打了电话房间还是帮我保留，表示感谢。', '短评打分': 5}
{'短评内容': '整体不错，主要是早餐有点差，还有就是门口全部在修轻轨，有点吵。', '短评打分': 5}
{'短评内容': '莫泰168（武汉汉口火车站店）（原武汉复兴店）很不错，我们到店很晚的酒店也给保留了，很好。', '短评打分': 5}
{'短评内容': '比较喜欢的一家连锁！房间挺大！服务业蛮好！就是光线不怎么好！但是我个人属于比较喜欢光线暗的！', '短评打分': 5}
{'短评内容': '太吵了，虽然安排的是内侧的房间，深夜时对面房的几个客人大声说话，吵的不行。一大早，服务员的敲门声还有整个楼都能听到的免提对讲机的声音，而且房间有股怪味，早餐去的稍晚一些，已经没有东西吃了。门口还在修高架。', '短评打分': 1}
{'短评内容': '干净、整洁，服务态度很不错，就是房间隔音不太好，靠路的一边噪声大。总之还是不错的', '短评打分': 5}
{'短评内容': '环境比较干净，但门口交通不太方便，修路，不好打车', '短评打分': 5}
{'短评内容': '非常非常满意！！比同价的酒店住得舒服很多', '短评打分': 5}
{'短评内容': '领导住的还不错，价格也合理，交通也很方便，值得推荐！', '短评打分': 5}
{'短评内容': '总体感觉很好，值得推荐：首推卫生条件，其次是服务，性价比很高', '短评打分': 5}
{'短评内容': '位置不错', '短评打分': 5}
{'短评内容': '离汉口火车站近是最大的优势，别的和其它经济型酒店没啥差别', '短评打分': 5}
{'短评内容': '地理位置比较好，整体环境不错，\r\n入住酒店需选择商务型房间会安静些', '短评打分': 5}
{'短评内容': '早餐不错，路边施工，交通不方便，干净，卫生，无骚扰', '短评打分': 3}
{'短评内容': '不错，就是高架施工不是很安静，早餐也可以，无骚扰', '短评打分': 5}
{'短评内容': '很不错，唯一的遗憾是我们晚上到的，要用信用卡担保，如果能免费保留到那时就好了。', '短评打分': 5}
{'短评内容': '床头没插座，没衣柜。。。其他还好。', '短评打分': 5}
{'短评内容': '酒店还是挺好的价格也是挺便宜的，离火车站还是有些距离。房间不是很大但是设施还是挺齐全。服务还可以', '短评打分': 5}
{'短评内容': '还行,不过因目前在进行基建(道路建设),有点吵.', '短评打分': 5}
{'短评内容': '非常舒适，很不错', '短评打分': 5}
{'短评内容': '总体还可以，但设施旧了一点（比如毛巾、水杯），没有停车场不方便。', '短评打分': 5}
{'短评内容': '距离汉口火车站2站路，不算远也不算近，门口正在修轻轨，交通不方便', '短评打分': 5}
{'短评内容': '非常好，免费宽带也很快，早晨也很丰盛，下次还住这里', '短评打分': 3}
{'短评内容': '位置好,离火车站和汽车站一公里,方便,价格实惠,卫生/服务还行,推荐!', '短评打分': 5}
{'短评内容': '舒适、便捷，价格适中。距离火车站很近，附近小点多，大超市小。倒是很方便，房间很宽敞，干净。', '短评打分': 5}
{'短评内容': '感觉非常好', '短评打分': 5}
{'短评内容': '旁边在修路，不好找，周围环境不好，太差', '短评打分': 1}
{'短评内容': '还是不错的，我都住了二次了，不过不好的就是从汉口打不到车过来！', '短评打分': 5}
{'短评内容': '不错,离火车站很近,交通便利,价格也不贵,条件不错,以后到汉口都住这了。', '短评打分': 3}
{'短评内容': '不错,很具有性价比.', '短评打分': 3}
{'短评内容': '很具有性价比,不错!', '短评打分': 5}
{'短评内容': '还行', '短评打分': 1}
{'短评内容': '还好吧 离火车站不远不近的 环境一般 就是中午12点不到就打电话问着退不推房比较烦', '短评打分': 5}
{'短评内容': '条件还是可以的，就是有点远，离火车站太远了，2站路的，而且这个价格这么远有点不划算的。', '短评打分': 5}
{'短评内容': '位置可以，不过武汉在建轻轨，有点吵。', '短评打分': 5}
{'短评内容': '靠近两条相交路口，即使是晚上响声也彻夜难眠，房间隔音效果不好', '短评打分': 5}
{'短评内容': '交通便利，就是在修路，尘土飞扬', '短评打分': 3}
{'短评内容': '离火车站2站路，还算方便，就是修路，尘土飞扬', '短评打分': 3}
{'短评内容': '最近在修路，尘土飞扬，噪音大', '短评打分': 1}
{'短评内容': '设施和卫生都很一般，酒店服务还好吧，位置还是挺方便的出行交通什么的都还可以，价格也还行，和一般的连锁型酒店都差不多，感觉还是很一般。', '短评打分': 1}
{'短评内容': '还可以,性价比不错,离汉口火车站非常近.打车只要6元.', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '外面的路段一直在装修，很吵，非常难入睡，很不值得……可能装修好后会好一点……', '短评打分': 1}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '武汉到处都在修地铁,早上很难打到的士,但离车站和火车站倒是不远,设施嘛就是莫泰一贯风格啦.餐厅的青椒肉丝做的不错.', '短评打分': 5}
{'短评内容': '不行', '短评打分': 1}
{'短评内容': '周围在施工，晚上睡觉有些吵', '短评打分': 5}
{'短评内容': '酒店的卫生很干净，价格还是优惠的', '短评打分': 5}
{'短评内容': '酒店的整体还可以的，环境不错的，服务卫生以及设施都很好的，酒店的位置还可以的，交通很方便的，性价比不错的酒店。', '短评打分': 5}
{'短评内容': '酒店的服务卫生以及设施都很好的，酒店的位置以及交通出行都很方便的，酒店的价格还可以的，性价比不错的酒店', '短评打分': 5}
