{'descr': '环境不错，路边也不吵', 'star': 4}
{'descr': '地方虽然不大，但是倒是挺干净的，周边稍微有些荒凉，不过也不用出去，里面就有餐厅，早上的叫醒服务很周到，暖气很给力', 'star': 5}
{'descr': '地方虽然不大，但是倒是挺干净的，周边稍微有些荒凉，不过也不用出去，里面就有餐厅，早上的叫醒服务很周到，暖气很给力', 'star': 5}
{'descr': '总体还可以，坐飞机方便', 'star': 3}
{'descr': '总体还可以，坐飞机方便', 'star': 3}
{'descr': '不带窗户的 房间较小  给老爸老妈定的 他们说凑活着睡个觉就行，看来还是很一般啊！不过还好有接送', 'star': 5}
{'descr': '不带窗户的 房间较小  给老爸老妈定的 他们说凑活着睡个觉就行，看来还是很一般啊！不过还好有接送', 'star': 5}
{'descr': '还好吧。就是房间小。赶机临时住下可以的。有大巴接送机场挺不错的。', 'star': 5}
{'descr': '还好吧。就是房间小。赶机临时住下可以的。有大巴接送机场挺不错的。', 'star': 5}
{'descr': '接送机服务很好。房间也很暖和。有电梯，运行李很方便。很适合赶早班飞机。', 'star': 5}
{'descr': '接送机服务很好。房间也很暖和。有电梯，运行李很方便。很适合赶早班飞机。', 'star': 5}
{'descr': '有WIFI 上網的. OK, 不錯, 房間比較小, 不過衛生間挺大的', 'star': 5}
{'descr': '有WIFI 上網的. OK, 不錯, 房間比較小, 不過衛生間挺大的', 'star': 5}
{'descr': '酒店位置很好   设施完善   交通便利', 'star': 3}
{'descr': '酒店位置很好   设施完善   交通便利', 'star': 3}
{'descr': '转机住着挺好的 还有阳台 接送机比较专业', 'star': 5}
{'descr': '转机住着挺好的 还有阳台 接送机比较专业', 'star': 5}
{'descr': '还可以，就是空间比较小，价格还是比较合理的', 'star': 5}
{'descr': '还可以，就是空间比较小，价格还是比较合理的', 'star': 5}
{'descr': '宾馆接送机服务非常好，硬件设施也不错，推荐入住。', 'star': 5}
{'descr': '宾馆接送机服务非常好，硬件设施也不错，推荐入住。', 'star': 5}
{'descr': '早餐比较糟糕，品种不多；房间较大，但是设施一般，机场接送服务还算不错。', 'star': 3}
{'descr': '早餐比较糟糕，品种不多；房间较大，但是设施一般，机场接送服务还算不错。', 'star': 3}
{'descr': '由于展会，我们预定了该酒店，房间较大，但是屋内设施一般，另外，网速不是很快，可能用的人太多了，周边在拆迁，环境不是很好；不过有班车到机场接送，另外，展会期间有大巴送到新国展，这两点还是比较方便的，早饭比较糟糕。', 'star': 1}
{'descr': '由于展会，我们预定了该酒店，房间较大，但是屋内设施一般，另外，网速不是很快，可能用的人太多了，周边在拆迁，环境不是很好；不过有班车到机场接送，另外，展会期间有大巴送到新国展，这两点还是比较方便的，早饭比较糟糕。', 'star': 1}
{'descr': '性价比可以！最主要的是便宜跟方便。工作人员热情，就是接机的一个态度不好', 'star': 3}
{'descr': '性价比可以！最主要的是便宜跟方便。工作人员热情，就是接机的一个态度不好', 'star': 3}
{'descr': '是给朋友订的这家酒店，离机场挺近的，总体来说还算可以吧', 'star': 5}
{'descr': '是给朋友订的这家酒店，离机场挺近的，总体来说还算可以吧', 'star': 5}
{'descr': '总得来说还不错 就是早餐的时候供应不过来 人太多了', 'star': 3}
{'descr': '总得来说还不错 就是早餐的时候供应不过来 人太多了', 'star': 3}
{'descr': '酒店还是不错的，地理位置方便，还有接送服务，很贴心', 'star': 3}
{'descr': '酒店还是不错的，地理位置方便，还有接送服务，很贴心', 'star': 3}
{'descr': '总的来说感觉还不错 接送机服务态度也很好 而且 宾馆不远处的巫山烤鱼也很好 但是，吃早饭时食品供应不上来 需要改进一下', 'star': 5}
{'descr': '总的来说感觉还不错 接送机服务态度也很好 而且 宾馆不远处的巫山烤鱼也很好 但是，吃早饭时食品供应不上来 需要改进一下', 'star': 5}
{'descr': '房间干净整洁，不过面积小了点，有免费送机服务，服务员态度很好。', 'star': 3}
{'descr': '房间干净整洁，不过面积小了点，有免费送机服务，服务员态度很好。', 'star': 3}
{'descr': '我爸妈晚上一点半才到酒店，客服说没有我当时定的房了，给了一间大的，还有阳台，很好。', 'star': 5}
{'descr': '我爸妈晚上一点半才到酒店，客服说没有我当时定的房了，给了一间大的，还有阳台，很好。', 'star': 5}
{'descr': '＋酒店还行,比较干净, 对得起那个价格', 'star': 5}
{'descr': '＋酒店还行,比较干净, 对得起那个价格', 'star': 5}
{'descr': '这个酒店入住了很多次了，两个字方便，很是便宜，性价比较高。', 'star': 3}
{'descr': '这个酒店入住了很多次了，两个字方便，很是便宜，性价比较高。', 'star': 3}
{'descr': '+接机服务很不错,不知明天送如何~已经约了前台叫醒服务,希望能让人满意.总体来讲,不错的中转,性价比还不错!推荐下!', 'star': 5}
{'descr': '+接机服务很不错,不知明天送如何~已经约了前台叫醒服务,希望能让人满意.总体来讲,不错的中转,性价比还不错!推荐下!', 'star': 5}
{'descr': '已住！隔音不太好。其余还行！', 'star': 5}
{'descr': '已住！隔音不太好。其余还行！', 'star': 5}
{'descr': '宾馆挺干净,那么晚还有接机的,挺好的,我定的无窗的,发现无窗的一大好处,就是让人觉得天还没亮,是个睡懒觉的好地方.', 'star': 5}
{'descr': '宾馆挺干净,那么晚还有接机的,挺好的,我定的无窗的,发现无窗的一大好处,就是让人觉得天还没亮,是个睡懒觉的好地方.', 'star': 5}
{'descr': '离飞机场很近，而且有车接送，凌晨4点半送机也没有问题，很方便', 'star': 5}
{'descr': '离飞机场很近，而且有车接送，凌晨4点半送机也没有问题，很方便', 'star': 5}
{'descr': '酒店是公寓式酒店，有专车接送，入住时候可以定点，定叫床，房间很宽敞，不会受飞机声音影响 主要是干净', 'star': 5}
{'descr': '酒店是公寓式酒店，有专车接送，入住时候可以定点，定叫床，房间很宽敞，不会受飞机声音影响 主要是干净', 'star': 5}
{'descr': '我认为最好的是接送机服务，接机员与司机都很热情，还帮助提箱子。17日我从多伦多抵达北京机场，飞机晚点，有个姓荣的小伙子在机场举牌接我，还主动将自己的手机给我用，说你先生已来过两次电话问到了没有，给他回个电话吧。这让我很感动。酒店的设施虽然一般，但干净舒适，性价比高，下次转机还会住。只是早上的叫醒服务比预约的时间晚了15分钟，让我紧张了一番。', 'star': 5}
{'descr': '我认为最好的是接送机服务，接机员与司机都很热情，还帮助提箱子。17日我从多伦多抵达北京机场，飞机晚点，有个姓荣的小伙子在机场举牌接我，还主动将自己的手机给我用，说你先生已来过两次电话问到了没有，给他回个电话吧。这让我很感动。酒店的设施虽然一般，但干净舒适，性价比高，下次转机还会住。只是早上的叫醒服务比预约的时间晚了15分钟，让我紧张了一番。', 'star': 5}
{'descr': '这次住的时间比较长，房间订的比较多，最后结账时前台都算不清楚了，希望下次不要出现这种情况。', 'star': 3}
{'descr': '这次住的时间比较长，房间订的比较多，最后结账时前台都算不清楚了，希望下次不要出现这种情况。', 'star': 3}
{'descr': '订的是电脑房，但没有电脑，不过还是按照定单收费。房间狭小， 破旧的电视影像模糊声音忽大忽小，前台接待和收银都需要非常非常耐心的等待。如此地方320元一晚！向首都学习低性价比暴利赚钱！', 'star': 1}
{'descr': '订的是电脑房，但没有电脑，不过还是按照定单收费。房间狭小， 破旧的电视影像模糊声音忽大忽小，前台接待和收银都需要非常非常耐心的等待。如此地方320元一晚！向首都学习低性价比暴利赚钱！', 'star': 1}
{'descr': '房间太小了，而且还是拐角的，卫生间有味道。', 'star': 5}
{'descr': '房间太小了，而且还是拐角的，卫生间有味道。', 'star': 5}
{'descr': '推荐………………………………………………………………………………………………', 'star': 5}
{'descr': '推荐………………………………………………………………………………………………', 'star': 5}
{'descr': '+酒店不错，住过好几次了，性价比高。', 'star': 5}
{'descr': '+酒店不错，住过好几次了，性价比高。', 'star': 5}
{'descr': '不错的酒店在这附近算是大的，比一些几层楼的酒店强多了，服务很热情。', 'star': 5}
{'descr': '不错的酒店在这附近算是大的，比一些几层楼的酒店强多了，服务很热情。', 'star': 5}
{'descr': '前面的评价是入住当天忍不住写下的。现在的评价是结帐后不得不说的。\n入住当天在前台人员的告知可以提供叫醒和免费接送机的情况下下，我们预约了叫醒和接送机服务。起床后，为了节省时间，由我先生先去楼下结帐，我在楼上收拾行李，可是等我们一起下楼时，送机班车已经提前走了。我们找前台服务员交涉，服务员却说他们以为所有的客人都上车了，就让司机提前走了，并让我们乘坐半小时后的班车。由于怕耽误国际航班，我们强烈要求及', 'star': 3}
{'descr': '前面的评价是入住当天忍不住写下的。现在的评价是结帐后不得不说的。\n入住当天在前台人员的告知可以提供叫醒和免费接送机的情况下下，我们预约了叫醒和接送机服务。起床后，为了节省时间，由我先生先去楼下结帐，我在楼上收拾行李，可是等我们一起下楼时，送机班车已经提前走了。我们找前台服务员交涉，服务员却说他们以为所有的客人都上车了，就让司机提前走了，并让我们乘坐半小时后的班车。由于怕耽误国际航班，我们强烈要求及', 'star': 3}
{'descr': 'Nice (and free) pick-up and delivery service to the Airport', 'star': 5}
{'descr': 'Nice (and free) pick-up and delivery service to the Airport', 'star': 5}
{'descr': '门童很勤快，服务周到。其他服务业还好。\n特别批评一下前台一位自称姓shi（音）的女服务员。从我们在出租车上电话问路，到询问开通长途事宜，她不仅表现出极度的不耐烦，未等客人说完话就摔掉电话，而且差点让距离酒店300米的我们，重新返回机场高速然后按她说的路线抵达酒店。这样的员工请酒店加强管理，并撤离前台岗位。', 'star': 5}
{'descr': '门童很勤快，服务周到。其他服务业还好。\n特别批评一下前台一位自称姓shi（音）的女服务员。从我们在出租车上电话问路，到询问开通长途事宜，她不仅表现出极度的不耐烦，未等客人说完话就摔掉电话，而且差点让距离酒店300米的我们，重新返回机场高速然后按她说的路线抵达酒店。这样的员工请酒店加强管理，并撤离前台岗位。', 'star': 5}
{'descr': '第三次住这了，期间也住过机场附近相同价位的酒店，跟奥竺比还是差个档次，刚住进来，订的阳光间没了，二话不说给升级成套间，价格不变，给顾客感觉非常好，卫生很好，这点很关键，接送站很方便，服务很热情周到，周边各种设施也不错，很近有个中型超市世纪联华，吃的餐馆也很多，下次还来这。', 'star': 5}
{'descr': '第三次住这了，期间也住过机场附近相同价位的酒店，跟奥竺比还是差个档次，刚住进来，订的阳光间没了，二话不说给升级成套间，价格不变，给顾客感觉非常好，卫生很好，这点很关键，接送站很方便，服务很热情周到，周边各种设施也不错，很近有个中型超市世纪联华，吃的餐馆也很多，下次还来这。', 'star': 5}
{'descr': '挺好的，，我第二次住了，接送服务都很好，环境也不错，价格也合理。推荐', 'star': 5}
{'descr': '挺好的，，我第二次住了，接送服务都很好，环境也不错，价格也合理。推荐', 'star': 5}
{'descr': ' Very convenient to and from airport.  ', 'star': 5}
{'descr': ' Very convenient to and from airport.  ', 'star': 5}
{'descr': '蛮好的  离机场近  有人接送 很好 确实不错   环境也不错', 'star': 3}
{'descr': '蛮好的  离机场近  有人接送 很好 确实不错   环境也不错', 'star': 3}
{'descr': '非常差的一家酒店，本来订好了也确认很多遍了，但是去了竟然没有房间了，前台的服务人员的态度简直是太差了，说话的时候态度强硬眼睛还翻着白眼，以后永远都不想去那里住了，太差，住过的酒店里最差的一个！！！！！大家千万不要去，后悔死！！！！！！！我绝对说的都是实话！！！！！！', 'star': 1}
{'descr': '非常差的一家酒店，本来订好了也确认很多遍了，但是去了竟然没有房间了，前台的服务人员的态度简直是太差了，说话的时候态度强硬眼睛还翻着白眼，以后永远都不想去那里住了，太差，住过的酒店里最差的一个！！！！！大家千万不要去，后悔死！！！！！！！我绝对说的都是实话！！！！！！', 'star': 1}
{'descr': '接送服务很好 很到位， 里面服务人员的服务也非常好 但是早餐的品种太少 太简单 如果你是带外国人 我不建议你住这里 自己人的话 总体还可以', 'star': 5}
{'descr': '接送服务很好 很到位， 里面服务人员的服务也非常好 但是早餐的品种太少 太简单 如果你是带外国人 我不建议你住这里 自己人的话 总体还可以', 'star': 5}
{'descr': '挺好的啊   在小区里面  还有阳台  转机的话住着挺适合的', 'star': 3}
{'descr': '挺好的啊   在小区里面  还有阳台  转机的话住着挺适合的', 'star': 3}
{'descr': '这是一个十分糟糕的酒店，本来预定的房间等我们到的时候已经没有了，给换的房间非常不好，房间很小，卫生间更是可怕，总之，建议大家千万不要入住该酒店。', 'star': 1}
{'descr': '这是一个十分糟糕的酒店，本来预定的房间等我们到的时候已经没有了，给换的房间非常不好，房间很小，卫生间更是可怕，总之，建议大家千万不要入住该酒店。', 'star': 1}
{'descr': '总的来说还可以，离机场相对近，但是去市里的交通很不方便', 'star': 1}
{'descr': '总的来说还可以，离机场相对近，但是去市里的交通很不方便', 'star': 1}
{'descr': '很好，还有阳台  转机住的话 比较方便  还有叫醒服务 不错的', 'star': 5}
{'descr': '很好，还有阳台  转机住的话 比较方便  还有叫醒服务 不错的', 'star': 5}
{'descr': '房间有点小，环境不错，隔音还可以', 'star': 5}
{'descr': '房间有点小，环境不错，隔音还可以', 'star': 5}
{'descr': '一般', 'star': 1}
{'descr': '一般', 'star': 1}
{'descr': '两次转机时均预定了此酒店，总体感觉不错，外国人很多，并且酒店环境舒适、性价比很高。', 'star': 5}
{'descr': '两次转机时均预定了此酒店，总体感觉不错，外国人很多，并且酒店环境舒适、性价比很高。', 'star': 5}
{'descr': '态度不错，我们本来定的3人间，凌晨到没有了，给了2标间，没加价', 'star': 5}
{'descr': '态度不错，我们本来定的3人间，凌晨到没有了，给了2标间，没加价', 'star': 5}
{'descr': '特点就是离机场近，有车接送，适合去机场转机的人。服务不错，发票刮奖还中了50元，呵呵。', 'star': 5}
{'descr': '特点就是离机场近，有车接送，适合去机场转机的人。服务不错，发票刮奖还中了50元，呵呵。', 'star': 5}
{'descr': '还好', 'star': 5}
{'descr': '还好', 'star': 5}
{'descr': '感觉舒适！', 'star': 5}
{'descr': '感觉舒适！', 'star': 5}
{'descr': 'I chose it because it is close to airport and they provide free transportion to/from airport. ', 'star': 5}
{'descr': 'I chose it because it is close to airport and they provide free transportion to/from airport. ', 'star': 5}
{'descr': '适于专机旅客下榻,接客较慢需等时间较长.送机整点发车不灵活,', 'star': 5}
{'descr': '适于专机旅客下榻,接客较慢需等时间较长.送机整点发车不灵活,', 'star': 5}
{'descr': '酒店最方便的一点，就是能够有接送机的服务，很适合外国人独自入住。', 'star': 5}
{'descr': '酒店最方便的一点，就是能够有接送机的服务，很适合外国人独自入住。', 'star': 5}
{'descr': '房间设备较差', 'star': 5}
{'descr': '房间设备较差', 'star': 5}
{'descr': '公寓改的，只有卫生间有窗户，赶飞机没办法', 'star': 1}
{'descr': '公寓改的，只有卫生间有窗户，赶飞机没办法', 'star': 1}
{'descr': '房间很干净，可以无线上网。离机场很近，免费提供接送。适合于赶早班飞机的人。不过这次订的不带早餐，方便面10块一盒，有点点。', 'star': 5}
{'descr': '房间很干净，可以无线上网。离机场很近，免费提供接送。适合于赶早班飞机的人。不过这次订的不带早餐，方便面10块一盒，有点点。', 'star': 5}
