{'descr': '很好', 'star': 5}
{'descr': '1.后院停车场没有大门，开放，晚上没灯，没人看管。停车感觉不安全。\n2.房间内部设施过于简陋，电视，机顶盒接触不良，经常中断。空调的水管不走墙体，在房间里垂着，窗口留一条缝以便排水。\n3.楼梯口随意丢待洗的床单，放在垃圾旁边，视觉不卫生。\n4.纸拖鞋一遇水就烂。洗澡蓬头旁没有水帘，水花四溅。卫生间灯光昏暗。\n5.二楼是火锅城，看见楼道里有小动物跑，在此不说明何种动物了。\n6. 房间隔音效果差，晚上', 'star': 1}
{'descr': '1.后院停车场没有大门，开放，晚上没灯，没人看管。停车感觉不安全。\n2.房间内部设施过于简陋，电视，机顶盒接触不良，经常中断。空调的水管不走墙体，在房间里垂着，窗口留一条缝以便排水。\n3.楼梯口随意丢待洗的床单，放在垃圾旁边，视觉不卫生。\n4.纸拖鞋一遇水就烂。洗澡蓬头旁没有水帘，水花四溅。卫生间灯光昏暗。\n5.二楼是火锅城，看见楼道里有小动物跑，在此不说明何种动物了。\n6. 房间隔音效果差，晚上', 'star': 1}
{'descr': '环境不错。。。离市区比较近。。。性价比很不错', 'star': 5}
{'descr': '环境不错。。。离市区比较近。。。性价比很不错', 'star': 5}
{'descr': '有点偏，隔音效果差,总体还行.\n比较安静。\n', 'star': 5}
{'descr': '有点偏，隔音效果差,总体还行.\n比较安静。\n', 'star': 5}
{'descr': '房间不错，挺满意的。', 'star': 3}
{'descr': '房间不错，挺满意的。', 'star': 3}
{'descr': ' 很好很强大。哈哈', 'star': 3}
{'descr': ' 很好很强大。哈哈', 'star': 3}
{'descr': '好.挺好。挺安静好.挺好。挺安静好.挺好。挺安静好.挺好。挺安静', 'star': 5}
{'descr': '好.挺好。挺安静好.挺好。挺安静好.挺好。挺安静好.挺好。挺安静', 'star': 5}
{'descr': '优点：酒店不错 房间够大 环境挺好 服务也不错 热水、床铺、空调、宽带神码的 统统不错 旁边的火锅店就餐也很方便 四个人才消费一百块钱\n缺点：可能我入住的这两天 酒店的电梯有点问题 电梯开动时的声音 象极了午夜凶铃中的音乐 挺吓人的 再就是太难找了 我给前台打了十多分钟电话才找到的', 'star': 5}
{'descr': '优点：酒店不错 房间够大 环境挺好 服务也不错 热水、床铺、空调、宽带神码的 统统不错 旁边的火锅店就餐也很方便 四个人才消费一百块钱\n缺点：可能我入住的这两天 酒店的电梯有点问题 电梯开动时的声音 象极了午夜凶铃中的音乐 挺吓人的 再就是太难找了 我给前台打了十多分钟电话才找到的', 'star': 5}
{'descr': '酒店性价比蛮高的，整体条件还算不错，价格优惠服务也很好.', 'star': 5}
{'descr': '酒店性价比蛮高的，整体条件还算不错，价格优惠服务也很好.', 'star': 5}
{'descr': '位置一般，感觉出行不是很方便，周边公车很少，打车也不算方便', 'star': 3}
{'descr': '位置一般，感觉出行不是很方便，周边公车很少，打车也不算方便', 'star': 3}
{'descr': '个人感觉酒店位置不是很好找，标志不明显，不过室内环境还算不错，周边用餐也很方便.', 'star': 5}
{'descr': '客房空间蛮大的，而且房间的配置设施也很齐备，还不错住着舒服就好.', 'star': 5}
{'descr': '个人感觉酒店位置不是很好找，标志不明显，不过室内环境还算不错，周边用餐也很方便.', 'star': 5}
{'descr': '客房空间蛮大的，而且房间的配置设施也很齐备，还不错住着舒服就好.', 'star': 5}
{'descr': '客房干净舒服，而且服务人员也很热情周到，住着比较放心一些，安全系数高.', 'star': 5}
{'descr': '客房干净舒服，而且服务人员也很热情周到，住着比较放心一些，安全系数高.', 'star': 5}
{'descr': '位置有点难找，不是很方便，不过找到后觉得还可以，周边小吃蛮多的，而且属于繁华地段.', 'star': 5}
{'descr': '位置有点难找，不是很方便，不过找到后觉得还可以，周边小吃蛮多的，而且属于繁华地段.', 'star': 5}
{'descr': '位置好，距离市中心不远，交通出行挺便利的，而且房间装修的很温馨，住着舒服.', 'star': 5}
{'descr': '位置好，距离市中心不远，交通出行挺便利的，而且房间装修的很温馨，住着舒服.', 'star': 5}
{'descr': '酒店性价比蛮高的，周边环境不是很好，当时正好有施工工地，有些乱，不过隔音还不错，住着踏实.', 'star': 5}
{'descr': '酒店性价比蛮高的，周边环境不是很好，当时正好有施工工地，有些乱，不过隔音还不错，住着踏实.', 'star': 5}
{'descr': '客房干净舒适，而且服务人员热情周到，住宿环境挺不错的.', 'star': 5}
{'descr': '客房干净舒适，而且服务人员热情周到，住宿环境挺不错的.', 'star': 5}
{'descr': '酒店位置有点远，过去时还需要找一下，环境还算不错，住着挺舒服的.', 'star': 5}
{'descr': '酒店位置有点远，过去时还需要找一下，环境还算不错，住着挺舒服的.', 'star': 5}
