{'短评内容': '还可以&hellip;&hellip;', '短评打分': 5}
{'短评内容': '房间还好，就是酒店地理位置有点偏，来去都得打的，附近没什么公共交通', '短评打分': 3}
{'短评内容': '很安静', '短评打分': 3}
{'短评内容': ' 不满意', '短评打分': 3}
{'短评内容': '条件太次，与其它莫泰无任何可比性，象个大车店或野店，地处荒郊野外交通极不方便！从住处到虹桥机场只能坐酒店提供的黑车，为莫泰品牌计，建议取消这个黑店！', '短评打分': 3}
{'短评内容': '属于性价比不错的酒店吧，距离机场也挺近的。唯一一点不满意的就是怎么被子不是纯白色的。。。此外，电视信号不太好，一直断断续续的。', '短评打分': 5}
{'短评内容': '酒店不错，很实惠，对赶早航班的人来说，确实是不二选择', '短评打分': 5}
{'短评内容': '不错离虹口火车站十分钟车程也比较安静,价格也合理', '短评打分': 3}
{'短评内容': '非常人性，位置距离非常近，服务注意卫生。\n', '短评打分': 5}
{'短评内容': '太偏了，交通很不方便。周边任何配套设施都没有。', '短评打分': 1}
{'短评内容': '环境好，距离近', '短评打分': 3}
{'短评内容': '位置虽然是虹桥地区但是很远,路上也偏僻,附近配套设施少.', '短评打分': 1}
{'短评内容': '只住了一晚，很对得起特价，划算。', '短评打分': 3}
{'短评内容': '真的非常好，环境很不错，还有到机场和火车站的大巴，下次还去', '短评打分': 3}
{'短评内容': '酒店很干净，入住率比较高，吃早点时人很多。', '短评打分': 5}
{'短评内容': '酒店位置很好，夜里飞到虹桥的旅客特别适合住这，服务也不错。', '短评打分': 3}
{'短评内容': '里虹桥2号航站楼还算近，打车去的，但是地址写的是华翔路，害的司机绕了圈子，花了39，建议从沪青平公路下', '短评打分': 5}
{'短评内容': '出了交通不便，热水达不到标准，地毯有点脏。但是其他的服务设施都不错，价格合理。', '短评打分': 5}
{'短评内容': '距离虹桥机场真是近，很方便！不要相信扫地阿姨推荐的住所！', '短评打分': 5}
{'短评内容': '只能说性价比比较高，但是办个入住排队半个小时，退个房20分钟，就不能多几个人，多几台电脑么', '短评打分': 5}
{'短评内容': '这个地方确实离虹桥高铁站近但离市里远！公交车少！是开发地比较偏…最主要是电梯还要刷卡才能上', '短评打分': 1}
{'短评内容': '挺好的 挺安静的  服务也挺好的  早餐可以在更好些', '短评打分': 5}
{'短评内容': '放假很好，服务很到位…', '短评打分': 3}
{'短评内容': '房间比较干净，服务人员态度不怎么样，总体来说很一般，不过我个人觉得，这种酒店很适合我们这种经济有限的人，出去办事怎么样的住一住也还行，如果对于那种对酒店有要求的人就不会合适，酒店的菜满难吃的，可能是因为我是四川人对味道要求比较高吧，价格比较高，不过郁闷的是因为我从虹桥2号航站楼打车过去，蛮近，去的时候还被出租车司机用上海话骂了，这让我对上海的感觉很差，酒店总体对于一般的工薪阶层，还是可以的，可以推', '短评打分': 5}
{'短评内容': '挺好的，离虹桥火车站很近，服务态度也很好！', '短评打分': 3}
{'短评内容': '很好，交通很方便，服务周到，早餐也很好。', '短评打分': 5}
{'短评内容': '我是当晚11点多入住的 一进房间第一感觉就是太旧了 住了后发现比我看到的更旧 唯一好处就是离车站比较近', '短评打分': 1}
{'短评内容': '还不错，房间有点小,附近没有大的超市和饭店，不过离火车站确实挺近的。', '短评打分': 5}
{'短评内容': '价格挺便宜的，离机场近，环境还不错，要赶飞机的是一个不错的选择。', '短评打分': 3}
{'短评内容': '环境不错，服务好', '短评打分': 3}
{'短评内容': '为什么连续两次订单日期发生被更改？不知道是酒店的问题还是ELONG的问题？', '短评打分': 5}
{'短评内容': '价格实惠，位置较偏。但是原来办会员卡送早餐的活动取消了，不爽。', '短评打分': 5}
{'短评内容': '整体还不错！感觉还行！就是交通有点小不方便！打车打掉不少钱倒是！', '短评打分': 5}
{'短评内容': '热水比较慢，电视频道比较少，其他都挺好的，睡得也舒服', '短评打分': 5}
{'短评内容': '基本不错,就是被褥太薄,晚上有点冷', '短评打分': 3}
{'短评内容': '卫生差。床单用品肯定没消毒好或者没换，第二天被虫子咬得全身是胞！', '短评打分': 1}
{'短评内容': '酒店不错，就是周边的饮食不方便', '短评打分': 3}
{'短评内容': '不错，很方便', '短评打分': 3}
{'短评内容': '整体不错,靠路边近,有点吵', '短评打分': 3}
{'短评内容': '有点旧，和这个价格持平吧', '短评打分': 3}
{'短评内容': '洗澡水不热，空调不制热，房间很干净整洁，前台服务很热情', '短评打分': 3}
{'短评内容': '位置不好，有点偏僻，去火车站也不好打车的，最好提前叫车，附近很荒凉，但睡觉很安静', '短评打分': 5}
{'短评内容': '不方便，国道边，高铁边，所以也吵。房间设备及其陈旧，床窄。要求稍微高一点点的朋友不建议入住……', '短评打分': 1}
{'短评内容': '价钱合理，，，，，，，，，，，，，，，，，，，，，，，，', '短评打分': 5}
{'短评内容': '离虹桥机场2号楼很近！', '短评打分': 3}
{'短评内容': '很干净，下次有机会我还会选择。', '短评打分': 3}
{'短评内容': '电视频道少，热水不给力，早餐坑爹，交通不便利', '短评打分': 1}
{'短评内容': '服务态度好，前台还可以给叫车。房间一般吧！', '短评打分': 5}
{'短评内容': '不错的，干净整洁，值得推荐，交通便捷！ 大家可以考虑', '短评打分': 5}
{'短评内容': '位置偏 房间太小  服务人员态度很差  虽然是极个别 但感觉很不舒服', '短评打分': 1}
{'短评内容': '酒店蛮干净的，就是附近太冷清了', '短评打分': 3}
{'短评内容': ' 酒店房间有点旧 邻街房间比较吵', '短评打分': 3}
{'短评内容': '房间不太好，设施陈旧。前台的工作效率很低。需要进一步培训', '短评打分': 1}
{'短评内容': '可以，离虹桥火车站近。因没有赶上火车，很方便救了急。', '短评打分': 3}
{'短评内容': '很不错，值得再住。早餐虽简单，但质量不错。', '短评打分': 5}
{'短评内容': '酒店客房和洗手间都很卫生，离机场很近，交通方便。适合中转的客人住宿。缺点是房间有点小，去掉两张床没有多少空间了。但是价格不错，自助早餐也很好。值得推荐！', '短评打分': 5}
{'短评内容': '从酒店打的到机场20块钱，，，价格实惠，房间也很不错，推荐！唯一不足的是周围没吃饭的地方，只有一楼的餐厅，东西很贵，但是味道不怎么样。。。', '短评打分': 5}
{'短评内容': '酒店各方面条件都好，强烈推荐！', '短评打分': 3}
{'短评内容': '环境不错，服务也很好。就是不含早餐啊。比较麻烦', '短评打分': 5}
{'短评内容': '一般，没有说的好', '短评打分': 3}
{'短评内容': '挺好的。。就是房间感觉会有点旧旧的，，服务都还好，，', '短评打分': 5}
{'短评内容': '环境安静舒适，服务细致周到，距离机场很近，打的便宜方便。唯一的不足是周围只有一家小超市，太黑。', '短评打分': 5}
{'短评内容': '对该店的感觉非常一般，首先去时碰到一个很恶劣的司机还绕道，到店后房间的网络是坏的，建议安置无线网络，到虹桥机场和火车站还是较另两家酒店远点儿。工作人员的态度还行。', '短评打分': 1}
{'短评内容': '酒店设施挺好的，卫生间很干净，离虹桥枢纽很近，是性价比很高的酒店', '短评打分': 3}
{'短评内容': '距离虹桥枢纽很近，交通一般，但是环境很幽静', '短评打分': 5}
{'短评内容': '离虹桥火车站比较近，价格适中，比较干净', '短评打分': 3}
{'短评内容': '挺好的，离虹桥算是最近的啦。而且价格也挺便宜的，值得像大家推荐。', '短评打分': 5}
{'短评内容': '酒店狠偏的说，房间较小。最郁闷的是附近也没地方吃饭。需要提醒后面去的人的是：如果从虹桥过去，记得走南出口，否则的士费会从正常的20左右变成60+', '短评打分': 1}
{'短评内容': '房间还不错，比较干净。\n服务员的态度也很好！', '短评打分': 5}
{'短评内容': '离虹桥机场近，比较方便，房间不算大，也还干净，适合赶路的朋友', '短评打分': 5}
{'短评内容': '比较偏，房间挺干净，热水不热，洗个澡冻死我了', '短评打分': 3}
{'短评内容': '打的会宰客， 25左右吧， 凌晨是30\n不过打表的话是18\n酒店还不错， 设施很齐全。也很干净。 \n就是插座不够用， 我插个电脑就没地方插手机了', '短评打分': 5}
{'短评内容': '感觉还不错，就是房间有点偏小，或许是要过春节的原因，入住的人比较少吧！还算比较安静。 ', '短评打分': 3}
{'短评内容': '早餐很好吃呢，服务很好', '短评打分': 3}
{'短评内容': '还好，房间有点小，空调声音大', '短评打分': 3}
{'短评内容': '酒店很旧，位置很差。', '短评打分': 3}
{'短评内容': '酒店位置非常好 距离虹桥机场和火车站很近 我是打的过去了 18块钱 进门后服务员很热情 送上一句新年好 让人觉得很温馨  入住的是特价大床房 还是一如既往的好 房间不大也不小 正合适 旁边是靠着高速公路的 但是晚上入睡时还好 没有听到车声 设施也还够用 总之一切都很满意 唯一觉得遗憾的是貌似旁边没有餐饮之类的场所 可能对外地人来说不是很方便 另外酒店每层楼道里的灯可以换柔和点的 绿色的地面加白色的', '短评打分': 5}
{'短评内容': '比较干净，服务良好，离虹桥机场和火车站都很近', '短评打分': 5}
{'短评内容': '如果你是在虹桥机场坐飞机的话，建议你住这家酒店，距离虹桥机场打车需要20元，很近，酒店就在郊区，没有什么娱乐购物场所，纯住宿。条件一般吧，经济型酒店，因为价格在那摆着。', '短评打分': 5}
{'短评内容': '挺不错的，很实惠…', '短评打分': 3}
{'短评内容': '酒店服务不错，就是地理位置偏了。晚饭只能在酒店吃，关键是晚饭品种很少，而且上菜时间等待很长，晚上8点半以后就没有厨师做菜了。', '短评打分': 5}
{'短评内容': '已经是这个月第5次入住了，不错离虹桥火车站近，服务也不错', '短评打分': 5}
{'短评内容': '感觉还不错，就是电视机应该换换了，屏幕模糊不清', '短评打分': 5}
{'短评内容': '不错，我一个月内来上海住宿都第4次选这个店了', '短评打分': 5}
{'短评内容': '房间环境不错，价格合理，物有所值！希望以后能多一些房型做特价活动！', '短评打分': 5}
{'短评内容': '酒店接待前台服务不错！就是餐厅菜品太少，点餐后等待时间太长。晚上8点半就无法用餐了（厨师下班啦）。如果没赶在晚8点半前用餐的话，只能自己吃泡面啦，因为酒店周边没有没有餐厅。', '短评打分': 5}
{'短评内容': '特价房不错！性价比高！就是周边比较冷清。', '短评打分': 5}
{'短评内容': '离动车站比较近，比较方便，周边吃饭的地方不多，晚上有点吵', '短评打分': 5}
{'短评内容': '价格合理，唯一不足，水压不够大', '短评打分': 3}
{'短评内容': '不错，已经第3次入住，有三人间很方便3个人的住，服务还不错。\n', '短评打分': 5}
{'短评内容': '不错的酒店，经济实惠！离虹桥机场打的方便！不错的酒店，经济实惠！离虹桥机场打的方便！', '短评打分': 5}
{'短评内容': '作为快捷酒店,不错,早餐比想像要好.\n唯一的问题,不过与酒店无关,从机场打的到这里,会被的士司机骂的。', '短评打分': 5}
{'短评内容': '酒店还可以，居然有三人间，比较方便我们三人出行', '短评打分': 5}
{'短评内容': '刚入住168，附近没有饭店吃饭啊，只好吃泡面了。', '短评打分': 3}
{'短评内容': '还不错，性价比还可以，值得再次入住，跟此价钱相匹配', '短评打分': 5}
{'短评内容': '江景酒店，不错，挺实惠，干净，房间大······。', '短评打分': 5}
{'短评内容': '交通很方便，房间也不错。只是半夜三更有人吵架。打车的人要提前出来的。', '短评打分': 5}
{'短评内容': '环境尚可，打车外出不方便，离市区有点远！', '短评打分': 3}
{'短评内容': '还不错，但感觉没有汉庭快捷的房间温馨，再者缺少电吹风，洗完澡发现没有它，真不方便，等服务人员送人时，感觉头了湿湿的，也不太方便见陌生人！', '短评打分': 5}
{'短评内容': '酒店不错，网络线一插，本子就和世界联系上了。酒店餐厅也不错，饭菜比较实惠，味道可口，小糊涂仙酒很纯正。哈，不错。', '短评打分': 3}
{'短评内容': '我住的是三人间，环境不错，服务也很好，就是水龙头出水比较小', '短评打分': 5}
{'短评内容': '还可以 虹桥火车站不远。 里面蛮干净，清爽。', '短评打分': 5}
{'短评内容': '热水不热，冬天住不合适', '短评打分': 3}
{'短评内容': '有点偏，交通不便，从中春路地铁站打车过去要20块，是因为要掉头的缘故，价钱算低的。', '短评打分': 5}
{'短评内容': '住在一楼最靠里面那间房，靠近公路，晚上睡觉光听车声了。', '短评打分': 3}
{'短评内容': '离机场不远，比较方便。就是房间床太小，空间不大，价位还是比较便宜的。', '短评打分': 5}
{'短评内容': '如果是从虹桥火车站出来打车的话一定要从南面打，从出租车（北）打车会绕一个大圈，本来18元的变成了36元。房间可能是临街吧，很吵很吵，后半夜还可以听到过往车辆的轰鸣声。餐厅服务不怎么样，客人坐下半天连个菜单都不给。', '短评打分': 1}
{'短评内容': '服务态度不错', '短评打分': 3}
{'短评内容': '在上海，这家店的价格算是比较实惠的了。但是此店的服务水平还有待提高。环境卫生还需进一步改善。', '短评打分': 5}
{'短评内容': '地理位置不错，离虹桥交通枢纽十几分钟路程，房间硬件还可以。唯一不方便之处，就是附近没有餐馆！', '短评打分': 5}
{'短评内容': '早餐时看到几只苍蝇在餐具上飞来飞去，问服务员：有苍蝇啊！两个服务员靠着工作台答道：是的，有的！', '短评打分': 1}
{'短评内容': '酒店不是很新的 不过服务还算不错 地方不适合公交 打的比较好 20块钱就好 不管火车站还是机场', '短评打分': 5}
{'短评内容': '    该旅店离繁忙公路比较近,隔音又不是特别好.特别是特价房,噪声更大,严重影响休息.很多旅店特价房是比较小或者不规则的房间,特价房是影响休息的房就不对了.距离虹桥站不远不近,又没有直达的公共交通,只有叫出租,所以房价要加20元出租车费用.\n    服务还是不错的,网上说只保留到下午6点,实际保留到了22点.', '短评打分': 1}
{'短评内容': '有很多的蚊子，被子有些薄。价格在上海那个地方倒是还算不贵了。', '短评打分': 1}
{'短评内容': '酒店服务周到热情，周边没有吃饭的地方', '短评打分': 3}
{'短评内容': '酒店环境挺好，离虹桥机场很近，附近有七宝可以休闲购物，就是楼层里缺少明确的房间指示牌，找了好久才找到房间的。', '短评打分': 5}
{'短评内容': '酒店位置可以，卫生也OK符合心里的标准。就是比较偏僻，附近什么吃的都没有~~~~~', '短评打分': 5}
{'短评内容': '性价比还可以，但是地方很偏僻很不好找，打车好久才找到，不过距离虹桥火车站很近～', '短评打分': 1}
{'短评内容': '房间还不错，就是电视机效果差了点，人都变形了', '短评打分': 3}
{'短评内容': '酒店性价比很高。离虹桥机场及虹桥站都很方便。就是两边的门面对的都是高速，打车不是特别方便，要提前让保安帮忙。。。', '短评打分': 5}
{'短评内容': '不错的。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店服务很不错', '短评打分': 3}
{'短评内容': '我入住这家店真是失望透顶，毫不夸张的说，这个特价房还没有火车站旁50元一晚的客房条件好，郁闷……！再也不住这家店！', '短评打分': 1}
{'短评内容': '不错，房间太小！', '短评打分': 3}
{'短评内容': '环境可以对得起价格。打车到虹桥车站 20块。行方便。', '短评打分': 3}
{'短评内容': '酒店过了十点就无晚餐了，周边也没有，饿了一晚。酒店窗户隔音效果不好。', '短评打分': 3}
{'短评内容': '房间很大烟味，特价房在一楼，挨着马路，晚上睡觉比较吵！', '短评打分': 1}
{'短评内容': '离虹桥机场还是很远的，打车过去要26元。并且一般司机都不知道', '短评打分': 5}
{'短评内容': '交通比较差，同时硬件比较旧，房间噪音很大。', '短评打分': 1}
{'短评内容': '房间一般，地点比较偏，打车司机不愿意拉！', '短评打分': 1}
{'短评内容': '酒店环境不错，就是靠马路，比较嘈杂', '短评打分': 3}
{'短评内容': '交通不方便，周围无吃饭的餐馆，离公交站较远，房间潮湿。', '短评打分': 1}
{'短评内容': '房间很小，很简陋。但是离机场很近。前台服务态度很好。餐厅味道还不错。如果只是中转飞机使用，是可选项之一。', '短评打分': 5}
{'短评内容': '客房价格合理，服务不错。缺点是交通不便。', '短评打分': 5}
{'短评内容': '在马路边,有点吵闹', '短评打分': 3}
{'短评内容': '设施还行，空间太小。', '短评打分': 3}
{'短评内容': '除了周围比较荒之外都挺好,还有就是周围挨着马路有点吵,交通很方便,适合赶早上灰机的人', '短评打分': 3}
{'短评内容': '酒店位置偏，打车地铁公交车什么的都不方便。。。房间异味比较大，有线电视还一直没信号，对于这个价格来说本来也没要求太高，不会二次入住了。。', '短评打分': 1}
{'短评内容': '酒店还可以是一楼有霉喂后來加了20块换5楼的但房间还是小大床也小不。不过是特价房还凑合。', '短评打分': 3}
{'短评内容': '环境很好！早餐不错，午餐还经济实惠！只是周边配套设备很差！九点后周边四公里内连饭店都没有一家！还有房间内电话无法打市内移动电话！退房时间为12点！', '短评打分': 5}
