{'短评内容': '周边环境不错，内窗相当于无窗，隔音差～', '短评打分': 4}
{'短评内容': '，提前预定有窗的房间，到入住时总是没有，都得协调沟通才会调换，很麻烦', '短评打分': 3}
{'短评内容': '打完折后很实惠，周围交通方便，房间条件还行吧，对得住这个价格~', '短评打分': 5}
{'短评内容': '每次出差玉林都住这里，很好，很方便，一如既往的支持如家。', '短评打分': 5}
{'短评内容': '住了一天无窗房太压抑，后来改成了有窗房。虽然贵了40元还是非常值得，面积够大，空气够好。边上就是地铁祖庙站，商场好几个，很方便', '短评打分': 5}
{'短评内容': '性价比不错', '短评打分': 3}
{'短评内容': '环境不错，地方也比较靠闹市区，住的地方还可以，就是停水后，很久时间没有热水，很麻烦，每次要开近半小时左右都不止才有热水，这样挺浪费水的。', '短评打分': 5}
{'短评内容': '酒店透風性太差了 煙味很重 其它的都ok', '短评打分': 1}
{'短评内容': '地理位子蠻好的 交通方便 就在百花廣場正對面\n唯一不好的是舊是房間沒有窗戶', '短评打分': 5}
{'短评内容': '房间烟味太重了，隔音效果不好。。。。。。。。。', '短评打分': 5}
{'短评内容': '入住1152号房 天啊 实在是难以忍受啊 烟味差点熏死人了 而且空调开了连一丝风都没有 要求调房 前台说要等半小时 等了半小时有多又说没房调了 要不就30块换双人房的 那好吧 我们就要求退房 谁知道一说退房立刻1153房就可以调给我们了 很明显就是前台有房不给我们调的！！！ 所以这次住宿真的好气人 ！！！唯一值得称赞的是打扫的阿姨很有礼貌。', '短评打分': 1}
{'短评内容': '酒店非常不错，所处位置交通便利，服务也很好，值得一试！', '短评打分': 5}
{'短评内容': '靠门口房间较为嘈杂，卫生间隔音效果不是很好', '短评打分': 3}
{'短评内容': '隔音不好', '短评打分': 3}
{'短评内容': '位置很好，离地铁祖庙站A口很近，离佛山皇冠假日酒店（大巴落客点）也不远，周围有商场与餐厅，很方便。房间很干净，给人感觉很舒服。离佛山机场约10公里，打车34元左右。', '短评打分': 5}
{'短评内容': '挺好的  早饭可以', '短评打分': 3}
{'短评内容': '很好，只是有些房间空气不够流通', '短评打分': 3}
{'短评内容': '............................位置好,价格适中', '短评打分': 5}
{'短评内容': '环境服务还可以，就是隔音太差，加上走廊经常人来人往，想睡晚一点都不行。', '短评打分': 1}
{'短评内容': '地理位置很方便，机场出来就有车可以到酒店边上的汽车站，很便宜，酒店服务也可以，就是无窗的房间空气不好，不通风', '短评打分': 5}
{'短评内容': '这次的入住让我对如家可以用很失望来形容，一开始登记入住就感觉到前台的对客不好，后来也认证了我的想法，然后是房间问题：空调噪音很大，马桶有问题，洗澡时水很小，隔音很不好，隔壁房的声音听得很清楚，需要个吹风机一直没拿来，第二天才拿的，前台服务不好。以前对如家的印象还很不错，可是经过这次让我有点失望，', '短评打分': 1}
{'短评内容': '就在地铁站边上交通方便，楼层比较高不会吵。', '短评打分': 5}
{'短评内容': '室内很窝心，不过真的没隔音效果。前台服务员很好很贴心。', '短评打分': 5}
{'短评内容': '在网上预订的房间都是没有窗户的 只有靠着走廊有一块升出去玻璃 很不透气 进去里面有点闷 有些气味  另外有早餐供应 是15元/位 还可以~', '短评打分': 5}
{'短评内容': '商务房间的空间很大 但床太小 里面有宽带、热水 经济型客栈这个价位可以了 \n另外还有早餐供应 15元/位 总体来说还行吧~', '短评打分': 5}
{'短评内容': '第一晚入住的1232房间洗手间太臭，，第二晚调整到其他房间，没有这个问题了。前台和清洁工的服务态度很好。交通很方便，广佛线祖庙地铁口出口，祖庙汽车站和佛山汽车站都在附近近，有公交车直达佛山火车站。不过，除了洋快餐，周边没什么饭馆，也没有大型超市（有一个小型的屈臣氏）。', '短评打分': 5}
{'短评内容': '帮同事出差预订的，每次去广州佛山，都是这家。估计地理位置不错。', '短评打分': 5}
{'短评内容': '很好就是有点吵，房间的隔音不是很好，服务态度很好', '短评打分': 5}
{'短评内容': '不错的酒店,在这个价格上确实是不错的酒店了,,推荐推荐.!!', '短评打分': 5}
{'短评内容': '交通非常方便，附近有商场有吃饭的地方，房间环境还不错，床看着很温馨，就是隔音不好，下午三点左右就拿着吸尘器在轰轰轰地操作，影响客人休息。希望多给予改善。', '短评打分': 5}
{'短评内容': '位置方便易找，挨着地铁站和商业圈，酒店环境还不错，服务也挺好的~我都住过好几次了', '短评打分': 5}
{'短评内容': '地理位置不错，公交地铁很方便，房间干净整洁，唯一不足是没窗的房间有点气味', '短评打分': 5}
{'短评内容': '交通挺方便的，经常住这家酒店。以后有机会还会入住。', '短评打分': 5}
{'短评内容': ' 房间比较小，隔音也不好，其他的总体符合经济酒店标准', '短评打分': 3}
{'短评内容': '帮同事出差佛山都订这家，交通方便，房间干净。', '短评打分': 5}
{'短评内容': '已经第4次预订这家了，同事出差都订这家，交通方便，房间干净。', '短评打分': 5}
{'短评内容': '交通方便，方便！还不错！这个价钱享受到这样的服务，真的不错了。店家比较亲切，小店的饭菜味道也不错。离换乘中心非常近，大概步行5分钟就可以到了。', '短评打分': 5}
{'短评内容': '酒店不错呀！环境也不错呀！很好！就是空调遥控器有点不好使用。', '短评打分': 3}
{'短评内容': '  还好  推荐', '短评打分': 3}
{'短评内容': 'ok,feichangbucuo,xiacihaizhu', '短评打分': 5}
{'短评内容': '不错，服务\n也好啊！只是周围餐馆少！推荐一下\n', '短评打分': 5}
{'短评内容': '窗子靠走廊，通风不好，导致房间内一股臭味，而且很重。另外，隔音很差，通道里面大家关房门都互相影响，超级痛苦。到了晚上，我实在熬不住了，9点多退房走人。', '短评打分': 1}
{'短评内容': '其他还好，但是隔音真的很差，每次去都有小朋友在旁边的房间，太吵了，睡不了。早上又被吵醒，蛮痛苦的，希望可以改进~', '短评打分': 5}
{'短评内容': '帮同事出差预定的，反应不错，干净简单、周围环境比较热闹，交通进出也可以。这次出差还是帮忙预定的这个酒店。顶一个~', '短评打分': 5}
{'短评内容': '帮同事出差预定的，反馈不错，干净简单、酒店周围比较热闹，交通进出也方便。这次出差还是帮忙预定的这个酒店。顶一个~', '短评打分': 5}
{'短评内容': '价格合理、干净卫生', '短评打分': 3}
{'短评内容': '交通方便，性价比很高，服务质量还可以，很适合出差公干住宿。', '短评打分': 5}
{'短评内容': '该店地理位置好，位于广佛地铁祖庙站很近，交通方便；服务员热情、周到。总体评价较好。只是价格9.5折是否少了点？', '短评打分': 5}
{'短评内容': '房间简洁，舒适 ，服务员很有礼貌，很好。不过床还需要改进一下。', '短评打分': 5}
{'短评内容': '很好 地理位置不错，房间很干净，周边商场很多，祖庙就在附近，坐地铁很方便', '短评打分': 5}
{'短评内容': '房间虽然小了一些，不过还算不错，酒店位置很方面啊！！', '短评打分': 5}
{'短评内容': '还是不错的,每次出去,都是选这家,因为价钱合适,环境也好,都是我可以接受的范围之内.', '短评打分': 5}
{'短评内容': '性价比，一流。装修耗材并不高档，但别致合理，注重色彩搭配，让人感觉明亮愉快、干净。自驾来的，停车也方便，所在的大夏有几层的专门停车场，不过要自付保管费，好像一天30元封顶，不太留意，因为整天开车到周围城市玩。15快钱的自主早餐，还是那句性价比高，自己跑到外面既麻烦又不可能有这么多样选择。总得来说，像我这种对住要求不高，更愿意在玩上花钱的人来说，很满意。', '短评打分': 5}
{'短评内容': '房间空间蛮大，就是隔音效果有待加强', '短评打分': 3}
{'短评内容': '很好，很干净，很温馨。好像比以前稍微贵了点。总体感觉比七天好', '短评打分': 5}
{'短评内容': '不错...环境很好.......方便..............', '短评打分': 5}
{'短评内容': '如家佛山百花广场店,交通方便.环境干净,值得去住.', '短评打分': 5}
{'短评内容': '1、前台竟然将我房间号写错了，找了半天没找到房间，去找房间像迷宫一样，找服务员不知道去哪找。\n2、马桶坏了，卫生间太设备太差了。', '短评打分': 1}
{'短评内容': '帮同事出差预订的，同事回馈下次不要再预订了，出行也不方便', '短评打分': 1}
{'短评内容': '服务还行，房间比较干净。', '短评打分': 3}
{'短评内容': '一如既往的 便捷、吃 喝 玩乐  皆是\n一如既往的 便捷、吃 喝 玩乐  皆是', '短评打分': 5}
{'短评内容': '酒店周边配套非常好，房间干净，空调充足，麦当劳，肯德基，必胜客，大家乐都在附近，真是非常好的地理位置，还可以走几步到祖庙参观。', '短评打分': 5}
{'短评内容': '交通位置极为便利，早餐也不错。唯一感到遗憾的是酒店隔音不太好。', '短评打分': 5}
{'短评内容': '在市中心，位置很方便。是办公楼里面的几层。隔音不太好。其他还行', '短评打分': 5}
{'短评内容': '主要是隔音效果很差，外面动静里面很清楚，那里面动静外面也肯定很清楚了，房间也有点小', '短评打分': 5}
{'短评内容': '优点，价格适中；缺点，网速太慢，隔音不好', '短评打分': 5}
{'短评内容': '位于佛山市中心区域，交通非常方便。坐地铁去广州市中心不超过1小时。旅店干净舒适，服务热情。下次来佛山还会住在这。', '短评打分': 5}
{'短评内容': '窗户面向过道，不透气，不隔音，有些压抑感，价钱还算便宜。', '短评打分': 5}
{'短评内容': '房间很干淨！', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '服务台在一楼的电梯旁，比较偏，一不小心就可能会错过。\n我订的是商务大床房，我特地要求有窗户，为此比特价房多出了十几块钱吧，结果去了发现那个窗户小的要命，因为是拐角的房间，空气流通不好，而我对面的标准双人间跟我的价格一样，却是那种跟房间一样大的窗户，房间也大的多，光线和舒适度不知道好了多少，而且里面的床是一大一小的，大的那个跟我大床房那个差不多，让我相当郁闷，本来我就是怕标准间床太小才定的大床房，没', '短评打分': 5}
{'短评内容': '房间很干净卫生，卫生间很大，也很宽敞，在里面洗澡很舒服，不会有憋闷的感觉，唯一遗憾的就是房间的隔音效果不太好！', '短评打分': 5}
{'短评内容': '服务态度特好~我很喜欢，虽然酒店空间不大', '短评打分': 5}
{'短评内容': '服务还算不错，就是前台有点太难找了，都是上到楼才知道前台在楼下\n最好楼上也能弄个前台那就更好', '短评打分': 5}
{'短评内容': '其实这个价钱来说挺好的了！虽然会听到走廊的嘈杂声，但不可能100多的房子，要求像五星级大酒店一样的待遇吧，对不对！', '短评打分': 5}
{'短评内容': '很方便啊，出门就是祖庙地铁站，百花广场，买东西和出行都很方便！', '短评打分': 5}
{'短评内容': '还不错，比邻祖庙，百花广场，购物逛街方便，比较实用。', '短评打分': 5}
{'短评内容': '交通方便，购物便利。就是那边有些在建房子。', '短评打分': 5}
{'短评内容': '服务好，条件不错，很喜欢住的感觉，下次去佛山我一定在去那', '短评打分': 5}
{'短评内容': '隔音效果差\n但是整体效果不错\n卫生也不错', '短评打分': 5}
{'短评内容': '交通方便，出地铁站就看见了，环境不错，逛街方便。', '短评打分': 5}
{'短评内容': '很好 但空间较小 服务很好 里面设施不错 ', '短评打分': 5}
{'短评内容': '很满意！邻近地铁出口很方便', '短评打分': 3}
{'短评内容': '还可以，挺干净的，主要是地理位置非常好，交通方便。不过早上6点钟左右开始，不知是不是抽水水管听响还是怎么的，听到一阵阵“嗡嗡”的响声，影响睡眠，我住的是11楼。总的来说，还是不错的。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '服务态度还可以但房间很小，外面真的很大的工程声，排水管的排水声很大。', '短评打分': 1}
{'短评内容': '位置比较好，总体情况还行，要求不高的话还是可以。', '短评打分': 5}
{'短评内容': '地點很不錯，深夜下樓仍可找到很好的食店！\n我本以為只能選24小時營業的麥記，但隨便走走數分鐘後，坐進一間裝修很好的茶餐廳，好似叫星港xx，奶茶很好味，雲吞面亦好正，雲吞大大粒，住進平價旅館把節省下來的金錢換來美味夜宵.....下次都要再住同一酒店，宵夜再找同一食店啊', '短评打分': 5}
{'短评内容': '离地铁口和逛街的地方都很近，很方便。就是房间隔音效果不好。', '短评打分': 3}
{'短评内容': '环境地段都是适中，适合节约型的酒店居住 环境地段都是适中，适合节约型的酒店居住', '短评打分': 1}
{'短评内容': '比较偏移，交通便利,是出差旅游住宿的好去处，推荐。', '短评打分': 5}
{'短评内容': '繁华地段,很好找淋浴水挺好的,服务员态度比较好.', '短评打分': 5}
{'短评内容': '感觉挺好的，。。如果隔音效果好一点的话，那感觉会更好。。。', '短评打分': 5}
{'短评内容': '环境设施的还好,但是隔音真的不是一般的差!走路声,电视声,洗澡声,说话声都能很清楚地听到!让人有点不大安全的感觉,没什么安全感!还有,没有窗子,很闷热,大冬天都闷热,空调还开不了冷的,开了还是暖的!还好的是环境都OK的!', '短评打分': 5}
{'短评内容': '服务各方面都是很不错的！\n卫生也很清洁~\n效率很高', '短评打分': 5}
{'短评内容': '很舒适 恰如其分', '短评打分': 3}
{'短评内容': '酒店很漂亮~很好,很实惠!!', '短评打分': 3}
{'短评内容': '位置方便，设施一般，结帐迅速。我是开车来入住，停车场收费20元（下午1点半至第二天上午九点半），可如家却只给10元停车票。为何？希望能改进！', '短评打分': 1}
{'短评内容': '地点不错，很近地铁站和祖庙，逛街很方便。房间里面还不错。', '短评打分': 5}
{'短评内容': '地理位置好，挺不错的，值得推荐，卫生，性价比高。就是最近不能用消费券了。', '短评打分': 5}
{'短评内容': '设施还可以，交通很方便就在地铁站边上。', '短评打分': 3}
{'短评内容': '如家百花广场店位置非常好出行也方便，旁边就是祖庙汽车站。房间小而精致，卫生都做得不错。 这次有点遗憾的是临时有急事想在商务中心读一下光盘，商务中心的电脑居然没有光驱。希望能完善一下服务。其它都非常好，一如既往地推荐。', '短评打分': 5}
{'短评内容': '窗口不能全部打开，空气不大好，房间面积太小了，价格倒是便宜。', '短评打分': 5}
{'短评内容': '挺不错的，卫生实惠！', '短评打分': 3}
{'短评内容': '方便 地铁就在楼下 服务还行                            ', '短评打分': 5}
{'短评内容': '位置非常好 管理也很严格\n但是 客房的洗浴间进入的时候还有一把旧牙刷没有清理\n另外隔音不太好 但是周围住客都很注意 没有弄的很响的情况', '短评打分': 5}
{'短评内容': '在这家酒店住宿很有安全感，麻雀虽小，五脏俱全，干净有序，性价比极前台人员服务很专业亲切。入住和结账速度都很快。', '短评打分': 5}
{'短评内容': '干净卫生，环境比较安静，最大的是交通便利，广佛地铁就在对面，还有汽车站，商业圈啊。132元商务大床，还可以吧，只是这个价格没有床', '短评打分': 5}
{'短评内容': '非常不错的，周围很热闹。出行也很方便。房间干净卫生，服务态度很好。', '短评打分': 5}
{'短评内容': '+服务态度很好……晚上有事一直到十点多才到酒店，这边一直帮我留着房。', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '这里还不错吧 方便便利 离车站近 就是有点吵啊', '短评打分': 3}
{'短评内容': '非常不错，市中心，方便快捷，价格实惠。', '短评打分': 3}
{'短评内容': '不错的，没有受广州亚运会影响，房价比较实在。', '短评打分': 5}
{'短评内容': '我喜欢大床，虽然没窗，但还是不错的，干净！', '短评打分': 5}
{'短评内容': '地理位置适中，靠近祖庙。很方便,可以推荐', '短评打分': 5}
{'短评内容': '感觉那里环境一般，房间的隔音不好！很吵闹！', '短评打分': 3}
{'短评内容': '不错 很方便 地方好 下次来还会住吧~推荐下', '短评打分': 5}
{'短评内容': '该酒店地处闹市,附近同价位的酒店招待所很多,但让我多次选择它入住的原因是:该酒店管理规范,员工训练有素,让顾客感到足够的安全感!', '短评打分': 3}
{'短评内容': '+干净实惠，出行首选，推荐！', '短评打分': 5}
{'短评内容': '朋友帮忙定的无窗房，酒店前台最终给换了个有窗房，结果发现那窗口只能打开10公分，超级郁闷。床铺太软了，坐边上容易摔倒，拼床房，宝宝睡中间很不舒服。最终感觉还不如无窗房，至少过道那得空气好一些。而且房间很小，还是拐角的，没有原来住过如家、7天的好感觉。', '短评打分': 5}
{'短评内容': '價格不錯，裡面的裝修也不錯！但不推薦，因為房間裡面的隔音實在太不好了……在房間裡面聽到別人走在走廊的聲音、隔壁房間或是樓上住客的洗澡的流水聲、別的訪客的開門聲。總之，很喧鬧……', '短评打分': 3}
{'短评内容': '这个酒店，除了地理位置优越点以外，我真的觉得很一般！因为，单单是酒店房间隔音效果极差就让人很感到救命了……坐在房间，连走廊外阿姨打扫卫生的声音、隔壁房间洗澡的流水声、或是其他房间开门关门的声音等等噪音都听得一清二楚。叫住客怎么睡觉呢！坚决不推荐此酒店！', '短评打分': 1}
{'短评内容': '地點好，到各大商場都可步行抵達免去交通時間', '短评打分': 5}
{'短评内容': '很不错，房间卫生干净，地段也可以，早餐很有特色，以后还会住', '短评打分': 5}
{'短评内容': '+好评', '短评打分': 3}
{'短评内容': '+热水不够热，不过好评', '短评打分': 5}
{'短评内容': '房间细，隔音差。但是地段、环境好，性价比还算高', '短评打分': 5}
{'短评内容': ' 酒店交通方便', '短评打分': 5}
{'短评内容': '是个不错的酒店~~~不过窗是靠走廊的，看不到外面的，走廊声音容易传进来', '短评打分': 5}
{'短评内容': '位置方便, 附近多野行, 近祖庙及百花廣場, 購物及旅遊一流', '短评打分': 5}
{'短评内容': '位于闹市，位置是不错的,就是空气有点闷，主要是没有窗户的缘故。', '短评打分': 5}
{'短评内容': '地點很好，很方便，到各大商場都可步行到達，只嫌事前不知如何停車。\r\n房間空間充裕，性價比很高，仍會繼續再訂同一酒店的。', '短评打分': 3}
{'短评内容': '地點實在很好，到各大商場都可步行到達。\r\n房間空間一點也不細，只嫌夜靜無人之時廁所內水管的水聲很大，無奈性價比很高，仍會繼續再訂同一酒店的。', '短评打分': 3}
{'短评内容': '地點實在很好，到各大商場都可步行到達。\r\n房間空間一點也不細，性價比很高，仍會繼續再訂同一酒店的。', '短评打分': 5}
{'短评内容': '房间让人感到很温馨,有家的感觉,就是通风做得不太好。', '短评打分': 3}
{'短评内容': '环境很干净，挺舒服的，不过就是房间稍小。', '短评打分': 3}
{'短评内容': '很正规的酒店让人有安全感，工作人员都很友好！', '短评打分': 5}
{'短评内容': '服务很好', '短评打分': 5}
{'短评内容': '房间很干净，挺舒适的，不过偶尔会听到一点走廊的声音。下次还会再去。', '短评打分': 5}
{'短评内容': '其他的都好，就是洗手盆下出水管，居然会漏水。搞到满浴间都是水。', '短评打分': 5}
{'短评内容': '环境卫生还不错,地理位置也行,就是楼下施工有点吵', '短评打分': 3}
{'短评内容': '很好，房间格局我喜欢，色调也很好，但毛巾需要自带才行。', '短评打分': 3}
{'短评内容': '卫生还可以,环境也行,就是楼下在施工.有点吵,', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '还行，很干净整洁。毛巾必须自带才行。', '短评打分': 5}
{'短评内容': '服务周到，饭菜做的也不错，房间布置的很温馨很人性化', '短评打分': 5}
{'短评内容': '洗浴非常陈旧，不推荐。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '＋交通比较便利，但周围都是商业区，吃东西不太方便，大床房房间较小，其他的就没什么了，还行。', '短评打分': 5}
{'短评内容': '服务有点差,大床房的床是两张床合并起来的.睡在中间很不舒服.', '短评打分': 3}
{'短评内容': '环境还行，地理位置在繁华的地区，只是大床房用两张床拼起来的，不过拼的效果还行', '短评打分': 5}
{'短评内容': '价格很好，舒适，清洁，简直是爽yy咯。唯一不好就是周边不是很都吃饭的地方。', '短评打分': 5}
{'短评内容': '价格适中，地段还可以，隔音差，周边无超市，吃饭也没什么选择。', '短评打分': 5}
{'短评内容': '我订的是大床房.住的时候才发现是双人房的两张床合并成一张的,睡在中间很不会舒服.房卡每天都要去前台继才能开门.有一个晚上在电梯口的电话打给前台叫服务员开门,打了好几次都没有人过来开房门.白等差不多一个钟都没有见服务员人影子.只好又下去前台继卡.', '短评打分': 1}
{'短评内容': '整体感觉还算不错,但跟我上次住的时候有些差别,进去的时候空气不够新鲜,没喷空气清新剂!花洒一开严重漏水!这次房间还有一股怪味!但之前一直住得都还不错的 ,就这次印象不怎么好!总体还是能打个80分的 .', '短评打分': 5}
{'短评内容': '第二次入住了，好评吧！美中不足的是两次住的房间电视机遥控器都无法使用，应该是遥控器的电池问题。建议服务员经常检查下电池是否可用。', '短评打分': 3}
{'短评内容': '+第二次入住了了，总的来的说不错。美中不足的是电视机的遥控器很不好按，估计是电池没电了，建议经常检查下遥控器是否能用。', '短评打分': 5}
{'短评内容': '服务还不错~!环境还不错,地理位置好,逛街也方便 ~!', '短评打分': 3}
{'短评内容': '地段好，交通很方便，设施也很齐全。美中不足的是房间隔音有点差。', '短评打分': 3}
{'短评内容': '条件不错，交通方便，性价比也行，就是隔音太差。', '短评打分': 5}
{'短评内容': '地理位置优越，交通方便，距离祖庙很近。服务设施各方面都很不错，有纯净水供饮用，这一点很赞。另外在十楼的如家餐厅饭菜也很可口。', '短评打分': 5}
{'短评内容': '各方面总体还可以了.', '短评打分': 5}
{'短评内容': '很便捷~', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '总体不错。', '短评打分': 5}
{'短评内容': '好。', '短评打分': 5}
{'短评内容': '房间不错，但杂了点，会听到一些奇怪的声音', '短评打分': 5}
{'短评内容': '总体来行可以', '短评打分': 5}
{'短评内容': '市中心百花广场附近，100多一点儿。足够了，呵呵，非常满意', '短评打分': 5}
{'短评内容': '该店不厚道，24日住的特惠大床房1241，房间小得没办法转身，与介绍20平方不符，25号到前台加20块钱换了大的房间1037，是一个叫覃小杏的前台办理的，到房间一看和1241差不多，再找服务员一问才知道1037也是特惠大床房，明显在骗人，到前台发一通脾气，另一个前台没做声没做气给我换了一个房1129，这才解决问题。所以我觉得这家店有问题，什么特惠大床房，特惠商务房，大床房，商务房是没有标准的，由他', '短评打分': 3}
{'短评内容': '房间超级的小，小得没办法转身，与网上介绍的20平方严重不符，对了我住的是1241号，大家千万不要上当。', '短评打分': 1}
{'短评内容': '态度差', '短评打分': 5}
{'短评内容': '价格不高，位置较好，还算不错的啦', '短评打分': 5}
{'短评内容': ' 隔音超差。。其他都还可以', '短评打分': 5}
{'短评内容': '隔音差\r\n其他都OK', '短评打分': 5}
{'短评内容': '酒店不错~~隔音差了点~', '短评打分': 5}
{'短评内容': '一如往昔，还好吧，价格也可以接受', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '还不错，就是房间有点小，不过可以了。', '短评打分': 5}
{'短评内容': '住的是商务大床房，价格适当，房间空间比较大，就是没有窗户。该店位置好，容易找。在大厦楼下如家前台办手续，然后从旁边的电梯上去，私密性强。', '短评打分': 5}
{'短评内容': '位置不错，其他真的很一般，\r\n墙壁还有死蚊子，没有人清理，感觉很恶心。\r\n附近可能有娱乐场所，晚上8—9点感觉很吵', '短评打分': 1}
{'短评内容': '交通方便，房间内装潢挺温馨的，不足的是厕所的颜色用明黄色太亮了，亮的刺眼，其他都好，性价比较高！', '短评打分': 5}
{'短评内容': '靠近商业街~', '短评打分': 5}
{'短评内容': '房间空气非常差，空间太压抑！！！', '短评打分': 1}
{'短评内容': '总体都还不错,只是象很多人反映的那样隔音是比较差的了,还是就是被子薄了点,不是很舒服.', '短评打分': 5}
{'短评内容': '隔音效果差', '短评打分': 5}
{'短评内容': '附近虽然是百花广场，我却没找到大一点的超市或者便利店。。。买点日用品或者零食很不方便。。。房间里换气的东西，刺耳的响了很久，我忍了好久只好给前台打电话关掉了，然后只能开空调。其他的都还好。', '短评打分': 5}
{'短评内容': '过道窗，给人不踏实的感觉', '短评打分': 1}
{'短评内容': '入住的房间离电梯太远，绕来绕去的~\r\n隔音效果不太好，能听见楼上的人洗澡的水流声', '短评打分': 5}
{'短评内容': '一如既往的装潢，价格实惠', '短评打分': 5}
{'短评内容': '性价比挺高的商务酒店，晚上很安静，就是排水管声音有点大。', '短评打分': 5}
{'短评内容': '环境不错，只是隔音效果差了一点，值得推荐', '短评打分': 3}
