{'短评内容': '很好，住的很舒服！以后就让京东定酒店了', '短评打分': 5}
{'短评内容': '交通方便,性价比高,卫生间里挂毛巾的地方设计不合理,用起来不方便,希望改进.', '短评打分': 5}
{'短评内容': '优点：地理位置优越，购物很方便\n缺点：毛巾很久，床单也有污渍，早上噪音很大，隔音效果不是很好，总体来说在这个价位的酒店里还算可以吧', '短评打分': 1}
{'短评内容': '毛巾很久了，网速很慢，洗手间的风扇噪音很大。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '毛巾很老旧了，房间的床单也不干净，地理位置方便，排风扇噪音很大。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '酒店的地理位置很好，在石家庄中山路和建设大街交通岗附近，紧邻北国商城和公园。房间设施一般，空调为中央空调。', '短评打分': 5}
{'短评内容': 'henbucuo...................................................................', '短评打分': 5}
{'短评内容': '位置好,服务好,环境好,价格适中,值得推荐.', '短评打分': 5}
{'短评内容': '还可以，毛巾很久了。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '排风噪音很大，位置不错，值得入住，就是毛巾有些旧。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '毛巾有些旧，地位置很好，就是有时网速很慢，出门购物很方便。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '不错的酒店，地理位置很不错，推荐入住。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店的地理位置很好。不过床单被子感觉不干净，旧旧的。对于这个价位来说，我觉得也算可以了，设施很简单。洗手间的抽风机声音很大。', '短评打分': 5}
{'短评内容': '优点：性价比较高；位置不错，相邻有永和和超市；餐厅服务员态度好，特别是一名个不高的男生\n缺点：房间内有蚊子，黑夜咬人', '短评打分': 5}
{'短评内容': '地理位置优越、、门口就是公园、商场购物休闲好去处，酒店卫生很好、内饰很整洁、早餐很好吃哇，性价比很高，强烈推荐、、', '短评打分': 5}
{'短评内容': '酒店离商业街挺近,挺干净这个价格很优惠.', '短评打分': 5}
{'短评内容': '很不错的酒店，性价比很合算，要是毛巾能更整洁就更好了。。。地理位置也很好，推荐入住。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '定酒店的时候，e-long说是4星酒店，但过去住店的时候感觉应该不是4星，最多三星还是挂牌的，不过总体来说还算干净、卫生，周边也很热闹，但没停车场，只能停在周边，还没人看车。', '短评打分': 5}
{'短评内容': '不错，毛巾和床单确实有些问题，性价比不错，位置方便，在人多的时候，上网速度非常慢。。。建议需要上网或是网上办公的住户，不推荐入住。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '不错，性价比很合算，就是毛巾和床单不是很好，地理位置不错\n。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '床单和毛巾很旧了。。。。有些时候新换的也有很脏的痕迹。。。。。。。地理位置还可以。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '除了网速，没什么太大毛病，就是有些时候换的床的有些痕迹。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '宾馆还可以 卫生间和屋子是一体的 有点怪 不过整体感觉还是不错的 地段好 出来就是北国商城 购物吃饭都方便', '短评打分': 3}
{'短评内容': '不错，性价比很高。酒店前台声明派出所规定中国人持中国护照不能入住？看来石家庄的派出所可以自己制定国法》', '短评打分': 5}
{'短评内容': '总的来说还不错，就是网速差了点。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '石家庄住宿不是一般的贵，这家酒店还算是能住。', '短评打分': 1}
{'短评内容': '虽然门面不是很大，但是位置很不错，就在市中心的区域了，购物之类的比较方便，房间也蛮干净的，性价比较好！', '短评打分': 5}
{'短评内容': '酒店不错，环境挺好，虽然住的是无窗的，但是不闷，中央空调还蛮给力的。呵呵～赞一个。。就是如果能再赠送早餐就更好了。。。。。', '短评打分': 5}
{'短评内容': '非常好的酒店，除了设施稍微有点旧点之外，其他都很好，上网速度奇快。周边购物消费也挺方便的，下次过去还会继续入住。。', '短评打分': 5}
{'短评内容': '除了网速。别的都还可以。。。。。。。。。。。需要上网的住客，建议别住，网速太慢，有些时候打不开网页.。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '还可以就是网络太差。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店一般，性价比还算说得过去。但总体感觉卫生，服务水平和早餐有待提高和改进。！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '安静幽雅，干净卫生。', '短评打分': 3}
{'短评内容': '环境一般，尤其是没有窗户的房间，味道很难闻。\n早餐还算可以把，顺便再这里问一下，我的现金券为什么没有返给我呢？？！！', '短评打分': 1}
{'短评内容': '还算不错，虽然是石家庄本地的而酒店。但是服务态度还算好。早餐也不错。就是电视有点小，价格适中吧。晕…………………………………………………………………………………………………………………………', '短评打分': 5}
{'短评内容': '条件都不错，价格也不错，就是网速实在太慢了，有时候网页都打不开，宽带网络要升级了。价适中，环境不错，市内交通便利，就是房间面积稍小一点，会向其他朋友推荐的大堂不算豪华在含双早应该住客率就更高了', '短评打分': 5}
{'短评内容': '其他条件都不错，价格也不错，就是网速实在太慢了，有时候网页都打不开，宽带网络要升级了。\n其他条件都不错，价格也不错，就是网速实在太慢了，有时候网页都打不开，宽带网络要升级了。', '短评打分': 5}
{'短评内容': '地点很好，第一次还给升过级，不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不能不推荐。', '短评打分': 5}
{'短评内容': '房价适中，环境不错，市内交通便利，就是房间面积稍小一点，会向其他朋友推荐的大堂不算豪华在含双早应该住客率就更高了', '短评打分': 5}
{'短评内容': '很好，还不错，就是有点潮，性价比很合适，非常不错，比同等价位的酒店好很多，地理位置也很优越，很好，还不错，就是有点潮，性价比很合适，非常不错，比同等价位的酒店好很多，地理位置也很优越很好，还不错，就是有点潮，性价比很合适，非常不错，比同等价位的酒店好很多，地理位置也很优越', '短评打分': 5}
{'短评内容': '不错呀！干净整洁！值得以后再去，不错呀！干净整洁！值得以后再去，不错呀！干净整洁！值得以后再去，不错呀！干净整洁！值得以后再去，不错呀！干净整洁！值得以后再去，不错呀！干净整洁！值得以后再去，不错呀！干净整洁！值得以后再去', '短评打分': 5}
{'短评内容': '还不错！房间稍有烟味，性价比还可以！用餐方便，早餐也很好，交通很便利，应该算满意！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '好好还可以 位置不错早餐不好好好还可以 位置不错早餐不好', '短评打分': 5}
{'短评内容': '房间宽敞明亮，布置合理！环境比较安静但价格相对高些！', '短评打分': 5}
{'短评内容': '交通很便利，附近吃很方便，就是晚上12点没热水了', '短评打分': 5}
{'短评内容': '性价比比较高，南边是市政府，东边就是市中心，地方还是比较好的', '短评打分': 5}
{'短评内容': '有点旧。走廊太暗。及格吧', '短评打分': 3}
{'短评内容': '连锁酒店的价格，4星级酒店的服务。性价比较高的酒店，值得推荐。', '短评打分': 5}
{'短评内容': '非常干净的酒店，不用担心服务员不打扫房间。她会主动上门给你打扫，即便是你还没睡醒，也会把你吵起来。', '短评打分': 5}
{'短评内容': '很好，指的推荐的酒店，下次还会选择入住。', '短评打分': 5}
{'短评内容': '环境便利，酒店也不错，可惜房间紧张，只能住一天。', '短评打分': 5}
{'短评内容': '值得推荐的酒店。酒店入住率相当高，记得一定要提前预定啊。', '短评打分': 5}
{'短评内容': '性价比较高的酒店。下次还会入住，多多支持！', '短评打分': 5}
{'短评内容': '值得推荐的酒店，价位、服务都不错，下次还如入住！', '短评打分': 5}
{'短评内容': '很不错的酒店，价格适中，服务也很热情，有机会还会入住。', '短评打分': 5}
{'短评内容': '酒店地处石家庄最繁华的地区，总的感觉还可以，会向人推荐的。', '短评打分': 5}
{'短评内容': '位置不错,价格合理,早餐有点简单.我会向我的朋友推荐这家酒店', '短评打分': 5}
{'短评内容': '酒店地处石家庄最繁华的地区，周围购物、饮食、娱乐、休闲的地方很多。但是酒店房间光线有点暗。', '短评打分': 5}
{'短评内容': '总体是不错的酒店，交通很便利、购物很方便、价格又便宜、住的相当舒适、\n就是电视信号不是很好、而且小点。', '短评打分': 5}
{'短评内容': '不错的酒店，房间设施和服务尚可，性价比可以', '短评打分': 5}
{'短评内容': '酒店地理位置很不错，但服务一般，需要再提高，不过这个价格也在这里了，面还是不错的', '短评打分': 5}
{'短评内容': '地处繁华区域的酒店，酒店内部设施一般，但较干净，早餐也不错。下次还会选择入住。。。', '短评打分': 5}
{'短评内容': '酒店座落于市中心繁华商圈，邻近人民广场、石家庄人民政府，北国商城近在咫尺，交通十分便捷。', '短评打分': 5}
{'短评内容': '该修善了', '短评打分': 3}
{'短评内容': '此酒店我在石家庄时刚装修，现在运行的不错和当初设计差不多环境不错。不过有些地方应该修缮了', '短评打分': 5}
{'短评内容': '不错，地点位置好，酒店整洁，性价比较高。直得推荐', '短评打分': 5}
{'短评内容': '酒店环境很好，很舒适，价位合理，性价比较高。前台服务员不是太热情，但也能够接受。就是电视小了点，距离远了不容易看清楚，信号不太好，可选择的台也少了些。', '短评打分': 5}
{'短评内容': '值得推荐的酒店。值得推荐的酒店。值得推荐的酒店。值得推荐的酒店。', '短评打分': 5}
{'短评内容': '很好!下次还会入住，卫生好，早餐丰富。', '短评打分': 3}
{'短评内容': '酒店位置在市中心，出行、吃饭、购物都很方便；就是有点旧', '短评打分': 5}
{'短评内容': '交通方便，出门就可以逛街。唯一不足的就是房间的电视太小了吧。。。', '短评打分': 5}
{'短评内容': '不错的酒店，房间精致清洁。位置极佳，出行十分方便。希望早餐也不会让人失望。。。', '短评打分': 5}
{'短评内容': '非常好，没想到居然是4星的酒店，很漂亮，很干净', '短评打分': 5}
{'短评内容': '地处市中心繁华地段，方便安全，不在路口比较安静，就是双人间只有一份早餐不太人性化，停车区比较小。', '短评打分': 3}
{'短评内容': ' 艾美特不错,早餐丰富.床也不错.干净环境好', '短评打分': 3}
{'短评内容': '价格适中，位置很好，餐饮配套都还满意，交通很方便。', '短评打分': 5}
{'短评内容': '酒店没有留下让我再住第2次机会，8点30早餐盘里已经空也', '短评打分': 1}
{'短评内容': '条件还行，就是停车不理想，路边停车感觉总是有点不踏实', '短评打分': 5}
{'短评内容': '我于2011年6月20日至23日在该酒店入住，首先感觉性价比非常适当。收费仅比经济型酒店略高几十元人民币，但却能享受到相当四星级的酒店服务。特别是酒店提供的自助免费早餐，品种和质量都不错。值得推荐！', '短评打分': 5}
{'短评内容': '房间宽敞，格调不错，用餐方便，适合路途居住', '短评打分': 5}
{'短评内容': '挺好挺舒服，距离市中心也很方便，希望大家可以去住', '短评打分': 5}
{'短评内容': '性价比高，早餐也很好。虽然电视信号不是太好，没关系啦。以后会常来来的。', '短评打分': 5}
{'短评内容': '很好，下次还住这', '短评打分': 3}
{'短评内容': '很正规的酒店，管理很到位，房间比较大，就是窗户都封死了，而且是磨砂玻璃，感觉憋闷，面向中庭的房间很容易被庭里的声音干扰，房间内的液晶电视信号可能是网络信号吧？多数台都有卡的现象。', '短评打分': 5}
{'短评内容': '房间宽敞，格调不错，用餐方便，适合路途居住。', '短评打分': 5}
{'短评内容': '酒店很新，就是去住的时候刚好赶上换墙纸，有些味道', '短评打分': 5}
{'短评内容': '交通方便，房间很干净！就是床太硬了！在市中心很方便！', '短评打分': 5}
{'短评内容': '该酒店除了卫生间装修的还算有点特色、被褥还算干净外，其它方面简直糟糕透了，性价比极差。\n前台服务不好；\n早餐还不如快捷酒店；\n午餐除了咸味，没有别的味；\n电梯里的地毯估计就没换过；\n房间里，楼道里到处都是潮湿发霉的痕迹，不知道防水怎么做的；\n服务更差，有客人乘坐电梯时，竟然有卫生清洁工进入电梯扫地，头一次碰到这种事，服务员根本就没受过训练，几个人在一起聊天，真不知是怎么管理的；\n·········', '短评打分': 1}
{'短评内容': '酒店位置好，出行方便。但内部设施顶多只有3星。', '短评打分': 5}
{'短评内容': '较为合适的价格，不错的地点，早餐菜品质量有些一般，下次还会选择', '短评打分': 5}
{'短评内容': '酒店整体不错，就是价格稍高，服务周到，环境好，空调有点热。', '短评打分': 5}
{'短评内容': '非常好的酒店。', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '还不错。为了多要个消费卷 一个订单拆成两个', '短评打分': 5}
{'短评内容': '今天第二天，为了多得20消费卷下了两个订单。空调根本不管用的。热水不错很冲儿。灯光充足。中午回来房间没收拾。', '短评打分': 3}
{'短评内容': '只能说一般', '短评打分': 3}
{'短评内容': ' 各方面都很一般，房间装修的很有特点，但不实用。房间不小，但却没有沙发和椅子，来两个客人就只能全坐床上了。', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店不错，比三星的还好，非常干净，物超所值，值得入住', '短评打分': 5}
{'短评内容': '地理位置不错,条件一般,尤其早餐,一般一般\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '喜欢这的原因是周边很方便，房间设施还可以，有8层楼，三楼是餐厅，早餐一般。', '短评打分': 5}
{'短评内容': '酒店位置不错，商务房间的装修还行，就是电脑台太小，上面还放了许多收费物品，使用起来有点不爽。', '短评打分': 5}
{'短评内容': '位置很好，交通方便，比如家之类的快捷酒店性价比要高，但是我住的是没有对外窗户的标间，窗户对天井，周六三楼的公司搞活动，早早一帮人在下面闹闹哄哄就给吵醒了，和前台投诉，小姐只是微微一笑，唉。。。', '短评打分': 5}
{'短评内容': '很好的位置，较好的环境，早餐也可以，性价比比较高', '短评打分': 5}
{'短评内容': '酒店的门脸不大，但地段很好，出门叫车也方便，周边有北国等大商场，商服网点较多。酒店设施一般，早餐尚可。', '短评打分': 5}
{'短评内容': '位置好！没有标间，直接给升级的商务，挺好！', '短评打分': 5}
{'短评内容': '入住便捷，房间干净，并且空间大。早餐还可以', '短评打分': 5}
{'短评内容': '酒店不像是个四星级的，最多算个准三星，早餐不错。', '短评打分': 5}
{'短评内容': '条件挺好的，位于市中心，价位也合理，还带早餐。只是停车不太方便。', '短评打分': 5}
{'短评内容': '酒店环境还是不错的，房间也很宽敞，舒适，但是客房服务态度有待提高，服务不够人性化。床单，枕套不是非常干净，房间隔音效果不太好~~~但总体住着还是很舒服的，希望小细节能改进！', '短评打分': 5}
{'短评内容': '地理位置很好，交通很方便。附近就是北国商城，火车站离酒店坐车只有一站路（特一路）。价格也是比较适中，酒店早餐比较丰富。', '短评打分': 5}
{'短评内容': '地里位置不错，处于闹市之滨，吃饭购物都很方便，不足之处在于设施有点老化，价格也偏高。', '短评打分': 3}
{'短评内容': '条件很一般，早餐也一般，而且和门市价一样', '短评打分': 1}
{'短评内容': '性价比还可以，地理位置优越，设施一般，服务一般，房间偏小。', '短评打分': 5}
{'短评内容': '交通方便，服务良好，性价比高，值得推荐！', '短评打分': 5}
{'短评内容': '每次来石家庄都会住在这，位置好，条件还不错，价格很值！', '短评打分': 5}
{'短评内容': '宾馆门面不大，房间比较宽敞，服务一般，价格在副省级城市里同等配置不算高', '短评打分': 5}
{'短评内容': '位于市中心地段,交通方便,就餐方便.宾馆也各方面都不错,空调温度挺高的,虽没有暖气,也很暖和.', '短评打分': 5}
{'短评内容': '性价比不错，交通方便，20个字，20个字，20个字！', '短评打分': 5}
{'短评内容': '凌晨入住，感觉像个招待所，一般一般，临时休息一下还马马虎虎。', '短评打分': 5}
{'短评内容': '房间设施不错，虽然在马路边，但是酒店logo不是很明显。', '短评打分': 5}
{'短评内容': '该酒店位置在市中心，而且涉及得很有特点，价格与同地段比较较合理，是值得信赖的酒店，在此推荐给大家！！！', '短评打分': 5}
{'短评内容': '房间满大的，服务也不错\n就是酒店大堂很小诶~\n不太相信是四星的。\n', '短评打分': 5}
{'短评内容': '不是四星、门脸很小；很干净。服务态度很好 、', '短评打分': 5}
{'短评内容': 'clean and quiet, service atitude good', '短评打分': 5}
{'短评内容': '8层大床房的洗手间竟然没有单独封闭，马桶、洗手盆、淋浴间直接挨着床，只有一个拉帘。晕~', '短评打分': 1}
{'短评内容': '涨价了？？？？？？？门脸不明显，早餐差了点，其他都还不错。', '短评打分': 5}
{'短评内容': '一般般的酒店，地毯比较不干净。。。。。。。。。', '短评打分': 5}
{'短评内容': '外部门脸不够气派，大堂狭长，不过客房整体还是比较整洁的。不足之处是标间的淋浴间太窄，空间小~希望能有所改进。总体来说，从硬件到价格都不像是四星级。。。', '短评打分': 5}
{'短评内容': '总体不错，只是房间隔音效果不太好，隔壁的电视声都能听到，水温变热有点慢，服务和早餐都可以。', '短评打分': 5}
{'短评内容': '位置不错，服务一般，设施较新但格局不好。', '短评打分': 5}
{'短评内容': '酒店实际条件与EL所提供的信息严重不附,不是欺诈,也是不负责任。你们自己去住一下,那也能算四星。', '短评打分': 5}
{'短评内容': '性价比一般，酒店停热水、空调竟然不但没有提前通知，前台办理入住时也不通知。最终没有任何说法和补偿。很不满意！', '短评打分': 1}
{'短评内容': '石家庄阳光.艾美特酒店装饰很好，地里位置也很好，就是被子有点潮湿，楼下有永和豆浆，吃饭比较方便，整体来说还是很不错了，有机会再去石家庄我还会去住那里。', '短评打分': 3}
{'短评内容': '很好很好很好很好很好很好很好很好很好很好很好', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '此酒店非常不错，我建议大家以后去石家庄就上次酒店入住。', '短评打分': 5}
{'短评内容': '酒店位置非常好，前台服务热情，卫生很好，早餐很实惠。', '短评打分': 5}
{'短评内容': '房间整洁 价格合理 还不错！ 只是早餐标间少一份 有些遗憾！！', '短评打分': 3}
{'短评内容': '还OK。服务不错  入住很快  位置挺好~', '短评打分': 5}
{'短评内容': '有点潮湿，交通还是方便的，还凑活。性价比过得去。', '短评打分': 3}
{'短评内容': '以前住的是258的商务标间跟单间\r\n感觉还行\r\n这次住的198 没想到差距这么大\r\n房间臭味熏天 简直就难以忍受\r\n不知道在那睡一晚上会如何\r\n晚上我没在那睡就！！！\r\n相当的不推荐 以后绝对不住！', '短评打分': 1}
{'短评内容': '环境还可以价钱也合适', '短评打分': 5}
{'短评内容': '地理位置不错，性价比不错，就是毛巾浴巾怎么放在架子上，离地面这么近，还靠近下水管道，这个不好。', '短评打分': 5}
{'短评内容': 'F房间还是很不错的', '短评打分': 5}
{'短评内容': '性价比还算高，值得推荐，去石家庄我的首选酒店！', '短评打分': 3}
{'短评内容': '石家庄阳光.艾美特酒店装饰很好，地里位置也很好，就是被子有点潮湿，楼下有永和豆浆，吃饭比较方便，整体来说还是很不错了，有机会再去石家庄我还会去住那里。', '短评打分': 5}
{'短评内容': '位置较好，但被子很潮，电视频道太少，很多都收不到，网速较慢，早餐没看到肉，不过千丝万缕汤不错；希望后续能免费提供早餐券，提高网速、增加电视节目内容，最好能收到HBO。', '短评打分': 5}
{'短评内容': '+8月9号已如住818房，与以往一样好！\n姜微', '短评打分': 5}
{'短评内容': '整体还行吧。。。就是服务很一般，态度不算好。。。', '短评打分': 5}
{'短评内容': '酒店位置好', '短评打分': 3}
{'短评内容': '除了隔音效果差 其他都还很好', '短评打分': 3}
{'短评内容': '这家酒店在网上看图片的时候确实还蛮不错的，保惜入住后才发现原来还是有很大差距的，屋里倒还较大，可厕所竞然只是一个帘子挡住的，屋里一半是地板一半是磁砖。洗漱盆也是直接在外边的隔床边不远，完全没有那种舒适的感觉。。。不过唯一欣慰的是早点还算比较丰富。', '短评打分': 1}
{'短评内容': '还可以吧~比想象的要很多~早餐是双的就好了~~~', '短评打分': 5}
{'短评内容': '位置很好', '短评打分': 1}
{'短评内容': '整体很好 很舒适 尤其是一层的复古钟和摆设 就是有点不隔音 如能解决这一问题 就很完美了', '短评打分': 5}
{'短评内容': '挺好，不错', '短评打分': 3}
{'短评内容': '简欧式建筑 性价比 高', '短评打分': 5}
