{'descr': '是秦皇岛北戴机场附近性价比最好的酒店。', 'star': 4}
{'descr': '和如家其他地区的酒店一样，位居步行街闹市，购物方便，干净整洁，温馨的服务给人留下很美好的回忆。', 'star': 5}
{'descr': '价格便宜，环境不错，地理位置好，值得推荐。', 'star': 5}
{'descr': '价格便宜，环境不错，地理位置好，值得推荐。', 'star': 5}
{'descr': '点评已经做过了，只是为何漏登了我定的这间房', 'star': 5}
{'descr': '点评已经做过了，只是为何漏登了我定的这间房', 'star': 5}
{'descr': '环境还好。棉被有点薄，空调噪声大了一些，停车太紧张。', 'star': 5}
{'descr': '环境还好。棉被有点薄，空调噪声大了一些，停车太紧张。', 'star': 5}
{'descr': '地段比较好，周围吃饭购物比较方便，不必在酒店吃早餐', 'star': 5}
{'descr': '地段比较好，周围吃饭购物比较方便，不必在酒店吃早餐', 'star': 5}
{'descr': '地理位置比较好，也比较方便！我经常去那里的停车的地方就是有点小了！\n', 'star': 5}
{'descr': '地理位置比较好，也比较方便！我经常去那里的停车的地方就是有点小了！\n', 'star': 5}
{'descr': '房间还不错就是空间小了些', 'star': 3}
{'descr': '房间还不错就是空间小了些', 'star': 3}
{'descr': '价格还行就是房间有点吵，要住8楼才可以，', 'star': 5}
{'descr': '价格还行就是房间有点吵，要住8楼才可以，', 'star': 5}
{'descr': '服务非常好，早餐也不错，就是房间太吵，住在5楼也不知道是什么声音，一直响，有去住的一定要高层的房间。', 'star': 5}
{'descr': '服务非常好，早餐也不错，就是房间太吵，住在5楼也不知道是什么声音，一直响，有去住的一定要高层的房间。', 'star': 5}
{'descr': '步行街上面，比较方便吃饭逛街，不远处有澳门豆捞，可以喝点酒，呵呵不用开车了！', 'star': 5}
{'descr': '步行街上面，比较方便吃饭逛街，不远处有澳门豆捞，可以喝点酒，呵呵不用开车了！', 'star': 5}
{'descr': '环境不行，隔音也不怎么好', 'star': 3}
{'descr': '环境不行，隔音也不怎么好', 'star': 3}
{'descr': '  很不同错的酒店', 'star': 3}
{'descr': '  很不同错的酒店', 'star': 3}
{'descr': '晚上比较吵！不知道是不是空调的声音，响了一个晚上！', 'star': 5}
{'descr': '晚上比较吵！不知道是不是空调的声音，响了一个晚上！', 'star': 5}
{'descr': '如家是一如既往的专业和到位。房间够大，不过户型也许大多数人不太喜欢。地处步行街，位置不错，适合逛街。另外价格也合理。唯一让我决定下次不住地原因是正对面有个大发射塔。我是比较在意这些，所以以后不会住到步行街上。不介意的同志可以选择这个地段。', 'star': 1}
{'descr': '如家是一如既往的专业和到位。房间够大，不过户型也许大多数人不太喜欢。地处步行街，位置不错，适合逛街。另外价格也合理。唯一让我决定下次不住地原因是正对面有个大发射塔。我是比较在意这些，所以以后不会住到步行街上。不介意的同志可以选择这个地段。', 'star': 1}
{'descr': '不错的酒店，地点位置很好，性价比也高！卫生条件也好，很不错，确实值得去住！', 'star': 5}
{'descr': '不错的酒店，地点位置很好，性价比也高！卫生条件也好，很不错，确实值得去住！', 'star': 5}
{'descr': ' 刚入住 位置很好，挺干净。', 'star': 5}
{'descr': ' 刚入住 位置很好，挺干净。', 'star': 5}
{'descr': '步行街市中心上，楼下就是必胜客，旁边购物吃饭都很方便。酒店设施服务嘛都是如家标准化的，没什么可说的。', 'star': 5}
{'descr': '步行街市中心上，楼下就是必胜客，旁边购物吃饭都很方便。酒店设施服务嘛都是如家标准化的，没什么可说的。', 'star': 5}
{'descr': '很干净，在步行街。房间捎小。不过价位也好。推荐给大家', 'star': 5}
{'descr': '很干净，在步行街。房间捎小。不过价位也好。推荐给大家', 'star': 5}
{'descr': '位置不错，在张家港的市中心，不过打车也要十几元，但是周围很方便，关键是性价比还是可以的！', 'star': 5}
{'descr': '位置不错，在张家港的市中心，不过打车也要十几元，但是周围很方便，关键是性价比还是可以的！', 'star': 5}
{'descr': '如家快捷酒店（张家港步行街店）酒店大门在弄堂内，地段不错，离汽车站也近。房间小点，但是比较干净，下次还会入住。', 'star': 5}
{'descr': '如家快捷酒店（张家港步行街店）酒店大门在弄堂内，地段不错，离汽车站也近。房间小点，但是比较干净，下次还会入住。', 'star': 5}
{'descr': '酒店大门在弄堂内，地段不错，离汽车站也近。房间小点，但是比较干净，下次还会入住。', 'star': 5}
{'descr': '酒店大门在弄堂内，地段不错，离汽车站也近。房间小点，但是比较干净，下次还会入住。', 'star': 5}
{'descr': '还不错！方便！只是酒店价格慢慢涨价了！下次还会住！', 'star': 3}
{'descr': '还不错！方便！只是酒店价格慢慢涨价了！下次还会住！', 'star': 3}
{'descr': '非常好！非常不错！卫生，便宜，热闹，方便！', 'star': 5}
{'descr': '非常好！非常不错！卫生，便宜，热闹，方便！', 'star': 5}
{'descr': '房间偏小了点但是位置比较好，出门吃饭的地方比较多，所以性价比还行！', 'star': 5}
{'descr': '房间偏小了点但是位置比较好，出门吃饭的地方比较多，所以性价比还行！', 'star': 5}
{'descr': '房间隔音差，网速有点慢，服务员的服务非常好。', 'star': 5}
{'descr': '房间隔音差，网速有点慢，服务员的服务非常好。', 'star': 5}
{'descr': '很干净,可惜不能提供正餐,只有早餐;房间稍小些', 'star': 3}
{'descr': '很干净,可惜不能提供正餐,只有早餐;房间稍小些', 'star': 3}
{'descr': '这次住的如家在张家港步行街上，出门真的好方便啊，就是房间稍微有点小了，不如上次在南京夫子庙那住的大，不过价钱也便宜很多，总的来说还是很不错的。', 'star': 5}
{'descr': '这次住的如家在张家港步行街上，出门真的好方便啊，就是房间稍微有点小了，不如上次在南京夫子庙那住的大，不过价钱也便宜很多，总的来说还是很不错的。', 'star': 5}
{'descr': '交通便利，由于在步行街，逛街什么的，都比较方便，适合商旅', 'star': 3}
{'descr': '交通便利，由于在步行街，逛街什么的，都比较方便，适合商旅', 'star': 3}
{'descr': '地方还可以，步行街中间左右的位置，购物方便', 'star': 3}
{'descr': '地方还可以，步行街中间左右的位置，购物方便', 'star': 3}
{'descr': '酒店的位置就在步行街，吃饭购物比较方便，要是打车就需要走100米左右了。酒店前台比较友善，很快就办理好了入住手续。房间同其他如家基本上一样，简约、卫生，不过我是临步行街的房间，所以感觉白天稍微有些吵，晚上就好了。', 'star': 5}
{'descr': '酒店的位置就在步行街，吃饭购物比较方便，要是打车就需要走100米左右了。酒店前台比较友善，很快就办理好了入住手续。房间同其他如家基本上一样，简约、卫生，不过我是临步行街的房间，所以感觉白天稍微有些吵，晚上就好了。', 'star': 5}
{'descr': '经济价位，交通便利…', 'star': 3}
{'descr': '经济价位，交通便利…', 'star': 3}
{'descr': '交通方便，适合商务。', 'star': 5}
{'descr': '交通方便，适合商务。', 'star': 5}
{'descr': '今天第一次享用早餐，感觉还可以，就是东西少了点，只有菜包，也没有肉包', 'star': 3}
{'descr': '今天第一次享用早餐，感觉还可以，就是东西少了点，只有菜包，也没有肉包', 'star': 3}
{'descr': ' 不错', 'star': 3}
{'descr': ' 不错', 'star': 3}
{'descr': '早餐刚好赶上一个旅游团用完餐，没剩下啥了，供应速度欠佳', 'star': 5}
{'descr': '早餐刚好赶上一个旅游团用完餐，没剩下啥了，供应速度欠佳', 'star': 5}
{'descr': '周围环境挺好，出行很方便，性价比较高。隔音效果如能改善些就更好了', 'star': 3}
{'descr': '周围环境挺好，出行很方便，性价比较高。隔音效果如能改善些就更好了', 'star': 3}
{'descr': ' 服务不错', 'star': 5}
{'descr': ' 服务不错', 'star': 5}
{'descr': '性价比较高  卫生舒适  服务也不错  笑脸迎人  O(∩_∩)O哈！', 'star': 5}
{'descr': '性价比较高  卫生舒适  服务也不错  笑脸迎人  O(∩_∩)O哈！', 'star': 5}
{'descr': '很好！方便实惠！值得！下次去还是会再入住的~', 'star': 3}
{'descr': '很好！方便实惠！值得！下次去还是会再入住的~', 'star': 3}
{'descr': '位于步行街，早上6点多基本上就要开始吵了', 'star': 5}
{'descr': '位于步行街，早上6点多基本上就要开始吵了', 'star': 5}
{'descr': '位置不错，停车位少。。。。服务嘛也一般吧，其余都还可以。。。', 'star': 5}
{'descr': '位置不错，停车位少。。。。服务嘛也一般吧，其余都还可以。。。', 'star': 5}
{'descr': '很干净 设施也很全', 'star': 5}
{'descr': '很干净 设施也很全', 'star': 5}
{'descr': '如家一如既往。。。。停车不太方便，地方有点小，道路在修。。开进来不容易', 'star': 5}
{'descr': '如家一如既往。。。。停车不太方便，地方有点小，道路在修。。开进来不容易', 'star': 5}
{'descr': '电梯稍慢，其他还不错；要是喜欢逛街，尤其是位置特好', 'star': 5}
{'descr': '电梯稍慢，其他还不错；要是喜欢逛街，尤其是位置特好', 'star': 5}
{'descr': '除隔音差一点外，其他都还不错，性价比较高、地段好，服务也可以。', 'star': 5}
{'descr': '除隔音差一点外，其他都还不错，性价比较高、地段好，服务也可以。', 'star': 5}
{'descr': '这次比上次住的楼角的房间大了一点，还可以。就是电梯里有点闷', 'star': 5}
{'descr': '这次比上次住的楼角的房间大了一点，还可以。就是电梯里有点闷', 'star': 5}
{'descr': '就是空间比较小，总体来说不错，哈哈哈哈哈', 'star': 5}
{'descr': '就是空间比较小，总体来说不错，哈哈哈哈哈', 'star': 5}
{'descr': '很好的酒店，值得推荐！！！！！！！！！！！！！！！！！！！！！！！', 'star': 3}
{'descr': '很好的酒店，值得推荐！！！！！！！！！！！！！！！！！！！！！！！', 'star': 3}
{'descr': '＋我已入住环境还好，谢谢', 'star': 5}
{'descr': '＋我已入住环境还好，谢谢', 'star': 5}
{'descr': '总体不错，早餐也挺好，位置很好，隔音效果有些差，需要改善', 'star': 5}
{'descr': '总体不错，早餐也挺好，位置很好，隔音效果有些差，需要改善', 'star': 5}
{'descr': '很好的酒店，位置在步行街上。值得推荐，下次还会入住！', 'star': 5}
{'descr': '很好的酒店，位置在步行街上。值得推荐，下次还会入住！', 'star': 5}
{'descr': '+环境还可以 价格适中，比莫泰要好那么一点点 如果酒店电梯再快点就更好了', 'star': 5}
{'descr': '+环境还可以 价格适中，比莫泰要好那么一点点 如果酒店电梯再快点就更好了', 'star': 5}
{'descr': '楼下就是步行街，买东西倒是蛮方便的。就是第二天早上起来的时候比较吵，好像是在放广播体操。', 'star': 5}
{'descr': '楼下就是步行街，买东西倒是蛮方便的。就是第二天早上起来的时候比较吵，好像是在放广播体操。', 'star': 5}
{'descr': '位置很好，可惜就是网速慢，好像所有如家都是这样的，下次还会住，', 'star': 3}
{'descr': '位置很好，可惜就是网速慢，好像所有如家都是这样的，下次还会住，', 'star': 3}
{'descr': '酒店的位置非常好，性价比很高，就是房间小了点，下次还会住,', 'star': 5}
{'descr': '酒店的位置非常好，性价比很高，就是房间小了点，下次还会住,', 'star': 5}
{'descr': '早上实在是太吵，6:30外面就开始放喇叭', 'star': 5}
{'descr': '早上实在是太吵，6:30外面就开始放喇叭', 'star': 5}
{'descr': '早上实在是太吵，6:30外面就开始放喇叭                                        ', 'star': 3}
{'descr': '早上实在是太吵，6:30外面就开始放喇叭                                        ', 'star': 3}
{'descr': '早上实在是太吵，6:30外面就开始放喇叭                                        ', 'star': 3}
{'descr': '早上实在是太吵，6:30外面就开始放喇叭                                        ', 'star': 3}
{'descr': '酒店地理位置还不错，但前台在我们下午五点入住时。房间还没排好，导致入住登记等候时间过久（约20分钟），另外我们订的都是标准间，但由于酒店无房。我们两位男同事挤在一间大床房上。', 'star': 3}
{'descr': '酒店地理位置还不错，但前台在我们下午五点入住时。房间还没排好，导致入住登记等候时间过久（约20分钟），另外我们订的都是标准间，但由于酒店无房。我们两位男同事挤在一间大床房上。', 'star': 3}
{'descr': '酒店地理位置很方便，房间也不错。前台服务还可以', 'star': 3}
{'descr': '酒店地理位置很方便，房间也不错。前台服务还可以', 'star': 3}
{'descr': '酒店地理位置很方便，房间也不错。前台服务也不错', 'star': 5}
{'descr': '酒店地理位置很方便，房间也不错。前台服务也不错', 'star': 5}
{'descr': '位置很好，出来就是步行街。周围吃饭的地方很多，早餐也不错，只是隔音效果稍差。', 'star': 5}
{'descr': '位置很好，出来就是步行街。周围吃饭的地方很多，早餐也不错，只是隔音效果稍差。', 'star': 5}
{'descr': '位置非常好，绝对的市中心，服务也不错，值得推荐', 'star': 5}
{'descr': '位置非常好，绝对的市中心，服务也不错，值得推荐', 'star': 5}
{'descr': '服务非常好，就是房间比较小！早餐也不怎么样，地理位置比较好，临近步行街！', 'star': 5}
{'descr': '服务非常好，就是房间比较小！早餐也不怎么样，地理位置比较好，临近步行街！', 'star': 5}
{'descr': '不错，适合商务人士入住。地点方便，价格合适！1111111', 'star': 3}
{'descr': '不错，适合商务人士入住。地点方便，价格合适！1111111', 'star': 3}
{'descr': '拖鞋太单薄，不太舒服。建议鞋底和鞋帮都选用厚材的，有型、舒服。', 'star': 5}
{'descr': '拖鞋太单薄，不太舒服。建议鞋底和鞋帮都选用厚材的，有型、舒服。', 'star': 5}
{'descr': '性价比极高，周围设施也不错。就是叫客房服务是太慢了~要改进', 'star': 5}
{'descr': '性价比极高，周围设施也不错。就是叫客房服务是太慢了~要改进', 'star': 5}
{'descr': '很好！  跟以前一样干净，服务态度也好，地理位置也最佳！就是外边太吵了，貌似在装修！', 'star': 3}
{'descr': '很好！  跟以前一样干净，服务态度也好，地理位置也最佳！就是外边太吵了，貌似在装修！', 'star': 3}
{'descr': '很好！  跟以前一样干净，服务态度也好，地理位置也最佳！就是外边太吵了，貌似在装修！', 'star': 3}
{'descr': '很好！  跟以前一样干净，服务态度也好，地理位置也最佳！就是外边太吵了，貌似在装修！', 'star': 3}
{'descr': '不是第一次了 便宜嘛！ 位置也不错！就在步行街，不过就是外边好像有装修的，噪音大了点！', 'star': 5}
{'descr': '不是第一次了 便宜嘛！ 位置也不错！就在步行街，不过就是外边好像有装修的，噪音大了点！', 'star': 5}
{'descr': '网络有点慢，其它一切都还不错，价格比较便宜', 'star': 5}
{'descr': '网络有点慢，其它一切都还不错，价格比较便宜', 'star': 5}
{'descr': '不错.真的很不错哦。欢迎欢迎.有机会下次再来。哈哈', 'star': 5}
{'descr': '不错.真的很不错哦。欢迎欢迎.有机会下次再来。哈哈', 'star': 5}
{'descr': '很棒，指的推荐，位置很好，就在步行街里，逛街方便', 'star': 5}
{'descr': '很棒，指的推荐，位置很好，就在步行街里，逛街方便', 'star': 5}
{'descr': '交通方便，周围吃的玩的都有，就是不带餐厅，只供应早餐', 'star': 5}
{'descr': '交通方便，周围吃的玩的都有，就是不带餐厅，只供应早餐', 'star': 5}
{'descr': '我下住酒店的地理位置在市中心,出行非常方便!', 'star': 3}
{'descr': '我下住酒店的地理位置在市中心,出行非常方便!', 'star': 3}
{'descr': '如家酒店感觉很舒适!里面的内饰简洁,大方!', 'star': 3}
{'descr': '如家酒店感觉很舒适!里面的内饰简洁,大方!', 'star': 3}
{'descr': '环境及各方面都不错，性价比高！就是刚开始发生了点小插曲，大家不是很愉快！', 'star': 5}
{'descr': '环境及各方面都不错，性价比高！就是刚开始发生了点小插曲，大家不是很愉快！', 'star': 5}
