{'短评内容': '很好很满意', '短评打分': 5}
{'短评内容': '酒店卫生、设施还可以,不足之处是房间装修陈旧。', '短评打分': 3}
{'短评内容': '酒店管理,服务上乘,交通便利,停车便利,特别是挨着青岛万达购物中心,餐饮和娱乐也方便,是自驾游的首选.', '短评打分': 5}
{'短评内容': '经常住在这家酒店、最近装修的原因显得干净多了、总之推荐这家酒店', '短评打分': 5}
{'短评内容': '服务还不错，早餐很丰富，我们住的行政大床房，稍微贵一点，新装修过，挺干净的，不过只有一个沙发。青岛本来就不是很大，所以个人觉得靠海的酒店，好的定不上房间，能定的酒店要么设施陈旧，要么服务很差，不如住得离海稍微远一点，中央商务区去哪都方便，打车也就是十几块钱的事。我们自己开车去的，景点GPS都能搞定。', '短评打分': 5}
{'短评内容': '挺好找的，位置环境都不错，住的很舒服~~', '短评打分': 5}
{'短评内容': '位置还行，早餐还行.就是房间设施陈旧,床太硬，房间隔音效果不好', '短评打分': 5}
{'短评内容': '地段方便，感觉设施什么的比较旧了，自助餐不错，有两个。。', '短评打分': 5}
{'短评内容': '酒店设施稍微旧了，毕竟时间长了； 其它还是不错的。服务态度也很好；地理位置非常好，交通方便', '短评打分': 5}
{'短评内容': '环境不错，服务也温馨', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '11楼的房间比9楼的房间好！真是郁闷！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '还不错！网络正常了！就是酒店老了些！吃的东西少了点！', '短评打分': 5}
{'短评内容': '酒店房间老了些！宽带上不了！我只能用无线网卡！免费宽带是个摆设！其他都还不错！', '短评打分': 5}
{'短评内容': '大厅很豪华。房间较小，达不到3星标准。床灯的开关居然是坏的。', '短评打分': 5}
{'短评内容': '前台服务员,极个别人的服务态度极差!领班也不管!\n其他餐厅、客房等还可以，象四星的服务。', '短评打分': 5}
{'短评内容': '前台服务一般，客房配置合理，希望今后在业务处理速度上有所进步。', '短评打分': 5}
{'短评内容': '酒店环境还是不错的，房间有点小，服务不错', '短评打分': 5}
{'短评内容': '房间太陈旧，条件一般，价格不便宜。因为在此招标，所以住这，感觉不如如家呢。', '短评打分': 1}
{'短评内容': '酒店的服务等各方面都很好，就是设施有点陈旧，不过还是值得推荐的好酒店。', '短评打分': 5}
{'短评内容': '春节期间入住，环境不错，因为人少，很恬静', '短评打分': 5}
{'短评内容': '内部设施比较成旧，没有早餐，若配有早餐就比较完美了，此店价格若是200左右还行，早餐38元一位有点太贵 ！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '价格适中，位置虽偏了一些，单环境很好。KEYIBA', '短评打分': 5}
{'短评内容': '很安静，也很舒服。朋友反应不错！旁边有辰安日本料理很正宗。出行也方便。\n就是稍微有些旧', '短评打分': 5}
{'短评内容': '该酒店稍微有些古典，不过还是比较满意的。', '短评打分': 5}
{'短评内容': '酒店不错，比想象中的好，房间是地毯，房型比较老，不过总体还可以了', '短评打分': 5}
{'短评内容': '不错，环境还可以，值得入住，物有所值。下次还会入住。', '短评打分': 5}
{'短评内容': '很好啊，我老公很喜欢，就是早餐券是单的\n双人的就好了', '短评打分': 5}
{'短评内容': '价格还行，但内部设施陈旧！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '酒店本身感觉一般，不过早餐不错，很喜欢里面的大厅。位置比较好。', '短评打分': 1}
{'短评内容': '酒店位置超好，房间设施一般需要装修！空调声音太大，建议修理一下', '短评打分': 5}
{'短评内容': '地理位置不错，旁边是万达广场；住住不错，以后还会住', '短评打分': 5}
{'短评内容': '设施有点旧，性价比不高，早餐很贵！', '短评打分': 3}
{'短评内容': '听了朋友的介绍入住（YH），总体不错，就是要有纯净水就更好！ \n', '短评打分': 5}
{'短评内容': '听了朋友的介绍入住（YH），总体不错，就是要有纯净水就更好！', '短评打分': 5}
{'短评内容': '我是日本人，每次都是通过朋友入住贵店，很好，以后还会经常入住的', '短评打分': 5}
{'短评内容': '酒店位置很好、服务热情、干净舒畅、但是早餐的品种较少、希望以后能改进', '短评打分': 5}
{'短评内容': '房间比较干净、但是拖鞋质量太差、青岛天冷、在房间时间比较多、让客人穿质量差的拖鞋、我不知道这家酒店老板自己知道不知道、另外老板是否住过其他酒店、是否知道其他酒店的拖鞋质量', '短评打分': 5}
{'短评内容': '加宾馆价格适中设施不错', '短评打分': 3}
{'短评内容': '不错啊，来吃朋友喜酒的，离饭店很近，设施不错，交通便捷，，，', '短评打分': 5}
{'短评内容': '卫生条件很好，前台服务也不错 所处位置方便 。设备有点陈旧，总体感觉还不错', '短评打分': 5}
{'短评内容': '位置较好，出行方便，但就是设施旧了点，早上的自助餐按四星标准来说太低。', '短评打分': 5}
{'短评内容': '服务态度还有酒店位置都不错，就是酒店的设施有点陈旧', '短评打分': 5}
{'短评内容': '位置比较好、早餐一般、房间用的拖鞋很差、其他都可以', '短评打分': 5}
{'短评内容': '该酒店位置不错，位于山东路南端，出城也很方便，可以直接上快速路，就是酒店有点老，但价格还可以。', '短评打分': 5}
{'短评内容': '房间太陈旧了，设施也不完善，不过客房服务不错，要点东西立刻就送来了，自助早餐很一般，没什么吃的，1.2米以下的宝宝要收19RMB~地理位置不错，打个车到栈桥16.00，到五四广场附近也就8.00~', '短评打分': 1}
{'短评内容': '房间小了点，该有的都有，还行吧，不过还能再好些。', '短评打分': 5}
{'短评内容': '酒店实在太久了。而且早餐比以前差多了。不知道这家酒店为啥能吸引客户。', '短评打分': 1}
{'短评内容': '位置比较好，就是设施太成旧，早饭还行，入住价格比较好。', '短评打分': 3}
{'短评内容': '还好，就是因为啤酒节涨价太多了。', '短评打分': 5}
{'短评内容': '不会向朋友推荐这家酒店    ！！！！！', '短评打分': 1}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '位置还不错，酒店空调有点凉，热水挺热的。早餐也还可以，环境挺好的。下次还会去住！', '短评打分': 5}
{'短评内容': '出行方便,性价比不错,特别是里面中餐不错', '短评打分': 5}
{'短评内容': '值得住。比起那些价格涨得离谱的商务酒店，性价比强很多。', '短评打分': 5}
{'短评内容': '挺好的~离我要去的地方很方便', '短评打分': 3}
{'短评内容': '挺干净，挺舒适的~！', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '晚上11点送水果下了一跳！', '短评打分': 5}
{'短评内容': '酒店不错，环境挺好，服务到位', '短评打分': 5}
{'短评内容': '卫生条件很好，只是设施有些旧。', '短评打分': 3}
{'短评内容': '位置可以很方便去市南区和市北区办事，就是没有早餐很遗憾', '短评打分': 3}
{'短评内容': '10多年了，我到青岛出差就住东晖，以前叫华美达酒店。不错的。我住的价格不包括早餐，如果送一份早餐券就更好了。', '短评打分': 5}
{'短评内容': '酒店设施比较陈旧，尤其是电视，正值世界杯，看得很不爽，而且台数太少，cctv-5还信号不太好，郁闷了点。', '短评打分': 5}
{'短评内容': '酒店位置很好，去往周围都很方便。设施很旧的希望能改善！\n不舒服的就是早餐38元一位，真的没什么可吃的东西很一般！\n最不舒服的是行政楼层和普通客房的早餐还是分开的，超级郁闷！', '短评打分': 5}
{'短评内容': 'ok', '短评打分': 3}
{'短评内容': '其实没什么好说滴，每次都住在这里，顺了。', '短评打分': 5}
{'短评内容': '给我们头定的酒店，他回来后没说什么不好~~~\r\n我觉得应该还好吧！', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '支持', '短评打分': 3}
{'短评内容': '不错。但价格偏高了', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '还会去住，环境不错', '短评打分': 5}
{'短评内容': '酒店很干净、服务态度也很好、感觉不错比较舒适、只是房间的设施比较陈旧、酒店的外观也很旧了、重新装修一下会更好。', '短评打分': 5}
{'短评内容': 'ok', '短评打分': 3}
{'短评内容': 'ok', '短评打分': 3}
{'短评内容': '交通便利，加油站很近。附近有影院，万达购物广场', '短评打分': 5}
{'短评内容': '酒店还是不错的，好像日本人住得挺多。隔音稍微有些差。', '短评打分': 3}
{'短评内容': '恩..服务态度蛮好..只是面向路得那边有些吵..隔音不算太好..整体还不错', '短评打分': 5}
{'短评内容': '不错的地方，一般来青岛住得较多。隔音稍差。', '短评打分': 5}
{'短评内容': '服务非常好', '短评打分': 5}
{'短评内容': '老地方，客户来大多指定这里。住多了像回家一样。', '短评打分': 5}
{'短评内容': '老牌子酒店，但是设施有些陈旧，停车是个问题', '短评打分': 3}
{'短评内容': '设施陈旧,温度偏凉', '短评打分': 1}
{'短评内容': '服务及卫生方面很好', '短评打分': 3}
{'短评内容': '感觉舒适卫生，性价比不错', '短评打分': 5}
{'短评内容': '地理位置不错,大堂很舒服.', '短评打分': 5}
{'短评内容': '服务还可以', '短评打分': 5}
{'短评内容': '位置较好。\r\n这次冬天入住,房间干燥,又没有水喝。能免费提供1瓶水,以免晚上口干,\r\n希望酒店能有这点大气,给宾客提供水可能是起码的常识吧', '短评打分': 5}
{'短评内容': '已经住了N次的酒店了，性价比很好。值的推荐。因为这次预定的酒店由于客户的原因有多次的取消，多次的预定。ELONG的服务非常的好从没有不耐烦，非常的感谢。', '短评打分': 5}
{'短评内容': '酒店住的日本人很多，房间很小，设施老旧。服务还可以，地理位置很好。', '短评打分': 3}
{'短评内容': '酒店不错，比较安静，房间小了点', '短评打分': 3}
{'短评内容': '酒店条件一般，但服务很好，地理位置很好。房间很小。', '短评打分': 3}
{'短评内容': '整体感觉不错,值得推荐。就是设备有点旧', '短评打分': 5}
{'短评内容': '前台结帐很快，酒店总体服务不错。日本客人比较多。地理位置好，358含早的房间不如298不含早的房间性价比高（一份早餐38元）。房间里应该给客人准备两瓶免费水。', '短评打分': 5}
{'短评内容': '干净,交通方便,服务也不错,2楼的餐厅也可以,总体来说很不错,就是价钱有点高', '短评打分': 5}
{'短评内容': '上次住的是由公司客户给开的标准间，感觉还不错。可能是因为有合作关系的缘故，和网上预订价格一样，但是带早餐，而网上订的话却不带早餐。这次是自己通过网上订的单人间，各方面都差多了，也没有早餐。下次不会来这里住了。', '短评打分': 1}
{'短评内容': '我每次出差都住这里，已经有8年左右了不错的地方。', '短评打分': 5}
{'短评内容': '便宜的房间冬天太冷了，空调基本上没有作用，其他的服务和卫生还不错，如果住的话建议大家选288元以上的房间，还带早餐，房间还暖和。性价比还不错，值的推荐', '短评打分': 5}
{'短评内容': '房间内设施比较旧，卫生、性价比OK', '短评打分': 5}
{'短评内容': '位置非常好,位于市中心,出行都很方便,但就是卫生间太小了,设施安排的不合理,马桶与洗手的离的太近,很不方便.', '短评打分': 3}
{'短评内容': '我订了个228的标准间，相当失望！房间根本就不是标准间，跟小旅馆的房间差不多！而且没有早餐，又花了38吃了早餐，早餐很单调，很不值！以后再也不会住这里了!!!', '短评打分': 1}
{'短评内容': '酒店的早餐太单一了,每天都一样,个其它星级酒店比差一些,房间里面的设施,环境,舒适度,这些都是很满意的.', '短评打分': 3}
{'短评内容': '酒店设施比较旧,能改进就好了。', '短评打分': 5}
{'短评内容': '青岛的老牌酒店，地理位置适中，靠近中央商务区。酒店比较干净，但是设施比较陈旧，如果装修一次的话应该不错！\r\n\r\n', '短评打分': 3}
{'短评内容': '青岛的老牌酒店，地理位置适中，靠近中央商务区。\r\n酒店比较干净，但是设施比较陈旧，如果装修一次的话应该不错！', '短评打分': 5}
{'短评内容': '就是设施比较老', '短评打分': 5}
{'短评内容': '酒店有些日本风格。没有出彩的地方，没有很扣分的地方。在青岛来说，还不错了。', '短评打分': 5}
{'短评内容': '酒店中规中矩,服务卫生方面还算可以,位置属于比较安静一类的,性价比不错', '短评打分': 5}
{'短评内容': '该酒店位置一般，周边缺乏配套服务设施，服务尚可，但是设施陈旧， 性价比低。 ', '短评打分': 1}
{'短评内容': '７月住过一次,后来决对不住.\r\n倒给我钱,还要考虑.\r\n这就是感受.\r\n\r\n\r\n', '短评打分': 3}
{'短评内容': '大堂给人的感觉有三星级的档次，但是房间却让人大失所望。房间设施陈旧，隔音差，隔壁的动静一清二楚。早餐还可以，就是补充的太慢，总是有很多空盘子，没有食物。下次再去青岛，决不会再选择这家酒店。', '短评打分': 1}
{'短评内容': '房间总得来说还可以，床很硬晚上翻来覆去睡不着，浴盆的下水坏掉了每天洗澡以后的水放不掉。房门的钥匙很有古董的味道！早餐的种类有些单调了。因为和老公第一次去青岛玩，所以在大堂的商务中心买了一张青岛的地图，回房间一看发现是四年以前的!!!!!不过作为收藏品来说八块钱的价格还是很便宜的！大堂中间的室外花园很漂亮很喜欢!旅游旺季能订到这样的酒店还是比较满意的！', '短评打分': 5}
{'短评内容': '酒店整体比较陈旧，房间有点霉味。\r\n浴室很小，感觉很拥挤，空调的开的很冷，又无法调节\r\n不过交通比较方便，吃饭什么的还蛮多的小店', '短评打分': 1}
{'短评内容': '房间比较小，设施比较差又老旧，服务一般。', '短评打分': 1}
{'短评内容': '房间比较小，设施比较差又老旧，服务一般。特别是礼宾部服务差。', '短评打分': 1}
{'短评内容': '环境不错，干净，安静。价格在青岛地区很合理。', '短评打分': 5}
{'短评内容': '这次住的印象太差啦  前台服务员态度太差了，强词夺理，卫生间的破毛巾脏的不行，我擦了下东西，还让我赔钱，真是够烂的，让我洗干净，什么破地方啊。', '短评打分': 1}
{'短评内容': '这酒店给它评价的话,就是乡下的旅馆.', '短评打分': 3}
{'短评内容': '还算可以了，3星标准就这样，房间挺大，干净，但有些旧了，不过好像日韩的客人住的比较多，服务还不错', '短评打分': 5}
{'短评内容': '5年内在国内住酒店不下500家,比这里差的还真没有.\r\n498元的单人房(一个人住),连免费饮用水都没有,只能用冰箱里的水.\r\n早餐比外面的食堂还差,这样的水准在外面的话,顶多20元.\r\n晚上酒店附近连个小店都没有,位置特别糟.\r\n要我说,这酒店的单人房,最多只值180元.\r\n\r\n', '短评打分': 1}
{'短评内容': '东晖的硬件设施还是不错的，服务态度也挺好的，而且这个位置交通比较方便。', '短评打分': 3}
{'短评内容': '房间比较干净，位置也比较房间，就是设施有点老了，整体感觉一般', '短评打分': 5}
{'短评内容': '酒店各方面感觉还可以,本身自己对酒店的要求就不高,只要能休息好就可以了.', '短评打分': 5}
{'短评内容': '酒店很一般,没有什么比较好,或者不好的地方；也就是中档水平,没什么特色；不过位置离我办事的地方还是挺近的的；', '短评打分': 1}
{'短评内容': '房间环境一般，服务可以，大堂可以', '短评打分': 5}
{'短评内容': '酒店太老了,设施陈旧,感觉一点都不舒适;我觉得根本不到星级标准;性价比太低了;卫生到可以,位置也比较符合我的要求;', '短评打分': 1}
{'短评内容': '当时去的时候酒店可能正在整修,有些噪音,不过房间卫生条件还是不错,人员服务也蛮不错的,价格一般', '短评打分': 5}
{'短评内容': '仅住一晚, 标间小了些, 网速很快, 适合要求不太高的客人居住.', '短评打分': 1}
{'短评内容': '入住好多次了，基本来青岛都住这边，挺干净的，服务也不错,设施么不是很新不过价格也还公道的啦。\r\n性价比不错', '短评打分': 5}
{'短评内容': '数字电视的电影点播按钮千万别按，即使不看，也会进行收费的！', '短评打分': 3}
{'短评内容': '房间一般，设计不合理', '短评打分': 3}
{'短评内容': '2008年9月曾经入住', '短评打分': 5}
{'短评内容': '位置很方便，价格设施都很合适', '短评打分': 5}
{'短评内容': '房间面积小,卫生间不干净,电视节目有待改进', '短评打分': 3}
{'短评内容': '在角上的大床房是不能住的，房间比其它的小不说，窗户救灾床头旁边，可是拉上窗帘会有很大的缝隙，让你一早就起床。', '短评打分': 3}
{'短评内容': '完全赞同前面的评论，老、破、旧、有异味的酒店。携程的评价还是比较中肯，2分多。不会在去住了。', '短评打分': 3}
{'短评内容': '服务差劲、卫生让人恶心、一点也不舒适，价格还高，设施是老而不古的，位置是不灵的，千万不要去住啊。', '短评打分': 3}
{'短评内容': '有一天面盆有问题，服务员来修，居然用马桶拔子在通，狂恶心。&lt;br /&gt;\n&lt;br /&gt;\n走的时候把毛巾拉下了，退房的时候，查了半天房，也没有告诉我。&lt;br /&gt;\n&lt;br /&gt;\n太糟糕的酒店，千万不要去住。', '短评打分': 3}
{'短评内容': '早餐有两种，西式的和商务的。第一次吃，进了西式早餐厅很惊奇的，这么破的酒店，早餐品种还挺多的，居然摆了两桌子，看了一圈，才发现没什么可以吃的，都是让你没有胃口的。我们一行6个人，全有同感。商务的更是神奇，虽然比西式的贵20元，大概只有7、8种东西吧，只是服务好一点。没办法，只能去吃西式的了。&lt;br /&gt;\n&lt;br /&gt;\n破破的酒店，推荐入住指数0', '短评打分': 3}
{'短评内容': '出了电梯就是一股霉味，刺鼻的味道。客服的门居然是用钥匙的，完全没有安全感，住客可以拿去配一把，以后回来拿东西。进了客房，霉味更重了，马上开窗。地毯脏兮兮的，很恶心，家具是老而不古的，床和地一样硬，卫生间很挤，只能进一个人，毛巾、浴巾都是黄黄的，没有什么毛的，洗浴用品还都是10年前的那种。房间里居然有小冰箱，可是开起来象拖拉机。&lt;br /&gt;\n&lt;br /&gt;\n糟糕的酒店，不能住的', '短评打分': 3}
{'短评内容': '前面好象很多托。&lt;br /&gt;\n&lt;br /&gt;\n酒店外貌脏兮兮的，大堂还象三星的，可是门童、总台全部都面无表情，门童从来不给你开门的，不知道站在那干什么的。总台对你的各种要求，统一的答复是：不行。五六个总台，只有一个业务熟悉一点。大堂里站了几个服务员，也不知道干什么的，对客人从来没有微笑，也不帮忙拿东西，或者开门、引路什么的。', '短评打分': 3}
{'短评内容': '总体来说还不错，算是性价比很高的酒店。', '短评打分': 3}
{'短评内容': 'dfbg', '短评打分': 3}
{'短评内容': '没有其它的华美达酒店好', '短评打分': 3}
{'短评内容': '推荐住高层的。', '短评打分': 3}
{'短评内容': '价格在这个季节非常有竞争力。酒店整体不错，我接触的服务人员都还可以。房间干净整洁，大堂、西餐厅都还不错，比起所定的星级来说，还是比较气派的。现在门口正在修路，高峰期打车不是特别方便。', '短评打分': 5}
{'短评内容': '4月28号至5月1号住在此酒店。因为五一价格调整，我从标间换到单人大床间。我感觉，服务还可以，环境也可以，就是我的感觉标准间的设备要比单人间的好一些，但是单人间的价格却比标间的要贵一些，可能是五一的原因吧！！这个酒店总体感觉还可以，特别是晚上38元的海鲜自助火锅，特别是对于内陆城市的旅客比较合适。当然啦！经常吃海鲜的就没那么大的吸引力了。', '短评打分': 5}
{'短评内容': '昨天中午到青岛，在餐厅用完午餐，然后到总台办理入住，告诉服务员小姐我是老客户，因时间紧未来得及提前订房，服务员小姐脸拉的很长，报的房价400多元，最低也要303元以上，而且态度生硬冷漠，拒人千里之外的样子，我以往多次住在该酒店，但这次被这个服务员小姐给气跑了。', '短评打分': 3}
{'短评内容': '我住的是商务单人间，房间的确不大，但一个人住还可以，整体感觉不错。酒店人员还带我去新装修的房间看了一下，的确很好，但是价格三百多，不能报销呀！努力呀，下次住那，哈哈。', '短评打分': 5}
{'短评内容': '青岛7、8月房价的确太高了，每个酒店都高得惊人。真晕！这次住这个酒店，整体感觉还不错。大堂明亮，房间舒适整洁，最棒的就是早餐！', '短评打分': 3}
{'短评内容': '酒店的位置还可以,但是周围并不象酒店说的那样繁华,离海滨也不近.是一家老酒店,挂三的,大堂是新装修的很漂亮,但是房间就不敢恭维了,一看就是九十年代的装修,电视真的很小,而且颜色也不正.尤其提醒,千万不要入住01和14房,实在是小的可怜,也就十多平,进门就是床,总体来讲价格在200多还可以接受.', '短评打分': 3}
{'短评内容': '对了，就是电视有点不大好，太旧，太小了点，其他都很好啊，呵呵', '短评打分': 3}
{'短评内容': '我订的三人套间非常棒！很棒的床，很幽雅的灯光，干净、舒适。服务也很好。总之我非常满意！价格也不贵，应该是青岛不错的酒店了！', '短评打分': 3}
{'短评内容': '感觉这是青岛三星级酒店中最好的一个。&lt;br /&gt;\n床非常舒服且非常干净，服务也好，员工态度很亲切。&lt;br /&gt;\n设施齐全，只不过在房间里用电话线上网不是很快。&lt;br /&gt;\n以后我还是想来这里：）', '短评打分': 3}
{'短评内容': '建议入住，我对酒店的商务套房很满意，适合多种需要', '短评打分': 3}
{'短评内容': '。价格比较高。房间和卫生间非常干净，酒店还算满意\u3000只是应该有一次性浴缸膜才更让人放心。早餐味道不错，但品种较少，应该跟济南的贵友大酒店学习。', '短评打分': 3}
{'短评内容': '酒店应更向服务和特色迈进,青岛像这样价格且洁爽的酒店是不多的.', '短评打分': 3}
{'短评内容': '干净，艺术，GOOD SERVICE，物有所值。&lt;br /&gt;\n唯一缺点是门口车道太小太小了。', '短评打分': 3}
{'短评内容': '俗话说，细节显现景致，我住这个酒店感受到了一般按这个价位不能想象的舒适和满意。地理位置离香港路家乐福稍微远了点，但是感觉比较安静，靠近立交桥。如果有机会我还是希望选择那里。', '短评打分': 3}
{'短评内容': '离海滨浴场不是很近，但交通很方便。服务还好，环境还好，卫生间不大但很干净，没有发现明显的缺点，我认为下次还可以选择这里。', '短评打分': 3}
{'短评内容': '一般', '短评打分': 3}
