{'descr': '太棒辣，房间又大又干净，性价比太高！', 'star': 5}
{'descr': '住的是所谓标准间，房号710，可是这房间太小了，连写字台也没有,', 'star': 1}
{'descr': '酒店不怎么样', 'star': 3}
{'descr': '宾馆整体还不错，洗澡水很好，暖气也还行，就是房间不太隔音', 'star': 3}
{'descr': '酒店一般，有点像迷宫.不过服务还不错，早餐差点儿！', 'star': 5}
{'descr': '不错，环境也好，就早餐次点', 'star': 3}
{'descr': '不错，机场中转可以选择。', 'star': 3}
{'descr': '价格偏高，折扣少', 'star': 3}
{'descr': '接机的车坏在路上，九点半到机场后，等了两个多小时才等到车。\n\n房间较好，干净整洁。服务态度尚可。\n\n在市里打的到宾馆，打电话回宾馆，请前台和司机通话，结果也讲不清楚怎么走，路也指错了', 'star': 1}
{'descr': '帮朋友定的,朋友说不错,就是小了点,因为是特价房,所以觉得挺超值的;对于中转飞机的朋友来说,这家酒店是非常好的选择,离T3很近,而且酒店提供免费接机服务,很方便的;当天由于当天飞机严重晚点,凌晨1点才到达北京,但是酒店还是有按时接机,下次还会光临的...', 'star': 5}
{'descr': '非常不错，性价比比较高', 'star': 3}
{'descr': '很方便，只是房间卫生差一点，不过中转已经很方便了。。', 'star': 3}
{'descr': '位置离机场近，房间干净，温暖。接机服务到位。', 'star': 5}
{'descr': '公寓式，房间大，有阳台，早餐种类应增加点。', 'star': 5}
{'descr': '房间很干净，前台接待很热情，经验丰富，送机很顺利。', 'star': 5}
{'descr': '挺安静，其他一般', 'star': 3}
{'descr': '第一感觉是接送机服务不错，找人找车都很快；第二叫醒服务不错，这对转机的来说很重要；其他，卫生、舒适度和价格一般，但对中转人员来说还是可以接受的。尤其推荐特价房，性价比较高。下次中转还住这里。', 'star': 5}
{'descr': '作为换乘飞机的旅客，选择此家酒店是再合适不过了，接机送机服务相当快捷方便，房间也可以要求要安静一点的，非常安静。推荐', 'star': 5}
{'descr': '住了两次，第一次还不错，入住送机比较顺利。第二次比较闹心，打了无数次接机的电话，始终处于呼叫转移到无法接通状态，又给前台打了n个电话，很久接机的班车才过来，要知道北京这时天气已经很冷了，就让我们在外面守着一大堆行李这么一直等着，有些说不过去吧。酒店内部设施一般，房间比较小，反正大部分人就住一宿，能住就行了，没有过高要求。', 'star': 1}
{'descr': '环境很差，接送机都要等很久，酒店附近的机场几乎都能接送机，所以这家酒店没一点吸引人的地方，下次绝对不会再住。', 'star': 1}
{'descr': '离机场很近，转机方便，我坐第二天7点的航班，5点就有班车送到机场，非常方便，下次继续选择入住。', 'star': 5}
{'descr': '环境还不错。接机时间等的有点长。。。。。。。。。。', 'star': 5}
{'descr': '几次转机都是入住的这个酒店，感觉酒店离机场很近，转机方便，接送机服务也很好，餐厅也不错，还给来不及吃早餐的个人准备了食品盒，虽住宿条件谈不上非常好，但以这个价格来看，性价比还是比较高的，下次还会入住。', 'star': 5}
{'descr': '环境舒适干净', 'star': 3}
{'descr': '差，很差，非常差\r\n辉途致信夏欢', 'star': 3}
{'descr': '性价比很差，房间很小。不过因为在机场附近，没多少可选择的。。', 'star': 1}
{'descr': '接机不错。其他的地方一般般。房间都没收拾。', 'star': 5}
{'descr': '   第二次入住，酒店环境好，服务好，还有免费接送服务，下次还去住', 'star': 3}
{'descr': '条件还行，比较安静，但房间里没找到网线，不知道是不是无线上网，时间紧没来得及试', 'star': 5}
{'descr': '他们的接机是我在北京比较过的饭店而言是最好的，快， 但是如果你三更半夜想找吃的， 那就不好玩了， 因为他和机场附近的饭店一样，没有吃的，整体而言吗转机的话，这里是不错的选择。', 'star': 5}
{'descr': '离机场很近，送机服务非常好', 'star': 3}
{'descr': '干净，方便\n但机场接机时，门童指引的路线表述不恰当，应该改进一下', 'star': 5}
{'descr': '房间是帮客户待定的，客户很满意，离首都机场不远，还有车接送去机场，服务态度好。', 'star': 5}
{'descr': '还不错，如果赶飞机可以选择特价房，感觉特价房比较合算。', 'star': 5}
{'descr': '挺干净舒适\n建议，门童在指引乘酒店班车的时候，表述清楚些，对于现在的T3乘车地点表述有问题，机场问讯处都不知道C9是哪里！应该指明是 机场停车场的C区第九道。', 'star': 5}
{'descr': '总体还不错，特价房面积比普通标间还大，感觉特价房的性价比更高，所以推荐特价房。', 'star': 5}
{'descr': '离机场挺近的倒是很方便，可是床睡在上面动一下就响个不停折腾了整晚，一夜没睡好，下次住远点，也不愿受这罪了 \n建议老板能换批床了，这样才会有更多的住客', 'star': 1}
{'descr': '不错离3号航站楼10分钟', 'star': 3}
{'descr': '整体环境卫生还算一般，离机场很近，就是隔音差了点', 'star': 5}
{'descr': ' 不错', 'star': 3}
{'descr': '我住了二次了。第一次因为出国赶早晨飞机，没太注意入住环境和服务设备等。第二次从国外回来和家人一起又住在这里。发现蚊子不是一般的多。且感觉房间很潮。但是免费接送机还是不错的。', 'star': 5}
{'descr': '很不错的宾馆，接送机服务很好，房间里面也挺干净的，床稍微有点硬，在机场附近算是很不错的宾馆了，值得推荐！', 'star': 5}
{'descr': '酒店服务不错！接机服务好，师傅很热心，还帮忙提行李，直接送到房间。房间设施和常见的经济型酒店差不多。虽然，由于整个酒店是普通高层住宅改建的，特价房没有窗户，但通过卫生间联通了一个小阳台，通风也算良好。如果怕吵，关上阳台和厕所门，几乎听不到飞机起飞降落的声音。转机值得推荐！唯一不足是没有一次性拖鞋。', 'star': 5}
{'descr': '干净卫生，还不错吧，离机场比较近，周边比较安静，适合休息，好好啊好啊好啊好啊哈哈哦啊好好好啊哈 ，好好好啊好啊好啊好好啊好啊好啊好啊好啊好好啊好啊好啊好啊好啊', 'star': 5}
{'descr': '服务态度很好的 。。有接送  很方便  适合飞机中转，然后到这里休息休息 。。价格也挺合理的 。。可以接受 。。大家都可以来这里住着试试 。。以后有机会  我还会入住的', 'star': 5}
{'descr': '订的特价房，房间不大，浴室挺大的，水也不错，凌晨到的北京，接送服务真的很好！回市里也可以坐宾馆的车先到机场然后再选择大巴回市里，真的狠方便！', 'star': 5}
{'descr': '条件不错 房间虽然不大但是挺干净的~~ 该有的热水空调等等都有     还有接机很给力。。。   还会再来的', 'star': 5}
{'descr': '酒店卫生还行，房间小点。送、接机服务很好。但对网上预订的顾客，感觉有点另眼相看，一开始，把我们安排在非标间（我们预订的是标间），经我们要求后，才安排在标间。房间很挤。', 'star': 5}
{'descr': '环境一般，不过机场附近都这样。 有机场送机车还是比较方便的，下次还会再来。', 'star': 3}
{'descr': '如果赶飞机的话住在这里还不错，有巴士接送机场。如果正常居住环境很差，房间很小。床也很小。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '已经两次入住空港奥竺宾馆了，接机服务、前台服务、住宿条件均不错，尤其适合早班中转飞机。有飞机起落的声音，但离机场稍远，并不影响休息。会推荐给自己的朋友。', 'star': 5}
{'descr': '酒店整体环境很好，住的也挺舒服，住的是特价房所以窗户外面是一面墙，没什么景观，不介意的朋友还是比较推荐这家酒店的', 'star': 5}
{'descr': '房间有WIFI，网速一般般。房间很小，条件一般。离机场不远，不是为了赶早班飞机是不会住在这里的。空姐很多，比较养眼。', 'star': 5}
{'descr': '旅店有大巴，免费接送。有morning call。很方便。服务态度很好。房间内有平板电视。房间有些小。', 'star': 5}
{'descr': '房间被子的边都拖到了地下,地毯很脏', 'star': 3}
{'descr': '四月风 住的时候在装修  8月19住是  装修完毕 ， 特价房也涨了30元--40元 。 酒店还可以 就是 每次打他们酒店电话时 （除了订房部以外），态度太恶略了 。2次 了 太TMD恶劣了 。', 'star': 5}
{'descr': '3fsafdsafdsafdsafdsafdsafdsafdsafdsafdsafsd3', 'star': 5}
{'descr': 'testtesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttest', 'star': 5}
{'descr': 'testtesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttest', 'star': 5}
{'descr': '地点比较偏僻，好像在一个住宅小区里，主要转机才入住，房间比较小，放个电脑和电脑包基本就没地方可放物品了。说了可以提醒提前退房坐班车到机场的，但没有提醒，自己还是自己注意才行，个别服务员服务不好，工作散漫。酒店里的自助餐40元，贵了，没有事么吃的，质量差了点。小卖部的东西超贵，当晚买了2瓶矿泉水花了16元，可以开在房费里，但要交25%的税，建议最好不要在酒店的小卖部买东西。', 'star': 1}
{'descr': '房间比较干净，是个中转换机时休息的好地方。', 'star': 5}
{'descr': '给同事订的，不知道好坏。他们出差回来看看再说吧。', 'star': 5}
{'descr': '比较干净的酒店，客人也很多，离机场也蛮近，还有班车接送。总体还不错。', 'star': 5}
{'descr': '房间条件很好。也很干净。只是电视的遥控器不是很好使。早晨的唤醒服务很好，且能够免费接送机，很方便。', 'star': 5}
{'descr': '定好的三人间，只是在标间内，提供一张小的可怜的行军床，只好让女儿打地铺。在航空生活区内，只能作为无奈之选。', 'star': 1}
{'descr': '不错还行 挺干净的 服务也还可以就是电梯那有些吵', 'star': 5}
{'descr': '附近都是居民小区，有一些小吃可以去品尝，房间的隔音效果还好，不会被飞机起飞的噪音所打扰', 'star': 5}
{'descr': '条件很一般，价位还算合适，不过转机或坐早班机的可以考虑一下。离3号比较近。', 'star': 5}
{'descr': '卫生条件很好，房间宽场明亮，房间内没有烟味，距二号三号航站楼都很近。', 'star': 5}
{'descr': '环境不错，位置离机场很近，房间内也较干净', 'star': 5}
{'descr': '订的家庭三人间，到了之后发现没了，这已经是第二次了，于是免费换了两个标准间~其他依旧，因为林路边的房子拆掉了，所以这家酒店更好找了~', 'star': 5}
{'descr': '住了很多次了，都不错，只不过晚上楼道里的蚊子数量都可以踢足球了...', 'star': 5}
{'descr': '酒店设施很好，服务也周到，又有到机场的班车，很方便。', 'star': 5}
{'descr': '客房很干净，也很安静，设施也很完善。接送机服务及时，推荐住宿。', 'star': 5}
{'descr': '大床房，面积不大但卫生很好，房间隔音很好，卧室有地毯，很家居的感觉。没有台灯有些不方便。有无线网络，网速一般。淋浴和洗手间没有帘布遮挡，淋浴水非常好。\n\n宾馆提供免费机场接送，比较及时，凌晨也有车。前台服务很好。', 'star': 5}
{'descr': '酒店规模还可以，接送机很方便，卫生也可以，房间小。', 'star': 5}
{'descr': '7月5日从国外回来在北京转机，到北京空港奥竺宾馆住了一晚，感觉还不错。入住前担心宾馆在郊区会有很多蚊子。住下后仅发现一只蚊子，干掉后睡了一个安稳觉。有车到机场接送，感觉也很方便，以后有需要还会再去住。', 'star': 5}
{'descr': ' 干净, 方便，性价比还可以 接送机服务不错 \n', 'star': 5}
{'descr': '我预定的带阳台的28平方米的大房间,却被带到一间十平米的小房间,虽然经过电话交涉,帮我们换了房间,但花费了时间,心情也不爽,明显是管理有问题或服务态度有问题.', 'star': 1}
{'descr': '飞机误点的无奈选择，房间很一般，老板人还算客气', 'star': 1}
{'descr': '方便，靠近机场，接送机。\n为什么限定字数？？？？？？？？？？？？？？？？？？？？？？？？？？', 'star': 5}
{'descr': '此酒店免费提供接送机服务，正是看中了这一点才入住的、很方便。住宿条件嘛，由于本人选择的是288元一晚的标间，价格在那摆着呢，另外毕竟离市区那么远，觉得可以了。以后还是我的首选。', 'star': 5}
{'descr': '很舒适，环境好，服务热情，设施齐全，所以会推荐', 'star': 5}
{'descr': ' 谢谢', 'star': 3}
{'descr': '不错不错，就是遇到装修吵人，为什么不在淡季搞装修或者停业装修？', 'star': 5}
{'descr': '作为航班周转我认为该酒店各方面都挺好，我这已是第二次入住，今后还会选择这家酒店。', 'star': 5}
{'descr': '酒店服务不错~宾馆房间干净~接机服务到位~不错不错价钱也适中', 'star': 5}
{'descr': '有接送机服务,态度很好,方便,下次还要住.', 'star': 5}
{'descr': '还行，机场接机很到位，房间一般，适合候机。', 'star': 5}
{'descr': '酒店的接机服务很好，房间不大但挺干净的，酒店的赣州菜不错，推荐。', 'star': 5}
{'descr': '不错很好', 'star': 3}
{'descr': '不错 还挺干净的 性价比还可以 接送机服务不错', 'star': 5}
{'descr': '挺好的', 'star': 3}
{'descr': '酒店价格公道，交通还可以，就是卫生条件有待进一步提高；', 'star': 5}
{'descr': '唯一好處就是離機場近，有接送機服務，其他都不怎麼樣。', 'star': 5}
{'descr': '在北京中转住此还是很方便，有接机和送机服务，不错', 'star': 5}
{'descr': '位置偏，除了离机场还算比较近以外，几乎没有什么值得推荐的。', 'star': 1}
{'descr': '除了有机场接送服务之外找不到其他可赞赏之处.房间格局不合理,早餐除水都没有.', 'star': 1}
{'descr': '酒店的大堂太难找，在居民小区里。而且房间的设施也很难令人满意。', 'star': 1}
{'descr': '房间一般:很简单!主要是离机场近', 'star': 3}
{'descr': '挺好的，只是价格有些贵，位置也不是很好。', 'star': 5}
{'descr': '嗯，好', 'star': 3}
{'descr': '离机场近，价格也合适~住机场附近，主要图个方便~~要找条件好的，舒适的，还是进城的比较好。', 'star': 5}
{'descr': '好', 'star': 3}
{'descr': '作为一家在机场中转的酒店，提供接送和餐饮，如此的性价比还是非常划算的。', 'star': 5}
{'descr': '不错。', 'star': 3}
{'descr': '地方有些难找，环境还可以，适合经常利用机场的客人。机场接送服务也挺好的。\n但是这次忘记叫早了，希望慎重对待叫早服务。', 'star': 5}
{'descr': '酒店不错，离机场也不是很远，性价比还是比较高的', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '我们三人已于2011年4月14日入住。二人住二夜，一人住一夜。共五夜。', 'star': 3}
{'descr': '主要看中的是离机场和新国展很近。价格不是很实惠。', 'star': 5}
{'descr': '酒店一般，接送机服务还可以............', 'star': 1}
{'descr': '离T3很近，提供免费送机服务，值得推荐的一家酒店', 'star': 5}
{'descr': '挺方便就是早餐吃的差点。接机和送机是可以的。', 'star': 5}
{'descr': 'The price is very reasonable.    It took more than 30 minutes to get shuttle bus when I arrived at 4pm (rush hour).    My room is very old, and carpet is very dirty with huge stain.  However, bathroom', 'star': 5}
{'descr': '不错，离机场近，没噪音，比较干净，据说还有班车（我们是自驾）', 'star': 5}
{'descr': '酒店很好，室内干净，暖和，服务员服务态度好，离机场很近', 'star': 5}
{'descr': '接送机比较好 就是房间床好硬弹簧硌的浑身疼 不过凑合下还行 宾馆服务员也挺好', 'star': 5}
{'descr': '酒店条件不好，还收费那么贵，服务态度也不好，在也不会住', 'star': 1}
{'descr': '地方虽然不大，但是倒是挺干净的，周边稍微有些荒凉，不过也不用出去，里面就有餐厅，早上的叫醒服务很周到，暖气很给力', 'star': 5}
{'descr': '总体还可以，坐飞机方便', 'star': 3}
{'descr': '不带窗户的 房间较小  给老爸老妈定的 他们说凑活着睡个觉就行，看来还是很一般啊！不过还好有接送', 'star': 5}
{'descr': '还好吧。就是房间小。赶机临时住下可以的。有大巴接送机场挺不错的。', 'star': 5}
{'descr': '适合中转选择，接送机很及时。房间卫生一般，但是很暖和。', 'star': 5}
{'descr': '接送机还不错，司机师傅态度挺好，就是房间有点太热了。', 'star': 5}
{'descr': '北京空港奥竺宾馆环境还可以，性价比高，就是餐厅口味单一了，而且价格较贵。', 'star': 3}
{'descr': '转机方便，环境很一般。', 'star': 3}
{'descr': '房间太小，位置不好找，但酒店送机服务还行，适合转机住一晚。', 'star': 1}
{'descr': '酒店不错，暖和，干净，就是餐厅菜太贵，木须肉28。推荐。', 'star': 3}
{'descr': '我觉得对得起这个价格，干净，服务周到，主要是暖气忒热了。', 'star': 5}
{'descr': '空港奥竺公寓虽然床比较小但服务还是不错的,对顾客认真负责', 'star': 3}
{'descr': '第二次住了，也是因为航班太早，这里离机场近，有免费机场接送大巴，房间赠送早餐5点就开始了很方便。这次订的三人间没有空房间了，于是酒店给免费换了两个标准间，空间比较小，但东西还比较全吧，自家出行的要求可以满足。', 'star': 5}
{'descr': '离机场近，有车接送，酒店设施一般，如果不计较倒是很方便的。', 'star': 5}
{'descr': '有机场接送机服务，由于展会原因就住这边了，早餐品种很少。', 'star': 1}
{'descr': '早餐品种很少，就是靠机场比较近，房间面积较大，但是设施很一般', 'star': 1}
{'descr': '超烂的前台，说了好几遍预留房间去了以后还没有房间，和前台吵了一架后，安排了一间超烂的房间让我们入住。以后永远也不会住这家店了。偏远。超烂。', 'star': 1}
{'descr': '总结：性价比高，服务质量和态度很好，可能是因为竞争比较激烈。\n理由：我和我爱人分两次两个航站楼前后到的，晚上9：30和10：30。\n1、前台、接机、驾驶员的态度和质量都很好，让我很惊奇。\n2、早餐10元/人，家常早餐很好，看起来很干净卫生，口味也很好，\n期待：\n1、室内硬件稍微提高一下，不用很高档，不过要好用，尤其是淋浴头，。\n2、早餐的白粥和小米粥是不是提高的可能？\n备注：这是我第一次这么详细地', 'star': 5}
{'descr': '条件不错哒，周围也有不少参观，特别是有机场巴士真的很方便', 'star': 5}
{'descr': '比较方便啊 ～就是如果赶飞机得话就是不错的选择哈。。。。', 'star': 5}
{'descr': '地点太偏，早餐不开空调，7月份热得没办法吃，伙食非常不好。', 'star': 1}
{'descr': '服务还算周到，对的起这个价钱，比较方便。', 'star': 5}
{'descr': '离机近，但位置较偏。服务周到，吃饭方便，总体较好', 'star': 5}
{'descr': '酒店接机服务很好，有专人在机场接待。 酒店干净，早餐卫生，服务热情。', 'star': 5}
{'descr': '接送机服务很好。房间也很暖和。有电梯，运行李很方便。很适合赶早班飞机。', 'star': 5}
{'descr': '有WIFI 上網的. OK, 不錯, 房間比較小, 不過衛生間挺大的', 'star': 5}
{'descr': '酒店位置很好   设施完善   交通便利', 'star': 3}
{'descr': '转机住着挺好的 还有阳台 接送机比较专业', 'star': 5}
{'descr': '还可以，就是空间比较小，价格还是比较合理的', 'star': 5}
{'descr': '宾馆接送机服务非常好，硬件设施也不错，推荐入住。', 'star': 5}
{'descr': '早餐比较糟糕，品种不多；房间较大，但是设施一般，机场接送服务还算不错。', 'star': 3}
{'descr': '由于展会，我们预定了该酒店，房间较大，但是屋内设施一般，另外，网速不是很快，可能用的人太多了，周边在拆迁，环境不是很好；不过有班车到机场接送，另外，展会期间有大巴送到新国展，这两点还是比较方便的，早饭比较糟糕。', 'star': 1}
{'descr': '性价比可以！最主要的是便宜跟方便。工作人员热情，就是接机的一个态度不好', 'star': 3}
{'descr': '是给朋友订的这家酒店，离机场挺近的，总体来说还算可以吧', 'star': 5}
{'descr': '总得来说还不错 就是早餐的时候供应不过来 人太多了', 'star': 3}
{'descr': '酒店还是不错的，地理位置方便，还有接送服务，很贴心', 'star': 3}
{'descr': '总的来说感觉还不错 接送机服务态度也很好 而且 宾馆不远处的巫山烤鱼也很好 但是，吃早饭时食品供应不上来 需要改进一下', 'star': 5}
{'descr': '房间干净整洁，不过面积小了点，有免费送机服务，服务员态度很好。', 'star': 3}
{'descr': '我爸妈晚上一点半才到酒店，客服说没有我当时定的房了，给了一间大的，还有阳台，很好。', 'star': 5}
{'descr': '＋酒店还行,比较干净, 对得起那个价格', 'star': 5}
{'descr': '这个酒店入住了很多次了，两个字方便，很是便宜，性价比较高。', 'star': 3}
{'descr': '+接机服务很不错,不知明天送如何~已经约了前台叫醒服务,希望能让人满意.总体来讲,不错的中转,性价比还不错!推荐下!', 'star': 5}
{'descr': '已住！隔音不太好。其余还行！', 'star': 5}
{'descr': '宾馆挺干净,那么晚还有接机的,挺好的,我定的无窗的,发现无窗的一大好处,就是让人觉得天还没亮,是个睡懒觉的好地方.', 'star': 5}
{'descr': '离飞机场很近，而且有车接送，凌晨4点半送机也没有问题，很方便', 'star': 5}
{'descr': '酒店是公寓式酒店，有专车接送，入住时候可以定点，定叫床，房间很宽敞，不会受飞机声音影响 主要是干净', 'star': 5}
{'descr': '我认为最好的是接送机服务，接机员与司机都很热情，还帮助提箱子。17日我从多伦多抵达北京机场，飞机晚点，有个姓荣的小伙子在机场举牌接我，还主动将自己的手机给我用，说你先生已来过两次电话问到了没有，给他回个电话吧。这让我很感动。酒店的设施虽然一般，但干净舒适，性价比高，下次转机还会住。只是早上的叫醒服务比预约的时间晚了15分钟，让我紧张了一番。', 'star': 5}
{'descr': '这次住的时间比较长，房间订的比较多，最后结账时前台都算不清楚了，希望下次不要出现这种情况。', 'star': 3}
{'descr': '订的是电脑房，但没有电脑，不过还是按照定单收费。房间狭小， 破旧的电视影像模糊声音忽大忽小，前台接待和收银都需要非常非常耐心的等待。如此地方320元一晚！向首都学习低性价比暴利赚钱！', 'star': 1}
{'descr': '房间太小了，而且还是拐角的，卫生间有味道。', 'star': 5}
{'descr': '推荐………………………………………………………………………………………………', 'star': 5}
{'descr': '+酒店不错，住过好几次了，性价比高。', 'star': 5}
{'descr': '不错的酒店在这附近算是大的，比一些几层楼的酒店强多了，服务很热情。', 'star': 5}
{'descr': '前面的评价是入住当天忍不住写下的。现在的评价是结帐后不得不说的。\n入住当天在前台人员的告知可以提供叫醒和免费接送机的情况下下，我们预约了叫醒和接送机服务。起床后，为了节省时间，由我先生先去楼下结帐，我在楼上收拾行李，可是等我们一起下楼时，送机班车已经提前走了。我们找前台服务员交涉，服务员却说他们以为所有的客人都上车了，就让司机提前走了，并让我们乘坐半小时后的班车。由于怕耽误国际航班，我们强烈要求及', 'star': 3}
{'descr': 'Nice (and free) pick-up and delivery service to the Airport', 'star': 5}
{'descr': '门童很勤快，服务周到。其他服务业还好。\n特别批评一下前台一位自称姓shi（音）的女服务员。从我们在出租车上电话问路，到询问开通长途事宜，她不仅表现出极度的不耐烦，未等客人说完话就摔掉电话，而且差点让距离酒店300米的我们，重新返回机场高速然后按她说的路线抵达酒店。这样的员工请酒店加强管理，并撤离前台岗位。', 'star': 5}
{'descr': '第三次住这了，期间也住过机场附近相同价位的酒店，跟奥竺比还是差个档次，刚住进来，订的阳光间没了，二话不说给升级成套间，价格不变，给顾客感觉非常好，卫生很好，这点很关键，接送站很方便，服务很热情周到，周边各种设施也不错，很近有个中型超市世纪联华，吃的餐馆也很多，下次还来这。', 'star': 5}
{'descr': '挺好的，，我第二次住了，接送服务都很好，环境也不错，价格也合理。推荐', 'star': 5}
{'descr': ' Very convenient to and from airport.  ', 'star': 5}
{'descr': '蛮好的  离机场近  有人接送 很好 确实不错   环境也不错', 'star': 3}
{'descr': '非常差的一家酒店，本来订好了也确认很多遍了，但是去了竟然没有房间了，前台的服务人员的态度简直是太差了，说话的时候态度强硬眼睛还翻着白眼，以后永远都不想去那里住了，太差，住过的酒店里最差的一个！！！！！大家千万不要去，后悔死！！！！！！！我绝对说的都是实话！！！！！！', 'star': 1}
{'descr': '接送服务很好 很到位， 里面服务人员的服务也非常好 但是早餐的品种太少 太简单 如果你是带外国人 我不建议你住这里 自己人的话 总体还可以', 'star': 5}
{'descr': '挺好的啊   在小区里面  还有阳台  转机的话住着挺适合的', 'star': 3}
{'descr': '这是一个十分糟糕的酒店，本来预定的房间等我们到的时候已经没有了，给换的房间非常不好，房间很小，卫生间更是可怕，总之，建议大家千万不要入住该酒店。', 'star': 1}
{'descr': '总的来说还可以，离机场相对近，但是去市里的交通很不方便', 'star': 1}
{'descr': '很好，还有阳台  转机住的话 比较方便  还有叫醒服务 不错的', 'star': 5}
{'descr': '房间有点小，环境不错，隔音还可以', 'star': 5}
{'descr': '一般', 'star': 1}
{'descr': '两次转机时均预定了此酒店，总体感觉不错，外国人很多，并且酒店环境舒适、性价比很高。', 'star': 5}
{'descr': '态度不错，我们本来定的3人间，凌晨到没有了，给了2标间，没加价', 'star': 5}
{'descr': '特点就是离机场近，有车接送，适合去机场转机的人。服务不错，发票刮奖还中了50元，呵呵。', 'star': 5}
{'descr': '还好', 'star': 5}
{'descr': '感觉舒适！', 'star': 5}
{'descr': 'I chose it because it is close to airport and they provide free transportion to/from airport. ', 'star': 5}
{'descr': '适于专机旅客下榻,接客较慢需等时间较长.送机整点发车不灵活,', 'star': 5}
{'descr': '酒店最方便的一点，就是能够有接送机的服务，很适合外国人独自入住。', 'star': 5}
{'descr': '房间设备较差', 'star': 5}
{'descr': '公寓改的，只有卫生间有窗户，赶飞机没办法', 'star': 1}
{'descr': '房间很干净，可以无线上网。离机场很近，免费提供接送。适合于赶早班飞机的人。不过这次订的不带早餐，方便面10块一盒，有点点。', 'star': 5}
{'descr': '虽然离机场很近，但是所在位置太偏，很难找', 'star': 1}
{'descr': '位置离候机楼不算太远，但是位置有点偏，如果没有酒店的班车的话，找车会不方便', 'star': 5}
{'descr': '酒店的位置有点偏僻，不好找', 'star': 3}
{'descr': '酒店卫生太差，地毯很脏', 'star': 1}
{'descr': '还行', 'star': 5}
{'descr': '离机场近，接送飞机都比较方便。', 'star': 5}
