{'短评内容': '产品不错。非常感谢。还会购买。', '短评打分': 5}
{'短评内容': '酒店挺干净的，价格也算实惠，就是有点小，墙壁也是用板板隔开的，不是很隔音。早餐就是两个干面包，吃不下去:) ', '短评打分': 3}
{'短评内容': '住的很舒适很满意，附近交通也很方便，去很多景点都有直达公交，宽窄巷子和人民公园步行就能过去了。', '短评打分': 5}
{'短评内容': '很满意，地段位置非常方便，去景点都有公交车直达，房间卫生，24小时都有热水供应，而且房内收费的商品价格也不贵', '短评打分': 5}
{'短评内容': '酒店不错，交通很方便，是旅行中不错的选择', '短评打分': 3}
{'短评内容': '位置很好！环境一般，去了那边修路外面好吵。', '短评打分': 5}
{'短评内容': '还可以。空气好。', '短评打分': 3}
{'短评内容': '特价房的厕所太小了，洗澡不方便，电梯也有点慢 隔音效果不好  不过总体还行，地理位置不错 公交方便', '短评打分': 1}
{'短评内容': '酒店位置不是特别好找！房间也非常小，性价比很一般。不如团购的其他酒店！', '短评打分': 3}
{'短评内容': '设施一般，早餐很差。服务好酒店位置好，价位低。', '短评打分': 1}
{'短评内容': '住宿条件很好。很不错。服务也很好。下次还光临', '短评打分': 5}
{'短评内容': '不错，适合驴友，性价比高，城市中心繁华商业圈。', '短评打分': 5}
{'短评内容': '位置挺好，去宽窄巷子 天府广场 都听方便，不过特价房空间太小，设施太差了', '短评打分': 5}
{'短评内容': '交通方便，距离市中心，宽窄巷子很近。晚上周围治安也很安全，这次回来时办理港澳通行证。走走路就到了，在走走就到了天府广场。很方便的。房间有点小，一个人住还好。当然了，这个价格很便宜了。', '短评打分': 5}
{'短评内容': '特价房有点小，不过一个人住也足够了，淋浴房布局不太合理，洗澡要在马桶上爬来爬去，没有窗，一进去有股烟味，不过那天玩的回来太累了也没怎么在意。房间很紧张，第二天想多住天都没房了，要住的预订要快啊。', '短评打分': 5}
{'短评内容': '价格还可以，只是房间实在太小！', '短评打分': 3}
{'短评内容': '真的是不怎么样？很不干净，下回不做选择', '短评打分': 3}
{'短评内容': '交通便利，小吃街的价格很便宜！房间有点小，所有的窗户都锁不上！价格很便宜', '短评打分': 5}
{'短评内容': '总的设施还是挺好的，就是特价房房间太窄了，是一个小房间分成的两个来用的，而且特价房一般位置比较····反正吧，睡了一晚上感觉是睡在走廊里的。不过观察了其他房间似乎还比较可以，有门禁设置，很好，有早餐，很不错。', '短评打分': 5}
{'短评内容': '价格在那个区域还算实惠，交通各方面比较方便。就是房间的空调有点不给力，点了一晚上，不觉得暖和，要改进呀。\n综合来说，还是值得推荐的。', '短评打分': 5}
{'短评内容': '修路很吵，电梯很慢，走廊里一股浓浓的火锅味道，房间脏', '短评打分': 1}
{'短评内容': '房间很好很干净！物有所值！', '短评打分': 3}
{'短评内容': '住在里面比较舒适，就是感觉空调效果不怎么样。', '短评打分': 5}
{'短评内容': '位置还行 房间比较小！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '房间太小,不方便,不人性化！性价比明显低于其他类似的酒店！', '短评打分': 1}
{'短评内容': '空间比较小 桌子都摆满了东西 有些都是快过期的了', '短评打分': 1}
{'短评内容': '空间很小，那个桌子上摆了电视机，又摆了很多水、桶面什么的。本来就没空间，电脑都没地方放。\n空调相当的不给力\n电梯里面的味道超级难闻', '短评打分': 1}
{'短评内容': '99太差了，电梯像危险过度。。最气人的是空调效果，一个晚上，神马效果啊~', '短评打分': 1}
{'短评内容': '位置好 价格便宜 床和卫生间够大，桌子被电视占完了 没地方趴着上网啦 网线太短 建议无线', '短评打分': 5}
{'短评内容': '一般吧 也就是对得起这个价钱 推荐给那些喜欢住快捷酒店的人们 不过地方不太好找 我打车去的 连司机都不知道 害得我自己下车找了好半天', '短评打分': 5}
{'短评内容': '还不错哦 尤其是有网络（有线网、无线网都有）', '短评打分': 5}
{'短评内容': '蛮不错的 住了2次大床房了 性价比高  下次应该还会去  就是电梯有点吓人 呵呵', '短评打分': 5}
{'短评内容': '99的特价房太小了，卫生间洗澡都不好站，说有早餐，就是两个法式面包和一包奶茶，也没主动提供!\n不过地理位置比较好！', '短评打分': 1}
{'短评内容': '环境一般。态度一般。设施较差！', '短评打分': 3}
{'短评内容': '还将就吧，房间小了点，同时空调好像也有点问题，冬天里只有一床被子，感觉到有点冷。', '短评打分': 1}
{'短评内容': '第二次住这里了，还是不错！！价格还是可是的！！', '短评打分': 5}
{'短评内容': '房间一般，勉强能住', '短评打分': 3}
{'短评内容': '价格诱人，但里面太多诈，明明是旧床单，非要说客人衣服有点退色，扣罚50元，就是便宜下面的陷阱，不能再去住，要住的话要求他们先写个床单状况才敢住', '短评打分': 1}
{'短评内容': '酒店门口的烧烤还可以，房间设施一般，比火车站那里的7天好多了。比较有安全感，价格也合适，下次还会考虑', '短评打分': 1}
{'短评内容': '酒店还算干净就是房间较小服务不是很好', '短评打分': 3}
{'短评内容': '酒店距新世纪广场2分钟路程,购物方便,服务好干净,只是感觉房间有点小,性价比高.', '短评打分': 3}
{'短评内容': '酒店地段不错。但没地方停车，不是很方便，希望改进。', '短评打分': 3}
{'短评内容': '成都99连锁地理位置较好，周边哈根达斯，肯德基，麦当劳等，但是酒店条件太差，连纸巾都需要付费。前台服务员素质太差，十一点就在', '短评打分': 3}
{'短评内容': ' 服务热情 不错', '短评打分': 3}
{'短评内容': '酒店地现位置不错...价格也合理...下次还来...', '短评打分': 5}
{'短评内容': '没有七天这些酒店好。房间比较小。不是非常的满意。。。早餐就是一包速溶咖啡和几个小馒头。。', '短评打分': 1}
{'短评内容': '还成吧 性价比高啊 位置好 也算是繁华区了 想买什么都可以买到 到骡马市地铁站走路要十多分钟吧 到春熙路56路公交也很快', '短评打分': 5}
{'短评内容': '房间有点小 网速慢的 不过干净倒是 还成哈', '短评打分': 5}
{'短评内容': '地理位置比较方便，但房间比较小，卫生还可以。', '短评打分': 5}
{'短评内容': '我订的是129的那种大床房，感觉还是可以哈，房间也比较干净，卫生间设施也还不错，都住了三次了，下次还会去。', '短评打分': 3}
{'短评内容': '垃圾酒店，偷税逃税。索要发票，忽悠你说，不给发票可以给现金抵用劵，告诉你都好用的，等到你去用的时候就有各种理由说不好用，目的是一方面偷税逃税，另一方面让你去住他们的高价原价房。提高你的消费。房间里的设施很破旧，好像平民窟一样。早餐要早上起来到前台去要才行，不是前天晚上发。要了也只是两个小面包又不是现做的。总之以后不去住了。垃圾', '短评打分': 1}
{'短评内容': '性价比不错，位置好，附近有百盛，有大型超市，吃的也挺多的，就是房间比较小', '短评打分': 5}
{'短评内容': '比我想象中的要好一点，我住的129的，房间和卫生间也都还好，性价比不错！！就是热水在遇到高峰期的时候就不够热了，以后还是会来的', '短评打分': 5}
{'短评内容': '＋便宜实惠地点好', '短评打分': 3}
{'短评内容': '不错，服务挺好的，就是房间有点小，面朝街的那面有点吵，不过这个价也值了', '短评打分': 5}
{'短评内容': '酒店称火车站店，距汉口火车站有两站路，步行要20分钟，地方还挺好找，环境设施都很好。', '短评打分': 3}
{'短评内容': '特价房还将就，房间有点小，厕所更小，洗澡有点不方便', '短评打分': 5}
{'短评内容': '房间很小但设施齐全，网速很快，很适合一人一包', '短评打分': 3}
{'短评内容': '房间很精致，小但设施齐全，网速很快，步行两分钟到新城市广场。', '短评打分': 3}
{'短评内容': '干净卫生又便宜，而且还有设计感，给人很温馨很浪漫的感觉，最适合新婚夫妇了~~', '短评打分': 5}
{'短评内容': '房间偏小，不过成都的旅店大多是这样的了。\n油烟味比较重，可能旁边有火锅店什么的。还有就是电梯比较晃，第一次坐的时候有点点小吓人，不过在这价位也就这样的了。\n\n总体来说卫生还是可以的，经济型，也不用要求过高！', '短评打分': 1}
{'短评内容': '非常不错，很安静，交通也不错！非常齐全，非常经济快捷的连锁酒店，值得每个人去尝试和继续关注！下次还来！', '短评打分': 5}
{'短评内容': '硬件太差了，除了服务员态度好以为，此有点一无是处。', '短评打分': 1}
{'短评内容': '还不错,硬件条件一般,不过宾馆的服务员的态度非常好', '短评打分': 5}
{'短评内容': '用了返现。这样算下来价格还是实惠，但99元的房间真的很憋屈。估计不会再订这个价位的房间了。位置是还不错，最好订109以上 。', '短评打分': 5}
{'短评内容': '总的来说还能够接受，我定的９９的，无窗，额的神，那个之小，有点传说中的胶囊酒店的感觉，就是有压抑，性价比不高了。地理位置还可以，比较方便', '短评打分': 5}
{'短评内容': '便宜，但大床房设施确实不咋样，有点异性房', '短评打分': 5}
{'短评内容': '真实不贵实在，我会长住的，可以给一个在外面出差的人来说实在，这就是我最好的回答', '短评打分': 5}
{'短评内容': '离演唱会的地方还是算近我走了半个小时到四十分钟，但是房间极其的小，而且厕所还漏水，厕所一股烟味，被子也不干净，睡觉的时候看到被子有一滴血，害的我3点多才睡着', '短评打分': 1}
{'短评内容': '原本订的129的大床房，网上显示是2米乘1.8的大床…结果给开的房是1.5的床…强烈感觉被欺骗…而且一直水都不热…哎…消费者慎重啊', '短评打分': 3}
{'短评内容': '酒店地毯很烂，被烟头烫满了洞，能感觉到床垫一格一格的很硌。', '短评打分': 3}
{'短评内容': '不错，性价比比较高，又定了一次，就是卫生间比较小了一点，不过不影响使用', '短评打分': 5}
{'短评内容': '条件一般，隔音不好，交通方便，附近小吃不少', '短评打分': 1}
{'短评内容': '性价比很好。继续住几天。', '短评打分': 3}
{'短评内容': '成都市中心，性价比很好，虽然小，但是设施齐全，干净。', '短评打分': 3}
{'短评内容': '酒店服务态度较好，整体一般。没有发票，若要票的同学考虑清楚再下订单。', '短评打分': 3}
{'短评内容': '酒店地理位置优越，交通四通八达，周边商店林立，离天府广场步行25分钟到达，只能接受现金结帐。', '短评打分': 3}
{'短评内容': '虽然是没有窗户的特价房 但是没有异味 而且照明充足 设施俱全 不错！', '短评打分': 5}
{'短评内容': '嗯。。。觉得标间还不错，干净整洁。个人感觉比一些口碑酒店要好！', '短评打分': 5}
{'短评内容': '房门锁不上，噪音很大。因为是晚班飞机，去了前台居然在大厅的沙发上睡觉...哎！第二天立马地方住！', '短评打分': 1}
{'短评内容': '不错，就是地方小了点儿，而且一楼的卫生间很不好，一进大厅就有味道', '短评打分': 5}
{'短评内容': '其他的都挺好，就是隔音效果太差，大半夜还能清晰地听到隔壁电视节目的声音和外面汽车的喇叭声！', '短评打分': 3}
{'短评内容': '性价比不错', '短评打分': 3}
{'短评内容': '早餐是坑爹的，给了俩面包，还以为真是早餐呢，房间有些旧，其他的还好', '短评打分': 5}
{'短评内容': '房间3*4  12平左右，虽不是很大，但够了。毛巾很干净。挺好的。离家乐福、百胜5分钟脚程。我很满意', '短评打分': 5}
{'短评内容': '房间不是一般的太小。服务还不错。', '短评打分': 3}
{'短评内容': '还行，地段好方便', '短评打分': 3}
{'短评内容': '还是不错，都是老顾客了，交通位置好，周围吃的也多。', '短评打分': 3}
{'短评内容': '还可以，就是早餐不太好，', '短评打分': 1}
{'短评内容': '我这次住的房间可能是rp差吧，那间卫生间有些异味，关上门了还是那么重，，，', '短评打分': 5}
{'短评内容': '房间太小了，不过整体不错。价格合理、比较卫生、周边环境比较优越（购物、交通、吃饭都方便）。', '短评打分': 5}
{'短评内容': '大体上还可以，就是那个电梯实在有点慢，刚开始还以为坏了…', '短评打分': 3}
{'短评内容': '整体还可以，地段不错', '短评打分': 3}
{'短评内容': '房间有点旧，很感觉不是很卫生，虽然是重新装修了的~~~但是感觉装修质量比较差', '短评打分': 1}
{'短评内容': ' 有地毛毯 略脏 整体还行', '短评打分': 3}
{'短评内容': '酒店实在太次了,房间很小,几乎转不开身,卫生间的门在床头边,门只能开一半,早餐是两个劣质的小面包.电脑都无处放,只能放在床上.', '短评打分': 3}
{'短评内容': '性价比不错，装修也很好，就是房间小了点……', '短评打分': 5}
{'短评内容': '成都99快捷酒店整体的感觉很温馨,房间大小适中,窗户很大,前台服务态度也不错,性价比还算挺高的~只可惜早餐只有面包~', '短评打分': 3}
{'短评内容': '房间挺小的，第一间房的马桶是坏的，换了一间马桶仍是坏的，后来工程人员来修好了，洗手间的水管道晚上轰轰响，总之很一般', '短评打分': 3}
{'短评内容': '入住了', '短评打分': 3}
{'短评内容': '总体感觉不错。就是卫生间有些小，靠马路的房间，晚上有点吵，此外建议把窗帘换成遮光性更好的。', '短评打分': 5}
{'短评内容': '酒店不错，房间干净，离宽窄巷子也很近，出行方便', '短评打分': 3}
{'短评内容': ' 总体来说不错，前台服务态度很好，周围家乐福，百盛，很方便。但是有点吵，房间和浴室是玻璃门，有些潮。消防做的不好，如果着火很危险', '短评打分': 3}
{'短评内容': '酒店交通便利，干净舒适，最喜欢的就是那很大的窗户，推荐筒子们入住', '短评打分': 5}
{'短评内容': '挺干净的，就是特价房太小了。。。。。。。。。。', '短评打分': 5}
{'短评内容': '和想象有差别。', '短评打分': 3}
{'短评内容': '地理位置还不错，酒店的设施也还可以，不过临街的房间是有点吵，总体来说性价比还不错，如果早饭能再丰富点就更好了。', '短评打分': 5}
{'短评内容': '空间很小，129的都那么小，99的那就真的难以想象了，上厕所居然没纸，房间就一包抽纸，不过用了就要给钱', '短评打分': 3}
{'短评内容': '地理位置优越，交通便利，服务热情周到。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店是看重在市中心才订的，去了发现位置确实不错，周边很便利，地处繁华商圈，购物就餐都很方便，晚上无事还可以去广场逛逛，还是很惬意的。内部环境一般，不过还算是比较干净，网速较慢。', '短评打分': 5}
{'短评内容': '位置还是比较好 也挺方便的 就是面朝公路 有点吵!环境一般吧 酒店房间整体感觉有点旧 而且无衣柜 挂衣服不方便 价格偏贵 总之一般般', '短评打分': 5}
{'短评内容': '  性价比不错。 挺干净的。', '短评打分': 3}
{'短评内容': '房间还是很好的。', '短评打分': 3}
{'短评内容': ' 不太卫生', '短评打分': 3}
{'短评内容': '一般吧，没有想象中的好，我定的是商务大床房，这个房间只能算普通单人间，厕所马桶冲水坏的。不过呢，地理位置还是挺好的，到附近的景点都很近', '短评打分': 1}
{'短评内容': '普标不错，特价房太小，只能够转身，无窗。环境还行。\n能上网，能看成都电视台。\n交通方便，57路就到武侯祠。\n支持一下', '短评打分': 5}
{'短评内容': '干净，而且便宜，交通也方便。', '短评打分': 3}
{'短评内容': '不錯', '短评打分': 3}
{'短评内容': '酒店所处地段十分方便，也很干净。下次还会光顾，唯一有一些不足的是定的特价房有点小，不过出差在外这样经济的房间还是可以了。', '短评打分': 5}
{'短评内容': '超过了预留时间，不过还是顺利入住了。感觉酒店还不错，挺干净的。也比较实惠。不过我订的房间有点小……总体还不错……', '短评打分': 5}
{'短评内容': '总体感觉还是不错的，不过我住的那个房间下面就是街道，太吵了', '短评打分': 3}
{'短评内容': '我们已经成功入住成都99快捷酒店，感觉良好，服务周到，感谢你们！', '短评打分': 3}
{'短评内容': '房间小点，但还算规范哈，住了那么几次，除了隔音不好春色满楼，其他还好了了..确实符合快捷酒店的称谓哦。价格相比周边其他快捷或商务酒店，算中高的了。', '短评打分': 5}
{'短评内容': '本人住的99元特价房，房间确实很小，但是干净度还不错，看过以前客人的点评，感觉酒店在很多方面做了改进，放电视的桌子较小，只能在床上抱着本上网了，庆幸自己带了一条较长的网线，进出酒店前台人员都会和客人问好，感觉温馨，酒店附近的配套设施也较完善（家乐福，麦当劳，百盛，肯德基等），结合这个房价，总体觉得性价比还是不错的。', '短评打分': 5}
{'短评内容': '特价房挺小的，但是的确很特价，卫生间太迷你了，大胖子住的话很不方便，总体来说还可以，前台mm很热心啊~~', '短评打分': 5}
{'短评内容': '千万不要贪便宜  特价房也太特别了·~~~', '短评打分': 1}
{'短评内容': '虽然是特价房但也太小了点吧。房间还有霉味。不过，空调和淋浴比较给力。水量大，冷气足。总体来说还不错!', '短评打分': 3}
{'短评内容': '隔音效果不好，可能是空调开着就是春天。晚上的时候左右都有人在叫，中午退房的时候还在叫..神奇的隔音墙', '短评打分': 5}
{'短评内容': '房间有点小，但位置较好，离宽窄巷子较近。', '短评打分': 5}
{'短评内容': '酒店还可以，有个大写字桌子更方便点，卫生间沐浴后会有积水。', '短评打分': 5}
{'短评内容': '性价比还是不错，房间比较小，电梯有些闷，房间还算干净，市中心这个价格也算可以了！', '短评打分': 5}
{'短评内容': '地理位置不错，就是电梯有点慢，房子有点异味', '短评打分': 5}
{'短评内容': '价格较为便宜，交通较为方便，但环境卫生有待改善，此外早餐服务需要加强，不去要绝对不给。', '短评打分': 1}
{'短评内容': '房间设施还将就，热水充足水量大，但在洗澡时排水不及时（地板斜度不科学？）\n\n隔音效果不好，可能是空调开着就是春天。晚上的时候左右都有人在叫，中午退房的时候还在叫..神奇的隔音墙。。', '短评打分': 5}
{'短评内容': '还好 就是靠街 睡觉时候外面的路灯整的房间相当亮 淋浴头是坏的 郁闷 地毯很脏', '短评打分': 5}
{'短评内容': '服务挺好的，但就是房间太窄,还有些异味啊!洗手间也很窄啊!', '短评打分': 1}
{'短评内容': '前台服务不错，房间的喷头要是能再低点就更完美咯', '短评打分': 5}
{'短评内容': '前台服务挺不错的，房间的喷头要是能底点就更好了，，', '短评打分': 5}
{'短评内容': '＋太旧太小地毯很脏不推荐', '短评打分': 3}
{'短评内容': '特价房果真很一般，没有窗不透气，墙边都有点发霉了。最悲剧的是我走得太急晾的衣服忘收，居然没有提醒我。等到离开成都打电话回去问还说没看到。。。', '短评打分': 1}
{'短评内容': '只是因为价格相对便宜才入住，房间干净程度不行，而且不能刷卡', '短评打分': 1}
{'短评内容': '房间太小了，厕所设计更加不合理，早餐也就两个面包。', '短评打分': 1}
{'短评内容': '快捷酒店中比较差的，连个餐厅都没有，再也不去住了', '短评打分': 1}
{'短评内容': '我觉得房子有点小了。卫生间还算干净', '短评打分': 3}
{'短评内容': '花洒出水太小了，水龙头出水也小。房间内面积太小，电视机就占了桌子面积的一半~晕', '短评打分': 1}
{'短评内容': '房间干净整洁，环境好。如果有刷卡机就更完美了', '短评打分': 5}
{'短评内容': '613', '短评打分': 3}
{'短评内容': '恩。。。。可以，还是很不错的。。价格合理，性价比较高', '短评打分': 5}
{'短评内容': '特价的99房 超级闷 地方还很小 没有窗户 夏天去了很难受', '短评打分': 1}
{'短评内容': '便宜，服务态度好。就是我住的特价房，太窄了', '短评打分': 5}
{'短评内容': '房间不错，干净整洁，位置也好找，适合外来人居住。要是有POS机就好了。', '短评打分': 5}
{'短评内容': '房间内部很干净，就是面积太小，太紧凑了，放手提都没有地方了。希望酒店加一个容得下笔记本的桌子。', '短评打分': 5}
{'短评内容': '服务人员态度很好，周边比较方便，交通那些都很便利！房间比较干净，还不错！', '短评打分': 5}
{'短评内容': '环境可以，地处繁华商圈，购物就餐都很方便。', '短评打分': 3}
{'短评内容': '酒店不过，周边很便利，但是房间太小！卫生很好，送早餐！！！！', '短评打分': 5}
{'短评内容': '不错，挺干净，就是有点小，可是是落地窗，开心啊～', '短评打分': 3}
{'短评内容': '附近交通便利，生活机能足，虽然房里有个味道', '短评打分': 5}
{'短评内容': '酒店是挺好找的，就在路边上，可是感觉不够干净，在成都住了一周，去九寨沟回来就换了酒店，尤其是厕所看起来很不舒服，洗澡用的花洒也有问题，洗着洗着直接掉下来砸脑袋上，眼冒金星的，前台态度还可以，就看大家怎么想了，我是觉得不太舒服', '短评打分': 1}
{'短评内容': '房间很小，电梯也是坏的而且还不让续房有点差。', '短评打分': 3}
{'短评内容': '不错，服务条件各方面都可以，关键是价格合理，很满意', '短评打分': 5}
{'短评内容': '性价比不错', '短评打分': 3}
{'短评内容': '＋还不错，干净卫生', '短评打分': 3}
{'短评内容': '还不错，就是隔因差点', '短评打分': 3}
{'短评内容': '房太小 有霉味 不划算', '短评打分': 3}
{'短评内容': '好差，我住靠马路边，房小，厕所下水道有问题，厕所门正对床头。虽有网线，但没有放电脑的位置。墙壁油漆脱落。', '短评打分': 3}
{'短评内容': '房间面积太小，不通风，没窗，味道很大，热水供应还可以，网线太短在床上上网都不行，不过交通还算方便', '短评打分': 1}
{'短评内容': '周围环境嘈杂，酒店客房地毯很脏，家具窗帘墙面也不干净，黑色洗手盆感觉不舒服，空调机也很吵，网络很忙，基本无法浏览网页，设施、服务与房价不符。', '短评打分': 1}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '就是特价房 太小太小了  估计站不开两个人  ！~ 自己想象吧 其他的设施还好 ', '短评打分': 5}
{'短评内容': '性价比比较高，就是房间的地毯不是很干净，房间的墙壁是绿色的，看起来有点怪怪的，其他都还OK', '短评打分': 5}
{'短评内容': '酒店位置还算不错，离市中心还近，到处还算方便，价格相对算不错，酒店也还行，卫生可以，各项设施可以，就是电视差了点，包的早餐也简陋了点。不过总的性价比还行，可以推荐', '短评打分': 5}
{'短评内容': '房间超小!!!!!简直吓死我了\n  \n这是个兔子笼吧？？？？ 但是位置还是不错的', '短评打分': 5}
{'短评内容': '，还行，太小了就是', '短评打分': 3}
{'短评内容': '性价比不高', '短评打分': 3}
{'短评内容': '实惠哦', '短评打分': 3}
{'短评内容': '房间太小了，订的259的，还没有其他酒店的房间大。卫生间也小。', '短评打分': 1}
{'短评内容': '房间小 卫生间就在头顶 郁闷的很\n卫生马马虎虎 ', '短评打分': 1}
{'短评内容': '价格很优惠，性价比高', '短评打分': 3}
{'短评内容': '酒店位置不错，交通方便、服务不错。很值得推荐！', '短评打分': 5}
{'短评内容': '很差，房间小的离谱，只能放下一张1.2米床，洗手间连门都不能完全打开 里面最多能站两个人。', '短评打分': 1}
{'短评内容': '满意，除了桌子很小网线很短，还有就是电视与桌子的布局不方便。', '短评打分': 3}
{'短评内容': '99特价房太小了，说实话大便都伸不开脚，其他还好，要是不差钱不推荐无窗的99特价房。', '短评打分': 5}
{'短评内容': '地理位置不错', '短评打分': 3}
{'短评内容': '上网是用网线的所以最好自己带笔记本电脑\n清洁服务很周到房间很干净\n一楼有饮水机', '短评打分': 5}
{'短评内容': '环境还不错啊   挺干净的   周边也比较方便', '短评打分': 5}
{'短评内容': '桌子太小,放个笔记本电脑都困难.', '短评打分': 3}
{'短评内容': '房间设计够精致,哈哈!地处繁华商圈,很方便购物饮食.不错.', '短评打分': 5}
{'短评内容': '软硬件条件还好，就是所谓的免费早餐比较搞笑。', '短评打分': 5}
