{'短评内容': '服务很不错', '短评打分': 5}
{'短评内容': '打的从火车站过去10元不到，住的是无窗的榻榻米房，房间小小的，但是一个人住足够了，空调用得很好。因为无窗在靠走廊开了一个小窗，外面的声音白天有点大，好在晚上还是很安静的。热水用的很舒服。', '短评打分': 5}
{'短评内容': '地理位置挺好，就是房间小了些', '短评打分': 3}
{'短评内容': '酒店很干净，就是在马路边有点吵。', '短评打分': 3}
{'短评内容': '很mini，每次出差都住的这个地方。比较干净，便宜', '短评打分': 5}
{'短评内容': '很mini，每次出差都住这里，比较干净，还行', '短评打分': 5}
{'短评内容': 'mini,很不错的酒店。很干净，安静。出差都住这个地方', '短评打分': 5}
{'短评内容': '地方还行，就是有点吵，房间隔音不好', '短评打分': 3}
{'短评内容': '住的的榻榻米。超级迷你，不过物件还算俱全。不过比较安全，毕竟附近时有名的商业街，离白塔山公园也不远的！地段很好的！', '短评打分': 5}
{'短评内容': '交通还算便利，距离西关什字和张掖路不远；不足是楼后面有家酒店，音响很吵', '短评打分': 5}
{'短评内容': '单人间A不大 但不影两人住 干净卫生 交通便利 特别提醒 可免费寄存行李十五天', '短评打分': 3}
{'短评内容': '感觉环境不如其他地方的百时好。内部管理也更乱些。不过性价比不错。', '短评打分': 3}
{'短评内容': '非常的差劲，房间设计极度失败，小得和监狱一样，转都转不开身，就这种地方也要129一晚', '短评打分': 1}
{'短评内容': '交通便利，距离兰州繁华地张掖路很近，值得推荐', '短评打分': 5}
{'短评内容': '百时快捷酒店(兰州安定门店)房间太小!房价太高!房间卫生可以?', '短评打分': 5}
{'短评内容': '出行很方便，但楼下有卡拉OK，会比较吵，望把隔音效果做好！', '短评打分': 5}
{'短评内容': '房间不错~~有点小温馨的感觉~~~~~~~', '短评打分': 5}
{'短评内容': '总体感觉很差，锦江之星的低端品牌怕是要被做砸了。。。晚上很晚到的，分配二楼房间，上电梯刷卡后竟然直接到了三楼，门口两个没穿工作服的人推着工作车，说因为他们先按的下所以，我们就被上到三楼了，居然让我们先下来，等下一趟电梯，进去之后又说，上来吧，还有点地方，这个时候是凌晨两点半，如果他们没推着工作车我可不敢进去。到了二楼之后发现好多房间没有门牌号码，我猜了三次，打开了两扇门，其中一间挂着防盗链，里面还', '短评打分': 1}
{'短评内容': '都还好，已经房间比较小，地点和其它都不错！', '短评打分': 5}
{'短评内容': '环境很干净又舒畅。服务员态度真不错。给个好评', '短评打分': 3}
{'短评内容': '房间有些小，其他还可以！希望今后能多改善！', '短评打分': 5}
{'短评内容': '这次入住的是单人间715房，进门以后是一个3米的长廊，对着的就是单人床，旁边是一间窗户朝着走廊榻榻米的房间，和床正对着的是卫生间，洗澡间比较大，水温水压都不错。空调在床的侧面。电视悬挂在墙上，非数字电视，信号也不好。不过基本上办完事回来看一会洗洗就睡了。下次可能还是会住吧，下次照几张相片传下，给打算入住的做个参考。\n这次入住还有一件乐事：旁边的客人叫了又鸟，半夜搞出来的声音影响了睡眠，所以房间的隔', '短评打分': 5}
{'短评内容': '每次都会住这里。。服务不错，之前网络很差，这次过去改进不少。。', '短评打分': 5}
{'短评内容': '交通便利、经济实惠\n\n\n房间小，没配备拖鞋', '短评打分': 5}
{'短评内容': '交通方便，离中山桥很近，附近吃饭的地方也很多，网速不错。', '短评打分': 5}
{'短评内容': '很不错的环境，房间虽小但很温馨。不过房间的网速不是很快，其他的都还不错~', '短评打分': 5}
{'短评内容': ' 还不错 不是第一次了！', '短评打分': 3}
{'短评内容': '很不错的酒店，价格还行！性价比高吧！每次出差都住那个地方', '短评打分': 5}
{'短评内容': '还不错。就是房间小了些。', '短评打分': 3}
{'短评内容': '房间很干净，服务大度好，就是房间都有杰小', '短评打分': 3}
{'短评内容': '服务卫生什么的都挺好的，唯一不太适应的就是房间太小了。', '短评打分': 5}
{'短评内容': '一直住的，出差一个人住不错的，就是隔音不怎么样', '短评打分': 5}
{'短评内容': '不错，房间虽小，但很温馨。适合一个人出差。\n谢新国', '短评打分': 3}
{'短评内容': '房间很小但是很干净，麻雀虽小五脏俱全。空调很给力。就是插座设置不太合理，床边没有。', '短评打分': 3}
{'短评内容': '第二回入住了。还是不错的，建议下次再一次性牙具里增加块香皂。这样更好，小投入但能更方便客人。希望采纳啊。', '短评打分': 5}
{'短评内容': '空间有一些小，价格绝对是我推荐的重点，麻雀虽小，五脏俱全，酒店运营成本的控制令人印象深刻，拖鞋和牙刷要自己购买，一套两元', '短评打分': 5}
{'短评内容': '就是房间小了点，其他的还可以。交通方便。。。。。。。。。。', '短评打分': 5}
{'短评内容': '位置可以，也很方便，安静卫生。就是房间太小了。', '短评打分': 5}
{'短评内容': '整洁干净，交通很便利，在兰州的一个交通枢纽处。', '短评打分': 5}
{'短评内容': '不错，希望每一个房间都能正常使用所有功能。', '短评打分': 5}
{'短评内容': '房间设计比较新颖啦！很有意思的矮床。附近有好几家不错的饭店！', '短评打分': 3}
{'短评内容': '价格适中，地理位置方便，服务很好……每次去兰州基本都住这家……值得推荐给大家！', '短评打分': 5}
{'短评内容': '干净卫生，交通便利，服务周到贴心。价钱也不贵，物有所值！', '短评打分': 5}
{'短评内容': '  房间比较干争', '短评打分': 3}
{'短评内容': '房子很小 但是酒店整体给人感觉很温馨 价格也挺实惠的', '短评打分': 5}
{'短评内容': '这次的住的卫生间水龙头有点问题。其他还不错、服务很好！', '短评打分': 5}
{'短评内容': '住了半个月，很多房间都试过，感觉很不错，有些房间设施不完善，偶有断网和下水道堵塞问题，还好解决这些问题够及时。', '短评打分': 5}
{'短评内容': '酒店位置很不错,也很方便,前台也很热情,小小的遗憾就是房间有些太小.....', '短评打分': 5}
{'短评内容': ' 环境不错 还是蛮干净的 关键交通还不差 地处西关闹巿区', '短评打分': 3}
{'短评内容': '住了好多天，天天来像刷数据一样来点评，希望有些房的网络能够咋日恢复正常。', '短评打分': 5}
{'短评内容': '今天网络有点不太正常，下水道有点堵。前台的服务依旧的好。', '短评打分': 5}
{'短评内容': '卫生,小巧,热水尚可.距西关大十字一站路,去火车站也方便.适合单人商旅或新夫妻入住.建议把招牌灯点亮以便晚上能够找到.', '短评打分': 3}
{'短评内容': '第一次住高低床，房间比标准间小一点，不过一个人住也可以了。毕竟上面可以放东西。', '短评打分': 3}
{'短评内容': '前台服务很热情，精致小屋，干净整洁，服务优秀。单人或者情侣很适合，两个男人定双人间就有点挤。', '短评打分': 5}
{'短评内容': '房间价格较适中，但房屋空间太小，进去之后有股异味', '短评打分': 5}
{'短评内容': '房间太小，地理位置都还好，总体来说还是可以的，', '短评打分': 5}
{'短评内容': '交通很方便。服务不错', '短评打分': 3}
{'短评内容': '卫生，干净，安静，总体来说还不错吧。。网络比之前好一些了，起码不会掉线，能正常使用。。看电影就Ok，网游还是会卡。。\n\n这个地理位置，对的起这个价格。。\n\n然后，房间都是一律的小。。感觉是将之前的一间屋改为了两间屋。。所以大家可以想象啦。。里面相当紧凑。。', '短评打分': 5}
{'短评内容': '价格可以，性价比蛮高的，单人床其实住两个人都满富裕的，唯一的缺点就是洗澡的水流太小，而且水总是忽冷忽热', '短评打分': 5}
{'短评内容': ' 房间比较紧凑.', '短评打分': 3}
{'短评内容': '卫生很干净，房子真的很mini，总的来说还不错', '短评打分': 5}
{'短评内容': '价格便宜，宾馆卫生，服务良好，感觉非常好，值了', '短评打分': 5}
{'短评内容': '房间太小 很拥挤 不舒服 窗户很脏 卫生间空间不错 但里面没有一次性牙刷等洗漱用具', '短评打分': 1}
{'短评内容': '酒店路段比较好，唯一就是房间较小，网络较差。', '短评打分': 5}
{'短评内容': '不错，很温馨，前台的短头发女孩很热情，还帮我及时调换了房间，下次还会光临的', '短评打分': 5}
{'短评内容': '地段不错！交通枢纽，离正宁路小吃夜市很近。', '短评打分': 5}
{'短评内容': '环境不错，服务也挺好的，离中心商务街也挺的', '短评打分': 5}
{'短评内容': '老是断热水。。为什么？？噪声稍微大了点。其他还好。', '短评打分': 5}
{'短评内容': '环境还可以，但是屋里有异味，床单发黄感觉不太舒服', '短评打分': 5}
{'短评内容': '感觉很不错', '短评打分': 3}
{'短评内容': '房间挺小，但环境不错，也比较干净。只是这次住的房间，水龙头的水很小。服务态度很好~', '短评打分': 5}
{'短评内容': '酒店很mini，比较时尚和卫生。适合年轻人，出差的人住', '短评打分': 5}
{'短评内容': '总体来说还可以，挺安静的，交通也很方便。就是房间有点偏小，无洗漱用品。', '短评打分': 5}
{'短评内容': '除了，房子小，其他都很经济实惠。周围吃饭的地也多。', '短评打分': 5}
{'短评内容': ' 地理位置不错，服务也可以。硬件设施略差。我住的807地漏有些不畅。总体来说还可以。', '短评打分': 3}
{'短评内容': '房间真的很迷你，但是我一个人住，行李又少所以还算可以。关键是地段很好，往前走两步再转一下，晚上就是夜市吃的逛的都有，很热闹', '短评打分': 5}
{'短评内容': '酒店很干净，很暖和。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '房间小了点，不过蛮干净的！', '短评打分': 3}
{'短评内容': '酒店还行，出门在外安全干净卫生就好', '短评打分': 3}
{'短评内容': '酒店安全不错，位置也比较好，就是房间太小太小', '短评打分': 3}
{'短评内容': '酒店很干净，周围吃饭地方也很多。值得推荐。', '短评打分': 5}
{'短评内容': '房间小了点，但还是挺干净的。早上好像没有热水，热水供应有点晚了。其它不错', '短评打分': 5}
{'短评内容': '便宜，洗澡水不错，房间就只能是凑合了，还凑凑粗糙哦', '短评打分': 5}
{'短评内容': '房间比较小，但是管理还不错，挺正规，有强大品牌支持的体现', '短评打分': 5}
{'短评内容': '很好，我喜欢~！这么繁华的地带.吃喝玩住，超级方便！很多人觉得酒店房间不大.但是个人认为.已经很不错了 \n一分钱一分货吧.房间还很干净.只是房间没有配备一次性用品.想去的朋友需自带。\n', '短评打分': 5}
{'短评内容': '不提供洗漱用品，房子里很干很闷。洗漱用品需要去前台购买。离西关十字张掖路很近，旁边的占国牛肉面也很好吃', '短评打分': 5}
{'短评内容': '还是可以吧，很紧凑，房间很暖和，有窗户的比没窗户的好点，水很大，很热。麻雀虽小五脏俱全，整体来说感觉很好！', '短评打分': 5}
{'短评内容': '不错!不错!交通很方便!就是面积有点小!', '短评打分': 5}
{'短评内容': '还可以对得起这个价格', '短评打分': 3}
{'短评内容': '卫生干净低碳环保好!', '短评打分': 3}
{'短评内容': '距离市中心，小吃街很近，交通，购物都比较方便', '短评打分': 5}
{'短评内容': '挺好的，酒店的网速，洗澡水都不错！就是房间有点小..', '短评打分': 5}
{'短评内容': '房间小，不提供一次性洗漱用品。总体上还可以，与价位相当。', '短评打分': 5}
{'短评内容': '性价比不错，尤其现在冬天能既有暖气又有空调，还是很不错了。', '短评打分': 5}
{'短评内容': '    第二次住了，真的是很超值，强烈推荐！！！', '短评打分': 5}
{'短评内容': '出差路过兰州入住该宾馆，住了一天，总体感觉如下\n优点：房间带空调很暖和，且没有任何异味；床比较大，床上用品很干净，睡着也很舒服；卫生间马桶、手盆等物品非常干净；离黄河大桥、白塔山公园、张掖步行街等景点很近，步行就可以到；乘公交车去火车站、甘肃博物馆等地也比较方便；出门就有占国牛肉面、金鼎牛肉面，马爷炒面片等较有特色小吃。\n缺点：房间超小、超小；网速较慢，也就能开个网页，指望用它抢12306就是做梦', '短评打分': 5}
{'短评内容': '虽然很小但很紧凑，该有的都有了。只是没有香皂这一类东西，都要自己再去买，有点麻烦。总体来说是很超值的一处旅馆', '短评打分': 3}
{'短评内容': '喜欢，迷你个性！但我住的房间窗户隔音不是很好。另外，建议及时清洁之前被没素质的人用脚印弄脏的墙壁，免得后面同类型人参考。', '短评打分': 5}
{'短评内容': '第一，小，房间相当之小。第二：没有浴巾（兰州的）第三：房间没有座机 第四：电视确实有些高', '短评打分': 1}
{'短评内容': '超级迷你,一次性洗漱要求付费,不过还不错得.', '短评打分': 5}
{'短评内容': '服务规范，房间紧凑', '短评打分': 3}
{'短评内容': '虽然有心理准备，但进到房子里还是失望了，房子空间太小了，配套设施也较简陋，卫生条件一般。个人感觉除了地理位置外，其他方面没有什么优势，性价比也不高。', '短评打分': 1}
{'短评内容': '房间有点精致！太小！服务蛮好的！不提供一次性拖鞋，应该提供循环使用的拖鞋！', '短评打分': 5}
{'短评内容': '房间太小，其次就是床单，被套，枕套很脏，泛黄，住着难受，压抑', '短评打分': 1}
{'短评内容': '房间太小了。而且--百时快捷酒店都是一律不提供拖鞋、牙刷、牙膏、杯子、香皂、而且还没有内线电话，而且连楼道都不设一部内线电话，找他们需自己打手机或走到前台，着火了怎么叫他们？？这个酒店真是节省资金到家了。而且房价一点都不便宜，所以我极不推荐网友住--百时快捷酒店!!', '短评打分': 1}
{'短评内容': '房间很小，网络几乎不能用，只能打开主页。', '短评打分': 1}
{'短评内容': '地理位置不错，房间小点。不过按价格来讲，性价比还是比较高的。牙刷、拖鞋都需要去前台买，不过还好吧，各一块钱，不贵。据老板讲是为了环保，而不是赚住客的钱。\n操作电梯上楼需要刷房卡，所以相对的比较安全。', '短评打分': 5}
{'短评内容': '服务还行，就是网络太差啦，希望酒店对网络加以改进，下次住时但愿网络能好点', '短评打分': 3}
{'短评内容': '得了，以前住的时候吧还行，可今天太让我生气了，这酒店的网络没法用。\n一天有半天的时间上不了网，而且酒店好象还没人管这事，看来以后不一定再会选择这儿了。', '短评打分': 1}
{'短评内容': '干净卫生，地理位置较好。就是能提供的服务较少，比如房间电话，行李寄存。房间设施较简陋', '短评打分': 5}
{'短评内容': '房间太小了！什么洗漱用具和拖鞋都不配，还要另外花钱的。', '短评打分': 1}
{'短评内容': '很小，但是卫生间很干净，价格也非常便宜，出租司机都能找到，不错', '短评打分': 5}
{'短评内容': '外表看得还可以，里面条件比较简陋，连拖鞋都没配的。', '短评打分': 1}
{'短评内容': '-干净舒适安全，谢谢！', '短评打分': 3}
{'短评内容': '房间也太小了，走路都走不了，如果房价在百元以下倒是可以的。', '短评打分': 1}
{'短评内容': '房间太小了，拖鞋、牙刷都不提供，还是比较安全的。网速一般！', '短评打分': 5}
{'短评内容': '酒店干净，且离张掖路黄河很近，晚上出行很方便~', '短评打分': 5}
{'短评内容': '拖鞋、牙刷都不提供，出行住旅店就是途个方便，但带来的却是不方便！', '短评打分': 1}
{'短评内容': '房间太小了，很多用品都不提供，部分设备还是坏的，所以不推荐，性价比不高！', '短评打分': 1}
{'短评内容': '其他都好~~~就是房间有点小~~地方也比较方便~~~去张掖路只有十分钟~~~', '短评打分': 5}
{'短评内容': '酒店房间太小，放了行李很难有空间可以走动～提供的用品简陋，除此之外，其余还不错', '短评打分': 5}
{'短评内容': '非常一般，房间很小，性价比不高，交通还算比较便利。', '短评打分': 1}
{'短评内容': '酒店房间太小，放了行李很难有空间可以走动～提供的用品简陋，除此之外，其余还不错，离夜市很近，交通很方便～', '短评打分': 5}
{'短评内容': '不错的酒店,干净明亮,麻雀虽小,设备齐全.锦江的酒店看来管理都相当好', '短评打分': 5}
{'短评内容': '9', '短评打分': 3}
{'短评内容': ' 不错哈，就是房间真的有点小，但很干净。', '短评打分': 3}
{'短评内容': '虽然房间稍微有点小，但是服务很好，房间很干净，而且在这里入住非常安全，非常满意！', '短评打分': 5}
{'短评内容': '房间很小，但是比较干净，有特色，不足之处在于酒店响应低碳环保号召，不提供洗漱用品可以，但是连拖鞋也不提供就说不过去了，毕竟从没听说过谁住酒店还随身自带拖鞋的', '短评打分': 5}
{'短评内容': '酒店房间很小，但是挺干净，而且比较规范，提倡低碳，洗漱用品可以不提供，但是一次性拖鞋不提供就说不过去了，毕竟没有谁住酒店还会带着拖鞋的', '短评打分': 5}
{'短评内容': '这家酒店真是太差劲了，空间小得可怜，浴室漏水，空调用螺丝给固定了的不能调热温，没有拖鞋.固定电话.牙具和吹风机提供，被子还很大一股霉味！隔音差！', '短评打分': 1}
{'短评内容': '地理位置不错。但房间的卫生，隔音，设置要有一定的容忍度。但性价比还是很强的。', '短评打分': 5}
{'短评内容': '卫生还是有待加强', '短评打分': 3}
{'短评内容': '环境还好、\n就是太小间~~\n而且无牙具提供。。。。\n。。。。。。。。。。。。\n。。。。。。。。。。。。\n。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '还行比较干净整洁，只是空间很小，对两个人来说比较挤了，但是入住前服务员已经提前告知，有心理准备了。所以总体来说还是比较满意的。', '短评打分': 5}
{'短评内容': '虽然房间比较小，但是环境很不错，电梯的设计让人觉得在这家旅店住宿非常安全，服务人员态度也非常好，以后再来的话，还会住的！', '短评打分': 5}
{'短评内容': '第二次来住，感觉很亲切。评论不多说，参照第一次评论。谢谢！', '短评打分': 5}
{'短评内容': '感觉挺好的，出行很方便，离西关十字比较近，房间很舒服。总体感觉还不错。', '短评打分': 5}
{'短评内容': '同下。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '服务热情，彬彬有礼，房间虽小，但很实用，居家旅游可选之地。此酒店安全措施极好，无论楼梯、电梯，均需刷房卡，如无房卡需找服务生（本人起先不知，没带房卡电话下楼办事，结过在大厅磨叽半天才得以上楼）。对于驴友，推荐！！！\nPS：自带拖鞋，牙具，电吹风（女士必备）。嗯............很不错。', '短评打分': 5}
{'短评内容': '简直太小了，实在受不了，洗漱和拖鞋都没有，这样价格一点也不便宜', '短评打分': 1}
{'短评内容': '服务不错，环境不错，房间感觉挺整洁干净，蓝色的墙壁很喜欢~', '短评打分': 5}
{'短评内容': '服务态度好，卫生搞的不错，真的很便捷！价格也能接受！', '短评打分': 5}
{'短评内容': '在兰州转机时住的,房间是很小,但床还比较舒服，楼下卖的水和零食价格也比较厚道。', '短评打分': 5}
{'短评内容': '房间比较小,但是卫生还可以,前台的服务也很热情.', '短评打分': 5}
{'短评内容': '总体来说还不错。先说优点：店员态度挺好；床蛮大，很软；价格比较实惠；干净；装修清爽；离兰州最繁华的地段近，交通便利。缺点：我觉得房间太小了，不同的人有不同的感受，我朋友就喜欢这种紧凑的房间；没拖鞋没香皂；有宽带，但不稳定，不好用。', '短评打分': 5}
{'短评内容': '房间和服务态度都很好，就是夜里太吵,地理位置也很好', '短评打分': 5}
{'短评内容': '在兰州转机小住一个晚上，锦江之星旗下的一个品牌连锁，类似于汉庭海友客栈。房间干净，经济实惠，该有的都有，房间虽小，床倒不小，睡得很好。唯一的缺点是淋浴水流有点小，其他很不错。这里除了不提供一次性牙刷和拖鞋以外，其他都有。我从这里开始兰州半日游，出门左手走10分钟就可以到张掖路商业街，转进去第二条巷子就是大众巷吃了马子禄牛肉拉面，穿巷而过就是南滨河路，正好赶上看兰州马拉松，然后走过中山路铁桥，上到白', '短评打分': 5}
{'短评内容': '房间超小！没有拖鞋！卫生间有味！', '短评打分': 3}
{'短评内容': '还不错了，就是网络不够好，晚上基本不能上。', '短评打分': 5}
{'短评内容': '干净卫生,环境舒适...', '短评打分': 3}
{'短评内容': '房间太小，进去都不能转身，太压抑，要是先看房间就不会住了，有点失望', '短评打分': 1}
{'短评内容': '很不错，很温馨，蓝色的房间，让人很舒服，下次还会入住的', '短评打分': 5}
{'短评内容': '服务态度很不错，预订的酒店就可以进去入住，非常不错，环境也很温馨\n帅哥也多\n嗯嗯', '短评打分': 5}
{'短评内容': '空间较小，服务不错。', '短评打分': 3}
{'短评内容': '酒店太小了，根本不是住人的，简直就像个鸟笼', '短评打分': 1}
