{'短评内容': '非常好，以后还会来', '短评打分': 5}
{'短评内容': '还不错，浴室有点特殊，呵呵，房间比较安静，服务员的态度也不好', '短评打分': 5}
{'短评内容': '非常干净，整洁，浴室大，全玻璃落地，把儿子乐得不得了，下次还来住', '短评打分': 5}
{'短评内容': '酒店位于市场内，不是很好找。酒店内总有厨房的味道，不是很舒服。', '短评打分': 1}
{'短评内容': '地理位置有点偏，但附近有很多小吃，还有家乐福，倒也还不错。', '短评打分': 5}
{'短评内容': '标准炮房 不解释 价格贵 但服务很不错 设备新。。。\n\n', '短评打分': 5}
{'短评内容': '服务环境不错，就是床有点硬，总体还不错的', '短评打分': 5}
{'短评内容': '服务态度还不错，房间还蛮干净的，环境也比较安静', '短评打分': 5}
{'短评内容': '位置不错，只是周边环境差点，房间还可以，服务不错', '短评打分': 5}
{'短评内容': '服务员很好，附近有个维客自助快餐店，且有菜市场，还是比较方便的，交通便利', '短评打分': 5}
{'短评内容': '环境好，周围安静，酒店内布局不错，颜色鲜亮，卫生好。就是稍微贵点', '短评打分': 5}
{'短评内容': '真的店如其,很有家的感,挺温馨。', '短评打分': 3}
{'短评内容': '这地方有点不好找，但服务不错，房间也挺好', '短评打分': 5}
{'短评内容': '位置不错，只是周边环境差点，房间还可以，服务不错', '短评打分': 5}
{'短评内容': '经常入住这个酒店，很不错，就是位置不好找。', '短评打分': 5}
{'短评内容': '房间比较宽敞，装修很有现代气息，服务也不错，可惜我住的房间墙壁油漆都掉了，洗手间又有漏水渗透的现象，总体来说好坏各半。', '短评打分': 5}
{'短评内容': '一般般，隔音效果差，房间异味很重，服务还行。', '短评打分': 5}
{'短评内容': '态度不错，也挺关键…', '短评打分': 3}
{'短评内容': '性价比还行，前台的服务态度很好。交通便利', '短评打分': 5}
{'短评内容': '地址稍微有点偏，服务态度挺好的，安静，房间虽然有点小，但是住的还算舒服', '短评打分': 5}
{'短评内容': '常住，没有太大变化。受物价上涨原因，早餐价格涨了，种类也比以前少了些。其他还好。', '短评打分': 5}
{'短评内容': '楼层低得房间稍微有霉味。其他都可以。早上到中午退房前，还在休息，工作人员搞卫生啊，查房啊之类的工作时，动静有点大。有点吵。其他都还好。', '短评打分': 5}
{'短评内容': '不错的酒店，房间很大，还可以送餐，下次再去还会考虑住这里', '短评打分': 5}
{'短评内容': '环境很好，地理位置也不错，附近有家乐福，很方便。360度全透明的浴室很特别。。。如果不是情侣入住很尴尬。\n就是被子薄了点。打电话去前台，居然不能加被子。\n基本上很满意。', '短评打分': 5}
{'短评内容': ',有会员卡为什么不打折', '短评打分': 3}
{'短评内容': '酒店很有特色，尤其是圆形玻璃浴室，附近交通吃饭也很便利。性价比很高', '短评打分': 5}
{'短评内容': '不错呢，性价比高，整体感觉还算好。楼层的味道稍稍大些。服务很好。', '短评打分': 5}
{'短评内容': '公司培训，口碑不错，到目前为止还未接到任何投诉。', '短评打分': 5}
{'短评内容': '新洲店地理位置不大好，开车过去找了半天。\n但是酒店整体感觉不错。还是比较推荐的，性价比高。\n\n服务人员也不错，谦和耐心。整体好评。', '短评打分': 5}
{'短评内容': '服务态度很好，环境一般，屋子稍有味道。总体不错。', '短评打分': 3}
{'短评内容': '给家人定的，应该还不错\n如家的酒店很干净', '短评打分': 5}
{'短评内容': '进去之前，深圳的朋友已经强调过我，一定会后悔，但没办法，大运期间，住房紧张。一进房间，首先扑面而来的就是一股发霉的味道，环顾房间，也难怪：洗脸盘是没有封闭的，卫生间是玻璃间隔出来的，沐浴间是圆的，就在房间中央，玻璃做的，而且只有淋浴，如果你不想洗头的话挺别扭的。正是这样的布局导致房间里面所有的水汽都是飘在房间里头，不发霉才怪。早上起来，问打扫卫生的阿姨，是不是全部房间都是这样布局的，回答说“是”，', '短评打分': 1}
{'短评内容': '房间很干净，摆设也很温馨，住起来感觉不错，就是感觉隔音效果不好，走廊上的人说话都听得到。', '短评打分': 5}
{'短评内容': '找酒店费了点时间，周边环境有些乱，价格公道，室内设计温馨，透明圆筒浴室有点怪！', '短评打分': 5}
{'短评内容': '第一次找酒店费了点时间，周边环境有些乱，价格公道，室内设计温馨，真不知是该推荐还是不该推荐,但必须填，就填推荐吧', '短评打分': 5}
{'短评内容': '总体说来还是不错，就是房间的隔音效果不好。  ', '短评打分': 3}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '酒店的位置还是比较安静的，房间也还比较大，不过每天晚上的骚扰电话真是让人不胜其烦，半夜两三点的时候被骚扰电话吵醒，这个酒店管理方得好好处理一下了呀！', '短评打分': 5}
{'短评内容': '经常住这家，价格还是可以，早餐涨价了。炒菜的种类再多点就更好。房间晾衣服的位置不太方便。', '短评打分': 5}
{'短评内容': '酒店环境较好，服务也不错，价位也合适，交通比较方便，值得一住。', '短评打分': 5}
{'短评内容': '酒店内部环境还不错，挺干净，也比较安静。比较喜欢他们浴室设计，推荐情侣夫妻档入住。', '短评打分': 3}
{'短评内容': '交通方便，环境干净整洁，服务人员态度好，下次来还住', '短评打分': 5}
{'短评内容': '恭喜你！', '短评打分': 3}
{'短评内容': '酒店不错', '短评打分': 3}
{'短评内容': '房間舒適, 衛生滿意。', '短评打分': 3}
{'短评内容': '周边环境比较复杂，环境设施有点儿差，卫生间通风不好，进去有点儿猩猩的味道，入住3天好像没给换过床单~', '短评打分': 1}
{'短评内容': '不用开房间门就可以跟服务员清晰说话沟通，其它方面还可以。', '短评打分': 3}
{'短评内容': '装修卫生一般，房间挺大，洗手间漏水，价格折扣也一般，住一晚还凑合，多住几天肯定受不了！', '短评打分': 3}
{'短评内容': '透明圆筒浴室很有特色，性价比还算不错，位置也还比较方便', '短评打分': 5}
{'短评内容': '交通很方便，非常不错的酒店。以后还会来的。', '短评打分': 5}
{'短评内容': '价格低，房间整洁，但是房间空间比较小。性价比还不错', '短评打分': 5}
{'短评内容': '房间异味太重，前台动作太慢，差点错过航班。不如其他的经济型酒店', '短评打分': 1}
{'短评内容': '没有什么特别可推荐的理由，酒店隔音太差了，一晚都睡的不好，一晚上人声和关门声不绝，还有街上的声音也听得很清楚，这样的环境还可以推荐吗？', '短评打分': 1}
{'短评内容': '环境很好，就是有点难找，有点偏，不过很安静', '短评打分': 5}
{'短评内容': '设施齐全，环境还不错，也不太贵。大家可以去看看。', '短评打分': 5}
{'短评内容': '设施不错,房间大,服务也专业,价位合适,住起来挺舒服', '短评打分': 5}
{'短评内容': '帮同事订的，还不错，值得入住，性价比较高。', '短评打分': 5}
{'短评内容': '，酒店还不错，透明的卫生间很有趣', '短评打分': 3}
{'短评内容': '住了一个星期,总体感觉还不错,服务也还可以.位置有点偏!\n提个意见,冲凉房最好多加一个小冲凉头,真的不太方便.', '短评打分': 5}
{'短评内容': '代亲戚订的酒店，虽然晚到了，但还保留房，很满意。', '短评打分': 5}
{'短评内容': '前台态度不好,\n下次不会再选。', '短评打分': 3}
{'短评内容': '＋周边环境不好', '短评打分': 3}
{'短评内容': '入住如家酒店环境较好，缺点是洗浴环境不太方便。', '短评打分': 3}
{'短评内容': '装修一般，服务员态度一般。', '短评打分': 3}
{'短评内容': '新店前台张JJ态度很差，下水道味道整个屋子里都是。登记的地址不符。', '短评打分': 1}
{'短评内容': '不错，挺好的，装修的格式比较好，也比较干净。', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '还好。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '整体环境不错，装修还满新的，交通也方便，比较静。', '短评打分': 5}
{'短评内容': '酒店位置离皇岗口岸很近 很舒适 卫生也很干净', '短评打分': 5}
{'短评内容': '还是不错的，卫生间有特色，像其他网友说的，适合担任入住或者情侣入住。', '短评打分': 5}
{'短评内容': '还不错,下次还来住 ', '短评打分': 3}
{'短评内容': '干净、舒适。。浴室很特别！玻璃的那种，跟男朋友一起去的，很浪漫！', '短评打分': 5}
{'短评内容': '酒店干净，性价比很高，还是值得推荐的。交通也还行，就是周围没有什么商场可以逛的', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': ' 比较干净 透明的圆筒式淋浴系统很有特点 一个人住比较舒服 如果两个人可能会小尴尬 性价比不错', '短评打分': 3}
{'短评内容': '第二次住了感觉性价比比较高~服务还行，可就是房间里面网络不太好~', '短评打分': 5}
{'短评内容': '环境挺好的。。。。旁边就是大公园........', '短评打分': 5}
{'短评内容': '装修的不错', '短评打分': 3}
{'短评内容': '还行，不是临街，还算安静,价格也公道。。。。', '短评打分': 5}
{'短评内容': '安静，，干净卫生，179的价格在深圳还算不错的性价比。', '短评打分': 5}
{'短评内容': '酒店地址相对比较隐蔽，因晚上很晚才入住到酒店，下了的士绕了一圈才看到。但是很安静，环境还好。', '短评打分': 5}
{'短评内容': '整体还不错，性价比还行,就是房间面积小了点', '短评打分': 5}
{'短评内容': '酒店很安静，房间很舒适，唯一不足的是电视不好', '短评打分': 3}
{'短评内容': '一般，设施相当简单，不过交通方便，价格还算优惠', '短评打分': 5}
{'短评内容': '还不错，性价比高，交通方便，服务也不错，去皇岗口岸较近。', '短评打分': 5}
{'短评内容': '酒店总体感觉还不错，交通方便，去皇岗口岸较近。', '短评打分': 5}
{'短评内容': '干净，安静。总体还不错，值得商旅人士选择', '短评打分': 5}
{'短评内容': '操', '短评打分': 3}
{'短评内容': '老顾客了，每次来者都是住的这家酒店，整体来说也还是不错的', '短评打分': 5}
{'短评内容': '老顾客了，来了好几次都住在这家酒店。整体来说还不错。', '短评打分': 5}
{'短评内容': '位置偏点，不是很好找，但也算ok。服务态度不错，房间整洁，空间不算小。价格合理。另外早餐还是不错的，比较丰富，12元一人，自助型的。', '短评打分': 5}
{'短评内容': '还是洗澡不方便，房间打扫的还是可以。早餐最好不要去吃', '短评打分': 1}
{'短评内容': '早餐种类很少，不好吃。洗澡间很简陋。交通还算是方便', '短评打分': 1}
{'短评内容': '洗澡间很不方便，早餐也很一般,周围吃饭的地方倒是还算可以', '短评打分': 1}
{'短评内容': '该店确实有较时尚，周边也挺安静，价格比较实惠。', '短评打分': 5}
{'短评内容': '位置不太好找，卫生状况差,枕头被子该换了气味太不好闻，尤其是红色被子太艳俗，不推荐', '短评打分': 3}
{'短评内容': '环境还不错！也很干净！周围很安静，不错！', '短评打分': 5}
{'短评内容': '比较僻静.周边好像没有什么配套设施,在个园区里.', '短评打分': 5}
{'短评内容': '这个酒店还是不错的。我一般去深圳福田的时候都住这里。。比较安静。。不过有个缺点，就是房间隔音效果不好！', '短评打分': 5}
{'短评内容': '这间酒店很温馨，真的如家，虽然空间看起来有些小，但是后来才发现样样俱全，设计很独特：）', '短评打分': 5}
{'短评内容': '还好，就是比较小了一点，一般般了，这个价位也就这样了', '短评打分': 5}
{'短评内容': '酒店管理很规范，而且一点也不吵，下次还会去。', '短评打分': 5}
{'短评内容': '不错，不错不错不错不错，不错不错不错不错，不错不错不错不错，不错不错不错不错，不错不错不错不错，不错不错不错不错，不错不错不错不错，不错不错不错', '短评打分': 5}
{'短评内容': '还不错比较干净就是不太好找', '短评打分': 3}
{'短评内容': '性价比比较高，就是位置在里面，找起来很麻烦', '短评打分': 5}
{'短评内容': '离如家很近有家酒店，一样的价格，房间大还有电脑。离酒店还有一百米的地方的时候在出租车上打电话问地址，前台女人说要绕道沙尾进去，最后多花了四十元，前台女人仍然不知羞愧，对客人的疑问一概不知或否认，态度极端恶劣。同住的一位客人也遇到相同的情况。', '短评打分': 1}
{'短评内容': '很干净整洁，布局不同于以往住过的其它酒店，但是很舒适~~整体的感觉就是店如其名，很有家的感觉~~以后有机会还会选择入住如家的^_^', '短评打分': 3}
{'短评内容': '该酒店应该还扩大点规模，来了2次，每次都是爆满没房，郁闷就2个字。性价比的确可以。', '短评打分': 3}
{'短评内容': '可以办张卡，还能打点折，卫生也还可以，缺点就是网络不能使用PPS类似的软件。对流量大的有限制。', '短评打分': 5}
{'短评内容': '还可以吧，价位与环境配称', '短评打分': 5}
{'短评内容': '+环境很不错,布局挺别致的,和以前住的其它快捷酒店都不太一样~很干净,很有家的感觉,店如其名!', '短评打分': 5}
{'短评内容': '里地铁太远了，到火车站实在不方便，周边生活还算方便', '短评打分': 3}
{'短评内容': '性价比还是不错的  只是 只有标间和单间', '短评打分': 3}
{'短评内容': '地理位置不错，环境挺好，生活方便,房子一般，随便住在挺好。', '短评打分': 5}
{'短评内容': '环境还不错，冲凉房很个性，比较适合情侣住，其他要是2个人住就有点汗了，酒店位置实在是太偏了，没去过还真不好找。', '短评打分': 5}
{'短评内容': '还不错的酒店，附近有家乐福，离口岸也很近，打的过去20元不到', '短评打分': 5}
{'短评内容': '位置好，远离大马路，相对安静。但是房间墙体隔音较差，走廊有什么动静一清二楚。', '短评打分': 5}
{'短评内容': ' 洗澡间透明的有些不方便.其它设施还行.可以选择这家.', '短评打分': 5}
{'短评内容': '还算可以，展会期间展馆周围的酒店都很难订到，这家算是性价比可以的，就是周围环境差了点', '短评打分': 5}
{'短评内容': '性价比还是有的，不过他只有单间和标间，总体值得推荐', '短评打分': 5}
{'短评内容': '总体感觉还好', '短评打分': 5}
{'短评内容': '我没有住，朋友说可以，干净整洁。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '总体来说不错,唯一不满意的地方就是送餐太慢了', '短评打分': 1}
{'短评内容': '环境不错，安静，早餐再丰富点就更好了', '短评打分': 5}
{'短评内容': '房间比较小，但是用品齐全，也比较干净，有点麻雀虽小五脏俱全的意思。位置很好，179的价格也相当便宜。但是想花这个钱买很满意的服务是不可能的，要求高的人就不要选这里了', '短评打分': 5}
{'短评内容': '酒店的服务人员都非常的有礼貌，会很积极和热情的跟客人打招呼，尤其是餐厅的服务人员。总体感觉很舒服。', '短评打分': 5}
{'短评内容': '位置不错,挺安静', '短评打分': 5}
{'短评内容': '还不错了,隔音有点问题!@\r\n浴室太有创意了,但实在不适合出差跟同事一起住了!!\r\n总体印象,可以住就是了!', '短评打分': 5}
{'短评内容': '整体性价比还是不错的，够宽敞，也很舒适。就是下水道的声音太响了。我有点声音敏感。', '短评打分': 5}
{'短评内容': '在深圳而言，性价比很高。虽然不太好找，但离市中心区很近，打车很快就到。', '短评打分': 5}
{'短评内容': '到深圳参加动漫展，到会展中心有点远。总体感觉不错！！', '短评打分': 3}
{'短评内容': '虽然有不足之处,但是价格合理,还会考虑入住........', '短评打分': 3}
{'短评内容': '酒店房间有异味....................', '短评打分': 3}
{'短评内容': '还不错。\r\n房间的洗手间是透明的，有点怪，要是情侣还好，要是朋友就有点尴尬。', '短评打分': 3}
{'短评内容': '大床房非常有特色\r\n住着也很舒服\r\n位置稍偏点，还算好找', '短评打分': 3}
{'短评内容': '这个环境加上这个价格非常值， 一楼餐厅有餐点可以点。', '短评打分': 5}
{'短评内容': '隔音效果差,希望改进.玻璃间隔的洗手间有点不好................', '短评打分': 5}
{'短评内容': '酒店位置不错，就是楼层高点的，洗澡不是很畅快，可能跟水压有关。卫生还可以，就是洗护用品的档次实在是差了点。', '短评打分': 3}
{'短评内容': '麻烦麻烦麻烦麻烦麻烦麻烦麻烦麻烦麻烦麻烦麻烦', '短评打分': 5}
{'短评内容': '酒店交通还算方便,周围小吃多,但是还是酒店餐厅的饭菜吃着放心价格也不贵,以商务套餐为主.房间卫生还行,布置简约,适合年轻人的选择!', '短评打分': 5}
{'短评内容': '感觉这个价格很可以啦,就是离地铁远点,相信我以后还回去的', '短评打分': 5}
{'短评内容': '+好', '短评打分': 5}
{'短评内容': '虽说位置有点难找，而且新洲路上没有明显的标成，但总体感觉还不错~~', '短评打分': 5}
{'短评内容': '位置有点偏.总台给了我1间开不了房门的房间,折腾了会,换了间房.', '短评打分': 5}
{'短评内容': '还不错性价比很高。屋内有霉味，透明浴室是一大特点还在屋内中央', '短评打分': 3}
{'短评内容': '一直住在如家新洲店，从517换到了515，感觉还是这间更敞亮些。透明半圆的浴室很有创意就是太小。', '短评打分': 3}
{'短评内容': '如家连锁，不借， 位置也还行， 肯保留房间， 下次还会住。', '短评打分': 3}
{'短评内容': '如家连锁，不借， 位置也还行， 肯保留房间， 下次还会住。', '短评打分': 5}
{'短评内容': '服务员热情度和礼貌度不高', '短评打分': 5}
{'短评内容': '+房间还不错，是如家一向的温馨风格，地方不是很醒目，的士司机兜了一下才找到。', '短评打分': 5}
{'短评内容': '+还不错续住 ', '短评打分': 5}
{'短评内容': '+还不错，屋内有发霉味 ', '短评打分': 5}
{'短评内容': '帮朋友定的，去看了看，挺不错的~浴室很特别~~', '短评打分': 5}
{'短评内容': '还行吧.打了的士不是很好找,不过离皇岗口岸比较近', '短评打分': 1}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '能将电视换成液晶的就好了，否则占据了桌子太多的空间。另外，应该换个换洗床上用品的牌子，否则客人都不知道换床上用品没。总的来说，这样的性价比，在深圳已经不错了。', '短评打分': 5}
{'短评内容': '在深圳这价位算不错的了，就是房间的网速慢了点。', '短评打分': 5}
{'短评内容': '环境一般般，不过价格还不算贵', '短评打分': 3}
{'短评内容': '地理位置很好，靠近我办事的地方，其他都很一般，性价比还可以', '短评打分': 5}
{'短评内容': '洗手间是透明的', '短评打分': 5}
{'短评内容': '一般', '短评打分': 1}
{'短评内容': '619这个房间里，有小强，被我给灭了。', '短评打分': 3}
{'短评内容': '房间内洗澡的位置不大好.', '短评打分': 3}
{'短评内容': '隔音真差啊，6楼隔壁一个女的带两个小孩，吵闹的到半夜，大嗓门说的什么一清二楚', '短评打分': 3}
{'短评内容': '这两天下雨，打车不方便。不过吃饭倒是很方便，想吃好的往靠近大路方向走，想吃便宜实惠的，往里边小道走。', '短评打分': 5}
{'短评内容': '经济型酒店，价格比较优惠，设施和服务与房价基本对等。', '短评打分': 3}
{'短评内容': '非常经济的酒店，位置不错。就是透明的洗手间有点不习惯。', '短评打分': 3}
{'短评内容': '隔音效果差', '短评打分': 3}
{'短评内容': '价格合理', '短评打分': 5}
{'短评内容': '周围环境比较吵闹，很早就有汽车鸣笛声，房间过小', '短评打分': 1}
{'短评内容': '此酒店地理位置还可以，距离口岸较近，这样也是我选择这家酒店的原因。因为是帮我朋友订的房，所以在入住时我陪同朋友前去，但是前台居然让我出示身份证，我说我不入住，他告知我不住也要登记，否则不能上房间，刚好我没带证件，怎么说都不同意我上房间，无奈让朋友拖着大行李箱自己上去了，前台解释是公安局制定的政策，但是这件事情完全可以灵活处理，实在不能理解，就连值班经理出来也给我同样的解释。很无奈', '短评打分': 5}
{'短评内容': '酒店硬件设施过得去，但大堂保安态度极为恶劣！！！首先说明我们是入住客人，已经按照相关规定在前台登记，白天出门办事，晚上回来时被保安以强硬的态度盘查，即使出示了房卡，也阻止我们进入电梯。我也算走过不少地方，住过不少酒店，还没有得到过如此待遇，真是令我大开眼界！！！绝对差评到底！！！', '短评打分': 1}
{'短评内容': '打车不方便', '短评打分': 3}
{'短评内容': '方便', '短评打分': 3}
{'短评内容': '我觉得虽然离展会和市中心都算不上很近，但是交通还算便利，楼下公交基本上都可以到的。圆形的洗澡间别处没有，干湿分离很好，但是淋浴空间相对较小，有些拥挤。房间整体比较舒适。', '短评打分': 5}
{'短评内容': '总体还行，就是交通不太便利', '短评打分': 3}
{'短评内容': '总体还行，房间空气不是太好，交通不是太便利', '短评打分': 3}
{'短评内容': '总体还行，就是房间空气不是太好，交通不是太便利', '短评打分': 1}
{'短评内容': '环境还是不错的，尤其是浴室，就是难找了点。', '短评打分': 5}
{'短评内容': '房间整洁,房价合理.', '短评打分': 5}
{'短评内容': '挺干净，就是房间设计不合理', '短评打分': 3}
{'短评内容': '比较干净，但入住的那间大床房淋浴是在屋正中间的，感觉有点奇怪', '短评打分': 5}
{'短评内容': '房间挺干净的，隔音效果比较差，沐浴间很可爱&#183;&#183;', '短评打分': 1}
{'短评内容': '半夜2点到5点停电，世界杯没看成，变成蒸桑拿，要求退款酒店还不退，气死了，大家要小心！', '短评打分': 1}
{'短评内容': '他的优势在于有餐厅，相对该地段价格便宜，而且床铺非常舒适。', '短评打分': 3}
{'短评内容': '住过很多经济型酒店，如家就是如家，这家店各方面细节做得 非常好。', '短评打分': 5}
{'短评内容': '非常经济的酒店，位置好，价格也便宜', '短评打分': 5}
{'短评内容': '总体来说还不错！', '短评打分': 3}
