{'descr': '不错不错', 'star': 5}
{'descr': '还不错，下次还会来，比较安静\n', 'star': 3}
{'descr': '还不错，帮学生定的，属闹中取静吧！下次还去！', 'star': 5}
{'descr': '环境很好！也干净！！非常适合顾客居住！价格也实惠！！很满意！', 'star': 3}
{'descr': '整体感觉还可以，下次还选择入住，酒店的服务还算是灵活性有', 'star': 5}
{'descr': '酒店服务好，态度好，宽敞经济实惠等，就是借出去的雨伞都不是很好', 'star': 5}
{'descr': '酒店整体感觉整洁，服务态度好，可是酒店太偏，还有就是电梯不太好， 貌似货物电梯', 'star': 5}
{'descr': '交通方便，环境也还可以，但是酒店不能打长途', 'star': 5}
{'descr': '酒店在小区里面，入住很安静，附近吃饭很方便，家乐福超市就在路对面，银行和车站及地铁站都不远。', 'star': 5}
{'descr': '宾馆周围环境比较不错，服务态度不错，但是房间卫生还需进一步加强管理', 'star': 5}
{'descr': '整体环境还不错，干净，空气还不错，比较安静！', 'star': 5}
{'descr': '酒店入住很安静，周边吃饭很方便，家乐福超市就在路对面。', 'star': 5}
{'descr': '酒店很干净，出来买东西也很方便', 'star': 3}
{'descr': '宽带不能用，服务员不给调试，换了一个房间，宽带仍然不能用。有的房间有异味。', 'star': 1}
{'descr': '性价比较高，还算干净。有的房间还可以搜到上医的无线网', 'star': 5}
{'descr': '房间内设施陈旧，系旧房改造而成；不过环境幽静，无噪音干扰；上海这样的城市，这么低的价位，尚可接受。', 'star': 1}
{'descr': '酒店位置不错，在市区，对面就是超市，很方便。卫生也不错干净，晚上也很安静。就是位置在小区里面了要走好一段路才看见。', 'star': 5}
{'descr': '非常安静，交通业很方便，只是标志不明显，外地人很难找到而已。', 'star': 5}
{'descr': '房间实在是太小了。虽然有免费的宽带，但是房间内没有电脑。初进入房间的时候，房间里还有一股异味，实在是不太好闻，开窗通风后才好些。由于是在医院里的，还是很安静的，离地铁路也是挺近的，出了小巷子马路对面就是家乐福超市和公交站台。总来而言还算勉勉强强吧。', 'star': 5}
{'descr': '价钱便宜，条件简陋，房间小，而且不隔音，生活还方便', 'star': 5}
{'descr': '房间马马虎虎，还算干净，房间里没有冰箱挺不方便的。', 'star': 5}
{'descr': '地理位置好.', 'star': 3}
{'descr': '环境不是很满意', 'star': 3}
{'descr': '住的还可以，宾馆环境卫生比较好，只是离地铁远点儿----', 'star': 1}
{'descr': '被子有点异味其他还好', 'star': 3}
{'descr': '相对于酒店的地理位置，价格绝对超值，性价比高。', 'star': 5}
{'descr': '卫生不是很好，霉味很重，楼下是做体检的，服务台后面就是x光室。', 'star': 3}
{'descr': '宾馆设施太老,条件一般,位置也比较偏,不太好找', 'star': 1}
{'descr': '还可以,比较安静,不嘈杂. 周边交通便利.', 'star': 3}
{'descr': ' 不错，很好找，离地铁站近，房间干净，价格实惠。', 'star': 3}
{'descr': '安静，卫生，实惠，就是不太好找，同时，房间也相对较小，不过，偶尔住住不错的。', 'star': 5}
{'descr': '这个地方还不错啊，非常幽静的环境，房间也很干净，每日都会有人打扫。', 'star': 5}
{'descr': '好', 'star': 3}
{'descr': '地点不错！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '在上海来说，我觉得算便宜了，而且还能停车。去上海停车位好难找的。房间里还算整洁，就是有点异味，可能是一直关着窗，空气不新鲜。', 'star': 5}
{'descr': '满意，就是晾衣服没地方', 'star': 3}
{'descr': '一般般，其实这个价可以住好点的.太偏。22222222222222222222', 'star': 1}
{'descr': '地理位置交通还算方便 环境还好 性价比还可以 ', 'star': 5}
{'descr': '真的是经济型酒店，卫生间小的可爱，一个平方都没有，房间勉强吧', 'star': 3}
{'descr': '干净,安静,设施齐全.价格不贵.总体不错!', 'star': 3}
{'descr': '，酒店所处环境不错，比较安静。周边配套设施也比较齐全。就是浴室下水道味道有点难闻。', 'star': 3}
{'descr': '位置便利，交通方便，大院里面比较安静，卫生间小了点\n', 'star': 5}
{'descr': '房间不是很大，但总体还可以，环境很安静，总得来讲还实惠 ', 'star': 5}
{'descr': '房间不是很大，但总体还可以，环境很安静，总得来讲还实惠', 'star': 5}
{'descr': '环境好不贵位置有点偏 ，打的士不好找。空调不好', 'star': 5}
{'descr': ' 便捷 安静', 'star': 3}
{'descr': '还不错，地段还可以，比较古老，总体还行！', 'star': 5}
{'descr': '位置便利，交通方便，大院里面比较安静，卫生间小了点，好像汽车酒店似的', 'star': 5}
{'descr': '先说优点：一、安静，的确是闹中取静，在一个医院里；二、阳光好，窗户大，估计是因为以前是医院病房的缘故；三、卫生间一体化的，虽然小，但挺中意；四、电视液晶的，貌似都有个吹风机，这挺好。\n不足或者是缺点，也可能是硬伤：一、前台那个穿红领衬衫的女营业员是态度奇差，姿态很高，大有你爱住不住之势态，另外那个戴眼镜的，年龄稍长的态度还不错，貌似她是老板或是股东，反正是一个红脸一个白脸；\n二、该店位于医院内，门', 'star': 1}
{'descr': '房间挺干净的，在小区里面，安静，不过卫生间过于小，电视不错，很清晰', 'star': 5}
{'descr': '酒店位置比较偏~价格偏贵了一些~环境不是很好', 'star': 1}
{'descr': '交通方便，闹中取静，性价比不错', 'star': 3}
{'descr': '挺好的 属于性价比不错的酒店 对于那些要求过高的商旅人士还是考虑一下吧，我个人比较满意  ', 'star': 5}
{'descr': '这家宾馆距离看世博会的地铁站很近，不错，去世博会很方便，现在回来点评下', 'star': 5}
{'descr': '房间虽然比较小，但没有奇怪的味道，150元虽然有点小贵，但是感觉还不错，周围比较安静~', 'star': 5}
{'descr': '我们订了三人房和大床房*大床房*床好硬*三人房缺点*洗手间好小*拖鞋不好*被子有味道*', 'star': 3}
{'descr': '麻雀虽小，五脏俱全。而且是复旦医学院的招待所，应该比较安全的。', 'star': 5}
{'descr': '位置其实很好的，晚上出去玩很晚都不用担心路远。但是有点难找，在一个院子里，好处是非常安静。', 'star': 5}
{'descr': '帮朋友订的，朋友说挺方便的，世博期间能住到这样的宾馆感觉很值', 'star': 5}
{'descr': '酒店比较旧了，但世博期间上海的酒店都很贵，定这家是因为去世博还算方便，逛街也算是方便的。对面有家乐福，买吃的挺方便。', 'star': 5}
{'descr': '在小区里面，房间很安静，一点都不吵。交通也可以，走路二十分钟到徐家汇打车一个起步价。比较满意!', 'star': 3}
{'descr': '上海的最垃圾酒店.地方很脏,服务员都是臭脸.', 'star': 1}
{'descr': '位置优越，环境安静。适合旅游的同仁，下次去还住', 'star': 5}
{'descr': '酒店地理位置很好，房间干净整齐，就是厕所小了点，价格适中，没有网上评的那么差，我们觉得挺不错。', 'star': 3}
{'descr': '还好，酒店比较方便，离徐家汇很近.机场大巴打车就到。', 'star': 5}
{'descr': '商务大床房很小，但是够两个人暂时住宿了。价格有些偏高，但是在这一片又能便宜到哪去呢？', 'star': 5}
{'descr': '价格还是比较优惠，交通也方便，只是附近是医院。。。其他还好，比较实惠', 'star': 5}
{'descr': '以前住过，现在还是这样，没怎么变。还不错。', 'star': 5}
{'descr': '这次已经是介绍的朋友入住，朋友还是还比较满意', 'star': 5}
{'descr': '复旦大学的招待所，性价比很高，房间也比较干净。属于典型的麻雀虽小，五脏俱全。', 'star': 5}
{'descr': '替朋友预定的，她说不错，推荐！我就这么评价了！', 'star': 5}
{'descr': '酒店的卫生很差，不过还算安静。下次不会再选择这家宾馆。真诚的评价，供参考。', 'star': 3}
{'descr': '光线不错，环境也还可以！', 'star': 3}
{'descr': '还可以 就是早上服务员声音有点大 但基本还好', 'star': 3}
{'descr': '地毯有点脏，服务员早上在外面声音有点大，但价格还是可以的，所以说性价比还是不错的。', 'star': 5}
{'descr': '世博期间朋友来上海，这个算是性价比比较高的了。\n就是在肿瘤研究所的院子里，进门还能看到病人和医生，让人觉得心里不是很舒服啦……', 'star': 1}
{'descr': '在小区里，比较安静，房间小了一点，还算整齐', 'star': 5}
{'descr': ' 性价比不错 就是地毯有点脏', 'star': 3}
{'descr': '小的离谱的房间！小的离谱的房间！小的离谱的房间！小的离谱的房间！小的离谱的房间！小的离谱的房间！小的离谱的房间！小的离谱的房间！', 'star': 1}
{'descr': '房间还蛮干净的。在世博会期间能以这样的价格订到一间房我就挺知足的了。周围交通也算方便，离东安路地铁站走路10分钟左右吧。', 'star': 5}
{'descr': '性价比较高，卫生间虽然小但是卫生，地毯看着确实是脏了点，不过还算干净，下次还会去的', 'star': 5}
{'descr': '卫生不是很好，隔音效果很差~~~~~~\n工作人员一大早就拿着对讲机在那吵，简直无法睡觉~~~~\n住过一次就不会再去第二次，请大家慎重考虑~~~~~', 'star': 1}
{'descr': '太烂了，再也不去了，位置不好很难找，设施陈旧还不干净，隔音特别不好，晚上吵得睡不着，一股发霉的味道，和照片不一样，住了一晚就受不了了，再也不去了', 'star': 1}
{'descr': '房间还好            ，就是楼下是         放射科不好。', 'star': 5}
{'descr': '环境不错，条件也可以，就是不太好找。经济实惠', 'star': 5}
{'descr': '位置稍微偏点，但是干净、非常安静，价格也便宜，对面还有家乐福，离徐家汇商业中心很近', 'star': 5}
{'descr': '房间挺干净的，也没有什么异味，位置不是太好找，不过交通挺方便的。', 'star': 5}
{'descr': '前台服务员说话都说不清楚，态度又差，位置又难找，服务员很偷懒，房间都不弄干净', 'star': 1}
{'descr': '地理位置比较好，交通方便，卫生条件不错，值得一住！', 'star': 5}
{'descr': '雖然說是在地鐵７號線 東安路站 和 肇家浜路站 兩個站之間，但是步行到地鐵這兩個站都要花15分鐘左右，而且中山醫院的高壓氧艙康復中心就在旁邊，本人10月27日退房時，還遇到一群新生到旅館的一樓體檢，給人搞不清是旅館，還是醫院的賓館，晚上一個人走在通往旅館的弄內，感覺有點像在看驚悚片。\n要入住的人最好先諮詢清楚。', 'star': 1}
{'descr': '世博期间住宿价格还算合理，交通比较方便，距离地铁4号线和7号线都很近。', 'star': 5}
{'descr': '热水不错 卫生间超级小 设施简陋 ', 'star': 3}
{'descr': '房间有点旧', 'star': 5}
{'descr': '凑合吧', 'star': 3}
{'descr': '位置比较好,交通比较方便,前台的服务不错,房间没有发霉的气味,空调不错,晚上也很安静,这些都还行.\r\n但不足之处是: \r\n做卫生清洁的服务员很懒,不打扫地面,不是每天换牙刷,床单等洗卫用品. 还有卫生间太小了点,不过还不算脏.电器的开关不好用,坏了1,2次.不过很快就修好了.总之,如果价格在100到150元,比较合理,但世博的原因,价格涨了1倍多,性价比就差了点.', 'star': 5}
{'descr': '房间一般', 'star': 5}
{'descr': '我们住的是标准双人间，房间空间蛮大，大窗户，地毯马马虎虎，厕所如果拔掉地上的下水道塞子就很臭。在世博期间，性价比OK。比较好的是地处弄堂深处，比较安静。不过房间隔音效果一般。', 'star': 5}
{'descr': '＋环境差', 'star': 5}
{'descr': '服务态度一般吧，还算过得去~ 条件就差了，特别是那个mini的卫生间，超小的~~ 柜子里乱糟糟的，洗了的东西没地方挂~~ 还有让人不舒服的就是那个电梯，是医用的，总觉得这个楼是医院改的似的~~ 再说说地理位置，从马路边儿走到宾馆，还挺深的，旁边是高压氧舱啥的~ 总体来说还是挺干净的，交通方便，价钱便宜~~', 'star': 5}
{'descr': '酒店性价比超高，距离地铁站也非常近，五分钟的路程，酒店对面就是家乐福和麦当劳，非常方便！', 'star': 5}
{'descr': '地理位置很好，卫生需要进一步改善，地毯应该经常清洁。每个房间的房型都不一样，有的房间大有的房间小。不过世博期间性价比还算不错。', 'star': 5}
{'descr': '整体感觉很一般，不过在世博期间还是挺经济的，离地铁4号7号线还算近，离徐家汇商业中心也不远，周围是生活区，购物、吃早饭夜宵之类的也还方便。', 'star': 1}
{'descr': '地处徐汇区一家肿瘤医院旁边，离地铁东安路站很近，只有十分钟左右的步行时间，去世博园区非常方便，住的是大床间，房间很小，但五脏俱全，对于世博期间来说218的价格应该算不亏了，不过放在平时估计也就是百元上下的宾馆', 'star': 5}
{'descr': '世博会房价高昂的情况下是不错的选择，特别是附近还可以去昆虫博物馆', 'star': 5}
{'descr': '总的来说，世博会期间这家宾馆的性价比在中等偏上的水平。我们入住的是豪华大床房，在2楼。房间面积还可以，一张1米8的大床，一张1米2的小床，比较舒适。房内设施一般，有点陈旧，但过得去。卫生间比较小。水量很大，热水淋浴非常舒服。只是淋浴的开关和洗面台是一个，使用起来不太方便。酒店位置距离地铁7号线4号线东安路站步行15－20分钟，在小巷深处，稍微有点不好找。', 'star': 5}
{'descr': '房间比较小，以前应该是个招待所之类的。卫生间也很小，毛巾上有锈斑', 'star': 3}
{'descr': '服务人员的态度好，房间比较大，干净，只是卫生间小了点。', 'star': 3}
{'descr': '干净，服务态度好，就是靠里了点,卫生间小了点，像日本的酒店', 'star': 3}
{'descr': '不错的，就是难找了点~在一条很深的巷子里', 'star': 5}
{'descr': '+环境一般,服务态度较差', 'star': 5}
{'descr': '前台的态度差的要死！还说客人搞死了！特别是给客人脸色看！再也不会住这家酒店了', 'star': 1}
{'descr': '店在一个深巷里，就是原来复旦的南园宾馆。很安静，除了周围有医院的放射中心外，环境不错。性价比高。推荐~', 'star': 5}
{'descr': '房间的确很小，放了一张床，两张椅子，电视是挂在墙上的。洗漱间也很小。毛巾上有锈斑..........感觉原来应该是个招待所。在小区内，很安静~~周边交通还是很方便的', 'star': 3}
{'descr': '地点偏，不是很方便，但是相对安静！对得起房价', 'star': 5}
{'descr': '地点偏，不是很方便，但是相对安静！对得起房价', 'star': 3}
{'descr': '不错的选择，就近还可以去昆虫博物馆看看哦', 'star': 5}
{'descr': '本人已入住', 'star': 5}
{'descr': '在世博期间，这个性价比我觉得还是大众可以接受的。\r\n地理位置也算不错。女朋友就是觉得房间通风太差，厕所很臭。', 'star': 5}
{'descr': '位置有点偏哦,设施一般,厕所很小', 'star': 5}
{'descr': '世博会闹的，9平米的小房间居然要200多元。宾馆的位置不错，看世博会方便，各种东西也是一应俱全，但卫生不够好，房间里总有一股怪味', 'star': 1}
{'descr': '交通方便，环境不错，卫生还行，经济实惠，总的说来，值得一住。', 'star': 5}
{'descr': '服务尚可', 'star': 5}
{'descr': '大失所望,不理想的居住地', 'star': 5}
{'descr': '中午12点前退房后，希望酒店有行李寄存服务,', 'star': 5}
{'descr': '单人房没有窗户的有点潮味儿，不过可以理解，毕竟价格很便宜。这是上海世博会期间我在徐家汇地区找到的最便宜的酒店了。强烈推荐。', 'star': 5}
{'descr': '干净、整洁，性价比高，位置好找，出行方便，设施还行，安静', 'star': 5}
{'descr': '卫生条件还好，不过卫生间太小了，只能进一个人。服务很一般，周边有便利店，小吃店，还算方便。', 'star': 5}
{'descr': '所处地段不是繁华区，不过打车的话说在斜土路司机都知道的，比较好找。环境不错，卫生干净。我和同事住的三人间，卫生间有点小。总体感觉这个时候性价比非常好！值得推荐！', 'star': 3}
{'descr': '附近交通比较方便，地铁和公交站都离得不远。室内卫生条件也不错，设施也都齐全。我和两个同事住的三人间，卫生间有点小，但还是很干净的。性价比绝对高，值得推荐！', 'star': 5}
{'descr': '坐落地点还可以，旁边有个医院，这个不太好。但是世博会，没办法', 'star': 1}
{'descr': '空间虽小，但临近世博园。总体来说性价比较高', 'star': 5}
{'descr': '地点很偏僻,不容易找,离地铁站也远了些,房间太小,人都不能转身,整个屋子都有卫生间的腐臭气,被褥很脏,服务人员脸色很难看,价格倒是不便宜,跟七天连锁酒店相比,差别太大', 'star': 3}
{'descr': '这个宾馆门面不大，不过人家在大路上有立了指示牌，按提示找不难。弄堂对面有个家乐福，还是挺方便的（虽然我没到家乐福购物），出来坐地铁走一段10分钟左右的路就到了。房间还不错，因为位于小弄里，比较的幽静。卫生间感觉偏小，但配备还是挺全的。电视蛮大，看得很舒服。', 'star': 5}
{'descr': '+房间干净空间还可以，就卫生间小了点；虽然位置稍微有点偏，但远离市口马路也算闹中取静，不错。', 'star': 5}
{'descr': '由于是世博期间，房价偏高，地理位置还好。我住的房间是豪华大床房，没觉得有多豪华，房间小，但空气流通较好。', 'star': 5}
{'descr': '三人房的卫生间太小了 只能容纳一个人 \r\n还有卫生间的环境也太差了点\r\n有个女的服务生的态度不是很好 欠了她什么似的\r\n门口出来就有公交车 去徐家汇一带蛮方便\r\n做地铁的话 也要走15分钟左右才到地铁口\r\n附近有个家乐福~', 'star': 1}
{'descr': '离家乐福等大型超市很近，购物方便；离地铁7号线业很近，交通方便。干净卫生、舒适！', 'star': 5}
{'descr': '上海住过的最差酒店,位置偏僻,号称在徐家汇,实际上完全不对,从美罗城地铁出来要走半小时,到了小巷子口,还要走十分钟到巷子底.小路上死一班寂静,原来是肿瘤医院的小招待所,旁边列着&quot;放射性治疗&quot;,&quot;高压氧治疗&quot;,还有很大的福尔马林味道,晚上走十分钟黑漆漆的巷道,就向走向医院偏僻的太平间(癌症死过的人很多,当然死气陈陈).招待所房间非常小,只能摆一张小床,有很大的', 'star': 1}
{'descr': '在世博房费都大涨的背景下，性价比还可以。', 'star': 5}
{'descr': '位置还好，房间超级的小，世博期间还算可以了吧。', 'star': 5}
{'descr': '+枫园宾馆在徐家汇,干净舒适,服务也好,就是离地铁不是很近.', 'star': 5}
{'descr': '还可以！房间不大，卫生间很小，周围环境比较安静，看世博，就是一个睡觉的地方，可以了！', 'star': 3}
{'descr': '还可以！房间不大，卫生间很小，周围环境比较安静，看世博，就是一个睡觉的地方，可以了！', 'star': 5}
{'descr': '酒店位置可以，除了位置没什么可说的，服务太差劲了，牙膏没有盖子（盖上有尖顶可开启牙膏），只能用自己的剪刀剪开用，拖鞋不能穿，与纸一样厚，第二天牙具也没有放，沐浴露也没有放，只能打电话要，自已开车的话千万不要住这里，因为车不好停，性价比太低了，10天前我住在浦东双拥大厦，价格差不多，设施比这里好多了，停车很方便，只是路远点，这里以后是不会去住了。', 'star': 1}
{'descr': '宾馆离地铁4号线约200米，去世博2号门或3号门只有2站距离，很方。宾馆巷口马路对面有家乐福超市和麦当劳餐厅，早上巷口右边有早点，对于看世博会很便利。唯一遗憾是旁边是医院高压氧舱感觉怪怪的。', 'star': 5}
{'descr': '宾馆环境周边环境不好，是在放射科医院旁边，住医院旁边总感觉不舒服。。', 'star': 1}
{'descr': '还不错、\r\n对得起这个价格、\r\n位置也挺好找的、\r\n离世博、景区、商业区也近、\r\n总体还是让我满意的。', 'star': 5}
{'descr': '酒店的位置不错，闹中取静，交通方便，距离地铁站、公交车站十几分钟的路程。', 'star': 3}
{'descr': '我是帮我的客户订的，他们反映酒店的位置很好，闹中取静，交通非常方便。', 'star': 5}
{'descr': ' 很好', 'star': 3}
{'descr': ' 房间不错，服务很好', 'star': 5}
{'descr': '卫生干净，地点不错，里地铁肇家浜、东安路站很近，出行方便', 'star': 5}
{'descr': '卫生、环境都还可以，路程有点远，要走比较久（200多米巷子的最里面），价格比较贵，这个都是世博搞的，没办法！全上海酒店都贵。', 'star': 5}
{'descr': '性价比超好，游世博可坐7号线，离地铁很近，对面就是家乐福，购物方便，卫生也不错，就是卫生间小点，但不影响住宿', 'star': 5}
{'descr': '性价比高', 'star': 3}
{'descr': '标准单人间的空间也太小了,个人行李是一点放的地方都没有', 'star': 5}
{'descr': '隔音效果不好，我住的特价房，无窗，对面房间一家人晚上讲了一整晚话，都听的清清楚楚，吵的人睡不着啊，不过地段还是可以，出来巷子口就有公交车，离地铁也不是很远，还可以吧', 'star': 3}
{'descr': '已入住。', 'star': 5}
{'descr': '一般宾馆吧，房间气味有点重。唯一好的就是地理位置不错。', 'star': 3}
{'descr': '宾馆环境还不错,地理位置，交通都可以,就是房间小了点.下次去附近的地方还会选择住那!', 'star': 3}
{'descr': '房间大,设施好,价钱高,地理位置好,可以在那找到吃的，不错，推荐', 'star': 5}
{'descr': '房间出奇的小，小的让人震惊，还好只住一晚。', 'star': 5}
{'descr': '+宾馆在一家医院治疗养院的后面，感觉像是招待所改的，卫生还可以吧，卫生间太袖珍了。', 'star': 5}
{'descr': ':满意', 'star': 5}
{'descr': '各个方面都很一般，位置比较偏，在弄的最里面～我的房间我在上去的时候发现们居然是开着的～很不理解~', 'star': 1}
{'descr': '卫生OK', 'star': 3}
{'descr': '交通方便，酒店也很干净。\r\n我会推荐朋友住的', 'star': 5}
{'descr': '很偶然定了这个酒店，后来发现这个位置看世博非常方便，地铁口还有几家二十四小时店，世博回来晚了，可以在那找到吃的，不错，推荐！虽然设施不算很好，但性价比还是不错的。', 'star': 5}
{'descr': '很干净.看上去不错.离地铁大概走十几分钟.到徐家汇一站路.到公交走五分钟不到', 'star': 5}
{'descr': '一般般，交通方便，卫生条件不好，卫生间很小，还有味道', 'star': 3}
{'descr': '挺干净的，虽然卫生间小了点但性价比高', 'star': 5}
{'descr': '感觉还可以，位置靠近地铁出口，但是又比较安静，只是柜台的价格和从网站预订拿到的价格完全一致，有些怀疑通过网站预订的必要性。', 'star': 5}
{'descr': ',离世博很近.房间很小还算干净', 'star': 5}
{'descr': '：我订的是标间，应是双人床，你们却订成了标间单人房', 'star': 5}
{'descr': '宾馆环境一般,就是离世博还能近点吧,在一条巷子的最里面,旁边是医院', 'star': 5}
{'descr': '我住了无窗的单间，是不推荐给网友的，实在不能住，味道很难闻，晚上睡到半夜都被难闻的味道熏醒了。后来换了一个有窗的大床房，好多了。这种推荐给网友，还不错。酒店的交通还好，对面就有超市，很方便，走了10分钟到地铁站。服务嘛，勉强吧，有的服务员还好，有的服务员很怠慢的，谈不上热情。希望贵酒店能提供离店短时间的行李寄存就更OK了。', 'star': 5}
{'descr': '离7号线 4号线比较近 去看世博会比较方便 房间比较干净 比较安静 ', 'star': 3}
{'descr': '离7号线 4号线比较近 去看世博会比较方便 房间比较干净 比较安静 ', 'star': 5}
{'descr': '离7号线 4号线比较近 去看世博会比较方便 房间比较干净 比较安静 ', 'star': 3}
{'descr': '房间挺干净，还不错，就是还是离地铁要走10分钟吧', 'star': 5}
{'descr': '＋宾馆不好找啊！一个小道里，旁边还是什么肿瘤放射治疗的，晚上很恐怖！房间里的味道太难闻了，臭的要命', 'star': 5}
{'descr': '卫生不错,服务也很好,设施比较完善,地理位置也不错，值得一住。', 'star': 5}
{'descr': '离徐家汇商圈很近，步行约十分钟，交通便利，环境清幽。不太满意的就是卫生间很小...', 'star': 5}
{'descr': '酒店不错很干净，就是房间小了些。', 'star': 5}
{'descr': '房间的确比较小，我订的是大床房，里面就一张床（1.35*200）靠墙，旁边一个很小的床头柜，紧挨着有两张椅子，电视是挂在墙上的。卫生间也很紧凑。我进去的时候还在打扫房间，刚换的毛巾，上面还有锈斑......', 'star': 1}
{'descr': '位置还不错，靠近徐家汇，地铁站也很近，去上海还会去', 'star': 5}
{'descr': '还可以~~但是房间有点小哦~~交通还是挺方便的。然后也挺幽静的~', 'star': 3}
{'descr': '还可以~~但是房间有点小哦~~交通还是挺方便的。然后也挺幽静的~', 'star': 3}
{'descr': '没有多功能插座，已经入住了，但是还没有打扫上一位客人的卫生。', 'star': 5}
{'descr': '+还不错，房间小了点', 'star': 5}
{'descr': '一般，小宾馆都差不多这个样子吧。位置倒还好，对面还有个家乐福。', 'star': 5}
{'descr': ' 近医院，厕所太小，前台不让寄存行李', 'star': 5}
{'descr': '去世博交通比较方便，但离医院太近，不太好找。', 'star': 5}
{'descr': '+这个酒店还可以的啊，就是有些难找啊，不过还是找到了，无窗单间空气不好 ', 'star': 3}
{'descr': '＋条件还不错，性价比挺高，关键跟世博近啊', 'star': 5}
{'descr': '+这个酒店我住的是无窗单间，空气实在是一般，只能从楼道接收新的空气啊，唉，只能辛苦了，看世博重要啊 ', 'star': 5}
{'descr': '还好，就是厕所味道太重，电吹风不能用', 'star': 5}
{'descr': '性价比还可以，在世博期间，订房间订晚了，这个已经算不错的了', 'star': 5}
{'descr': '卫生不错，只是距离医院太近，周围环境有点恐怖', 'star': 5}
{'descr': '还行', 'star': 5}
{'descr': '只能说还可以吧，卫生不是很好，地上有很多的头发', 'star': 3}
{'descr': '只能说还可以吧，卫生不是很好，地上有很多的头发', 'star': 3}
{'descr': '只能说还可以吧，卫生不是很好，地上有很多的头发', 'star': 5}
{'descr': '这个位置,这个时候,这个价位已经很不错了           ', 'star': 3}
{'descr': '位置不错                                         ', 'star': 3}
{'descr': '世博期间,性价比还算可以                       ', 'star': 5}
{'descr': '整体还行吧，宾馆出门就是家乐福，买东西挺方便的。房间大小也还行，楼下服务态度也不错。', 'star': 5}
{'descr': '卫生还可以就是房间有点小.', 'star': 5}
{'descr': '进入这个酒店的房间，就只有一个感觉----小。大约10-12平方米的房间，放一个大床和桌子以后就没什么别的走动空间了，另外卫生间也小，进去只能勉勉强强站下一个人，整个卫生间大概只有3-4平方米大小。位置也不是很好，在两个地铁站中间，但是对面有一个家乐福，买点什么东西还算方便。\n', 'star': 1}
{'descr': '今天 走了 不错 还好 \r\n没什么 不太满意的', 'star': 3}
{'descr': '我住的是三人间，房间还不错，就是卫生间太小，另外电视机也不行，太老，有时竟然还显示成黑白。', 'star': 5}
{'descr': '总体来说性价比较高，交通便利，购物方便。不足点是，楼下就是某医院，让人感觉不舒服，觉得像整个楼都是以前医院用过的病房。前台服务员态度一般，房间无服务指南！卫生间太小。', 'star': 5}
{'descr': '卫生还不错。', 'star': 5}
{'descr': '很好…性价比很高', 'star': 5}
{'descr': '帮朋友订的，不错，在世博期间不错了啊,说下次还让我订', 'star': 3}
{'descr': '不错', 'star': 5}
{'descr': '上海的房价都是很贵，这个宾馆价格可以了，离地铁还是远了些', 'star': 5}
